index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,24,0,0,0,10.000000000000002,20,10.0,13.621938553278033,31,12.80645161290323,29.937876203713408,14,34.642857142857146,30.999999999999996,20,31.0,0,0.6770000000000002,12629,4,26,1.0,394.17040238522884,False,0.172509845615926,8,2.2510000000000003,3427,360,0,0.0,3600.0000000000005,False,-0.522168388335314,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18645,227,43,1.0,4379.5087283537905,False,0.20195883028596362,0,0.8930000000000002,19945,0,12,0.5,371.99999999999994,False,-0.06000186776242062,7,3.1320000000000006,13256,159,0,0.0,4760.1223163904315,False,-0.2698888140551356,0.4166666666666667,85920,0.0,0.0,16,0,0,10,6,6.0,5,15,23,189.0,73.0,15,9,23,1477,0.9232421880005859,39.48154961311957
34,23,0,0,0,10.000000000000002,20,10.0,13.626327691400784,23,13.652173913043478,29.937876203713408,0,,30.999999999999993,20,31.0,0,0.6770000000000002,12841,4,14,1.0,230.76858767961096,False,0.18442127194805785,1,2.2530000000000006,3310,370,0,0.0,3700.0000000000005,False,-0.5282932626382667,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18331,240,53,1.0,4857.026084732999,False,0.19761815174607705,0,0.893,20286,0,1,0.0,30.999999999999993,False,-0.05204053044452746,9,3.2150000000000007,13156,159,0,0.0,4760.1223163904315,False,-0.27455822010668585,0.3333333333333333,85942,0.0,0.0,13,0,0,13,5,5.0,2,15,22,207.0,76.0,15,8,22,853,1.0319642759859562,40.513513889105525
35,22,0,0,0,10.0,20,10.0,13.670197571029982,22,13.954545454545455,29.937876203713408,0,,30.999999999999993,20,31.0,3,0.7070000000000001,12976,2,10,1.0,156.70197571029982,False,0.1933769986155179,5,2.302000000000001,3130,382,0,0.0,3820.0,False,-0.5392631867629583,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18024,252,63,1.0,5330.9759887335,False,0.19357840050575464,8,0.9730000000000003,20236,0,0,0.0,0.0,False,-0.055098991408292865,11,3.316000000000001,13026,159,0,0.0,4760.1223163904315,False,-0.2806284479737011,0.3333333333333333,85410,0.0,0.0,9,0,0,11,9,8.176470588235293,5,16,21,220.0,78.0,16,6,21,231,0.991237120993901,41.504751010099426
36,21,0,0,0,10.0,20,10.0,13.241003846563533,19,9.894736842105264,30.391735999075177,12,35.0,30.999999999999993,20,31.0,0,0.7040000000000002,12846,5,20,1.0,314.82007693127065,False,0.1887201790351619,19,2.487000000000001,2833,389,0,0.0,3890.0,False,-0.5632141877685346,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18256,261,61,1.0,5309.797899896668,False,0.20635161820401154,12,1.0850000000000002,20074,0,0,0.0,0.0,False,-0.06266342921180426,8,3.3850000000000007,12529,171,0,0.0,5196.986855841856,False,-0.2936359064287949,0.3333333333333333,84556,0.0,0.0,9,0,0,7,11,11.0,3,10,26,140.0,97.0,10,11,26,620,0.9060476360027678,42.410798646102194
37,26,0,0,0,10.0,20,10.0,12.420571657433033,20,6.25,30.391735999075177,0,,30.999999999999996,9,31.0,0,0.7040000000000002,12876,4,15,1.0,226.3085748614955,False,0.18741697480855168,5,2.5180000000000007,2633,400,0,0.0,4000.0,False,-0.5764695127525368,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18131,271,71,1.0,5523.788175098689,False,0.20531291609261237,0,1.0730000000000004,20074,0,0,0.0,0.0,False,-0.06266342921180426,9,3.4670000000000005,12436,171,0,0.0,5196.986855841856,False,-0.2979784540567366,0.3333333333333333,84168,0.0,0.0,10,0,0,13,4,4.0,7,20,21,278.0,63.0,20,6,21,320,1.0412603330332786,43.45205897913547
38,21,0,0,0,10.0,20,10.0,13.174771523868836,19,19.263157894736842,30.391735999075177,0,,30.999999999999996,20,31.0,3,0.7340000000000002,13084,4,10,1.0,171.74771523868836,False,0.2039376412486831,1,2.5230000000000006,2515,410,0,0.0,4100.0,False,-0.582685803089862,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17765,280,81,1.0,6150.666642608363,False,0.20228068081828665,10,1.1730000000000003,19955,0,0,0.0,0.0,False,-0.06822002241314905,10,3.558000000000001,12323,171,0,0.0,5196.986855841856,False,-0.3032548828949884,0.3333333333333333,83660,0.0,0.0,7,0,0,7,10,9.6,4,11,18,156.0,80.0,11,10,18,525,0.7679309250088409,44.21998990414431
39,18,0,0,0,10.0,20,10.0,12.245475173535178,17,3.764705882352941,30.706647416673004,10,34.5,30.999999999999996,8,31.0,0,0.7310000000000001,13014,5,15,1.0,233.68212760302768,False,0.20036941802738037,12,2.6420000000000003,2186,419,0,0.0,4190.0,False,-0.6086479568516318,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18046,287,81,1.0,6001.68981555511,False,0.21419435258899014,0,1.1630000000000003,19955,0,0,0.0,0.0,False,-0.06822002241314905,8,3.628000000000001,11900,181,0,0.0,5557.903182417814,False,-0.3145801460959607,0.3333333333333333,83119,0.0,0.0,11,0,0,5,6,6.0,2,7,16,92.0,75.0,7,11,16,585,0.5845117330318317,44.804501637176145
40,16,0,0,0,9.999999999999998,20,10.0,11.933892837628287,11,7.545454545454546,30.706647416673004,0,,30.999999999999996,11,31.0,0,0.7310000000000001,12984,6,15,1.0,239.0083925644243,False,0.19787039000660137,1,2.6400000000000006,2080,428,0,0.0,4279.999999999999,False,-0.6142243349483499,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17963,288,91,1.0,6231.26605215419,False,0.21602821195783406,0,1.1630000000000003,19955,0,0,0.0,0.0,False,-0.06822002241314905,11,3.730000000000001,11767,181,0,0.0,5557.903182417814,False,-0.3207904561445225,0.3333333333333333,82767,0.0,0.0,9,0,0,5,5,5.0,1,6,15,92.0,71.0,6,10,15,280,0.5547838280326687,45.35928546520881
41,15,0,0,0,9.999999999999998,20,10.0,11.590286094401172,9,5.888888888888889,31.043613553480256,10,35.0,31.0,12,31.0,0,0.7310000000000001,12889,10,20,1.0,331.8057218880234,False,0.1934274486647785,4,2.6790000000000003,1952,434,0,0.0,4339.999999999999,False,-0.6231831063168479,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18260,287,91,1.0,6151.380942459839,False,0.23085787880638736,0,1.1630000000000003,19780,0,5,0.5,155.0,False,-0.07277269331341053,12,3.8390000000000013,11437,186,0,0.0,5774.112120947328,False,-0.3311516594847934,0.4166666666666667,82336,0.0,0.0,10,0,0,3,5,5.0,4,7,14,114.0,39.0,7,8,14,595,0.5453648950206116,45.904650360229425
42,14,0,0,0,9.999999999999998,20,10.0,10.87777962873131,12,2.4166666666666665,31.043613553480256,0,,30.999999999999996,20,31.0,0,0.7310000000000001,12799,9,30,1.0,416.33338886193934,False,0.18906359762601418,12,2.795000000000001,1600,445,0,0.0,4449.999999999999,False,-0.6503336685254594,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18231,289,101,1.0,6279.083281604855,False,0.23286844587529876,4,1.2030000000000003,19905,0,0,0.0,0.0,False,-0.07055472543892417,11,3.937000000000001,11302,186,0,0.0,5774.112120947328,False,-0.3374553576543863,0.3333333333333333,81855,0.0,0.0,8,0,0,4,9,8.5,1,5,15,75.0,42.0,5,9,15,293,0.45743771095294505,46.36208807118237
43,15,0,0,0,9.999999999999998,20,10.0,10.617992015063699,18,8.61111111111111,31.167135192985125,5,34.0,30.999999999999996,8,31.0,0,0.7310000000000001,12854,6,25,1.0,325.44980037659246,False,0.1899373708920647,3,2.8130000000000006,1443,458,0,0.0,4579.999999999999,False,-0.6587439436877228,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18246,297,106,1.0,6457.259958930342,False,0.23887331138024526,0,1.1990000000000003,19735,0,5,0.5,154.99999999999997,False,-0.07487392603660814,8,4.006000000000001,11225,186,0,0.0,5797.087145895233,False,-0.34051440171144864,0.4166666666666667,81521,0.0,0.0,11,0,0,4,4,4.0,2,6,8,101.0,42.0,6,9,8,495,0.45333362102974206,46.81542169221211
44,8,0,0,0,9.999999999999998,20,10.0,10.418097963010798,3,1.0,31.64954827482313,17,34.705882352941174,30.999999999999996,7,31.0,0,0.7310000000000001,12734,8,35,1.0,444.6334287053779,False,0.18441509409934087,3,2.8400000000000007,1309,466,0,0.0,4659.999999999999,False,-0.6673370509187312,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18833,290,99,1.0,6154.553688480621,False,0.26400581771318277,0,1.1990000000000003,19490,0,12,0.7,371.99999999999994,False,-0.08124766529697422,7,4.0680000000000005,10812,196,0,0.0,6203.3114618653335,False,-0.3503149173079629,0.45,81196,0.0,0.0,11,0,0,1,4,4.0,2,3,6,54.0,15.0,3,5,6,790,0.20660045102704316,47.022022143239155
45,6,0,0,0,10.0,20,10.0,10.272553907587517,7,7.571428571428571,31.64954827482313,0,,30.999999999999996,20,31.0,0,0.7310000000000001,12659,10,40,1.0,510.90215630350065,False,0.18058790366137226,2,2.8570000000000007,1199,474,0,0.0,4740.0,False,-0.6737361733248012,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18780,287,109,1.0,6398.023733433338,False,0.2679711472664514,0,1.1990000000000003,19800,0,2,0.0,61.99999999999999,False,-0.07401008591707135,10,4.1610000000000005,10697,196,0,0.0,6203.3114618653335,False,-0.3556847342672457,0.3333333333333333,81153,0.0,0.0,12,0,0,1,5,5.0,1,2,4,36.0,12.0,2,4,4,555,0.17583730997284874,47.197859453212004
46,4,0,0,0,10.0,20,10.0,10.272553907587517,0,,31.74979500158543,5,34.0,31.0,9,31.0,0,0.7310000000000001,12569,9,50,1.0,603.6276953793758,False,0.17659876110153463,0,2.855000000000001,1089,485,0,0.0,4850.0,False,-0.6787640552152847,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18950,277,114,1.0,6464.974062582482,False,0.27970964758804884,1,1.209,19856,0,0,0.0,0.0,False,-0.07284273440418379,6,4.211,10479,201,0,0.0,6381.708795318671,False,-0.361698991517588,0.3333333333333333,80961,0.0,0.0,8,0,0,1,3,2.333333333333333,0,1,1,18.0,9.0,1,3,1,370,0.12765269097872078,47.325512144190725
47,1,0,0,0,10.0,0,,10.272553907587517,0,,31.896849784670717,5,35.0,30.999999999999993,15,31.0,0,0.7310000000000001,12569,0,59,0.9,606.0806805476635,False,0.17671088218976433,0,2.855000000000001,1089,485,0,0.0,4850.0,False,-0.6787640552152847,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,19125,267,119,1.0,6538.497017701682,False,0.2919261860419315,7,1.2780000000000002,19788,0,0,0.0,0.0,False,-0.07601793051923796,8,4.285000000000001,10223,206,0,0.0,6570.751055642168,False,-0.3692390956377902,0.31666666666666665,80812,0.0,0.0,1,0,0,0,7,7.0,0,0,1,0.0,3.0,0,1,1,175,0.07575062196701765,47.40126276615774
48,1,0,0,0,10.0,0,,10.272553907587517,0,,31.896849784670717,0,,30.99999999999999,6,31.0,0,0.7310000000000001,12569,0,59,0.0,606.0806805476635,False,0.17671088218976433,0,2.855000000000001,1089,485,0,0.0,4850.0,False,-0.6787640552152847,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,19125,257,129,1.0,6754.739976472514,False,0.29816372379348427,0,1.2710000000000001,19788,0,0,0.0,0.0,False,-0.07601793051923796,6,4.337000000000001,10175,206,0,0.0,6570.751055642168,False,-0.37148041054253433,0.16666666666666666,80764,0.0,0.0,0,0,0,0,2,2.0,0,0,1,0.0,3.0,0,1,1,0,0.06846919300733134,47.469731959165074
49,1,0,0,0,10.0,0,,10.272553907587517,0,,32.12786999173863,8,35.0,30.99999999999999,16,31.0,0,0.7310000000000001,12569,0,59,0.0,606.0806805476635,False,0.17671088218976433,0,2.855000000000001,1089,485,0,0.0,4850.0,False,-0.6787640552152847,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,19405,247,131,1.0,6746.071784091877,False,0.3140669142751783,6,1.3310000000000002,19738,0,0,0.0,0.0,False,-0.07835263354501308,10,4.431000000000001,9780,214,0,0.0,6875.3641782320665,False,-0.3828127526561434,0.16666666666666666,80599,0.0,0.0,2,0,0,0,7,7.0,0,0,0,0.0,3.0,0,1,0,280,0.07115927699487656,47.54089123615995
