index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,17.0,0,,23.0,0,,36.0,0,,0,0.2,36923,11,0,0.0,110.0,False,-0.0014851618826452083,0,0.2,36943,9,0,0.0,90.0,False,-0.0012151324494369886,0,0.2,58256,0,0,0.0,0.0,False,0.0,0,0.2,58256,0,0,0.0,0.0,False,0.0,0,0.2,86173,0,0,0.0,0.0,False,0.0,0,0.2,86173,0,0,0.0,0.0,False,0.0,0.0,362724,0.0,0.0,8,0,0,0,0,0.0,636,636,94,0.0,0.0,0,0,94,200,2.3234520989935845,2.3234520989935845
1,94,0,0,0,10.0,20,10.0,16.5,3,9.0,23.0,0,,36.0,0,,0,0.2,36823,21,0,0.0,210.0,False,-0.002835309048686307,3,0.23,36807,19,0,0.0,190.0,False,-0.003537385575027678,0,0.2,58256,0,0,0.0,0.0,False,0.0,0,0.2,58229,0,3,0.3,69.0,False,0.00012874210381763252,0,0.2,86173,0,0,0.0,0.0,False,0.0,0,0.2,86173,0,0,0.0,0.0,False,0.0,0.049999999999999996,362461,0.0,0.0,10,0,0,13,1,1.0,25,38,25,360.0,597.0,20,74,25,200,3.293800048995763,5.617252147989348
2,25,0,0,0,10.0,20,10.0,15.45418326693227,7,9.0,23.0,0,,36.0,0,,5,0.25,36699,27,0,0.0,270.0,False,-0.005373585720843572,2,0.24700000000000003,36643,33,0,0.0,330.0,False,-0.006075662247184943,0,0.2,58256,0,0,0.0,0.0,False,0.0,0,0.2,58166,0,10,0.7,230.0,False,0.00042914034605877506,0,0.2,86173,0,0,0.0,0.0,False,0.0,0,0.2,86173,0,0,0.0,0.0,False,0.0,0.11666666666666665,362110,0.0,0.0,10,0,0,8,3,3.0,22,30,18,198.0,132.0,11,14,18,200,1.2887100779917091,6.905962225981057
3,18,0,0,0,10.0,20,10.0,15.180584993641371,2,9.0,24.1,5,34.0,36.0,20,36.0,1,0.255,36597,36,0,0.0,360.0,False,-0.006912753490130424,1,0.255,36521,44,0,0.0,440.0,False,-0.007884859449680015,5,0.25,58268,0,2,0.2,48.2,False,0.0006196786597088462,0,0.2,58166,0,10,0.0,241.0,False,0.0005235512221917056,12,0.32000000000000006,85817,0,5,0.5,180.0,False,-0.0030868137351606653,8,0.28,86073,0,0,0.0,0.0,False,-0.001160456291413784,0.11666666666666665,361442,0.0,0.0,8,0,0,9,13,13.0,19,28,18,147.0,72.0,9,9,18,200,1.4091413660207763,8.315103592001833
4,18,0,0,0,10.0,20,10.0,15.180584993641371,0,,25.9,10,34.0,36.0,20,36.0,0,0.254,36497,46,0,0.0,460.0,False,-0.008262900656171523,0,0.254,36421,54,0,0.0,540.0,False,-0.009235006615721113,8,0.32500000000000007,58369,0,0,0.0,0.0,False,0.0019397143641856633,0,0.2,58166,0,10,0.0,259.0,False,0.0006780417467728646,7,0.37800000000000006,85919,0,0,0.0,0.0,False,-0.002947558980191011,8,0.35200000000000004,85638,10,0,0.0,259.0,False,-0.004705650261682894,0.0,361010,0.0,0.0,11,0,0,10,10,9.1,14,24,14,108.0,81.0,6,12,14,344,1.2977676370064728,9.612871229008306
5,14,0,0,0,10.0,20,10.0,14.902568485448246,2,9.0,27.345378151260505,10,34.5,36.0,20,36.0,2,0.274,36353,58,0,0.0,580.0,False,-0.010531147895120567,0,0.254,36341,62,0,0.0,620.0,False,-0.010315124348553993,10,0.41700000000000004,58391,0,2,0.2,54.69075630252101,False,0.0027867580704349433,0,0.2,58166,0,10,0.0,273.453781512605,False,0.0008020957627764485,7,0.44100000000000006,85666,0,5,0.5,180.0,False,-0.004839102735195479,13,0.47400000000000003,85258,15,0,0.0,410.1806722689076,False,-0.00823819135768218,0.11666666666666665,360175,0.0,0.0,10,0,0,11,12,12.0,15,26,16,93.0,54.0,6,8,16,200,1.1630270069581456,10.775898235966451
6,16,0,0,0,10.0,20,10.0,14.490912641401527,3,9.0,27.345378151260505,0,,36.0,20,36.0,3,0.30200000000000005,36217,68,0,0.0,680.0,False,-0.012853401020711258,0,0.254,36241,72,0,0.0,720.0,False,-0.01166527151459509,0,0.40700000000000003,58364,0,5,0.3,136.7268907563025,False,0.003027386799267865,0,0.2,58166,0,10,0.0,273.453781512605,False,0.0008020957627764485,4,0.4740000000000001,85818,0,0,0.0,0.0,False,-0.004119619834518933,11,0.5710000000000002,85110,15,0,0.0,410.1806722689076,False,-0.009955666668974579,0.049999999999999996,359916,0.0,0.0,13,0,0,11,7,6.8,14,25,16,93.0,60.0,6,10,16,344,1.0933263180195354,11.869224553985987
7,16,0,0,0,10.0,20,10.0,13.976712673203442,4,9.0,27.345378151260505,0,,36.0,20,36.0,2,0.31900000000000006,36123,75,0,0.0,750.0,False,-0.014446574676639753,2,0.274,36087,85,0,0.0,850.0,False,-0.014068533470148246,0,0.40700000000000003,58328,0,9,0.4,246.10840336134453,False,0.0033482251043784697,0,0.2,58166,0,10,0.0,273.453781512605,False,0.0008020957627764485,11,0.5800000000000001,85655,0,0,0.0,0.0,False,-0.0060111635895234005,9,0.6500000000000001,84990,15,0,0.0,410.1806722689076,False,-0.01134821421867112,0.06666666666666667,359349,0.0,0.0,10,0,0,9,12,12.0,18,27,16,129.0,54.0,8,8,16,200,1.075145413982682,12.944369967968669
8,16,0,0,0,10.0,20,10.0,13.976712673203442,0,,27.09920582395764,22,26.5,36.0,20,36.0,0,0.31700000000000006,36003,87,0,0.0,870.0,False,-0.016066751275889073,0,0.272,36007,93,0,0.0,930.0,False,-0.015148651202981126,3,0.43700000000000006,58496,0,0,0.0,0.0,False,0.004119747322164241,0,0.2,58497,0,0,0.0,0.0,False,0.004136912936006591,11,0.679,84911,12,10,1.0,685.1904698874916,False,-0.010669290439653454,9,0.7310000000000001,84872,15,0,0.0,406.4880873593646,False,-0.01273897805948876,0.16666666666666666,358786,0.0,0.0,13,0,0,9,10,9.6,20,29,17,129.0,54.0,8,8,17,608,0.924363763013389,13.868733730982058
9,17,0,0,0,10.000000000000002,20,10.0,13.976712673203442,0,,27.640393177614897,5,35.0,36.0,20,36.0,0,0.31700000000000006,35893,98,0,0.0,980.0000000000002,False,-0.017551913158534282,0,0.272,35917,102,0,0.0,1020.0000000000002,False,-0.016363783652418112,5,0.48400000000000004,58531,0,0,0.0,0.0,False,0.004720543806646525,0,0.2,58497,0,0,0.0,0.0,False,0.004136912936006591,0,0.6680000000000001,85096,7,10,1.0,553.4827522433043,False,-0.009286651548377742,10,0.8220000000000001,84742,15,0,0.0,414.60589766422345,False,-0.014200469418122794,0.16666666666666666,358676,0.0,0.0,14,0,0,7,4,4.0,21,28,16,114.0,72.0,8,9,16,560,0.9484181220177561,14.817151852999814
