index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,41,0,0,0,9.999999999999996,10,10.0,18.693887158354176,0,,30.994472695186598,25,38.0,24.000000000000004,12,24.0,0,1.3790000000000002,28399,8,21,1.0,472.5716303254377,False,0.06828150774716354,0,0.2,26811,0,3,0.0,56.08166147506253,False,0.001269943321676285,7,0.279,45503,0,0,0.0,0.0,False,0.07315865191858682,0,0.7040000000000002,43217,7,30,1.0,1060.6913909640773,False,0.03175268733006381,12,2.1380000000000003,42894,256,0,0.0,7934.585009967769,False,-0.1278699377468942,0,1.2980000000000003,50786,24,36,1.0,1607.8673446844784,False,-0.03986574718338721,0.5,237610,0.0,0.0,4,0,0,11,4,3.2800000000000002,12,23,34,119.0,92.0,8,33,34,100,3.2364827780402265,117.98325841099722
25,34,0,0,0,9.999999999999996,11,10.0,18.30434047052327,17,14.647058823529411,31.18562206009576,6,37.333333333333336,24.000000000000004,9,24.0,0,1.3790000000000002,28538,9,14,1.0,346.26076658732575,False,0.07111100105553683,0,0.2,26811,0,3,0.0,54.913021411569815,False,0.001248144402379633,2,0.29200000000000004,45335,0,10,1.0,311.8562206009576,False,0.07287394425368449,0,0.7040000000000002,43312,4,36,1.0,1195.8997560455405,False,0.0355876011891883,9,2.2160000000000006,42625,261,0,0.0,8139.447357684993,False,-0.13096993078905494,0,1.298,50756,15,46,1.0,1571.7843309014365,False,-0.040759842078263955,0.6666666666666666,237377,0.0,0.0,9,0,0,13,4,4.0,9,22,32,55.0,85.0,8,26,32,503,2.9546680690255016,120.93792648002272
26,32,0,0,0,9.999999999999996,14,10.0,18.30434047052327,0,,31.18562206009576,0,,24.000000000000004,11,24.0,0,1.3790000000000002,28398,13,24,1.0,569.3041712925585,False,0.07004857622258077,0,0.2,26811,0,3,0.0,54.913021411569815,False,0.001248144402379633,0,0.29000000000000004,45335,0,10,0.0,311.8562206009576,False,0.07287394425368449,0,0.7040000000000002,43312,0,40,0.4,1247.4248824038305,False,0.03619519448130748,11,2.3170000000000006,42534,261,0,0.0,8139.447357684993,False,-0.1326635212007277,0,1.298,50756,5,56,1.0,1499.9281103004791,False,-0.04142849595864219,0.39999999999999997,237146,0.0,0.0,5,0,0,8,3,3.0,11,19,35,86.0,90.0,6,26,35,140,2.7284579800325446,123.66638446005527
27,35,0,0,0,9.999999999999996,13,10.0,17.38521958172161,21,10.428571428571429,30.219668393022385,9,11.0,24.000000000000004,13,24.0,0,1.3790000000000002,28487,16,13,1.0,386.0078545623809,False,0.0699497827748999,0,0.2,26811,0,3,0.0,52.15565874516483,False,0.0011967106648976542,0,0.29000000000000004,45158,5,20,1.0,691.3194657690558,False,0.07317421128946325,0,0.7040000000000002,43369,0,37,0.6,1118.1277305418282,False,0.036014807793941575,13,2.4360000000000004,42398,261,0,0.0,7887.3334505788425,False,-0.13754063267160316,0,1.298,50657,4,66,1.0,1704.8786735720898,False,-0.0413638178964854,0.6,236880,0.0,0.0,9,0,0,10,4,4.0,12,22,39,114.0,84.0,7,28,39,448,3.5403255469864234,127.20671000704169
28,39,0,0,0,9.999999999999996,14,10.0,17.38521958172161,0,,30.437873975383617,7,35.714285714285715,24.0,9,24.0,0,1.3790000000000002,28347,20,23,1.0,599.8600503795969,False,0.06871591215033757,0,0.2,26811,0,3,0.0,52.15565874516483,False,0.0011967106648976542,0,0.29000000000000004,45188,0,24,0.5,730.5089754092069,False,0.07434387131682277,0,0.7040000000000002,43589,0,31,0.0,943.5740932368922,False,0.039144997679735075,9,2.513000000000001,42163,265,0,0.0,8066.0366034766585,False,-0.14025127853535452,0,1.298,50567,0,73,0.7,1752.0,False,-0.04260031266284523,0.3666666666666667,236665,0.0,0.0,9,0,0,9,3,3.0,13,22,41,101.0,93.0,8,31,41,390,4.871731581049971,132.07844158809166
29,41,0,0,0,9.999999999999998,10,10.0,17.10631069528747,11,13.0,30.62615720984888,5,36.6,24.0,20,24.0,0,1.3790000000000004,28390,20,22,1.0,576.3388352963243,False,0.06988134369140689,0,0.2,26811,0,3,0.0,51.31893208586241,False,0.0011811030047727202,0,0.29000000000000004,45189,1,30,1.0,935.8910269907539,False,0.07678935670138382,0,0.7040000000000002,43628,0,30,0.0,918.7847162954664,False,0.03977246664342199,8,2.5840000000000005,41953,269,0,0.0,8238.43628944935,False,-0.1425553088527381,0,1.298,50825,0,62,0.1,1488.0,False,-0.040255341323606045,0.35000000000000003,236796,0.0,0.0,12,0,0,18,3,3.0,8,26,42,152.0,114.0,12,29,42,714,3.334203044010792,135.41264463210246
30,42,0,0,0,9.999999999999998,9,10.0,17.537870075816688,35,19.457142857142856,31.486632782853675,17,38.94117647058823,24.0,20,24.0,13,1.5090000000000003,28773,19,10,1.0,365.3787007581668,False,0.08023463347804832,0,0.2,26811,0,3,0.0,52.61361022745007,False,0.0012052529421273414,0,0.29000000000000004,45247,9,30,1.0,1102.4398141679603,False,0.08012122136468428,0,0.7040000000000002,43551,7,33,1.0,1161.823972364888,False,0.04082243310729567,15,2.7260000000000004,41155,285,0,0.0,8973.690343113298,False,-0.15056493018021574,0,1.298,50915,0,58,0.1,1392.0,False,-0.039473684210526314,0.5166666666666667,236452,0.0,0.0,12,0,0,12,6,5.722222222222222,15,27,45,186.0,110.0,12,30,45,1211,3.477755828993395,138.89040046109585
31,45,0,0,0,9.999999999999998,11,10.0,16.156291349819938,58,12.068965517241379,31.46032761168646,28,31.321428571428573,24.0,20,24.0,48,1.9760000000000004,28133,20,10,1.0,361.56291349819935,False,0.056287314185752675,0,0.2,26811,0,3,0.0,48.468874049459814,False,0.0011279401986468995,0,0.29000000000000004,45168,32,32,1.0,1523.7318067682047,False,0.08322600654192361,0,0.7040000000000002,43807,22,23,1.0,1079.0259447648273,False,0.045883657752940114,12,2.831000000000001,40767,292,0,0.0,9186.415662612446,False,-0.1558064499496348,0,1.298,50496,11,60,1.0,1786.063603728551,False,-0.04360470851886637,0.6666666666666666,235182,0.0,0.0,11,0,0,19,8,7.583333333333334,15,34,48,263.0,109.0,18,27,48,1179,4.10328819201095,142.9936886531068
32,48,0,0,0,9.999999999999998,12,10.0,15.939964421006687,5,7.0,31.44210351925762,2,30.0,24.0,20,24.0,0,1.9280000000000004,28048,22,15,1.0,459.09946631510024,False,0.054935636379688485,0,0.2,26811,0,3,0.0,47.81989326302006,False,0.0011158346066595496,0,0.29000000000000004,45163,27,41,1.0,1719.505283656743,False,0.08541667983840887,0,0.7040000000000002,43837,12,32,1.0,1197.426885668324,False,0.0479873928170128,12,2.9390000000000005,40654,292,0,0.0,9181.094227623225,False,-0.15795899810519595,0,1.2980000000000003,50628,3,62,1.0,1582.3263105577728,False,-0.043043937406407926,0.6666666666666666,235141,0.0,0.0,10,0,0,18,4,4.0,9,27,44,186.0,112.0,15,33,44,407,3.660528943000827,146.65421759610763
33,44,0,0,0,9.999999999999998,11,10.0,15.939964421006687,0,,30.601680423966364,12,20.5,24.0,20,24.0,0,1.9280000000000004,27938,23,25,1.0,628.4991105251671,False,0.05399177598442769,0,0.2,26811,0,3,0.0,47.81989326302006,False,0.0011158346066595496,0,0.29000000000000004,45409,17,39,1.0,1464.444931691802,False,0.08821071356444192,0,0.7040000000000002,43837,2,42,1.0,1317.1505066486006,False,0.04939919467286855,10,3.027000000000001,40550,293,0,0.0,8966.292364222145,False,-0.1618933562474676,0,1.298,50638,4,62,1.0,1610.4067216958654,False,-0.042596527937766464,0.6666666666666666,235183,0.0,0.0,11,0,0,9,4,4.0,13,22,40,138.0,111.0,9,35,40,596,3.054743207001593,149.70896080310922
34,40,0,0,0,9.999999999999998,8,10.0,15.939964421006687,0,,30.644816790851507,3,32.666666666666664,24.0,20,24.0,0,1.9280000000000004,27858,21,35,1.0,767.8987547352341,False,0.053607512679262025,0,0.2,26811,0,3,0.0,47.81989326302006,False,0.0011158346066595496,0,0.29000000000000004,45477,7,47,1.0,1551.8861401170675,False,0.09084557133224538,0,0.7040000000000002,43867,0,43,0.2,1317.7271220066148,False,0.05011352470468406,11,3.1270000000000007,40404,294,0,0.0,9009.576136510343,False,-0.16420777063472103,0,1.298,50794,0,59,0.6,1416.0,False,-0.04150227052780466,0.46666666666666673,235211,0.0,0.0,9,0,0,4,4,4.0,15,19,40,84.0,129.0,6,34,40,394,2.7085611849906854,152.4175219880999
35,40,0,0,0,9.999999999999998,8,10.0,15.939964421006687,0,,31.816797265890525,19,39.78947368421053,24.0,20,24.0,0,1.9280000000000004,27778,19,45,1.0,907.298398945301,False,0.053223249374096226,0,0.2,26811,0,3,0.0,47.81989326302006,False,0.0011158346066595496,0,0.29000000000000004,46077,0,39,0.7,1240.8550933697304,False,0.10132844854330943,0,0.7040000000000002,44023,0,39,0.0,1240.8550933697304,False,0.052886194822878305,8,3.1960000000000006,39586,313,0,0.0,9958.657544223734,False,-0.1705998516319536,0,1.298,51082,0,47,0.0,1128.0,False,-0.03882230328295987,0.2833333333333333,235357,0.0,0.0,9,0,0,11,3,3.0,13,24,28,152.0,92.0,12,28,28,1124,2.9804860709700733,155.39800805906998
36,28,0,0,0,9.999999999999998,10,10.0,15.834065527986963,5,11.8,32.11077542395967,7,37.714285714285715,23.999999999999996,20,24.0,0,1.9280000000000004,27699,19,52,1.0,1013.3714074553221,False,0.05225464292959002,0,0.2,26849,0,1,0.0,15.834065527986963,False,0.001936841364073678,0,0.29000000000000004,46311,0,33,0.0,1059.6555889906692,False,0.10471045009540664,0,0.7040000000000002,43994,0,43,0.5,1380.763343230266,False,0.05385207121565845,9,3.278000000000001,39282,319,0,0.0,10243.337360243137,False,-0.17360848879398555,0,1.298,51316,0,37,0.1,887.9999999999999,False,-0.036700662547457755,0.26666666666666666,235451,0.0,0.0,13,0,0,9,2,2.0,11,20,24,80.0,63.0,6,22,24,687,2.5938190759625286,157.9918271350325
37,24,0,0,0,9.999999999999998,9,10.0,16.201163373603794,17,20.0,32.37295411919578,5,39.0,23.999999999999996,20,24.0,0,1.9280000000000004,27949,18,45,1.0,909.0523518121707,False,0.059635373098529565,0,0.2,26849,0,1,0.0,16.201163373603794,False,0.0019436889269465356,0,0.29000000000000004,45971,7,43,1.0,1505.4451707406454,False,0.10194859992383011,0,0.7040000000000002,44189,0,38,0.0,1230.1722565294397,False,0.05667522294909829,12,3.3890000000000007,38974,324,0,0.0,10488.837134619433,False,-0.17705615708870476,0,1.298,51508,0,29,0.0,695.9999999999999,False,-0.03491401771756123,0.3333333333333333,235440,0.0,0.0,8,0,0,5,4,4.0,14,19,32,73.0,57.0,5,19,32,817,2.367197240993846,160.35902437602635
38,32,0,0,0,10.0,12,10.0,15.88541582936449,19,13.0,32.76269325483736,13,36.30769230769231,23.999999999999996,20,24.0,0,1.9280000000000002,28076,20,36,1.0,771.8749698571216,False,0.061814493002371185,0,0.2,26849,0,1,0.0,15.88541582936449,False,0.0019377992133811153,0,0.29000000000000004,45899,16,48,1.0,1826.775929502025,False,0.10403971521310844,0,0.7040000000000002,44486,0,30,0.0,982.8807976451208,False,0.060763670640375474,11,3.4870000000000005,38434,336,0,0.0,11008.264933625353,False,-0.1822725290922974,0,1.298,51694,0,21,0.1,503.99999999999994,False,-0.03323903818953324,0.35000000000000003,235438,0.0,0.0,13,0,0,15,3,3.0,10,25,29,150.0,63.0,11,21,29,1055,3.0983388950116932,163.45736327103805
39,29,0,0,0,9.999999999999998,11,10.0,15.443343876765237,24,12.25,33.14247453740981,8,38.75,23.999999999999993,20,24.0,0,1.9280000000000004,28241,21,23,1.0,565.1969091656005,False,0.0641148462817683,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46099,6,53,1.0,1849.2112137433114,False,0.10902114588975867,0,0.7040000000000002,44302,14,37,1.0,1442.4783721588763,False,0.06184380524231593,9,3.566000000000001,38081,343,0,0.0,11367.868766331565,False,-0.18549589847454437,0,1.298,51928,0,11,0.1,263.99999999999994,False,-0.031117397454031116,0.5166666666666667,235519,0.0,0.0,15,0,0,13,3,3.0,10,23,32,118.0,70.0,9,20,32,978,3.29501000297023,166.75237327400828
40,32,0,0,0,9.999999999999996,11,10.0,15.443343876765237,0,,32.02038785537082,18,24.944444444444443,23.999999999999993,20,24.0,0,1.9280000000000004,28131,22,33,1.0,729.6303479332528,False,0.06307835008269458,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46359,0,46,0.6,1472.9378413470577,False,0.11071599539335222,0,0.7040000000000002,44491,4,42,1.0,1406.6296654326354,False,0.06587851307083122,5,3.607000000000001,37891,347,0,0.0,11111.074585813674,False,-0.19142154967418223,4,1.3380000000000003,51882,4,10,1.0,368.08155142148325,False,-0.031004973280154495,0.6,235622,0.0,0.0,13,0,0,14,3,3.0,15,29,32,216.0,51.0,15,17,32,823,3.531065129034687,170.28343840304296
41,32,0,0,0,9.999999999999996,12,10.0,15.469130357612004,35,15.6,32.418106637890055,7,39.142857142857146,23.99999999999999,20,24.0,2,1.9480000000000004,28525,24,10,1.0,394.69130357611994,False,0.07152940316314339,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46473,0,43,0.0,1393.9785854292725,False,0.11247350988690445,0,0.7040000000000002,44105,29,48,1.0,2004.673898989471,False,0.06382719628062387,14,3.7420000000000013,37458,354,0,0.0,11476.00974981308,False,-0.19608417935482508,0,1.334,52026,0,8,0.4,191.99999999999991,False,-0.02996352266805628,0.39999999999999997,235455,0.0,0.0,10,0,0,8,6,5.153846153846153,18,26,25,201.0,57.0,13,19,25,824,3.3480134250130504,173.63145182805602
42,25,0,0,0,9.999999999999996,10,10.0,15.21454083756746,22,13.0,32.21842141994595,7,29.0,23.999999999999986,15,24.0,12,2.0660000000000007,28519,24,10,1.0,392.1454083756745,False,0.07125807514224354,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46473,0,43,0.0,1385.3921210576757,False,0.1123722567988689,0,0.7040000000000002,44022,41,51,1.0,2266.9356667575094,False,0.0649623318643134,13,3.858000000000001,37323,354,0,0.0,11405.321182660866,False,-0.19925443699600925,0,1.3340000000000003,51871,0,13,0.7,311.99999999999983,False,-0.03173155661430805,0.45,235076,0.0,0.0,5,0,0,3,5,4.545454545454545,18,21,26,87.0,71.0,6,19,26,351,2.7595377109828405,176.39098953903886
43,26,0,0,0,9.999999999999996,11,10.0,15.21454083756746,0,,32.32419333940945,8,33.75,23.999999999999986,10,24.0,0,2.0540000000000007,28409,25,20,1.0,554.2908167513491,False,0.07017889977152308,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46713,0,36,0.0,1163.6709602187402,False,0.11541792599489084,0,0.7040000000000002,44052,31,60,1.0,2411.102366329158,False,0.06736990125621042,10,3.9450000000000007,37024,360,0,0.0,11636.7096021874,False,-0.20266591972951498,0,1.334,51811,0,15,0.2,359.9999999999998,False,-0.03240154842551925,0.3666666666666667,234877,0.0,0.0,8,0,0,8,4,4.0,15,23,30,145.0,64.0,9,17,30,380,3.201408122025896,179.59239766106475
44,30,0,0,0,9.999999999999995,10,10.0,15.088182612802585,3,7.0,32.682454544366685,20,34.55,23.999999999999986,4,24.0,0,2.0540000000000003,28330,25,27,1.0,657.3809305456697,False,0.06915465268691787,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46844,0,35,0.3,1143.885909052834,False,0.11827416698960906,0,0.7040000000000002,44591,21,54,1.0,2081.7043802646554,False,0.07619754699493704,4,3.975000000000001,36651,369,0,0.0,12059.825726871306,False,-0.20567049684665278,0,1.334,51470,1,25,1.0,632.6824545443664,False,-0.036210429031635086,0.5499999999999999,234754,0.0,0.0,10,0,0,10,2,2.0,16,26,30,159.0,67.0,11,19,30,812,2.934912409982644,182.5273100710474
45,30,0,0,0,9.999999999999995,10,10.0,14.952267209546124,3,7.0,32.63532385112812,2,30.0,23.999999999999986,9,24.0,0,2.0540000000000003,28251,25,34,1.0,758.3770851245681,False,0.06809134648618848,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46883,0,36,0.3,1174.8716586406124,False,0.11955934598996024,0,0.7040000000000002,44591,11,64,1.0,2253.135665777207,False,0.07821909466495144,9,4.061,36576,369,0,0.0,12042.434501066276,False,-0.20722814615995794,0,1.334,51410,0,28,0.3,671.9999999999995,False,-0.03696121491848433,0.4333333333333333,234579,0.0,0.0,7,0,0,8,3,3.0,14,22,28,93.0,85.0,7,23,28,181,3.118277862027753,185.64558793307515
46,28,0,0,0,9.999999999999995,11,10.0,15.297884301735287,15,19.0,32.652293831911564,5,33.0,23.999999999999986,9,24.0,0,2.0540000000000003,28426,26,29,1.0,703.6386447503232,False,0.07359893013897266,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46979,0,33,0.0,1077.5256964530815,False,0.12067552294112267,0,0.7040000000000002,44375,16,72,1.0,2595.731304725397,False,0.0771648228193368,9,4.142,36442,371,0,0.0,12114.00101163919,False,-0.20905604656778834,0,1.334,51320,0,31,0.3,743.9999999999995,False,-0.03796620263530112,0.3833333333333333,234410,0.0,0.0,10,0,0,8,2,2.0,13,21,28,99.0,90.0,7,21,28,560,4.241401717998087,189.88698965107324
47,28,0,0,0,9.999999999999996,9,10.0,15.14336778376479,3,7.0,33.08155464359413,6,40.0,23.99999999999999,17,24.0,0,2.0540000000000007,28357,25,36,1.0,795.1612402155323,False,0.07273197612787781,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47179,0,28,0.0,926.2835300206357,False,0.12360891877574391,0,0.7040000000000002,44394,9,81,1.0,2815.896236185008,False,0.08020914879584223,10,4.2330000000000005,36111,377,0,0.0,12471.746100634988,False,-0.21188727294131066,0,1.3340000000000003,51488,0,24,0.0,575.9999999999998,False,-0.036402888409141666,0.3333333333333333,234397,0.0,0.0,9,0,0,11,4,4.0,11,22,23,118.0,69.0,9,19,23,519,2.749806442006957,192.6367960930802
48,23,0,0,0,9.999999999999998,11,10.0,14.5657008423175,42,12.571428571428571,33.01628987921521,2,30.0,23.99999999999999,13,24.0,6,2.1140000000000003,28673,26,10,1.0,405.65700842317494,False,0.07725530700285714,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46702,29,37,1.0,1644.0080499581702,False,0.12082271703448229,0,0.7040000000000002,44403,2,90,1.0,3000.597490814004,False,0.08259943740494334,12,4.343000000000001,36004,377,0,0.0,12447.141284464133,False,-0.21410759617672773,0,1.3340000000000003,51452,0,25,0.2,599.9999999999998,False,-0.036849549616615795,0.5333333333333333,234102,0.0,0.0,8,0,0,15,6,5.157894736842105,10,25,23,169.0,59.0,11,12,23,454,2.4216801809961908,195.05847627407638
49,23,0,0,0,9.999999999999998,12,10.0,14.5657008423175,0,,33.44504604112463,8,38.0,23.99999999999999,8,24.0,0,2.1080000000000005,28553,28,20,1.0,571.3140168463499,False,0.07586856961101195,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46892,19,42,1.0,1681.4402497312667,False,0.12574515046498042,0,0.7040000000000002,44517,0,89,0.2,2976.6090976600917,False,0.08500517791632388,8,4.411000000000001,35667,384,0,0.0,12842.897679791857,False,-0.21669677585245423,0,1.334,51422,0,26,0.1,623.9999999999998,False,-0.0371845455222214,0.38333333333333336,233919,0.0,0.0,8,0,0,11,3,3.0,14,25,23,165.0,65.0,11,12,23,424,3.250525140960235,198.30900141503662
50,23,0,0,0,9.999999999999996,8,10.0,14.740665984466302,21,16.142857142857142,33.656735246700094,5,37.2,23.99999999999999,20,24.0,1,2.1180000000000008,28796,26,10,1.0,407.4066598446629,False,0.08187663980310886,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,46629,30,50,1.0,2125.056741868994,False,0.12477366974681009,0,0.7040000000000002,44627,0,86,0.0,2894.479231216208,False,0.08663096661890289,13,4.533000000000001,35370,388,0,0.0,13058.813275719636,False,-0.22021501827849657,0,1.3340000000000003,51560,0,20,0.1,479.9999999999998,False,-0.03595622720166754,0.35000000000000003,233850,0.0,0.0,11,0,0,15,6,5.0625,11,26,18,164.0,31.0,12,11,18,469,1.918879739008844,200.22788115404546
51,18,0,0,0,9.999999999999996,7,10.0,14.740665984466302,0,,33.856050400474075,48,34.1875,23.99999999999999,7,24.0,0,2.1170000000000004,28726,23,20,1.0,524.8133196893259,False,0.08145520088956025,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47330,20,40,1.0,1649.055335708289,False,0.13569320694922624,0,0.7040000000000002,45567,0,58,0.0,1963.6509232274964,False,0.09782376504360155,7,4.590000000000001,33678,436,0,0.0,14761.237974606696,False,-0.23586281941295037,0,1.334,51560,0,20,0.0,479.9999999999998,False,-0.03595622720166754,0.3333333333333333,233729,0.0,0.0,8,0,0,7,3,3.0,10,17,23,51.0,55.0,4,14,23,1711,1.493987018999178,201.72186817304464
52,23,0,0,0,9.999999999999996,11,10.0,14.477328486468274,6,7.0,32.187107356885534,16,20.1875,23.999999999999993,9,24.0,0,2.1170000000000004,28658,24,24,1.0,587.4558836752385,False,0.08008684729854953,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47632,13,34,1.0,1282.566920458196,False,0.13849398505292557,0,0.7040000000000002,45546,0,61,0.3,1963.4135487700175,False,0.09732569454458635,9,4.673000000000001,33385,443,0,0.0,14258.88855910029,False,-0.24599039158136407,0,1.334,51461,0,29,0.9,695.9999999999998,False,-0.03578872924886473,0.5333333333333333,233550,0.0,0.0,9,0,0,12,2,2.0,9,21,30,90.0,48.0,7,16,30,475,1.9684251060243696,203.690293279069
53,30,0,0,0,9.999999999999996,9,10.0,14.477328486468274,0,,32.417375684163936,14,34.357142857142854,23.999999999999993,15,24.0,0,2.1170000000000004,28568,23,34,1.0,722.2291685399213,False,0.07924322269240659,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47902,3,36,1.0,1210.4575100893064,False,0.14401143263235905,0,0.7040000000000002,45757,0,55,0.0,1782.9556626290164,False,0.10017400135172536,6,4.724000000000001,32899,456,0,0.0,14782.323311978755,False,-0.2501644893919941,0,1.334,51647,0,21,0.1,503.99999999999983,False,-0.03411374972083674,0.35000000000000003,233641,0.0,0.0,11,0,0,14,2,2.0,8,22,22,102.0,63.0,9,21,22,787,2.064895291987341,205.75518857105635
54,22,0,0,0,9.999999999999998,12,10.0,14.477328486468274,0,,32.56671776369123,4,37.0,23.999999999999996,20,24.0,0,2.1170000000000004,28448,25,44,1.0,887.002453404604,False,0.07784000099616867,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48020,0,36,0.3,1172.4018394928844,False,0.14634562674810603,0,0.7040000000000002,45787,0,54,0.0,1758.6027592393264,False,0.10059435814296033,9,4.808000000000002,32711,459,0,0.0,14948.123453534274,False,-0.25212049194582126,0,1.334,51881,0,11,0.1,263.99999999999994,False,-0.031992108985334625,0.23333333333333336,233715,0.0,0.0,11,0,0,7,2,2.0,13,20,28,53.0,48.0,6,16,28,532,1.5334266150020994,207.28861518605845
55,28,0,0,0,9.999999999999998,9,10.0,14.477328486468274,0,,32.52107404341972,2,30.0,23.999999999999993,16,24.0,0,2.1170000000000004,28358,24,54,1.0,1021.7757382692866,False,0.07699637639002588,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48050,0,35,0.0,1138.2375915196903,False,0.14665028644984424,0,0.7040000000000002,45817,0,53,0.0,1723.6169243012453,False,0.10088932954766681,9,4.889000000000001,32642,459,0,0.0,14927.172985929654,False,-0.25359959627475576,0,1.3340000000000003,51989,0,6,0.2,143.99999999999994,False,-0.031098786570386363,0.19999999999999998,233724,0.0,0.0,7,0,0,9,2,2.0,14,23,30,136.0,57.0,9,19,30,318,2.4984273360460065,209.78704252210446
56,30,0,0,0,9.999999999999998,9,10.0,14.895395648291453,13,20.0,32.52107404341972,0,,23.999999999999993,11,24.0,0,2.1170000000000004,28528,23,51,1.0,989.6651780628641,False,0.08273951087600946,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47790,3,45,1.0,1508.134518898762,False,0.14488024479256104,0,0.7040000000000002,45817,0,53,0.0,1723.6169243012453,False,0.10088932954766681,10,4.980000000000001,32558,459,0,0.0,14927.172985929654,False,-0.2551629105009152,0,1.3340000000000003,52013,0,5,0.0,119.99999999999997,False,-0.030875455966649295,0.3333333333333333,233574,0.0,0.0,5,0,0,7,3,3.0,15,22,22,112.0,66.0,8,22,22,374,1.9496388590196148,211.73668138112407
57,22,0,0,0,9.999999999999998,12,10.0,14.584412080181426,60,13.783333333333333,31.36180881180757,12,21.583333333333332,23.999999999999993,20,24.0,9,2.2070000000000003,29081,25,10,1.0,395.8441208018142,False,0.09229330574149995,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47504,26,44,1.0,1759.1143018042503,False,0.14109471830622214,0,0.7040000000000002,45535,17,62,1.0,2192.3671516951536,False,0.09976612758773565,8,5.050000000000001,32456,460,0,0.0,14426.432053431483,False,-0.26172083624812503,7,1.4040000000000001,51866,1,10,1.0,271.3618088118075,False,-0.032202767356400194,0.6666666666666666,233310,0.0,0.0,10,0,0,5,7,6.181818181818182,16,21,23,105.0,45.0,7,15,23,1005,1.3184266650350764,213.05510804615915
