index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
58,23,0,0,0,10.0,8,10.0,14.584412080181426,0,,30.33157998689629,12,21.583333333333332,23.999999999999993,8,24.0,0,2.1980000000000004,29001,23,20,1.0,521.6882416036285,False,0.0916561880545352,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,47504,16,54,1.0,1871.2559125753025,False,0.142417111773016,0,0.7040000000000002,45794,7,60,1.0,1921.9856837750474,False,0.10268608858016369,8,5.122000000000001,32353,461,0,0.0,13982.85837395919,False,-0.2677654063318024,0,1.397,51646,2,20,1.0,540.6631599737925,False,-0.033791193702320886,0.6666666666666666,233166,0.0,0.0,5,0,0,6,3,3.0,17,23,25,129.0,55.0,9,14,25,339,1.9293503599474207,214.98445840610657
59,25,0,0,0,10.0,5,10.0,14.950504379813092,14,20.0,30.175205792557154,23,29.47826086956522,23.999999999999996,20,24.0,0,2.1980000000000004,29231,18,16,1.0,419.20807007700944,False,0.09832508991003562,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48038,6,45,1.0,1447.5872869439504,False,0.15001517991254862,0,0.7040000000000002,45658,11,66,1.0,2156.019130486716,False,0.10223838035054265,11,5.224000000000001,32094,466,0,0.0,14061.645899331634,False,-0.27185247246211164,0,1.3970000000000002,51338,10,21,1.0,805.7520579255715,False,-0.03705657654725708,0.6666666666666666,233227,0.0,0.0,11,0,0,7,4,4.0,18,25,20,152.0,42.0,11,14,20,1224,2.203809469996486,217.18826787610305
60,20,0,0,0,10.0,9,10.0,14.950504379813092,0,,30.17067296444282,3,30.0,23.999999999999996,20,24.0,0,2.1980000000000004,29141,17,26,1.0,558.7131138751404,False,0.0975697279215658,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48098,0,49,0.6,1478.362975257698,False,0.15179315317159614,0,0.7040000000000002,45688,1,75,1.0,2277.7509767130246,False,0.10438139403213396,11,5.323000000000002,31988,466,0,0.0,14059.533601430354,False,-0.27384488199368756,0,1.3970000000000002,51464,3,22,1.0,618.5120188933283,False,-0.03645395649805217,0.6,233247,0.0,0.0,9,0,0,9,4,4.0,11,20,23,52.0,44.0,5,15,23,396,1.4685077510075644,218.65677562711062
61,23,0,0,0,10.0,12,10.0,14.742801476770644,5,7.0,30.77568550318868,14,35.285714285714285,23.999999999999996,20,24.0,0,2.1980000000000004,29056,19,31,1.0,647.02684577989,False,0.09604601465733796,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48383,0,45,0.5,1384.9058476434905,False,0.1574126299809378,0,0.7040000000000002,45862,0,71,0.1,2185.0736707263964,False,0.10739220384809793,9,5.402000000000002,31484,478,0,0.0,14710.777670524189,False,-0.27716465355352315,0,1.397,51668,0,16,0.5,383.99999999999994,False,-0.03483957418298221,0.35000000000000003,233321,0.0,0.0,14,0,0,12,2,2.0,12,24,22,103.0,59.0,8,15,22,913,1.8601453389856033,220.51692096609622
62,22,0,0,0,10.0,17,10.0,15.086849507514255,20,18.05,30.808109762838807,18,31.0,24.0,20,24.0,0,2.1980000000000004,29247,26,21,1.0,576.8238396577993,False,0.1018620376731543,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48601,7,37,1.0,1245.5080077776356,False,0.16091021447345152,0,0.7040000000000002,45841,0,74,0.3,2279.8001224500717,False,0.10801396337881272,10,5.493,31395,478,0,0.0,14726.27646663695,False,-0.2786767990523622,0,1.397,51350,8,16,1.0,630.4648781027105,False,-0.03846437059757029,0.5499999999999999,233302,0.0,0.0,13,0,0,5,4,4.0,11,16,21,36.0,59.0,2,20,21,1329,2.2956586009822786,222.8125795670785
63,21,0,0,0,10.0,8,10.0,14.81582269650523,6,7.0,30.808109762838807,0,,24.0,20,24.0,0,2.1980000000000004,29209,24,25,1.0,610.3955674126307,False,0.10107061308361563,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48580,0,47,1.0,1447.981158853424,False,0.16280254190766044,0,0.7040000000000002,45820,0,77,0.3,2372.224451738588,False,0.10860857587956162,11,5.593000000000002,31291,478,0,0.0,14726.27646663695,False,-0.2806123309514168,0,1.397,51566,0,15,0.8,360.0,False,-0.03696121491848433,0.5166666666666666,233334,0.0,0.0,8,0,0,9,4,4.0,13,22,16,79.0,39.0,8,13,16,338,2.1195683329715393,224.93214790005004
64,16,0,0,0,10.0,9,10.0,14.81582269650523,0,,30.85402589620474,1,36.0,24.0,20,24.0,0,2.1980000000000004,29119,23,35,1.0,748.5537943776831,False,0.10029012860245626,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48580,0,47,0.0,1450.1392171216228,False,0.1628279901077997,0,0.7040000000000002,45856,0,76,0.0,2344.90596811156,False,0.1091354681270673,13,5.7120000000000015,31112,479,0,0.0,14779.07840428207,False,-0.2834523337649625,0,1.3970000000000002,51734,0,8,0.0,192.0,False,-0.035397900692324874,0.16666666666666666,233269,0.0,0.0,7,0,0,7,5,5.0,12,19,15,81.0,30.0,6,10,15,294,2.2783753969706595,227.2105232970207
65,15,0,0,0,10.0,11,10.0,15.542128684575614,35,18.885714285714286,31.908252852219515,14,39.57142857142857,24.0,10,24.0,0,2.1980000000000004,29670,24,10,1.0,395.42128684575613,False,0.11425893092418866,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48119,15,57,1.0,2051.9023428451464,False,0.15905170093683105,0,0.7040000000000002,46210,0,72,1.0,2297.3942053598053,False,0.11692406081648782,10,5.799000000000001,30473,493,0,0.0,15730.76865614422,False,-0.28648879014233397,0,1.397,51734,0,8,0.0,192.0,False,-0.035397900692324874,0.5,233074,0.0,0.0,10,0,0,9,4,4.0,12,21,19,118.0,36.0,7,8,19,1325,1.6262883599847555,228.83681165700546
66,19,0,0,0,10.0,9,10.0,15.02756314864456,30,12.0,32.39970014357915,12,36.666666666666664,24.0,17,24.0,20,2.3980000000000006,29570,23,10,1.0,380.2756314864456,False,0.11024576816799936,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48119,5,67,1.0,2245.917725363026,False,0.16133956422446427,0,0.7040000000000002,46290,20,70,1.0,2568.5302730234316,False,0.12200809265139295,12,5.9090000000000025,29978,503,0,0.0,16297.049172220313,False,-0.2904316871489958,0,1.397,51794,0,5,0.2,120.0,False,-0.03495123948485074,0.5333333333333333,232619,0.0,0.0,8,0,0,17,6,5.6,8,25,21,140.0,48.0,11,8,21,650,1.90962147800019,230.74643313500565
67,21,0,0,0,10.0,11,10.0,15.02756314864456,0,,32.49291825720332,35,32.77142857142857,24.0,13,24.0,0,2.3780000000000006,29460,24,20,1.0,540.5512629728912,False,0.10913171540706754,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.29000000000000004,48956,0,45,0.5,1462.1813215741495,False,0.17183770809148538,0,0.7040000000000002,46600,10,72,1.0,2489.7657460050846,False,0.12839043590959037,13,6.027000000000002,29565,510,0,0.0,16571.388311173694,False,-0.29556513519714794,0,1.3970000000000002,50927,18,15,1.0,944.8725286296598,False,-0.04341107227881287,0.5833333333333334,232376,0.0,0.0,8,0,0,11,4,4.0,15,26,19,141.0,30.0,11,10,19,1257,2.0337463779724203,232.78017951297807
68,19,0,0,0,10.0,7,10.0,15.02756314864456,0,,30.96252063442611,47,26.872340425531913,24.0,8,24.0,0,2.3780000000000006,29390,21,30,1.0,660.8268944593368,False,0.1087637920995959,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,2,0.31000000000000005,50171,0,0,0.0,0.0,False,0.18325039503785287,0,0.7040000000000002,46600,0,82,1.0,2538.926692022941,False,0.12897015037408247,8,6.094000000000002,28842,527,0,0.0,16317.24837434256,False,-0.31138568846923104,0,1.3970000000000002,50327,38,25,1.0,1776.5757841081922,False,-0.04683823620832842,0.5,232198,0.0,0.0,4,0,0,10,3,2.0666666666666664,12,22,23,92.0,45.0,7,12,23,733,2.0411067160312086,234.82128622900927
69,23,0,0,0,10.0,7,10.0,15.3526233639045,13,20.0,30.95636452392683,1,30.0,24.0,16,24.0,0,2.3780000000000006,29580,18,27,1.0,594.5208308254215,False,0.11461519923196087,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,1,0.31800000000000006,49917,3,10,1.0,355.62151533098177,False,0.1814535213241548,0,0.7040000000000002,46600,0,82,0.0,2538.421890962,False,0.12896419767177655,12,6.206000000000001,28737,527,0,0.0,16314.00410410944,False,-0.3133700206198407,0,1.397,50393,29,31,1.0,1641.734571193878,False,-0.04686467494980753,0.5,232095,0.0,0.0,5,0,0,10,5,5.0,11,21,22,91.0,60.0,7,16,22,426,2.2560072009800933,237.07729342998937
70,22,0,0,0,10.0,8,10.0,15.3526233639045,0,,31.18988786714374,6,36.666666666666664,24.0,12,24.0,0,2.3780000000000006,29500,16,37,1.0,728.0470644644665,False,0.11412137781131257,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.31700000000000006,50137,0,7,0.3,218.32921507000617,False,0.18502310340640551,0,0.7040000000000002,46600,0,82,0.0,2557.5708051057863,False,0.12919000501292172,12,6.314000000000002,28457,531,0,0.0,16561.830457453325,False,-0.31627493432727866,0,1.397,50333,21,41,1.0,1638.9876452100184,False,-0.04800688932842613,0.3833333333333333,231895,0.0,0.0,6,0,0,10,4,4.0,10,20,26,86.0,56.0,7,15,26,300,1.9708308360422961,239.04812426603166
71,26,0,0,0,10.0,8,10.0,15.214923516320322,3,7.0,29.86800642841656,11,14.0,24.0,16,24.0,0,2.3780000000000006,29441,14,44,1.0,809.4566347180942,False,0.11343884787759924,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,4,0.35700000000000004,50195,0,0,0.0,0.0,False,0.18381641942407018,0,0.7040000000000002,46579,0,85,0.3,2538.7805464154076,False,0.12847315566160478,8,6.3820000000000014,28246,542,0,0.0,16188.459484201776,False,-0.323676212646079,0,1.397,50525,11,43,1.0,1360.548070712582,False,-0.04702460293016655,0.3833333333333333,231854,0.0,0.0,6,0,0,8,4,3.3636363636363638,13,21,21,133.0,67.0,8,18,21,293,3.731725630001165,242.77984989603283
72,21,0,0,0,10.000000000000002,5,10.0,15.449169435100398,17,17.705882352941178,28.131022558461954,20,16.95,24.000000000000004,9,24.0,0,2.3780000000000006,29692,9,37,1.0,661.6192690987148,False,0.12004512719825994,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.35300000000000004,49915,4,10,1.0,343.10690332502116,False,0.18125877813406552,0,0.7040000000000002,46897,0,68,0.3,1912.9095339754128,False,0.12859259845257676,8,6.454000000000002,28143,543,0,0.0,15275.14524924484,False,-0.3340919261404299,0,1.3970000000000002,50250,20,52,1.0,1810.6204511692395,False,-0.047954473580275866,0.5499999999999999,231765,0.0,0.0,8,0,0,4,3,3.0,14,18,28,44.0,70.0,4,17,28,714,2.413074152020272,245.1929240480531
73,28,0,0,0,10.000000000000002,6,10.0,14.835971592177247,38,12.210526315789474,28.631888558726054,11,34.72727272727273,24.0,6,24.0,1,2.388000000000001,30080,5,10,1.0,198.35971592177248,False,0.12587874866483445,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.35300000000000004,49803,32,10,1.0,761.0699765369325,False,0.18354602458122374,0,0.7040000000000002,46927,0,67,0.0,1918.3365334346456,False,0.12936412506113826,6,6.506000000000002,27751,553,0,0.0,15833.434372975507,False,-0.3361922655682321,0,1.397,50220,11,62,1.0,1802.9507741459865,False,-0.04858416982295483,0.5,231649,0.0,0.0,6,0,0,11,3,2.2,11,22,23,133.0,72.0,9,19,23,871,2.43787742999848,247.63080147805158
74,23,0,0,0,10.000000000000002,9,10.0,14.835971592177247,0,,29.437257019086076,16,36.0,24.0,20,24.0,0,2.3870000000000005,29990,4,20,1.0,336.71943184354495,False,0.12510202260480402,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,2,0.37300000000000005,50175,22,10,1.0,620.7639452187602,False,0.19066488933301995,0,0.7040000000000002,47083,0,63,0.0,1854.5471922024228,False,0.13229106851492217,10,6.600000000000001,27084,569,0,0.0,16749.799243859976,False,-0.34007854496519785,0,1.397,50460,1,62,1.0,1517.437257019086,False,-0.04677438717134026,0.5,231660,0.0,0.0,7,0,0,12,5,4.166666666666667,11,23,29,140.0,50.0,10,13,29,486,2.1582672109943815,249.78906868904596
75,29,0,0,0,10.000000000000002,13,10.0,14.707953381518502,3,7.0,29.79720009219968,7,36.57142857142857,24.0,20,24.0,0,2.387000000000001,29881,7,27,1.0,467.1147413009995,False,0.12346791160792757,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50154,15,20,1.0,816.5633025667712,False,0.19247851822559348,0,0.7040000000000002,47339,0,56,0.0,1668.643205163182,False,0.13613644967292263,11,6.700000000000003,26788,574,0,0.0,17103.59285292262,False,-0.342295160677784,0,1.3970000000000002,50616,0,56,0.3,1344.0,False,-0.045484999627782324,0.3833333333333333,231646,0.0,0.0,13,0,0,12,3,3.0,10,22,32,103.0,75.0,9,20,32,623,2.256691600952763,252.04576028999873
76,32,0,0,0,10.000000000000002,15,10.0,14.845424109850693,37,15.45945945945946,30.081584901661248,6,36.0,24.0,20,24.0,10,2.4870000000000005,30143,12,10,1.0,268.45424109850694,False,0.12953654618725066,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50295,5,26,1.0,856.348327992446,False,0.19627306346539516,0,0.7040000000000002,46842,27,64,1.0,2326.0478846722885,False,0.13216725884616262,13,6.819000000000003,26459,579,0,0.0,17417.237658061862,False,-0.3454995379097944,0,1.3970000000000002,50754,0,50,0.1,1200.0,False,-0.044256681307228464,0.5166666666666667,231361,0.0,0.0,13,0,0,19,6,5.769230769230769,12,31,25,205.0,100.0,16,16,25,846,1.9035045430064201,253.94926483300515
77,25,0,0,0,10.000000000000002,10,10.0,14.646446664725277,22,13.0,30.185336412037284,15,31.0,24.000000000000004,20,24.0,12,2.5970000000000004,30137,12,10,1.0,266.46446664725283,False,0.129275591618117,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50760,0,16,0.5,482.96538259259654,False,0.20283678902139798,0,0.7040000000000002,46556,39,74,1.0,2804.9263144150445,False,0.13106915302015337,11,6.916000000000002,26353,579,0,0.0,17477.309782569588,False,-0.34691329391638515,0,1.397,50505,5,51,1.0,1374.9266820601865,False,-0.047263021271679896,0.5833333333333334,231179,0.0,0.0,8,0,0,7,5,4.545454545454545,14,21,17,83.0,69.0,6,19,17,781,1.4783505030209199,255.42761533602607
78,17,0,0,0,10.000000000000002,9,10.0,14.523537069175676,3,7.0,30.26678395880416,1,40.0,24.000000000000004,20,24.0,0,2.585000000000001,30068,11,17,1.0,356.90013017598653,False,0.12838836280872945,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50760,0,16,0.0,484.2685433408666,False,0.20285215612062052,0,0.7040000000000002,46575,32,83,1.0,2976.896254794367,False,0.13354515524155522,7,6.975000000000002,26260,580,0,0.0,17554.734696106414,False,-0.3479236330668278,0,1.397,50817,0,43,0.5,1032.0000000000002,False,-0.04464750986376833,0.4166666666666667,231348,0.0,0.0,10,0,0,7,3,3.0,8,15,23,113.0,39.0,8,9,23,463,1.535307141020894,256.96292247704696
79,23,0,0,0,10.000000000000002,11,10.0,14.860131593815664,11,20.0,31.50992094230233,18,39.0,24.000000000000007,20,24.0,0,2.585000000000001,30178,12,16,1.0,357.76210550105066,False,0.13250815343221514,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50540,1,26,1.0,834.1180760936762,False,0.2017890860603956,0,0.7040000000000002,47277,22,75,1.0,2690.166965736619,False,0.14672020666654814,11,7.078000000000002,25452,598,0,0.0,18842.932723496793,False,-0.3509739752522073,0,1.397,51033,0,34,0.0,816.0000000000002,False,-0.042637534430134745,0.5,231348,0.0,0.0,9,0,0,6,4,4.0,11,17,26,138.0,53.0,9,14,26,1248,1.6854854609700851,258.64840793801704
80,26,0,0,0,10.000000000000002,10,10.0,14.488219538824948,8,7.0,30.571032468158986,12,21.666666666666668,24.000000000000007,8,24.0,0,2.585000000000001,30134,12,18,1.0,380.78795169884904,False,0.13129617518557818,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50565,0,30,0.6,917.1309740447696,False,0.20335759739209897,0,0.7040000000000002,47456,15,75,1.0,2510.150728194298,False,0.14881902228950147,7,7.137000000000002,25405,598,0,0.0,18281.477415959074,False,-0.35707327648366827,0,1.3970000000000002,50797,2,43,1.0,1093.142064936318,False,-0.044450773608498535,0.6,231225,0.0,0.0,10,0,0,8,2,2.0,8,16,25,96.0,68.0,10,16,25,440,1.6785036890069023,260.32691162702395
81,25,0,0,0,10.000000000000002,10,10.0,14.488219538824948,0,,30.69997782928591,2,38.0,24.000000000000004,10,24.0,0,2.585000000000001,30034,12,28,1.0,525.6701470870986,False,0.13026804974980596,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50565,0,30,0.0,920.9993348785773,False,0.20340321377890355,0,0.7040000000000002,47532,5,83,1.0,2620.539257524855,False,0.15191315367001787,10,7.230000000000003,25244,600,0,0.0,18419.986697571545,False,-0.35878073868856974,0,1.397,50797,0,45,0.2,1080.0000000000002,False,-0.04457306632918931,0.3666666666666667,231040,0.0,0.0,5,0,0,6,4,4.0,3,9,29,117.0,74.0,9,16,29,176,1.7358910419861786,262.0628026690101
82,29,0,0,0,10.000000000000002,9,10.0,14.935324142974734,16,19.1875,31.96041691891109,18,39.22222222222222,24.000000000000004,20,24.0,0,2.585000000000001,30251,11,22,1.0,438.5771311454441,False,0.13673898771023027,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.37100000000000005,50804,6,26,1.0,920.5827847495367,False,0.20903496125975257,0,0.7040000000000002,47692,0,84,0.5,2684.6750211885314,False,0.15644294970859812,12,7.340000000000002,24415,618,0,0.0,19751.537655887052,False,-0.3618184912539357,0,1.397,50989,0,37,0.0,888.0000000000001,False,-0.042786421499292786,0.4166666666666667,231019,0.0,0.0,10,0,0,4,4,4.0,6,10,31,136.0,73.0,10,19,31,1295,1.633709023008123,263.69651169201825
83,31,0,0,0,10.000000000000002,12,10.0,14.854589080734259,26,14.384615384615385,29.668443459218235,27,20.37037037037037,24.0,20,24.0,4,2.6250000000000004,30441,13,10,1.0,278.54589080734263,False,0.14084211697085136,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,1,0.381,51273,0,9,0.9,267.01599113296413,False,0.21238904732356512,0,0.7040000000000002,47375,13,94,1.0,2981.9433432160595,False,0.15247215093059194,9,7.418000000000004,24340,618,0,0.0,18335.09805779687,False,-0.3763949038022326,0,1.3970000000000002,50703,17,36,1.0,1368.36353880671,False,-0.04363913925773557,0.65,231000,0.0,0.0,11,0,0,6,5,3.2384615384615385,5,11,25,148.0,72.0,11,20,25,528,1.8443994499975815,265.54091114201583
84,25,0,0,0,10.000000000000002,8,10.0,15.132840534114152,27,16.77777777777778,29.833906959100588,2,40.0,23.999999999999996,20,24.0,17,2.791000000000001,30498,11,10,1.0,261.32840534114155,False,0.1426474240876915,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,51064,1,19,1.0,581.9770727570253,False,0.21117399439585186,0,0.7040000000000002,47211,19,102,1.0,3330.5824799764287,False,0.15271553123719278,10,7.509000000000002,24176,620,0,0.0,18497.022314642363,False,-0.37794031196826505,0,1.3970000000000002,50943,7,36,1.0,1072.837348713704,False,-0.04192252895189366,0.6666666666666666,230760,0.0,0.0,8,0,0,10,5,4.545454545454545,1,11,16,115.0,55.0,11,14,16,435,1.7569378429907374,267.29784898500657
85,16,0,0,0,10.000000000000002,10,10.0,15.132840534114152,0,,30.097364305226165,4,37.5,23.999999999999996,20,24.0,0,2.774000000000001,30398,11,20,1.0,412.65681068228304,False,0.14173954132964525,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,51064,0,20,0.1,601.9472861045233,False,0.21140948664069859,0,0.7040000000000002,47361,9,108,1.0,3386.7109097714533,False,0.15691505990155252,9,7.589000000000002,23982,623,0,0.0,18750.6579621559,False,-0.3791906316333292,0,1.397,51177,0,33,0.8,791.9999999999999,False,-0.040180897789027024,0.4833333333333334,230850,0.0,0.0,9,0,0,5,3,3.0,3,8,19,106.0,24.0,8,8,19,514,1.6051888130023144,268.9030377980089
86,19,0,0,0,10.000000000000004,7,10.0,14.649723905007834,31,12.03225806451613,29.85230447989947,9,27.0,24.0,8,24.0,11,2.8840000000000003,30505,8,10,1.0,226.49723905007838,False,0.14225885541969926,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,50735,21,26,1.0,1083.8041184825506,False,0.2093323756336237,0,0.7040000000000002,47560,0,112,0.9,3343.458101748741,False,0.16109830076824527,8,7.660000000000002,23723,628,0,0.0,18747.247213376868,False,-0.38404258902165506,0,1.397,51133,0,37,0.4,888.0,False,-0.040106454254448004,0.5499999999999999,230524,0.0,0.0,7,0,0,8,4,3.230769230769231,0,8,13,115.0,32.0,8,11,13,313,1.4495750879868865,270.35261288599577
87,13,0,0,0,10.000000000000004,10,10.0,14.649723905007834,0,,30.180102378220237,8,34.375,24.0,20,24.0,0,2.8730000000000007,30405,8,20,1.0,372.9944781001567,False,0.14126085577504485,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,50804,11,34,1.0,1187.2704438145743,False,0.21217978872921125,0,0.7040000000000002,47766,0,106,0.0,3199.090852091345,False,0.16425427291916878,13,7.782000000000002,23375,634,0,0.0,19134.18490779163,False,-0.3869185503257684,0,1.397,51241,0,32,0.2,768.0,False,-0.03921313183949974,0.3666666666666667,230459,0.0,0.0,12,0,0,6,4,4.0,1,7,16,95.0,18.0,7,6,16,543,1.4077619410236366,271.7603748270194
88,16,0,0,0,10.000000000000004,8,10.0,14.649723905007834,0,,30.331164614035888,3,35.333333333333336,24.0,12,24.0,0,2.873,30325,6,30,1.0,499.491717150235,False,0.14063592085712065,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,50804,1,44,1.0,1349.220966922587,False,0.2140895375925401,0,0.7040000000000002,47872,0,103,0.0,3124.1099552456963,False,0.16587002612256435,10,7.8690000000000015,23208,636,0,0.0,19290.620694526824,False,-0.3885708637820403,0,1.3970000000000002,51259,0,31,0.1,744.0,False,-0.039101466537631205,0.35000000000000003,230336,0.0,0.0,7,0,0,6,4,4.0,4,10,20,159.0,18.0,10,6,20,234,1.610026573005598,273.370401400025
89,20,0,0,0,10.000000000000004,6,10.0,14.523670232697318,3,7.0,28.323099254549653,37,23.324324324324323,23.999999999999996,12,24.0,0,2.8730000000000007,30286,2,37,1.0,557.3757986098008,False,0.14026069387445997,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.38000000000000006,51535,0,14,0.4,396.52338956369516,False,0.22009532074200716,0,0.7040000000000002,47983,0,100,0.0,2832.309925454965,False,0.16504693197630904,12,7.979000000000003,22977,639,0,0.0,18098.460423657227,False,-0.4039635559475059,0,1.397,50507,24,41,1.0,1663.7543821091917,False,-0.044538130144893204,0.39999999999999997,230156,0.0,0.0,6,0,0,1,4,4.0,3,4,20,66.0,48.0,4,16,20,944,1.3156453020055778,274.6860467020306
90,20,0,0,0,10.000000000000004,8,10.0,14.546693063553302,37,14.64864864864865,26.699297021386712,31,20.612903225806452,24.0,17,24.0,0,2.8730000000000007,30748,0,10,1.0,145.46693063553303,False,0.1498128507859641,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,16,0.54,51751,0,0,0.0,0.0,False,0.2205136671304922,0,0.7040000000000002,47480,27,109,1.0,3302.9840880470906,False,0.15873427617328703,9,8.057000000000002,22877,640,0,0.0,17087.550093687496,False,-0.4152316115751554,0,1.397,50099,44,43,1.0,2206.7690689410156,False,-0.04707837909494335,0.5,229823,0.0,0.0,10,0,0,1,3,2.533333333333333,3,4,25,53.0,48.0,4,16,25,853,1.449179174960591,276.13522587699117
91,25,0,0,0,10.000000000000004,8,10.0,14.423493530281537,3,7.0,26.699297021386712,0,,24.0,13,24.0,0,2.8730000000000007,30689,0,15,0.8,216.35240295422304,False,0.14893401236624182,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.524,51730,0,3,0.3,80.09789106416014,False,0.22096292411811227,0,0.7040000000000002,47480,17,119,1.0,3422.415735559805,False,0.1601426350270017,11,8.158000000000003,22778,640,0,0.0,17087.550093687496,False,-0.41707408905598625,0,1.3970000000000002,50147,34,51,1.0,2131.776098727148,False,-0.046882899401407475,0.5166666666666667,229692,0.0,0.0,5,0,0,2,3,3.0,4,6,24,91.0,57.0,6,19,24,149,1.4816287640132941,277.61685464100447
92,24,0,0,0,10.000000000000004,15,10.0,14.291238807655718,3,7.0,27.335745689792095,8,37.875,24.0,20,24.0,0,2.873,30560,5,22,1.0,364.4072537684258,False,0.1468831795144269,0,0.2,26868,0,0,0.0,0.0,False,0.002350307778399552,0,0.524,51709,0,6,0.3,164.01447413875258,False,0.221457211789094,0,0.7040000000000002,47783,7,121,1.0,3407.6639001184335,False,0.1671147366821353,13,8.277000000000001,22384,647,0,0.0,17686.227461295486,False,-0.4188358197973695,0,1.3970000000000002,50285,25,54,1.0,1979.3936422448023,False,-0.045732583541978684,0.5499999999999999,229589,0.0,0.0,13,0,0,1,4,4.0,3,4,27,60.0,60.0,4,20,27,642,1.2084537540213205,278.8253083950258
