index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
22,18,0,0,0,10.0,10,10.0,18.00185130790585,35,17.0,20.978903638208532,65,21.846153846153847,27.00000000000001,20,27.0,25,1.8810000000000004,32790,4,10,1.0,220.0185130790585,False,0.045141499302377194,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45924,137,63,1.0,3787.9245583902384,False,-0.012025572743902506,50,10.267000000000003,1076.0,140,0,0.0,2520.259183106819,False,-0.9517328596786486,0,0.45200000000000007,50467,501,21,1.0,11077.430722742474,False,-0.08173803739287376,0,0.6050000000000001,55104,340,11,1.0,7429.827236990901,False,-0.03561322787795826,0.6666666666666666,217153,0.0,0.0,11,0,0,12,4,4.0,5,17,16,98.0,46.0,6,12,16,1370,1.2940135337412357,74.81897621415555
23,16,0,0,0,10.0,13,10.0,18.372892214725894,22,22.0,20.44700219180733,33,11.787878787878787,27.00000000000001,20,27.0,12,1.9760000000000004,32917,7,10,1.0,253.72892214725894,False,0.049711377777998986,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45759,138,66,1.0,3884.961270291457,False,-0.014432218282113015,26,10.477000000000002,220.0,151,0,0.0,2774.30672442361,False,-0.9667943520204172,0,0.45200000000000007,50336,516,25,1.0,11225.653130972581,False,-0.08267077822160168,3,0.6350000000000001,55290,338,10,1.0,7181.086740830877,False,-0.03460275498982732,0.6666666666666666,216314,0.0,0.0,10,0,0,15,6,4.840909090909091,8,23,9,166.0,30.0,11,5,9,639,1.4367090370506048,76.25568525120616
24,9,0,0,0,10.0,10,10.0,18.031844018711517,24,15.0,20.126277153945665,76,17.960526315789473,27.000000000000007,20,27.0,14,2.1040000000000005,32925,7,10,1.0,250.3184401871152,False,0.04991134470896647,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46263,152,44,1.0,3626.39648561776,False,-0.006690118950229725,44,10.891,-1320.0,151,0,0.0,2722.808446825439,False,-0.9991445408385802,0,0.45200000000000007,49406,567,25,1.0,12086.599146287192,False,-0.09086095369573224,0,0.6320000000000001,55395,343,10,1.0,7173.313063803364,False,-0.03294491757961534,0.6666666666666666,214461,0.0,0.0,11,0,0,11,7,6.583333333333334,5,16,5,90.0,12.0,5,4,5,1504,1.0275602899491787,77.28324554115534
25,5,0,0,0,10.0,8,10.0,17.714199531525118,25,15.0,19.912064938927294,16,12.8125,27.000000000000004,20,27.0,15,2.2400000000000007,32950,5,10,1.0,227.14199531525117,False,0.05033739946178803,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45921,167,53,1.0,4013.6107635278413,False,-0.009756087153637957,15,10.997000000000002,-1707.0,151,0,0.0,2674.844129260293,False,-1.0076359077555754,0,0.45200000000000007,49622,557,27,1.0,11820.020170982503,False,-0.08950484357542503,2,0.6520000000000001,55450,349,10,1.0,7219.3106636856255,False,-0.03166606004422272,0.6666666666666666,214028,0.0,0.0,7,0,0,9,4,3.2666666666666666,6,15,9,47.0,3.0,4,1,9,572,1.042910940013826,78.32615648116916
26,9,0,0,0,10.0,10,10.0,17.868117697300626,8,22.0,19.965089619577995,2,33.0,27.000000000000004,20,27.0,0,2.225000000000001,33026,5,12,1.0,264.41741236760754,False,0.05334377541166501,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45987,157,61,1.0,4023.164945270456,False,-0.008293750565387824,0,10.982000000000005,-4442.0,159,0,0.0,2841.0307138707994,False,-1.0624273686583594,0,0.45200000000000007,49859,548,27,1.0,11669.869111528742,False,-0.08684995235748932,0,0.6500000000000001,55687,340,10,1.0,7058.130470656518,False,-0.02910158490058768,0.6666666666666666,211909,0.0,0.0,11,0,0,12,1,11.471590909090908,6,18,11,93.0,9.0,6,3,11,706,1.1668672552332282,79.49302373640239
27,11,0,0,0,10.0,11,10.0,18.242922842901834,20,22.0,20.563932075399688,46,26.347826086956523,27.000000000000004,20,27.0,8,2.3050000000000006,33212,6,10,1.0,242.42922842901834,False,0.058903224823358635,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46787,157,41,1.0,3707.260101426975,False,0.0049716952626753606,16,11.142000000000001,-11334.0,169,0,0.0,3083.0539604504097,False,-1.2023238227226198,0,0.45200000000000007,49481,569,25,1.0,12375.877350902423,False,-0.08725978135378648,0,0.6500000000000001,55393,345,12,1.0,7418.556566012892,False,-0.030967220032358116,0.6666666666666666,205331,0.0,0.0,10,0,0,10,4,25.604545454545455,6,16,18,90.0,18.0,5,6,18,1670,1.2325481968000531,80.72557193320245
28,18,0,0,0,10.0,6,10.0,17.88007176644243,25,15.0,20.454535258098414,27,18.666666666666668,27.0,20,27.0,15,2.447000000000001,33257,2,10,1.0,198.8007176644243,False,0.05963977123899157,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46412,172,51,1.0,4118.553641991117,False,0.0014726615908173789,27,11.396000000000003,-12618.0,169,0,0.0,3021.7321285287708,False,-1.229486238341645,0,0.45200000000000007,49751,559,25,1.0,12109.085209277013,False,-0.08502004222527088,0,0.6500000000000001,55159,362,12,1.0,7728.541763431625,False,-0.032262614455971984,0.6666666666666666,203753,0.0,0.0,8,0,0,11,3,2.6,7,18,20,96.0,63.0,7,11,20,600,1.5441123424097896,82.26968427561224
29,20,0,0,0,10.0,14,10.0,17.572987099438876,24,15.0,20.54758694143325,27,22.0,27.0,20,27.0,14,2.5720000000000005,33225,6,10,1.0,235.72987099438876,False,0.05920978860501264,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46052,186,61,1.0,4521.978403923059,False,-0.0017977437611254332,27,11.639,-13735.0,169,0,0.0,2969.83481980517,False,-1.2531008799606904,0,0.45200000000000007,49508,576,22,1.0,12429.410078265551,False,-0.08637823549158434,0,0.6500000000000001,55348,352,15,1.0,7637.750603384504,False,-0.02990809624875393,0.6666666666666666,202190,0.0,0.0,10,0,0,15,2,1.5833333333333335,8,23,16,167.0,27.0,11,9,16,680,1.5129381455481052,83.78262242116034
30,16,0,0,0,10.0,11,10.0,17.48857572017806,35,17.0,20.31137058382001,91,19.263736263736263,27.0,20,27.0,25,2.8080000000000007,33260,7,10,1.0,244.8857572017806,False,0.060467069430442326,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45710,201,70,1.0,4936.999660623191,False,-0.004576449786950547,90,12.512000000000004,-35834.0,179,0,0.0,3130.4550539118723,False,-1.7080324891124805,0,0.45200000000000007,49529,585,22,1.0,12476.151791534707,False,-0.08565073706338061,0,0.6500000000000001,54114,414,15,1.0,8813.907421701484,False,-0.04049853731123046,0.6666666666666666,178571,0.0,0.0,10,0,0,8,6,73.42272727272727,9,17,17,101.0,32.0,7,9,17,683,1.3106451202183962,85.09326754137874
31,17,0,0,0,10.000000000000002,7,10.0,17.48857572017806,0,,20.060637025188324,109,19.03669724770642,27.000000000000004,20,27.0,0,2.783000000000001,33190,4,20,1.0,389.7715144035612,False,0.0605446728676826,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45743,191,79,1.0,4925.108287543887,False,-0.004017476368348266,108,13.502000000000002,-44264.0,179,0,0.0,3130.4550539118723,False,-1.8822060428314886,0,0.45200000000000007,48969,615,23,1.0,12958.29177049082,False,-0.09087986940293799,0,0.6500000000000001,53139,473,14,1.0,9866.681312914077,False,-0.047853934900935556,0.6666666666666666,168569,0.0,0.0,7,0,0,11,7,7.0,7,18,15,108.0,33.0,6,11,15,643,1.1309356400743127,86.22420318145305
32,15,0,0,1,10.000000000000002,9,10.0,17.63158605501964,7,22.0,20.060637025188324,0,,27.000000000000004,20,27.0,0,2.783000000000001,33254,3,23,1.0,435.5264792654517,False,0.06330452808642982,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45589,188,89,1.0,5100.1348735854535,False,-0.00539116866130728,0,13.394000000000002,-46128.583333333336,179,0,0.0,3156.0539038485153,True,-1.9204660409382042,0,0.45200000000000007,49347,605,19,1.0,12649.685400238935,False,-0.08721216736699734,0,0.6500000000000001,53301,463,18,1.0,9774.074942662193,False,-0.04595698592692207,0.6666666666666666,213283,0.0,0.125,10,0,0,8,4,303.5362554112554,4,12,6,90.0,30.0,5,10,6,784,1.1540770689025521,87.3782802503556
33,6,0,0,0,10.000000000000002,12,10.0,17.63158605501964,0,,20.060637025188324,0,,27.000000000000004,20,27.0,0,2.783000000000001,33134,5,33,1.0,631.8423398156481,False,0.06261066647313518,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45589,178,99,1.0,5124.42538328714,False,-0.005140233643727968,0,13.394000000000002,-46128.583333333336,179,0,0.0,3156.0539038485153,True,-1.9204660409382042,0,0.45200000000000007,49698,595,16,1.0,12368.079029987053,False,-0.08376580946379747,0,0.6500000000000001,53490,453,21,1.0,9654.468572410311,False,-0.04383869282016758,0.6666666666666666,213703,0.0,0.125,9,0,0,9,1,1.0,3,12,1,18.0,15.0,1,5,1,660,0.7359606446698308,88.11424089502543
34,1,0,0,0,10.000000000000002,6,10.0,17.63158605501964,0,,20.08653033113206,1,33.0,27.000000000000004,20,27.0,0,2.783000000000001,33074,1,43,1.0,768.1582003658444,False,0.0628698211564192,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45622,168,108,1.0,5131.451733005562,False,-0.004385829204487936,0,13.394000000000002,-46128.583333333336,179,0,0.0,3156.0539038485153,True,-1.9204660409382042,0,0.45200000000000007,50022,585,14,1.0,12128.620243712256,False,-0.0804166168474672,0,0.6500000000000001,53673,444,23,1.0,9539.419467022635,False,-0.04178141474133362,0.6666666666666666,214183,0.0,0.125,8,0,0,10,1,168.13254830917876,3,13,4,18.0,0.0,1,0,4,633,0.7902094535529613,88.9044503485784
35,4,0,0,0,10.000000000000002,14,10.0,18.11226365754515,22,22.454545454545453,20.715996098375307,25,32.04,27.000000000000007,20,27.0,0,2.783000000000001,33428,5,31,1.0,611.4801733838997,False,0.07162680157222112,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45929,180,93,1.0,5186.79509550703,False,0.0025288749535849835,0,13.394000000000005,-46128.583333333336,179,0,0.0,3242.095194700582,True,-1.919577184627749,0,0.45200000000000007,49821,588,16,1.0,12613.00570584468,False,-0.0797412265264983,0,0.6500000000000001,53613,446,21,1.0,9806.334259875386,False,-0.040577017429822594,0.6666666666666666,214583,0.0,0.125,14,0,0,9,2,176.72948232323233,4,13,7,18.0,24.0,1,3,7,1975,0.8651463920250535,89.76959674060345
36,7,0,0,0,10.000000000000002,9,10.0,17.142280265273175,19,7.0,20.715996098375307,0,,27.000000000000007,20,27.0,0,2.783000000000001,33471,4,22,1.0,417.13016583600984,False,0.06990581285676192,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45796,189,103,1.0,5373.638568269287,False,0.001711142234186907,0,13.394000000000005,-46128.583333333336,179,0,0.0,3068.4681674838985,True,-1.9213708522642847,0,0.45200000000000007,50145,578,14,1.0,12351.845744860928,False,-0.07656993863962776,0,0.6500000000000001,53829,436,23,1.0,9653.174298891634,False,-0.03829110607391552,0.6666666666666666,215033,0.0,0.125,9,0,0,9,5,447.64802188552187,6,15,7,57.0,39.0,4,3,7,763,0.9932601265609264,90.76285686716437
37,7,0,0,0,10.000000000000002,7,10.0,17.558903367897088,15,23.0,20.77322790130757,2,33.0,27.000000000000007,20,27.0,2,2.803000000000001,33710,1,19,1.0,343.6191639900447,False,0.07633055630722148,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,45517,194,111,1.0,5712.255550417176,False,-0.0005552112560209092,0,13.394,-46128.583333333336,179,0,0.0,3143.043702853579,True,-1.9206004438410442,0,0.45200000000000007,50355,569,15,1.0,12224.966675844007,False,-0.07416695351901088,0,0.6500000000000001,54093,427,22,1.0,9464.168313858332,False,-0.035512056583280056,0.6666666666666666,215467,0.0,0.125,12,0,0,9,4,561.3307165861514,6,15,10,57.0,40.0,4,3,10,1021,1.031200353987515,91.79405722115189
38,10,0,0,0,10.000000000000002,10,10.0,17.856956619540743,11,23.0,20.872456571619725,34,22.0,27.000000000000007,20,27.0,0,2.801000000000001,33863,1,18,1.0,331.42521915173336,False,0.08099725561726437,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46012,195,87,1.0,5298.01026254136,False,0.005392668001460294,0,13.394000000000002,-46128.583333333336,179,0,0.0,3196.3952348977928,True,-1.9200492916505052,0,0.45200000000000007,50760,559,10,1.0,11937.703223535427,False,-0.06988159545231733,0,0.6500000000000001,53480,451,27,1.0,10142.477913800496,False,-0.0400019846059214,0.6666666666666666,215907,0.0,0.125,11,0,0,8,2,184.3264163372859,8,16,13,72.0,63.0,4,6,13,1641,1.0390831530094147,92.8331403741613
39,13,0,0,0,10.0,12,10.0,18.09465401914223,11,22.0,21.32398092467426,16,32.0,27.000000000000007,20,27.0,0,2.801000000000001,33985,3,17,1.0,337.6091183254179,False,0.08497107783483303,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46282,196,81,1.0,5273.794642650491,False,0.01072101903564559,0,13.394000000000002,-46128.583333333336,179,0,0.0,3238.9430694264593,True,-1.9196097479053742,0,0.45200000000000007,50437,565,13,1.0,12399.049222440957,False,-0.07139537618303558,0,0.6500000000000001,53831,441,24,1.0,10051.87558778135,False,-0.034989788757510513,0.6666666666666666,216327,0.0,0.125,11,0,0,10,3,3.0,9,19,10,126.0,63.0,7,6,10,1414,1.148495078086853,93.98163545224816
40,10,0,0,0,10.0,10,10.0,18.30857985300081,10,22.0,21.79346231646988,32,27.0,27.000000000000007,20,27.0,3,2.831000000000001,34051,3,20,1.0,396.1715970600162,False,0.08799789696400806,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46926,196,59,1.0,4874.295927859882,False,0.019899751320866594,0,13.394000000000002,-46128.583333333336,179,0,0.0,3277.2357936871454,True,-1.9192141619109455,0,0.45200000000000007,50195,571,13,1.0,12795.066982704302,False,-0.07211664849974339,0,0.6500000000000001,53749,447,24,1.0,10389.677655462037,False,-0.033564971426423326,0.6666666666666666,216713,0.0,0.125,12,0,0,5,1,210.9753787878788,12,17,7,89.0,60.0,5,5,7,1724,1.0262941280379891,95.00792958028615
41,7,0,0,0,10.0,10,10.0,18.72490003634241,16,23.0,21.79346231646988,0,,27.000000000000007,20,27.0,0,2.8280000000000007,34319,3,14,1.0,292.1486005087938,False,0.09485924903123977,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46558,202,69,1.0,5286.178707177589,False,0.016551432925388333,0,13.394000000000002,-46128.583333333336,179,0,0.0,3351.7571065052916,True,-1.9184443136380307,1,0.4620000000000001,50541,561,10,1.0,12496.132359539604,False,-0.06889432572396247,0,0.6500000000000001,53911,437,28,1.0,10279.743032297338,False,-0.031810078271406125,0.6666666666666666,217121,0.0,0.125,10,0,0,4,3,499.18831874647094,10,14,6,36.0,30.0,2,5,6,981,0.8897164678201079,95.89764604810625
42,6,0,0,0,10.0,11,10.0,18.915013928456485,10,22.0,22.21499789116632,15,32.0,27.000000000000004,20,27.0,6,2.888000000000001,34321,4,20,1.0,418.3002785691297,False,0.09692652686821587,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46818,202,64,1.0,5242.592678582854,False,0.021473064861393065,0,13.394000000000002,-46128.583333333336,179,0,0.0,3385.787493193711,True,-1.918092760056539,0,0.461,50784,551,11,1.0,12537.463838032641,False,-0.06457129873233235,0,0.6500000000000001,53728,442,27,1.0,10548.029067895513,False,-0.03261113059389483,0.6666666666666666,217443,0.0,0.125,10,0,0,3,1,211.2753787878788,9,12,6,36.0,26.0,2,4,6,1350,0.8545929677784443,96.7522390158847
43,6,0,0,0,10.0,12,10.0,19.275771246738717,22,21.818181818181817,22.21499789116632,0,,27.000000000000004,20,27.0,11,2.9920000000000013,34465,6,19,1.0,426.2396536880356,False,0.1016271109896763,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,46338,214,74,1.0,5768.924890748393,False,0.0169930257308719,0,13.394000000000005,-46128.583333333336,179,0,0.0,3450.36305316623,True,-1.9174256571642607,1,0.47100000000000003,51076,541,10,1.0,12288.313859120979,False,-0.0618262214169224,0,0.6500000000000001,53944,432,29,1.0,10379.87908898385,False,-0.03044810636828514,0.6666666666666666,217615,0.0,0.125,10,0,0,4,3,394.42152353575284,10,14,7,36.0,41.0,2,4,7,978,0.931611561216414,97.68385057710111
44,7,0,0,0,9.999999999999998,11,10.0,19.436645477385987,10,22.0,23.037561450539478,30,32.0,27.000000000000004,20,27.0,0,2.9810000000000008,34575,7,19,1.0,439.29626407033373,False,0.10532889011833815,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,47078,214,54,1.0,5403.470450489733,False,0.028506926141422913,0,13.394000000000005,-46128.583333333336,179,0,0.0,3479.1595404520917,True,-1.9171281727914729,0,0.4700000000000001,51319,531,11,1.0,12529.945130236463,False,-0.055861150577655214,0,0.6500000000000001,53281,452,28,1.0,11168.977775643843,False,-0.03484958620416257,0.6666666666666666,218045,0.0,0.125,11,0,0,5,1,183.3264163372859,9,14,11,72.0,39.0,4,3,11,1830,1.0248558893799782,98.70870646648109
45,11,0,0,0,9.999999999999998,12,10.0,19.609203700930266,11,22.0,23.289885657225547,24,26.666666666666668,27.0,20,27.0,0,2.9810000000000008,34697,9,18,1.0,442.9656666167448,False,0.10926277306484868,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.2,47476,215,40,1.0,5147.574221989029,False,0.03408651055773785,0,13.394,-46128.583333333336,179,0,0.0,3510.0474624665176,True,-1.9168090826880182,0,0.4700000000000001,51439,529,13,1.0,12671.349512672314,False,-0.05273442382751296,0,0.6500000000000001,53061,458,26,1.0,11368.767631009301,False,-0.036818812357484645,0.6666666666666666,218465,0.0,0.125,11,0,0,6,0,0.0,9,15,9,60.0,63.0,5,6,9,1542,0.9732356853783131,99.6819421518594
46,9,0,0,0,10.0,10,10.0,19.825089129105617,10,23.0,23.12352648457908,46,22.0,27.0,20,27.0,0,2.9810000000000008,34827,9,18,1.0,446.8516043239011,False,0.11345423304939653,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,6,0.26,48102,215,10,1.0,4493.629427603499,False,0.040264766814085785,0,13.394000000000002,-46128.583333333336,179,0,0.0,3548.6909541099053,True,-1.916409873063603,0,0.4700000000000001,50778,565,10,1.0,13334.79246378718,False,-0.058133228969953134,0,0.6500000000000001,53250,448,29,1.0,11142.339865091428,False,-0.035576233664873246,0.6666666666666666,218749,0.0,0.125,10,0,0,7,2,210.8058135704875,9,16,11,57.0,45.0,4,5,11,870,0.9953203620389104,100.67726251389831
47,11,0,0,0,9.999999999999998,13,10.0,19.933552876244796,5,23.0,23.286397642717994,6,32.0,27.0,20,27.0,0,2.9810000000000008,34812,12,23,1.0,578.4717161536303,False,0.115068326759961,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.254,48179,210,14,1.0,4512.055671009459,False,0.04204602965918857,0,13.394000000000002,-46128.583333333336,179,0,0.0,3568.1059648478185,True,-1.916209304770856,0,0.4700000000000001,50775,561,13,1.0,13414.669077564795,False,-0.05752759359934427,0,0.6500000000000001,53601,438,26,1.0,10901.44216751048,False,-0.031796148878437125,0.6666666666666666,219159,0.0,0.125,12,0,0,2,0,0.0,14,16,9,72.0,51.0,4,7,9,977,1.1082637645304203,101.78552627842873
48,9,0,0,0,10.0,15,10.0,20.24049141227905,19,22.36842105263158,23.286397642717994,0,,27.000000000000004,20,27.0,0,2.9810000000000008,35087,17,14,1.0,453.36687977190667,False,0.12181719368105563,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.254,47754,219,24,1.0,4991.541162714344,False,0.03821840044126392,0,13.394000000000002,-46128.583333333336,179,0,0.0,3623.04796279795,True,-1.915641722147404,0,0.4700000000000001,51072,551,12,1.0,13154.805101137614,False,-0.05478836958618806,0,0.6500000000000001,53844,428,27,1.0,10695.578191083301,False,-0.02949961313076271,0.6666666666666666,219549,0.0,0.125,12,0,0,5,0,0.0,10,15,1,39.0,17.0,3,6,1,1115,0.851119065657258,102.63664534408599
49,1,0,0,0,10.0,11,10.0,20.361295207201863,10,22.0,23.286397642717994,0,,27.000000000000004,20,27.0,0,2.9810000000000008,35197,18,14,1.0,465.0581329008261,False,0.125497286014499,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.254,47534,219,34,1.0,5250.861170229619,False,0.03635187159328118,0,13.394000000000002,-46128.583333333336,179,0,0.0,3644.6718420891334,True,-1.9154183349646439,3,0.5,51378,541,10,1.0,12867.941124710434,False,-0.052122926950612145,0,0.6500000000000001,53979,418,32,1.0,10597.714214656122,False,-0.02808845391405188,0.6666666666666666,219880,0.0,0.125,7,0,0,3,3,202.95905797101452,9,12,2,0.0,3.0,0,1,2,708,0.6651252750307322,103.30177061911672
50,2,0,0,0,10.0,8,10.0,20.361295207201863,0,,23.638471508329218,10,34.0,27.000000000000004,20,27.0,0,2.9810000000000008,35117,16,24,1.0,648.6710849728447,False,0.1258723448167483,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.254,47874,209,34,1.0,5059.218729588382,False,0.041396887702359275,0,13.394000000000002,-46128.583333333336,179,0,0.0,3644.6718420891334,True,-1.9154183349646439,0,0.4970000000000001,51648,531,10,1.0,12822.028370922815,False,-0.04807243387612263,0,0.6500000000000001,53909,418,32,1.0,10744.881090481613,False,-0.028029700361679427,0.6666666666666666,220340,0.0,0.125,9,0,0,4,1,183.3264163372859,9,13,3,36.0,0.0,2,0,3,960,0.8452117191627622,104.14698233827949
51,3,0,0,0,10.0,10,10.0,20.644407813527597,20,22.5,24.340726821661942,46,28.52173913043478,27.000000000000004,14,27.0,6,3.041000000000001,35359,16,20,1.0,572.8881562705519,False,0.13235630350822056,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,12,0.374,48384,219,10,1.0,4764.5325793791635,False,0.04888979937375161,0,13.394000000000005,-46128.583333333336,179,0,0.0,3695.34899862144,True,-1.9148948106203019,0,0.49700000000000005,51278,541,10,1.0,13438.333210519111,False,-0.04908647824663387,0,0.6500000000000001,53345,434,38,1.0,11589.875440601283,False,-0.030349761107365935,0.6666666666666666,220158,0.0,0.125,12,0,0,2,3,212.71982323232325,8,10,5,0.0,9.0,0,3,5,1856,0.6775930924341083,104.8245754307136
52,5,0,0,0,10.0,10,10.0,20.820704694394024,11,23.0,24.340726821661942,0,,27.000000000000004,20,27.0,2,3.0550000000000006,35476,16,21,1.0,597.2347985822745,False,0.13645977951304475,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.3620000000000001,48131,220,20,1.0,5067.369569199924,False,0.046791007946280126,0,13.394000000000005,-46128.583333333336,179,0,0.0,3726.9061402965303,True,-1.9145688070906006,2,0.5170000000000001,51538,531,10,1.0,13194.92594230249,False,-0.046818990160003175,0,0.6500000000000001,53561,424,40,1.0,11400.468172384664,False,-0.028361002669372047,0.6666666666666666,220498,0.0,0.125,8,0,0,3,2,183.9082345191041,10,13,6,39.0,6.0,3,2,6,758,0.854039772413671,105.67861520312726
53,6,0,0,0,10.0,9,10.0,20.820704694394024,0,,25.084026867406884,24,34.0,27.000000000000004,20,27.0,0,3.053000000000001,35386,15,31,1.0,795.4418455262147,False,0.13674897305388067,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,4,0.4020000000000001,48843,210,10,1.0,4623.188254496814,False,0.056913101802653,0,13.394,-46128.583333333336,179,0,0.0,3726.9061402965303,True,-1.9145688070906006,0,0.5150000000000001,51781,521,11,1.0,13365.777997918987,False,-0.041434162434465904,0,0.6500000000000001,53042,438,39,1.0,12039.803767924215,False,-0.031629225886407736,0.6666666666666666,220844,0.0,0.125,9,0,0,4,2,168.29921497584542,9,13,6,36.0,12.0,2,4,6,630,0.8311323216184974,106.50974752474576
54,6,0,0,0,10.000000000000002,10,10.0,21.0151918099882,18,22.444444444444443,25.536316500294614,15,34.0,27.000000000000004,20,27.0,0,3.053000000000001,35690,15,23,1.0,633.3494116297286,False,0.1438315926749535,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,5,0.44800000000000006,48819,218,10,1.0,4836.6749795803735,False,0.05862267540888819,0,13.394000000000002,-46128.583333333336,179,0,0.0,3761.7193339878877,True,-1.9142091666599046,1,0.5250000000000001,52073,511,10,1.0,13319.057731650548,False,-0.03702958033438908,0,0.6500000000000001,52748,443,41,1.0,12419.588209630514,False,-0.03333616263358107,0.6666666666666666,221122,0.0,0.125,8,0,0,4,4,453.92454710144926,9,13,11,18.0,15.0,1,5,11,963,0.8141105817630887,107.32385810650885
55,11,0,0,0,10.000000000000004,9,10.0,21.0766352070772,9,22.0,25.536316500294614,0,,27.000000000000004,20,27.0,0,3.053000000000001,35798,14,24,1.0,645.8392449698529,False,0.14746083492121506,0,0.2,31792,0,0,0.0,0.0,False,0.009943136694304138,0,0.44300000000000006,48621,217,20,1.0,5084.356169941644,False,0.057090456301050065,0,13.394000000000002,-46128.583333333336,179,0,0.0,3772.7177020668187,True,-1.9140955471549572,1,0.5340000000000001,52338,501,10,1.0,13063.694566647602,False,-0.03477812655434728,0,0.6500000000000001,52991,433,42,1.0,12191.225044627568,False,-0.03122407367785762,0.6666666666666666,221540,0.0,0.125,8,0,0,6,2,234.4726430976431,11,17,6,45.0,33.0,5,6,6,774,1.0052555380389094,108.32911364454776
