index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,17,0,0,0,10.000000000000002,20,10.0,26.780740692013662,26,26.03846153846154,13.57249333253178,0,,35.00000000000001,20,35.0,0,0.2,39515,4,68,1.0,1861.090367056929,False,0.10761159994327041,0,0.506,41389,13,10,1.0,397.8074069201366,False,0.1388953802021051,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,6.068000000000002,18197.0,551,0,0.0,14756.188121299529,False,-0.5158616200232885,0,0.35300000000000004,77774,26,19,1.0,1017.8848266458264,False,0.0754924220108111,0,0.2,77551,54,23,1.0,1537.9146399567162,False,0.07600095235448649,0.6666666666666666,307460,0.0,0.0,23,0,0,9,0,0.0,21,30,21,138.0,18.0,11,6,21,1577,1.6332205120124854,71.16413634107448
31,21,0,0,0,10.000000000000002,20,10.0,26.714382523321625,19,26.0,13.48674115444725,42,13.095238095238095,35.00000000000001,20,35.0,0,0.2,39929,2,59,1.0,1596.1485688759758,False,0.11532134638070943,0,0.506,41269,15,20,1.0,684.2876504664325,False,0.13953181688118127,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,42,6.488000000000001,16169.0,570,0,0.0,15227.198038293325,False,-0.5497936807794143,0,0.35300000000000004,77859,39,18,1.0,1155.982905023443,False,0.07760882909973787,0,0.2,77616,63,24,1.0,1689.664692730177,False,0.07793636789532737,0.6666666666666666,305876,0.0,0.0,21,0,0,8,4,4.0,26,34,17,222.0,51.0,14,7,17,1394,1.5302000119700097,72.69433635304449
32,17,0,0,0,10.000000000000002,20,10.0,26.67096396228661,16,26.125,13.419277483376714,10,12.0,35.00000000000001,20,35.0,0,0.2,40287,0,51,0.8,1360.219162076617,False,0.12189477437392683,0,0.506,41129,19,30,1.0,990.1289188685982,False,0.13988565175359557,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,10,6.546000000000003,15571.0,586,0,0.0,15629.184881899953,False,-0.557309044013365,0,0.35300000000000004,78054,39,19,1.0,1188.351821851692,False,0.08051019276427215,0,0.2,78001,53,23,1.0,1516.221706618966,False,0.08203427561286862,0.6333333333333333,306076,0.0,0.0,23,0,0,5,1,1.0,23,28,18,129.0,41.0,8,9,18,1318,1.4782425410230644,74.17257889406756
33,18,0,0,0,10.000000000000002,20,10.0,26.64143092691891,9,26.0,13.232807616523694,30,12.0,35.00000000000001,20,35.0,0,0.2,40371,5,52,1.0,1435.3544081997834,False,0.1252239348258268,0,0.506,41079,14,40,1.0,1205.6572370767565,False,0.1414675380254786,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,30,6.836000000000002,14423.0,595,0,0.0,15851.651401516752,False,-0.576935113376777,0,0.35300000000000004,78284,39,19,1.0,1181.0794970444242,False,0.08362009875971596,0,0.2,78111,63,23,1.0,1638.6668798409928,False,0.08438662196956216,0.6666666666666666,305302,0.0,0.0,22,0,0,7,3,3.0,26,33,13,141.0,18.0,12,6,13,1134,1.6282238170388155,75.80080271110637
34,13,0,0,0,10.000000000000002,20,10.0,26.59325725803871,20,26.15,13.257946825136875,42,13.380952380952381,35.00000000000001,20,35.0,0,0.2,40342,6,59,1.0,1629.002178224284,False,0.12708130926476455,0,0.506,41431,13,33,1.0,1007.5774895152775,False,0.1483949157837013,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,42,7.226000000000003,12383.0,615,0,0.0,16354.853213693808,False,-0.6107896375488036,0,0.35300000000000004,78513,52,14,1.0,1179.4132349071176,False,0.0867547757522333,0,0.2,78020,72,28,1.0,1934.5721714098552,False,0.08516906750707429,0.6666666666666666,303723,0.0,0.0,22,0,0,6,4,4.0,20,26,14,129.0,30.0,8,5,14,1423,1.3099394739838317,77.1107421850902
35,14,0,0,0,10.0,20,10.0,26.56961380939929,48,26.479166666666668,13.257946825136875,0,,35.0,20,35.0,0,0.2,40910,9,43,1.0,1232.4933938041695,False,0.137206887306991,0,0.506,41934,10,21,1.0,657.9618899973851,False,0.15738254313174208,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.184000000000003,11112.0,663,0,0.0,17615.65395563173,False,-0.6229162348499628,0,0.35300000000000004,78863,42,14,1.0,1046.8337666557486,False,0.09065253727713177,0,0.2,78370,62,28,1.0,1801.9927031584862,False,0.08906682903197297,0.6666666666666666,304223,0.0,0.0,25,0,0,5,0,0.0,25,30,15,111.0,37.0,7,7,15,2171,1.3799313899944536,78.49067357508466
36,15,0,0,0,10.0,20,10.0,26.55063779501116,9,26.11111111111111,13.316266358967905,19,14.0,35.0,20,35.0,0,0.2,41105,3,44,1.0,1198.228062980491,False,0.1420778297592903,0,0.506,41774,16,31,1.0,983.0697716453459,False,0.15745248345444932,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,19,7.374000000000002,10456.0,672,0,0.0,17842.0285982475,False,-0.6331917181099506,0,0.35300000000000004,79248,32,13,1.0,881.120523486973,False,0.09480354264086789,0,0.2,78419,71,29,1.0,1960.4549114867214,False,0.09082853568917068,0.6666666666666666,304036,0.0,0.0,22,0,0,4,2,2.0,23,27,18,111.0,54.0,7,8,18,1135,1.3076703329570591,79.79834390804172
37,18,0,0,0,10.0,20,10.0,26.640913041648798,13,28.0,13.266372800033738,37,12.972972972972974,35.0,20,35.0,0,0.2,41359,4,41,1.0,1132.2774347076006,False,0.1481306473149798,0,0.506,41684,15,41,1.0,1242.2774347076006,False,0.1585370445107296,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,37,7.725000000000003,8821.0,685,0,0.0,18249.025433529427,False,-0.6602901465800038,0,0.35300000000000004,79244,50,13,1.0,1118.3186400016868,False,0.09637796504919562,0,0.2,78643,70,29,1.0,1943.6460960023617,False,0.09379050184097906,0.6666666666666666,302785,0.0,0.0,22,0,0,6,4,4.0,23,29,17,150.0,39.0,10,8,17,1264,1.345379087026231,81.14372299506795
38,17,0,0,0,10.0,20,10.0,26.72527192680009,14,27.857142857142858,13.266372800033738,0,,34.99999999999999,20,35.0,0,0.2,41326,0,50,1.0,1336.2635963400046,False,0.15002004048006368,0,0.506,41907,19,38,1.0,1205.5603332184035,False,0.16414120294142837,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.688000000000002,8431.0,699,0,0.0,18680.96507683326,False,-0.6635845504407558,0,0.35300000000000004,79594,40,13,1.0,985.6549120013494,False,0.10027514777161989,0,0.2,78993,60,29,1.0,1810.982368002024,False,0.09768768456340354,0.6666666666666666,303285,0.0,0.0,25,0,0,6,0,0.0,24,30,17,129.0,58.0,8,9,17,1290,1.28156312397914,82.42528611904709
39,17,0,0,0,10.0,20,10.0,26.80943369653468,33,27.272727272727273,13.266372800033738,0,,34.99999999999999,20,35.0,0,0.2,41226,0,60,1.0,1608.5660217920808,False,0.1510100506872615,0,0.506,42707,19,15,1.0,592.1415054480202,False,0.17765009181520452,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.6880000000000015,7531.0,732,0,0.0,19624.505465863385,False,-0.6716909716251146,1,0.36300000000000004,80042,30,10,1.0,747.991184001012,False,0.10479743353300683,0,0.2,79203,50,33,1.0,1818.3186400016866,False,0.10062317030280885,0.6666666666666666,303743,0.0,0.0,23,0,0,7,1,1.0,21,28,20,147.0,39.0,9,8,20,1765,2.0841248990036547,84.50941101805074
40,20,0,0,0,9.999999999999998,20,10.0,26.809227137882974,26,26.807692307692307,13.266372800033738,0,,34.99999999999999,16,35.0,0,0.2,41776,2,45,1.0,1226.4152212047338,False,0.16083929265533922,0,0.506,42654,17,24,1.0,813.4214513091914,False,0.17922857721696225,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.6880000000000015,6834.0,758,0,0.0,20321.394170515294,False,-0.6782891552406457,0,0.36200000000000004,80217,20,15,1.0,790.3274560006746,False,0.10749249502665734,0,0.2,79588,40,32,1.0,1650.6549120013492,False,0.10476077727098791,0.6666666666666666,304103,0.0,0.0,21,0,0,8,0,0.0,23,31,16,138.0,58.0,11,9,16,1457,1.5504668820067309,86.05987790005747
41,16,0,0,0,9.999999999999998,20,10.0,26.734737793696887,20,26.0,13.264067750958839,2,13.0,34.999999999999986,20,35.0,0,0.2,42236,0,33,0.8,882.2463471919973,False,0.1687239339904698,0,0.506,42514,21,34,1.0,1118.981084985694,False,0.1795785557698774,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,2,7.708000000000001,6279.0,778,0,0.0,20799.626003496178,False,-0.6842688637839683,0,0.3620000000000001,80589,11,14,1.0,635.904745260547,False,0.11154245717192768,0,0.2,79890,31,33,1.0,1566.1861002797236,False,0.10832957424492869,0.6333333333333333,304542,0.0,0.0,22,0,0,5,2,2.0,22,27,19,129.0,52.0,8,8,19,1420,1.3155660550110042,87.37544395506848
42,19,0,0,0,9.999999999999998,20,10.0,26.89007535772617,58,27.413793103448278,13.262804323531066,1,13.0,34.999999999999986,20,35.0,11,0.31000000000000005,43087,0,10,1.0,268.9007535772617,False,0.1836304736769809,0,0.506,42778,21,30,1.0,1016.7022607317851,False,0.1854077974138979,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,1,7.716000000000002,4672.0,836,0,0.0,22480.10299905908,False,-0.6987837144676952,0,0.36200000000000004,80996,2,12,1.0,446.525608647062,False,0.11583314288513946,0,0.2,80170,21,35,1.0,1503.518890794152,False,0.11174588456060176,0.6666666666666666,304737,0.0,0.0,22,0,0,5,4,3.5555555555555554,23,28,19,129.0,76.0,8,11,19,2076,1.45448201301042,88.8299259680789
43,19,0,0,0,9.999999999999998,20,10.0,27.10765000151867,59,27.949152542372882,13.261414619566494,1,13.0,34.999999999999986,0,,35,0.649,43121,0,8,0.8,216.86120001214937,False,0.18384901413095836,0,0.506,43049,23,26,1.0,934.7989000394855,False,0.19170772948898412,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,1,7.725000000000003,3006.0,895,0,0.0,24261.34675135921,False,-0.7134616784219967,0,0.3620000000000001,80996,0,14,0.2,489.9999999999998,False,0.11613177996373028,0,0.2,80157,12,45,1.0,1734.1369754347973,False,0.1131514602368164,0.5,303363,0.0,0.0,14,0,0,11,5,5.0,24,35,17,144.0,34.0,13,6,17,871,1.5168051680084318,90.34673113608733
44,17,0,0,0,9.999999999999998,20,10.0,27.166410420158236,83,27.349397590361445,13.259887641114545,1,13.0,34.999999999999986,0,,43,1.0440000000000003,42863,2,10,1.0,291.66410420158235,False,0.17780786647225302,6,0.5660000000000001,43707,21,10,1.0,481.6641042015823,False,0.20352262164806637,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,1,7.734000000000003,719.0,978,0,0.0,26568.749390914756,False,-0.7349151043906905,0,0.36200000000000004,80983,0,15,0.1,524.9999999999998,False,0.1161936033412101,0,0.2,80157,2,55,1.0,1951.5197752822285,False,0.11464472011377042,0.5166666666666667,301463,0.0,0.0,10,0,0,10,6,4.846153846153847,15,25,21,126.0,90.0,7,10,21,732,1.4136094390414655,91.7603405751288
45,21,0,0,0,10.0,20,10.0,27.044104218360363,36,26.0,13.256557404614014,2,13.0,34.999999999999986,0,,26,1.2610000000000001,42979,0,10,1.0,270.44104218360366,False,0.18069395665165416,0,0.56,43587,23,20,1.0,770.8820843672073,False,0.20419654513592947,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,2,7.753000000000002,-513.0,1014,0,0.0,27422.72167741741,False,-0.7501540749118104,0,0.36200000000000004,80970,0,16,0.1,559.9999999999998,False,0.1162554267186899,0,0.2,80144,0,58,0.3,2029.999999999999,False,0.11500522064076496,0.39999999999999997,300201,0.0,0.0,12,0,0,16,5,4.862179487179487,21,37,15,195.0,48.0,15,6,15,200,1.5303144039935432,93.29065497912234
46,15,0,0,0,10.0,20,10.0,26.943684445168287,35,26.057142857142857,13.252955836405508,2,13.0,34.999999999999986,0,,25,1.485,43077,1,10,1.0,279.4368444516829,False,0.18350088789094762,0,0.56,43497,22,30,1.0,1028.3105333550486,False,0.20525674407595368,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,2,7.771000000000002,-19343.0,1049,0,0.0,28263.924982981534,False,-1.09864531686119,0,0.3620000000000001,80957,0,17,0.1,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.1,2064.999999999999,False,0.11506704401824476,0.3666666666666667,281353,0.0,0.0,11,0,0,14,6,65.3886298886299,16,30,15,168.0,42.0,11,4,15,200,1.3416393019724637,94.6322942810948
47,15,0,0,1,10.0,20,10.0,26.919913550118526,8,26.0,13.252955836405508,0,,34.999999999999986,0,,6,1.5200000000000002,43033,3,18,1.0,514.5584439021335,False,0.18551536920667835,0,0.56,43417,20,40,1.0,1276.796542004741,False,0.2064683500657895,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,300572,0.0,0.125,12,0,0,18,5,902.6875,12,30,10,165.0,43.0,10,5,10,200,1.2922757110209204,95.92456999211572
48,10,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42953,1,28,1.0,763.7575794033187,False,0.18673673977712946,0,0.56,43297,22,50,1.0,1565.9956775059263,False,0.20714201552067485,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,300372,0.0,0.125,9,0,0,13,5,2742.710004383082,11,24,10,72.0,46.0,4,6,10,200,1.1033699390245602,97.02793993114028
49,10,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42863,0,38,1.0,1022.956714904504,False,0.1878211840686891,0,0.56,43187,23,60,1.0,1845.1948130071116,False,0.2079526072544516,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,300172,0.0,0.125,8,0,0,19,1,1.0,10,29,5,66.0,9.0,7,3,5,200,1.1765555159654468,98.20449544710573
50,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42733,3,48,1.0,1322.1558504056893,False,0.188357923244683,0,0.56,43117,20,70,1.0,2084.3939485082965,False,0.20931090410379416,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,299972,0.0,0.125,10,0,0,15,3,2592.916867986511,9,24,3,51.0,0.0,5,0,3,200,1.0014726539957337,99.20596810110146
51,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42613,5,58,1.0,1611.3549859068746,False,0.18903158869956832,0,0.56,43037,18,80,1.0,2333.593084009482,False,0.21053227467424526,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,299772,0.0,0.125,10,0,0,12,2,136.90610859728505,10,22,3,21.0,3.0,2,1,3,200,0.8839868960203603,100.08995499712182
52,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42503,6,68,1.0,1890.5541214080597,False,0.18984218043334508,0,0.56,42947,17,90,1.0,2592.7922195106676,False,0.21161671896580492,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,299572,0.0,0.125,10,0,0,12,0,0.0,11,23,3,21.0,3.0,2,1,3,200,0.9326255370397121,101.02258053416153
53,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42413,5,78,1.0,2149.753256909245,False,0.19092662472490474,0,0.56,42837,18,100,1.0,2871.9913550118526,False,0.2124273106995817,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,299372,0.0,0.125,10,0,0,13,0,0.0,10,23,3,39.0,0.0,3,0,3,200,0.9178332990268245,101.94041383318836
54,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42293,7,88,1.0,2438.95239241043,False,0.19160029017979008,0,0.56,42757,16,110,1.0,3121.1904905130377,False,0.2136486812700328,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,299172,0.0,0.125,10,0,0,11,1,119.31051587301587,10,21,3,39.0,0.0,3,0,3,200,0.894598497019615,102.83501233020797
55,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42223,4,98,1.0,2678.1515279116156,False,0.19295858702913263,0,0.56,42627,19,120,1.0,3420.3896260142233,False,0.21418542044602668,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,298972,0.0,0.125,11,0,0,11,2,2335.7329209461564,12,23,3,21.0,3.0,2,1,3,200,0.899378071015235,103.73439040122321
56,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42113,5,108,1.0,2957.3506634128007,False,0.1937691787629094,0,0.56,42537,18,130,1.0,3679.5887615154084,False,0.21526986473758636,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,298772,0.0,0.125,11,0,0,13,0,0.0,11,24,4,36.0,3.0,2,1,4,200,0.8369917279924266,104.57138212921564
57,4,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,42033,3,118,1.0,3206.5497989139863,False,0.1949905493333605,0,0.56,42417,20,140,1.0,3968.7878970165934,False,0.21594353019247167,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,298572,0.0,0.125,9,0,0,13,0,0.0,8,21,5,36.0,6.0,2,2,5,200,0.8503058070200495,105.42168793623568
58,5,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41913,5,128,1.0,3495.7489344151713,False,0.19566421478824583,0,0.56,42337,18,150,1.0,4217.987032517779,False,0.21716490076292277,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,298372,0.0,0.125,10,0,0,15,0,0.0,10,25,4,42.0,3.0,4,1,4,200,0.9821689709788188,106.4038569072145
59,4,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41833,3,138,1.0,3744.9480699163564,False,0.19688558535869694,0,0.56,42217,20,160,1.0,4507.186168018964,False,0.21783856621780812,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,298172,0.0,0.125,10,0,0,14,0,0.0,11,25,4,39.0,3.0,3,1,4,200,0.9148831609636545,107.31874006817816
60,4,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41723,4,148,1.0,4024.147205417542,False,0.1976961770924737,0,0.56,42127,19,170,1.0,4766.385303520149,False,0.21892301050936777,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,297972,0.0,0.125,11,0,0,12,0,0.0,11,23,4,21.0,6.0,2,2,4,200,0.9197578169987537,108.23849788517691
61,4,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41643,2,158,1.0,4273.346340918727,False,0.1989175476629248,0,0.56,42007,21,180,1.0,5055.584439021335,False,0.21959667596425309,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,297772,0.0,0.125,9,0,0,16,0,0.0,11,27,3,42.0,0.0,4,0,3,200,0.9769657839788124,109.21546366915572
62,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41503,6,168,1.0,4582.545476419912,False,0.19931736056002725,0,0.56,41947,17,190,1.0,5284.78357452252,False,0.22109189909248708,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,297572,0.0,0.125,10,0,0,13,0,0.0,8,21,3,39.0,0.0,3,0,3,200,0.883801123010926,110.09926479216665
63,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,41393,7,178,1.0,4861.744611921097,False,0.200127952293804,0,0.56,41857,16,200,1.0,5543.982710023705,False,0.22217634338404674,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,80957,0,17,0.0,594.9999999999998,False,0.1163172500961697,0,0.2,80131,0,59,0.0,2064.999999999999,False,0.11506704401824476,0.3333333333333333,297372,0.0,0.125,11,0,0,11,0,0.0,12,23,4,36.0,3.0,2,1,4,200,0.8601805730140768,110.95944536518073
64,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,7,35.0,0,1.5140000000000002,41283,8,188,1.0,5140.943747422283,False,0.20093854402758077,0,0.56,41767,15,210,1.0,5803.18184552489,False,0.2232607876756064,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,81167,0,11,0.0,384.99999999999983,False,0.11775979557069846,0,0.2,80166,0,58,0.0,2029.999999999999,False,0.11530746826399955,0.3333333333333333,297417,0.0,0.125,16,0,0,14,0,0.0,11,25,3,42.0,0.0,4,0,3,445,0.9764159959740937,111.93586136115482
