index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
101,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37483,18,558,1.0,15201.311760966137,False,0.2346274477073905,0,0.56,38167,5,580,1.0,15663.549859068746,False,0.259688216933245,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,287700,0.0,0.125,11,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.6720618410035968,143.6020438352134
102,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37373,19,568,1.0,15480.510896467324,False,0.23543803944116726,0,0.56,38077,4,590,1.0,15922.74899456993,False,0.2607726612248047,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.144,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,287500,0.0,0.125,11,0,0,1,0,0.0,0,1,4,18.0,6.0,1,2,4,200,0.5476080090156756,144.14965184422908
103,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37283,18,578,1.0,15739.710031968509,False,0.2365224837327269,0,0.56,37967,5,600,1.0,16201.948130071116,False,0.2615832529585814,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.144,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,287300,0.0,0.125,11,0,0,2,0,0.0,0,2,5,36.0,6.0,2,2,5,200,0.6528032940113917,144.80245513824048
104,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37173,19,588,1.0,16018.909167469694,False,0.2373330754665037,0,0.56,37877,4,610,1.0,16461.1472655723,False,0.2626676972501411,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,287100,0.0,0.125,8,0,0,4,0,0.0,0,4,3,27.0,3.0,4,1,3,200,0.832544710021466,145.63499984826194
105,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37123,14,598,1.0,16238.108302970879,False,0.23896522487362912,0,0.56,37727,9,620,1.0,16780.346401073486,False,0.2629305838683521,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,286900,0.0,0.125,12,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.6796004680218175,146.31460031628376
106,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37003,16,608,1.0,16527.307438472064,False,0.23963889032851446,0,0.56,37647,7,630,1.0,17029.54553657467,False,0.2641519544388032,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.144,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,286700,0.0,0.125,11,0,0,2,0,0.0,0,2,4,36.0,3.0,2,1,4,200,0.5885506930062547,146.90315100929
107,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,7,35.0,0,1.5140000000000002,36883,18,618,1.0,16816.50657397325,False,0.24031255578339977,0,0.56,37567,5,640,1.0,17278.744672075856,False,0.2653733250092543,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,6,2.204,78962,0,0,0.0,0.0,False,0.08482167390229159,1,1.6140000000000003,79986,0,0,0.0,0.0,False,0.0988899269110293,0.3333333333333333,286432,0.0,0.125,11,0,0,2,4,4.0,0,2,5,36.0,6.0,2,2,5,200,0.6115247230045497,147.51467573229456
108,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,8,35.0,0,1.5140000000000002,36793,17,628,1.0,17075.705709474434,False,0.24139700007495943,0,0.56,37457,6,650,1.0,17557.94380757704,False,0.26618391674303105,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1980000000000004,78962,0,0,0.0,0.0,False,0.08482167390229159,8,1.6930000000000003,79900,0,0,0.0,0.0,False,0.09770841347474858,0.3333333333333333,286146,0.0,0.125,9,0,0,3,3,3.0,0,3,5,39.0,6.0,3,2,5,200,0.6901640529977158,148.20483978529228
109,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,18,35.0,0,1.5140000000000002,36683,18,638,1.0,17354.90484497562,False,0.24220759180873622,0,0.56,37367,5,660,1.0,17817.142943078226,False,0.26726836103459073,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,10,2.2980000000000005,78823,0,0,0.0,0.0,False,0.08291201846458207,8,1.7650000000000003,79802,0,0,0.0,0.0,False,0.09636203769852174,0.3333333333333333,285709,0.0,0.125,10,0,0,2,11,11.0,0,2,5,21.0,9.0,2,3,5,200,0.6252090300549753,148.83004881534725
110,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,35.0,18,35.0,0,1.5140000000000002,36553,21,648,1.0,17654.103980476804,False,0.24274433098473008,0,0.56,37297,2,670,1.0,18056.34207857941,False,0.26862665788393325,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,4,2.3280000000000003,78789,0,0,0.0,0.0,False,0.08244490850140133,14,1.8970000000000002,79569,0,0,0.0,0.0,False,0.09316096059790076,0.3333333333333333,285242,0.0,0.125,10,0,0,3,8,8.0,0,3,4,24.0,6.0,3,2,4,200,0.7329069470288232,149.56295576237608
111,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,35.0,17,35.0,0,1.5140000000000002,36453,21,658,1.0,17923.30311597799,False,0.2436918489973983,0,0.56,37197,2,680,1.0,18325.541214080597,False,0.2695741758966015,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,2.4040000000000004,78700,0,0,0.0,0.0,False,0.08122217948013409,9,1.9730000000000003,79453,0,0,0.0,0.0,False,0.09156729131175469,0.3333333333333333,284837,0.0,0.125,11,0,0,2,8,8.0,0,2,5,36.0,6.0,2,2,5,200,0.605255969974678,150.16821173235076
112,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,35.0,17,35.0,0,1.5140000000000002,36353,21,668,1.0,18192.502251479174,False,0.24463936701006653,0,0.56,37097,2,690,1.0,18594.74034958178,False,0.2705216939092697,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,14,2.536000000000001,78470,0,0,0.0,0.0,False,0.07806231796449964,3,1.994,79429,0,0,0.0,0.0,False,0.0912375666318624,0.3333333333333333,284383,0.0,0.125,11,0,0,2,8,8.0,0,2,5,21.0,9.0,2,3,5,200,0.6080296760192141,150.77624140836997
113,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,35.0,17,35.0,0,1.5140000000000002,36223,24,678,1.0,18491.70138698036,False,0.2451761061860604,0,0.56,37027,0,699,0.9,18817.01957153285,False,0.2716483126784539,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,6,2.5820000000000003,78406,0,0,0.0,0.0,False,0.07718305215145353,11,2.1010000000000004,79267,0,0,0.0,0.0,False,0.08901192504258944,0.31666666666666665,283957,0.0,0.125,9,0,0,4,10,10.0,0,4,4,42.0,3.0,4,1,4,200,0.7406684930319898,151.51690990140196
114,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,15,35.0,0,1.5140000000000002,36153,21,688,1.0,18730.900522481545,False,0.24653440303540294,0,0.56,36897,3,709,1.0,19116.218707034033,False,0.27218505185444775,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,7,2.646000000000001,78327,0,0,0.0,0.0,False,0.07609770841347475,8,2.1700000000000004,79172,0,0,0.0,0.0,False,0.08770676485134912,0.3333333333333333,283583,0.0,0.125,9,0,0,3,9,9.0,0,3,3,24.0,3.0,3,1,3,200,0.6635249929968268,152.1804348943988
115,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,18,35.0,0,1.5140000000000002,36043,22,698,1.0,19010.09965798273,False,0.24734499476917973,0,0.56,36807,2,719,1.0,19375.417842535222,False,0.27326949614600743,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,2.7290000000000005,78225,0,0,0.0,0.0,False,0.07469637852393252,9,2.2520000000000007,79063,0,0,0.0,0.0,False,0.08620926526350497,0.3333333333333333,283172,0.0,0.125,11,0,0,2,6,6.0,0,2,3,21.0,3.0,2,1,3,200,0.5870659180218354,152.76750081242062
116,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,35913,25,708,1.0,19309.298793483915,False,0.2478817339451736,0,0.56,36737,0,728,0.9,19597.69706448629,False,0.27439611491519184,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,2.8100000000000005,78110,0,0,0.0,0.0,False,0.0731164477661153,11,2.3530000000000006,78905,0,0,0.0,0.0,False,0.08403857778754739,0.31666666666666665,282699,0.0,0.125,9,0,0,2,10,10.0,0,2,4,36.0,3.0,2,1,4,200,0.5578746779938228,153.32537549041444
117,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,17,35.0,0,1.5140000000000002,35823,24,718,1.0,19568.497928985103,False,0.24896617823673325,0,0.56,36627,1,738,1.0,19876.896199987474,False,0.27520670664896857,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,7,2.871000000000001,78028,0,0,0.0,0.0,False,0.07198988844314996,10,2.4420000000000006,78770,0,0,0.0,0.0,False,0.08218387646315327,0.3333333333333333,282282,0.0,0.125,11,0,0,2,10,10.0,0,2,5,36.0,6.0,2,2,5,200,0.5860629699891433,153.9114384604036
118,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,15,35.0,0,1.5140000000000002,35703,26,728,1.0,19857.69706448629,False,0.2496398436916186,0,0.56,36547,0,747,0.9,20109.17542193854,False,0.2761963991392613,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,2.9440000000000004,77936,0,0,0.0,0.0,False,0.07072594383689619,7,2.5020000000000007,78693,0,0,0.0,0.0,False,0.08112600978183217,0.31666666666666665,281913,0.0,0.125,10,0,0,3,7,7.0,0,3,4,24.0,6.0,3,2,4,200,0.658206321997568,154.56964478240116
119,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,35573,29,738,1.0,20156.896199987474,False,0.25017658286761246,0,0.56,36477,0,754,0.7,20297.61481678937,False,0.27685966174812915,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,10,3.036000000000001,77795,0,0,0.0,0.0,False,0.06878881134252898,10,2.595000000000001,78556,0,0,0.0,0.0,False,0.07924383140078035,0.2833333333333333,281435,0.0,0.125,9,0,0,2,11,11.0,0,2,2,6.0,6.0,2,2,2,200,0.5754506750381552,155.1450954574393
120,2,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,35463,30,748,1.0,20436.09533548866,False,0.25098717460138925,0,0.56,36387,0,763,0.9,20539.894038740436,False,0.2777124279595305,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,3.1060000000000008,77701,0,0,0.0,0.0,False,0.06749738967961752,12,2.7050000000000005,78371,0,0,0.0,0.0,False,0.07670220365994394,0.31666666666666665,280956,0.0,0.125,10,0,0,2,10,10.0,0,2,3,36.0,0.0,2,0,3,200,0.5152900890097953,155.6603855464491
121,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,35363,30,758,1.0,20705.294470989844,False,0.25193469261405743,0,0.56,36287,0,773,1.0,20809.09317424162,False,0.2786599459721989,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,5,3.148000000000001,77653,0,0,0.0,0.0,False,0.06683794031983294,15,2.843000000000001,78100,0,0,0.0,0.0,False,0.07297906248282685,0.3333333333333333,280437,0.0,0.125,11,0,0,1,12,12.0,0,1,2,3.0,6.0,1,2,2,200,0.4596183220273815,156.1200038684765
122,2,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,35253,31,768,1.0,20984.49360649103,False,0.2527452843478342,0,0.56,36197,0,782,0.9,21051.372396192688,False,0.2795127121836002,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,3.233000000000001,77537,0,0,0.0,0.0,False,0.06524427103368687,11,2.9380000000000006,77938,0,0,0.0,0.0,False,0.07075342089355388,0.31666666666666665,279959,0.0,0.125,11,0,0,2,12,12.0,0,2,3,36.0,0.0,2,0,3,200,0.4898754400201142,156.6098793084966
123,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,35163,30,778,1.0,21243.692741992214,False,0.2538297286393939,0,0.56,36087,1,792,1.0,21330.571531693873,False,0.2803233039173769,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,3.334000000000001,77380,0,0,0.0,0.0,False,0.06308732208605815,9,3.0170000000000012,77828,0,0,0.0,0.0,False,0.06924218277738088,0.3333333333333333,279492,0.0,0.125,10,0,0,1,10,10.0,0,1,2,3.0,6.0,1,2,2,200,0.3928460759925656,157.00272538448917
124,2,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,35103,26,788,1.0,21472.8918774934,False,0.2553249517676279,0,0.56,35947,5,802,1.0,21639.77066719506,False,0.28072311681447937,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,3.4130000000000016,77265,0,0,0.0,0.0,False,0.06150739132824092,11,3.1180000000000003,77664,0,0,0.0,0.0,False,0.06698906413145024,0.3333333333333333,279013,0.0,0.125,10,0,0,2,12,12.0,0,2,3,36.0,0.0,2,0,3,200,0.4198193890042603,157.42254477349343
125,3,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,35013,25,798,1.0,21732.091012994584,False,0.25640939605918756,0,0.56,35837,6,812,1.0,21918.969802696243,False,0.28153370854825616,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,3.5140000000000007,77104,0,0,0.0,0.0,False,0.05929548826729681,9,3.1970000000000014,77550,0,0,0.0,0.0,False,0.06542287190196186,0.3333333333333333,278538,0.0,0.125,10,0,0,1,11,11.0,0,1,0,3.0,6.0,1,2,0,200,0.22882464597932994,157.65136941947276
126,0,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,34933,23,808,1.0,21981.29014849577,False,0.25763076662963863,0,0.56,35717,8,822,1.0,22208.16893819743,False,0.2822073740031415,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,6,3.563000000000001,77042,0,0,0.0,0.0,False,0.058443699510908394,14,3.3280000000000003,77315,0,0,0.0,0.0,False,0.06219431774468319,0.3333333333333333,278041,0.0,0.125,10,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,200,0.1450797599973157,157.79644917947007
127,0,0,0,0,10.0,19,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,34833,23,818,1.0,22250.489283996954,False,0.25857828464230687,0,0.56,35627,7,832,1.0,22467.368073698613,False,0.2832918182947011,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,7,3.627000000000001,76962,0,0,0.0,0.0,False,0.05734461724460076,13,3.4440000000000004,77104,0,0,0.0,0.0,False,0.05929548826729681,0.3333333333333333,277560,0.0,0.125,9,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,190,0.14152403501793742,157.937973214488
128,0,0,0,0,10.0,0,,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,20,35.0,0,1.5140000000000002,34833,13,828,1.0,22419.68841949814,False,0.2608950654438895,0,0.56,35627,0,839,0.7,22585.807468549443,False,0.2849135648558089,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,13,3.7500000000000004,76755,0,0,0.0,0.0,False,0.05450074188052976,7,3.5010000000000012,77026,0,0,0.0,0.0,False,0.058223883057646864,0.2833333333333333,277275,0.0,0.125,0,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,0,0.13443449401529506,158.0724077085033
129,0,0,0,0,10.0,0,,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,15,35.0,0,1.5140000000000002,34833,3,838,1.0,22588.887554999324,False,0.26321184624547217,0,0.56,35627,0,839,0.0,22585.807468549443,False,0.2849135648558089,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,10,3.8370000000000006,76621,0,0,0.0,0.0,False,0.052659779084464474,5,3.5440000000000005,76978,0,0,0.0,0.0,False,0.05756443369786229,0.16666666666666666,277093,0.0,0.125,0,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,0,0.13180562597699463,158.2042133344803
130,0,0,0,0,10.0,0,,26.919913550118526,0,,13.252955836405508,0,,34.99999999999999,6,35.0,0,1.5140000000000002,34833,0,841,0.3,22639.64729564968,False,0.26390688048594707,0,0.56,35627,0,839,0.0,22585.807468549443,False,0.2849135648558089,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,6,3.887000000000001,76557,0,0,0.0,0.0,False,0.05178051327141837,0,3.5390000000000006,76978,0,0,0.0,0.0,False,0.05756443369786229,0.049999999999999996,277029,0.0,0.125,0,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,0,0.12858626496745273,158.33279959944775
