index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,14,0,0,0,10.000000000000002,20,10.0,17.66867838841944,0,,35.033214558618155,5,41.0,40.0,20,40.0,0,0.281,39653,114,0,0.0,1140.0000000000002,False,-0.01712931287264197,0,0.263,39765,106,0,0.0,1060.0000000000002,False,-0.01536995406118659,3,0.4730000000000001,53587,0,0,0.0,0.0,False,0.009513582758750612,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,4,0.645,82511,0,5,0.5,200.0,False,-0.009614808243319386,11,0.9400000000000002,81634,11,0,0.0,385.3653601447997,False,-0.019017626987731004,0.08333333333333333,350401,0.0,0.0,15,0,0,12,10,9.6,16,28,16,111.0,66.0,7,7,16,400,0.9720559678971767,17.5404133182019
11,16,0,0,0,10.000000000000002,20,10.0,17.19476446479535,2,11.0,35.589588634098135,5,41.0,40.0,20,40.0,1,0.29100000000000004,39509,127,0,0.0,1270.0000000000002,False,-0.01905972045743329,1,0.273,39681,113,0,0.0,1130.0000000000002,False,-0.01656729547453817,5,0.52,53610,0,2,0.2,71.17917726819627,False,0.01061733899691223,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,8,0.7210000000000001,82394,0,5,0.5,200.0,False,-0.011017467301259996,7,0.9990000000000001,81542,11,0,0.0,391.48547497507946,False,-0.020083886954221277,0.11666666666666665,349987,0.0,0.0,12,0,0,8,12,12.0,27,35,14,147.0,66.0,9,7,14,400,1.0173200136050582,18.557733331806958
12,14,0,0,0,10.000000000000002,20,10.0,17.19476446479535,0,,35.589588634098135,0,,40.00000000000001,20,40.0,0,0.29000000000000004,39369,141,0,0.0,1410.0000000000002,False,-0.02077020819079269,0,0.272,39621,119,0,0.0,1190.0000000000002,False,-0.01730036164597791,0,0.5150000000000001,53610,0,2,0.0,71.17917726819627,False,0.01061733899691223,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,7,0.7830000000000001,82506,0,0,0.0,0.0,False,-0.010873604833778907,8,1.072,81432,11,0,0.0,391.48547497507946,False,-0.021402626239464585,0.0,349789,0.0,0.0,15,0,0,13,7,7.0,17,30,12,111.0,66.0,7,7,12,400,0.9270582040771842,19.484791535884142
13,12,0,0,0,10.000000000000002,20,10.0,16.959478799150762,1,11.0,32.728069928997854,7,13.0,40.00000000000001,20,40.0,1,0.30000000000000004,39255,151,0,0.0,1510.0000000000002,False,-0.02233408268986414,0,0.272,39521,129,0,0.0,1290.0000000000002,False,-0.01852213859837748,5,0.5650000000000001,53530,0,1,0.1,32.728069928997854,False,0.008748050845192331,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,6,0.8360000000000001,82341,0,7,0.7,280.00000000000006,False,-0.011173318307697841,14,1.204,81152,11,0,0.0,360.0087692189764,False,-0.024948097003950315,0.13333333333333333,349050,0.0,0.0,13,0,0,12,15,14.714285714285715,20,32,15,90.0,51.0,5,7,15,200,0.8499606624245644,20.334752198308706
14,15,0,0,0,10.000000000000002,20,10.0,16.959478799150762,0,,34.644824557771564,15,41.0,40.00000000000001,20,40.0,0,0.29900000000000004,39145,162,0,0.0,1620.0000000000002,False,-0.023678037337503666,0,0.272,39431,138,0,0.0,1380.0000000000002,False,-0.019621737855537093,14,0.7000000000000002,53602,0,0,0.0,0.0,False,0.009796164424852115,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,1,0.8400000000000001,82408,0,5,0.5,200.00000000000003,False,-0.010849627755865393,12,1.3100000000000003,80524,21,0,0.0,727.5413157132028,False,-0.030273810343032868,0.08333333333333333,348361,0.0,0.0,16,0,0,12,11,10.3,20,32,18,108.0,72.0,6,9,18,440,0.8977075442671776,21.232459742575884
15,18,0,0,0,10.000000000000002,20,10.0,16.495630781831398,2,11.0,34.644824557771564,0,,40.00000000000001,20,40.0,1,0.30900000000000005,38981,177,0,0.0,1770.0000000000002,False,-0.0258528003127749,1,0.28200000000000003,39367,143,0,0.0,1430.0000000000002,False,-0.02057472387840876,0,0.686,53580,0,2,0.2,69.28964911554313,False,0.010034377464258512,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,8,0.9190000000000003,82494,0,0,0.0,0.0,False,-0.011017467301259996,7,1.3680000000000003,80434,21,0,0.0,727.5413157132028,False,-0.031352778849141026,0.03333333333333333,348107,0.0,0.0,16,0,0,8,11,11.0,20,28,16,126.0,78.0,7,11,16,400,0.9445227338001132,22.176982476375997
16,16,0,0,0,10.000000000000002,20,10.0,16.495630781831398,0,,35.068088414261695,5,40.0,40.00000000000001,20,40.0,0,0.30800000000000005,38891,186,0,0.0,1860.0000000000002,False,-0.02695239956993451,0,0.281,39257,154,0,0.0,1540.0000000000002,False,-0.021918678526048285,3,0.716,53684,0,0,0.0,0.0,False,0.011340944199540334,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,11,1.0210000000000004,82306,0,0,0.0,0.0,False,-0.013271312625130375,9,1.451,80098,26,0,0.0,911.7702987708041,False,-0.03427660976843656,0.0,347487,0.0,0.0,13,0,0,12,13,12.6,16,28,15,108.0,75.0,6,10,15,200,0.9016392389312387,23.078621715307236
17,15,0,0,0,10.000000000000002,20,10.0,16.267844348474267,1,11.0,35.954315568299904,10,41.0,40.00000000000001,20,40.0,1,0.31800000000000006,38827,191,0,0.0,1910.0000000000002,False,-0.027905385592806177,0,0.281,39107,169,0,0.0,1690.0000000000002,False,-0.02375134395464764,10,0.8130000000000002,53728,0,1,0.1,35.954315568299904,False,0.012508518099999113,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,13,1.1400000000000001,81857,0,5,0.5,200.00000000000003,False,-0.017455312721038688,7,1.512,79801,31,0,0.0,1114.583782617297,False,-0.03662148716256882,0.09999999999999999,346571,0.0,0.0,9,0,0,7,14,14.0,19,26,15,72.0,78.0,4,11,15,200,0.8673345111310482,23.945956226438284
18,15,0,0,0,10.000000000000002,20,10.0,16.035919859718966,1,11.0,36.34101142906354,5,41.0,40.00000000000001,20,40.0,0,0.31700000000000006,38697,204,0,0.0,2040.0000000000005,False,-0.029493695630925618,1,0.29100000000000004,39023,176,0,0.0,1760.0000000000002,False,-0.02494868536799922,4,0.8430000000000002,53794,0,1,0.1,36.34101142906354,False,0.01375551986953261,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,4,1.1670000000000003,82015,0,0,0.0,0.0,False,-0.01675997746154676,11,1.6150000000000002,79432,36,0,0.0,1308.2764114462875,False,-0.03988421222443578,0.016666666666666666,346212,0.0,0.0,11,0,0,12,8,7.8,19,31,12,126.0,69.0,7,8,12,400,0.8916901648044586,24.837646391242743
19,12,0,0,0,10.000000000000002,20,10.0,15.58713077875476,2,11.0,36.62814003263743,5,40.0,40.00000000000001,20,40.0,1,0.32700000000000007,38553,217,0,0.0,2170.0000000000005,False,-0.03142410321571694,1,0.30000000000000004,38939,183,0,0.0,1830.0000000000002,False,-0.026146026781350796,4,0.8790000000000002,53844,0,2,0.2,73.25628006527486,False,0.015045178027064555,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,8,1.2430000000000003,81903,0,0,0.0,0.0,False,-0.018102693824703583,12,1.724,79012,41,0,0.0,1501.7537413381347,False,-0.04375964333294498,0.03333333333333333,345502,0.0,0.0,12,0,0,9,16,15.8,18,27,13,90.0,66.0,5,7,13,200,0.7968396143987775,25.63448600564152
20,13,0,0,0,10.000000000000002,20,10.0,15.37073658678954,1,11.0,36.97875721185882,5,41.0,40.00000000000001,20,40.0,0,0.32600000000000007,38443,228,0,0.0,2280.0000000000005,False,-0.032768057863356466,1,0.30900000000000005,38835,192,0,0.0,1920.0000000000005,False,-0.02758772358518229,3,0.905,53942,0,1,0.1,36.97875721185882,False,0.016549666150595926,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,10,1.3350000000000002,81745,0,0,0.0,0.0,False,-0.019996882979871244,10,1.8120000000000005,78651,46,0,0.0,1701.0228317455058,False,-0.04689303326972112,0.016666666666666666,344867,0.0,0.0,12,0,0,9,12,11.6,19,28,12,126.0,48.0,7,6,12,200,0.8239922532811761,26.458478258922696
21,12,0,0,0,10.000000000000002,20,10.0,14.95602083205047,2,11.0,36.97875721185882,0,,40.00000000000001,20,40.0,0,0.32600000000000007,38303,242,0,0.0,2420.0000000000005,False,-0.034478545596715864,2,0.32800000000000007,38747,198,0,0.0,1980.0000000000005,False,-0.02900498484996579,0,0.9020000000000001,53920,0,3,0.2,110.93627163557646,False,0.01683184762853305,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,9,1.4150000000000005,81609,0,0,0.0,0.0,False,-0.021627324277990242,11,1.9120000000000001,78469,46,0,0.0,1701.0228317455058,False,-0.04907494735985096,0.03333333333333333,344299,0.0,0.0,9,0,0,8,12,12.0,20,28,10,90.0,51.0,5,7,10,200,1.5487198261544108,28.007198085077107
22,10,0,0,0,10.000000000000002,20,10.0,14.757926661289948,1,11.0,37.22595153006954,5,40.0,40.00000000000001,20,40.0,1,0.336,38169,254,0,0.0,2540.0000000000005,False,-0.03628677548626723,0,0.32600000000000007,38667,206,0,0.0,2060.0000000000005,False,-0.029982406411885446,2,0.9220000000000002,54045,0,1,0.1,37.22595153006954,False,0.018492388677235867,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,10,1.5060000000000002,81449,0,0,0.0,0.0,False,-0.023545490511071417,10,2.0010000000000003,78111,51,0,0.0,1898.5235280335464,False,-0.05218297191065213,0.016666666666666666,343692,0.0,0.0,9,0,0,3,13,12.4,22,25,11,54.0,66.0,3,7,11,200,0.7481490522623062,28.755347137339413
23,11,0,0,0,10.000000000000002,20,10.0,13.128545736783499,10,10.2,34.02263656606102,8,12.0,40.00000000000001,20,40.0,10,0.43500000000000005,37913,263,0,0.0,2630.0000000000005,False,-0.04144267422539341,0,0.32600000000000007,38557,217,0,0.0,2170.0000000000005,False,-0.03132636105952497,7,0.9900000000000002,53815,0,10,1.0,340.22636566061016,False,0.017013548525494596,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,10,1.5960000000000005,81287,0,0,0.0,0.0,False,-0.025487633822066105,10,2.091,77859,59,0,0.0,2007.3355573976,False,-0.05455183510125759,0.16666666666666666,342682,0.0,0.0,10,0,0,5,16,15.875,23,28,12,108.0,45.0,6,5,12,200,0.7396278381347656,29.49497497547418
24,12,0,0,0,10.000000000000002,20,10.0,12.97189696320702,2,11.0,34.50702853741578,5,40.0,40.00000000000001,20,40.0,1,0.43500000000000005,37769,276,0,0.0,2760.0000000000005,False,-0.04337308181018473,1,0.336,38473,224,0,0.0,2240.0000000000005,False,-0.03252370247287655,0,0.9830000000000003,53993,0,7,0.2,241.54919976191044,False,0.01943737236503815,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,13,1.7160000000000002,80857,0,5,0.5,200.00000000000003,False,-0.029443851677796028,7,2.1510000000000007,77773,59,0,0.0,2035.914683707531,False,-0.05541153846698042,0.11666666666666665,342116,0.0,0.0,12,0,0,3,11,11.0,21,24,11,72.0,84.0,4,8,11,400,0.7855831272900105,30.28055810276419
25,11,0,0,0,10.000000000000002,20,10.0,11.867482528993293,15,10.066666666666666,31.92467324403094,8,14.0,40.00000000000001,20,40.0,1,0.4440000000000001,37655,286,0,0.0,2860.0000000000005,False,-0.04493695630925618,14,0.4750000000000001,38163,234,0,0.0,2340.0000000000005,False,-0.038876942625354315,1,0.9930000000000001,53922,5,10,1.0,378.58414508527585,False,0.01939060458427786,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,6,1.7630000000000003,80985,0,0,0.0,0.0,False,-0.02910817258700682,9,2.2340000000000004,77525,67,0,0.0,2138.953107350073,False,-0.057767056050315485,0.16666666666666666,341501,0.0,0.0,15,0,0,2,12,11.125,23,25,12,72.0,81.0,4,7,12,400,0.8016174184158444,31.082175521180034
26,12,0,0,0,10.000000000000002,20,10.0,11.861767045275418,13,11.846153846153847,32.65447426606514,5,41.0,40.00000000000001,20,40.0,0,0.44300000000000006,37595,292,0,0.0,2920.0000000000005,False,-0.045670022480695925,13,0.591,37830,248,0,0.0,2480.0000000000005,False,-0.045303489394976054,0,0.9920000000000002,53973,8,15,1.0,584.7112503531804,False,0.02229297361019915,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,12,1.8770000000000002,80769,0,0,0.0,0.0,False,-0.03169769700166641,8,2.3050000000000006,77208,72,0,0.0,2351.1221471566896,False,-0.06029562450003787,0.16666666666666666,340626,0.0,0.0,11,0,0,4,15,15.0,22,26,13,90.0,96.0,5,7,13,405,0.8820229340344667,31.9641984552145
27,13,0,0,0,10.000000000000002,20,10.0,11.91209849305626,25,12.0,32.65447426606514,0,,40.00000000000001,20,40.0,11,0.5530000000000002,37372,300,0,0.0,3000.0000000000005,False,-0.05014172612647835,14,0.7180000000000002,37528,260,0,0.0,2600.0000000000005,False,-0.05121688984458997,0,0.9920000000000002,53673,23,25,1.0,1090.3401219919224,False,0.021404055254058984,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,9,1.9550000000000005,80635,0,0,0.0,0.0,False,-0.03330416122187189,11,2.4070000000000005,77018,72,0,0.0,2351.1221471566896,False,-0.06257344690182176,0.16666666666666666,339477,0.0,0.0,10,0,0,2,14,14.0,29,31,12,108.0,111.0,6,7,12,200,0.9061109255999327,32.87030938081443
28,12,0,0,0,10.000000000000002,20,10.0,11.928334629730362,14,12.0,31.34328104796617,4,13.0,40.00000000000001,20,40.0,14,0.6820000000000002,37070,312,0,0.0,3120.0000000000005,False,-0.05605512657609227,0,0.704,37448,268,0,0.0,2680.0000000000005,False,-0.052194311406509625,0,0.9920000000000002,53557,27,31,1.0,1293.706747489671,False,0.021134346364960588,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,7,2.0160000000000005,80545,0,0,0.0,0.0,False,-0.03438312972798005,13,2.5260000000000007,76722,76,0,0.0,2382.089359645429,False,-0.0659364286163701,0.16666666666666666,338593,0.0,0.0,10,0,0,8,13,13.0,27,35,3,180.0,36.0,10,2,3,252,0.8028284637257457,33.67313784454018
29,3,0,0,0,10.000000000000002,20,10.0,11.660563364683078,11,10.0,32.16215860707451,5,41.0,40.00000000000001,20,40.0,11,0.7780000000000002,36775,325,0,0.0,3250.0000000000005,False,-0.06167530055713029,0,0.704,37378,275,0,0.0,2750.0000000000005,False,-0.053049555273189324,0,0.9920000000000002,53652,28,36,1.0,1484.3334840658085,False,0.024719617611109287,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,11,2.1190000000000007,80152,0,5,0.5,200.00000000000003,False,-0.03789577164230995,9,2.6030000000000006,76586,76,0,0.0,2444.3240541376626,False,-0.06719381838479818,0.25,337794,0.0,0.0,11,0,0,1,14,14.0,24,25,6,36.0,3.0,2,1,6,405,0.5890813264995813,34.26221917103976
30,6,0,0,0,10.000000000000002,20,10.0,11.72277817438493,16,12.0,27.32739297195526,17,12.235294117647058,40.00000000000001,20,40.0,16,0.9270000000000003,36507,331,0,0.0,3310.0000000000005,False,-0.06749095885055224,0,0.7040000000000002,37238,289,0,0.0,2890.0000000000005,False,-0.05476004300654872,0,0.992,53668,34,29,1.0,1191.0688541157901,False,0.022258664463620313,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,5,2.1580000000000004,80294,0,0,0.0,0.0,False,-0.03739225300612614,10,2.694000000000001,76214,93,0,0.0,2541.4475463918393,False,-0.07107137049145916,0.16666666666666666,337172,0.0,0.0,15,0,0,1,12,11.333333333333334,24,25,10,36.0,42.0,2,4,10,528,0.6693847943097353,34.931603965349495
31,10,0,0,0,10.000000000000002,20,10.0,11.80989040143137,36,12.0,25.995797818817273,7,14.0,40.00000000000001,20,40.0,0,0.911,36417,340,0,0.0,3400.0000000000005,False,-0.06859055810771185,36,1.0640000000000003,36318,300,0,0.0,3000.0000000000005,False,-0.07589678428306128,0,0.9920000000000002,53334,60,32,1.0,1540.4589542880349,False,0.019257553919295074,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,6,2.2130000000000005,80224,0,0,0.0,0.0,False,-0.03823145073309916,14,2.8240000000000003,75830,100,0,0.0,2599.5797818817273,False,-0.07532650916594694,0.16666666666666666,335374,0.0,0.0,14,0,0,4,15,15.0,26,30,12,108.0,42.0,6,4,12,298,0.7441696422174573,35.67577360756695
32,12,0,0,0,10.000000000000002,20,10.0,11.802111089109426,1,11.0,23.530762316167504,14,12.428571428571429,40.00000000000001,20,40.0,1,0.9210000000000003,36313,349,0,0.0,3490.0000000000005,False,-0.07003225491154334,0,1.0280000000000002,36208,311,0,0.0,3110.0000000000005,False,-0.07724073893070081,0,0.9920000000000004,53497,51,28,1.0,1260.769010397271,False,0.019693766346381737,0,0.2,53251,0,0,0.0,0.0,False,0.0031837534380769377,8,2.2870000000000004,80110,0,0,0.0,0.0,False,-0.03959814417416949,12,2.9300000000000006,75448,114,0,0.0,2682.5069040430953,False,-0.0794090435301267,0.16666666666666666,334827,0.0,0.0,15,0,0,4,12,12.0,20,24,18,90.0,66.0,5,7,18,374,0.765993082895875,36.44176669046283
