index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
101,10,0,0,0,10.0,20,10.0,17.923957947862487,0,,20.821518593960132,10,19.8,24.999999999999982,20,25.0,0,1.2710000000000001,36754,28,20,1.0,638.4791589572498,False,0.3027352442012309,0,2.441000000000001,15936,1007,0,0.0,10070.0,False,-0.2630894651767517,0,4.214000000000001,35155,365,20,1.0,6958.67502284901,False,-0.004449261436738053,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52219,21,217,1.0,5862.251890473159,False,-0.022143549615479395,10,9.075000000000001,30986,705,0,0.0,14679.170608741893,False,-0.32045629701996575,0.5,210029,0.0,0.0,16,0,0,4,4,4.0,4,8,13,126.0,36.0,8,2,13,648,0.770209358073771,125.54836470354348
102,13,0,0,0,10.0,20,10.0,16.316144957442802,36,9.11111111111111,20.89354879380172,2,27.0,24.999999999999986,20,25.0,2,1.2910000000000001,36876,27,10,1.0,433.16144957442805,False,0.3034148824508825,14,2.5810000000000013,15686,1018,0,0.0,10180.0,False,-0.26994166842364187,0,4.214000000000001,34881,391,28,1.0,6964.632044586584,False,-0.011433091393478163,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52440,13,216,1.0,5671.61613431942,False,-0.0199151036869499,9,9.155000000000001,30912,705,0,0.0,14729.951899630212,False,-0.3213181802901629,0.5,209774,0.0,0.0,17,0,0,8,6,5.142857142857142,1,9,17,107.0,43.0,9,4,17,689,1.0156746422871947,126.56403934583068
103,17,0,0,0,10.0,20,10.0,16.637973361951353,17,20.0,20.8462140553082,11,20.181818181818183,24.99999999999999,20,25.0,7,1.3590000000000002,37054,22,10,1.0,386.37973361951356,False,0.3088477709891685,0,2.567000000000001,15536,1033,0,0.0,10330.0,False,-0.2725771312109073,0,4.214000000000001,34763,398,27,1.0,7184.76117754996,False,-0.01163757598435909,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52715,3,215,1.0,5437.538642165922,False,-0.01711432257517048,9,9.236,30613,716,0,0.0,14925.88926360067,False,-0.3248826285607842,0.5,209660,0.0,0.0,16,0,0,10,5,4.411764705882353,3,13,14,190.0,28.0,13,4,14,697,1.2097466187551618,127.77378596458584
104,14,0,0,0,10.0,20,10.0,16.637973361951353,0,,21.457858177772376,13,28.46153846153846,24.999999999999993,20,25.0,0,1.3520000000000003,36954,22,20,1.0,552.7594672390271,False,0.30825707124954366,0,2.5670000000000006,15436,1043,0,0.0,10430.0,False,-0.2743341064024176,0,4.214,35133,388,24,1.0,6970.522260703661,False,-0.0048635264165787645,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53015,0,206,0.3,5149.999999999998,False,-0.014344225961453218,8,9.307000000000002,30179,729,0,0.0,15642.778611596063,False,-0.3262222857533284,0.3833333333333333,209696,0.0,0.0,19,0,0,9,3,3.0,0,9,9,108.0,45.0,9,5,9,870,0.9271433083340526,128.7009292729199
105,9,0,0,0,10.0,20,10.0,16.475657479509746,3,7.0,20.721831566243175,10,10.0,24.999999999999993,20,25.0,0,1.3520000000000003,36855,24,27,1.0,684.8427519467632,False,0.30709893091480017,0,2.567000000000001,15356,1051,0,0.0,10510.0,False,-0.2757396865556258,0,4.214000000000001,35212,381,24,1.0,6774.549457283049,False,-0.005352778399733936,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53190,0,205,1.0,5124.999999999998,False,-0.011462969201581588,9,9.389,30101,729,0,0.0,15106.215211791274,False,-0.33236214106818135,0.5,209693,0.0,0.0,15,0,0,7,4,4.0,0,7,12,83.0,21.0,7,2,12,596,0.9220539378002286,129.62298321072012
106,12,0,0,0,10.0,20,10.0,16.475657479509746,0,,19.84129726883631,67,18.0,24.999999999999993,20,25.0,0,1.3520000000000003,36695,30,37,1.0,909.5993267418606,False,0.30542552756240543,0,2.567000000000001,15316,1055,0,0.0,10550.0,False,-0.2764424766322299,43,4.644000000000001,35472,371,10,1.0,6310.881897586479,False,-0.004626975834430835,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52184,57,207,1.0,6305.953944323668,False,-0.01883052940368028,12,9.500000000000002,29977,729,0,0.0,14464.30570898167,False,-0.3402515495932404,0.5,208623,0.0,0.0,15,0,0,7,7,6.641791044776119,1,8,16,122.0,27.0,8,4,16,400,0.9920153310522437,130.61499854177237
107,16,0,0,0,10.0,20,10.0,16.74000307246026,13,20.0,19.87949858229586,1,27.0,24.999999999999993,20,25.0,0,1.3520000000000003,36885,27,34,1.0,839.1601044636488,False,0.31086443362962346,0,2.5670000000000006,15186,1068,0,0.0,10680.0,False,-0.2787265443811933,0,4.601000000000002,35239,374,19,1.0,6638.471622163759,False,-0.0064102916720725055,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52407,48,207,1.0,6129.2159319502,False,-0.016443412720525227,10,9.588000000000001,29883,729,0,0.0,14492.154466493681,False,-0.3416713552856107,0.5,208579,0.0,0.0,17,0,0,8,5,5.0,2,10,17,153.0,49.0,10,6,17,737,1.008772497996688,131.62377103976905
108,17,0,0,0,10.0,20,10.0,16.888875616555474,11,19.0,19.87949858229586,0,,24.999999999999993,20,25.0,0,1.3520000000000003,37004,26,33,1.0,817.3328953463306,False,0.31466253593622767,0,2.567000000000001,15076,1079,0,0.0,10790.0,False,-0.28065921709185465,0,4.601000000000001,35030,375,29,1.0,6909.833815094882,False,-0.008299613277309714,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52657,38,207,1.0,5930.420946127241,False,-0.013773108156818026,10,9.678,29786,729,0,0.0,14492.154466493681,False,-0.3433912439361187,0.5,208532,0.0,0.0,16,0,0,7,5,5.0,3,10,17,156.0,51.0,10,7,17,659,1.0093843499198556,132.6331553896889
109,17,0,0,0,10.0,20,10.0,17.25426816140931,20,20.0,19.87949858229586,0,,24.999999999999993,20,25.0,0,1.3520000000000003,37324,24,23,1.0,636.8481677124141,False,0.32273610527290053,0,2.567000000000001,14956,1091,0,0.0,10910.0,False,-0.282767587321667,0,4.601000000000001,34630,385,39,1.0,7418.1936868521225,False,-0.012057184440279908,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,52882,28,208,1.0,5756.625960304282,False,-0.011324438728485563,11,9.778,29680,729,0,0.0,14492.154466493681,False,-0.3452707098840965,0.5,208451,0.0,0.0,14,0,0,5,5,5.0,3,8,17,128.0,72.0,8,9,17,825,0.793213501572609,133.42636889126152
110,17,0,0,0,10.0,20,10.0,17.678411852606224,28,20.0,19.595040502499593,5,10.0,24.999999999999993,20,25.0,5,1.4020000000000001,37684,26,10,1.0,436.78411852606223,False,0.3318712509404396,0,2.567000000000001,14876,1099,0,0.0,10990.0,False,-0.28417316747487525,0,4.601000000000001,34120,403,44,1.0,7986.58175871029,False,-0.017875876018369187,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53107,23,207,1.0,5625.685931557488,False,-0.008495842731631023,9,9.857000000000001,29599,729,0,0.0,14284.784526322203,False,-0.3485453241518272,0.5,208365,0.0,0.0,16,0,0,7,5,4.454545454545455,2,9,19,110.0,69.0,9,8,19,865,0.8358072731643915,134.2621761644259
111,19,0,0,0,10.0,20,10.0,17.786938841614827,8,20.0,19.176161673524742,14,14.5,24.99999999999999,20,25.0,0,1.3970000000000002,37814,19,12,1.0,403.4432660993779,False,0.3358535959325915,0,2.567000000000001,14706,1116,0,0.0,11160.0,False,-0.28716002530044277,0,4.601000000000001,34163,401,40,1.0,7899.608942428535,False,-0.017888410049365693,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53282,18,208,1.0,5545.170910123444,False,-0.006106749143393991,11,9.958,29331,738,0,0.0,14152.007315061259,False,-0.35447430526196155,0.5,208275,0.0,0.0,18,0,0,6,5,5.0,3,9,18,132.0,61.0,9,10,18,788,0.8552968958392739,135.11747306026518
112,18,0,0,0,10.0,20,10.0,17.786938841614827,0,,18.884321419235004,11,14.818181818181818,24.999999999999993,11,25.0,0,1.3970000000000002,37754,15,22,1.0,541.3126545155262,False,0.3361675566539378,0,2.5670000000000006,14566,1130,0,0.0,11300.0,False,-0.2896197905685572,0,4.601000000000001,34326,391,39,1.0,7691.181622421563,False,-0.016373571489401936,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53282,8,218,1.0,5601.074571353878,False,-0.00561114052240396,11,10.057,29054,749,0,0.0,14144.356743007018,False,-0.35945356528478317,0.5,207961,0.0,0.0,12,0,0,6,5,5.0,1,7,18,120.0,62.0,7,11,18,363,0.728696501813829,135.846169562079
113,18,0,0,0,10.0,20,10.0,17.580846549000714,3,7.0,18.884321419235004,0,,24.999999999999993,15,25.0,0,1.3970000000000002,37674,13,32,1.0,692.5870895680229,False,0.3360142506424912,3,2.597000000000001,14419,1142,0,0.0,11420.0,False,-0.2926769274017851,0,4.601000000000001,34305,384,49,1.0,7676.37682435879,False,-0.017105460041245347,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.8,5524.999999999998,False,-0.004069221085480239,10,10.146,28964,749,0,0.0,14144.356743007018,False,-0.3610493382594813,0.4666666666666666,207748,0.0,0.0,14,0,0,4,5,5.0,2,6,16,97.0,35.0,6,12,16,325,0.6683483980596066,136.51451796013862
114,16,0,0,0,10.0,20,10.0,17.580846549000714,0,,19.219116125240085,16,22.3125,24.999999999999993,13,25.0,0,1.3970000000000002,37574,13,42,1.0,868.39555505803,False,0.3355892113827048,0,2.594000000000001,14319,1152,0,0.0,11520.0,False,-0.2944339025932954,0,4.601000000000001,34662,374,43,1.0,7401.658602711591,False,-0.011445633484789027,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999998,False,-0.004069221085480239,13,10.266,28458,765,0,0.0,14702.623835808665,False,-0.36507186443191664,0.3333333333333333,207399,0.0,0.0,13,0,0,4,7,7.0,1,5,12,78.0,31.0,5,11,12,557,0.5371913965791464,137.05170935671777
115,12,0,0,0,10.0,20,10.0,17.6535566456119,21,18.142857142857142,19.553728020363017,3,36.0,24.999999999999996,9,25.0,0,1.3970000000000002,37854,11,34,1.0,710.2209259508046,False,0.34264918346248524,3,2.6240000000000006,14172,1164,0,0.0,11640.0,False,-0.2974910394265233,0,4.601000000000002,34389,385,50,1.0,7774.305709578733,False,-0.013679159564270143,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,9,10.343,28265,768,0,0.0,15017.263119638797,False,-0.36570450611146654,0.3333333333333333,207066,0.0,0.0,12,0,0,3,6,6.0,1,4,8,55.0,23.0,4,8,8,668,0.37299112044274807,137.4247004771605
116,8,0,0,0,10.0,20,10.0,17.6535566456119,0,,21.852360072816044,22,36.0,24.999999999999996,10,25.0,0,1.3970000000000002,37784,8,44,1.0,856.7564924069236,False,0.34276401174374393,0,2.621000000000001,14042,1177,0,0.0,11770.0,False,-0.29977510717548667,0,4.601000000000001,35181,375,38,1.0,7450.473424871472,False,0.002557185879757089,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,10,10.434000000000001,27379,790,0,0.0,17263.364457524676,False,-0.3615014055433193,0.3333333333333333,206772,0.0,0.0,13,0,0,3,4,4.0,0,3,6,24.0,15.0,3,5,6,992,0.31535698752850294,137.74005746468902
117,6,0,0,0,10.0,16,10.0,17.537291734909637,13,16.23076923076923,21.852360072816044,0,,24.999999999999996,13,25.0,0,1.3970000000000002,37904,5,44,1.0,821.640836336024,False,0.34636377883786673,3,2.651000000000001,13925,1186,0,0.0,11860.0,False,-0.3023051514512615,0,4.601000000000001,34970,378,48,1.0,7678.009559291013,False,5.166025834266322e-05,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,13,10.554000000000002,27229,790,0,0.0,17263.364457524676,False,-0.3641610271678162,0.3333333333333333,206414,0.0,0.0,9,0,0,1,7,7.0,0,1,6,18.0,15.0,1,5,6,350,0.2674421323463321,138.00749959703535
118,6,0,0,0,10.0,0,,17.32103614639921,3,7.0,22.52144167284394,10,32.0,24.999999999999996,6,25.0,0,1.3970000000000002,37904,0,49,0.5,848.7307711735613,False,0.34683974227235864,3,2.6780000000000013,13898,1186,0,0.0,11860.0,False,-0.30325391805467705,0,4.601000000000001,35269,371,48,1.0,7507.1336106106155,False,0.005554843335102138,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,6,10.601,26870,800,0,0.0,18017.153338275155,False,-0.36384374423061444,0.25,206327,0.0,0.0,1,0,0,1,4,4.0,0,1,4,18.0,15.0,1,5,4,320,0.2568189585581422,138.2643185555935
119,4,0,0,0,10.0,0,,17.32103614639921,0,,22.52144167284394,0,,24.999999999999996,8,25.0,0,1.3970000000000002,37904,0,49,0.0,848.7307711735613,False,0.34683974227235864,0,2.6750000000000007,13898,1186,0,0.0,11860.0,False,-0.30325391805467705,0,4.601000000000001,35269,361,58,1.0,7559.137665875062,False,0.006224877803940872,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,8,10.675,26800,800,0,0.0,18017.153338275155,False,-0.365084900988713,0.16666666666666666,206257,0.0,0.0,0,0,0,1,5,5.0,0,1,1,18.0,9.0,1,3,1,0,0.23595088627189398,138.50026944186538
120,1,0,0,0,10.0,0,,17.32103614639921,0,,22.67275802994292,2,33.0,24.999999999999996,13,25.0,0,1.3970000000000002,37904,0,49,0.0,848.7307711735613,False,0.34683974227235864,0,2.6750000000000007,13898,1186,0,0.0,11860.0,False,-0.30325391805467705,0,4.601000000000001,35335,351,66,1.0,7576.085717362354,False,0.008143965230014582,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,2.1530000000000005,53407,0,221,0.0,5524.999999999999,False,-0.004069221085480239,13,10.797000000000002,26585,802,0,0.0,18183.551940014222,False,-0.3674218342522543,0.16666666666666666,206108,0.0,0.0,1,0,0,0,7,7.0,0,0,0,0.0,3.0,0,1,0,66,0.12958296202123165,138.62985240388662
