index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,13.0,0,,18.0,0,,25.0,0,,0,0.2,28318,4,10,1.0,170.0,False,-0.0019326727106613254,0,0.2,28398,6,0,0.0,60.0,False,-0.0010541851149061775,0,0.2,38807,0,0,0.0,0.0,False,0.0,0,0.2,38807,0,0,0.0,0.0,False,0.0,0,0.2,56399,0,0,0.0,0.0,False,0.0,0,0.2,56399,0,0,0.0,0.0,False,0.0,0.16666666666666666,247128,0.0,0.0,10,0,0,0,0,0.0,974,974,93,0.0,0.0,0,0,93,200,4.108440858311951,4.108440858311951
1,93,0,0,0,10.0,20,10.0,13.0,0,,18.0,0,,25.0,0,,0,0.2,28218,4,20,1.0,300.0,False,-0.0031625553447185324,0,0.2,28298,16,0,0.0,160.0,False,-0.0028111603064164734,0,0.2,38807,0,0,0.0,0.0,False,0.0,0,0.2,38807,0,0,0.0,0.0,False,0.0,0,0.2,56399,0,0,0.0,0.0,False,0.0,0,0.2,56399,0,0,0.0,0.0,False,0.0,0.16666666666666666,246928,0.0,0.0,10,0,0,54,0,0.0,53,107,72,1303.0,66.0,86,7,72,200,5.3663880582898855,9.474828916601837
2,72,0,0,0,10.0,20,10.0,12.192307692307692,7,7.0,18.0,0,,25.0,0,,0,0.2,28118,4,30,1.0,405.7692307692308,False,-0.004818166582872406,7,0.27,28129,26,0,0.0,260.0,False,-0.006992761262210978,0,0.2,38807,0,0,0.0,0.0,False,0.0,0,0.2,38758,0,7,0.7,126.0,False,0.00036075965676295516,0,0.2,56399,0,0,0.0,0.0,False,0.0,0,0.2,56399,0,0,0.0,0.0,False,0.0,0.2833333333333333,246610,0.0,0.0,12,0,0,18,2,2.0,43,61,22,659.0,93.0,41,31,22,200,3.1265865303575993,12.601415446959436
3,22,0,0,0,10.0,20,10.0,12.0836820083682,1,7.0,16.666666666666668,9,10.0,25.0,20,25.0,0,0.2,28038,2,40,1.0,503.347280334728,False,-0.005914904766063586,1,0.273,28000,38,0,0.0,380.0,False,-0.009417387026495186,9,0.29000000000000004,38692,0,1,0.1,16.666666666666668,False,-0.0027486450039081673,0,0.2,38758,0,7,0.0,116.66666666666667,False,0.0002405064378420326,10,0.30000000000000004,56213,0,9,0.9,225.0,False,-0.0013032145960034753,10,0.30000000000000004,56298,0,0,0.0,0.0,False,-0.0017908118938279047,0.3333333333333333,245999,0.0,0.0,12,0,0,10,13,13.0,22,32,19,170.0,27.0,12,10,19,200,1.5423210253939033,14.14373647235334
4,19,0,0,0,10.0,20,10.0,13.428571428571429,19,16.473684210526315,16.666666666666668,0,,25.0,20,25.0,0,0.2,28237,2,33,1.0,463.14285714285717,False,0.00037147475477642604,2,0.29200000000000004,27882,48,0,0.0,480.0,False,-0.011806873286949189,0,0.281,38379,9,11,1.0,304.1904761904762,False,-0.007109664800287662,0,0.2,38758,0,7,0.0,116.66666666666667,False,0.0002405064378420326,1,0.30000000000000004,56433,0,0,0.0,0.0,False,0.0006028475682192946,10,0.39,56201,0,0,0.0,0.0,False,-0.0035107005443358926,0.3333333333333333,245890,0.0,0.0,15,0,0,10,7,6.5,21,31,16,133.0,24.0,11,8,16,699,1.4127998789772391,15.556536351330578
5,16,0,0,0,10.0,20,10.0,12.998696044668828,4,7.0,16.666666666666668,0,,25.0,20,25.0,0,0.2,28168,1,40,1.0,529.9478417867531,False,-0.0008794040026222792,1,0.30000000000000004,27763,59,0,0.0,590.0,False,-0.014055801532082367,0,0.281,38351,3,21,1.0,388.99608813400647,False,-0.006738525418944927,0,0.2,38758,0,7,0.0,116.66666666666667,False,0.0002405064378420326,11,0.40900000000000003,56321,0,0,0.0,0.0,False,-0.001383003244738382,9,0.4700000000000001,56127,0,0,0.0,0.0,False,-0.004822780545754357,0.3333333333333333,245488,0.0,0.0,11,0,0,12,10,10.0,17,29,14,149.0,29.0,11,5,14,221,1.2846578946337104,16.84119424596429
6,14,0,0,0,10.0,20,10.0,15.905408087899982,58,18.603448275862068,16.043956043956047,6,11.0,24.999999999999996,20,25.0,14,0.34,28875,1,10,1.0,169.05408087899983,False,0.0176234113584757,4,0.3390000000000001,27627,69,0,0.0,690.0,False,-0.017077798861480076,0,0.281,37338,51,25,1.0,1212.2747135818004,False,-0.022234716499835,0,0.2,38758,0,7,0.0,112.30769230769234,False,0.00018434422021397983,10,0.49800000000000005,56223,0,0,0.0,0.0,False,-0.003120622706076349,10,0.5610000000000002,55965,6,0,0.0,96.26373626373629,False,-0.00684175485147137,0.3333333333333333,244786,0.0,0.0,12,0,0,15,16,15.285714285714285,15,30,15,153.0,57.0,10,4,15,851,1.292401005513966,18.133595251478255
7,15,0,0,0,10.0,20,10.0,15.905408087899982,0,,17.910184913413563,19,22.736842105263158,24.999999999999996,20,25.0,0,0.32600000000000007,28775,1,20,1.0,328.10816175799965,False,0.01690400171758378,0,0.3350000000000001,27527,79,0,0.0,790.0,False,-0.01883477405299037,0,0.281,37770,41,16,1.0,938.6846902185162,False,-0.014627712909803378,0,0.2,38758,0,7,0.0,125.37129439389494,False,0.00035265924181060237,13,0.6180000000000001,55997,0,8,0.8,199.99999999999997,False,-0.005354704870653735,7,0.6210000000000001,55558,17,0,0.0,304.47314352803056,False,-0.012212334052660274,0.4666666666666666,244385,0.0,0.0,13,0,0,14,10,10.0,19,33,13,143.0,14.0,11,4,13,632,1.36574403103441,19.499339282512665
8,13,0,0,0,10.0,20,10.0,16.306772922834927,15,19.0,18.006446034116816,15,18.4,25.0,20,25.0,0,0.32600000000000007,28980,0,14,0.9,228.294820919689,False,0.02235390436642932,0,0.3350000000000001,27407,91,0,0.0,910.0,False,-0.020943144282802726,0,0.281,37575,46,17,1.0,1056.2211370303926,False,-0.01813820783582344,0,0.2,38944,0,1,0.0,18.006446034116816,False,0.003762290901565744,0,0.6050000000000001,56107,0,9,0.9,225.0,False,-0.003182680543981276,12,0.7340000000000002,55241,23,0,0.0,414.1482587846868,False,-0.016860686725077713,0.4666666666666666,244254,0.0,0.0,18,0,0,12,6,6.0,17,29,14,124.0,57.0,9,4,14,961,1.364535465836525,20.86387474834919
9,14,0,0,0,10.000000000000002,20,10.0,16.716825447592015,13,20.0,20.665844358204783,20,29.8,24.999999999999996,20,25.0,0,0.32600000000000007,29140,0,11,1.0,183.88507992351217,False,0.027195956847345475,0,0.3350000000000001,27307,101,0,0.0,1010.0000000000002,False,-0.022700119474313024,3,0.31100000000000005,37843,49,10,1.0,1025.7828905140566,False,-0.011624411955136145,0,0.2,38944,0,1,0.0,20.665844358204783,False,0.00379655531680107,0,0.6050000000000001,56257,0,3,0.0,74.99999999999999,False,-0.0018528697317328321,14,0.8620000000000001,54473,43,0,0.0,888.6313074028056,False,-0.026271464853961948,0.3333333333333333,243964,0.0,0.0,16,0,0,12,10,9.5,18,30,17,107.0,27.0,10,4,17,1060,1.3601410016417503,22.22401574999094
10,17,0,0,0,10.000000000000002,20,10.0,16.625483519993047,1,7.0,21.963498520100273,16,28.4375,24.999999999999996,20,25.0,0,0.32600000000000007,29040,0,21,1.0,349.13515391985396,False,0.026585409268392916,1,0.34500000000000003,27198,111,0,0.0,1110.0000000000002,False,-0.024773350200295172,5,0.35800000000000004,38146,40,10,1.0,884.6543260007247,False,-0.005634881258526412,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,5,0.655,55877,5,10,1.0,359.81749260050134,False,-0.006065555305940697,12,0.9680000000000002,54313,44,0,0.0,966.393934884412,False,-0.028418997367999306,0.5,243553,0.0,0.0,12,0,0,14,11,10.333333333333332,18,32,19,171.0,81.0,10,7,19,310,1.481033818796277,23.705049568787217
11,19,0,0,0,10.000000000000002,20,10.0,15.05876296961901,17,6.235294117647059,21.963498520100273,0,,24.999999999999996,20,25.0,0,0.32600000000000007,28960,0,29,0.8,436.7041261189513,False,0.025312814078975183,17,0.514,26884,123,0,0.0,1230.0000000000002,False,-0.033698784173167476,0,0.35300000000000004,38040,47,20,1.0,1147.0318299740989,False,-0.004985803721311815,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,1,0.6600000000000001,56122,0,5,0.5,124.99999999999999,False,-0.0038032589230305503,9,1.0460000000000003,54235,44,0,0.0,966.393934884412,False,-0.02980200061273769,0.3833333333333333,243220,0.0,0.0,15,0,0,14,7,7.0,18,32,12,191.0,31.0,13,6,12,450,1.4051510887220502,25.110200657509267
12,12,0,0,0,10.000000000000002,20,10.0,14.680298803426695,5,7.0,24.303393340997083,60,27.666666666666668,25.0,20,25.0,0,0.32600000000000007,28915,0,32,0.8,469.7695617096542,False,0.024312487906909378,0,0.49700000000000005,26764,135,0,0.0,1350.0000000000002,False,-0.03580715440297983,40,0.7530000000000001,38630,42,10,1.0,859.606483153892,False,0.0065143721899901695,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,2,0.679,54752,45,10,1.0,1343.6527003448687,False,-0.017290619511472972,13,1.1670000000000003,53911,49,0,0.0,1190.866273708857,False,-0.03355674503352134,0.4666666666666666,241951,0.0,0.0,15,0,0,9,9,8.136363636363637,19,28,11,110.0,12.0,7,5,11,310,1.136822591535747,26.247023249045014
13,11,0,0,0,10.000000000000002,20,10.0,14.447138529353538,3,7.0,23.7403575060281,15,18.8,25.0,20,25.0,0,0.32600000000000007,28825,0,41,0.9,592.332679703495,False,0.023303336139284155,3,0.527,26626,146,0,0.0,1460.0000000000002,False,-0.03872373322088692,5,0.7630000000000001,38781,35,10,1.0,743.0534235876548,False,0.008903721282083835,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6770000000000002,54693,47,13,1.0,1440.7968027833208,False,-0.017475515498649563,13,1.2840000000000003,53718,52,0,0.0,1234.4985903134611,False,-0.03659197334781232,0.48333333333333334,241622,0.0,0.0,15,0,0,8,8,7.5,21,29,14,93.0,9.0,8,3,14,477,1.278482143767178,27.525505392812192
14,14,0,0,0,10.000000000000002,20,10.0,15.017109078585696,18,17.833333333333332,23.195091952116364,10,16.0,25.000000000000004,20,25.0,0,0.32600000000000007,29036,1,33,1.0,505.56459959332796,False,0.029193277805772192,0,0.524,26536,155,0,0.0,1550.0000000000002,False,-0.04030501089324619,0,0.7580000000000002,38620,43,10,1.0,877.6866099003486,False,0.006489636017990991,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6770000000000002,55018,37,10,1.0,1108.2184022283054,False,-0.014661444332095395,7,1.3410000000000002,53505,62,0,0.0,1438.0957010312145,False,-0.03856366512676455,0.5,241694,0.0,0.0,19,0,0,11,3,3.0,19,30,13,153.0,21.0,12,2,13,1006,1.4839861560612917,29.009491548873484
15,13,0,0,0,10.000000000000002,20,10.0,15.486112678470551,10,20.0,23.195091952116364,0,,25.000000000000004,20,25.0,0,0.32600000000000007,29116,3,33,1.0,541.0417183895282,False,0.032627762288100465,0,0.524,26456,163,0,0.0,1630.0000000000002,False,-0.04171059104645442,0,0.758,38420,43,20,1.0,1129.8046842165609,False,0.004584284848307832,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6770000000000002,55268,27,10,1.0,876.2674827071419,False,-0.012285080562535276,10,1.4340000000000002,53406,62,0,0.0,1438.0957010312145,False,-0.0403190153989325,0.5,241645,0.0,0.0,17,0,0,11,6,6.0,20,31,12,159.0,25.0,10,3,12,650,1.294525028206408,30.304016577079892
16,12,0,0,0,10.000000000000002,20,10.0,14.936620891992785,23,12.652173913043478,23.115019737019406,2,18.0,25.000000000000007,20,25.0,0,0.32600000000000007,29246,0,33,1.0,492.9084894357619,False,0.036350208894436686,13,0.6540000000000001,26185,176,0,0.0,1760.0000000000002,False,-0.04894932883547684,0,0.7580000000000002,38165,56,28,1.0,1483.6713225881394,False,0.002572619921510803,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,1,0.687,55513,17,10,1.0,642.9553355293299,False,-0.010009438682163408,9,1.5140000000000002,53289,64,0,0.0,1479.361263169242,False,-0.042027684328009025,0.5,241377,0.0,0.0,16,0,0,14,8,8.0,19,33,11,191.0,0.0,12,0,11,686,1.2099248385056853,31.513941415585577
17,11,0,0,0,10.000000000000002,20,10.0,15.42669706797377,18,18.333333333333332,22.47495394102652,10,15.0,25.000000000000007,20,25.0,0,0.32600000000000007,29479,0,25,0.9,385.6674266993442,False,0.042653514419483854,1,0.651,26066,187,0,0.0,1870.0000000000002,False,-0.05119825708061002,0,0.7580000000000002,37985,64,28,1.0,1616.6073226990638,False,-0.00035293474503220797,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6860000000000002,55763,7,10,1.0,407.3246775871857,False,-0.007665697285526506,10,1.6050000000000002,53040,74,0,0.0,1663.1465916359625,False,-0.044813324778489344,0.48333333333333334,241312,0.0,0.0,18,0,0,13,7,7.0,16,29,13,89.0,21.0,9,2,13,923,1.2540768273174763,32.768018242903054
18,13,0,0,0,10.000000000000002,20,10.0,16.41889775388125,42,19.071428571428573,21.3056917064176,21,14.952380952380953,25.00000000000001,20,25.0,14,0.4660000000000001,29945,0,9,0.9,147.77007978493126,False,0.054848725837812425,3,0.6800000000000002,25929,198,0,0.0,1980.0000000000005,False,-0.054079696394686905,0,0.7580000000000002,37498,96,17,1.0,1938.410943381699,False,-0.008756011243052902,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,1,0.6960000000000002,55928,5,10,1.0,356.5284585320881,False,-0.0051904425740519206,9,1.6850000000000003,52725,87,0,0.0,1853.5951784583312,False,-0.04871012625704064,0.48333333333333334,241004,0.0,0.0,18,0,0,10,8,6.576923076923077,19,29,11,121.0,28.0,9,4,11,999,1.151957394555211,33.919975637458265
19,11,0,0,0,10.000000000000002,20,10.0,15.59010351518761,12,6.0,22.438270484459135,44,25.568181818181817,25.000000000000014,20,25.0,0,0.45200000000000007,29835,1,19,1.0,306.2119667885646,False,0.05376716506410436,12,0.7970000000000002,25719,207,0,0.0,2070.0000000000005,False,-0.059877714526670886,27,1.0280000000000002,37957,98,10,1.0,1752.2128493329774,False,0.0006727246287136356,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000002,55129,32,12,1.0,1018.0246555026924,False,-0.013492928460587094,12,1.7960000000000003,52470,94,0,0.0,2109.1974255391588,False,-0.050965465473331494,0.5,240089,0.0,0.0,16,0,0,9,6,5.72972972972973,22,31,11,125.0,7.0,9,2,11,526,1.2037017056718469,35.12367734313011
20,11,0,0,0,10.000000000000002,20,10.0,15.337110667691872,4,6.75,21.7067974419565,17,15.294117647058824,25.00000000000001,20,25.0,0,0.45200000000000007,29766,0,26,1.0,398.7648773599887,False,0.05296867097758076,1,0.7950000000000002,25599,218,0,0.0,2180.0000000000005,False,-0.06216178227563427,7,1.0710000000000002,38036,92,10,1.0,1628.0821558472173,False,0.0011091060356021268,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,55349,30,10,1.0,901.2039232586951,False,-0.010627813230210663,8,1.8640000000000003,52221,103,0,0.0,2235.8001365215196,False,-0.05425805301050092,0.5,239950,0.0,0.0,16,0,0,15,7,6.875,13,28,9,135.0,3.0,10,1,9,701,1.4491937048733234,36.572871048003435
21,9,0,0,0,10.000000000000002,20,10.0,14.890096105397207,7,6.857142857142857,20.7356139889879,26,15.153846153846153,25.00000000000001,20,25.0,0,0.45200000000000007,29707,0,31,0.8,461.5929792673134,False,0.05199931441540713,4,0.8340000000000001,25442,230,0,0.0,2300.0000000000005,False,-0.06557031414716424,16,1.224,37967,89,10,1.0,1532.5746932702305,False,-0.001899467966214454,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,55549,20,12,1.0,714.7122797797581,False,-0.008734975090163266,12,1.9760000000000002,51698,129,0,0.0,2674.8942045794392,False,-0.05963852014592955,0.4666666666666666,239342,0.0,0.0,11,0,0,10,11,10.09090909090909,15,25,5,83.0,6.0,7,2,5,421,1.1397950565442443,37.71266610454768
22,5,0,0,0,10.000000000000002,20,10.0,14.934050095204247,19,15.210526315789474,20.874196427963938,7,24.0,25.00000000000001,20,25.0,0,0.45200000000000007,29865,1,25,1.0,383.3512523801062,False,0.05617666828976217,3,0.8600000000000001,25325,239,0,0.0,2390.0000000000005,False,-0.06810035842293907,0,1.2080000000000002,37846,98,13,1.0,1734.9014628935474,False,-0.002410628715263294,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,55749,10,14,1.0,558.7419642796395,False,-0.006571553003779811,12,2.0840000000000005,51398,136,0,0.0,2838.8907142030957,False,-0.06350386785046637,0.5,239162,0.0,0.0,17,0,0,8,7,7.0,18,26,9,73.0,0.0,5,0,9,836,1.8963511753827333,39.60901727993041
23,9,0,0,0,10.000000000000002,20,10.0,14.934050095204247,0,,21.102451401047496,11,24.181818181818183,25.000000000000007,20,25.0,0,0.45200000000000007,29775,0,35,1.0,522.6917533321487,False,0.0554622909784972,0,0.8570000000000002,25215,250,0,0.0,2500.0000000000005,False,-0.07003303113360039,0,1.2080000000000002,38112,88,12,1.0,1567.4258251905437,False,0.002286002849879419,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,55640,9,19,1.0,664.9220626094276,False,-0.007562881765550524,15,2.2220000000000004,51174,138,0,0.0,2912.1382933445543,False,-0.06682619999162612,0.5,238895,0.0,0.0,15,0,0,11,8,8.0,15,26,12,117.0,18.0,8,1,12,591,1.1076888041570783,40.71670608408749
24,12,0,0,0,10.000000000000002,20,10.0,15.746029669173064,56,17.553571428571427,21.018419205667485,3,17.0,25.00000000000001,20,25.0,11,0.562,30449,0,7,0.7,110.22220768421144,False,0.07189932897048647,10,0.9570000000000003,24976,263,0,0.0,2630.0000000000005,False,-0.07614730480005623,0,1.208,37180,134,19,1.0,2509.3179405768724,False,-0.00959468729125061,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,55865,0,19,0.9,475.0000000000002,False,-0.005257185411088849,11,2.3170000000000006,51010,141,0,0.0,2963.5971079991155,False,-0.06927784971365526,0.43333333333333335,238459,0.0,0.0,18,0,0,13,9,8.6875,16,29,12,152.0,21.0,10,2,12,1076,1.1952179288491607,41.91192401293665
25,12,0,0,0,10.000000000000002,20,10.0,15.42884258774061,6,6.833333333333333,19.617425996367505,27,12.777777777777779,25.00000000000001,20,25.0,0,0.5510000000000002,30349,0,17,1.0,262.29032399159036,False,0.07105717766518362,6,1.0070000000000001,24821,273,0,0.0,2730.0000000000005,False,-0.07983695270222785,8,1.288,37308,130,10,1.0,2201.9237963699543,False,-0.010256863499240394,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,56075,0,17,1.0,425.00000000000017,False,-0.0019769854075426868,8,2.386000000000001,50685,158,0,0.0,3099.5533074260657,False,-0.07383505640679745,0.5,238217,0.0,0.0,19,0,0,13,8,7.8,14,27,15,158.0,21.0,10,2,15,755,1.0704189902171493,42.9823430031538
26,15,0,0,0,10.000000000000002,20,10.0,15.457755601283694,21,15.666666666666666,19.151042065673376,11,13.090909090909092,25.000000000000007,20,25.0,4,0.5910000000000001,30524,0,9,0.9,139.11980041155323,False,0.075042515292915,0,1.0010000000000003,24711,284,0,0.0,2840.0000000000005,False,-0.08176962541288917,1,1.2900000000000003,37101,141,10,1.0,2371.0539604377345,False,-0.013411833426472789,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000001,56256,1,14,1.0,369.1510420656735,False,0.0007371676985910254,7,2.448000000000001,50638,158,0,0.0,3025.8646463763935,False,-0.07532168437049959,0.48333333333333334,238209,0.0,0.0,16,0,0,11,4,2.3968253968253967,19,30,8,146.0,27.0,11,4,8,628,1.2497333073988557,44.23207631055266
27,8,0,0,0,10.000000000000002,20,10.0,15.6366635182799,16,17.375,19.415829097632336,20,21.25,25.00000000000001,20,25.0,7,0.6570000000000001,30580,1,10,1.0,166.366635182799,False,0.07748904763480918,0,1.0010000000000003,24621,293,0,0.0,2930.0000000000005,False,-0.08335090308524844,10,1.389,37012,147,10,1.0,2492.7478281634685,False,-0.014137297031934077,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.6950000000000002,56357,0,10,0.9,250.0000000000001,False,0.0014716572988882782,7,2.5110000000000006,50381,170,0,0.0,3300.6909465974973,False,-0.0774420561836424,0.48333333333333334,237930,0.0,0.0,17,0,0,4,8,6.629370629370629,21,25,12,62.0,9.0,5,3,12,543,1.0242495592683554,45.25632586982101
28,12,0,0,0,10.000000000000002,20,10.0,15.294713572043253,6,6.5,19.74591261181093,24,21.708333333333332,25.00000000000001,20,25.0,0,0.6500000000000001,30500,0,19,0.9,290.5995578688218,False,0.07686062895967431,6,1.0610000000000002,24437,305,0,0.0,3050.0000000000005,False,-0.08770820156019397,14,1.519,37131,143,10,1.0,2384.603166920295,False,-0.012464205337693032,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,1,0.7050000000000001,56431,2,10,1.0,289.49182522362196,False,0.0031338483414920823,9,2.5940000000000007,49952,182,0,0.0,3593.756095349589,False,-0.08245043267301207,0.48333333333333334,237430,0.0,0.0,15,0,0,5,13,11.36111111111111,20,25,9,96.0,12.0,8,4,9,447,1.1495083216577768,46.40583419147879
29,9,0,0,0,10.000000000000002,20,10.0,15.125760374865154,3,7.0,19.716272902021306,9,19.22222222222222,25.000000000000007,20,25.0,0,0.6500000000000001,30390,1,29,1.0,448.64705087108945,False,0.07577213878120549,3,1.0850000000000004,24320,314,0,0.0,3140.0000000000005,False,-0.0902382458359688,0,1.5050000000000001,37283,136,11,1.0,2273.9824129038952,False,-0.009972654251760124,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,0,0.7040000000000002,56577,0,6,0.4,150.00000000000006,False,0.004485895139984751,12,2.7050000000000005,49700,189,0,0.0,3726.375578482027,False,-0.08574287151827138,0.39999999999999997,237249,0.0,0.0,14,0,0,3,8,8.0,24,27,6,59.0,9.0,6,3,6,573,1.0370421092957258,47.442876300774515
30,6,0,0,0,10.000000000000002,20,10.0,15.125760374865154,0,,19.996044465507076,10,24.0,25.000000000000007,20,25.0,0,0.6500000000000001,30280,2,39,1.0,609.904654619741,False,0.07474004945217061,0,1.0820000000000003,24230,323,0,0.0,3230.0000000000005,False,-0.09181952350832806,0,1.5050000000000001,37523,126,11,1.0,2125.8022963535873,False,-0.005697396135315905,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,10,0.804,56630,0,0,0.0,0.0,False,0.004095817301725208,4,2.7330000000000005,49440,199,0,0.0,3979.212848635908,False,-0.0881113774301325,0.3333333333333333,237082,0.0,0.0,15,0,0,2,5,4.75,24,26,11,61.0,6.0,4,2,11,565,1.0900436770170927,48.53291997779161
31,11,0,0,0,10.000000000000002,20,10.0,14.990117612498201,2,6.0,19.996044465507076,0,,25.000000000000007,20,25.0,0,0.6500000000000001,30170,3,49,1.0,764.5157630124119,False,0.0735911828486262,2,1.1020000000000003,24120,332,0,0.0,3320.0000000000005,False,-0.09410359125729145,0,1.5050000000000001,37511,118,21,1.0,2188.7508120504363,False,-0.005195572808379476,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,13,0.9240000000000002,56478,0,0,0.0,0.0,False,0.0014007340555683612,7,2.7990000000000004,49385,199,0,0.0,3979.212848635908,False,-0.08908657202578137,0.3333333333333333,236643,0.0,0.0,11,0,0,7,11,11.0,23,30,10,152.0,6.0,9,2,10,200,1.0763886608183384,49.609308638609946
32,10,0,0,0,10.000000000000002,20,10.0,15.574785652131927,16,20.0,19.77902319141997,14,17.642857142857142,25.000000000000007,20,25.0,0,0.6500000000000001,30380,4,43,1.0,709.7157830416729,False,0.08000765659993106,0,1.1,24030,341,0,0.0,3410.0000000000005,False,-0.09568486892965071,0,1.5050000000000001,37438,124,17,1.0,2267.5168151184985,False,-0.0060618340103783894,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,7,0.9810000000000001,56425,0,0,0.0,0.0,False,0.00046100108157946063,13,2.9220000000000006,48993,213,0,0.0,4212.931939772454,False,-0.09396503537498496,0.3333333333333333,236245,0.0,0.0,13,0,0,5,9,9.0,21,26,11,108.0,21.0,8,2,11,767,1.0558148939162493,50.665123532526195
33,11,0,0,0,10.000000000000002,20,10.0,14.667058004416862,12,5.333333333333333,19.68061452140407,8,18.0,25.000000000000007,20,25.0,0,0.6500000000000001,30240,8,53,1.0,857.3540742340937,False,0.07768209421312271,12,1.2200000000000002,23822,347,0,0.0,3470.0000000000005,False,-0.10193970061142736,0,1.5050000000000001,37518,126,19,1.0,2221.980984463202,False,-0.004587046351647945,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,10,1.0740000000000003,56327,0,0,0.0,0.0,False,-0.0012766183797585063,10,3.0090000000000003,48749,221,0,0.0,4349.4158092303,False,-0.09708136838214954,0.3333333333333333,235635,0.0,0.0,11,0,0,5,13,13.0,23,28,11,103.0,13.0,7,4,11,344,1.0960240410640836,51.76114757359028
34,11,0,0,0,10.000000000000002,20,10.0,16.24657372962985,63,19.3015873015873,19.68061452140407,0,,25.000000000000004,20,25.0,8,0.7300000000000002,31206,9,10,1.0,252.46573729629853,False,0.10099911689676537,2,1.2280000000000002,23712,356,0,0.0,3560.0000000000005,False,-0.10422376836039075,0,1.5050000000000001,36302,179,29,1.0,3478.8745187244613,False,-0.019727439395927745,0,0.2,38979,0,0,0.0,0.0,False,0.00443219006880202,11,1.1740000000000002,56213,0,0,0.0,0.0,False,-0.0032979308143761413,9,3.0890000000000004,48673,221,0,0.0,4349.4158092303,False,-0.09842891000522795,0.3333333333333333,235085,0.0,0.0,12,0,0,7,12,11.5,25,32,14,134.0,21.0,9,2,14,1100,1.1568303368985653,52.917977910488844
