index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,e50970cf-cc8c-4a85-84ed-8bacaa9851f6,SELLER,00Ran@0,_SystemAgent,RandomAgent,28,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,28,,-1,-1
11,e5f8093c-1738-4782-848a-5bdd9d3b3d53,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,49,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,49,,-1,-1
12,de26ee67-f6bf-4429-b227-34b22ae098ad,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,46,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
13,84b9faf8-3228-4d83-ae69-c062c8fe266a,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,23,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,23,,-1,-1
14,facaaeee-6a2a-4cfc-b64a-97ce219c753f,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,34,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,34,,-1,-1
15,540ea4f2-0ef3-4687-854b-8e1b918be9e4,SELLER,00Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,1,,-1,-1
16,d7a8e7e1-8e27-4672-97da-4f56146516a2,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,11,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(0.5),-1,-1
17,a3e3beb8-6d61-4750-ade0-129d2662a3ed,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,33,,-1,-1
18,d9cabca6-01bf-45a2-9d4d-c442cbac8025,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,44,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
19,4b8bdac4-4d3a-4970-84ec-684bdd20bc3a,SELLER,00Ran@0,_SystemAgent,RandomAgent,21,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,21,,-1,-1
20,aba5a234-6fd0-4612-9539-07beebe48155,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,29,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,29,,-1,-1
21,a727bd77-6faa-4f16-a98c-8aaab9cb808c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,3,,-1,-1
22,8b60bdb0-848c-4458-903e-336ae89df694,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,39,3,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
23,36ca4c52-4641-47ee-aa87-af47b0c1463d,SELLER,00Ran@0,_SystemAgent,RandomAgent,47,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,47,,-1,-1
24,1018cd3f-54c1-4f87-a54e-b58b116bdb91,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,32,5,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,32,,-1,-1
25,23c8608d-6a50-4bbf-89e3-41bd3b2b266c,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,5,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,5,,-1,-1
26,acd4fa23-b319-4dd3-87ae-a90ebe951007,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,49,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,49,,-1,-1
27,fd3517df-4858-4c52-a52a-9a084a75be96,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,24,4,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
28,09775583-f017-4c79-8353-a8c1a907d736,SELLER,00Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,1,,-1,-1
29,a01f6cb4-e613-4871-865f-f621e7877b6f,SELLER,00Ran@0,_SystemAgent,RandomAgent,20,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,20,,-1,-1
30,ce02b1e2-1df7-489c-9670-6ea4a0e14b1c,SELLER,00Ran@0,_SystemAgent,RandomAgent,48,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,48,,-1,-1
31,cec0d0b5-b178-4bc6-a1fa-f08031bfcb7e,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,31,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,31,,-1,-1
32,05da090f-9f1a-47c4-b916-15edd8eaa30e,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,3,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
33,da707f8d-974e-4027-a80c-1cbc5cd0545c,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,39,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
34,a9663a3a-40f6-4f18-bfe1-68ee1e65ef12,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,39,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,39,,-1,-1
35,36610377-0a8f-46fd-a61e-6e2dd448d01f,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,49,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,49,,-1,-1
36,63da5868-c941-4c18-9631-859a04b8d8b7,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,9,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,9,,-1,-1
37,b1cbe81d-eee9-4d99-a2b6-e9e86903d728,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,4,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,4,,-1,-1
38,17cf8187-8a8f-4dcd-bd69-db559a1b516b,SELLER,00Ran@0,_SystemAgent,RandomAgent,37,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,37,,-1,-1
39,64462e9b-bb48-484b-b61d-991456b93b62,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,25,3,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,25,,-1,-1
40,6738dcb8-3034-4961-8768-3d03422b60ea,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,54,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,54,,-1,-1
41,9b4608a4-ccbb-4052-8346-1af309604c0d,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,4,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,4,,-1,-1
42,d0092fb9-1438-42d5-835b-7c220ba0cb26,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,42,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,42,,-1,-1
43,95b861c4-12f2-493b-8df9-8c1abfa484c9,SELLER,00Ran@0,_SystemAgent,RandomAgent,7,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,7,,-1,-1
44,408f3f01-29cd-4b77-a5b5-27a6adc79cc3,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,16,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,16,,-1,-1
45,0c23db54-0519-4765-ae09-77a141ac0d0b,SELLER,00Ran@0,_SystemAgent,RandomAgent,18,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,18,,-1,-1
46,3dc8a07d-a0eb-4df1-846f-6e58aa113f61,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,26,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,26,,-1,-1
47,e6d78144-045b-4ae2-a412-4f4ad50a2da2,SELLER,00Ran@0,_SystemAgent,RandomAgent,11,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,11,,-1,-1
48,da31b432-614e-453b-9a2d-6150f762309a,SELLER,00Ran@0,_SystemAgent,RandomAgent,22,4,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,22,,-1,-1
49,24aeaab0-0af2-4d72-9e42-709ddeeb175b,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,40,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,40,,-1,-1
50,fa946e36-53ad-4c41-ab5b-5776723e11bb,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,4,4,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(0.25),-1,-1
51,20cab2bd-9a59-42b5-a268-7234dc9656e6,SELLER,00Ran@0,_SystemAgent,RandomAgent,18,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,18,,-1,-1
52,204c6489-b06d-4d07-9308-d9a8b00a5697,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,27,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,-1,05Dec@2:product(1.0),-1,-1
53,1a859f2c-1586-4661-9d96-4d8052144ce9,SELLER,00Ran@0,_SystemAgent,RandomAgent,37,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,37,,-1,-1
54,1114a190-a874-42ac-b2a2-315e9ad2d92c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,7,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,7,,-1,-1
55,35cb0ad9-f6f4-4482-94c7-b967b26c5663,SELLER,00Ran@0,_SystemAgent,RandomAgent,31,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,31,,-1,-1
56,ce4940d2-bbb8-4e4f-bbd4-fe03ca96cac6,SELLER,00Ran@0,_SystemAgent,RandomAgent,17,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,17,,-1,-1
57,8ef11f10-583a-4ee0-a610-59284ce71179,SELLER,00Ran@0,_SystemAgent,RandomAgent,6,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,6,,-1,-1
58,ac464386-bf85-4ccc-97d5-2dfdf2849680,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,30,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,30,,-1,-1
59,093e90bd-6ad9-4604-bef7-ec35ebc4675a,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,5,5,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,5,,-1,-1
60,b6638c14-a5d6-4c5c-bad7-1c75e0f201d2,SELLER,00Ran@0,_SystemAgent,RandomAgent,53,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,53,,-1,-1
61,76177484-930f-42f4-9c6c-75f2ea5cc2f2,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,50,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
62,6e9419a9-b520-4477-9b33-25c5598c5348,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,8,3,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,8,,-1,-1
63,bd34a0a5-50c5-4f21-b49e-fdfef5abd258,SELLER,00Ran@0,_SystemAgent,RandomAgent,41,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,41,,-1,-1
64,ac6f15ea-27b0-4f4a-96bd-dd82f713ec3c,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,49,3,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
65,60aedae8-8f77-4c3c-b420-e1db083f8c3e,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,14,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
66,5c1ac09d-74d4-48c3-8024-07b8dc362a56,SELLER,00Ran@0,_SystemAgent,RandomAgent,0,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,0,,-1,-1
67,87bb647f-84c1-4462-a69f-3968db8b3e9d,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,38,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,-1,05Dec@2:product(1.0),-1,-1
68,a197dc2a-bc2b-4e8c-b802-b64151efc49d,SELLER,00Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,1,,-1,-1
69,f197edad-036c-4374-8727-6b7a9d2af3ee,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,20,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
70,456b2e2f-3c97-4d0a-ba11-bcd819e63c69,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,2,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,2,,-1,-1
71,b609d99e-c283-4201-a86b-f57020cd7f84,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,4,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,4,,-1,-1
72,7cd077ad-e691-4ab9-bf2d-8ee79bcb8a01,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,32,3,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
73,9774a0b1-11a7-4a35-9912-fdf74781efec,SELLER,00Ran@0,_SystemAgent,RandomAgent,45,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,45,,-1,-1
74,fcc10792-0cf7-427e-99eb-823ca143d94b,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,41,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,41,,-1,-1
75,6d1797d2-17c9-4036-9ad3-960508d0fa5f,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,48,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
76,f6b0ce3c-40c5-440f-8256-107b0909d0b9,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,7,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,7,,-1,-1
77,49ab4ae4-3f59-40da-a446-d0f6acbad6b7,SELLER,00Ran@0,_SystemAgent,RandomAgent,14,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,14,,-1,-1
78,45a8865c-abd4-427b-85bb-a07f7fabe232,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,43,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,43,,-1,-1
79,293c4d4b-6cfa-4f9f-abe4-9d813de05b35,SELLER,00Ran@0,_SystemAgent,RandomAgent,25,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,25,,-1,-1
80,eac4f1e8-8ecc-4f58-a8b9-b222883b2678,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,45,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,45,,-1,-1
81,6691ad88-f92c-46b3-a6d6-1e6be4d41f5b,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,20,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,20,,-1,-1
82,d885dfa9-a0c1-45c9-9e0f-d3e9a7413ae3,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,54,3,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,54,,-1,-1
83,510de946-38c7-4551-bf79-ecaa1069aba6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,39,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,39,,-1,-1
84,ca827ab5-4384-4667-8cbb-796dbc70f182,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,48,3,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
85,d5353f42-6b80-4735-bef5-69f06a505a68,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,30,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,30,,-1,-1
86,fe00e38c-3c42-402e-8687-225f82addb83,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,9,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,9,,-1,-1
87,2af8b96e-8e48-4620-958b-0cf17e064707,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,47,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,-1,05Dec@2:product(1.0),-1,-1
88,af39916f-2c6f-4ba4-ad60-3bd0d8a644af,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,33,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
89,745fd63a-f324-470b-9742-379bcc2ec20c,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,36,3,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,36,,-1,-1
90,64180362-6b1a-4cc6-8f28-00507ddc0989,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,18,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,18,,-1,-1
91,7f3e7e43-895e-4255-a43d-e98a45a434bb,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,9,,-1,-1
92,efe39e50-a691-4599-a9d4-8bb7df24bec4,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,6,1,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,6,,-1,-1
93,ff8d0201-20a2-4446-befa-94df4c3a8799,SELLER,00Ran@0,_SystemAgent,RandomAgent,19,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,19,,-1,-1
94,9fbf27e3-2a8e-43dc-abad-1ce94013e7e5,SELLER,00Ran@0,_SystemAgent,RandomAgent,2,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,2,,-1,-1
95,56aa0e36-f62d-42c5-a014-a792a963dafb,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,32,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,32,,-1,-1
96,4c549507-44d3-44ba-93a2-38c4e04b7785,SELLER,00Ran@0,_SystemAgent,RandomAgent,46,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,46,,-1,-1
97,ac7a854b-cafe-47a4-a263-eba78743838c,SELLER,00Ran@0,_SystemAgent,RandomAgent,10,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,10,,-1,-1
98,d6b6bfcc-0cc1-4bb3-a80f-40f3b5ae515b,SELLER,00Ran@0,_SystemAgent,RandomAgent,33,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,33,,-1,-1
99,caa9552c-8e48-4bf2-8a3e-720b94255682,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,19,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,19,,-1,-1
100,2c1dc298-4c72-44c9-b528-9197a06058c1,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,13,1,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,13,,-1,-1
101,b273f38a-974e-4670-a0cb-3f4b55b46514,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,19,5,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,19,,-1,-1
102,1c3a16e4-30d3-4339-8dfe-2b5a6e98e77a,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,4,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,4,,-1,-1
103,e6cd607a-d4ff-49e1-a525-920478ebb4fa,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,16,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,True,3,0,16,,-1,-1
104,9254eec4-63e7-49be-8c0a-af47e581cfda,SELLER,00Ran@0,_SystemAgent,RandomAgent,18,3,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,18,,-1,-1
105,a12a806e-8146-4c0d-be4f-7367b1a1dc0b,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,16,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
106,b5b14f55-31d2-4db2-851d-a236e2fc4bf9,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,47,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,47,,-1,-1
107,622af7a2-efbe-48a9-961f-8ad01f6402a9,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,32,2,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
