index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,30,0,0,0,10.000000000000002,20,10.0,19.051206344767195,15,10.333333333333334,25.913047772514954,10,27.0,34.0,0,,0,1.2800000000000002,30427,11,20,1.0,491.0241268953439,False,0.20030179476589471,15,5.381,10384.0,299,0,0.0,2990.0000000000005,False,-0.5351412694685763,0,0.7310000000000001,32606,135,36,1.0,3504.7825763541096,False,-0.04811216821784037,0,0.2,29873,269,184,1.0,9892.775296885127,False,-0.03534041699840522,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,41259,176,111,1.0,8334.696407962632,False,-0.0613033247787631,0.6666666666666666,192942,0.0,0.0,7,0,0,16,3,3.0,12,28,33,207.0,109.0,14,16,33,470,1.3468088209629059,45.97826659679413
31,33,0,0,0,10.000000000000002,20,10.0,18.897990793553937,5,11.0,27.029349010835993,35,31.857142857142858,34.0,7,34.0,0,1.2800000000000002,30367,7,30,1.0,636.9397238066181,False,0.2008088699187332,5,5.416000000000001,10179.0,313,0,0.0,3130.0000000000005,False,-0.5404241997338969,0,0.7310000000000001,33351,130,20,1.0,2997.3257833787316,False,-0.03450165142847021,0,0.2,30188,259,185,1.0,9895.009182535128,False,-0.026582501973471027,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,40382,201,114,1.0,9308.899151178035,False,-0.06936024682104816,0.6666666666666666,192860,0.0,0.0,15,0,0,14,1,1.0,14,28,31,204.0,131.0,13,20,31,1553,1.5159229701384902,47.49418956693262
32,31,0,0,0,10.000000000000002,20,10.0,20.151430093309745,37,28.16216216216216,27.4337524557386,5,41.0,34.0,0,,2,1.3000000000000003,31231,5,10,1.0,251.51430093309745,False,0.22707823238892347,5,5.461000000000001,9989.0,325,0,0.0,3250.0000000000005,False,-0.5455114659153166,0,0.7310000000000001,32855,136,30,1.0,3563.607066362283,False,-0.04039884933699569,0,0.2,29847,270,190,1.0,10653.299091783965,False,-0.025525708660701436,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,40177,196,124,1.0,9593.015481324765,False,-0.07066088606487751,0.6666666666666666,192492,0.0,0.0,8,0,0,17,2,1.125,13,30,22,233.0,81.0,16,15,22,901,1.2738518808037043,48.76804144773632
33,22,0,0,0,10.000000000000002,20,10.0,20.151430093309745,0,,27.4337524557386,0,,34.0,11,34.0,0,1.2980000000000003,31131,5,20,1.0,453.0286018661949,False,0.22710786181940584,0,5.456000000000001,9889.0,335,0,0.0,3350.0000000000005,False,-0.5474681067543242,0,0.7310000000000001,32855,126,40,1.0,3636.430289986572,False,-0.03939007771178041,0,0.2,29847,260,200,1.0,10726.122315408255,False,-0.024516937035486155,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,40551,186,123,1.0,9284.67795676738,False,-0.06611826135218543,0.6666666666666666,192666,0.0,0.0,10,0,0,13,0,0.0,11,24,21,128.0,81.0,10,12,21,574,1.0599304819479585,49.82797192968428
34,21,0,0,0,10.000000000000002,20,10.0,20.142731225194005,15,20.0,27.4337524557386,0,,34.0,6,34.0,0,1.298,31341,4,15,1.0,342.1409683779101,False,0.23315608062099696,0,5.456,9779.0,346,0,0.0,3460.0000000000005,False,-0.5496204116772325,0,0.7310000000000001,32855,116,50,1.0,3708.2444449094346,False,-0.03839528404336566,0,0.2,29547,265,210,1.0,11098.911790381517,False,-0.027664333143350598,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,40755,176,127,1.0,9146.340432209992,False,-0.06333208901896972,0.6666666666666666,192670,0.0,0.0,10,0,0,10,0,0.0,13,23,19,136.0,51.0,9,12,19,704,1.1136187948286533,50.941590724512935
35,19,0,0,0,10.0,20,10.0,21.141667429385215,37,27.486486486486488,28.810230655296632,21,39.0,34.0,10,34.0,17,1.4680000000000004,31765,4,10,1.0,251.41667429385217,False,0.2479732463468313,5,5.506000000000001,9614.0,356,0,0.0,3560.0,False,-0.5541206856069499,0,0.7310000000000001,32273,128,60,1.0,4434.747270279106,False,-0.044455641082156834,0,0.2,29931,270,199,1.0,11441.486106338038,False,-0.012280286655519633,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,40276,187,127,1.0,9705.513132540469,False,-0.06745280172193845,0.6666666666666666,192252,0.0,0.0,13,0,0,7,3,2.1176470588235294,16,23,22,132.0,89.0,9,10,22,1359,1.1615210408344865,52.10311176534742
36,22,0,0,0,10.0,20,10.0,21.385130120457916,27,23.59259259259259,30.17411720859064,31,37.16129032258065,34.0,8,34.0,7,1.5210000000000001,32054,1,10,1.0,223.85130120457916,False,0.2587432750490056,10,5.601000000000002,9329.0,369,0,0.0,3690.0,False,-0.5627299052985834,0,0.7310000000000001,32573,140,49,1.0,4472.4499600850495,False,-0.03562197035482679,0,0.2,30146,265,199,1.0,11671.708806430885,False,-0.003134661221347945,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,39396,208,129,1.0,10662.216379386853,False,-0.075752522271952,0.6666666666666666,191891,0.0,0.0,13,0,0,9,3,2.411764705882353,17,26,20,156.0,60.0,12,10,20,1624,1.0935261454433203,53.19663791079074
37,20,0,0,0,10.0,20,10.0,20.74660976012331,15,10.333333333333334,30.17411720859064,0,,34.0,14,34.0,0,1.5140000000000002,31954,1,20,1.0,424.9321952024662,False,0.2587644242623947,15,5.741000000000001,8949.0,379,0,0.0,3790.0,False,-0.5756437348360335,0,0.7310000000000001,32523,135,59,1.0,4581.0652329234945,False,-0.03550262871694851,0,0.2,30041,265,209,1.0,11804.24208302812,False,-0.004207756156973002,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,39872,198,125,1.0,10224.475207300948,False,-0.07043916261338475,0.6666666666666666,191732,0.0,0.0,12,0,0,12,3,3.0,13,25,22,165.0,105.0,10,10,22,676,1.0047631058841944,54.201401016674936
38,22,0,0,0,10.0,20,10.0,20.96440096418748,25,23.0,30.316941235854234,65,30.692307692307693,34.0,9,34.0,0,1.5140000000000002,32269,6,15,1.0,374.4660144628122,False,0.2701038196459031,10,5.8260000000000005,8744.0,384,0,0.0,3840.0,False,-0.5826876418564608,0,0.7310000000000001,33683,130,24,1.0,3452.978715004874,False,-0.01899184492305195,0,0.2,30301,275,199,1.0,11798.28157108655,False,0.002912890581611779,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,38183,253,126,1.0,11954.186132671122,False,-0.08746940536161095,0.6666666666666666,191573,0.0,0.0,14,0,0,16,2,2.0,11,27,29,186.0,75.0,12,10,29,2966,1.173127941787243,55.37452895846218
39,29,0,0,0,10.0,20,10.0,20.507973835537747,32,17.1875,31.72249040847453,30,41.666666666666664,34.0,13,34.0,0,1.5140000000000002,32204,8,20,1.0,490.1594767107549,False,0.2698238920855982,27,6.086000000000001,8401.0,392,0,0.0,3920.0,False,-0.5945448853408468,0,0.7310000000000001,33833,125,29,1.0,3483.44895128798,False,-0.014414060793905238,0,0.2,30851,292,184,1.0,11825.266595136336,False,0.018524263681068437,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,37375,273,123,1.0,12842.239881513548,False,-0.09499059903794399,0.6666666666666666,191057,0.0,0.0,14,0,0,9,2,2.0,22,31,23,261.0,81.0,17,12,23,1947,1.5939504839479923,56.96847944241017
40,23,0,0,0,9.999999999999998,20,10.0,20.125078586116043,10,11.0,31.759749081386207,13,32.38461538461539,34.0,8,34.0,0,1.5140000000000002,32094,9,30,1.0,693.7523575834813,False,0.26950286369224935,10,6.159000000000001,8156.0,401,0,0.0,4009.999999999999,False,-0.6023714486968772,0,0.7310000000000001,34254,115,26,1.0,3140.137513519386,False,-0.007506060208901771,0,0.2,30741,292,194,1.0,12037.914268934808,False,0.018422416801978227,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,37226,276,125,1.0,13015.690746462593,False,-0.09627744977101442,0.6666666666666666,190864,0.0,0.0,11,0,0,11,2,2.0,13,24,23,165.0,129.0,10,13,23,893,1.1744281500577927,58.142907592467964
41,23,0,0,0,9.999999999999998,20,10.0,19.925392943517057,5,11.0,31.759749081386207,0,,34.00000000000001,8,34.0,0,1.5140000000000002,31964,12,40,1.0,917.0157177406822,False,0.268784059594206,5,6.1990000000000025,8021.0,408,0,0.0,4079.999999999999,False,-0.6062847303748924,0,0.7310000000000001,34254,105,36,1.0,3235.517225999194,False,-0.00618482856352409,0,0.2,30686,287,204,1.0,12197.576587392181,False,0.019110355830339067,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,37498,266,127,1.0,12766.093255648731,False,-0.09323566160758025,0.6666666666666666,190816,0.0,0.0,10,0,0,13,1,1.0,15,28,21,196.0,53.0,14,9,21,472,1.3869736855849624,59.529881278052926
42,21,0,0,0,9.999999999999998,20,10.0,19.631146282186922,42,18.19047619047619,31.366181854333565,5,15.0,34.00000000000001,13,34.0,0,1.5140000000000002,32448,14,23,1.0,591.5163644902992,False,0.281355489639397,15,6.344000000000002,7666.0,416,0,0.0,4159.999999999999,False,-0.6186115676606402,0,0.7310000000000001,33725,122,41,1.0,3681.0133024544807,False,-0.014669437561234554,0,0.2,30526,292,214,1.0,12444.657631225964,False,0.01810025808596719,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,37865,261,124,1.0,12402.573463981062,False,-0.0894078331165554,0.6666666666666666,190623,0.0,0.0,16,0,0,11,3,3.0,14,25,24,138.0,57.0,11,10,24,1321,1.4877911563962698,61.017672434449196
43,24,0,0,0,9.999999999999998,20,10.0,21.167685177646003,45,28.77777777777778,30.71892837534959,7,13.0,34.00000000000001,9,34.0,17,1.6840000000000004,33200,12,10,1.0,331.67685177646,False,0.30569924183643377,5,6.379000000000002,7481.0,428,0,0.0,4279.999999999999,False,-0.6235031697581592,0,0.7310000000000001,33196,132,44,1.0,4145.767291964655,False,-0.022887279512887417,0,0.2,29851,307,224,1.0,13379.519305615631,False,0.012349623294301533,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,38080,258,125,1.0,12175.483520840196,False,-0.08731135163308544,0.6666666666666666,190201,0.0,0.0,11,0,0,9,2,1.85,16,25,33,165.0,87.0,10,14,33,1217,1.354768669232726,62.37244110368192
44,33,0,0,0,9.999999999999998,20,10.0,20.742823986286734,10,10.5,30.051247166655727,7,13.0,34.00000000000001,9,34.0,0,1.667,33110,11,20,1.0,524.8564797257346,False,0.30595711981931845,10,6.474000000000002,7211.0,439,0,0.0,4389.999999999999,False,-0.6319167253658918,0,0.7310000000000001,33091,132,54,1.0,4360.820113189258,False,-0.022817286145044236,0,0.2,29942,297,227,1.0,12982.25183075801,False,0.009367666307771201,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,38295,255,126,1.0,11947.068027497211,False,-0.08522856583083079,0.6666666666666666,190042,0.0,0.0,10,0,0,16,2,2.0,16,32,32,281.0,143.0,17,16,32,597,1.6064843954518437,63.978925499133766
45,32,0,0,0,10.0,20,10.0,21.875107318823016,39,28.435897435897434,30.369174697562364,5,41.0,34.00000000000001,13,34.0,14,1.8070000000000002,33718,12,10,1.0,338.7510731882302,False,0.3261084580337371,5,6.514000000000002,7056.0,448,0,0.0,4480.0,False,-0.6362213352117085,0,0.7310000000000001,32509,144,64,1.0,5093.642634554506,False,-0.028790100643378527,0,0.2,29620,304,232,1.0,13695.681154756665,False,0.010329424501408247,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,38532,250,123,1.0,11774.293674390592,False,-0.08211628051174148,0.6666666666666666,189828,0.0,0.0,14,0,0,13,2,1.8235294117647058,17,30,32,228.0,92.0,16,16,32,1374,1.7162944786250591,65.69521997775882
46,32,0,0,0,10.0,20,10.0,21.417319594125598,10,10.5,30.684797161201132,60,31.499999999999996,34.00000000000001,3,34.0,0,1.7930000000000001,33588,15,20,1.0,578.346391882512,False,0.32570921170624,10,6.609000000000003,6826.0,455,0,0.0,4550.0,False,-0.6438522344838381,0,0.7310000000000001,33989,134,24,1.0,3606.3559574816572,False,-0.00838958363372128,0,0.2,29925,304,232,1.0,13629.738098012844,False,0.017865883058773187,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,36744,300,130,1.0,13625.43914836034,False,-0.09993760307936747,0.6666666666666666,189465,0.0,0.0,15,0,0,17,2,2.0,19,36,30,323.0,138.0,21,11,30,2192,1.6793963424861431,67.37461632024497
47,30,0,0,0,10.0,20,10.0,21.479767499789382,23,22.08695652173913,32.89333422412785,59,40.13559322033898,34.00000000000001,0,,0,1.7930000000000004,33941,15,12,1.0,407.7572099974726,False,0.33618527842994206,5,6.649000000000003,6661.0,465,0,0.0,4650.0,False,-0.6483525084135556,5,0.7810000000000001,34837,134,10,1.0,3207.2221872130553,False,0.009575040687256701,0,0.2,30777,307,212,1.0,13567.675477950444,False,0.04061054824699322,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,34376,349,140,1.0,16239.773644220619,False,-0.12185880556877418,0.6666666666666666,188985,0.0,0.0,13,0,0,14,2,1.7142857142857144,9,23,27,276.0,67.0,17,13,27,2832,2.2891098177060485,69.66372613795102
48,27,0,0,0,10.0,20,10.0,21.127519765008014,25,18.0,33.23506161685846,10,41.0,34.00000000000001,0,,0,1.7930000000000004,34121,16,12,1.0,413.53023718009615,False,0.34334214285787146,15,6.794000000000001,6296.0,474,0,0.0,4740.0,False,-0.6608750097832042,0,0.7760000000000002,34837,124,20,1.0,3284.5136831981627,False,0.010645708314145524,0,0.2,30737,322,212,1.0,13848.894427106574,False,0.04339790036163693,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33966,349,150,1.0,16699.036504283602,False,-0.125585967967644,0.6666666666666666,188350,0.0,0.0,10,0,0,16,3,3.0,7,23,30,225.0,81.0,15,12,30,900,1.1480287471786141,70.81175488512963
49,30,0,0,0,10.0,20,10.0,20.973616001125492,30,19.833333333333332,33.23506161685846,0,,34.00000000000001,11,34.0,3,1.8230000000000004,34364,18,10,1.0,389.7361600112549,False,0.35238585270429773,15,6.929000000000002,5941.0,482,0,0.0,4820.0,False,-0.673201847068952,0,0.7760000000000002,34347,134,30,1.0,3807.5163926565697,False,0.004315229154406052,0,0.2,30632,322,222,1.0,14131.688031304986,False,0.04440626168866867,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,34340,339,149,1.0,16332.685888115018,False,-0.12164273874201821,0.6666666666666666,188017,0.0,0.0,11,0,0,16,4,3.2,6,22,29,225.0,61.0,15,15,29,574,1.4064766624942422,72.21823154762387
50,29,0,0,0,10.0,20,10.0,20.852776099252857,31,19.967741935483872,33.23506161685846,0,,34.00000000000001,0,,11,1.9300000000000006,34489,18,10,1.0,388.52776099252856,False,0.3572538107731182,10,7.014000000000002,5676.0,492,0,0.0,4920.0,False,-0.6816154026766846,0,0.7760000000000002,33883,140,40,1.0,4248.791118569738,False,-0.002427051966065517,0,0.2,30477,327,232,1.0,14529.392079566845,False,0.045621167468719186,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,34340,329,159,1.0,16340.335271946435,False,-0.12156370475124056,0.6666666666666666,187258,0.0,0.0,8,0,0,6,4,3.375,5,11,37,183.0,114.0,11,18,37,200,1.297361466102302,73.51559301372617
51,37,0,0,0,10.000000000000002,20,10.0,19.500634879622826,34,10.264705882352942,31.597831018998352,21,14.952380952380953,34.00000000000001,9,34.0,0,1.919,34474,15,15,1.0,442.50952319434236,False,0.3577230477262726,29,7.294000000000002,4794.0,505,0,0.0,5050.000000000001,False,-0.7135869139860688,0,0.7760000000000002,33953,139,39,1.0,3942.9036580085085,False,-0.004724980495795699,0,0.2,30372,342,232,1.0,13999.913925238623,False,0.03537766900178173,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,34332,340,160,1.0,16183.262546459442,False,-0.12335190475420571,0.6666666666666666,186318,0.0,0.0,15,0,0,9,6,6.0,6,15,33,225.0,121.0,15,22,33,875,1.518691649660468,75.03428466338664
52,33,0,0,0,10.000000000000002,20,10.0,20.321948706987552,41,25.121951219512194,30.77110936943597,11,14.909090909090908,34.00000000000001,6,34.0,16,2.0790000000000006,34895,16,10,1.0,363.2194870698755,False,0.37264654236264133,10,7.365000000000002,4539.0,514,0,0.0,5140.000000000001,False,-0.7218048055099006,0,0.7760000000000002,33682,144,38,1.0,4095.662769844774,False,-0.010116875331143232,0,0.2,29777,358,242,1.0,14721.866104505048,False,0.028894114205638647,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,34372,341,164,1.0,16068.948294977665,False,-0.12370644209929475,0.6666666666666666,185658,0.0,0.0,12,0,0,13,4,3.0666666666666664,6,19,39,245.0,92.0,19,14,39,598,1.5761938905343413,76.61047855392098
53,39,0,0,0,10.000000000000002,20,10.0,20.66115959374723,61,22.065573770491802,29.32456909131148,28,19.0,34.00000000000001,0,,6,2.1230000000000007,35187,12,10,1.0,326.6115959374723,False,0.3833570399142497,45,7.8050000000000015,3570.0,528,0,0.0,5280.000000000001,False,-0.7569852077952571,0,0.7760000000000002,33472,150,26,1.0,3861.6127354361824,False,-0.019176994937855914,0,0.2,29173,393,246,1.0,15333.679716805285,False,0.020635541166439772,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33840,359,174,1.0,16443.520303780824,False,-0.13082966230879647,0.6666666666666666,183635,0.0,0.0,10,0,0,17,4,3.375,4,21,37,318.0,114.0,21,18,37,732,1.700968618504703,78.31144717242569
54,37,0,0,0,10.000000000000002,20,10.0,20.493421519719323,25,18.6,29.74004653057797,20,34.0,34.00000000000001,9,34.0,0,2.1170000000000004,35097,14,19,1.0,529.3750088746672,False,0.38380243814813064,24,8.000000000000002,3254.0,536,0,0.0,5360.000000000001,False,-0.767785865226579,0,0.7760000000000002,33442,141,36,1.0,3960.2141093812315,False,-0.018642275808543784,0,0.2,29418,407,236,1.0,15359.473539742165,False,0.027780489537916068,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33466,369,175,1.0,16924.07716978327,False,-0.1335929042445884,0.6666666666666666,183070,0.0,0.0,14,0,0,15,2,2.0,5,20,31,300.0,126.0,20,17,31,1216,1.8535035774111748,80.16495074983686
55,31,0,0,0,10.000000000000002,20,10.0,20.18409337845664,30,17.333333333333332,30.572189686324872,20,39.0,34.00000000000001,15,34.0,1,2.1270000000000002,35378,15,10,1.0,351.84093378456646,False,0.3913250554469861,10,8.076000000000002,3004.0,545,0,0.0,5450.000000000001,False,-0.7758080926665102,0,0.7760000000000002,34067,146,26,1.0,3741.754565099116,False,-0.004353032759397303,0,0.2,29053,412,246,1.0,15836.605134760055,False,0.02427767190414266,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33196,379,170,1.0,17366.85989111713,False,-0.13459736024717286,0.6666666666666666,183091,0.0,0.0,15,0,0,13,3,2.2,3,16,38,243.0,90.0,16,15,38,1855,1.6435215966776013,81.80847234651446
56,38,0,0,0,10.000000000000002,20,10.0,19.693219788424962,15,10.666666666666666,30.82615354628367,5,41.0,34.00000000000001,11,34.0,0,2.126000000000001,35333,15,15,1.0,445.39829682637446,False,0.3913946602650539,10,8.166000000000002,2744.0,555,0,0.0,5550.000000000001,False,-0.784025984190342,0,0.7760000000000002,33957,146,36,1.0,3984.9516167762567,False,-0.004031699449005914,0,0.2,29208,407,251,1.0,15752.504994006162,False,0.02740691223169633,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33365,374,169,1.0,17274.981426310093,False,-0.13205441462287845,0.6666666666666666,183000,0.0,0.0,13,0,0,15,2,2.0,3,18,43,324.0,115.0,18,20,43,834,1.6637221984565258,83.47219454497099
57,43,0,0,0,10.000000000000002,20,10.0,19.05838194719147,20,10.75,30.866273371905898,33,31.09090909090909,34.000000000000014,10,34.0,0,2.126000000000001,35243,14,25,1.0,616.4595486797868,False,0.39121976106832185,20,8.356000000000002,2219.0,566,0,0.0,5660.000000000001,False,-0.8024184080770134,0,0.7760000000000002,34783,136,18,1.0,3147.5328655123462,False,0.007252152174987462,0,0.2,29193,417,256,1.0,15849.111255186752,False,0.028329564415940648,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,32679,397,169,1.0,17999.910528646644,False,-0.13873999825753067,0.6666666666666666,182510,0.0,0.0,14,0,0,17,4,4.0,3,20,42,330.0,218.0,20,23,42,1566,1.8357679350301623,85.30796248000115
58,42,0,0,0,10.000000000000002,20,10.0,19.29387366033578,35,21.0,30.866273371905898,0,,34.000000000000014,0,,0,2.126000000000001,35773,9,15,1.0,379.4081049050367,False,0.40732190860344847,15,8.486,1789.0,581,0,0.0,5810.000000000001,False,-0.8163105580339672,0,0.7760000000000002,34783,126,28,1.0,3295.2837356156733,False,0.009298846593928064,0,0.2,28458,442,266,1.0,16738.320874795383,False,0.020284262014065326,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,32679,387,179,1.0,18031.247794927585,False,-0.13841621934032203,0.6666666666666666,181875,0.0,0.0,9,0,0,14,3,3.0,2,16,44,278.0,198.0,16,26,44,780,1.581505368463695,86.88946784846485
59,44,0,0,0,10.000000000000002,20,10.0,18.82281227650987,15,10.666666666666666,30.08187691901192,9,13.0,34.000000000000014,10,34.0,0,2.126000000000001,35663,10,25,1.0,570.5703069127468,False,0.4067576564708607,15,8.621,1424.0,590,0,0.0,5900.000000000001,False,-0.8288330594036158,0,0.7760000000000002,34845,121,29,1.0,3149.93471610904,False,0.009003112842624198,0,0.2,28353,442,276,1.0,16622.281055864652,False,0.015767849506367157,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,32902,386,179,1.0,17697.604490738602,False,-0.1372553417773377,0.6666666666666666,181580,0.0,0.0,12,0,0,11,3,3.0,3,14,42,237.0,146.0,14,30,42,657,1.5942421220242977,88.48370997048914
60,42,0,0,0,10.000000000000002,20,10.0,20.259874651943285,45,28.155555555555555,30.34357644643199,5,40.0,34.000000000000014,8,34.0,15,2.2760000000000007,36385,8,10,1.0,282.59874651943284,False,0.42937698103074734,5,8.656000000000002,1239.0,602,0,0.0,6020.000000000001,False,-0.8337246615011349,0,0.7760000000000002,33888,146,39,1.0,4141.341180594567,False,-0.0037769610667050114,0,0.2,28243,442,281,1.0,17481.40957760632,False,0.0246212713340673,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,32974,381,181,1.0,17714.902626090592,False,-0.13558879769707813,0.6666666666666666,181122,0.0,0.0,13,0,0,10,3,2.7142857142857144,5,15,46,240.0,125.0,15,27,46,1371,1.4324241718277335,89.91613414231688
61,46,0,0,0,10.000000000000002,20,10.0,19.579271179660207,38,14.868421052631579,29.203458214346018,12,13.0,34.00000000000001,8,34.0,0,2.261000000000001,36285,8,20,1.0,471.58542359320415,False,0.42916148985664093,38,9.031,282.0,612,0,0.0,6120.000000000001,False,-0.8692181263207326,0,0.7760000000000002,33994,141,37,1.0,3841.205190262892,False,-0.004997850252626566,0,0.2,27728,465,291,1.0,17602.56743891669,False,0.012031686368149073,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33090,383,183,1.0,17406.924496094525,False,-0.13637380926895912,0.6666666666666666,179772,0.0,0.0,11,0,0,14,5,5.0,5,19,48,312.0,156.0,19,27,48,628,1.4608828527852893,91.37701699510217
62,48,0,0,0,10.000000000000002,20,10.0,18.95509034356643,20,10.5,28.68829671725391,14,22.642857142857142,34.00000000000001,11,34.0,0,2.2610000000000006,36295,7,20,1.0,449.10180687132856,False,0.4291128943975763,10,9.093000000000002,17.0,623,0,0.0,6230.000000000001,False,-0.8774360178445645,0,0.7760000000000002,34056,136,38,1.0,3668.047561980683,False,-0.005678798144054827,0,0.2,27773,470,296,1.0,17400.62828978338,False,0.010481067873436396,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33147,387,182,1.0,17290.370829577263,False,-0.13640019393737454,0.6666666666666666,179681,0.0,0.0,15,0,0,13,2,2.0,5,18,47,294.0,104.0,18,30,47,991,1.230431417003274,92.60744841210544
63,47,0,0,0,10.0,20,10.0,18.70270479199366,30,16.500000000000004,28.68829671725391,0,,34.00000000000001,10,34.0,0,2.261000000000001,36465,9,20,1.0,464.0540958398732,False,0.43605803584252717,20,9.283000000000001,-729.0,631,0,0.0,6310.0,False,-0.9050637864913517,0,0.7760000000000002,33716,141,48,1.0,4014.119618099294,False,-0.010304479594136317,0,0.2,27618,475,306,1.0,17662.40357167669,False,0.009813042965461916,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33487,377,182,1.0,17003.487862404723,False,-0.1323384801272423,0.6666666666666666,178950,0.0,0.0,9,0,0,11,7,11.483333333333334,3,14,36,237.0,95.0,14,33,36,750,1.0344281811267138,93.64187659323215
64,36,0,0,0,10.0,20,10.0,18.139967410278295,20,10.75,28.68829671725391,0,,34.00000000000001,8,34.0,0,2.2610000000000006,36420,9,25,1.0,543.4991852569574,False,0.4358515141515409,15,9.413000000000002,-19968.0,641,0,0.0,6410.0,False,-1.6559834076856852,0,0.7760000000000002,33556,146,58,1.0,4312.356451501358,False,-0.01060595024932322,0,0.2,27563,470,316,1.0,17591.286445483034,False,0.007304148018881306,0,0.2,48393,0,0,0.0,0.0,False,0.0,0,0.7490000000000001,33759,367,184,1.0,16784.604895232187,False,-0.1289793472689006,0.6666666666666666,159723,0.0,0.0,8,0,0,10,7,1174.4833333333333,2,12,26,201.0,72.0,12,24,26,427,1.7456876235082746,95.38756421674043
