index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
66,5,0,0,0,10.0,13,10.0,22.928810841550668,13,30.0,8.086723346817099,98,4.571428571428572,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56438,17,30,1.0,857.86432524652,False,0.05313034117232607,98,17.155,-41377.0,378,0,0.0,8667.090498106152,False,-1.4425899942763412,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,115003,526,25,1.0,5053.616480425794,False,0.11413222334072322,11,6.088000000000002,74693,2676,0,0.0,21640.071676082556,False,-0.18937306059302986,0.3333333333333333,259023,0.0,0.125,12,0,0,6,26,266.1179487179487,17,23,4,68.0,0.0,5,0,4,418,1.011542382009793,175.03875787515426
67,4,0,0,1,10.0,6,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56378,13,40,1.0,1047.1524336620269,False,0.053771921493962926,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,115419,516,22,1.0,4876.749246957623,False,0.1172374122995432,7,6.147000000000003,74624,2676,0,0.0,21640.071676082556,False,-0.1900271510281422,0.3333333333333333,300687,0.0,0.25,9,0,0,6,11,2250.82768287037,19,25,1,54.0,0.0,4,0,1,476,0.85558759002015,175.8943454651744
68,1,0,0,0,10.0,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56258,15,50,1.0,1296.4405420775333,False,0.05385792568315057,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,115771,506,21,1.0,4763.882013489452,False,0.12003925496961543,9,6.230000000000001,74523,2676,0,0.0,21640.071676082556,False,-0.19098458775200228,0.3333333333333333,300818,0.0,0.25,11,0,0,5,8,194.64205128205128,15,20,0,11.0,0.0,1,0,0,472,0.7663576540071517,176.66070311918156
69,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56178,13,60,1.0,1505.72865049304,False,0.05431431396063778,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,496,22,1.0,4715.014780021281,False,0.12253775135093976,11,6.331000000000003,74379,2676,0,0.0,21640.071676082556,False,-0.19234964605136715,0.3333333333333333,300882,0.0,0.25,7,0,0,5,10,1071.0973412698413,14,19,0,0.0,0.0,0,0,0,368,0.7205937950056978,177.38129691418726
70,0,0,0,0,10.0,13,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,12,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56048,16,70,1.0,1765.0167589085468,False,0.054307722127750535,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,486,32,1.0,4954.147546553109,False,0.12367118943289938,12,6.440000000000002,74213,2676,0,0.0,21640.071676082556,False,-0.19392325492424609,0.3333333333333333,300586,0.0,0.25,6,0,0,4,7,115.63777777777777,16,20,0,0.0,0.0,0,0,0,130,0.738570953020826,178.1198678672081
71,0,0,0,0,10.0,15,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,5,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55898,21,80,1.0,2044.3048673240535,False,0.0541159382507135,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,476,42,1.0,5193.280313084939,False,0.12480462751485899,5,6.478000000000002,74175,2676,0,0.0,21640.071676082556,False,-0.19428347864213405,0.3333333333333333,300398,0.0,0.25,7,0,0,4,5,793.5,15,19,0,0.0,0.0,0,0,0,150,0.7346470179618336,178.85451488516992
72,0,0,0,0,10.000000000000002,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,10,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55798,21,90,1.0,2273.59297573956,False,0.05438713448405093,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,466,52,1.0,5432.413079616768,False,0.12593806559681847,10,6.573000000000002,74067,2676,0,0.0,21640.071676082556,False,-0.19530727236665768,0.3333333333333333,300190,0.0,0.25,4,0,0,3,6,349.3516799292661,15,18,0,0.0,0.0,0,0,0,100,0.7252783449948765,179.5797932301648
73,0,0,0,0,10.0,7,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,10,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55728,18,100,1.0,2472.8810841550667,False,0.054936118783613035,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,456,62,1.0,5671.545846148597,False,0.12707150367877806,10,6.663000000000002,73951,2676,0,0.0,21640.071676082556,False,-0.19640690266336827,0.3333333333333333,300004,0.0,0.25,4,0,0,5,7,426.55795271556144,14,19,0,0.0,0.0,0,0,0,70,0.7147102360031568,180.29450346616795
74,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,11,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55648,16,110,1.0,2682.1691925705736,False,0.055392507061100105,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,446,72,1.0,5910.678612680425,False,0.12820494176073768,11,6.763000000000003,73805,2676,0,0.0,21640.071676082556,False,-0.1977909201057799,0.3333333333333333,299778,0.0,0.25,3,0,0,4,8,815.0833333333333,14,18,0,0.0,0.0,0,0,0,80,0.7338252699701115,181.02832873613806
75,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,10,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55568,14,120,1.0,2891.45730098608,False,0.05584889533858732,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,436,82,1.0,6149.811379212255,False,0.12933837984269717,10,6.852000000000002,73684,2676,0,0.0,21640.071676082556,False,-0.1989379482601073,0.3333333333333333,299577,0.0,0.25,4,0,0,4,5,5.0,13,17,0,0.0,0.0,0,0,0,80,0.7400300320005044,181.76835876813857
76,0,0,0,0,10.0,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55448,16,130,1.0,3140.7454094015866,False,0.05593489952777496,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,426,92,1.0,6388.944145744084,False,0.13047181792465676,9,6.932000000000002,73582,2676,0,0.0,21640.071676082556,False,-0.19990486455549075,0.3333333333333333,299355,0.0,0.25,6,0,0,5,4,4.0,14,19,0,0.0,0.0,0,0,0,120,0.7324358629994094,182.50079463113798
77,0,0,0,0,10.0,13,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,7,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55318,19,140,1.0,3400.0335178170935,False,0.05592830769488771,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,416,102,1.0,6628.076912275913,False,0.13160525600661638,7,6.993000000000002,73516,2676,0,0.0,21640.071676082556,False,-0.200530516276033,0.3333333333333333,299159,0.0,0.25,7,0,0,8,3,3.0,10,18,0,0.0,0.0,0,0,0,130,0.7297479849657975,183.23054261610378
78,0,0,0,0,10.0,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,7,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55218,19,150,1.0,3629.3216262326,False,0.05619950392822514,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,406,112,1.0,6867.2096788077415,False,0.13273869408857586,7,7.056000000000002,73448,2676,0,0.0,21640.071676082556,False,-0.20117512713962196,0.3333333333333333,298991,0.0,0.25,4,0,0,11,3,3.0,8,19,0,0.0,0.0,0,0,0,100,0.7106455090106465,183.94118812511442
79,0,0,0,0,10.0,7,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55148,16,160,1.0,3828.609734648107,False,0.05674848822778724,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,396,122,1.0,7106.342445339571,False,0.13387213217053545,9,7.139000000000002,73346,2676,0,0.0,21640.071676082556,False,-0.20214204343500541,0.3333333333333333,298819,0.0,0.25,4,0,0,11,4,4.0,8,19,0,0.0,0.0,0,0,0,70,0.7191250480245799,184.660313173139
80,0,0,0,0,10.0,13,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,55018,19,170,1.0,4087.8978430636134,False,0.056741896394899995,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,386,132,1.0,7345.4752118714005,False,0.13500557025249507,9,7.2200000000000015,73243,2676,0,0.0,21640.071676082556,False,-0.20311843930191223,0.3333333333333333,298586,0.0,0.25,6,0,0,9,4,4.0,8,17,0,0.0,0.0,0,0,0,130,0.7231209989986382,185.38343417213764
81,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54938,17,180,1.0,4297.18595147912,False,0.05719828467238707,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,376,142,1.0,7584.607978403229,False,0.13613900833445455,9,7.301000000000002,73140,2676,0,0.0,21640.071676082556,False,-0.20409483516881904,0.3333333333333333,298403,0.0,0.25,4,0,0,7,5,5.0,12,19,0,0.0,0.0,0,0,0,80,0.7306432760087773,186.11407744814642
82,0,0,0,0,10.0,9,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54848,16,190,1.0,4516.474059894627,False,0.05756207692779939,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,366,152,1.0,7823.740744935058,False,0.13727244641641415,9,7.382000000000002,73047,2676,0,0.0,21640.071676082556,False,-0.20497643532049217,0.3333333333333333,298220,0.0,0.25,4,0,0,11,4,4.0,6,17,0,0.0,0.0,0,0,0,90,0.7179244199651293,186.83200186811155
83,0,0,0,0,10.0,13,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,10,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54718,19,200,1.0,4775.762168310133,False,0.05755548509491214,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,356,162,1.0,8062.873511466887,False,0.13840588449837377,10,7.4730000000000025,72939,2676,0,0.0,21640.071676082556,False,-0.20600022904501583,0.3333333333333333,297982,0.0,0.25,6,0,0,6,4,4.0,12,18,0,0.0,0.0,0,0,0,130,0.7319498420110904,187.56395171012264
84,0,0,0,0,9.999999999999998,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,12,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54598,21,210,1.0,5025.05027672564,False,0.05764148928409978,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,346,172,1.0,8302.006277998717,False,0.13953932258033325,12,7.583000000000002,72783,2676,0,0.0,21640.071676082556,False,-0.2074790422026611,0.3333333333333333,297706,0.0,0.25,6,0,0,9,5,5.0,10,19,0,0.0,0.0,0,0,0,120,0.7150185939972289,188.27897030411987
85,0,0,0,0,10.0,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,8,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54498,21,220,1.0,5254.338385141147,False,0.05791268551743721,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,336,182,1.0,8541.139044530544,False,0.14067276066229284,8,7.651000000000002,72696,2676,0,0.0,21640.071676082556,False,-0.20830376492519403,0.3333333333333333,297519,0.0,0.25,3,0,0,12,4,4.0,8,20,0,0.0,0.0,0,0,0,100,0.720828291028738,188.9997985951486
86,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54418,19,230,1.0,5463.626493556653,False,0.05836907379492442,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,326,192,1.0,8780.271811062374,False,0.14180619874425246,9,7.733000000000001,72599,2676,0,0.0,21640.071676082556,False,-0.20922328336296067,0.3333333333333333,297342,0.0,0.25,4,0,0,9,4,4.0,9,18,0,0.0,0.0,0,0,0,80,0.7203943640342914,189.7201929591829
87,0,0,0,0,10.0,11,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,14,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54308,20,240,1.0,5702.91460197216,False,0.058547674006186955,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,316,202,1.0,9019.404577594203,False,0.1429396368262119,14,7.864000000000002,72395,2676,0,0.0,21640.071676082556,False,-0.21115711595372755,0.3333333333333333,297028,0.0,0.25,5,0,0,12,6,6.0,6,18,0,0.0,0.0,0,0,0,110,0.704739692970179,190.42493265215307
88,0,0,0,0,9.999999999999998,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,8,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54208,20,250,1.0,5932.202710387667,False,0.05881887023952425,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,306,212,1.0,9258.537344126033,False,0.14407307490817153,8,7.9300000000000015,72312,2676,0,0.0,21640.071676082556,False,-0.21194392039016702,0.3333333333333333,296845,0.0,0.25,5,0,0,6,3,3.0,9,15,0,0.0,0.0,0,0,0,100,0.7212804619921371,191.1462131141452
89,0,0,0,0,9.999999999999998,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,8,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54088,22,260,1.0,6181.490818803173,False,0.058904874428711895,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,296,222,1.0,9497.670110657862,False,0.14520651299013115,8,8.002000000000002,72235,2676,0,0.0,21640.071676082556,False,-0.2126738473974663,0.3333333333333333,296648,0.0,0.25,5,0,0,8,4,4.0,11,19,0,0.0,0.0,0,0,0,120,0.7292687419685535,191.87548185611377
90,0,0,0,0,9.999999999999998,6,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,12,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,54028,18,270,1.0,6370.77892721868,False,0.059546454750348886,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,286,232,1.0,9736.80287718969,False,0.1463399510720906,12,8.114,72067,2676,0,0.0,21640.071676082556,False,-0.21426641541339198,0.3333333333333333,296420,0.0,0.25,2,0,0,8,6,6.0,10,18,0,0.0,0.0,0,0,0,60,0.7161993460031226,192.5916812021169
91,0,0,0,0,9.999999999999998,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,5,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53908,20,280,1.0,6620.067035634187,False,0.05963245893953653,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,276,242,1.0,9975.93564372152,False,0.14747338915405023,5,8.152000000000001,72025,2676,0,0.0,21640.071676082556,False,-0.2146645574173734,0.3333333333333333,296258,0.0,0.25,6,0,0,10,3,3.0,8,18,0,0.0,0.0,0,0,0,120,0.7059316899976693,193.29761289211456
92,0,0,0,0,9.999999999999998,11,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,12,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53798,21,290,1.0,6859.355144049694,False,0.05981105915079907,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,266,252,1.0,10215.068410253349,False,0.14860682723600985,12,8.267,71856,2676,0,0.0,21640.071676082556,False,-0.21626660500482245,0.3333333333333333,295979,0.0,0.25,5,0,0,9,6,6.0,8,17,0,0.0,0.0,0,0,0,110,0.698045311961323,193.99565820407588
93,0,0,0,0,9.999999999999998,12,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,7,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53678,23,300,1.0,7108.6432524652,False,0.059897063339986706,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,256,262,1.0,10454.201176785176,False,0.1497402653179693,7,8.325,71791,2676,0,0.0,21640.071676082556,False,-0.2168827771538413,0.3333333333333333,295794,0.0,0.25,4,0,0,5,3,3.0,12,17,0,0.0,0.0,0,0,0,120,0.7292765420279466,194.72493474610383
94,0,0,0,0,10.0,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,10,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53578,23,310,1.0,7337.931360880707,False,0.06016825957332413,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,246,272,1.0,10693.333943317006,False,0.15087370339992892,10,8.418000000000001,71675,2676,0,0.0,21640.071676082556,False,-0.2179824074505519,0.3333333333333333,295578,0.0,0.25,5,0,0,6,5,5.0,13,19,0,0.0,0.0,0,0,0,100,0.9286231590085663,195.6535579051124
95,0,0,0,0,9.999999999999998,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,12,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53478,23,320,1.0,7567.219469296214,False,0.06043945580666143,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,236,282,1.0,10932.466709848835,False,0.15200714148188854,12,8.528,71521,2676,0,0.0,21640.071676082556,False,-0.21944226146515045,0.3333333333333333,295324,0.0,0.25,4,0,0,12,4,4.0,8,20,0,0.0,0.0,0,0,0,100,0.8001473419717513,196.45370524708414
96,0,0,0,0,10.0,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,7,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53398,21,330,1.0,7776.50757771172,False,0.06089584408414864,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,226,292,1.0,11171.599476380665,False,0.153140579563848,7,8.586,71454,2676,0,0.0,21640.071676082556,False,-0.22007739275721605,0.3333333333333333,295177,0.0,0.25,4,0,0,8,3,3.0,12,20,0,0.0,0.0,0,0,0,80,0.7290175639791414,197.1827228110633
97,0,0,0,0,10.0,13,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,9,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53268,24,340,1.0,8035.795686127227,False,0.06088925225126139,0,17.057000000000002,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,216,302,1.0,11410.732242912494,False,0.15427401764580762,9,8.669,71349,2676,0,0.0,21640.071676082556,False,-0.2210727477671696,0.3333333333333333,294942,0.0,0.25,7,0,0,8,5,5.0,11,19,0,0.0,0.0,0,0,0,130,0.7246348260086961,197.90735763707198
98,0,0,0,0,9.999999999999998,10,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,8,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53168,24,350,1.0,8265.083794542734,False,0.06116044848459882,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,206,312,1.0,11649.865009444322,False,0.15540745572776724,8,8.74,71270,2676,0,0.0,21640.071676082556,False,-0.22182163391751558,0.3333333333333333,294763,0.0,0.25,3,0,0,9,3,3.0,8,17,0,0.0,0.0,0,0,0,100,0.7141978239524178,198.6215554610244
99,0,0,0,0,9.999999999999998,8,10.0,22.928810841550668,0,,8.086723346817099,0,,32.0,13,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,53088,22,360,1.0,8474.37190295824,False,0.06161683676208603,0,17.057000000000006,-48887.0,378,0,0.0,8667.090498106152,True,-1.5323184194289752,0,18.011000000000003,-60658.666666666664,843,0,0.0,19328.987539427213,True,-1.6092712151803896,0,0.21800000000000003,116059,196,322,1.0,11888.997775976151,False,0.1565408938097267,13,8.862,71079,2676,0,0.0,21640.071676082556,False,-0.2236322320784787,0.3333333333333333,294492,0.0,0.25,2,0,0,9,7,7.0,10,19,0,0.0,0.0,0,0,0,80,0.7098759689833969,199.3314314300078
