index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,24,0,0,0,10.000000000000002,20,10.0,18.54408746040036,10,5.4,22.41711783682327,15,5.4,35.99999999999999,0,,0,1.9100000000000006,34582,1,30,1.0,566.3226238120108,False,0.15746501931830575,10,3.2520000000000002,18124,340,0,0.0,3400.0000000000005,False,-0.34187636943098065,15,4.346000000000001,33030,100,0,0.0,1854.4087460400358,False,-0.3154617511385716,0,0.2,47909,387,41,1.0,8095.663678484692,False,0.0473900705407077,0,0.41600000000000004,52467,423,45,1.0,11102.440844976243,False,-0.01852011533016222,0,0.2,59189,0,5,0.0,179.99999999999997,False,0.002808180941586453,0.5,245301,0.0,0.0,8,0,0,14,5,5.0,16,30,25,137.0,47.0,13,11,25,200,1.4459944650297984,47.62073547398904
31,25,0,0,0,10.000000000000002,20,10.0,18.60213482448809,16,19.4375,22.321638718816,1,2.0,35.99999999999999,4,36.0,0,1.9100000000000004,34778,0,27,0.8,502.25764026117844,False,0.1629084662416369,5,3.2920000000000007,17919,353,0,0.0,3530.0000000000005,False,-0.34652413518358677,1,4.341000000000001,32779,106,0,0.0,1971.8262913957376,False,-0.3193381214833312,0,0.2,47814,387,51,1.0,8337.429751736507,False,0.04791184283893586,0,0.41600000000000004,52465,414,55,1.0,11221.158429589825,False,-0.017549790827822806,0,0.2,59333,0,1,0.0,35.99999999999999,False,0.004026187133117927,0.4666666666666666,245088,0.0,0.0,10,0,0,15,2,2.0,17,32,28,136.0,63.0,14,11,28,610,1.5157501139910892,49.13648558798013
32,28,0,0,0,10.000000000000002,20,10.0,18.218130129806745,28,15.178571428571429,22.46518743260825,18,24.0,35.99999999999999,0,,0,1.9100000000000004,35057,0,21,0.9,382.58073272594163,False,0.17018426287640162,13,3.4170000000000007,17506,364,0,0.0,3640.0000000000005,False,-0.35840913617953657,13,4.470000000000001,32380,117,0,0.0,2131.521225187389,False,-0.3257718700843911,0,0.2,47706,394,56,1.0,8435.99376736992,False,0.04672815553934924,0,0.41600000000000004,52033,422,65,1.0,11820.30909656068,False,-0.01978998615735386,0,0.2,59333,0,1,0.0,35.99999999999999,False,0.004026187133117927,0.48333333333333334,244015,0.0,0.0,11,0,0,14,5,5.0,19,33,16,183.0,48.0,17,11,16,724,1.183579190983437,50.32006477896357
33,16,0,0,0,10.000000000000002,20,10.0,17.56721850772535,11,4.2727272727272725,22.46518743260825,0,,35.99999999999999,0,,0,1.9100000000000004,34967,0,30,0.9,527.0165552317605,False,0.1695939272829122,11,3.514000000000001,17149,375,0,0.0,3750.0000000000005,False,-0.3684350308744439,0,4.457000000000001,32380,117,0,0.0,2055.364565403866,False,-0.32653948549163536,0,0.2,47659,395,66,1.0,8421.753681103659,False,0.04563715761302721,0,0.41600000000000004,52033,412,75,1.0,11955.657222234599,False,-0.018645160774832945,0,0.2,59333,0,1,0.0,35.99999999999999,False,0.004026187133117927,0.48333333333333334,243521,0.0,0.0,8,0,0,8,2,2.0,16,24,16,66.0,24.0,8,8,16,200,0.8249109649914317,51.144975743955
34,16,0,0,0,10.000000000000002,20,10.0,18.03566375455081,18,23.555555555555557,21.21397452026839,28,12.75,35.99999999999999,1,36.0,0,1.9100000000000004,35291,0,22,1.0,396.78460260011786,False,0.17818844370559925,0,3.503000000000001,17049,385,0,0.0,3850.000000000001,False,-0.3700949472146604,28,4.737000000000001,31096,130,0,0.0,2344.6362880916054,False,-0.34950775825412644,0,0.2,47609,390,76,1.0,8646.170927815214,False,0.04689121202894017,0,0.41600000000000004,51676,430,85,1.0,12182.009043715409,False,-0.0227698725854261,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,242090,0.0,0.0,12,0,0,7,2,2.0,12,19,18,64.0,48.0,5,11,18,660,0.7400922480155714,51.88506799197057
35,18,0,0,0,10.0,20,10.0,18.491328005727986,42,20.738095238095237,20.069997918473202,12,1.4166666666666667,35.99999999999999,0,,3,1.9400000000000004,35844,2,10,1.0,204.91328005727985,False,0.19336221499331527,17,3.673000000000001,16586,393,0,0.0,3930.0,False,-0.3841378394528916,12,4.829000000000001,30461,138,0,0.0,2551.803264790462,False,-0.36022050493095126,0,0.2,46900,414,86,1.0,9381.42961536008,False,0.04000957157763248,0,0.41600000000000004,51659,432,95,1.0,12090.239100780424,False,-0.02383368209378288,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,240819,0.0,0.0,10,0,0,7,8,7.214285714285714,18,25,22,88.0,45.0,8,10,22,539,0.8041302390047349,52.68919823097531
36,22,0,0,0,10.0,20,10.0,18.58000545214685,14,20.0,19.458679933183408,18,13.11111111111111,35.99999999999999,0,,4,1.9770000000000005,35948,0,10,1.0,185.8000545214685,False,0.19649757742715415,0,3.6560000000000006,16466,405,0,0.0,4050.0,False,-0.38612973906115133,18,4.997000000000001,29896,138,0,0.0,2564.0407523962654,False,-0.3714869093214907,0,0.2,46620,418,96,1.0,9634.47555258299,False,0.036915650854563935,0,0.41600000000000004,51423,440,105,1.0,12341.819170600698,False,-0.025698076813892835,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,239722,0.0,0.0,7,0,0,10,4,3.2857142857142856,15,25,24,126.0,75.0,11,11,24,200,1.0182908400311135,53.70748907100642
37,24,0,0,0,10.0,20,10.0,18.4371508636354,6,13.333333333333334,18.861671603014344,21,13.619047619047619,35.99999999999999,0,,0,1.9730000000000008,35918,1,14,1.0,268.1201120908956,False,0.19686807170989468,0,3.6560000000000006,16376,414,0,0.0,4140.0,False,-0.38762366376734614,17,5.149000000000002,29369,138,0,0.0,2544.326819181685,False,-0.3823093293232504,0,0.2,46724,414,102,1.0,9556.870961052518,False,0.03822996170879038,0,0.41600000000000004,51137,451,115,1.0,12646.613892959467,False,-0.027958199609565918,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,238893,0.0,0.0,12,0,0,8,1,1.0,19,27,26,150.0,97.0,11,13,26,464,1.0833160489564762,54.7908051199629
38,26,0,0,0,10.0,20,10.0,18.67797689370167,21,20.952380952380953,19.708621700394993,26,25.73076923076923,35.99999999999999,9,36.0,3,2.003000000000001,36156,2,10,1.0,206.77976893701668,False,0.203751075110169,4,3.6960000000000006,16210,423,0,0.0,4230.0,False,-0.39164066131066994,14,5.272000000000001,28769,142,0,0.0,2652.272718905637,False,-0.39331660767945775,0,0.2,46984,421,100,1.0,9834.290442287902,False,0.04626749226190287,0,0.41600000000000004,50792,467,116,1.0,13379.926334084459,False,-0.027591846682756223,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,238280,0.0,0.0,15,0,0,16,4,4.0,15,31,24,189.0,106.0,14,12,24,1364,1.1331736390129663,55.92397875897586
39,24,0,0,0,10.0,20,10.0,18.401283107837617,14,14.5,19.148138836457736,16,12.5,36.0,13,36.0,1,2.0100000000000002,36202,2,10,1.0,204.01283107837617,False,0.20523226928952887,3,3.7220000000000013,16069,433,0,0.0,4330.0,False,-0.39466170904986386,12,5.378000000000001,28305,144,0,0.0,2649.784767528617,False,-0.4026953920137824,0,0.2,47001,423,106,1.0,9813.445471279832,False,0.04640008740152232,0,0.41600000000000004,51060,473,113,1.0,13125.069669644508,False,-0.025213830547895486,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,238006,0.0,0.0,15,0,0,15,4,3.2,15,30,20,198.0,62.0,15,9,20,976,1.1474270969629288,57.07140585593879
40,20,0,0,0,9.999999999999998,20,10.0,18.73061446980732,21,21.714285714285715,19.870459201254874,6,42.166666666666664,35.99999999999999,11,36.0,10,2.1090000000000004,36264,5,10,1.0,237.3061446980732,False,0.2078432067043701,1,3.7290000000000005,15976,440,0,0.0,4399.999999999999,False,-0.39658721200451497,1,5.376,28287,144,0,0.0,2697.2084836522545,False,-0.4025802475138869,0,0.2,46779,434,111,1.0,10334.707651235669,False,0.04717884581739782,0,0.41600000000000004,51203,469,112,1.0,13351.245365388535,False,-0.02088165576617215,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,237878,0.0,0.0,16,0,0,9,5,4.166666666666667,16,25,28,108.0,80.0,8,12,28,830,1.2431218259735033,58.314527681912296
41,28,0,0,0,9.999999999999998,20,10.0,19.232483834906773,24,23.208333333333332,18.504345061561565,20,6.75,35.99999999999999,0,,8,2.1790000000000007,36505,4,10,1.0,232.32483834906773,False,0.2157613179461701,6,3.788000000000001,15743,451,0,0.0,4509.999999999999,False,-0.40249651417568555,20,5.575000000000001,27487,144,0,0.0,2769.477672226575,False,-0.4179788969859838,0,0.2,46222,448,121,1.0,10855.178510487185,False,0.04119641283803553,0,0.41600000000000004,51068,479,122,1.0,13255.581284487987,False,-0.023974580172821683,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,236394,0.0,0.0,9,0,0,10,8,7.470588235294118,20,30,22,152.0,64.0,14,14,22,230,1.4223216899554245,59.73684937186772
42,22,0,0,0,9.999999999999998,20,10.0,18.6864137003834,12,9.916666666666666,18.133361133670906,31,16.064516129032256,35.99999999999999,12,36.0,0,2.1710000000000007,36465,3,15,1.0,310.296205505751,False,0.21572764433812094,7,3.8520000000000008,15520,462,0,0.0,4619.999999999999,False,-0.40807383307881284,17,5.725000000000001,26970,144,0,0.0,2690.84357285521,False,-0.4291936099175986,0,0.2,46377,450,117,1.0,10530.489417812027,False,0.041048355217232095,0,0.41600000000000004,51002,500,120,1.0,13386.680566835454,False,-0.02398219878169396,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,235703,0.0,0.0,16,0,0,11,6,6.0,14,25,22,119.0,76.0,10,12,22,956,2.2894467570004053,62.026296128868125
43,22,0,0,0,9.999999999999998,20,10.0,19.109934856216032,27,22.0,18.444611296091562,2,47.0,35.99999999999999,11,36.0,1,2.1810000000000005,36781,4,10,1.0,231.09934856216032,False,0.22490371403894427,11,3.955000000000001,15282,471,0,0.0,4709.999999999999,False,-0.41448111015204836,0,5.708000000000001,26890,146,0,0.0,2790.050489007541,False,-0.4298063693000087,0,0.2,45957,465,125,1.0,11191.6961201519,False,0.03924622142635872,0,0.41600000000000004,51304,492,119,1.0,13358.748757677047,False,-0.019109597231767538,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,235583,0.0,0.0,16,0,0,8,3,2.25,20,28,18,131.0,60.0,12,10,18,1060,1.1521104580024257,63.17840658687055
44,18,0,0,0,9.999999999999998,20,10.0,18.369344959068453,13,7.538461538461538,23.461236762732767,38,45.5,36.0,3,36.0,0,2.1800000000000006,36701,2,20,1.0,387.3868991813691,False,0.22484209048505022,13,4.074,14894,483,0,0.0,4829.999999999999,False,-0.4253701613438683,1,5.718000000000002,26779,152,0,0.0,2792.1404337784047,False,-0.43202293640105627,0,0.2,47662,462,98,1.0,10785.838573837438,False,0.06952625260893273,0,0.41600000000000004,49683,520,126,1.0,16735.84311662104,False,-0.017966918303748452,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,235088,0.0,0.0,10,0,0,11,4,4.0,13,24,24,62.0,37.0,9,9,24,2027,0.950842878955882,64.12924946582643
45,24,0,0,0,10.0,20,10.0,19.255073434308784,16,29.375,22.984468050140702,4,1.0,36.0,0,,0,2.1800000000000006,37081,1,14,1.0,279.571028080323,False,0.23566780140894225,0,4.061,14784,494,0,0.0,4940.0,False,-0.4271960693181064,4,5.7570000000000014,26599,154,0,0.0,2965.281308883553,False,-0.43390636909966984,0,0.2,47228,466,108,1.0,11455.18676980309,False,0.06752395647505427,0,0.41600000000000004,49679,514,136,1.0,16710.016577772323,False,-0.01825303589927486,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,234740,0.0,0.0,10,0,0,8,1,1.0,16,24,33,122.0,81.0,11,13,33,670,1.1009591370238923,65.23020860285033
46,33,0,0,0,10.0,20,10.0,18.490067531208634,12,7.083333333333333,22.984468050140702,0,,36.0,0,,0,2.1800000000000006,37041,0,19,1.0,351.31128309296406,False,0.2355306965522369,7,4.131,14541,505,0,0.0,5050.0,False,-0.4334373547573202,0,5.753000000000002,26564,161,0,0.0,2976.90087252459,False,-0.4344948103805529,0,0.2,47178,461,118,1.0,11236.088361803784,False,0.06430762772450703,0,0.41600000000000004,49679,504,146,1.0,16840.171897270913,False,-0.01715213322559403,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,234372,0.0,0.0,10,0,0,11,1,1.0,19,30,27,164.0,107.0,16,17,27,250,1.093274935032241,66.32348353788257
47,27,0,0,0,10.0,20,10.0,19.032391351030295,25,22.76,20.052044387446447,45,9.0,36.0,0,,0,2.1800000000000006,37491,1,13,1.0,257.4210875633938,False,0.24891144491672842,9,4.214,14226,514,0,0.0,5140.0,False,-0.4424009029944891,45,6.203000000000001,23644,177,0,0.0,3368.7332691323622,False,-0.48940921189843606,0,0.2,47169,460,128,1.0,11321.56170306708,False,0.06498772026636983,0,0.41600000000000004,49274,539,156,1.0,16424.051924833635,False,-0.02752311737829551,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,231173,0.0,0.0,9,0,0,10,6,6.0,15,25,26,136.0,96.0,10,17,26,760,0.9946159429964609,67.31809948087903
48,26,0,0,0,10.0,20,10.0,18.993937956684647,31,18.774193548387096,19.46045537474639,44,16.863636363636363,36.0,11,36.0,7,2.2500000000000004,37722,0,10,1.0,189.93937956684647,False,0.25546011851083666,11,4.315000000000001,13907,525,0,0.0,5250.0,False,-0.45116526127083195,41,6.568000000000001,22113,178,0,0.0,3380.9209562898673,False,-0.5201495690411455,0,0.2,46767,480,135,1.0,11744.251694799394,False,0.0611443343022961,0,0.41600000000000004,48928,573,155,1.0,16730.840929729682,False,-0.030781376941369162,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,228806,0.0,0.0,14,0,0,13,10,9.071428571428571,13,26,32,122.0,90.0,11,15,32,737,1.267912311013788,68.58601179189282
49,32,0,0,0,10.0,20,10.0,19.063894863770876,14,20.0,21.83497321945458,29,39.310344827586206,36.0,9,36.0,4,2.283000000000001,37836,0,7,0.7,133.44726404639613,False,0.2583070059100723,0,4.304000000000001,13777,538,0,0.0,5380.0,False,-0.45332315251311334,8,6.607000000000002,21953,178,0,0.0,3393.373285751216,False,-0.5232494729896463,0,0.2,47491,484,124,1.0,11934.461793277473,False,0.07765655155906011,0,0.41600000000000004,48112,592,156,1.0,18542.30414591711,False,-0.029263409521449537,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.45,228538,0.0,0.0,13,0,0,14,2,1.2857142857142856,20,34,24,215.0,100.0,17,15,24,1528,1.351091301010456,69.93710309290327
50,24,0,0,0,10.0,20,10.0,18.233333370249575,15,8.2,21.80590708200545,24,21.541666666666668,36.0,9,36.0,3,2.309,37764,0,10,1.0,182.33333370249574,False,0.2567281942384718,5,4.354000000000001,13574,548,0,0.0,5480.0,False,-0.4584024965141757,20,6.799000000000001,21382,180,0,0.0,3282.0000066449234,False,-0.5358827560512345,0,0.2,47576,487,130,1.0,11714.40127197225,False,0.07715197024525514,0,0.41600000000000004,47919,606,157,1.0,18866.379691695303,False,-0.029787189859292375,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,227584,0.0,0.0,12,0,0,13,5,4.6,19,32,23,172.0,41.0,15,9,23,762,1.3481161830131896,71.28521927591646
51,23,0,0,0,10.000000000000002,20,10.0,19.125881085602092,19,27.42105263157895,22.23553715848996,10,31.6,35.99999999999999,10,36.0,4,2.346,38076,0,10,1.0,191.25881085602092,False,0.26723422765513605,5,4.399000000000001,13364,558,0,0.0,5580.000000000001,False,-0.46371422880286833,9,6.8690000000000015,20808,193,0,0.0,3691.295049521204,False,-0.5433284779107245,0,0.2,47582,483,139,1.0,12328.540229375916,False,0.08346309145441994,0,0.41600000000000004,47963,606,157,1.0,19126.735518044916,False,-0.026840665183251497,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,227162,0.0,0.0,13,0,0,9,5,4.230769230769231,13,22,16,129.0,37.0,14,9,16,606,1.155143923999276,72.44036319991574
52,16,0,0,0,10.000000000000002,20,10.0,19.156089028992294,30,19.333333333333332,22.70911489616502,4,47.0,35.99999999999999,9,36.0,2,2.362000000000001,38320,0,8,0.8,153.24871223193836,False,0.274703683557399,18,4.574000000000001,12925,570,0,0.0,5700.000000000001,False,-0.47629639466170903,0,6.860000000000001,20760,196,0,0.0,3754.59344968249,False,-0.5436580912623222,0,0.2,47238,500,145,1.0,12870.866174440074,False,0.08199478061565207,0,0.41600000000000004,48099,600,158,1.0,19313.46893769901,False,-0.022960525284632705,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.4666666666666666,226711,0.0,0.0,12,0,0,9,4,3.166666666666667,5,14,17,42.0,43.0,6,10,17,712,0.8069941960275173,73.24735739594325
53,17,0,0,0,10.000000000000002,20,10.0,18.453595866731757,16,10.3125,22.024937146029096,32,18.0,35.99999999999999,0,,0,2.3600000000000008,38400,0,7,0.5,129.1751710671223,False,0.2769599490582817,10,4.656,12545,585,0,0.0,5850.000000000001,False,-0.48642188433702943,30,7.160000000000002,19714,196,0,0.0,3616.9047898794242,False,-0.5661320728351468,0,0.2,47165,506,153,1.0,12707.33489190872,False,0.07887488299710432,0,0.41600000000000004,47523,622,168,1.0,19747.5109048301,False,-0.029033284515841737,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.4166666666666667,224716,0.0,0.0,11,0,0,9,5,5.0,6,15,20,44.0,54.0,7,10,20,422,0.8673628109972924,74.11472020694055
54,20,0,0,0,10.000000000000002,20,10.0,17.83044087194825,12,8.416666666666666,21.286917921813995,8,3.0,35.99999999999999,3,36.0,0,2.3600000000000008,38385,1,11,1.0,206.13484959143076,False,0.27773944043541976,6,4.706,12317,594,0,0.0,5940.000000000001,False,-0.49249717814222166,8,7.210000000000002,19402,197,0,0.0,3512.5968517738056,False,-0.5734729987121133,0,0.2,47104,507,163,1.0,12509.801143333445,False,0.07565416626349078,0,0.41600000000000004,47607,620,175,1.0,19497.889111524677,False,-0.02972367236035491,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,224184,0.0,0.0,10,0,0,5,2,2.0,3,8,25,76.0,78.0,8,12,25,403,1.0293092360370792,75.14402944297763
55,25,0,0,0,10.000000000000002,20,10.0,18.363088792429654,34,21.08823529411765,21.82684133053924,7,36.142857142857146,35.999999999999986,9,36.0,8,2.4400000000000004,38515,2,10,1.0,203.63088792429653,False,0.28201365925111715,15,4.850000000000001,12137,603,0,0.0,6030.000000000001,False,-0.4969789522608061,3,7.232000000000002,19088,205,0,0.0,3764.433202448079,False,-0.5772645123327008,0,0.2,46843,523,169,1.0,13292.63162330184,False,0.07828318775250821,0,0.41600000000000004,47678,617,176,1.0,19803.161100942707,False,-0.02594047755195389,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,223630,0.0,0.0,14,0,0,8,4,3.375,6,14,25,159.0,89.0,14,11,25,828,1.2700496829929762,76.4140791259706
56,25,0,0,0,10.000000000000002,20,10.0,17.333625341026384,14,3.5714285714285716,22.82849552041851,27,29.25925925925926,35.999999999999986,10,36.0,0,2.432000000000001,38395,4,20,1.0,386.6725068205277,False,0.28106819777605285,14,4.975000000000001,11702,611,0,0.0,6110.000000000001,False,-0.5100922913485161,19,7.419000000000002,18660,209,0,0.0,3622.727696274514,False,-0.5873208110281567,0,0.2,47205,523,171,1.0,12969.158787348364,False,0.0823202716138004,0,0.41600000000000004,47248,634,176,1.0,20809.26615994533,False,-0.024704665979181164,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,222579,0.0,0.0,13,0,0,6,7,7.0,8,14,18,153.0,76.0,14,11,18,936,1.3397205969667993,77.7537997229374
57,18,0,0,0,10.000000000000002,20,10.0,18.390621355866127,17,29.647058823529413,24.600907792086637,19,41.421052631578945,35.999999999999986,0,,0,2.4320000000000004,38809,3,13,1.0,269.07807762625964,False,0.2928603359276651,0,4.961000000000001,11592,622,0,0.0,6220.000000000001,False,-0.5119181993227542,4,7.440000000000001,18584,210,0,0.0,3862.0304847318866,False,-0.5864408490431411,0,0.2,47416,529,166,1.0,13812.389390739563,False,0.09507306969660494,0,0.41600000000000004,46461,643,186,1.0,22514.383710311704,False,-0.02359562439470424,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,222231,0.0,0.0,12,0,0,6,1,1.0,5,11,25,116.0,21.0,11,7,25,1379,1.107812129019294,78.8616118519567
58,25,0,0,0,10.000000000000002,20,10.0,19.15046841446468,37,22.81081081081081,23.3421708693802,14,7.214285714285714,35.999999999999986,0,,14,2.5720000000000005,39139,0,10,1.0,191.5046841446468,False,0.30252813033903203,10,5.061000000000002,11242,635,0,0.0,6350.000000000001,False,-0.5213797224619879,14,7.576000000000001,17754,221,0,0.0,4232.253519596694,False,-0.5994410603596673,0,0.2,46907,545,176,1.0,14545.227358894164,False,0.0921988001339975,0,0.41600000000000004,46360,647,196,1.0,22158.384552488988,False,-0.028315391263436206,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,220771,0.0,0.0,10,0,0,9,8,7.333333333333333,6,15,22,153.0,45.0,15,10,22,403,1.3629965799627826,80.22460843191948
59,22,0,0,0,10.000000000000002,20,10.0,19.521906154633264,25,22.4,24.841349926284114,31,33.25806451612903,35.99999999999999,10,36.0,10,2.658000000000001,39348,0,7,0.7,136.65334308243285,False,0.30855609426801733,5,5.101000000000001,11012,648,0,0.0,6480.000000000001,False,-0.5268574463847022,10,7.662000000000002,17157,228,0,0.0,4450.994603256384,False,-0.609271110316732,0,0.2,47572,553,165,1.0,14894.436841349074,False,0.10912426764251375,0,0.41600000000000004,45689,668,196,1.0,23650.021750757784,False,-0.02704970352749995,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.45,220147,0.0,0.0,13,0,0,5,5,4.230769230769231,6,11,27,100.0,48.0,11,11,27,1505,1.0285351190250367,81.25314355094451
60,27,0,0,0,10.000000000000002,20,10.0,18.474522764915633,13,2.6153846153846154,24.143068928939623,6,2.6666666666666665,35.99999999999999,11,36.0,0,2.648000000000001,39288,0,13,0.6,240.16879594390323,False,0.3082824645764541,13,5.226000000000001,10539,662,0,0.0,6620.000000000001,False,-0.5402363720868468,6,7.712000000000002,16939,228,0,0.0,4212.191190400765,False,-0.616072741297416,0,0.2,47538,556,175,1.0,14496.871719857525,False,0.1044316385100344,0,0.41600000000000004,46069,664,195,1.0,23050.99776881591,False,-0.025688107786646656,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.43333333333333335,219742,0.0,0.0,13,0,0,7,5,5.0,5,12,28,98.0,67.0,12,15,28,596,1.0912455460056663,82.34438909695018
61,28,0,0,0,10.000000000000002,20,10.0,18.474522764915633,0,,24.337335027581915,5,31.0,35.999999999999986,2,36.0,0,2.648000000000001,39238,0,18,0.5,332.5414097684814,False,0.30815585634699694,0,5.213,10389,677,0,0.0,6770.000000000001,False,-0.5427262465971715,0,7.706000000000003,16939,228,0,0.0,4212.191190400765,False,-0.616072741297416,0,0.2,47693,546,180,1.0,14467.809734608682,False,0.10726333240544175,0,0.41600000000000004,45986,659,203,1.0,23346.303783176478,False,-0.024594388855442278,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.4166666666666667,219614,0.0,0.0,10,0,0,6,0,0.0,10,16,26,131.0,44.0,16,12,26,427,2.092983889975585,84.43737298692577
62,26,0,0,0,10.000000000000002,20,10.0,17.898194214507274,31,14.387096774193548,24.20781687799046,22,23.272727272727273,35.999999999999986,8,36.0,0,2.648000000000001,39560,0,11,1.0,196.88013635958,False,0.3165938539333309,14,5.353,9908,687,0,0.0,6870.000000000001,False,-0.5570347254498373,17,7.876000000000002,16554,228,0,0.0,4080.7882809076586,False,-0.6251583651079742,0,0.2,47402,567,185,1.0,14626.72224205386,False,0.10299885338521408,0,0.41600000000000004,45762,671,205,1.0,23623.445125131595,False,-0.026039575684438352,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,218555,0.0,0.0,15,0,0,7,7,7.0,7,14,20,149.0,51.0,14,12,20,1065,0.9974084299756214,85.43478141690139
63,20,0,0,0,10.0,20,10.0,17.198822934699027,12,5.666666666666667,23.037726498041003,38,18.026315789473685,35.99999999999999,4,36.0,0,2.6480000000000006,39495,2,16,1.0,295.18116695518444,False,0.31606767756050697,7,5.4090000000000025,9659,695,0,0.0,6950.0,False,-0.5639731757519421,38,8.239000000000003,15080,228,0,0.0,3921.3316291113783,False,-0.6564797440923338,0,0.2,47334,569,195,1.0,14278.486916961743,False,0.09811803931945476,0,0.41600000000000004,45221,699,211,1.0,23699.37082213066,False,-0.03454933075524285,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,216158,0.0,0.0,10,0,0,6,7,7.0,3,9,21,72.0,48.0,9,11,21,399,0.9274345430312678,86.36221595993266
64,21,0,0,0,10.0,20,10.0,18.754321740982583,44,25.431818181818183,23.019603207991924,14,22.785714285714285,35.99999999999999,11,36.0,7,2.718000000000001,40034,0,10,1.0,187.54321740982584,False,0.332174875795263,21,5.612000000000002,9296,707,0,0.0,7070.0,False,-0.5740322687736538,4,8.241000000000001,14467,240,0,0.0,4501.03721783582,False,-0.6629940207047955,0,0.2,46993,591,195,1.0,15572.626774479131,False,0.10428805763898646,0,0.41600000000000004,45298,703,210,1.0,23742.781055218322,False,-0.03287956071237865,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,215457,0.0,0.0,15,0,0,3,6,5.636363636363637,5,8,26,91.0,85.0,8,13,26,1374,1.182626172027085,87.54484213195974
