index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,18,0,0,0,10.0,9,10.0,20.71554919563222,30,22.7,11.028349492957528,37,8.81081081081081,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,20,0.6880000000000001,22243,14,10,1.0,347.1554919563222,False,0.03665268895570478,0,0.2,31492,54,48,1.0,1648.000432226101,False,-0.03361243372867672,32,3.6700000000000004,13868.0,49,0,0.0,1015.0619105859788,False,-0.5701097202364537,4,0.546,50325,111,10,1.0,1574.1467937182856,False,-0.0002332877541048265,6,0.8180000000000001,48933,222,0,0.0,2448.293587436571,False,-0.01891192407248489,0.5,188837,0.0,0.0,8,0,0,8,11,10.416666666666666,13,21,13,140.0,57.0,9,9,13,820,1.0157699739793316,21.470470962987747
11,13,0,0,0,10.0,11,10.0,20.517060086365845,33,19.727272727272727,15.066996529287362,87,27.310344827586206,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,23,0.8980000000000004,22301,15,10,1.0,355.1706008636585,False,0.03952022292045091,0,0.2,31791,77,33,1.0,2077.024512116653,False,-0.018256212438447193,62,4.258000000000001,13372.0,49,0,0.0,1005.3359442319264,False,-0.58508768025969,2,0.562,49235,163,10,1.0,2805.92043427384,False,-0.009507076575836812,8,0.8920000000000001,47894,247,0,0.0,3721.5481427339782,False,-0.026782449116520776,0.5,186569,0.0,0.0,11,0,0,6,6,5.666666666666666,13,19,16,86.0,36.0,6,7,16,1635,0.8833498129970394,22.353820775984786
12,16,0,0,0,10.0,16,10.0,21.21285492202435,24,25.5,15.437263130416987,30,19.333333333333332,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,14,1.0150000000000001,22447,21,10,1.0,422.1285492202435,False,0.047820212477345636,0,0.2,31719,91,23,1.0,2285.4268499038067,False,-0.017293258823208722,10,4.296000000000001,13102.0,49,0,0.0,1039.429891179193,False,-0.5926520650242346,1,0.5700000000000001,49578,153,10,1.0,2711.9012589537992,False,-0.0037174198130642817,9,0.9740000000000002,47212,277,0,0.0,4276.121887125505,False,-0.03469875315775847,0.5,186034,0.0,0.0,11,0,0,9,7,5.366666666666667,11,20,18,103.0,57.0,7,9,18,910,0.8898302839952521,23.24365105998004
13,18,0,0,0,10.0,9,10.0,21.503533584722245,10,26.0,16.059614411970212,40,20.9,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.0010000000000001,22617,20,10,1.0,415.0353358472224,False,0.055517835179597214,0,0.2,32181,91,14,1.0,2181.6561579773074,False,-0.005029064623544984,21,4.496,12409.0,49,0,0.0,1053.67314565139,False,-0.6131627819131071,2,0.5890000000000002,49534,153,10,1.0,2807.1210050314426,False,-0.003646809668341285,8,1.0450000000000002,46668,307,0,0.0,4930.301624474855,False,-0.0389415771019985,0.5,185385,0.0,0.0,10,0,0,8,7,7.0,15,23,23,132.0,83.0,9,9,23,1422,1.12261458998546,24.3662656499655
14,23,0,0,0,10.0,7,10.0,21.080750597637454,33,19.181818181818183,16.811857965957977,25,26.32,35.0,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,23,1.231,22697,17,10,1.0,380.80750597637456,False,0.05842599671606484,2,0.22000000000000003,32126,114,10,1.0,2571.3241477902493,False,-0.0008474260198826496,9,4.565000000000001,12123.0,49,0,0.0,1032.9567792842352,False,-0.6220251677738601,0,0.5870000000000002,49814,143,12,1.0,2824.0956891319906,False,0.0019960849027070918,12,1.1570000000000003,45846,332,0,0.0,5581.536844698048,False,-0.04865095801680187,0.5,184582,0.0,0.0,6,0,0,6,8,7.045,17,23,23,124.0,84.0,9,14,23,558,1.47840342001291,25.84466906997841
15,23,0,0,0,10.0,9,10.0,21.242038729215288,7,25.0,16.252636975459364,46,12.521739130434783,35.0,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.208,22782,16,13,1.0,436.14650347979875,False,0.06363638789030249,0,0.21800000000000003,32331,111,10,1.0,2520.392668697491,False,0.004521421481720817,36,4.916000000000001,10511.0,49,0,0.0,1040.8598977315492,False,-0.6701127407635833,0,0.5870000000000002,49687,154,12,1.0,2922.906094220742,False,0.0004783085656515863,10,1.245,45625,357,0,0.0,5802.191400238993,False,-0.05081574798295324,0.5,182912,0.0,0.0,8,0,0,11,10,10.0,15,26,26,156.0,60.0,13,10,26,995,1.4071609919774346,27.251830061955843
16,26,0,0,0,10.0,10,10.0,21.7150599885762,19,25.526315789473685,16.75148893790909,42,20.523809523809526,35.0,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,6,1.2680000000000002,23041,16,10,1.0,377.150599885762,False,0.07424969015644102,10,0.31800000000000006,32336,120,10,1.0,2773.3220880082354,False,0.008452782416391106,22,5.100000000000001,9699.0,49,0,0.0,1064.037939440234,False,-0.6940484757858817,0,0.5870000000000002,49995,156,12,1.0,3033.2322743138184,False,0.0075818820349916,10,1.3350000000000002,44684,387,0,0.0,6482.826218970818,False,-0.0625652705288043,0.5,181731,0.0,0.0,8,0,0,10,8,7.6,15,25,25,130.0,75.0,11,15,25,1075,1.329155115003232,28.580985176959075
17,25,0,0,0,9.999999999999998,6,10.0,22.334812109188434,9,33.0,16.000571556747563,52,11.326923076923077,35.0,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.262,23278,12,11,1.0,365.68293320107273,False,0.08494457392714287,7,0.37800000000000006,32597,110,10,1.0,2616.8350475782036,False,0.013917988151588012,35,5.428000000000002,7831.0,58,0,0.0,1295.4191023329292,False,-0.7464500732306679,0,0.5870000000000002,50155,151,12,1.0,2836.0863050688818,False,0.008783411950051626,10,1.4250000000000003,44161,434,0,0.0,6944.248055628442,False,-0.06828252820956456,0.5,179998,0.0,0.0,8,0,0,10,8,8.0,19,29,19,175.0,99.0,16,9,19,1087,1.2145255799987353,29.79551075695781
18,19,0,0,0,9.999999999999998,6,10.0,23.16853221946953,18,30.0,15.132024649677788,73,11.10958904109589,35.0,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,7,1.332,23611,8,10,1.0,311.6853221946953,False,0.09909557256277042,0,0.37100000000000005,32563,109,15,1.0,2752.3503816673456,False,0.014927487764164884,68,6.073000000000001,3996.0,67,0,0.0,1552.2916587044585,False,-0.8572922897920984,0,0.5870000000000002,50030,175,11,1.0,3033.1043136936128,False,0.008265240529825581,9,1.5050000000000001,43756,473,0,0.0,7157.447659297594,False,-0.07411932106938425,0.5,175932,0.0,0.0,8,0,0,7,9,8.777777777777779,10,17,17,87.0,48.0,6,13,17,879,0.7952849419671111,30.59079569892492
19,17,0,0,0,10.0,6,10.0,24.353294717737143,27,30.88888888888889,14.707483531177482,116,13.35344827586207,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,17,1.495,23968,4,10,1.0,283.5329471773714,False,0.11495405445748642,0,0.37100000000000005,32945,105,11,1.0,2718.8782642053525,False,0.02585045251503223,102,7.025000000000003,-3756.0,88,0,0.0,2143.0899351608687,False,-1.0802767653235517,0,0.5870000000000002,48983,263,10,1.0,4218.068168699678,False,-0.0006252624139378457,9,1.586,43530,491,0,0.0,7221.374413808144,False,-0.07791473267146411,0.5,167646,0.0,0.0,8,0,0,11,14,13.333333333333332,13,24,18,115.0,33.0,11,6,18,1169,0.7986148499767296,31.38941054890165
20,18,0,0,0,10.0,7,10.0,24.441854816392002,9,26.0,13.98635418767362,117,11.290598290598291,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.4780000000000004,24132,1,11,1.0,278.860402980312,False,0.12243017949917476,0,0.37100000000000005,32789,104,19,1.0,2807.693630470567,False,0.02251336169961983,115,8.073000000000002,-13490.0,88,0,0.0,2150.883223842496,False,-1.3712487556243647,0,0.5870000000000002,48194,317,10,1.0,4783.674277492537,False,-0.010526618833693208,10,1.677,43226,544,0,0.0,7608.576678094449,False,-0.08007416596809273,0.5,156827,0.0,0.0,8,0,0,8,13,13.0,14,22,15,143.0,54.0,10,8,15,732,0.8097104249754921,32.19912097387714
21,15,0,0,1,10.0,11,10.0,24.865273124315994,28,27.142857142857142,14.854845007795308,78,20.41025641025641,35.00000000000001,15,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,17,1.6480000000000004,24371,2,10,1.0,268.6527312431599,False,0.1332466872743978,9,0.4610000000000001,32997,116,10,1.0,3032.9201324986084,False,0.03210107853616337,50,8.458000000000002,-35424.72222222222,94,0,0.0,2337.3356736857036,True,-2.0244035402326364,0,0.5870000000000002,47876,357,14,1.0,5793.179667782925,False,-0.006873682929906442,9,1.7570000000000001,42065,572,0,0.0,8496.971344458916,False,-0.09409503027483263,0.5,169285,0.0,0.125,8,0,0,6,18,88.72619047619048,15,21,19,103.0,66.0,8,7,19,742,0.8332476390060037,33.03236861288315
22,19,0,0,0,10.0,11,10.0,24.873163340946697,10,25.0,15.51501691903199,14,40.0,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24511,3,10,1.0,278.73163340946695,False,0.1399540240799451,4,0.49200000000000005,33183,116,10,1.0,3040.437116740137,False,0.037775674592406404,0,8.408000000000001,-35424.72222222222,94,0,0.0,2338.0773540489895,True,-2.024392450514286,0,0.5870000000000002,48156,347,16,1.0,5943.7108709041,False,7.541341546148415e-05,12,1.8680000000000003,41332,586,0,0.0,9091.799914552746,False,-0.10261521091314507,0.5,169158,0.0,0.125,8,0,0,9,8,123.05278037140782,11,20,13,159.0,72.0,10,9,13,640,1.7988493780139834,34.83121799089713
23,13,0,0,0,10.0,10,10.0,24.873163340946697,0,,16.712633712806966,27,38.0,35.000000000000014,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24411,3,20,1.0,527.4632668189339,False,0.14108081915508086,17,0.6580000000000001,33583,106,10,1.0,2803.6816512684195,False,0.046197393111070816,0,8.408000000000001,-35424.72222222222,94,0,0.0,2338.0773540489895,True,-2.024392450514286,0,0.5870000000000002,48506,337,16,1.0,6192.157561215948,False,0.009351357104451436,10,1.9560000000000006,40190,613,0,0.0,10244.84446595067,False,-0.11367611624725507,0.5,168666,0.0,0.125,7,0,0,5,11,710.8746722214464,13,18,18,72.0,85.0,4,9,18,792,0.748257621016819,35.57947561191395
24,18,0,0,0,10.0,6,10.0,24.922254840697864,7,26.0,17.405965112943544,14,40.0,35.00000000000001,20,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24533,0,22,0.9,548.289606495353,False,0.14720425468219,4,0.681,33837,103,10,1.0,2741.0518997213157,False,0.05285663725659871,0,8.408000000000001,-35424.72222222222,94,0,0.0,2342.6919550255993,True,-2.024323452293942,0,0.5870000000000002,48821,327,17,1.0,6286.7505919325395,False,0.01643798012609082,11,2.0560000000000005,39481,627,0,0.0,10913.540125815602,False,-0.12100441939386976,0.48333333333333334,168648,0.0,0.125,6,0,0,10,5,4.285714285714286,13,23,12,150.0,84.0,10,8,12,557,0.8547776940395124,36.43425330595346
25,12,0,0,0,10.0,10,10.0,24.922254840697864,0,,17.405965112943544,0,,35.0,7,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6309999999999998,24433,0,32,1.0,797.5121549023316,False,0.14834240091801543,0,0.6770000000000002,33837,93,20,1.0,2665.8890024437724,False,0.05173279010830998,0,8.408000000000001,-35424.72222222222,94,0,0.0,2342.6919550255993,True,-2.024323452293942,0,0.5870000000000002,48821,317,27,1.0,6462.690940803103,False,0.018158701791752465,7,2.1150000000000007,39412,627,0,0.0,10913.540125815602,False,-0.12235407904491427,0.5,168479,0.0,0.125,3,0,0,7,4,167.24756784434203,13,20,5,93.0,78.0,6,6,5,100,0.6469481529784389,37.0812014589319
26,5,0,0,0,10.0,8,10.0,24.925352073036606,6,25.0,17.669788199277843,5,40.0,35.0,7,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24503,0,34,0.8,847.4619704832446,False,0.15273450727162513,0,0.677,33887,89,25,1.0,2660.101039482204,False,0.05314146291091818,0,8.408000000000001,-35424.72222222222,94,0,0.0,2342.9830948654408,True,-2.02431909912648,0,0.5870000000000002,48821,307,37,1.0,6719.624977178298,False,0.020671553254619203,7,2.1780000000000004,39142,632,0,0.0,11167.306141943596,False,-0.1251534881665793,0.4666666666666666,168329,0.0,0.125,5,0,0,6,4,108.19035947712418,8,14,5,39.0,36.0,3,2,5,430,0.47824563801987097,37.55944709695177
27,5,0,0,0,9.999999999999998,9,10.0,24.925352073036606,0,,18.18397742956086,10,38.0,35.0,14,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24413,0,43,0.9,1071.790139140574,False,0.15375948342444912,0,0.6770000000000002,34267,79,25,1.0,2423.702249508913,False,0.06097042837184388,0,8.408000000000001,-35424.72222222222,94,0,0.0,2342.9830948654408,True,-2.02431909912648,0,0.5870000000000002,48441,307,47,1.0,7227.481070875184,False,0.018205549945966574,14,2.3110000000000004,38919,632,0,0.0,11492.273735482462,False,-0.12633720233664752,0.48333333333333334,168016,0.0,0.125,4,0,0,5,6,363.82547699214365,11,16,6,54.0,21.0,3,2,6,470,0.46047689602710307,38.019923992978875
28,6,0,0,0,9.999999999999998,11,10.0,24.992471243096936,13,25.692307692307693,18.502802236544102,17,25.176470588235293,35.0,7,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24637,1,40,1.0,1009.6988497238774,False,0.16268264080937564,0,0.677,34361,82,18,1.0,2382.433082191743,False,0.06316437024808222,0,8.408000000000001,-35424.72222222222,94,0,0.0,2349.292296851112,True,-2.024224762972388,0,0.5870000000000002,48311,302,57,1.0,7582.846275436319,False,0.019138235226472046,7,2.367,38554,644,0,0.0,11915.804640334401,False,-0.1293345137280494,0.5,167839,0.0,0.125,9,0,0,3,2,2.0,15,18,10,72.0,36.0,4,2,10,872,0.5791097719920799,38.599033764970955
29,10,0,0,0,9.999999999999998,9,10.0,24.992471243096936,0,,18.502802236544102,0,,35.0,10,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6309999999999998,24547,0,50,1.0,1249.623562154847,False,0.1640682473676204,0,0.6770000000000002,34361,72,28,1.0,2317.536392126214,False,0.062194025001887226,0,8.408000000000001,-35424.72222222222,94,0,0.0,2349.292296851112,True,-2.024224762972388,0,0.5870000000000002,48311,292,67,1.0,7747.818253070878,False,0.02075168465956178,10,2.4600000000000004,38432,644,0,0.0,11915.804640334401,False,-0.1317208684733745,0.5,167627,0.0,0.125,3,0,0,5,5,1297.147555804963,14,19,11,108.0,42.0,6,4,11,90,0.6795832249918021,39.27861698996276
30,11,0,0,0,10.0,10,10.0,24.992471243096936,0,,19.825481324959814,22,40.0,35.0,11,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24447,0,60,1.0,1499.5482745858162,False,0.16522262936056736,0,0.677,35241,62,16,1.0,1866.740918271367,False,0.08176945152917703,0,8.408000000000001,-35424.72222222222,94,0,0.0,2349.292296851112,True,-2.024224762972388,0,0.5870000000000002,48311,282,77,1.0,8285.785733638668,False,0.026013083225477917,11,2.5600000000000005,37415,666,0,0.0,13203.770562423237,False,-0.1390171879897579,0.5,167390,0.0,0.125,5,0,0,6,3,3.0,13,19,13,93.0,45.0,6,5,13,980,0.7063366760266945,39.98495366598945
31,13,0,0,0,9.999999999999998,11,10.0,23.6165748774307,21,14.857142857142858,20.634904937598066,15,38.0,35.00000000000001,11,35.0,0,0.2,21976,0,0,0.0,0.0,False,0.016278209396966333,0,1.6310000000000002,24649,1,49,1.0,1167.2121689941043,False,0.16687967464377787,0,0.6770000000000002,35499,73,11,1.0,1950.99392036602,False,0.09074452632126223,0,8.408000000000001,-35424.72222222222,94,0,0.0,2219.958038478486,True,-2.0261585886059503,0,0.5870000000000002,47931,282,87,1.0,8864.043192402654,False,0.02423561529225656,11,2.6590000000000003,37074,671,0,0.0,13846.021213128302,False,-0.13940594228612488,0.5,167129,0.0,0.125,9,0,0,7,4,4.0,13,20,14,116.0,48.0,7,6,14,992,0.7627670809742995,40.74772074696375
