index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,8,0,0,0,10.000000000000002,20,10.0,11.805013981962885,0,,20.595952152113334,7,10.0,35.00000000000001,20,35.0,0,0.32600000000000007,39934,128,0,0.0,1280.0000000000002,False,-0.01893270788500133,0,0.3350000000000001,40284,92,0,0.0,920.0000000000001,False,-0.014822158280339483,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.272,66696,0,1,0.0,20.595952152113334,False,0.0002893813798199044,3,0.7520000000000002,97619,0,7,0.7,245.00000000000006,False,-0.006631501920848833,12,0.9680000000000002,97145,14,0,0.0,288.34333012958666,False,-0.011228614904721967,0.11666666666666665,408651,0.0,0.0,7,0,0,9,4,3.75,10,19,6,111.0,3.0,7,1,6,410,1.506643555010669,37.530966941965744
11,6,0,0,0,10.000000000000002,20,10.0,11.805013981962885,0,,19.279430307619183,7,10.0,35.00000000000001,20,35.0,0,0.32600000000000007,39824,139,0,0.0,1390.0000000000002,False,-0.02026259158062722,0,0.3350000000000001,40194,101,0,0.0,1010.0000000000002,False,-0.01591024494039703,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,6,0.332,66616,0,0,0.0,0.0,False,-0.0010646752740414173,5,0.7990000000000002,97759,0,7,0.7,245.00000000000006,False,-0.005208650934000041,8,1.036,97061,14,0,0.0,269.91202430666857,False,-0.012175986217113558,0.11666666666666665,408427,0.0,0.0,8,0,0,8,4,3.857142857142857,8,16,5,108.0,0.0,6,0,5,445,1.3707347790477797,38.901701721013524
12,5,0,0,0,10.000000000000002,20,10.0,11.805013981962885,0,,19.279430307619183,0,,35.00000000000001,20,35.0,0,0.32600000000000007,39724,149,0,0.0,1490.0000000000002,False,-0.02147157675846894,0,0.3350000000000001,40094,111,0,0.0,1110.0000000000002,False,-0.01711923011823875,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.32600000000000007,66616,0,0,0.0,0.0,False,-0.0010646752740414173,2,0.8140000000000003,97990,0,0,0.0,0.0,False,-0.004105941419192227,11,1.1380000000000001,96915,14,0,0.0,269.91202430666857,False,-0.013659816531970154,0.0,408312,0.0,0.0,8,0,0,8,4,3.4,8,16,6,90.0,0.0,5,0,6,340,1.3088165260269307,40.210518247040454
13,6,0,0,0,10.000000000000002,20,10.0,10.839421729244522,11,7.363636363636363,20.11613747532763,48,21.0,35.00000000000001,20,35.0,9,0.41600000000000004,39497,161,0,0.0,1610.0000000000002,False,-0.025509587252460286,2,0.35500000000000004,39994,119,0,0.0,1190.0000000000002,False,-0.018570012331648813,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,48,0.806,66343,1,10,1.0,212.00079648252083,False,-0.0035689055102004893,6,0.8720000000000001,96925,38,10,1.0,1114.41322406245,False,-0.009266758013382698,14,1.2670000000000003,96693,14,0,0.0,281.6259246545868,False,-0.015856526187294977,0.3333333333333333,406425,0.0,0.0,5,0,0,9,10,10.0,9,18,9,93.0,0.0,6,0,9,200,1.4218187400256284,41.63233698706608
14,9,0,0,0,10.000000000000002,20,10.0,10.66391927529412,3,8.0,20.11613747532763,0,,35.0,20,35.0,3,0.43700000000000006,39415,166,0,0.0,1660.0000000000002,False,-0.026887830355199847,0,0.35300000000000004,39844,134,0,0.0,1340.0000000000002,False,-0.020383490098411394,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66319,0,14,0.4,281.6259246545868,False,-0.003406766501307631,2,0.8860000000000001,97261,28,10,1.0,913.2518493091736,False,-0.006874139432744055,8,1.3330000000000002,96609,14,0,0.0,281.6259246545868,False,-0.016710236779404253,0.2333333333333333,406421,0.0,0.0,8,0,0,6,5,4.4,12,18,6,129.0,3.0,8,1,6,445,1.5135893230326474,43.14592631009873
15,6,0,0,0,10.000000000000002,20,10.0,10.604300825906122,1,8.0,20.11613747532763,0,,35.0,20,35.0,1,0.44400000000000006,39355,171,0,0.0,1710.0000000000002,False,-0.02773411997968905,0,0.35300000000000004,39694,149,0,0.0,1490.0000000000002,False,-0.022196967865173972,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66311,0,15,0.1,301.7420621299145,False,-0.0033759048830362417,0,0.8840000000000001,97541,18,12,1.0,782.0904745558973,False,-0.004694948500132584,12,1.4450000000000003,96477,14,0,0.0,281.6259246545868,False,-0.01805178199557597,0.18333333333333335,406351,0.0,0.0,8,0,0,5,3,3.0,12,17,5,108.0,0.0,6,0,5,480,1.302933769999072,44.4488600800978
16,5,0,0,0,10.000000000000002,20,10.0,10.21818855290748,7,8.0,19.523314873933305,7,12.0,35.0,20,35.0,0,0.44300000000000006,39235,183,0,0.0,1830.0000000000002,False,-0.029184902193099112,7,0.42300000000000004,39544,157,0,0.0,1570.0000000000002,False,-0.024856735256425757,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66339,0,15,0.7,292.84972310899957,False,-0.003022705151611364,0,0.8840000000000001,97807,15,12,1.0,712.8497231089996,False,-0.0023433861662856175,10,1.5330000000000004,96353,14,0,0.0,273.32640823506625,False,-0.019354196352241674,0.2833333333333333,406251,0.0,0.0,8,0,0,6,4,4.0,9,15,7,72.0,3.0,4,1,7,634,1.1518378040054813,45.60069788410328
17,7,0,0,0,10.000000000000002,20,10.0,9.879382421251593,5,7.0,19.523314873933305,0,,35.0,20,35.0,0,0.44300000000000006,39155,191,0,0.0,1910.0000000000002,False,-0.03015209033537249,5,0.466,39369,169,0,0.0,1690.0000000000002,False,-0.027637401165461713,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66304,0,20,0.5,390.4662974786661,False,-0.0028156439974906878,0,0.8840000000000001,98227,5,10,1.0,447.6165743696665,False,0.0005773551963009024,8,1.6030000000000004,96277,14,0,0.0,273.32640823506625,False,-0.02012660117367388,0.25,406305,0.0,0.0,8,0,0,8,3,3.0,10,18,7,108.0,3.0,6,1,7,620,1.1332212839624844,46.73391916806577
18,7,0,0,0,10.000000000000002,20,10.0,9.574707493379476,7,7.714285714285714,19.42562780493647,1,11.0,35.0,20,35.0,6,0.5030000000000001,38980,202,0,0.0,2020.0000000000005,False,-0.033053654762192616,1,0.47100000000000003,39268,178,0,0.0,1780.0000000000002,False,-0.028991464564644437,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66261,0,26,0.7,505.06632292834826,False,-0.0026012092092285396,0,0.8840000000000001,98577,0,5,0.5,175.0,False,0.002749151371018558,10,1.6950000000000003,96141,15,0,0.0,291.38441707404706,False,-0.02141703550483752,0.19999999999999998,406200,0.0,0.0,10,0,0,10,6,6.0,7,17,5,108.0,3.0,6,1,5,561,0.9709398149861954,47.70485898305196
19,5,0,0,0,10.000000000000002,20,10.0,9.206613144816165,12,7.833333333333333,18.46784879228296,9,10.11111111111111,35.00000000000001,20,35.0,5,0.5470000000000002,38790,216,0,0.0,2160.0000000000005,False,-0.03595521918901274,7,0.54,39125,184,0,0.0,1840.0000000000002,False,-0.03172377106656672,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66258,2,27,1.0,517.0451436812723,False,-0.0025563817259641446,6,0.9440000000000002,98687,0,1,0.1,35.00000000000001,False,0.003155680224403927,9,1.7750000000000006,95954,23,0,0.0,424.7605222225081,False,-0.02263979245572649,0.18333333333333335,405787,0.0,0.0,8,0,0,6,9,8.666666666666668,10,16,5,72.0,3.0,4,1,5,431,0.8626204159809276,48.56747939903289
20,5,0,0,0,10.000000000000002,20,10.0,9.082704097871115,4,7.5,19.879548694957126,10,31.0,35.00000000000001,20,35.0,3,0.5720000000000001,38647,227,0,0.0,2270.0000000000005,False,-0.03808303310201417,1,0.5430000000000001,39024,193,0,0.0,1930.0000000000005,False,-0.03307783446574945,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66538,0,23,0.6,457.2296199840139,False,0.001193858023183081,13,1.0680000000000003,98373,0,5,0.5,175.00000000000003,False,0.000675854218753176,6,1.8260000000000005,95742,28,0,0.0,556.6273634587996,False,-0.02412429943157713,0.18333333333333335,405297,0.0,0.0,7,0,0,7,9,8.75,8,15,5,72.0,3.0,4,1,5,510,0.8788784579955973,49.44635785702849
21,5,0,0,0,10.000000000000002,20,10.0,9.0407251569366,2,8.0,18.35705113818061,13,9.0,35.00000000000001,20,35.0,2,0.5890000000000002,38527,237,0,0.0,2370.0000000000005,False,-0.03977561235099258,0,0.542,38924,203,0,0.0,2030.0000000000005,False,-0.03428681964359117,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66639,0,12,0.2,220.2846136581673,False,0.000931850388067984,7,1.1250000000000002,98484,0,0,0.0,0.0,False,0.0009146899201170803,8,1.9000000000000006,95541,41,0,0.0,752.639096665405,False,-0.025171051605456633,0.03333333333333333,405088,0.0,0.0,8,0,0,6,5,4.4,8,14,5,72.0,3.0,4,1,5,387,0.8695079470053315,50.31586580403382
22,5,0,0,0,10.000000000000002,20,10.0,9.0407251569366,0,,18.35705113818061,0,,35.00000000000001,20,35.0,0,0.5870000000000002,38417,248,0,0.0,2480.0000000000005,False,-0.04110549604661847,0,0.542,38834,212,0,0.0,2120.0000000000005,False,-0.035374906303648715,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66639,0,12,0.0,220.2846136581673,False,0.000931850388067984,9,1.2080000000000002,98376,0,0,0.0,0.0,False,-0.00018293798402341607,11,2.0020000000000002,95396,41,0,0.0,752.639096665405,False,-0.0266447186989786,0.0,404635,0.0,0.0,6,0,0,7,6,6.0,9,16,5,90.0,0.0,5,0,5,200,0.9380730250268243,51.253938829060644
23,5,0,0,0,10.000000000000002,20,10.0,8.977555042021041,3,8.0,18.35705113818061,0,,35.00000000000001,20,35.0,0,0.5870000000000002,38327,257,0,0.0,2570.0000000000005,False,-0.04219358270667602,3,0.5720000000000001,38694,223,0,0.0,2230.0000000000005,False,-0.03743018110597964,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66615,0,15,0.3,275.3557670727091,False,0.0009848678683454218,8,1.2790000000000001,98300,0,0,0.0,0.0,False,-0.0009553428054556172,12,2.1110000000000007,95249,41,0,0.0,752.639096665405,False,-0.028138712235169828,0.049999999999999996,404158,0.0,0.0,6,0,0,7,5,5.0,10,17,7,90.0,0.0,5,0,7,200,0.8612096629804,52.115148492041044
24,7,0,0,0,10.000000000000002,20,10.0,8.977555042021041,0,,17.539899580034284,8,9.0,35.00000000000001,20,35.0,0,0.5870000000000002,38227,267,0,0.0,2670.0000000000005,False,-0.04340256788451773,0,0.5690000000000002,38594,233,0,0.0,2330.0000000000005,False,-0.03863916628382136,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,0.7580000000000002,66687,0,7,0.0,122.77929706023998,False,0.0009205639559452808,8,1.3510000000000002,98216,0,0,0.0,0.0,False,-0.0018090533975648922,12,2.2190000000000007,95018,49,0,0.0,859.4550794216799,False,-0.029943619126056,0.0,403715,0.0,0.0,6,0,0,8,5,5.0,8,16,7,108.0,3.0,6,1,7,272,0.9150470460299402,53.030195538070984
25,7,0,0,0,10.000000000000002,20,10.0,8.977555042021041,0,,16.534623488162406,11,9.0,35.00000000000001,20,35.0,0,0.5870000000000002,38157,274,0,0.0,2740.0000000000005,False,-0.044248857509006936,0,0.5690000000000002,38464,246,0,0.0,2460.0000000000005,False,-0.040210847015015594,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,4,0.798,66686,0,0,0.0,0.0,False,-1.499542639494954e-05,6,1.4030000000000002,98160,0,0,0.0,0.0,False,-0.002378193792304409,14,2.347000000000001,94714,60,0,0.0,992.0774092897444,False,-0.03235930336560284,0.0,403154,0.0,0.0,6,0,0,6,7,6.363636363636363,12,18,7,108.0,3.0,6,1,7,200,1.1057188819977455,54.13591442006873
26,7,0,0,0,10.000000000000002,20,10.0,8.915791830531418,3,8.0,15.73393050002476,10,9.0,35.00000000000001,20,35.0,0,0.5870000000000002,38057,284,0,0.0,2840.0000000000005,False,-0.04545784268684866,3,0.5990000000000002,38334,256,0,0.0,2560.0000000000005,False,-0.04214522329956235,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,10,0.8940000000000001,66502,0,3,0.3,47.20179150007428,False,-0.0024202483879912015,12,1.5170000000000001,97992,0,0,0.0,0.0,False,-0.004085614976522958,8,2.4130000000000003,94541,70,0,0.0,1101.3751350017333,False,-0.03356213216760307,0.049999999999999996,402399,0.0,0.0,6,0,0,7,7,7.0,12,19,7,126.0,0.0,7,0,7,200,1.1583740650094114,55.29428848507814
27,7,0,0,0,10.000000000000002,20,10.0,8.83740874277835,4,8.0,15.022783748410136,10,9.0,35.00000000000001,20,35.0,2,0.6070000000000002,37947,293,0,0.0,2930.0000000000005,False,-0.047029523418042896,2,0.6160000000000001,38204,267,0,0.0,2670.0000000000005,False,-0.04395870106632493,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,7,0.9540000000000002,66385,0,4,0.4,60.091134993640544,False,-0.00407807267538163,12,1.6250000000000002,97835,0,0,0.0,0.0,False,-0.005681240726060532,8,2.4850000000000008,94367,80,0,0.0,1201.822699872811,False,-0.03482009726267452,0.06666666666666667,401711,0.0,0.0,6,0,0,8,8,7.7,11,19,5,126.0,0.0,7,0,5,200,1.0790605550282635,56.373349040106405
28,5,0,0,0,10.000000000000002,20,10.0,8.83740874277835,0,,14.390284805632524,10,9.0,35.00000000000001,20,35.0,0,0.6050000000000002,37837,304,0,0.0,3040.0000000000005,False,-0.04835940711366879,0,0.6140000000000001,38114,276,0,0.0,2760.0000000000005,False,-0.04504678772638247,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,6,1.0070000000000001,66325,0,0,0.0,0.0,False,-0.005428344354971733,8,1.693,97751,0,0,0.0,0.0,False,-0.006534951318169807,12,2.597000000000001,94133,90,0,0.0,1295.125632506927,False,-0.03672416187721334,0.0,401133,0.0,0.0,6,0,0,4,5,4.6,10,14,3,90.0,0.0,5,0,3,200,0.9755398279521614,57.348888868058566
29,3,0,0,0,10.000000000000002,20,10.0,8.799397181317556,2,8.0,14.390284805632524,0,,35.00000000000001,20,35.0,2,0.6250000000000001,37727,313,0,0.0,3130.0000000000005,False,-0.04993108784486302,0,0.6140000000000001,38004,287,0,0.0,2870.0000000000005,False,-0.04637667142200837,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,1.0010000000000001,66309,0,2,0.2,28.780569611265047,False,-0.00545248272068572,11,1.7950000000000004,97610,0,0,0.0,0.0,False,-0.007967965526353232,9,2.675000000000001,94026,90,0,0.0,1295.125632506927,False,-0.037811626560019206,0.03333333333333333,400649,0.0,0.0,6,0,0,5,7,7.0,9,14,3,54.0,0.0,3,0,3,200,0.945723386015743,58.29461225407431
30,3,0,0,0,10.000000000000002,20,10.0,8.726149826812343,4,8.0,14.390284805632524,0,,35.00000000000001,20,35.0,2,0.6430000000000001,37617,322,0,0.0,3220.0000000000005,False,-0.051502768576057255,2,0.6340000000000001,37874,298,0,0.0,2980.0000000000005,False,-0.048190149188770945,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,0,1.0010000000000003,66277,0,6,0.4,86.34170883379514,False,-0.005500759452113693,8,1.8640000000000003,97529,0,0,0.0,0.0,False,-0.008791186454458606,12,2.7860000000000005,93861,90,0,0.0,1295.125632506927,False,-0.039488558080233854,0.06666666666666667,400131,0.0,0.0,6,0,0,5,7,7.0,10,15,5,54.0,0.0,3,0,5,200,0.8758839949732646,59.170496249047574
31,5,0,0,0,10.000000000000002,20,10.0,8.726149826812343,0,,13.812029495885271,13,10.0,35.00000000000001,20,35.0,0,0.6410000000000001,37527,331,0,0.0,3310.0000000000005,False,-0.05259085523611481,0,0.6320000000000001,37764,309,0,0.0,3090.0000000000005,False,-0.04952003288439684,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,7,1.0710000000000002,66232,0,0,0.0,0.0,False,-0.006822919009702041,10,1.9560000000000006,97406,0,0,0.0,0.0,False,-0.010041262678618615,10,2.8740000000000006,93609,103,0,0.0,1422.639038076183,False,-0.04140171637459506,0.0,399511,0.0,0.0,6,0,0,5,7,6.538461538461538,10,15,7,72.0,3.0,4,1,7,200,0.9502885339898057,60.12078478303738
32,7,0,0,0,10.000000000000002,20,10.0,8.659052273471682,4,8.0,13.780725541723625,1,11.0,35.0,20,35.0,2,0.661,37417,340,0,0.0,3400.0000000000005,False,-0.05416253596730904,2,0.6520000000000001,37634,320,0,0.0,3200.0000000000005,False,-0.05133351065115942,0,0.2,66973,0,0,0.0,0.0,False,0.0042886919489555685,1,1.0740000000000003,66186,0,4,0.4,55.1229021668945,False,-0.0070994129128099616,9,2.0360000000000005,97308,0,1,0.1,35.0,False,-0.01085940199605667,11,2.9740000000000006,93479,103,0,0.0,1419.4147307975334,False,-0.042739319822359484,0.08333333333333333,398997,0.0,0.0,6,0,0,8,8,8.0,9,17,3,108.0,3.0,6,1,3,200,1.061463801015634,61.18224858405301
