index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,14,0,0,0,10.000000000000002,20,10.0,29.77507809455002,36,30.47222222222222,22.374951551152996,26,21.23076923076923,40.00000000000001,9,40.0,13,0.8520000000000001,56215,12,10,1.0,417.7507809455002,False,0.0659288055025645,0,0.3440000000000001,57647,0,10,0.8,297.7507809455002,False,0.09184787453192181,14,3.2650000000000006,61933.0,193,0,0.0,5746.590072248154,False,-0.1868210673677887,12,3.281000000000001,65243.0,282,0,0.0,8396.572022663106,False,-0.12866194853715346,0,0.2,100937,0,8,0.0,320.00000000000006,False,0.0007919459100943406,9,1.8920000000000001,83238,672,0,0.0,15035.967442374813,False,-0.1015771234427135,0.3,425213,0.0,0.0,11,0,0,11,12,11.5,18,29,16,169.0,15.0,13,1,16,851,1.6057685079867952,72.61949985905085
21,16,0,0,0,10.000000000000002,20,10.0,28.04137531971309,44,19.568181818181817,22.03313057859828,27,19.11111111111111,40.00000000000001,13,40.0,26,1.0990000000000002,55840,14,10,1.0,420.413753197131,False,0.05886966555708179,0,0.3440000000000001,57881,0,10,0.8,280.4137531971309,False,0.09610471297462062,17,3.4210000000000003,61090.0,201,0,0.0,5636.316439262331,False,-0.19809074321311043,10,3.369000000000001,64621.0,318,0,0.0,8917.157351668762,False,-0.13320059381599378,0,0.2,100937,0,8,0.0,320.00000000000006,False,0.0007919459100943406,13,2.0130000000000003,82486,699,0,0.0,15401.158274440197,False,-0.10721384383598696,0.3,422855,0.0,0.0,12,0,0,14,13,12.947368421052632,16,30,14,200.0,14.0,14,2,14,802,1.6307575450045988,74.25025740405545
22,14,0,0,0,10.000000000000002,20,10.0,26.973584172524454,40,20.75,22.071046812821475,31,22.35483870967742,40.00000000000001,10,40.0,27,1.3430000000000002,55591,18,10,1.0,449.73584172524454,False,0.05444266295505006,0,0.3440000000000001,57914,0,13,0.6,350.6565942428179,False,0.09739162536595396,4,3.4440000000000004,60876.0,203,0,0.0,5475.637587022464,False,-0.2017840668359216,27,3.6290000000000004,63235.0,356,0,0.0,9602.595965418706,False,-0.14629151160412382,0,0.2,100937,0,8,0.0,320.00000000000006,False,0.0007919459100943406,10,2.1000000000000005,81641,730,0,0.0,16111.864173359676,False,-0.112061018574301,0.26666666666666666,420194,0.0,0.0,13,0,0,13,11,10.8,16,29,12,168.0,17.0,12,2,12,549,3.2467790050432086,77.49703640909865
23,12,0,0,0,10.000000000000002,20,10.0,27.620418371639587,29,33.10344827586207,22.463308852545488,37,24.972972972972972,40.0,9,40.0,11,1.4260000000000002,55848,21,10,1.0,486.20418371639585,False,0.05964223546035062,0,0.3440000000000001,58142,0,12,0.7,331.44502045967505,False,0.10151740866418256,20,3.640000000000001,60096.0,210,0,0.0,5800.287858044313,False,-0.20953455136429947,17,3.772000000000001,62336.0,378,0,0.0,10440.518144479764,False,-0.15231496239111753,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,9,2.1800000000000006,80595,767,0,0.0,17229.35788990239,False,-0.11688449523395865,0.2833333333333333,417954,0.0,0.0,10,0,0,9,11,11.0,16,25,10,163.0,15.0,11,1,10,808,1.4398102490231395,78.9368466581218
24,10,0,0,0,10.000000000000002,20,10.0,26.492993430287576,20,12.55,22.836455583754255,24,26.666666666666668,40.0,9,40.0,0,1.415,55748,21,20,1.0,739.8598686057516,False,0.06014905229725462,8,0.42400000000000004,58093,0,10,1.0,264.9299343028758,False,0.09996344442421572,10,3.7200000000000006,59853.0,212,0,0.0,5616.514607220966,False,-0.21373665470091624,14,3.895000000000001,62003.0,396,0,0.0,10491.22539839388,False,-0.15617525943664048,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,9,2.261000000000001,79831,791,0,0.0,18063.636366749615,False,-0.12031818225274152,0.3333333333333333,416465,0.0,0.0,10,0,0,8,9,8.88888888888889,18,26,12,131.0,13.0,9,1,12,361,1.3856126080499962,80.32245926617179
25,12,0,0,0,10.000000000000002,20,10.0,26.32166403682985,38,25.236842105263158,22.55519536794166,26,19.923076923076923,40.0,13,40.0,3,1.4450000000000003,55990,23,10,1.0,493.2166403682985,False,0.06239105905815065,5,0.4660000000000001,58410,0,8,0.8,210.5733122946388,False,0.10543859629250237,19,3.900000000000001,58924.0,221,0,0.0,5817.087752139397,False,-0.22413521706418596,7,3.951000000000001,61361.0,425,0,0.0,11186.707215652687,False,-0.15986757503198015,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,13,2.3820000000000006,79089,817,0,0.0,18427.594615608337,False,-0.1258620102774368,0.3,414711,0.0,0.0,12,0,0,8,11,10.23076923076923,18,26,15,153.0,14.0,11,1,15,832,1.41143582604127,81.73389509221306
26,15,0,0,0,10.000000000000002,20,10.0,25.096040217642365,45,18.266666666666666,22.737737130369236,20,24.95,40.0,10,40.0,15,1.592,55950,25,10,1.0,500.9604021764237,False,0.06170854651241569,12,0.5810000000000001,58355,0,8,0.8,200.76832174113892,False,0.10430695131428892,5,3.931000000000001,58852.0,221,0,0.0,5546.224888098963,False,-0.22673803320096014,15,4.094000000000001,60308.0,470,0,0.0,11795.138902291912,False,-0.16926319780229676,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,10,2.4690000000000007,78444,837,0,0.0,19031.48597811905,False,-0.12925801608581206,0.3,412846,0.0,0.0,9,0,0,15,11,10.384615384615385,16,31,10,216.0,0.0,15,0,10,520,1.4758287069853395,83.2097237991984
27,10,0,0,0,10.000000000000002,20,10.0,25.66245319838437,23,32.21739130434783,22.826454630465822,17,24.058823529411764,40.0,10,40.0,0,1.5770000000000002,56140,27,10,1.0,526.6245319838438,False,0.06554033827014631,5,0.6190000000000001,58575,0,8,0.8,205.29962558707496,False,0.10850587170426458,8,4.006,58574.0,224,0,0.0,5748.389516438099,False,-0.2289579677744018,9,4.169000000000001,59610.0,490,0,0.0,12574.602067208341,False,-0.17313130016181472,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,10,2.5590000000000006,77881,854,0,0.0,19493.79225441781,False,-0.13254307564856502,0.3,411717,0.0,0.0,8,0,0,5,10,9.2,20,25,10,124.0,0.0,10,0,10,510,1.2976471380097792,84.50737093720818
28,10,0,0,0,10.000000000000002,20,10.0,25.44050942740799,4,11.0,23.010010669514347,18,25.333333333333332,40.0,11,40.0,0,1.5770000000000002,56074,28,16,1.0,687.0481508385278,False,0.06580881995351312,0,0.6140000000000001,58485,0,17,0.9,432.4886602659358,False,0.10895160634248252,3,4.0280000000000005,58520.0,224,0,0.0,5698.674111739389,False,-0.22994746149859224,15,4.310000000000001,59324.0,494,0,0.0,12567.611657139547,False,-0.17676383928013328,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,11,2.6590000000000007,77249,872,0,0.0,20064.72930381651,False,-0.1359735029558564,0.31666666666666665,410589,0.0,0.0,10,0,0,9,8,8.0,17,26,8,127.0,0.0,10,0,8,244,1.3034688829793595,85.81083982018754
29,8,0,0,0,10.000000000000002,20,10.0,24.859238749147096,48,21.979166666666668,23.00974635926252,6,23.0,40.0,13,40.0,19,1.7670000000000003,56287,30,10,1.0,548.5923874914711,False,0.06852488369943206,0,0.6140000000000001,58561,0,12,0.8,298.31086498976515,False,0.10911994998479013,3,4.055000000000001,57979.0,237,0,0.0,5891.639583547862,False,-0.23552519239884648,3,4.325,58729.0,529,0,0.0,13150.537298298814,False,-0.18057257482716094,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,13,2.778000000000001,76873,878,0,0.0,20202.557303432495,False,-0.13901344672959753,0.3,409366,0.0,0.0,10,0,0,7,10,9.461538461538462,16,23,12,85.0,6.0,6,2,12,644,1.1894553230376914,87.00029514322523
30,12,0,0,0,10.000000000000002,20,10.0,23.927156739286723,58,19.79310344827586,22.922494754873455,2,14.0,39.99999999999999,10,40.0,29,2.0380000000000007,55877,30,10,1.0,539.2715673928673,False,0.06069134740802567,7,0.6840000000000002,58795,0,10,1.0,239.2715673928672,False,0.11298288026025675,2,4.072000000000001,57503.0,249,0,0.0,5957.862028082394,False,-0.24108248931499845,0,4.322000000000001,58013.0,575,0,0.0,13758.115125089866,False,-0.18574493302534745,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,10,2.8650000000000007,76731,880,0,0.0,20171.79538428864,False,-0.14057141182034386,0.3333333333333333,407856,0.0,0.0,10,0,0,10,7,6.583333333333334,17,27,12,153.0,3.0,11,1,12,597,1.2961454900214449,88.29644063324668
31,12,0,0,0,10.000000000000002,20,10.0,24.124609960994885,56,25.125,22.576927961485136,16,18.5625,40.0,11,40.0,27,2.279000000000001,55620,29,10,1.0,531.2460996099489,False,0.05576043846686397,9,0.7670000000000001,59096,1,10,1.0,251.24609960994886,False,0.11878231476565114,16,4.230000000000001,56869.0,254,0,0.0,6127.650930092701,False,-0.24797257713725643,0,4.322000000000001,56816.0,626,0,0.0,15102.005835582799,False,-0.19233323398216454,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,11,2.9650000000000007,76252,896,0,0.0,20228.927453490684,False,-0.14503040352866017,0.3333333333333333,405590,0.0,0.0,11,0,0,11,15,14.2,17,28,10,174.0,3.0,11,1,10,706,1.3505775119992904,89.64701814524597
32,10,0,0,0,10.000000000000002,20,10.0,24.78511909504708,37,30.243243243243242,21.588412068739707,52,18.134615384615387,40.0,9,40.0,10,2.3520000000000008,55898,28,10,1.0,527.8511909504708,False,0.06098019411862389,7,0.8280000000000001,59284,2,10,1.0,267.8511909504708,False,0.12249075443902288,21,4.424000000000001,55087.0,281,0,0.0,6964.618465708229,False,-0.26508175879472845,31,4.6320000000000014,55873.0,636,0,0.0,15763.335744449943,False,-0.200016715324362,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,9,3.0440000000000005,75183,948,0,0.0,20465.81464116524,False,-0.1544402692558418,0.3333333333333333,402262,0.0,0.0,10,0,0,8,12,11.636363636363637,18,26,14,145.0,0.0,10,0,14,636,1.5597380620311014,91.20675620727707
33,14,0,0,0,10.000000000000002,20,10.0,25.615907488643852,58,30.03448275862069,21.880515187652854,12,27.0,40.0,9,40.0,9,2.4320000000000004,56151,30,10,1.0,556.1590748864386,False,0.06602711938344391,29,1.1110000000000002,59363,0,10,1.0,256.15907488643853,False,0.12387273845625156,0,4.4030000000000005,54047.0,307,0,0.0,7864.083599013663,False,-0.27248833929974486,12,4.721000000000001,55063.0,668,0,0.0,17111.42620241409,False,-0.20172265385272545,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,9,3.125000000000001,74733,960,0,0.0,21005.29458014674,False,-0.15622472167978296,0.3333333333333333,400294,0.0,0.0,9,0,0,13,9,8.23076923076923,15,28,14,168.0,23.0,12,2,14,510,1.6519185020006262,92.8586747092777
34,14,0,0,0,10.000000000000002,20,10.0,24.564146074769106,53,18.0188679245283,21.975699775885634,43,22.41860465116279,40.0,8,40.0,18,2.6030000000000006,56181,31,10,1.0,555.6414607476911,False,0.06658897363459866,15,1.2320000000000002,59113,0,9,0.9,221.07731467292194,False,0.11881850336903425,8,4.4830000000000005,53917.0,307,0,0.0,7541.192844954116,False,-0.2761453488615715,35,5.059000000000001,52991.0,721,0,0.0,17710.749319908526,False,-0.2239616706198097,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,8,3.196000000000001,73665,1003,0,0.0,22041.62687521329,False,-0.1616677050634384,0.31666666666666665,396804,0.0,0.0,9,0,0,9,13,12.333333333333334,20,29,11,203.0,0.0,14,0,11,520,1.4417059939587489,94.30038070323644
35,11,0,0,0,10.0,20,10.0,25.172822928064797,19,36.21052631578947,22.248896463286187,17,25.764705882352942,40.0,8,40.0,6,2.645000000000001,56459,35,10,1.0,601.728229280648,False,0.07227611959497345,0,1.217,59173,0,12,0.6,302.0738751367776,False,0.12071706157797234,2,4.495000000000001,53451.0,317,0,0.0,7979.784868196541,False,-0.2792409506983089,15,5.174000000000001,52517.0,730,0,0.0,18376.160737487302,False,-0.22573460858593827,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,8,3.2680000000000007,73125,1020,0,0.0,22693.874392551912,False,-0.16378493524579069,0.26666666666666666,395662,0.0,0.0,10,0,0,8,7,6.666666666666666,18,26,11,137.0,3.0,10,1,11,600,1.4219701800029725,95.72235088323941
36,11,0,0,0,10.0,20,10.0,25.2595208428917,14,27.285714285714285,21.730698936363105,15,14.4,40.0,12,40.0,4,2.679000000000001,56611,38,10,1.0,632.595208428917,False,0.07543918094635695,0,1.217,59103,0,19,0.7,479.9308960149423,False,0.1210746485813932,8,4.573,53139.0,321,0,0.0,8108.306190568235,False,-0.2823495439452397,7,5.229000000000002,52123.0,740,0,0.0,18692.04542373986,False,-0.2286966219728976,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,12,3.3800000000000003,72707,1035,0,0.0,22491.273399135815,False,-0.16892565905176443,0.2833333333333333,394620,0.0,0.0,9,0,0,9,7,7.0,18,27,12,144.0,3.0,10,1,12,510,1.331501107022632,97.05385199026205
37,12,0,0,0,10.0,20,10.0,25.036357546649636,42,23.404761904761905,21.131951779758026,26,16.423076923076923,40.0,13,40.0,11,2.785000000000001,56995,41,10,1.0,660.3635754664964,False,0.08295578999760551,2,1.237,59177,0,7,0.7,175.25450282654745,False,0.11959472647850668,11,4.675000000000001,52249.0,334,0,0.0,8362.143420580978,False,-0.2919245660293558,15,5.372000000000002,51409.0,769,0,0.0,19252.95895337357,False,-0.2341366525291827,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,13,3.498000000000001,72044,1061,0,0.0,22421.000838323267,False,-0.17583673620121731,0.2833333333333333,392811,0.0,0.0,11,0,0,9,12,11.0,17,26,17,139.0,14.0,10,2,17,520,1.547026994987391,98.60087898524944
38,17,0,0,0,10.0,20,10.0,25.13313003945362,12,27.666666666666668,21.42366982771854,46,22.73913043478261,40.0,9,40.0,0,2.774000000000001,56915,39,20,1.0,892.6626007890724,False,0.08363870669880487,5,1.2850000000000001,59264,2,10,1.0,271.3313003945362,False,0.12214579760073428,8,4.744000000000001,51989.0,334,0,0.0,8394.46543317751,False,-0.294984218375196,38,5.737000000000002,49837.0,781,0,0.0,19628.974560813276,False,-0.2515027632799217,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,9,3.5750000000000006,70886,1107,0,0.0,23716.002499284426,False,-0.18089033281881056,0.3333333333333333,389828,0.0,0.0,8,0,0,11,11,10.5,18,29,16,202.0,18.0,14,3,16,222,1.5287055580411106,100.12958454329055
39,16,0,0,0,10.0,20,10.0,26.985185830728938,45,39.06666666666667,21.677261603465237,15,25.533333333333335,40.0,8,40.0,5,2.824000000000001,57728,38,10,1.0,649.8518583072894,False,0.09670393186144338,10,1.3800000000000001,59634,3,10,1.0,299.8518583072894,False,0.12940503134381764,4,4.776000000000002,50493.0,369,0,0.0,9957.533571538977,False,-0.30394922158517484,11,5.809000000000001,49376.0,791,0,0.0,21345.28199210659,False,-0.2465193425427782,0,0.2,100937,0,8,0.0,320.0,False,0.0007919459100943406,8,3.6460000000000012,70401,1122,0,0.0,24321.887519087995,False,-0.1826925788773771,0.3333333333333333,388569,0.0,0.0,12,0,0,11,8,7.454545454545455,19,30,14,184.0,20.0,13,3,14,1208,1.4897826599772088,101.61936720326776
40,14,0,0,0,9.999999999999998,20,10.0,27.996626538774162,53,33.81132075471698,21.897884996003693,32,23.40625,39.99999999999999,10,40.0,20,3.019000000000001,57913,35,10,1.0,629.9662653877415,False,0.10001101622197213,13,1.5000000000000002,60086,6,10,1.0,339.9662653877416,False,0.13832287627411252,15,4.9220000000000015,48969.0,401,0,0.0,11226.647242048439,False,-0.31510981089122003,17,5.968000000000001,48457.0,812,0,0.0,22733.26074948462,False,-0.2493427395101034,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,10,3.7380000000000018,69498,1154,0,0.0,25270.15928538826,False,-0.1869380436689456,0.3333333333333333,385860,0.0,0.0,9,0,0,12,16,14.392857142857142,14,26,10,174.0,3.0,13,1,10,643,1.3906594029976986,103.01002660626546
41,10,0,0,0,9.999999999999998,20,10.0,28.704254512740846,23,38.608695652173914,21.962721857343997,17,22.823529411764707,39.999999999999986,14,40.0,13,3.1290000000000004,58338,34,10,1.0,627.0425451274084,False,0.10801226569999817,0,1.487,59976,7,20,1.0,644.0850902548169,False,0.13911743954976774,8,4.987000000000001,47949.0,424,0,0.0,12170.60391340212,False,-0.3219862983035189,9,6.041000000000001,48340.0,812,0,0.0,23307.854664345567,False,-0.24720588076826927,0,0.2,100937,0,8,0.0,319.9999999999999,False,0.0007919459100943406,14,3.868000000000001,68850,1171,0,0.0,25718.34729494982,False,-0.19113442640867473,0.3333333333333333,384390,0.0,0.0,10,0,0,8,12,11.777777777777779,16,24,13,122.0,3.0,9,1,13,512,1.2971949729835615,104.30722157924902
42,13,0,0,0,9.999999999999998,20,10.0,27.778561880371804,39,20.41025641025641,22.29565032537034,28,24.892857142857142,39.99999999999999,9,40.0,15,3.266000000000001,58337,32,10,1.0,597.785618803718,False,0.10771702137382128,0,1.487,60150,9,16,1.0,534.4569900859489,False,0.1413690349311024,14,5.119000000000001,47413.0,435,0,0.0,12083.674417961734,False,-0.32925732845246414,14,6.1720000000000015,47690.0,840,0,0.0,23333.991979512317,False,-0.25519799247435654,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,9,3.9440000000000013,68021,1199,0,0.0,26732.484740119035,False,-0.19432132838968183,0.3333333333333333,382548,0.0,0.0,12,0,0,8,10,10.0,19,27,11,161.0,6.0,11,2,11,814,1.3824904610519297,105.68971204030095
43,11,0,0,0,9.999999999999998,20,10.0,27.883283583645895,8,32.0,22.8513348261846,42,25.785714285714285,39.99999999999999,7,40.0,0,3.251000000000001,58493,32,12,1.0,654.5994030037507,False,0.11120073490576712,0,1.487,60050,9,26,1.0,814.9653731747933,False,0.14212949496707972,1,5.115000000000001,47400.0,435,0,0.0,12129.228358885965,False,-0.3291346486047684,41,6.568000000000002,46023.0,848,0,0.0,23645.02447893172,False,-0.2741638466721142,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,7,4.005,66854,1241,0,0.0,28358.50651929509,False,-0.1978255812422904,0.3333333333333333,379757,0.0,0.0,9,0,0,8,9,9.0,16,24,11,131.0,21.0,9,2,11,456,1.2551280990010127,106.94484013930196
44,11,0,0,0,9.999999999999998,20,10.0,25.77774819637204,67,16.65671641791045,23.10408076807149,48,24.354166666666668,39.99999999999999,9,40.0,13,3.381000000000001,58708,30,10,1.0,557.7774819637203,False,0.11434784337064767,16,1.647,59990,11,10,1.0,367.7774819637204,False,0.13677199419998232,13,5.244000000000001,46741.0,445,0,0.0,11471.097947385559,False,-0.34153273136717766,35,6.877000000000002,44296.0,905,0,0.0,23328.862117716697,False,-0.2978175411398664,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,9,4.088000000000001,65559,1289,0,0.0,29781.16011004415,False,-0.20360355133272545,0.3333333333333333,376231,0.0,0.0,10,0,0,10,15,14.033333333333333,15,25,18,131.0,30.0,9,2,18,616,1.3758274159627035,108.32066755526466
45,18,0,0,0,10.0,20,10.0,26.997294281878343,38,37.31578947368421,22.198103441187413,44,16.909090909090907,39.99999999999999,9,40.0,4,3.408000000000001,59000,29,10,1.0,559.9729428187834,False,0.11988488441095313,14,1.7710000000000001,60400,12,10,1.0,389.97294281878345,False,0.14472714080570886,25,5.481000000000002,44802.0,470,0,0.0,12688.728312482821,False,-0.35822367581101183,19,7.032000000000002,43509.0,918,0,0.0,24783.51615076432,False,-0.2985663081073824,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,9,4.1690000000000005,64683,1333,0,0.0,29590.071887102822,False,-0.21322118115216834,0.3333333333333333,373331,0.0,0.0,8,0,0,11,14,12.911764705882353,21,32,19,219.0,46.0,15,3,19,434,1.601495292969048,109.92216284823371
46,19,0,0,0,10.0,20,10.0,28.1818276661316,59,34.67796610169491,22.43839351872432,66,23.424242424242426,39.999999999999986,15,40.0,27,3.6740000000000013,59273,31,10,1.0,591.8182766613161,False,0.12534305244891106,12,1.8770000000000002,60682,10,10,1.0,381.818276661316,False,0.14997750289663844,33,5.786000000000001,42733.0,493,0,0.0,13893.641039402879,False,-0.3766256287132011,33,7.343000000000003,41502.0,954,0,0.0,26885.463593489545,False,-0.310562371582348,0,0.2,100937,0,8,0.0,319.9999999999999,False,0.0007919459100943406,15,4.310000000000001,62851,1399,0,0.0,31391.312532695327,False,-0.2224412102284995,0.3333333333333333,367978,0.0,0.0,9,0,0,14,21,20.344444444444445,18,32,13,232.0,14.0,17,2,13,560,1.7121455969754606,111.63430844520917
47,13,0,0,0,10.0,20,10.0,28.268528581283555,8,32.0,22.61162565353283,94,23.170212765957448,39.99999999999999,12,40.0,0,3.6470000000000007,59459,28,12,1.0,619.2223429754026,False,0.12911571336924668,0,1.8650000000000002,60552,13,20,1.0,695.3705716256711,False,0.15048334314075704,20,5.953000000000001,41927.0,493,0,0.0,13936.384590572792,False,-0.38647101706146686,74,8.05,37039.0,962,0,0.0,27194.324495194778,False,-0.3646256070318416,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,12,4.415000000000001,60477,1493,0,0.0,33759.157100724515,False,-0.2342221749768627,0.3333333333333333,360391,0.0,0.0,9,0,0,7,19,19.0,19,26,13,143.0,26.0,10,3,13,456,1.1974195300135761,112.83172797522275
48,13,0,0,0,10.0,20,10.0,28.77397985429418,41,32.68292682926829,22.938668103391905,47,25.425531914893618,39.999999999999986,13,40.0,12,3.767000000000001,59867,26,10,1.0,547.7397985429418,False,0.1361482204116725,0,1.8650000000000002,60942,15,13,1.0,524.0617381058244,False,0.15623287242703957,8,6.013000000000001,41537.0,500,0,0.0,14386.98992714709,False,-0.38853761260338104,39,8.366000000000001,34659.0,996,0,0.0,28658.883934877,False,-0.38530093522255476,0,0.2,100937,0,8,0.0,319.9999999999999,False,0.0007919459100943406,13,4.533000000000001,59052,1540,0,0.0,35325.548879223534,False,-0.24057560173424508,0.3333333333333333,356994,0.0,0.0,10,0,0,10,14,13.625,17,27,11,148.0,19.0,11,2,11,998,1.1518473720061593,113.9835753472289
49,11,0,0,0,10.0,20,10.0,29.297979038074445,34,34.26470588235294,23.07597500805834,53,24.0188679245283,39.999999999999986,10,40.0,20,3.955000000000001,60202,26,10,1.0,552.9797903807445,False,0.14252635159236737,0,1.8650000000000002,60926,15,19,1.0,706.6616017234145,False,0.15765539730346675,37,6.375000000000002,39539.0,517,0,0.0,15147.055162684488,False,-0.4088396062319814,16,8.487000000000002,33903.0,1013,0,0.0,29678.852765569412,False,-0.38838789908043536,0,0.2,100937,0,8,0.0,319.9999999999999,False,0.0007919459100943406,10,4.620000000000001,57641,1593,0,0.0,36760.028187836935,False,-0.24744336008871315,0.3333333333333333,353148,0.0,0.0,10,0,0,8,19,18.833333333333336,17,25,10,125.0,15.0,9,2,10,563,1.1395057989866473,115.12308114621555
50,10,0,0,0,10.0,20,10.0,29.864377368939184,34,35.205882352941174,23.368882667047853,68,24.985294117647058,39.99999999999998,10,40.0,0,3.935000000000001,60372,30,10,1.0,598.6437736893918,False,0.14616922746901223,5,1.9150000000000003,61628,11,10,1.0,408.6437736893918,False,0.1681022006053707,8,6.418000000000002,38825.0,530,0,0.0,15828.120005537769,False,-0.41352581714324754,60,9.071,30381.0,1034,0,0.0,30879.766199483118,False,-0.4250469527606304,0,0.2,100937,0,8,0.0,319.99999999999983,False,0.0007919459100943406,10,4.710000000000001,55804,1661,0,0.0,38815.71410996648,False,-0.25545346768382315,0.3333333333333333,347947,0.0,0.0,11,0,0,9,12,11.384615384615385,16,25,8,147.0,0.0,10,0,8,851,1.1657342920079827,116.28881543822354
51,8,0,0,0,10.000000000000002,20,10.0,30.63756882676464,27,39.77777777777778,23.64685360256808,45,26.11111111111111,39.99999999999999,8,40.0,0,3.935000000000001,60292,28,20,1.0,892.7513765352928,False,0.14743597098778943,17,2.0800000000000005,62127,13,10,1.0,436.3756882676464,False,0.17779098205565094,9,6.500000000000002,37597.0,557,0,0.0,17065.125836507905,False,-0.421173688208119,36,9.371000000000002,29308.0,1034,0,0.0,31679.246166874636,False,-0.43349491080447555,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,8,4.780000000000002,54531,1706,0,0.0,40341.53224598114,False,-0.2605030230259206,0.3333333333333333,344792,0.0,0.0,8,0,0,3,13,12.166666666666668,20,23,10,118.0,0.0,8,0,10,200,1.0978369640070014,117.38665240223054
52,10,0,0,0,10.000000000000002,20,10.0,30.847346554490628,22,33.81818181818182,23.14188232126729,104,21.201923076923077,39.99999999999999,10,40.0,0,3.935000000000001,60590,27,19,1.0,856.099584535322,False,0.15271942026424715,1,2.0730000000000004,62348,14,10,1.0,448.4734655449063,False,0.1820802647215863,41,6.901000000000002,35517.0,562,0,0.0,17336.208763623734,False,-0.44557244015544434,63,9.965000000000002,25531.0,1051,0,0.0,32420.56122876965,False,-0.47623714644099596,0,0.2,100937,0,8,0.0,319.99999999999994,False,0.0007919459100943406,10,4.872000000000001,52176,1810,0,0.0,41886.80700149379,False,-0.2761673431130712,0.3333333333333333,337099,0.0,0.0,12,0,0,8,20,20.0,17,25,10,127.0,10.0,9,1,10,908,0.9781483550323173,118.36480075726286
