index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07MyA@3, 05Ran@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 1} [id b325bea7-4b71-4f3e-9366-1d8236fdc8fe]",b325bea7-4b71-4f3e-9366-1d8236fdc8fe,product,1.0,1d496fe0-994e-4fc6-96d5-f08a29c1f741,05Ran@2,str,['07MyA@3'],-1,False
1,"02Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 2, 'unit_price': 6} [id 9a5c885d-ed19-4884-b63b-91815d96cfd1]",9a5c885d-ed19-4884-b63b-91815d96cfd1,product,1.0,e36e6d36-d8ed-47c0-95a8-191fd60d88ec,01Ran@0,str,['02Dec@1'],-1,False
2,"06Ind@3, 05Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 1} [id 1995b877-7d97-4b74-bf9c-017d02f0ac74]",1995b877-7d97-4b74-bf9c-017d02f0ac74,product,1.0,f27eb9d4-33eb-4f00-85dc-478b47c23450,05Ran@2,str,['06Ind@3'],-1,False
3,"06Ind@3, 05Ran@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 8} [id 71b8cb95-e76b-4a84-823f-250d1c4ed316]",71b8cb95-e76b-4a84-823f-250d1c4ed316,product,1.0,5a31cad2-16ec-4e27-8fa6-28f2fdf6c5cc,05Ran@2,str,['06Ind@3'],-1,False
4,"06Ind@3, 05Ran@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 10} [id 656f691c-f12e-4498-862a-58f1c5d605dc]",656f691c-f12e-4498-862a-58f1c5d605dc,product,1.0,521cd376-aef1-4a19-afc9-16ea0ed12205,05Ran@2,str,['06Ind@3'],-1,False
5,"06Ind@3, 05Ran@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 6} [id c384de01-d82d-4805-8d77-c03794d86452]",c384de01-d82d-4805-8d77-c03794d86452,product,1.0,0971c335-f11e-421b-b4a5-845134b41427,05Ran@2,str,['06Ind@3'],-1,False
6,"03Buy@1, 00Buy@0 agreed on {'quantity': 3, 'time': 3, 'unit_price': 8} [id 4bca337c-adfd-4713-bcd8-7693db157688]",4bca337c-adfd-4713-bcd8-7693db157688,product,1.0,232598e8-c620-40c2-bdd9-02f059ca647d,00Buy@0,str,['03Buy@1'],-1,False
7,"03Buy@1, 01Ran@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 3} [id c49c2bc1-de05-494d-8198-89c6fc2bc1db]",c49c2bc1-de05-494d-8198-89c6fc2bc1db,product,1.0,2afc1e9a-a47f-4512-96f8-1efecac5938e,01Ran@0,str,['03Buy@1'],-1,False
8,"03Buy@1, 01Ran@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 1} [id 6cd4cabf-d0a2-43ab-9343-00e625901518]",6cd4cabf-d0a2-43ab-9343-00e625901518,product,1.0,c9803106-1739-4e8f-b930-4e27cc7c2ea3,01Ran@0,str,['03Buy@1'],-1,False
9,"05Ran@2, 03Buy@1 agreed on {'quantity': 6, 'time': 3, 'unit_price': 19} [id b4b4e7b8-ea4d-46bb-abe0-58ae5d0dbe72]",b4b4e7b8-ea4d-46bb-abe0-58ae5d0dbe72,product,1.0,faea33b6-90bf-4efb-94ec-9329eaa0ed77,03Buy@1,str,['05Ran@2'],-1,False
10,"06Ind@3, 05Ran@2 agreed on {'quantity': 3, 'time': 3, 'unit_price': 7} [id 07baf12f-dec5-45a9-b10b-d00767876eab]",07baf12f-dec5-45a9-b10b-d00767876eab,product,1.0,11af7298-dfa8-47bc-93a0-e72b270231bd,05Ran@2,str,['06Ind@3'],-1,False
11,"06Ind@3, 05Ran@2 agreed on {'quantity': 5, 'time': 3, 'unit_price': 10} [id 9e7139de-8ab3-482d-bfa8-8660bd41fc0a]",9e7139de-8ab3-482d-bfa8-8660bd41fc0a,product,1.0,c226e60a-4524-464c-89ab-0d107d9ca075,05Ran@2,str,['06Ind@3'],-1,False
12,"06Ind@3, 05Ran@2 agreed on {'quantity': 1, 'time': 3, 'unit_price': 3} [id e8f703cc-479e-49d7-9200-ab3ea8ecf42c]",e8f703cc-479e-49d7-9200-ab3ea8ecf42c,product,1.0,f7fc4428-c197-4003-b29e-116b650a328b,05Ran@2,str,['06Ind@3'],-1,False
13,"06Ind@3, 05Ran@2 agreed on {'quantity': 7, 'time': 3, 'unit_price': 1} [id e61e6369-42d3-4675-a79d-cad15ffcddb4]",e61e6369-42d3-4675-a79d-cad15ffcddb4,product,1.0,8f3d5db1-267c-4afd-8822-92d93051ab28,05Ran@2,str,['06Ind@3'],-1,False
14,"06Ind@3, 05Ran@2 agreed on {'quantity': 2, 'time': 3, 'unit_price': 1} [id 6a49507e-d843-487c-b1b1-4f98d5e2d5b7]",6a49507e-d843-487c-b1b1-4f98d5e2d5b7,product,1.0,dca29145-5070-4fa6-be68-0f569d2c0916,05Ran@2,str,['06Ind@3'],-1,False
15,"02Dec@1, 01Ran@0 agreed on {'quantity': 2, 'time': 4, 'unit_price': 3} [id 92b22cd2-d8a9-45a3-a478-4b971a804a35]",92b22cd2-d8a9-45a3-a478-4b971a804a35,product,1.0,95ef02b6-3c8a-4ba6-8b6b-56649b6d996f,01Ran@0,str,['02Dec@1'],-1,False
16,"02Dec@1, 00Buy@0 agreed on {'quantity': 2, 'time': 4, 'unit_price': 8} [id a331a76b-8e44-424d-bf72-94024ffec1d5]",a331a76b-8e44-424d-bf72-94024ffec1d5,product,1.0,ec52e362-4c7f-4706-9443-f60f3f8b5153,00Buy@0,str,['02Dec@1'],-1,False
17,"03Buy@1, 01Ran@0 agreed on {'quantity': 1, 'time': 4, 'unit_price': 1} [id 007caed0-678d-46e6-922e-7ee0b9567156]",007caed0-678d-46e6-922e-7ee0b9567156,product,1.0,4ce6d0cd-5ef1-466a-a156-2bfabe27a4fb,01Ran@0,str,['03Buy@1'],-1,False
18,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 1} [id a041a8a0-f700-4d1e-9f02-1fd63947d55e]",a041a8a0-f700-4d1e-9f02-1fd63947d55e,product,1.0,a7ebaaa4-ff9d-4b9f-92be-bbe498236a13,01Ran@0,str,['02Dec@1'],-1,False
19,"03Buy@1, 00Buy@0 agreed on {'quantity': 2, 'time': 4, 'unit_price': 8} [id f9a2da5e-a41e-40a3-b2f3-18dd81472a87]",f9a2da5e-a41e-40a3-b2f3-18dd81472a87,product,1.0,7e50078c-c2ab-47e4-8f86-ec3d01b01faf,00Buy@0,str,['03Buy@1'],-1,False
20,"03Buy@1, 00Buy@0 agreed on {'quantity': 1, 'time': 4, 'unit_price': 8} [id 2aaa86c4-4ce5-4867-a039-0dd086500a1b]",2aaa86c4-4ce5-4867-a039-0dd086500a1b,product,1.0,c27ad9bc-23ad-46cf-aea9-e4df6634e8b1,00Buy@0,str,['03Buy@1'],-1,False
