index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,13,0,0,0,10.0,11,10.0,8.823603546419825,5,8.0,20.330679841253296,64,19.375,29.000000000000007,14,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.363,4231,362,0,0.0,3620.0,False,-0.5636061547352452,63,8.507000000000001,-767,225,0,0.0,1985.3107979444608,False,-0.9891579590173338,0,0.21800000000000003,20078,0,199,0.5,4045.805288409406,False,0.06187972153003908,0,0.5510000000000002,12226,470,141,1.0,13644.41952538905,False,-0.208829964998566,0,0.5690000000000001,25943,0,12,0.4,348.0000000000001,False,0.0847732181425486,0.31666666666666665,75919,0.0,0.0,14,0,0,2,6,6.0,4,6,17,108.0,20.0,6,7,17,552,0.5559783792123199,26.410561959259212
37,17,0,0,0,10.000000000000002,14,10.0,8.842396236731682,10,9.0,20.307437819490108,7,19.571428571428573,29.000000000000007,2,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,10,4.458000000000001,3971,376,0,0.0,3760.0000000000005,False,-0.5773315032868598,5,8.494,-2001,230,0,0.0,2033.7511344482868,False,-1.0472841220763878,0,0.21800000000000003,20105,0,202,0.5,4102.102439537001,False,0.06452943928162697,0,0.551,12161,465,151,1.0,13821.958586062901,False,-0.20784269425853752,0,0.5690000000000002,25929,0,12,0.2,348.0000000000001,False,0.08419172620036551,0.2833333333333333,74373,0.0,0.0,9,0,0,4,3,22.4,5,9,18,132.0,24.0,9,8,18,270,0.7378098983317614,27.148371857590973
38,18,0,0,0,10.000000000000002,9,10.0,8.795323400811748,5,8.0,20.75386570304281,32,23.625,29.000000000000004,10,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.498000000000001,3826,385,0,0.0,3850.000000000001,False,-0.5845553709456043,28,8.769,-2496,230,0,0.0,2022.9243821867021,False,-1.0713274303995892,0,0.21800000000000003,20209,0,203,0.5,4213.03473771769,False,0.07219129240661336,0,0.5510000000000002,11767,485,151,1.0,14444.624865975762,False,-0.21127627375860272,0,0.5690000000000001,25857,0,14,0.2,406.00000000000006,False,0.08240571523508888,0.2833333333333333,73371,0.0,0.0,13,0,0,3,3,3.0,4,7,22,126.0,32.0,7,11,22,524,0.6604225300252438,27.808794387616217
39,22,0,0,0,10.000000000000002,11,10.0,8.807288571711126,5,9.0,20.413340235523663,36,18.38888888888889,29.000000000000007,6,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.543000000000001,3666,396,0,0.0,3960.000000000001,False,-0.5921404319872859,35,9.091000000000003,-3607,230,0,0.0,2025.6763714935591,False,-1.1246414171072512,0,0.21800000000000003,20200,0,207,0.5,4225.561428753398,False,0.07205980465942914,0,0.551,11380,505,155,1.0,14803.736818939451,False,-0.2198924900535918,0,0.5690000000000001,25756,0,20,0.6,580.0000000000001,False,0.0818242232929058,0.35000000000000003,71603,0.0,0.0,9,0,0,3,6,6.0,3,6,19,108.0,47.0,6,16,19,320,0.6245164647698402,28.433310852386057
40,19,0,0,0,10.000000000000004,12,10.0,8.758049935087127,5,8.0,20.298718248796977,6,16.0,29.000000000000007,0,,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.588000000000001,3491,408,0,0.0,4080.0000000000014,False,-0.6004478797948422,5,9.106,-3980,230,0,0.0,2014.3514850700394,False,-1.1428349712902983,0,0.21800000000000003,20196,0,211,0.5,4283.029550496162,False,0.07324819945457554,0,0.5510000000000002,11320,500,165,1.0,14934.359124398488,False,-0.21967189058816902,0,0.5690000000000001,25720,0,21,0.1,609.0000000000001,False,0.08093121781026749,0.26666666666666666,70955,0.0,0.0,6,0,0,3,2,2.0,3,6,22,93.0,54.0,6,13,22,156,0.7250590780749917,29.15836993046105
41,22,0,0,0,10.000000000000004,5,10.0,8.709937761040099,5,8.0,20.109627246713284,12,16.833333333333332,29.000000000000007,0,,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.633000000000001,3386,413,0,0.0,4130.000000000002,False,-0.6062269739218378,10,9.201,-4488,230,0,0.0,2003.2856850392227,False,-1.167508631983875,0,0.21800000000000003,20228,0,214,0.5,4303.4602307966425,False,0.07527651541816753,0,0.5510000000000002,11154,501,175,1.0,15149.923250603355,False,-0.2220899806736302,0,0.5690000000000001,25684,0,22,0.1,638.0000000000001,False,0.08003821232762917,0.26666666666666666,70172,0.0,0.0,5,0,0,4,3,3.0,3,7,18,126.0,45.0,7,15,18,122,0.6246117381379008,29.78298166859895
42,18,0,0,0,10.000000000000004,9,10.0,8.72904557094123,5,9.0,20.168497623034817,8,21.625,29.000000000000007,1,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.678000000000001,3246,422,0,0.0,4220.000000000002,False,-0.613089648197645,5,9.241000000000001,-4927,230,0,0.0,2007.6804813164829,False,-1.188495640193233,0,0.21800000000000003,20291,0,216,0.5,4356.39548657552,False,0.07957515703107486,0,0.5510000000000002,11017,498,185,1.0,15408.911816271338,False,-0.2224017316773687,0,0.5690000000000001,25677,0,22,0.1,638.0000000000001,False,0.07974746635653764,0.26666666666666666,69512,0.0,0.0,9,0,0,3,2,2.0,1,4,19,72.0,42.0,4,14,19,227,0.4714919477701187,30.25447361636907
43,19,0,0,0,10.000000000000004,11,10.0,8.679323005293986,5,8.0,19.980184009482684,5,13.0,29.000000000000004,15,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.723000000000001,3081,433,0,0.0,4330.000000000002,False,-0.6210359026222639,5,9.286000000000001,-5401,230,0,0.0,1996.2442912176168,False,-1.2115446045448128,0,0.21800000000000003,20251,0,221,0.5,4415.620666095673,False,0.0790760742347493,0,0.5510000000000002,11068,493,191,1.0,15389.230716674963,False,-0.22069216820329443,0,0.5690000000000001,25996,0,11,0.0,319.00000000000006,False,0.08637232098355209,0.25,69203,0.0,0.0,15,0,0,2,2,2.0,1,3,17,54.0,48.0,3,16,17,545,0.42105836793780327,30.675531984306872
44,17,0,0,0,10.000000000000002,9,10.0,8.701912190207382,5,9.0,19.59517794069492,10,13.0,29.000000000000004,15,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.768000000000001,2941,442,0,0.0,4420.000000000001,False,-0.6278985768980713,10,9.381,-6023,230,0,0.0,2001.4398037476979,False,-1.2413049583494042,0,0.21800000000000003,20206,0,226,0.5,4428.510214597052,False,0.07722361539895864,0,0.5510000000000002,10938,493,201,1.0,15489.422724762597,False,-0.22401099176020525,4,0.6090000000000001,26285,0,0,0.0,0.0,False,0.09175112144874564,0.25,68555,0.0,0.0,9,0,0,2,5,4.4,2,4,13,57.0,39.0,4,13,13,322,0.4761851830407977,31.15171716734767
45,13,0,0,0,10.000000000000002,12,10.0,8.650961991960978,5,8.0,19.347146293435006,10,15.3,29.000000000000004,10,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.8130000000000015,2766,454,0,0.0,4540.000000000001,False,-0.6362060247056274,9,9.461,-6648,230,0,0.0,1989.7212581510248,False,-1.2716157868123041,0,0.21800000000000003,20202,0,230,0.5,4449.843647490052,False,0.0775439304158471,0,0.551,10938,483,211,1.0,15463.671659729109,False,-0.2245457787894769,10,0.7050000000000001,26022,0,10,1.0,290.00000000000006,False,0.08684997507891676,0.4166666666666667,67488,0.0,0.0,7,0,0,1,6,6.0,1,2,8,36.0,33.0,2,11,8,156,0.26856870483607054,31.42028587218374
46,8,0,0,0,10.000000000000002,12,10.0,8.602378363376175,5,8.0,19.453314490018844,1,36.0,29.0,8,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,5,4.858000000000001,2591,466,0,0.0,4660.000000000001,False,-0.6445134725131836,0,9.452,-7179,230,0,0.0,1978.5470235765204,False,-1.2973971310340526,0,0.21800000000000003,20198,0,234,0.5,4552.07559066441,False,0.07980770649748743,0,0.5510000000000002,10938,473,221,1.0,15610.417753778913,False,-0.22149821910244819,0,0.6950000000000001,26218,0,3,0.1,87.0,False,0.0907750456886526,0.26666666666666666,66974,0.0,0.0,10,0,0,0,1,1.0,0,0,7,0.0,24.0,0,8,7,388,0.11502746120095253,31.535313333384693
47,7,0,0,0,10.000000000000002,9,10.0,8.602378363376175,0,,19.453314490018844,0,,28.999999999999996,18,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,0,4.853000000000001,2501,475,0,0.0,4750.000000000001,False,-0.6477642129596186,0,9.452000000000002,-7753,230,0,0.0,1978.5470235765204,False,-1.3249760480570671,0,0.21800000000000003,20198,0,234,0.0,4552.07559066441,False,0.07980770649748743,0,0.551,11112,463,225,1.0,15531.884608878725,False,-0.21590204749794972,9,0.7850000000000001,26205,0,0,0.0,0.0,False,0.08842831035055657,0.16666666666666666,66471,0.0,0.0,6,0,0,0,5,4.4,0,0,4,0.0,21.0,0,7,4,264,0.11176114343106747,31.64707447681576
48,4,0,0,0,10.000000000000002,0,,8.602378363376175,0,,19.012524928709453,18,15.555555555555555,28.999999999999996,16,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,0,4.8530000000000015,2501,475,0,0.0,4750.000000000001,False,-0.6477642129596186,16,9.612000000000002,-8701,230,0,0.0,1978.5470235765204,False,-1.3705245033494324,0,0.21800000000000003,20270,0,232,0.0,4410.905783460593,False,0.0798756974837984,0,0.5510000000000002,11233,462,226,1.0,15337.786517063767,False,-0.21490724129706415,7,0.8460000000000001,26001,0,9,0.9,260.99999999999994,False,0.08537547765409537,0.31666666666666665,65512,0.0,0.0,7,0,0,0,5,5.0,0,0,3,0.0,12.0,0,4,3,333,0.09400005359202623,31.741074530407786
49,3,0,0,0,10.000000000000002,0,,8.602378363376175,0,,19.012524928709453,0,,28.999999999999996,20,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,0,4.8530000000000015,2501,475,0,0.0,4750.000000000001,False,-0.6477642129596186,0,9.596,-9397,230,0,0.0,1978.5470235765204,False,-1.4039651414121816,0,0.21800000000000003,20270,0,232,0.0,4410.905783460593,False,0.0798756974837984,0,0.5510000000000002,11639,452,222,1.0,15031.661267776672,False,-0.2044014523222988,0,0.8390000000000002,26175,0,3,0.0,86.99999999999999,False,0.08898903472337598,0.16666666666666666,65396,0.0,0.0,8,0,0,0,0,0.0,0,0,1,0.0,9.0,0,3,1,580,0.07784395292401314,31.8189184833318
50,1,0,0,0,10.000000000000002,0,,8.602378363376175,0,,19.012524928709453,0,,29.0,20,29.0,0,0.2,14208,0,0,0.0,0.0,False,0.026367116954417395,0,4.8530000000000015,2501,475,0,0.0,4750.000000000001,False,-0.6477642129596186,0,9.596000000000002,-10148,230,0,0.0,1978.5470235765204,False,-1.4400483586321884,0,0.21800000000000003,20270,0,232,0.0,4410.905783460593,False,0.0798756974837984,0,0.5510000000000002,11900,442,223,1.0,14870.536018489578,False,-0.19690696090526716,8,0.9190000000000003,26178,0,0,0.0,0.0,False,0.08730686160491775,0.16666666666666666,64909,0.0,0.0,5,0,0,0,5,4.666666666666666,0,0,0,0.0,3.0,0,1,0,319,0.07701902091503143,31.89593750424683
