index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,14.476749748353194,12,17.0,20.117574564416323,66,21.666666666666668,34.0,8,34.0,0,0.254,22339,5,20,1.0,339.5349949670639,False,0.008864125206558727,2,0.4630000000000001,22614,8,10,1.0,224.76749748353194,False,0.018617890221942802,0,0.2,35022,6,69,1.0,1474.9731434348455,False,-0.006736109890633152,66,2.444000000000001,32459.0,116,0,0.0,1679.3029708089705,False,-0.07508884269194803,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,52615,184,20,1.0,4381.6337198526035,False,-0.02095755801414279,0.6666666666666666,220956,0.0,0.0,11,0,0,17,4,3.166666666666667,11,28,17,226.0,54.0,14,3,17,472,1.2282237950712442,18.5888885948807
11,17,0,0,0,10.000000000000002,20,10.0,15.034677962084652,29,18.03448275862069,19.75507195971546,10,12.0,34.0,6,34.0,0,0.254,22507,2,16,1.0,260.55484739335446,False,0.014624060942883606,5,0.5110000000000001,22694,11,10,1.0,260.3467796208465,False,0.023000913890476662,0,0.2,34784,10,79,1.0,1710.9974644383676,False,-0.010068920276118522,10,2.4780000000000006,32034.0,131,0,0.0,1969.5428130330895,False,-0.08286285743801616,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,52699,184,24,1.0,4450.933240587645,False,-0.01883801746558845,0.6666666666666666,220625,0.0,0.0,11,0,0,18,2,1.3333333333333333,12,30,17,240.0,21.0,15,2,17,642,1.2447181213647127,19.833606716245413
12,17,0,0,0,10.000000000000002,20,10.0,14.83104863791057,48,14.125,19.984052000458323,72,20.625,34.0,13,34.0,2,0.274,22475,3,10,1.0,178.3104863791057,False,0.011346656052599808,20,0.706,22829,10,10,1.0,248.31048637910573,False,0.028782001846154558,0,0.2,35885,15,26,1.0,742.0510815805749,False,0.007055873029006382,9,2.5580000000000007,31506.0,164,0,0.0,2432.2919766173336,False,-0.09110199465838931,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,51656,246,21,1.0,5630.076792112747,False,-0.026937987530031432,0.6666666666666666,220258,0.0,0.0,13,0,0,16,4,2.4444444444444446,12,28,21,210.0,21.0,15,2,21,2028,1.446196955628693,21.279803671874106
13,21,0,0,0,10.000000000000002,20,10.0,15.097252215918026,27,17.0,19.672399578969255,10,12.0,34.0,11,34.0,3,0.30200000000000005,22541,4,10,1.0,190.97252215918024,False,0.014588600290421312,4,0.726,22917,9,10,1.0,240.97252215918024,False,0.032561797368096,0,0.2,35546,32,26,1.0,994.5944599625775,False,0.0011470815505052498,0,2.549000000000001,31506.0,164,0,0.0,2475.949363410556,False,-0.09049567574842296,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,51910,246,20,1.0,5519.410296426437,False,-0.023389036099015423,0.6666666666666666,220327,0.0,0.0,12,0,0,13,2,0.5164835164835164,16,29,17,208.0,63.0,15,6,17,694,1.6631382657215,22.942941937595606
14,17,0,0,0,10.000000000000002,20,10.0,15.051534972580336,1,6.0,19.639266917437876,1,12.0,34.0,4,34.0,0,0.29900000000000004,22471,1,20,1.0,311.0306994516067,False,0.014141694667464632,0,0.722,22793,12,19,1.0,405.9791644790264,False,0.03070187720135861,0,0.2,35552,23,35,1.0,1033.5596464796733,False,0.001854892040437601,0,2.5490000000000004,31506.0,164,0,0.0,2468.4517355031753,False,-0.09059980368447339,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,52034,237,26,1.0,5538.5062594327765,False,-0.02100335608502496,0.6666666666666666,220263,0.0,0.0,12,0,0,11,0,0.0,12,23,16,150.0,96.0,10,7,16,354,1.2222627634182572,24.165204701013863
15,16,0,0,0,10.000000000000002,20,10.0,14.425663852824226,19,8.526315789473685,19.632785538393346,29,19.586206896551722,34.0,12,34.0,0,0.29900000000000004,22441,0,20,1.0,288.5132770564845,False,0.01229244043423606,0,0.7220000000000002,22785,13,20,1.0,418.5132770564845,False,0.030624205034657376,0,0.2,35790,22,35,1.0,1004.5120986059001,False,0.008062220135074504,19,2.7390000000000008,31070.0,174,0,0.0,2510.065510391415,False,-0.10213230500539668,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,51874,256,24,1.0,5841.993097828697,False,-0.021150850338263447,0.6666666666666666,219867,0.0,0.0,15,0,0,12,3,3.0,13,25,17,165.0,78.0,10,6,17,1110,1.216620560735464,25.381825261749327
16,17,0,0,0,10.000000000000002,20,10.0,14.425663852824226,0,,18.873039362341732,21,11.142857142857142,34.0,8,34.0,0,0.29900000000000004,22361,0,28,0.8,403.9185878790783,False,0.011293052482611298,0,0.7220000000000002,22665,15,30,1.0,582.7699155847268,False,0.028926760691693098,0,0.2,35790,12,45,1.0,1022.3947375392686,False,0.008310576322694219,21,2.9300000000000006,30598.0,174,0,0.0,2510.065510391415,False,-0.1152426877619102,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,51912,267,26,1.0,5923.101509745243,False,-0.01974757043047172,0.6333333333333333,219233,0.0,0.0,9,0,0,13,4,4.0,11,24,19,147.0,114.0,9,8,19,472,1.1526211639866233,26.53444642573595
17,19,0,0,0,10.000000000000002,20,10.0,15.282443853563077,54,18.11111111111111,18.835937674736783,1,11.0,33.99999999999999,9,34.0,0,0.29900000000000004,22669,0,14,1.0,213.95421394988307,False,0.020840711172737232,0,0.7220000000000002,23135,15,10,1.0,302.8244385356308,False,0.043718892889956305,0,0.2,35505,17,55,1.0,1295.7781176210956,False,0.004191129904187256,1,2.9190000000000005,29890.0,213,0,0.0,3255.1605408089354,False,-0.12456029469461505,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,52207,258,27,1.0,5777.67192008209,False,-0.01577670269134769,0.6666666666666666,219313,0.0,0.0,14,0,0,16,1,1.0,11,27,10,220.0,79.0,13,6,10,1484,1.111511786468327,27.645958212204278
18,10,0,0,0,10.000000000000002,20,10.0,15.515777197531357,14,19.0,18.52829200037335,9,12.0,33.99999999999999,11,34.0,0,0.29900000000000004,22559,1,24,1.0,382.37865274075256,False,0.01968487859667317,4,0.7620000000000002,23251,14,10,1.0,295.1577719753136,False,0.048746308367516276,0,0.2,35239,21,65,1.0,1530.1703011724262,False,5.791763197087952e-05,9,3.0080000000000005,29764.0,213,0,0.0,3304.860543074179,False,-0.1273698607983698,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,52473,257,26,1.0,5645.771044095952,False,-0.012203048963933358,0.6666666666666666,219193,0.0,0.0,10,0,0,9,2,1.2857142857142856,12,21,14,111.0,39.0,7,3,14,574,0.9356567151844501,28.581614927388728
19,14,0,0,0,10.000000000000002,20,10.0,15.780814815439646,42,17.047619047619047,17.73209411330924,25,12.0,33.999999999999986,10,34.0,0,0.29900000000000004,22753,0,17,0.9,268.273851862474,False,0.025822998786752625,16,0.9180000000000001,23320,16,10,1.0,317.80814815439646,False,0.05234655883094436,0,0.2,34948,40,58,1.0,1659.6940511895218,False,-0.006226125615389108,8,3.0789999999999997,29431.0,226,0,0.0,3566.46414828936,False,-0.1329861653756825,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52513,272,26,1.0,5707.129598820114,False,-0.010940445534753065,0.65,218872,0.0,0.0,14,0,0,11,3,2.230769230769231,14,25,17,198.0,39.0,11,3,17,1018,1.0827487101778388,29.664363637566566
20,17,0,0,0,10.000000000000002,20,10.0,15.957388515585656,37,17.0,17.73209411330924,0,,33.99999999999999,10,34.0,7,0.3690000000000001,22956,0,10,1.0,159.57388515585654,False,0.032485632314908704,3,0.9320000000000002,23396,16,10,1.0,319.5738851558566,False,0.05579252129343947,0,0.2,34523,55,68,1.0,2083.4387680622394,False,-0.01214600899863555,0,3.071,29227.0,238,0,0.0,3797.858466709386,False,-0.13543888580204727,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,52853,262,26,1.0,5529.808657687021,False,-0.006450555943416045,0.6666666666666666,218862,0.0,0.0,13,0,0,11,2,0.8141025641025641,17,28,20,189.0,42.0,13,4,20,744,1.2630747836083174,30.927438421174884
21,20,0,0,0,10.000000000000002,20,10.0,16.066955165934203,27,17.0,17.73209411330924,0,,33.99999999999999,9,34.0,3,0.39200000000000007,23052,0,8,0.8,128.53564132747363,False,0.03609286095037137,4,0.9690000000000001,23454,18,10,1.0,340.66955165934206,False,0.0588648996382802,0,0.2,34302,58,78,1.0,2314.9867404623046,False,-0.015068791449609641,0,3.071,28989.0,252,0,0.0,4048.872701815419,False,-0.138563514501758,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,53159,252,27,1.0,5386.487716553929,False,-0.002264351662641915,0.6333333333333333,218863,0.0,0.0,10,0,0,18,2,0.5164835164835164,13,31,16,228.0,72.0,16,4,16,506,1.4816052550449967,32.40904367621988
22,16,0,0,0,10.000000000000002,20,10.0,16.066955165934203,0,,17.594549718954877,78,17.26923076923077,33.99999999999999,6,34.0,0,0.389,22972,0,16,0.8,257.07128265494725,False,0.03538772987887028,0,0.9650000000000001,23334,20,20,1.0,521.3391033186841,False,0.057535276395470514,0,0.2,34443,48,78,1.0,2143.588726043322,False,-0.013532738097281779,68,3.7510000000000003,26871.0,252,0,0.0,4048.872701815419,False,-0.1973935794981471,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,52016,320,31,1.0,6684.255910065561,False,-0.011091159987981533,0.6333333333333333,215543,0.0,0.0,10,0,0,7,4,4.0,19,26,16,171.0,72.0,12,4,16,545,1.3426011083647609,33.75164478458464
23,16,0,0,0,10.000000000000002,20,10.0,16.223382354632346,44,17.045454545454547,17.959123301602958,52,19.615384615384617,33.99999999999999,13,34.0,12,0.5090000000000001,23208,0,6,0.6,97.34029412779407,False,0.042385825246017576,0,0.9650000000000001,23468,24,14,1.0,467.1273529648529,False,0.062326371587218266,0,0.2,34985,54,53,1.0,1827.8961821351033,False,-0.002862394004012322,17,3.853000000000001,26077.0,280,0,0.0,4542.547059297057,False,-0.21259170241518444,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,51438,362,28,1.0,7453.202635180271,False,-0.01454828922292053,0.6,215083,0.0,0.0,18,0,0,10,3,2.857142857142857,17,27,9,237.0,36.0,14,2,9,1970,1.2006004378199577,34.9522452224046
24,9,0,0,0,10.000000000000002,20,10.0,16.251615127307943,4,18.0,17.959123301602958,0,,33.999999999999986,10,34.0,0,0.4970000000000001,23180,0,12,1.0,195.01938152769532,False,0.043319873190975175,0,0.9650000000000001,23368,24,24,1.0,630.0387630553907,False,0.06149519884934312,0,0.2,34985,44,63,1.0,1846.4958336025359,False,-0.0026040798621947366,0,3.836000000000001,26005.0,284,0,0.0,4615.458696155456,False,-0.21357898594306624,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,51778,352,28,1.0,7273.611402164241,False,-0.010078677699099283,0.6666666666666666,215223,0.0,0.0,13,0,0,7,0,0.0,13,20,8,94.0,21.0,7,2,8,612,0.900619094260037,35.852864316664636
25,8,0,0,0,10.000000000000002,20,10.0,16.40987435775176,15,18.8,17.780848450927028,8,12.0,33.999999999999986,10,34.0,0,0.4970000000000001,23070,1,22,1.0,371.01723587053874,False,0.04233376441823626,0,0.9650000000000001,23560,23,19,1.0,541.7876127972835,False,0.06812306962478788,0,0.2,34931,37,73,1.0,1905.1672881544882,False,-0.0032891604889381896,8,3.9160000000000004,25665.0,296,0,0.0,4857.322809894521,False,-0.21966386853654632,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52022,350,28,1.0,7175.296957824459,False,-0.006598037140494949,0.6666666666666666,215155,0.0,0.0,12,0,0,5,1,1.0,12,17,10,54.0,60.0,3,5,10,822,0.6516235070303082,36.504487823694944
26,10,0,0,0,10.000000000000002,20,10.0,16.824270567021433,46,18.782608695652176,17.420490753000593,16,12.0,33.999999999999986,9,34.0,0,0.4970000000000001,23134,0,23,0.9,386.95822304149294,False,0.04555954961771091,19,1.1550000000000002,23827,25,10,1.0,418.2427056702144,False,0.07732156124042433,0,0.2,34535,53,75,1.0,2198.2231465271802,False,-0.010218555267385477,8,3.9880000000000004,25181.0,316,0,0.0,5316.469499178773,False,-0.22673088301790498,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52136,356,29,1.0,7187.694708068211,False,-0.004450823451042223,0.65,214720,0.0,0.0,18,0,0,7,3,2.5833333333333335,12,19,15,90.0,60.0,5,5,15,1010,0.7872055694460869,37.29169339314103
27,15,0,0,0,10.000000000000002,20,10.0,16.85524599903202,30,17.1,17.06937211604721,16,12.0,33.999999999999986,8,34.0,0,0.4970000000000001,23226,3,20,1.0,367.10491998064043,False,0.04923815427324288,7,1.2060000000000002,23937,22,10,1.0,388.55245999032024,False,0.08158649231299184,0,0.2,34340,60,77,1.0,2325.6564128775562,False,-0.013865112870430116,8,4.0600000000000005,24847.0,329,0,0.0,5545.375933681535,False,-0.2328290659729802,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52216,362,31,1.0,7233.112706009089,False,-0.0026160461422221294,0.6666666666666666,214473,0.0,0.0,12,0,0,9,3,2.333333333333333,16,25,14,198.0,42.0,11,4,14,790,1.0352638121694326,38.326957205310464
28,14,0,0,0,10.000000000000002,20,10.0,15.527945165494836,36,6.666666666666667,17.06937211604721,0,,33.999999999999986,12,34.0,14,0.6370000000000001,23120,3,10,1.0,185.27945165494836,False,0.040412340362488176,0,1.1990000000000003,23873,22,18,1.0,499.5030129789071,False,0.0812044061892992,0,0.2,34136,84,87,1.0,2789.3827679976735,False,-0.013091178712326155,0,4.0520000000000005,24811.0,331,0,0.0,5139.749849778791,False,-0.2394623930645688,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52624,352,29,1.0,6994.418984848617,False,0.0025404078748156723,0.6666666666666666,214471,0.0,0.0,13,0,0,15,1,0.4117647058823529,10,25,18,135.0,57.0,10,4,18,644,1.2249718438833952,39.55192904919386
29,18,0,0,0,10.000000000000002,20,10.0,15.312125955695894,31,13.580645161290322,18.53068483506308,21,34.0,33.999999999999986,12,34.0,5,0.6730000000000002,23074,5,10,1.0,203.12125955695893,False,0.038750420410491676,0,1.199,24065,20,12,1.0,383.74551146835074,False,0.0872158467004696,0,0.2,34506,94,76,1.0,2847.6718873002083,False,-0.002004445762732486,0,4.0520000000000005,24734.0,342,0,0.0,5236.747076847996,False,-0.2402540542629854,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,52318,363,27,1.0,7644.638595127898,False,0.0028817824106173165,0.6666666666666666,214604,0.0,0.0,14,0,0,12,1,0.45454545454545453,14,26,20,240.0,54.0,15,3,20,1666,1.3565027574077249,40.908431806601584
30,20,0,0,0,10.000000000000002,20,10.0,15.382741805299368,45,15.777777777777779,18.815657444139013,51,20.03921568627451,33.99999999999999,8,34.0,18,0.8480000000000001,23162,4,10,1.0,193.82741805299366,False,0.04248638380289973,5,1.249,24114,21,10,1.0,363.8274180529937,False,0.08896569893893128,0,0.2,35056,115,35,1.0,2427.5633181542926,False,0.007437966198465285,0,4.052,24496.0,356,0,0.0,5476.256082686575,False,-0.24353846893663444,0,0.2,55907,0,6,0.0,203.99999999999994,False,0.0005359152539345112,0,0.37100000000000005,51568,404,29,1.0,8587.52560743216,False,-0.002094306727235517,0.6666666666666666,214303,0.0,0.0,12,0,0,16,3,2.2857142857142856,14,30,20,243.0,72.0,16,4,20,1698,1.3477243855595589,42.25615619216114
31,20,0,0,0,10.000000000000002,20,10.0,15.495286533217472,12,18.0,18.796724699406774,61,18.721311475409838,33.999999999999986,9,34.0,2,0.8500000000000001,23218,7,10,1.0,224.95286533217472,False,0.04569389236995598,0,1.2440000000000002,24044,18,20,1.0,489.90573066434945,False,0.08865370737896894,6,0.26,35694,111,10,1.0,1907.944052181207,False,0.017942670576373627,20,4.252000000000001,23991.0,362,0,0.0,5609.293725024725,False,-0.2557178250510426,0,0.2,55907,0,6,0.0,203.99999999999991,False,0.0005359152539345112,0,0.37100000000000005,50732,455,30,1.0,9572.509738230083,False,-0.008230678127243356,0.6666666666666666,213586,0.0,0.0,12,0,0,15,4,2.4796747967479673,14,29,18,207.0,93.0,14,6,18,614,1.313035232014954,43.5691914241761
