index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,12.0,0,,22.0,0,,34.0,0,,0,0.2,22181,3,10,1.0,150.0,False,-0.002465151718883062,0,0.2,22241,0,7,0.7,84.0,False,-0.0012549863296131953,0,0.2,36002,0,0,0.0,0.0,False,0.0,0,0.2,36002.0,0,0,0.0,0.0,False,0.0,0,0.2,55979,0,0,0.0,0.0,False,0.0,0,0.2,55979,0,0,0.0,0.0,False,0.0,0.2833333333333333,228384,0.0,0.0,8,0,0,126,0,0.0,375,501,58,0.0,0.0,0,0,58,200,1.0912056639790535,1.0912056639790535
1,58,0,0,0,10.0,20,10.0,12.0,0,,20.823529411764707,6,12.0,34.0,0,,0,0.2,22051,6,20,1.0,300.0,False,-0.004930303437766124,0,0.2,22171,0,14,0.7,168.0,False,-0.0025099726592263906,0,0.2,36002,0,0,0.0,0.0,False,0.0,6,0.26,35918.0,0,0,0.0,0.0,False,-0.0023332037109049498,0,0.2,55907,0,6,0.6,204.0,False,0.0005359152539345112,0,0.2,55979,0,0,0.0,0.0,False,0.0,0.3833333333333333,228028,0.0,0.0,7,0,0,42,1,1.0,27,69,30,994.0,39.0,55,3,30,200,2.619804439134896,3.7110101031139493
2,30,0,0,0,10.0,20,10.0,10.071428571428571,25,6.6,19.80346820809249,6,12.0,34.0,0,,0,0.2,22066,4,15,1.0,191.07142857142856,False,-0.006699129833458215,0,0.2,22121,2,14,1.0,161.0,False,-0.00490789296759446,0,0.2,35837,15,10,1.0,349.10611065235344,False,0.0002653479063990294,6,0.31400000000000006,35834.0,0,0,0.0,0.0,False,-0.0046664074218098995,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.2,55907,0,6,0.6,204.0,False,0.0005359152539345112,0.6,227672,0.0,0.0,12,0,0,23,1,1.0,14,37,26,216.0,26.0,22,8,26,365,2.9919024920091033,6.702912595123053
3,26,0,0,0,10.0,20,10.0,10.071428571428571,0,,18.66240175470664,8,12.0,34.0,11,34.0,0,0.2,21936,7,25,1.0,321.7857142857143,False,-0.009596483477080421,0,0.2,22051,0,23,0.9,231.64285714285714,False,-0.00646221914878636,0,0.2,35837,5,20,1.0,423.6051779512756,False,0.0012999996937847643,8,0.38800000000000007,35722.0,0,0,0.0,0.0,False,-0.007777345703016499,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,5,0.25,55967,0,8,0.8,272.0,False,0.002215116382929313,0.6166666666666667,227420,0.0,0.0,9,0,0,21,4,3.4,14,35,13,261.0,93.0,19,7,13,302,2.036908471956849,8.739821067079902
4,13,0,0,0,10.0,20,10.0,11.21875,17,15.470588235294118,18.66240175470664,0,,34.0,7,34.0,0,0.2,21851,9,30,1.0,426.5625,False,-0.011058166375330554,0,0.2,22199,0,19,0.8,213.15625,False,-0.0002430135359239837,0,0.2,35802,0,30,1.0,559.8720526411992,False,0.0022203218243596547,0,0.38000000000000006,35494.0,12,0,0.0,134.625,False,-0.012240639408921727,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.24500000000000002,56205,0,1,0.0,34.0,False,0.00434091355686954,0.4666666666666666,227458,0.0,0.0,12,0,0,13,0,0.0,11,24,20,150.0,54.0,10,3,20,701,1.340924826450646,10.080745893530548
5,20,0,0,0,10.0,20,10.0,11.814516129032258,21,13.857142857142858,17.632823365785814,9,12.0,34.0,9,34.0,0,0.2,21804,10,31,1.0,466.25,False,-0.012275335036529066,0,0.2,22337,0,16,0.9,189.03225806451613,False,0.005401646229763686,0,0.2,35574,2,40,1.0,728.941966889497,False,-0.0017645968711530072,9,0.4700000000000001,35305.0,21,0,0.0,248.1048387096774,False,-0.015914326444229743,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,8,0.32500000000000007,56057,0,9,0.9,306.0,False,0.0041265474552957355,0.6333333333333333,226984,0.0,0.0,10,0,0,15,3,3.0,12,27,13,207.0,63.0,14,6,13,525,1.4883352871984243,11.569081180728972
6,13,0,0,0,10.0,20,10.0,13.75,32,18.8125,15.83088765117803,21,11.333333333333334,34.0,12,34.0,0,0.2,21674,13,41,1.0,693.75,False,-0.013003675317108153,16,0.36000000000000004,22593,0,7,0.7,96.25,False,0.014796512930841289,0,0.2,35565,5,29,1.0,527.8457418841629,False,-0.00480743094988949,0,0.4610000000000001,34950.0,40,0,0.0,550.0,False,-0.021582134325870785,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,3,0.34700000000000003,56104,11,10,1.0,514.1397641629583,False,0.006825235929214162,0.6166666666666667,226793,0.0,0.0,14,0,0,13,3,2.769230769230769,10,23,13,160.0,57.0,9,4,13,991,1.994868291541934,13.563949472270906
7,13,0,0,0,10.0,20,10.0,14.684099774173683,42,17.0,14.889120605057,16,11.0,34.0,13,34.0,0,0.2,22094,12,21,1.0,428.3660952576474,False,-0.00012625845417851015,5,0.394,22612,1,10,1.0,156.84099774173683,False,0.017005983544927154,0,0.2,35310,10,39,1.0,727.5167013389598,False,-0.009117317074899198,16,0.6210000000000001,34181.0,67,0,0.0,983.8346848696368,False,-0.0369169117706011,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,3,0.374,56247,17,10,1.0,593.115050285969,False,0.010085166314921375,0.6666666666666666,226351,0.0,0.0,12,0,0,12,4,2.916666666666667,13,25,12,132.0,57.0,9,4,12,948,1.237656069919467,14.801605542190373
8,12,0,0,0,10.0,20,10.0,14.599091631545697,22,14.090909090909092,18.271257800600914,67,22.0,34.0,7,34.0,1,0.21000000000000002,22299,11,10,1.0,255.99091631545696,False,0.005199025510184637,0,0.389,22502,2,20,1.0,311.9818326309139,False,0.015552459159851878,0,0.2,35310,0,49,1.0,895.2916322294448,False,-0.006787239150193771,67,1.2750000000000001,33603.0,89,0,0.0,1299.319155207567,False,-0.04859009006155807,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,55011,74,13,1.0,1794.0730772444676,False,-0.0012676800474779309,0.6666666666666666,224632,0.0,0.0,11,0,0,12,2,1.1111111111111112,12,24,19,147.0,39.0,9,3,19,685,1.0541979353874922,15.855803477577865
9,19,0,0,0,10.000000000000002,20,10.0,14.288971553085338,41,13.24390243902439,19.52212262514038,64,22.0,34.0,5,34.0,5,0.259,22409,8,10,1.0,222.88971553085338,False,0.009387515475121047,6,0.44900000000000007,22570,5,10,1.0,192.88971553085338,False,0.015931372765246993,0,0.2,35022,16,59,1.0,1380.4287797326476,False,-0.008049153106318341,64,1.8480000000000008,33092.0,104,0,0.0,1486.053041520875,False,-0.06019036384755183,0,0.2,55907,0,6,0.0,204.0,False,0.0005359152539345112,0,0.37100000000000005,53773,128,18,1.0,3110.8316960179686,False,-0.011621932367334487,0.6666666666666666,222773,0.0,0.0,11,0,0,18,3,1.7619047619047619,13,31,17,239.0,57.0,15,4,17,574,1.5048613222315907,17.360664799809456
