index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"04MyA@2, 03Buy@1 agreed on {'quantity': 6, 'time': 1, 'unit_price': 12} [id 7b52548b-a5a8-4a3b-abb9-9495ccac81df]",7b52548b-a5a8-4a3b-abb9-9495ccac81df,product,1.0,3f0f3638-3895-4e59-8942-36474de9c4ab,03Buy@1,str,['04MyA@2'],-1,False
1,"05Dec@2, 03Buy@1 agreed on {'quantity': 6, 'time': 2, 'unit_price': 12} [id fda1895c-4cb7-48b3-8115-c68ed12586f5]",fda1895c-4cb7-48b3-8115-c68ed12586f5,product,1.0,a0b15124-4c36-4a7c-9ac4-6e100fc0b523,03Buy@1,str,['05Dec@2'],-1,False
2,"05Dec@2, 03Buy@1 agreed on {'quantity': 8, 'time': 3, 'unit_price': 12} [id 5f9faee8-4819-4134-a6a6-ccec7a0a2656]",5f9faee8-4819-4134-a6a6-ccec7a0a2656,product,1.0,08cc90df-bd1b-46b3-b6b0-c981dceb9e54,03Buy@1,str,['05Dec@2'],-1,False
3,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 5, 'unit_price': 34} [id 318a1b92-bba3-44aa-b955-fbb0c2db5643]",318a1b92-bba3-44aa-b955-fbb0c2db5643,product,0.4,2b85c6be-5a62-4fa1-b8f6-4e73b97fa3f2,05Dec@2,str,['BUYER'],-1,False
4,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 34} [id 27a1707d-41ee-4ea2-a74f-72bfc2919e5d]",27a1707d-41ee-4ea2-a74f-72bfc2919e5d,product,1.0,77f5c0c8-ec5f-413b-a254-994c331d4fc7,05Dec@2,str,['BUYER'],-1,False
5,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 34} [id 3dfba358-b6d4-492d-852c-b0b70e6aa16c]",3dfba358-b6d4-492d-852c-b0b70e6aa16c,product,1.0,500c0312-bf3b-4c9a-a4ac-932c775cec27,05Dec@2,str,['BUYER'],-1,False
6,"05Dec@2, 03Buy@1 agreed on {'quantity': 9, 'time': 5, 'unit_price': 12} [id ec09b5a9-8fdb-4965-8c6b-6f7d503e6e5c]",ec09b5a9-8fdb-4965-8c6b-6f7d503e6e5c,product,1.0,d23fe944-45d6-445b-b9a0-dc1fb517e903,03Buy@1,str,['05Dec@2'],-1,False
7,"BUYER, 05Dec@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 34} [id 5198744d-df5b-4868-8dd6-d10219c96056]",5198744d-df5b-4868-8dd6-d10219c96056,product,1.0,31bb6d7e-b0fc-447a-af98-db25e66c649e,05Dec@2,str,['BUYER'],-1,False
8,"BUYER, 05Dec@2 agreed on {'time': 5, 'quantity': 6, 'unit_price': 34} [id 04a5bc1f-3260-4f58-9517-fef781a66b89]",04a5bc1f-3260-4f58-9517-fef781a66b89,product,1.0,98d7ac53-c316-433e-92c8-6144c125c3fa,05Dec@2,str,['BUYER'],-1,False
9,"01Dec@0, 03Buy@1 agreed on {'quantity': 13, 'time': 6, 'unit_price': 19} [id 00f1d784-f049-458b-b3b8-0e695f1fe860]",00f1d784-f049-458b-b3b8-0e695f1fe860,product,0.7692307692307693,6c1b682d-a260-48e1-ad54-020b1796641d,01Dec@0,str,['03Buy@1'],-1,False
10,"01Dec@0, 03Buy@1 agreed on {'quantity': 6, 'time': 6, 'unit_price': 18} [id 7e58bc5a-6980-4098-b3c9-901f9ebdf467]",7e58bc5a-6980-4098-b3c9-901f9ebdf467,product,1.0,36ee8cdd-fbef-4482-a74e-30c703c281ce,01Dec@0,str,['03Buy@1'],-1,False
11,"BUYER, 05Dec@2 agreed on {'time': 6, 'quantity': 3, 'unit_price': 34} [id 6fcc0a3f-1847-4254-9011-e72ee0b8b57e]",6fcc0a3f-1847-4254-9011-e72ee0b8b57e,product,1.0,d8811db5-e6e4-40c9-b0c6-68f37080fe56,05Dec@2,str,['BUYER'],-1,False
12,"01Dec@0, 03Buy@1 agreed on {'quantity': 12, 'time': 7, 'unit_price': 17} [id 9a19d0fe-263f-4143-901f-92782a18a60b]",9a19d0fe-263f-4143-901f-92782a18a60b,product,0.4166666666666667,f6292f7e-f136-4724-8f07-045b9c4315cd,01Dec@0,str,['03Buy@1'],-1,False
