index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,16.0,0,,25.0,0,,32.0,0,,0,0.2,16087,0,9,0.9,144.0,False,-0.0011126908573901217,0,0.2,16067,11,0,0.0,110.0,False,-0.003399888730914261,0,0.2,27231,0,0,0.0,0.0,False,0.0,0,0.2,27231,0,0,0.0,0.0,False,0.0,0,0.2,38959,0,0,0.0,0.0,False,0.0,0,0.2,38959,0,0,0.0,0.0,False,0.0,0.15,164534,0.0,0.0,10,0,0,53,0,0.0,182,235,48,0.0,0.0,0,0,48,200,0.7566381618380547,0.7566381618380547
1,48,0,0,0,10.0,20,10.0,16.0,0,,20.636363636363637,10,1.0,32.0,0,,0,0.2,16007,0,17,0.8,272.0,False,-0.0021017493972924524,0,0.2,15947,23,0,0.0,230.0,False,-0.007108858255548,0,0.2,27231,0,0,0.0,0.0,False,0.0,10,0.30000000000000004,26941,0,0,0.0,0.0,False,-0.010649627263045794,0,0.2,38949,0,10,1.0,320.0,False,0.00385020149387818,0,0.2,38959,0,0,0.0,0.0,False,0.0,0.3,164034,0.0,0.0,8,0,0,31,1,1.0,34,65,6,618.0,20.0,46,2,6,200,1.41383599024266,2.1704741520807147
2,6,0,0,0,10.0,20,10.0,16.0,0,,15.781954887218046,17,1.6470588235294117,32.0,0,,0,0.2,15927,0,25,0.8,400.0,False,-0.003090807937194783,0,0.2,15827,35,0,0.0,350.0,False,-0.010817827780181739,9,0.29000000000000004,26965,0,0,0.0,0.0,False,-0.009768278799897176,8,0.37000000000000005,26717,0,0,0.0,0.0,False,-0.01887554625243289,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,0,0.2,38931,7,10,1.0,430.4736842105263,False,0.004805997127884692,0.3,163316,0.0,0.0,11,0,0,7,3,3.0,16,23,8,42.0,24.0,4,2,8,200,0.4531224174425006,2.6235965695232153
3,8,0,0,0,10.0,20,10.0,17.660377358490567,8,27.0,14.24183006535948,9,4.0,32.0,11,32.0,0,0.2,16053,0,26,0.9,459.1698113207548,False,0.006526853289261083,0,0.2,15717,46,0,0.0,460.0,False,-0.014217716511096,9,0.37100000000000005,26731,0,0,0.0,0.0,False,-0.018361426315596195,0,0.36200000000000004,26501,8,0,0.0,141.28301886792454,False,-0.024213524680182112,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,1,0.21000000000000002,39209,6,10,1.0,405.4509803921569,False,0.01162056239113111,0.31666666666666665,163160,0.0,0.0,17,0,0,10,2,1.5,16,26,6,103.0,0.0,8,0,6,704,0.5402050511911511,3.1638016207143664
4,6,0,0,0,10.0,20,10.0,17.660377358490567,0,,11.134379052677083,19,1.0,32.0,13,32.0,0,0.2,15963,0,35,0.9,618.1132075471698,False,0.0058760341085234815,0,0.2,15607,57,0,0.0,570.0,False,-0.01761760524201026,5,0.41200000000000003,26586,0,0,0.0,0.0,False,-0.023686239947119093,14,0.502,26039,8,0,0.0,141.28301886792454,False,-0.041179482595792995,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,3,0.23900000000000002,39489,15,10,1.0,487.0156857901562,False,0.019854407014940838,0.31666666666666665,162633,0.0,0.0,13,0,0,14,5,4.666666666666666,14,28,4,78.0,0.0,6,0,4,488,0.4272436127066612,3.5910452334210277
5,4,0,0,0,10.0,20,10.0,19.142857142857142,9,27.0,9.472626709230271,15,1.4,32.0,14,32.0,0,0.2,16106,0,36,1.0,689.1428571428571,False,0.016911134856365674,0,0.2,15507,67,0,0.0,670.0,False,-0.020708413179205045,0,0.40700000000000003,26343,9,0,0.0,172.28571428571428,False,-0.029446481688411786,15,0.6380000000000001,25544,8,0,0.0,153.14285714285714,False,-0.059139531101633155,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,4,0.276,39759,20,10,1.0,509.4525341846054,False,0.02707272432794222,0.3333333333333333,162208,0.0,0.0,16,0,0,9,4,4.0,12,21,6,44.0,0.0,4,0,6,763,0.37234986666589975,3.9633951000869274
6,6,0,0,0,10.0,20,10.0,20.941121349367485,13,28.0,8.164568990018537,27,4.333333333333333,32.0,7,32.0,0,0.2,16360,1,33,1.0,701.057004529127,False,0.03298068259037906,0,0.2,15417,76,0,0.0,760.0,False,-0.023490140322680347,7,0.4770000000000001,25781,22,0,0.0,460.7046696860847,False,-0.04478894146953683,20,0.8230000000000002,24912,8,0,0.0,167.52897079493988,False,-0.08208422439875616,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,0,0.272,39866,37,13,1.0,718.089052630686,False,0.03249684351023756,0.3333333333333333,161285,0.0,0.0,14,0,0,15,4,4.0,13,28,8,61.0,15.0,5,1,8,788,0.42633606400340796,4.389731164090335
7,8,0,0,0,10.0,20,10.0,20.941121349367485,0,,7.633514427129525,9,2.0,32.0,8,32.0,0,0.2,16250,2,43,1.0,920.4682180228018,False,0.03296248433030861,0,0.2,15327,85,0,0.0,850.0,False,-0.026271867466155653,9,0.56,25529,22,0,0.0,460.7046696860847,False,-0.05404310033259731,0,0.8030000000000002,24912,8,0,0.0,167.52897079493988,False,-0.08208422439875616,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,0,0.272,40104,36,15,1.0,754.8065193766629,False,0.03907706203158021,0.3333333333333333,161071,0.0,0.0,16,0,0,14,1,1.0,13,27,10,75.0,28.0,6,2,10,456,0.45633340161293745,4.846064565703273
8,10,0,0,0,10.0,20,10.0,25.645892122873498,54,30.666666666666668,6.883217098228802,21,3.5238095238095237,32.0,8,32.0,11,0.31000000000000005,17617,0,10,1.0,256.458921228735,False,0.0969419212841915,0,0.2,15207,97,0,0.0,970.0,False,-0.029980836990789392,11,0.661,24731,38,0,0.0,974.5439006691929,False,-0.07391311555452984,10,0.903,23498,46,0,0.0,1179.711037652181,False,-0.11542523158069513,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,0,0.272,40286,47,17,1.0,867.5112036167536,False,0.045195092322913265,0.3333333333333333,160288,0.0,0.0,15,0,0,14,3,2.6875,14,28,8,120.0,12.0,9,1,8,1600,0.48906608298420906,5.335130648687482
9,8,0,0,0,10.000000000000002,20,10.0,25.645892122873498,0,,6.401941910222834,12,2.25,32.0,10,32.0,0,0.29900000000000004,17497,2,20,1.0,532.91784245747,False,0.09806879651534497,0,0.2,15127,105,0,0.0,1050.0000000000002,False,-0.032453483340545215,12,0.77,24353,38,0,0.0,974.5439006691929,False,-0.08779435384912056,0,0.8930000000000002,23498,46,0,0.0,1179.711037652181,False,-0.11542523158069513,0,0.2,38949,0,10,0.0,320.0,False,0.00385020149387818,0,0.272,40579,49,17,1.0,857.6951536009188,False,0.05258984000617206,0.3333333333333333,160003,0.0,0.0,16,0,0,7,2,2.0,20,27,10,85.0,26.0,6,2,10,520,0.4478115066885948,5.782942155376077
