index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,19,0,0,0,10.000000000000002,20,10.0,27.187574909789642,66,21.727272727272727,8.459703374585267,6,13.0,32.0,15,32.0,31,1.2300000000000002,50770,2,10,1.0,291.8757490978964,False,0.05011627840095997,17,0.9280000000000002,53004,8,10,1.0,351.8757490978964,False,0.09681016942104824,0,3.890000000000001,42539.0,196,0,0.0,5328.76468231877,False,-0.31389438496206384,6,3.707000000000001,45355.0,384,0,0.0,10440.028765359222,False,-0.2323627226234046,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,15,1.8980000000000004,75430,789,0,0.0,6674.705962547776,False,-0.0638202814305967,0.3333333333333333,351123,0.0,0.0,5,0,0,9,10,8.575,14,23,20,189.0,38.0,13,6,20,200,2.081706332974136,95.49529810389504
21,20,0,0,0,10.000000000000002,20,10.0,27.490178432743143,20,32.0,8.514427135846145,63,8.761904761904763,32.0,10,32.0,0,1.1990000000000003,50948,3,11,1.0,332.3919627601746,False,0.054205254741164166,1,0.921,53241,7,10,1.0,344.9017843274314,False,0.10162626102717727,30,4.19,41302.0,196,0,0.0,5388.074972817656,False,-0.3322196969460138,33,4.0310000000000015,43718.0,404,0,0.0,11106.03208682823,False,-0.2521550597502563,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,10,1.9830000000000003,74767,852,0,0.0,7254.291919740916,False,-0.06825598773583022,0.3333333333333333,348001,0.0,0.0,6,0,0,10,12,11.09090909090909,16,26,19,213.0,21.0,16,4,19,488,2.0371869879891165,97.53248509188415
22,19,0,0,0,10.000000000000002,20,10.0,27.62890133614792,10,31.6,8.549584558639141,20,9.1,32.0,9,32.0,0,1.1990000000000003,51127,3,12,1.0,361.54681603377503,False,0.058197694345107624,0,0.9200000000000002,53178,7,19,1.0,594.9491253868105,False,0.1029054688506662,8,4.240000000000001,41044.0,197,0,0.0,5442.89356322114,False,-0.3357196469308092,12,4.118000000000001,43223.0,413,0,0.0,11410.73625182909,False,-0.25735583562147796,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,9,2.0630000000000006,74501,872,0,0.0,7455.237735133332,False,-0.07022333970112242,0.3333333333333333,347098,0.0,0.0,8,0,0,15,6,6.0,13,28,15,292.0,3.0,18,1,15,516,1.8384927150327712,99.37097780691693
23,15,0,0,0,10.000000000000002,20,10.0,25.827531074157193,33,11.272727272727273,8.210740234126716,36,5.388888888888889,32.0,12,32.0,0,1.1990000000000003,51157,3,11,1.0,314.1028418157291,False,0.0583271752858116,3,0.9500000000000002,53245,7,10,1.0,328.27531074157196,False,0.10153730263108503,26,4.492000000000001,40001.0,200,0,0.0,5165.506214831438,False,-0.3536556203719307,10,4.206,42703.0,443,0,0.0,11441.596265851636,False,-0.2650142958392657,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,12,2.1740000000000004,74165,908,0,0.0,7455.352132587058,False,-0.07421614668583944,0.3333333333333333,345296,0.0,0.0,9,0,0,8,10,9.272727272727273,15,23,12,180.0,9.0,12,3,12,462,1.675758505007252,101.04673631192418
24,12,0,0,0,10.000000000000002,20,10.0,26.34094632363375,28,31.285714285714285,8.457027766075564,45,10.11111111111111,32.0,14,32.0,6,1.2590000000000001,51432,4,10,1.0,303.4094632363375,False,0.06388864273435983,1,0.9570000000000001,53471,6,10,1.0,323.4094632363375,False,0.10614826406835315,12,4.586000000000002,39689.0,200,0,0.0,5268.1892647267505,False,-0.35761194474586583,33,4.526000000000002,40783.0,471,0,0.0,12406.585718431497,False,-0.28683302684694695,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,14,2.3020000000000005,73513,953,0,0.0,8059.547461070012,False,-0.07837486800652504,0.3333333333333333,342913,0.0,0.0,6,0,0,10,11,9.84090909090909,13,23,12,176.0,15.0,11,1,12,479,1.6344401640235446,102.68117647594772
25,12,0,0,0,10.000000000000002,20,10.0,24.731636854232434,74,18.905405405405407,8.558612261770362,47,9.23404255319149,32.0,11,32.0,45,1.7030000000000003,50257,2,10,1.0,267.31636854232437,False,0.039282642087843093,9,1.046,53805,8,10,1.0,327.31636854232437,False,0.1130771394685303,12,4.694000000000002,38420.0,236,0,0.0,5836.666297598855,False,-0.372558843591776,35,4.843000000000001,39119.0,509,0,0.0,12588.403158804309,False,-0.31070970828422445,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,2.3980000000000006,72957,1000,0,0.0,8558.612261770362,False,-0.08201735109541372,0.3333333333333333,338583,0.0,0.0,6,0,0,9,13,11.933333333333334,11,20,12,157.0,28.0,10,2,12,324,1.4082960980013013,104.08947257394902
26,12,0,0,0,10.000000000000002,20,10.0,25.254499093668596,24,31.958333333333332,8.68999830857531,21,10.714285714285714,32.0,6,32.0,9,1.7480000000000004,50510,4,10,1.0,292.54499093668596,False,0.04476080714986477,0,1.0370000000000001,53894,6,15,1.0,438.81748640502894,False,0.11606254884301678,3,4.712000000000001,38298.0,237,0,0.0,5985.3162851994575,False,-0.37328246398822584,18,4.988000000000001,37958.0,532,0,0.0,13435.393517831693,False,-0.321903698031148,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,6,2.447000000000001,72681,1021,0,0.0,8872.488273055393,False,-0.0834324478347494,0.3333333333333333,337366,0.0,0.0,8,0,0,6,7,6.9,16,22,11,170.0,13.0,11,1,11,657,1.4272528270375915,105.51672540098662
27,11,0,0,0,10.000000000000002,20,10.0,25.59827823630676,19,31.0,8.076035885437596,84,5.809523809523809,32.0,12,32.0,0,1.7390000000000003,50689,4,11,1.0,321.5810605993744,False,0.04875202182691267,0,1.0370000000000001,54104,6,15,1.0,443.9741735446014,False,0.12044687305144372,61,5.319000000000001,34684.0,237,0,0.0,6066.791942004703,False,-0.42751812320134863,23,5.200000000000001,36824.0,551,0,0.0,14104.651308205026,False,-0.33403670611829106,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,12,2.561000000000001,72051,1105,0,0.0,8924.019653408544,False,-0.09061400065721054,0.3333333333333333,332377,0.0,0.0,8,0,0,9,12,12.0,12,21,11,151.0,15.0,10,1,11,789,1.5015787850134075,107.01830418600002
28,11,0,0,0,10.000000000000002,20,10.0,25.93128073841392,17,31.529411764705884,8.225587498733287,53,9.226415094339623,32.0,6,32.0,6,1.7990000000000004,50995,2,10,1.0,279.3128073841392,False,0.05462724092917684,0,1.0370000000000001,53984,8,25,1.0,728.282018460348,False,0.12090378685043464,23,5.488000000000002,33884.0,237,0,0.0,6145.713535004099,False,-0.4390617332356559,30,5.477000000000002,35399.0,568,0,0.0,14728.967459419107,False,-0.35092763448318937,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,6,2.609000000000001,71511,1158,0,0.0,9525.230323533146,False,-0.09345929660236788,0.3333333333333333,329798,0.0,0.0,6,0,0,9,9,8.666666666666666,12,21,11,165.0,0.0,11,0,11,448,1.3902682339539751,108.408572419954
29,11,0,0,0,10.000000000000002,20,10.0,27.723307782072343,41,39.63414634146341,8.047538231133887,49,6.714285714285714,32.0,11,32.0,0,1.7930000000000001,50905,1,20,1.0,564.4661556414469,False,0.055711609079336824,16,1.1970000000000003,55029,9,10,1.0,367.23307782072345,False,0.13873317120221018,30,5.7650000000000015,31026.0,278,0,0.0,7707.079563416111,False,-0.4705916492364147,19,5.637000000000001,34968.0,568,0,0.0,15746.83882021709,False,-0.3497447117644869,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,2.713000000000001,71061,1207,0,0.0,9713.3786449786,False,-0.09768960953576548,0.3333333333333333,327014,0.0,0.0,7,0,0,10,11,11.0,11,21,12,159.0,0.0,11,0,12,1190,1.3392276670201682,109.74780008697417
30,12,0,0,0,10.000000000000002,20,10.0,27.874053128404576,36,29.055555555555557,8.359813162336563,67,10.104477611940299,32.0,9,32.0,0,1.7930000000000004,51341,4,12,1.0,374.48863754085494,False,0.06274479888566652,8,1.2610000000000001,55239,6,10,1.0,338.74053128404574,False,0.14277049592958835,20,5.935000000000001,29927.0,288,0,0.0,8027.727300980518,False,-0.484839055757236,47,6.088000000000001,32503.0,594,0,0.0,16557.18755827232,False,-0.381009140623882,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,9,2.7920000000000007,70298,1274,0,0.0,10650.401968816781,False,-0.1011897145796927,0.3333333333333333,323333,0.0,0.0,8,0,0,8,10,10.0,13,21,8,165.0,17.0,11,1,8,1166,1.3157463179668412,111.06354640494101
31,8,0,0,0,10.000000000000002,20,10.0,27.439273320033298,33,23.666666666666668,8.217299405883203,35,6.6,32.0,11,32.0,3,1.8230000000000004,51511,5,10,1.0,324.392733200333,False,0.06573436386998656,8,1.3330000000000002,55375,5,10,1.0,324.392733200333,False,0.14542747115868845,25,6.165000000000001,28988.0,290,0,0.0,7957.389262809656,False,-0.499625180143816,10,6.141000000000002,31592.0,625,0,0.0,17149.54582502081,False,-0.39034100976700853,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,2.8930000000000007,69937,1309,0,0.0,10756.444922301112,False,-0.10485015556591569,0.3333333333333333,321428,0.0,0.0,8,0,0,4,9,8.1,14,18,10,123.0,0.0,8,0,10,351,1.3073468479560688,112.37089325289708
32,10,0,0,0,10.000000000000002,20,10.0,26.895645422701516,36,22.555555555555557,8.322009939508913,35,9.485714285714286,32.0,11,32.0,26,2.0800000000000005,51414,4,10,1.0,308.9564542270152,False,0.06357460353738202,0,1.3250000000000002,55265,6,20,1.0,597.9129084540303,False,0.14597938485804182,8,6.2200000000000015,28015.0,319,0,0.0,8579.710889841785,False,-0.5096707023720344,27,6.401000000000002,30735.0,632,0,0.0,16998.04790714736,False,-0.40449845252908634,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,2.9920000000000004,69481,1344,0,0.0,11184.781358699978,False,-0.10772441756480512,0.3333333333333333,318935,0.0,0.0,5,0,0,8,10,9.09090909090909,12,20,9,155.0,0.0,10,0,9,200,1.298569727980066,113.66946298087714
33,9,0,0,0,10.000000000000002,20,10.0,27.21928865449961,31,30.258064516129032,7.799497557419672,43,3.1627906976744184,32.0,12,32.0,0,2.0540000000000003,51584,5,12,1.0,376.63146385399534,False,0.06777865222800387,3,1.3550000000000002,55758,5,10,1.0,322.1928865449961,False,0.1533039731731325,43,6.642,25379.0,339,0,0.0,9227.338853875368,False,-0.5447655056320551,0,6.374000000000002,30383.0,643,0,0.0,17502.00260484325,False,-0.4060166155299978,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,12,3.101000000000001,69198,1387,0,0.0,10817.903112141084,False,-0.11326822258850984,0.3333333333333333,316327,0.0,0.0,8,0,0,7,9,8.5,11,18,13,105.0,6.0,8,1,13,916,1.2214370270376094,114.89090000791475
34,13,0,0,0,10.000000000000002,20,10.0,26.868224263276293,17,20.88235294117647,7.829734196387044,15,8.6,32.0,9,32.0,0,2.0540000000000003,51740,5,14,1.0,426.1551396858681,False,0.07150677659206647,0,1.3520000000000003,55757,5,11,1.0,345.5504668960392,False,0.1535242179896881,6,6.659000000000002,25208.0,339,0,0.0,9108.328025250663,False,-0.5482641610614818,9,6.464000000000002,29866.0,660,0,0.0,17733.028013762352,False,-0.41211046677674135,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,9,3.1790000000000007,68994,1402,0,0.0,10977.287343334636,False,-0.11474566871094383,0.3333333333333333,315590,0.0,0.0,8,0,0,9,5,5.0,12,21,11,171.0,16.0,11,2,11,555,1.2885818440117873,116.17948185192654
35,11,0,0,0,10.0,20,10.0,26.3841705386694,20,19.7,7.6068328372242435,39,5.564102564102564,32.0,8,32.0,0,2.0540000000000003,51804,4,10,1.0,303.841705386694,False,0.07156541790812489,0,1.3520000000000003,55887,6,15,1.0,455.762558080041,False,0.15734193950913705,29,6.943000000000002,23843.0,345,0,0.0,9102.538835840944,False,-0.5690263278197973,10,6.555000000000002,29552.0,674,0,0.0,17782.930943063177,False,-0.41649770093601507,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,8,3.2500000000000013,68709,1441,0,0.0,10961.446118440135,False,-0.11822714074402385,0.3333333333333333,313820,0.0,0.0,7,0,0,8,6,6.0,12,20,12,141.0,16.0,9,2,12,594,1.3139308749814518,117.49341272690799
36,12,0,0,0,10.0,20,10.0,24.66710577373582,67,17.83582089552239,7.204767938851207,51,4.392156862745098,32.0,11,32.0,35,2.4040000000000004,51425,5,10,1.0,296.6710577373582,False,0.06367478300682011,7,1.4220000000000002,55835,5,10,1.0,296.6710577373582,False,0.1546288728471864,39,7.304000000000002,21768.0,351,0,0.0,8658.154126581272,False,-0.6038935543790506,12,6.665000000000002,28390.0,735,0,0.0,18130.322743695826,False,-0.4314983702894798,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,3.352000000000001,68362,1492,0,0.0,10749.513764766001,False,-0.12361081471429938,0.3333333333333333,309805,0.0,0.0,7,0,0,11,15,14.155555555555555,11,22,10,164.0,0.0,12,0,10,539,1.3057690829737112,118.7991818098817
37,10,0,0,0,10.0,20,10.0,23.639142182246825,51,17.588235294117645,7.426749734205829,20,11.5,32.0,9,32.0,24,2.6090000000000004,51311,4,10,1.0,276.39142182246826,False,0.061114460069117554,7,1.485,55791,6,10,1.0,296.39142182246826,False,0.15371851072291454,10,7.365000000000004,21158.0,365,0,0.0,8628.28689652009,False,-0.6133789167588481,10,6.753000000000001,27733.0,772,0,0.0,18249.41776469455,False,-0.44056661887032855,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,9,3.4310000000000014,68048,1512,0,0.0,11229.245598119212,False,-0.1244919262742954,0.3333333333333333,308066,0.0,0.0,7,0,0,8,7,6.444444444444445,11,19,12,151.0,0.0,10,0,12,616,1.2437704189796932,120.0429522288614
38,12,0,0,0,10.0,20,10.0,22.811925408745683,56,18.142857142857146,7.375716593580048,34,6.852941176470588,32.0,14,32.0,46,3.045000000000001,50292,9,10,1.0,318.11925408745685,False,0.04052839225846081,0,1.4780000000000004,55741,1,20,1.0,466.23850817491365,False,0.154438791694251,29,7.645000000000004,19675.0,376,0,0.0,8577.283953688377,False,-0.6362752416847158,5,6.793000000000001,27067.0,817,0,0.0,18637.343058945222,False,-0.4477312924310514,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,14,3.562000000000001,67615,1546,0,0.0,11402.857853674754,False,-0.1286065711062032,0.3333333333333333,304415,0.0,0.0,5,0,0,7,12,11.09090909090909,12,19,14,159.0,14.0,10,2,14,200,1.302405399037525,121.34535762789892
39,14,0,0,0,10.0,20,10.0,22.60154022964955,34,20.529411764705884,7.598996621717539,22,11.090909090909092,32.0,10,32.0,0,2.9990000000000006,50470,10,11,1.0,348.61694252614507,False,0.044514055010994376,5,1.5280000000000002,55936,0,10,1.0,226.0154022964955,False,0.1559833292321134,4,7.656000000000003,19357.0,381,0,0.0,8611.186827496478,False,-0.6408446145688143,18,6.968000000000001,26167.0,846,0,0.0,19120.90303428352,False,-0.4577218821391877,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,10,3.648000000000001,67256,1568,0,0.0,11915.226702853102,False,-0.12982857302463183,0.3333333333333333,303211,0.0,0.0,7,0,0,11,7,6.25,12,23,12,227.0,0.0,14,0,12,698,2.6497508049942553,123.99510843289318
40,12,0,0,0,9.999999999999998,20,10.0,23.672818607874465,57,29.912280701754387,7.531833257900439,4,2.0,32.0,11,32.0,21,3.2090000000000005,50645,13,10,1.0,366.7281860787446,False,0.04831011205377581,15,1.6730000000000003,56142,0,7,0.7,165.70973025512126,False,0.15961009085359823,4,7.692000000000002,18132.0,414,0,0.0,9800.546903660028,False,-0.6504117319557098,0,6.950000000000001,25575.0,870,0,0.0,20595.352188850786,False,-0.45551763562586683,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,3.748000000000001,67117,1572,0,0.0,11840.041881419489,False,-0.131927440475537,0.2833333333333333,301636,0.0,0.0,7,0,0,9,9,8.492063492063492,12,21,14,173.0,3.0,11,1,14,704,1.4300326639786363,125.42514109687181
41,14,0,0,0,9.999999999999998,20,10.0,22.933040802354345,45,17.177777777777777,7.72478803272874,36,9.333333333333334,32.0,11,32.0,14,3.3280000000000003,50733,15,10,1.0,379.33040802354344,False,0.0502550262758687,14,1.7980000000000005,55838,0,8,0.8,183.46432641883476,False,0.15352332968711416,18,7.868000000000001,17109.0,427,0,0.0,9792.408422605306,False,-0.6660007860587904,18,7.130000000000002,24882.0,902,0,0.0,20685.602803723617,False,-0.4653512020845454,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,3.847000000000001,66659,1608,0,0.0,12421.459156627814,False,-0.13391576145674422,0.3,299246,0.0,0.0,5,0,0,10,11,9.73076923076923,13,23,10,212.0,3.0,13,1,10,200,1.5109559699776582,126.93609706684947
42,10,0,0,0,9.999999999999998,20,10.0,22.5789824318705,24,17.333333333333332,7.736332032140357,36,7.833333333333333,32.0,5,32.0,0,3.314000000000001,50879,16,12,1.0,430.94778918244594,False,0.05379849636165542,8,1.8640000000000003,55708,0,9,0.9,203.2108418868345,False,0.15104577446981426,15,8.000000000000002,16637.0,427,0,0.0,9641.225498408703,False,-0.6743122343937169,21,7.322000000000002,23925.0,926,0,0.0,20908.137731912084,False,-0.4781878928729883,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,5,3.886000000000001,66347,1644,0,0.0,12718.529860838747,False,-0.13585860049182433,0.31666666666666665,297521,0.0,0.0,7,0,0,5,6,6.0,15,20,13,166.0,0.0,10,0,13,536,1.3264223020523787,128.26251936890185
43,13,0,0,0,9.999999999999998,20,10.0,22.99781800182633,38,26.763157894736842,7.755898694728418,49,7.877551020408164,32.0,10,32.0,21,3.5240000000000005,50991,16,10,1.0,389.9781800182633,False,0.05568595244006794,0,1.8560000000000005,55768,0,14,1.0,321.96945202556867,False,0.1535079141610524,24,8.225000000000001,15645.0,430,0,0.0,9889.061740785322,False,-0.6874881477992736,25,7.551000000000002,22333.0,961,0,0.0,22100.903099755105,False,-0.4932995636288393,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,10,3.981000000000001,65855,1693,0,0.0,13130.736490175212,False,-0.13925659050016512,0.3333333333333333,294617,0.0,0.0,8,0,0,9,11,11.0,13,22,11,180.0,3.0,12,1,11,765,1.3766771859955043,129.63919655489735
44,11,0,0,0,9.999999999999998,20,10.0,23.22886787038027,9,32.0,7.34603216742413,62,5.241935483870967,32.0,8,32.0,0,3.5030000000000006,51179,16,11,1.0,415.5175465741829,False,0.05982672881423687,0,1.8560000000000003,55668,0,24,1.0,557.4928288891265,False,0.15387424028471233,35,8.551000000000002,14084.0,430,0,0.0,9988.413184263516,False,-0.7104273178293401,27,7.796000000000003,21223.0,970,0,0.0,22532.001834268864,False,-0.5068757070436763,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,8,4.051000000000001,65457,1755,0,0.0,12892.286453829347,False,-0.14540400505229953,0.3333333333333333,291636,0.0,0.0,7,0,0,7,9,9.0,13,20,14,152.0,21.0,9,2,14,488,1.262487608997617,130.90168416389497
45,14,0,0,0,10.0,20,10.0,24.01626189197258,31,32.032258064516135,7.290659382034966,48,6.895833333333333,32.0,11,32.0,20,3.703000000000001,51432,19,10,1.0,430.1626189197258,False,0.06519575360846148,0,1.8560000000000005,55598,0,31,0.7,744.50411865115,False,0.15435903269656345,28,8.796000000000003,12639.0,441,0,0.0,10591.171494359907,False,-0.727785414559226,20,7.969000000000001,20107.0,990,0,0.0,23776.099273052852,False,-0.5143729944064351,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,4.1530000000000005,65020,1803,0,0.0,13145.058865809044,False,-0.14909576722601794,0.2833333333333333,288821,0.0,0.0,6,0,0,9,9,9.0,14,23,12,192.0,6.0,12,2,12,563,1.3952911049709655,132.29697526886594
46,12,0,0,0,10.0,20,10.0,23.231464282623474,51,18.431372549019606,8.15249071140515,120,10.675,32.0,8,32.0,0,3.683000000000001,51622,22,10,1.0,452.3146428262347,False,0.06934284786150889,10,1.9560000000000006,55898,0,7,0.7,162.6202499783643,False,0.1545458508639439,35,9.118000000000002,11276.0,441,0,0.0,10245.075748636951,False,-0.7510998440544218,85,8.799000000000001,13667.0,1041,0,0.0,24183.954318211036,False,-0.6090252996310862,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,8,4.222,63677,1923,0,0.0,15677.239638032104,False,-0.15000986701432129,0.2833333333333333,280165,0.0,0.0,7,0,0,8,16,15.32258064516129,14,22,13,161.0,6.0,10,2,13,830,1.459986884961836,133.75696215382777
47,13,0,0,0,10.0,20,10.0,24.05945257603545,26,34.46153846153846,7.989736980231512,95,7.2631578947368425,32.0,10,32.0,13,3.813000000000001,51935,21,10,1.0,450.5945257603545,False,0.07578058125809883,0,1.9460000000000006,55908,1,14,1.0,346.8323360644963,False,0.15665173798688797,50,9.583,8311.0,450,0,0.0,10826.753659215952,False,-0.7916887737598206,45,9.164000000000001,11315.0,1058,0,0.0,25454.900825445508,False,-0.6350790721157982,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,10,4.314000000000001,62872,2018,0,0.0,16123.28922610719,False,-0.15692686198636044,0.3333333333333333,274366,0.0,0.0,7,0,0,11,16,15.555555555555555,12,23,16,175.0,16.0,12,1,16,560,1.5134284109808505,135.27039056480862
48,16,0,0,0,10.0,20,10.0,25.021445885406315,32,34.5625,8.588076302772498,79,12.126582278481013,32.0,9,32.0,14,3.940000000000001,52289,20,10,1.0,450.21445885406314,False,0.08307773851064296,0,1.9460000000000002,56054,2,16,1.0,420.34313416650105,False,0.1604209785728509,0,9.533000000000001,7709.0,466,0,0.0,11659.993782599344,False,-0.7945025060515502,79,9.909000000000002,6009.0,1074,0,0.0,26873.03288092638,False,-0.7048522184375084,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,9,4.394000000000001,61830,2097,0,0.0,18009.196006913928,False,-0.15810406832360357,0.3333333333333333,267916,0.0,0.0,7,0,0,10,12,11.6,15,25,14,240.0,3.0,15,1,14,708,1.6288245390169322,136.89921510382555
49,14,0,0,0,10.0,20,10.0,26.213881121206455,47,34.191489361702125,8.893232270986692,75,10.893333333333333,32.0,10,32.0,26,4.186000000000001,52562,19,10,1.0,452.1388112120645,False,0.08872807419886217,0,1.9460000000000006,56296,3,15,1.0,423.20821681809684,False,0.16544165549661854,5,9.583000000000002,6843.0,485,0,0.0,12713.73234378513,False,-0.7996498972149146,70,10.530000000000001,1156.0,1102,0,0.0,28887.696995569513,False,-0.7632225047388629,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,10,4.485000000000001,60906,2172,0,0.0,19316.100492583097,False,-0.16131963052769238,0.3333333333333333,261788,0.0,0.0,7,0,0,9,17,16.9,15,24,8,203.0,13.0,13,1,8,921,1.4033085219562054,138.30252362578176
50,8,0,0,0,10.0,20,10.0,27.108658213155344,27,37.888888888888886,8.930670453118212,59,9.254237288135593,32.0,11,32.0,0,4.160000000000001,52422,23,20,1.0,772.1731642631069,False,0.08914091865964512,12,2.0660000000000007,56912,0,9,0.9,243.9779239183981,False,0.17629808526088353,22,9.798000000000002,5263.0,507,0,0.0,13744.08971406976,False,-0.815811959549589,37,10.830000000000002,-300.0,1107,0,0.0,30009.284641962968,False,-0.7768101159464895,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,4.585000000000001,60234,2231,0,0.0,19924.325780906733,False,-0.16569211059993377,0.31666666666666665,258556,0.0,0.0,7,0,0,5,12,11.75,13,18,10,127.0,0.0,8,0,10,707,1.076846737996675,139.37937036377843
51,10,0,0,0,10.000000000000002,20,10.0,27.97587703110908,40,34.85,9.07916539588713,88,9.94318181818182,32.0,6,32.0,20,4.360000000000001,53066,25,10,1.0,529.7587703110908,False,0.09992326414130977,0,2.0540000000000003,56832,0,17,0.8,475.5899095288543,False,0.17703656632356607,30,10.076000000000002,3352.0,527,0,0.0,14743.287195394485,False,-0.8372344788158393,58,11.373000000000001,-6529.0,1127,0,0.0,31528.813414059932,False,-0.8598232240448369,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,6,4.634000000000001,59308,2319,0,0.0,21054.584553062257,False,-0.16998119404624454,0.3,250054,0.0,0.0,5,0,0,6,16,21.86918202764977,13,19,10,131.0,13.0,9,1,10,200,0.971527203975711,140.35089756775415
52,10,0,0,0,10.000000000000002,20,10.0,28.65701223772567,23,38.17391304347826,9.111731715191539,129,9.248062015503876,32.0,11,32.0,5,4.390000000000001,53453,26,10,1.0,546.5701223772568,False,0.108078312527093,0,2.0540000000000003,56998,0,18,0.9,515.8262202790621,False,0.1808751621115277,42,10.466000000000003,761.0,542,0,0.0,15532.100632847314,False,-0.8705747933273077,87,12.185000000000002,-21845.0,1135,0,0.0,32525.708889818634,False,-1.084726876860705,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,11,4.738000000000001,57989,2448,0,0.0,22305.519238788886,False,-0.17822409142952034,0.31666666666666665,231381,0.0,0.0,6,0,0,4,19,46.16796875,14,18,12,125.0,20.0,8,2,12,494,1.0023049260489643,141.3532024938031
53,12,0,0,1,10.000000000000002,20,10.0,28.741132974710844,8,32.0,8.877851954608431,26,3.4615384615384617,32.0,8,32.0,0,4.385000000000001,53323,29,20,1.0,864.8226594942169,False,0.10867902754912975,0,2.0540000000000003,57184,0,17,0.7,488.59926057008437,False,0.18443054964907488,26,10.684000000000005,-196.0,542,0,0.0,15577.694072293278,False,-0.88475431005788,0,12.097999999999999,-69134.75,1143,0,0.0,32851.114990094495,True,-1.8000302426226815,0,0.2,84025,0,10,0.0,320.0,False,0.0005704981161676789,8,4.807000000000001,57831,2474,0,0.0,21963.80573570126,False,-0.18213267803878638,0.2833333333333333,252167,0.0,0.125,5,0,0,4,13,443.64657258064517,16,20,11,146.0,25.0,10,2,11,200,1.022113005979918,142.37531549978303
