index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,8,0,0,0,10.000000000000002,20,10.0,37.167241862360356,1,21.0,4.827217393296334,17,2.764705882352941,46.99999999999999,20,47.0,1,1.443,40657,305,0,0.0,3050.0000000000005,False,-0.06759504862953139,0,0.2,53324,13,42,1.0,1691.024158219135,False,0.19738090360542812,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,17,3.8710000000000013,38643.0,397,0,0.0,14755.395019357062,False,-0.37450631995000294,6,1.313,101335,4,10,1.0,489.3088695731853,False,0.05077690760193425,0,0.623,106030,0,3,0.3,140.99999999999997,False,0.09754217914369356,0.3833333333333333,413606,0.0,0.0,12,0,0,10,6,5.25,9,19,6,48.0,3.0,7,1,6,717,0.9033948518335819,44.04071203619242
31,6,0,0,0,10.000000000000002,20,10.0,36.9260236213743,2,19.0,4.8344119151188485,5,5.0,46.99999999999999,20,47.0,2,1.4620000000000002,40509,318,0,0.0,3180.0000000000005,False,-0.06942970822281166,0,0.2,53254,10,52,1.0,2020.1532283114634,False,0.19947118952598877,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,5,3.904000000000001,38410.0,399,0,0.0,14733.483424928345,False,-0.3778220630314078,3,1.3370000000000004,101774,0,4,0.4,187.99999999999997,False,0.053759659049766734,4,0.663,106110,0,5,0.5,234.99999999999997,False,0.0988559133556082,0.31666666666666665,413674,0.0,0.0,9,0,0,6,5,4.333333333333334,11,17,9,57.0,3.0,5,1,9,717,0.837052627466619,44.877764663659036
32,9,0,0,0,10.000000000000002,20,10.0,35.61394120137634,34,30.38235294117647,4.764735894842283,19,4.368421052631579,46.999999999999986,20,47.0,6,1.5200000000000002,40373,326,0,0.0,3260.0000000000005,False,-0.07155172413793104,0,0.2,54047,12,34,1.0,1330.8740008467955,False,0.20938189656108314,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,19,4.089,36393.0,433,0,0.0,15420.836540195956,False,-0.4005651611267689,1,1.3440000000000003,101933,0,4,0.4,187.99999999999994,False,0.05540441290562837,10,0.7590000000000001,106123,5,10,1.0,493.8236794742113,False,0.10032907324572111,0.39999999999999997,412486,0.0,0.0,12,0,0,4,10,9.333333333333332,15,19,8,66.0,18.0,7,2,8,1442,1.0078031150624156,45.88556777872145
33,8,0,0,0,10.000000000000002,20,10.0,35.61394120137634,0,,4.745188134254134,3,4.0,46.999999999999986,20,47.0,0,1.5140000000000002,40303,333,0,0.0,3330.0000000000005,False,-0.07232537577365164,0,0.2,53917,15,44,1.0,1717.0134128605591,False,0.21077601031012994,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,3,4.1000000000000005,36273.0,433,0,0.0,15420.836540195956,False,-0.402196149913721,6,1.4030000000000002,102035,0,3,0.3,140.99999999999994,False,0.05621644546968584,0,0.7490000000000001,106593,0,5,0.5,234.99999999999994,False,0.10385224110643317,0.3,412738,0.0,0.0,10,0,0,2,3,2.5,16,18,10,73.0,6.0,6,2,10,764,0.9104924872517586,46.79606026597321
34,10,0,0,0,10.000000000000002,20,10.0,35.61394120137634,0,,4.510873876801272,23,3.4347826086956523,46.999999999999986,20,47.0,0,1.5140000000000002,40203,343,0,0.0,3430.0000000000005,False,-0.07343059239610963,0,0.2,53817,15,54,1.0,2073.1528248743225,False,0.21250168904591432,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,23,4.327000000000001,34976.0,433,0,0.0,15420.836540195956,False,-0.41982442038602813,4,1.4370000000000003,102074,5,10,1.0,492.55436938400624,False,0.05843817881983229,8,0.8290000000000002,106688,0,8,0.8,375.9999999999999,False,0.10556423332747153,0.4666666666666666,411375,0.0,0.0,7,0,0,2,9,8.166666666666668,18,20,8,96.0,9.0,7,3,8,388,1.1157440673559904,47.9118043333292
35,8,0,0,0,10.0,20,10.0,34.34807852303147,35,28.82857142857143,4.829757564280828,23,6.434782608695652,46.99999999999999,20,47.0,19,1.7040000000000004,39851,352,0,0.0,3520.0,False,-0.08021662245800176,0,0.2,54347,16,48,1.0,1808.7077691055106,False,0.2212942945303439,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,23,4.534000000000002,32784.0,468,0,0.0,16074.900748778728,False,-0.4451722681020813,3,1.463,102497,10,10,1.0,518.2975756428082,False,0.06294699328466045,0,0.8210000000000002,106889,0,9,0.8,422.99999999999994,False,0.10788654301703716,0.4666666666666666,409985,0.0,0.0,11,0,0,2,6,5.6,16,18,8,62.0,24.0,5,3,8,1545,1.0402512596920133,48.952055593021214
36,8,0,0,0,10.0,20,10.0,34.34807852303147,0,,4.709896462362409,7,2.5714285714285716,46.99999999999999,20,47.0,0,1.6850000000000003,39721,365,0,0.0,3650.0,False,-0.08165340406719718,0,0.2,54277,13,58,1.0,2122.188554335825,False,0.22321163300547991,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,7,4.581000000000001,32462.0,468,0,0.0,16074.900748778728,False,-0.4495487546804028,3,1.4900000000000002,102940,0,10,1.0,469.99999999999994,False,0.06727974263222683,0,0.8210000000000002,107200,0,9,0.7,422.99999999999994,False,0.11110364018164703,0.45,410217,0.0,0.0,11,0,0,0,5,4.75,16,16,12,62.0,28.0,5,3,12,952,0.9082814352586865,49.8603370282799
37,12,0,0,0,10.0,20,10.0,34.34807852303147,0,,4.71935381621667,4,5.0,46.999999999999986,20,47.0,0,1.6850000000000005,39581,379,0,0.0,3790.0,False,-0.08320070733863838,0,0.2,54217,9,68,1.0,2425.66933956614,False,0.22523949314286187,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,4,4.614000000000002,32306.0,468,0,0.0,16074.900748778728,False,-0.4516690401034405,0,1.487,103296,0,6,0.4,281.9999999999999,False,0.06998996596704285,3,0.8510000000000002,107596,0,0,0.0,0.0,False,0.11301217531627893,0.2333333333333333,410613,0.0,0.0,11,0,0,5,2,1.4285714285714286,17,22,10,145.0,6.0,10,2,10,811,1.091310608200729,50.95164763648063
38,10,0,0,0,10.0,20,10.0,34.98299112012469,12,43.916666666666664,4.728306387410742,11,4.818181818181818,46.999999999999986,20,47.0,1,1.6950000000000003,39484,388,0,0.0,3880.0,False,-0.0843501326259947,0,0.2,54613,10,67,1.0,2443.860405048354,False,0.2341938594722409,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,4.7200000000000015,31271.0,480,0,0.0,16791.83573765985,False,-0.4608641811915742,4,1.5270000000000004,103536,0,0,0.0,0.0,False,0.07101405799050388,10,0.9480000000000002,107381,1,10,1.0,474.7283063874106,False,0.11324351825463379,0.3333333333333333,409902,0.0,0.0,8,0,0,5,9,8.333333333333332,16,21,11,81.0,6.0,8,2,11,894,1.331207205541432,52.28285484202206
39,11,0,0,0,10.0,20,10.0,34.89760597499699,1,21.0,4.846534754427286,6,7.0,46.999999999999986,20,47.0,1,1.7040000000000004,39377,398,0,0.0,3980.0,False,-0.08561007957559681,0,0.2,54513,10,77,1.0,2787.1156600747686,False,0.23577714036333736,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,6,4.769000000000001,31028.0,481,0,0.0,16785.748473973552,False,-0.4642083012302171,6,1.5830000000000004,103422,0,6,0.6,281.9999999999999,False,0.07129335581508416,4,0.9780000000000002,107815,0,1,0.1,46.999999999999986,False,0.11552068355556475,0.2833333333333334,409772,0.0,0.0,9,0,0,4,5,4.571428571428571,16,20,8,71.0,20.0,8,3,8,529,1.0134477568790317,53.29630259890109
40,8,0,0,0,9.999999999999998,20,10.0,35.19095657613784,4,46.0,4.756452264950509,15,4.133333333333334,46.999999999999986,20,47.0,0,1.7030000000000003,39277,408,0,0.0,4079.999999999999,False,-0.08671529619805482,0,0.2,54597,10,83,1.0,3020.849395819441,False,0.24021716838880908,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,15,4.913,30116.0,485,0,0.0,17067.613939426854,False,-0.47468831845445564,7,1.647,103578,0,9,0.9,422.9999999999999,False,0.07363635423239648,6,1.0340000000000003,107761,0,6,0.6,281.9999999999999,False,0.11617755066152206,0.4166666666666667,408946,0.0,0.0,9,0,0,1,9,8.55,16,17,13,49.0,16.0,5,3,13,619,0.8888194533064961,54.18512205220759
41,13,0,0,0,9.999999999999998,20,10.0,34.587161838561386,26,31.423076923076923,5.051958157305773,8,9.0,46.99999999999999,20,47.0,14,1.8430000000000004,39041,417,0,0.0,4169.999999999999,False,-0.09093722369584438,0,0.2,55003,11,81,1.0,2911.5601089234724,False,0.2479836439978279,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,8,4.9780000000000015,29019.0,511,0,0.0,17674.03969950487,False,-0.48547713422015043,0,1.6400000000000003,103954,0,1,0.0,46.99999999999999,False,0.07558109464058507,6,1.0880000000000003,107897,0,8,0.8,375.99999999999994,False,0.11807056925034395,0.3,408531,0.0,0.0,11,0,0,3,6,6.0,19,22,12,110.0,27.0,9,4,12,1374,1.085659846663475,55.270781898871064
42,12,0,0,0,9.999999999999998,20,10.0,35.48284869914951,17,43.1764705882353,4.451426627136359,29,2.310344827586207,47.0,20,47.0,2,1.8490000000000004,38919,428,0,0.0,4279.999999999999,False,-0.0924182139699381,0,0.2,55603,10,76,1.0,2796.6965011353627,False,0.2599767517808948,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,29,5.260000000000002,26494.0,528,0,0.0,18734.94411315094,False,-0.512586176601081,9,1.7300000000000002,103797,19,10,1.0,554.5771059155909,False,0.07658231065115485,2,1.1020000000000003,108255,0,0,0.0,0.0,False,0.11982911110881236,0.3333333333333333,406685,0.0,0.0,9,0,0,6,9,7.9,14,20,12,62.0,23.0,8,4,12,1125,1.2301591951400042,56.50094109401107
43,12,0,0,0,9.999999999999998,20,10.0,35.071474651858175,5,23.0,4.4070199614275305,13,4.0,46.99999999999999,20,47.0,0,1.8470000000000004,38829,437,0,0.0,4369.999999999999,False,-0.0934129089301503,0,0.2,55608,11,81,1.0,2950.789446800512,False,0.261790334292667,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,13,5.3610000000000015,25757.0,533,0,0.0,18693.095989440408,False,-0.5228875569864736,0,1.721,104173,9,12,1.0,603.6631796528477,False,0.0807256735714581,12,1.2200000000000002,107976,3,10,1.0,483.2210598842825,False,0.11944234082550245,0.5,405960,0.0,0.0,10,0,0,5,7,7.0,17,22,9,119.0,18.0,10,2,9,691,1.0113432025536895,57.51228429656476
44,9,0,0,0,9.999999999999998,20,10.0,35.43107264557093,16,38.5,4.303300501260777,11,3.1818181818181817,46.99999999999999,20,47.0,0,1.8470000000000004,38749,445,0,0.0,4449.999999999999,False,-0.09429708222811671,0,0.2,56104,13,75,1.0,2787.3304484178198,False,0.2709475071664216,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,5.458000000000001,24617.0,549,0,0.0,19451.65888241844,False,-0.5332269189098305,1,1.7310000000000005,104728,0,9,0.9,422.99999999999994,False,0.08553237268674163,0,1.2080000000000002,108270,4,13,1.0,628.213202005043,False,0.12323350954270179,0.48333333333333334,406085,0.0,0.0,14,0,0,3,4,3.1666666666666665,17,20,11,70.0,27.0,7,2,11,1474,1.0463681761175394,58.5586524726823
45,11,0,0,0,10.0,20,10.0,36.18836721421593,32,39.4375,4.0486632769417605,16,2.1875,46.99999999999999,20,47.0,3,1.8770000000000004,38638,454,0,0.0,4540.0,False,-0.09575596816976127,0,0.2,57193,14,56,1.0,2166.548563996092,False,0.2881581406277199,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,16,5.607000000000002,22529.0,581,0,0.0,21025.441351459456,False,-0.550911033969015,1,1.7400000000000002,105139,0,3,0.3,140.99999999999997,False,0.0883253509325444,0,1.2080000000000002,108708,7,13,1.0,639.3406429385922,False,0.12782189406822414,0.3833333333333333,405824,0.0,0.0,14,0,0,3,6,5.2,18,21,11,99.0,37.0,8,3,11,2104,0.9971180614084005,59.5557705340907
46,11,0,0,0,10.0,20,10.0,36.356221584985704,4,42.75,4.044566123504513,11,4.0,47.0,20,47.0,0,1.8740000000000003,38528,465,0,0.0,4650.0,False,-0.09697170645446508,0,0.2,57274,13,62,1.0,2384.085738269114,False,0.2923528485661927,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,5.7010000000000005,21918.0,585,0,0.0,21268.38962721664,False,-0.5575644605693738,7,1.8090000000000004,105145,1,10,1.0,474.0445661235045,False,0.0901099842047952,0,1.2080000000000002,109178,0,10,0.7,470.0,False,0.13180788447414427,0.45,405660,0.0,0.0,12,0,0,7,3,2.75,15,22,10,122.0,3.0,10,1,10,935,1.1640018075704575,60.719772341661155
47,10,0,0,0,10.0,20,10.0,36.356221584985704,0,,4.304164468208934,18,6.0,46.99999999999999,20,47.0,0,1.8740000000000003,38458,472,0,0.0,4720.0,False,-0.09774535809018568,0,0.2,57144,16,72,1.0,2777.6479541189706,False,0.2938290003770886,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,18,5.870000000000001,21033.0,585,0,0.0,21268.38962721664,False,-0.5695930028731454,0,1.8020000000000005,105573,0,7,0.7,328.99999999999994,False,0.09378717505766983,0,1.2080000000000002,109582,2,10,1.0,478.6083289364178,False,0.13603153132240495,0.45,405407,0.0,0.0,11,0,0,5,3,3.0,16,21,11,60.0,14.0,9,1,11,1140,1.1354237077757716,61.85519604943693
48,11,0,0,0,10.0,20,10.0,34.734888951986335,22,24.363636363636363,4.284392541849782,12,4.083333333333333,47.0,20,47.0,9,1.9640000000000006,38325,479,0,0.0,4790.0,False,-0.09991158267020336,0,0.2,57361,19,69,1.0,2586.707337687057,False,0.29651533308672695,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,12,5.972000000000002,19933.0,607,0,0.0,21084.077593855705,False,-0.5857962786690064,4,1.8420000000000005,105860,0,0,0.0,0.0,False,0.09505435963215442,0,1.2080000000000002,109956,4,11,1.0,534.1375701673991,False,0.14018753074948742,0.3333333333333333,405052,0.0,0.0,11,0,0,3,6,5.5,18,21,10,110.0,15.0,9,2,10,1252,1.0022730976343155,62.85746914707124
49,10,0,0,0,10.0,20,10.0,35.64902451133332,31,39.96774193548387,4.042420178917749,28,3.0,47.0,20,47.0,3,1.9850000000000003,38184,491,0,0.0,4910.0,False,-0.10170203359858532,0,0.2,58457,17,51,1.0,1988.1002500779996,False,0.31412577641553935,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,28,6.240000000000001,16970.0,638,0,0.0,22744.07763823066,False,-0.6147871040555171,10,1.9380000000000004,105667,9,10,1.0,506.38178161025974,False,0.09567699610850335,0,1.2080000000000002,110385,3,11,1.0,529.1272605367533,False,0.14459934861818302,0.5,403280,0.0,0.0,11,0,0,4,9,9.0,16,20,12,79.0,15.0,7,3,12,1846,1.0179043030366302,63.87537345010787
50,12,0,0,0,10.0,20,10.0,36.15503026214781,27,39.148148148148145,3.830791131989292,10,1.0,46.99999999999999,20,47.0,5,2.0320000000000005,38029,503,0,0.0,5030.0,False,-0.10380194518125553,0,0.2,59329,15,39,1.0,1560.0461802237646,False,0.32866982957806995,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,10,6.312000000000002,15439.0,665,0,0.0,24043.095124328294,False,-0.6267679570212145,0,1.9280000000000004,106083,6,11,1.0,539.9847467919357,False,0.10015405212934565,0,1.2080000000000002,110899,0,6,0.6,281.99999999999994,False,0.1486381644960743,0.43333333333333335,403396,0.0,0.0,15,0,0,2,4,4.0,18,20,12,112.0,21.0,9,3,12,2092,1.0775979338213801,64.95297138392925
51,12,0,0,0,10.000000000000002,20,10.0,34.73567810828489,17,20.705882352941178,3.7353157198456493,10,2.5,47.0,20,47.0,17,2.1970000000000005,37725,515,0,0.0,5150.000000000001,False,-0.10919540229885058,0,0.2,59249,13,49,1.0,1832.0482273059595,False,0.32990769481991555,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,10,6.402000000000001,14619.0,682,0,0.0,23689.732469850293,False,-0.6403144242619756,3,1.9580000000000004,106571,0,7,0.7,329.0,False,0.10411085020326676,0,1.2080000000000002,111158,0,9,0.9,423.0,False,0.15204663239234104,0.43333333333333335,402939,0.0,0.0,12,0,0,5,6,6.0,16,21,11,107.0,6.0,10,2,11,999,1.0233119279146194,65.97628331184387
52,11,0,0,0,10.000000000000002,20,10.0,34.97643374069264,4,45.0,4.176992244875344,9,10.333333333333334,47.0,20,47.0,0,2.1800000000000006,37625,525,0,0.0,5250.000000000001,False,-0.11030061892130857,0,0.2,59329,13,55,1.0,2053.703855738095,False,0.33412581626589416,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,9,6.482000000000001,14090.0,686,0,0.0,23993.83354611515,False,-0.6454377604749225,5,2.0050000000000003,106855,0,0,0.0,0.0,False,0.10534700168613131,0,1.2080000000000002,111441,0,10,0.9,470.0,False,0.15521717991952086,0.31666666666666665,402957,0.0,0.0,12,0,0,4,5,4.833333333333333,16,20,14,87.0,9.0,8,3,14,1038,1.0924288965761662,67.06871220842004
53,14,0,0,0,10.000000000000002,20,10.0,35.557571786352945,14,41.92857142857143,4.130948680784615,12,3.6666666666666665,47.00000000000001,20,47.0,0,2.1800000000000006,37525,535,0,0.0,5350.000000000001,False,-0.11140583554376658,0,0.2,59816,13,51,1.0,1943.4361611040001,False,0.3436719292783377,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,12,6.593000000000001,12935.0,700,0,0.0,24890.30025044706,False,-0.6550438311216645,7,2.0700000000000003,106765,0,2,0.2,94.00000000000001,False,0.10490219403957754,3,1.2380000000000002,111838,0,10,1.0,470.00000000000006,False,0.15932389237723826,0.3666666666666667,402496,0.0,0.0,9,0,0,5,7,6.142857142857143,16,21,15,65.0,25.0,8,6,15,975,0.971292732283473,68.04000494070351
54,15,0,0,0,10.000000000000002,20,10.0,35.38003932100699,2,22.0,4.097885684061798,20,3.9,47.00000000000001,20,47.0,0,2.1800000000000006,37435,544,0,0.0,5440.000000000001,False,-0.11240053050397877,0,0.2,59750,14,59,1.0,2227.4223199394123,False,0.3453517055696222,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,20,6.781000000000001,11838.0,702,0,0.0,24836.787603346907,False,-0.6703174474798036,9,2.1530000000000005,106667,0,6,0.6,282.00000000000006,False,0.10486081658408417,0,1.235,112231,4,11,1.0,533.3915427362473,False,0.16371709997174042,0.43333333333333335,401538,0.0,0.0,10,0,0,4,7,6.5,16,20,14,63.0,38.0,8,7,14,667,1.225288923829794,69.2652938645333
55,14,0,0,0,10.000000000000002,20,10.0,36.232705243403075,12,46.0,4.643198315975013,24,7.5,47.000000000000014,20,47.0,0,2.1800000000000006,37345,553,0,0.0,5530.000000000001,False,-0.11339522546419098,0,0.2,60192,15,57,1.0,2215.264198873975,False,0.3549874469371571,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,24,7.001000000000002,10003.0,714,0,0.0,25870.151543789794,False,-0.6882354635148502,3,2.1740000000000004,106778,0,9,0.9,423.0000000000001,False,0.10673831862709603,0,1.235,112712,9,10,1.0,511.78878484377526,False,0.16858100560066505,0.48333333333333334,400647,0.0,0.0,13,0,0,6,6,6.0,17,23,11,151.0,9.0,11,3,11,1551,1.1341198552399874,70.39941371977329
56,11,0,0,0,10.000000000000002,20,10.0,36.31719901278319,2,42.0,4.768265317123878,8,6.875,47.00000000000001,20,47.0,0,2.1800000000000006,37255,562,0,0.0,5620.000000000001,False,-0.11438992042440319,0,0.2,60166,16,65,1.0,2520.6179358309073,False,0.3577875545516236,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,8,7.057000000000002,9582.0,716,0,0.0,26003.114493152767,False,-0.6930539280111943,0,2.1710000000000007,107130,0,4,0.3,188.00000000000003,False,0.1091640719553951,2,1.2550000000000001,113133,4,10,1.0,489.07306126849556,False,0.17281849293618812,0.3833333333333333,400883,0.0,0.0,13,0,0,4,5,4.333333333333333,13,17,11,59.0,15.0,6,5,11,942,2.07763310149312,72.47704682126641
57,11,0,0,0,10.000000000000002,20,10.0,36.44025902189687,2,44.0,5.015959330421616,11,7.909090909090909,47.000000000000014,20,47.0,0,2.1800000000000006,37185,569,0,0.0,5690.000000000001,False,-0.11516357206012379,0,0.2,60124,19,73,1.0,2850.1389085984715,False,0.3605010931542713,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,7.1590000000000025,9042.0,718,0,0.0,26164.105977721953,False,-0.6992993137769491,3,2.2010000000000005,107291,0,0,0.0,0.0,False,0.10985714433490912,3,1.2830000000000004,113489,5,10,1.0,495.0797966521082,False,0.176532154403348,0.3333333333333333,400748,0.0,0.0,10,0,0,4,4,2.9285714285714284,15,19,9,66.0,15.0,6,5,9,617,0.9702615970745683,73.44730841834098
58,9,0,0,0,10.000000000000002,20,10.0,37.622032167205276,18,45.0,4.888530165956497,9,3.111111111111111,47.000000000000014,20,47.0,0,2.1800000000000006,37095,578,0,0.0,5780.000000000001,False,-0.11615826702033599,0,0.2,60824,20,65,1.0,2645.432090868343,False,0.3737116720918252,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,9,7.238000000000002,7824.0,736,0,0.0,27689.815675063084,False,-0.705485452429065,10,2.2980000000000005,107120,0,4,0.4,188.00000000000006,False,0.10906062831666166,0,1.2800000000000002,113939,0,10,1.0,470.0000000000001,False,0.1810574008751332,0.39999999999999997,400419,0.0,0.0,10,0,0,1,5,5.0,13,14,10,46.0,29.0,3,6,10,1480,0.889773640781641,74.33708205912262
59,10,0,0,0,10.000000000000002,20,10.0,38.52235161629479,16,45.125,4.888530165956497,0,,47.000000000000014,20,47.0,0,2.1800000000000006,36995,588,0,0.0,5880.000000000001,False,-0.11726348364279399,0,0.2,61446,20,59,1.0,2472.8187453613928,False,0.38555281548807907,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,7.229000000000001,7102.0,752,0,0.0,28968.808415453685,False,-0.706606806554851,4,2.3280000000000007,107272,0,0,0.0,0.0,False,0.10966060142131559,2,1.3000000000000003,114389,0,0,0.0,0.0,False,0.18328143910790207,0.16666666666666666,400821,0.0,0.0,11,0,0,5,3,1.9666666666666668,16,21,8,96.0,6.0,8,2,8,1298,0.9927224069833755,75.329804466106
60,8,0,0,0,10.000000000000002,20,10.0,38.14262634316876,11,34.0,4.918044959141448,7,5.428571428571429,47.000000000000014,0,,0,2.1800000000000006,36875,600,0,0.0,6000.000000000001,False,-0.11858974358974358,0,0.2,61740,18,58,1.0,2392.2723279037878,False,0.39116127683359625,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,7,7.299000000000001,6436.0,763,0,0.0,29102.82389983776,False,-0.7147480536878168,0,2.3240000000000007,107263,0,1,0.1,47.000000000000014,False,0.10981059469747907,0,1.2980000000000003,114360,0,6,0.6,282.0000000000001,False,0.18444000786171655,0.2833333333333334,400291,0.0,0.0,8,0,0,6,3,3.0,13,19,6,54.0,15.0,7,1,6,574,0.974019018933177,76.30382348503917
61,6,0,0,0,10.000000000000002,20,10.0,39.41924441588757,25,45.44,5.020541810441534,9,6.333333333333333,47.000000000000014,0,,0,2.1800000000000006,36785,609,0,0.0,6090.000000000001,False,-0.11958443854995579,0,0.2,62766,19,43,1.0,1885.0275098831655,False,0.40823416788111366,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,9,7.382000000000001,4910.0,788,0,0.0,31062.364599719403,False,-0.7221721739740441,0,2.3240000000000007,107221,0,7,0.6,329.0000000000001,False,0.1108346867209401,0,1.2980000000000003,114345,0,9,0.3,423.0000000000001,False,0.1850141200566871,0.3166666666666667,399644,0.0,0.0,7,0,0,4,3,3.0,12,16,8,52.0,6.0,4,2,8,1336,0.7784226601943374,77.08224614523351
62,8,0,0,0,10.000000000000002,20,10.0,39.78015611118088,11,44.0,5.069234952833743,8,5.75,47.000000000000014,0,,0,2.1800000000000006,36715,616,0,0.0,6160.000000000001,False,-0.12035809018567639,0,0.2,63120,22,42,1.0,1890.7665566695969,False,0.41612253046717057,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,8,7.453000000000001,4090.0,799,0,0.0,31784.344732833524,False,-0.7284108410952529,0,2.3240000000000003,107175,0,15,0.8,705.0000000000002,False,0.11230358639095489,0,1.2980000000000003,114345,0,9,0.0,423.0000000000001,False,0.1850141200566871,0.3,399062,0.0,0.0,7,0,0,6,2,2.0,13,19,8,63.0,6.0,6,2,8,684,0.8255303483456373,77.90777649357915
63,8,0,0,0,10.0,20,10.0,39.78015611118088,0,,5.0299303272994855,8,4.5,47.000000000000014,0,,0,2.1800000000000006,36635,624,0,0.0,6240.0,False,-0.1212422634836428,0,0.2,63000,24,52,1.0,2308.568117781406,False,0.4180876228755682,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,8,7.525000000000001,3742.0,799,0,0.0,31784.344732833524,False,-0.733140708577414,0,2.3240000000000007,107147,0,19,0.4,893.0000000000002,False,0.11298631440659557,0,1.2980000000000003,114337,0,13,0.4,611.0000000000002,False,0.18590373534979465,0.3,398478,0.0,0.0,7,0,0,5,2,2.0,14,19,9,68.0,6.0,6,2,9,200,0.8891866551712155,78.79696314875036
64,9,0,0,0,10.0,20,10.0,39.97204877091346,4,46.0,4.780366334289113,9,1.8888888888888888,47.000000000000014,0,,0,2.1800000000000006,36545,633,0,0.0,6330.0,False,-0.122236958443855,0,0.2,63074,25,58,1.0,2568.3788287129805,False,0.4225948146409481,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,9,7.607000000000002,3131.0,803,0,0.0,32097.555163043507,False,-0.7393166485691912,0,2.3240000000000007,107147,0,19,0.0,893.0000000000002,False,0.11298631440659557,0,1.2980000000000003,114320,0,22,0.9,1034.0000000000002,False,0.18791571412316,0.31666666666666665,397834,0.0,0.0,7,0,0,6,3,3.0,11,17,10,65.0,9.0,6,3,10,384,1.1235498385503888,79.92051298730075
