index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,10,0,0,0,10.0,20,10.0,39.88140591436446,12,39.0,4.710658119122388,10,4.0,47.000000000000014,0,,0,2.1800000000000006,36445,643,0,0.0,6430.0,False,-0.123342175066313,0,0.2,63442,25,56,1.0,2483.3587312044097,False,0.42978955273214425,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,10,7.698000000000001,2218.0,815,0,0.0,32503.345820207032,False,-0.7489680882079033,0,2.3240000000000007,107127,0,24,0.5,1128.0000000000005,False,0.11399488988424657,0,1.2980000000000003,114300,0,27,0.5,1269.0000000000005,False,0.188924289600811,0.3333333333333333,397149,0.0,0.0,7,0,0,7,2,2.0,10,17,11,46.0,22.0,5,5,11,668,1.1510499473661184,81.07156293466687
66,11,0,0,0,10.0,20,10.0,40.300889475603924,18,43.0,4.632279749422092,3,2.0,47.000000000000014,0,,0,2.1800000000000006,36355,652,0,0.0,6520.0,False,-0.1243368700265252,0,0.2,64106,26,48,1.0,2194.4426948289884,False,0.4412736814194186,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,3,7.718000000000001,1318.0,833,0,0.0,33570.64093317807,False,-0.7539473942699417,0,2.3240000000000007,107127,0,24,0.0,1128.0000000000005,False,0.11399488988424657,0,1.2980000000000003,114294,0,30,0.3,1410.0000000000005,False,0.18959150107064165,0.21666666666666667,396817,0.0,0.0,7,0,0,9,1,1.0,10,19,10,101.0,12.0,7,4,10,974,0.9037005687132478,81.97526350338012
67,10,0,0,0,10.000000000000002,20,10.0,40.44308882275682,11,42.0,4.559484668307143,5,3.2,47.000000000000014,0,,0,2.1800000000000006,36265,661,0,0.0,6610.000000000001,False,-0.1253315649867374,0,0.2,64458,27,47,1.0,2170.8251746695705,False,0.4487933816829085,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,5,7.7650000000000015,640.0,844,0,0.0,34133.966966406755,False,-0.7593342374012453,0,2.3240000000000007,107111,0,29,0.5,1363.0000000000005,False,0.11504484281739094,0,1.298,114294,0,30,0.0,1410.0000000000005,False,0.18959150107064165,0.25,396385,0.0,0.0,7,0,0,8,2,2.0,8,16,12,30.0,18.0,4,6,12,662,0.9800041448324919,82.95526764821261
68,12,0,0,0,10.0,20,10.0,40.64180997008027,7,44.0,4.448851802131342,4,2.0,47.000000000000014,0,,0,2.1800000000000006,36185,669,0,0.0,6690.0,False,-0.1262157382847038,0,0.2,64646,29,50,1.0,2322.0904985040133,False,0.454620805686384,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,4,7.800000000000002,164.0,851,0,0.0,34586.180284538306,False,-0.7627306810428929,0,2.3240000000000007,107111,0,29,0.0,1363.0000000000005,False,0.11504484281739094,0,1.2980000000000003,114286,0,34,0.4,1598.0000000000005,False,0.1904811163637492,0.2333333333333333,396009,0.0,0.0,8,0,0,10,1,1.0,3,13,13,52.0,25.0,7,5,13,508,0.8695825589820743,83.82485020719469
69,13,0,0,0,10.0,20,10.0,40.70033350612993,2,44.0,4.593334193963545,5,7.0,47.000000000000014,0,,0,2.1800000000000006,36085,679,0,0.0,6790.0,False,-0.1273209549071618,0,0.2,64634,29,58,1.0,2650.619343355536,False,0.4579865090998622,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,5,7.846000000000001,-117.0,853,0,0.0,34717.38448072883,False,-0.7656582773990566,0,2.3240000000000007,107083,0,33,0.4,1551.0000000000005,False,0.11572757083303162,0,1.2980000000000003,114279,0,35,0.1,1645.0000000000005,False,0.1906517983676594,0.25,395581,0.0,0.0,7,0,0,8,2,2.0,4,12,15,95.0,21.0,6,7,15,288,0.9899445250630379,84.81479473225772
70,15,0,0,0,10.0,20,10.0,40.64903896746211,2,38.0,4.6305332615919035,8,5.0,47.000000000000014,0,,0,2.1800000000000006,36005,687,0,0.0,6870.0,False,-0.1282051282051282,0,0.2,64590,31,66,1.0,2992.836571852499,False,0.46079616016636277,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,8,7.921000000000001,-795.0,855,0,0.0,34754.92831718011,False,-0.7746182241442059,0,2.3240000000000003,107071,0,37,0.4,1739.0000000000005,False,0.11657580867064579,0,1.2980000000000003,114251,0,39,0.4,1833.0000000000005,False,0.19133452638330006,0.3,394739,0.0,0.0,7,0,0,9,4,5.657894736842105,4,13,11,89.0,24.0,7,8,11,200,1.135775855742395,85.95057058800012
71,11,0,0,0,10.0,20,10.0,41.28921108181137,15,45.333333333333336,4.592872164566044,5,4.0,47.000000000000014,0,,0,2.1800000000000006,35895,698,0,0.0,6980.0,False,-0.129420866489832,0,0.2,65180,30,61,1.0,2818.641875990493,False,0.47191248757726006,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,5,7.963000000000001,-7430.0,870,0,0.0,35921.613641175885,False,-0.8568697679838541,0,2.3240000000000007,107071,0,37,0.0,1739.0000000000005,False,0.11657580867064579,0,1.2980000000000003,114231,0,44,0.5,2068.0000000000005,False,0.19234310186095105,0.25,388564,0.0,0.0,6,0,0,1,3,43.50795334040296,2,3,11,27.0,24.0,3,8,11,200,0.74465227779001,86.69522286579013
72,11,0,0,0,10.0,20,10.0,41.87932277791509,19,44.94736842105263,4.505756521740254,11,3.909090909090909,47.000000000000014,0,,0,2.1800000000000006,35785,709,0,0.0,7090.0,False,-0.1306366047745358,0,0.2,65944,29,52,1.0,2467.724784451585,False,0.4849218035416843,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,8.068000000000001,-41662.0,889,0,0.0,37230.71794956652,False,-1.313240109075321,0,2.3240000000000007,107028,1,47,1.0,2213.5057565217408,False,0.11858523112682057,0,1.2980000000000003,114231,0,44,0.0,2068.0000000000005,False,0.19234310186095105,0.3333333333333333,354943,0.0,0.0,5,0,0,3,5,80.03407564510428,3,6,11,65.0,15.0,6,5,11,200,1.0941173136234283,87.78934017941356
73,11,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,11,3.909090909090909,47.000000000000014,0,,0,2.1800000000000006,35665,721,0,0.0,7210.0,False,-0.1319628647214854,0,0.2,65864,27,62,1.0,2866.5180122307356,False,0.48756098598840353,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,11,8.167000000000002,-45506.0,889,0,0.0,37230.71794956652,False,-1.3654861165506862,0,2.3240000000000007,107000,0,52,0.5,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.7,2397.000000000001,False,0.19388958426001593,0.3666666666666667,350856,0.0,0.0,7,0,0,3,3,3.0,3,6,8,43.0,25.0,6,5,8,200,0.9737809831276536,88.76312116254121
74,8,0,0,1,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,35545,733,0,0.0,7330.0,False,-0.133289124668435,0,0.2,65784,25,72,1.0,3265.3112400098867,False,0.49020016843512243,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,396162,0.0,0.125,7,0,0,4,4,130.01538461538462,2,6,3,100.0,6.0,6,2,3,200,0.8522648299112916,89.6153859924525
75,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,35405,747,0,0.0,7470.0,False,-0.1348364279398762,0,0.2,65724,21,82,1.0,3644.1044677890377,False,0.49306039420633324,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.298,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,395962,0.0,0.125,6,0,0,3,1,1.0,0,3,3,24.0,0.0,3,0,3,200,0.8235468184575438,90.43893281091005
76,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,35255,762,0,0.0,7620.0,False,-0.13649425287356323,0,0.2,65674,16,92,1.0,4012.8976955681883,False,0.49603114163978984,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,395762,0.0,0.125,7,0,0,2,5,520.5100724649642,0,2,3,21.0,3.0,2,1,3,200,0.7642669267952442,91.20319973770529
77,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,35175,770,0,0.0,7700.0,False,-0.13737842617152962,0,0.2,65554,18,102,1.0,4451.69092334734,False,0.49822823743752587,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,395562,0.0,0.125,7,0,0,2,2,287.3392142142142,0,2,4,21.0,3.0,2,1,4,200,0.7742365449666977,91.97743628267199
78,4,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,35065,781,0,0.0,7810.0,False,-0.13859416445623343,0,0.2,65464,17,112,1.0,4860.48415112649,False,0.5007568982219993,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000003,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,395362,0.0,0.125,6,0,0,3,2,467.84511344633626,0,3,3,24.0,3.0,3,1,3,200,0.7212491566315293,92.69868543930352
79,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34945,793,0,0.0,7930.0,False,-0.13992042440318303,0,0.2,65384,15,122,1.0,5259.277378905641,False,0.5033960806687185,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,395162,0.0,0.125,7,0,0,2,0,0.0,0,2,4,21.0,3.0,2,1,4,200,0.7858465118333697,93.48453195113689
80,4,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34835,804,0,0.0,8040.0,False,-0.1411361626878868,0,0.2,65294,14,132,1.0,5668.070606684792,False,0.5059247414531917,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,394962,0.0,0.125,6,0,0,2,0,0.0,0,2,3,21.0,6.0,2,2,3,200,0.8102920316159725,94.29482398275286
81,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34745,813,0,0.0,8130.0,False,-0.14213085764809902,0,0.2,65184,15,142,1.0,6096.863834463943,False,0.5082323589131734,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,394762,0.0,0.125,6,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.6853798283264041,94.98020381107926
82,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34605,827,0,0.0,8270.0,False,-0.14367816091954022,0,0.2,65124,11,152,1.0,6475.657062243094,False,0.5110925846843842,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,394562,0.0,0.125,6,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.6568536916747689,95.63705750275403
83,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34495,838,0,0.0,8380.0,False,-0.14489389920424403,0,0.2,65034,10,162,1.0,6884.450290022245,False,0.5136212454688577,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.298,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,394362,0.0,0.125,6,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.6578244529664516,96.29488195572048
84,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34365,851,0,0.0,8510.0,False,-0.14633068081343945,0,0.2,64964,7,172,1.0,7273.243517801396,False,0.5163709495778227,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,394162,0.0,0.125,6,0,0,2,0,0.0,0,2,2,21.0,3.0,2,1,2,200,0.6533389566466212,96.9482209123671
85,2,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34295,858,0,0.0,8580.0,False,-0.14710433244916005,0,0.2,64834,10,182,1.0,7722.036745580547,False,0.5184575237133129,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393962,0.0,0.125,6,0,0,2,0,0.0,0,2,2,21.0,0.0,2,0,2,200,0.658143188804388,97.6063641011715
86,2,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34215,866,0,0.0,8660.0,False,-0.14798850574712644,0,0.2,64714,12,192,1.0,8160.829973359698,False,0.520654619511049,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000003,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393762,0.0,0.125,7,0,0,2,0,0.0,0,2,2,21.0,0.0,2,0,2,200,0.6475598756223917,98.25392397679389
87,2,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34155,872,0,0.0,8720.0,False,-0.14865163572060125,0,0.2,64574,16,202,1.0,8619.62320113885,False,0.5226306719842934,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393562,0.0,0.125,6,0,0,2,0,0.0,0,2,2,21.0,0.0,2,0,2,200,0.6314290231093764,98.88535299990326
88,2,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,34035,884,0,0.0,8840.0,False,-0.14997789566755085,0,0.2,64494,14,212,1.0,9018.416428917999,False,0.5252698544310123,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393362,0.0,0.125,6,0,0,1,0,0.0,0,1,3,18.0,3.0,1,1,3,200,0.5550742112100124,99.44042721111327
89,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,0,,0,2.1800000000000006,33945,893,0,0.0,8930.0,False,-0.15097259062776305,0,0.2,64384,15,222,1.0,9447.20965669715,False,0.5275774718909941,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107000,0,52,0.0,2444.000000000001,False,0.11948774710099203,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393162,0.0,0.125,6,0,0,3,0,0.0,0,3,2,24.0,0.0,3,0,2,200,0.7669098619371653,100.20733707305044
90,2,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.00000000000002,8,47.0,0,2.1800000000000006,33855,902,0,0.0,9020.0,False,-0.15196728558797523,0,0.2,64274,16,232,1.0,9876.002884476302,False,0.5298850893509759,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107376,0,44,0.0,2068.000000000001,False,0.12143248750918062,0,1.2980000000000003,114216,0,51,0.0,2397.000000000001,False,0.19388958426001593,0.16666666666666666,393338,0.0,0.125,8,0,0,1,0,0.0,0,1,3,18.0,3.0,1,1,3,576,0.5363755160942674,100.7437125891447
91,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,15,47.0,0,2.1800000000000006,33755,912,0,0.0,9120.0,False,-0.15307250221043325,0,0.2,64174,16,242,1.0,10294.796112255452,False,0.5323032284732035,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,107799,0,35,0.0,1645.0000000000005,False,0.1236203204683928,0,1.298,114498,0,45,0.0,2115.0000000000005,False,0.19534813956615737,0.16666666666666666,393843,0.0,0.125,11,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,905,0.6625858936458826,101.40629848279059
92,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.00000000000001,20,47.0,0,2.1800000000000006,33665,921,0,0.0,9210.0,False,-0.15406719717064546,0,0.2,64064,17,252,1.0,10723.589340034603,False,0.5346108459331853,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,108269,0,25,0.0,1175.0000000000002,False,0.12605124597862855,0,1.2980000000000003,114968,0,35,0.0,1645.0000000000002,False,0.19777906507639312,0.16666666666666666,394583,0.0,0.125,12,0,0,1,0,0.0,0,1,4,18.0,6.0,1,2,4,1140,0.5920646693557501,101.99836315214634
93,4,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.0,20,47.0,0,2.1800000000000006,33585,929,0,0.0,9290.0,False,-0.15495137046861185,0,0.2,63944,19,262,1.0,11162.382567813755,False,0.5368079417309214,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000007,108880,0,12,0.0,564.0,False,0.12921144914193503,0,1.2980000000000003,115297,0,28,0.0,1316.0,False,0.19948071293355815,0.16666666666666666,395323,0.0,0.125,13,0,0,3,0,0.0,0,3,3,24.0,3.0,3,1,3,1140,0.7788488306105137,102.77721198275685
94,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.0,13,47.0,0,2.1800000000000006,33465,941,0,0.0,9410.0,False,-0.15627763041556145,0,0.2,63864,17,272,1.0,11561.175795592906,False,0.5394471241776403,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,0,2.3240000000000003,109068,0,8,0.0,376.0,False,0.13018381934602932,0,1.2980000000000003,115720,0,19,0.0,893.0,False,0.20166854589277033,0.16666666666666666,395734,0.0,0.125,12,0,0,1,0,0.0,0,1,4,18.0,6.0,1,2,4,811,0.5896866982802749,103.36689868103713
95,4,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.0,20,47.0,0,2.1800000000000006,33395,948,0,0.0,9480.0,False,-0.15705128205128205,0,0.2,63734,20,282,1.0,12009.969023372056,False,0.5415336983131305,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,3,2.3540000000000005,109413,0,0,0.0,0.0,False,0.13180788447414427,0,1.2980000000000003,116143,0,10,0.0,470.0,False,0.2038563788519825,0.16666666666666666,396302,0.0,0.125,9,0,0,3,2,1.1666666666666667,0,3,3,24.0,3.0,3,1,3,764,0.769517389126122,104.13641607016325
96,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.00000000000001,20,47.0,0,2.1800000000000006,33305,957,0,0.0,9570.0,False,-0.15804597701149425,0,0.2,63624,21,292,1.0,12438.762251151207,False,0.5438413157731123,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,11,2.4610000000000007,109234,0,0,0.0,0.0,False,0.12995624334081576,0,1.2980000000000003,116566,0,1,0.0,47.00000000000001,False,0.20604421181119467,0.16666666666666666,396346,0.0,0.125,9,0,0,2,3,3.0,0,2,3,21.0,3.0,2,1,3,623,0.6618302688002586,104.79824633896351
97,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.00000000000001,17,47.0,0,2.1800000000000006,33225,965,0,0.0,9650.0,False,-0.15893015030946064,0,0.2,63504,23,302,1.0,12877.555478930359,False,0.5460384115708483,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,13,2.5800000000000005,108977,0,0,0.0,0.0,False,0.12729774182536646,3,1.3280000000000003,116586,0,0,0.0,0.0,False,0.20600800653763796,0.16666666666666666,395909,0.0,0.125,7,0,0,2,5,4.75,0,2,3,21.0,3.0,2,1,3,200,0.6674873065203428,105.46573364548385
98,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.000000000000014,20,47.0,0,2.1800000000000006,33135,974,0,0.0,9740.0,False,-0.15992484526967285,0,0.2,63394,24,312,1.0,13306.348706709508,False,0.5483460290308302,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,9,2.657000000000001,108836,0,0,0.0,0.0,False,0.125839186519225,11,1.4350000000000003,116395,0,0,0.0,0.0,False,0.20403223303782933,0.16666666666666666,395377,0.0,0.125,6,0,0,2,6,6.0,0,2,3,21.0,3.0,2,1,3,200,0.6292501054704189,106.09498375095427
99,3,0,0,0,10.0,20,10.0,41.87932277791509,0,,4.43176717026105,0,,47.00000000000001,20,47.0,0,2.1800000000000006,33045,983,0,0.0,9830.0,False,-0.16091954022988506,0,0.2,63284,25,322,1.0,13735.14193448866,False,0.5506536464908119,0,0.2,73617,0,0,0.0,0.0,False,0.0005708460754332313,0,8.156000000000002,-63345.305555555555,889,0,0.0,37230.71794956652,True,-1.6079503442850465,6,2.708000000000001,108762,0,0,0.0,0.0,False,0.12507370359259756,14,1.5640000000000005,116109,0,0,0.0,0.0,False,0.20107374497005306,0.16666666666666666,394817,0.0,0.125,6,0,0,1,6,6.0,0,1,4,18.0,6.0,1,2,4,200,0.5517591703683138,106.64674292132258
