index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"02MyA@1, 00Buy@0 agreed on {'quantity': 1, 'time': 2, 'unit_price': 12} [id 57e6bf98-deb3-4555-8416-c2d5e1944f1c]",57e6bf98-deb3-4555-8416-c2d5e1944f1c,product,1.0,87887780-972d-4fbb-82d9-858e2bc7d7a3,00Buy@0,str,['02MyA@1'],-1,False
1,"03Ran@1, 00Buy@0 agreed on {'quantity': 3, 'time': 2, 'unit_price': 23} [id bc70cd82-a0f9-448b-b674-66f52be144e8]",bc70cd82-a0f9-448b-b674-66f52be144e8,product,1.0,e24b3bce-f1b8-42eb-8d37-d30a9d906086,00Buy@0,str,['03Ran@1'],-1,False
2,"04Dec@2, 03Ran@1 agreed on {'quantity': 8, 'time': 2, 'unit_price': 20} [id a9ea9bf6-c565-469c-984a-e4bd557babbd]",a9ea9bf6-c565-469c-984a-e4bd557babbd,product,1.0,445e045f-6580-45c1-8bd9-5f3d1ce0d79e,03Ran@1,str,['04Dec@2'],-1,False
3,"05Ind@2, 03Ran@1 agreed on {'quantity': 3, 'time': 2, 'unit_price': 3} [id fb93c562-8141-44ba-8b03-a22c8c33c5bc]",fb93c562-8141-44ba-8b03-a22c8c33c5bc,product,1.0,869490bf-6553-475b-8e3a-e60cfead4a42,03Ran@1,str,['05Ind@2'],-1,False
4,"05Ind@2, 03Ran@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 5} [id 58e90245-21e4-4962-8a8b-46176ee55e56]",58e90245-21e4-4962-8a8b-46176ee55e56,product,1.0,f15f103d-7cfe-47a0-ac91-975eac8601ff,03Ran@1,str,['05Ind@2'],-1,False
5,"05Ind@2, 03Ran@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 12} [id e55bde56-a6a4-4d55-aa61-dd4d2c8284b5]",e55bde56-a6a4-4d55-aa61-dd4d2c8284b5,product,1.0,9ce914a0-da88-4ce5-b3d4-18cac52fd505,03Ran@1,str,['05Ind@2'],-1,False
6,"03Ran@1, 00Buy@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 16} [id 81d7e6f3-af62-4b49-b094-585c193b6500]",81d7e6f3-af62-4b49-b094-585c193b6500,product,1.0,2b3297fc-e35f-4d7e-a2d1-c8ed5f53e4f5,00Buy@0,str,['03Ran@1'],-1,False
7,"03Ran@1, 00Buy@0 agreed on {'quantity': 3, 'time': 3, 'unit_price': 19} [id 02a75241-c578-4236-989a-102395496387]",02a75241-c578-4236-989a-102395496387,product,1.0,f04d7dad-cdee-4db1-824f-f710fafe7a10,00Buy@0,str,['03Ran@1'],-1,False
8,"05Ind@2, 03Ran@1 agreed on {'quantity': 4, 'time': 3, 'unit_price': 3} [id a1ce3a30-44d1-49db-860c-3a9239ab8032]",a1ce3a30-44d1-49db-860c-3a9239ab8032,product,1.0,e90c7014-506c-467c-a5d2-305082d3832e,03Ran@1,str,['05Ind@2'],-1,False
9,"05Ind@2, 03Ran@1 agreed on {'quantity': 1, 'time': 3, 'unit_price': 1} [id 6341bada-cb65-4a9a-a796-4e6dccfe327a]",6341bada-cb65-4a9a-a796-4e6dccfe327a,product,1.0,ff50e916-f522-477a-ad1e-c4be8bf0a2d4,03Ran@1,str,['05Ind@2'],-1,False
10,"05Ind@2, 03Ran@1 agreed on {'quantity': 2, 'time': 3, 'unit_price': 4} [id 8c004bc3-dafb-40f4-a125-2424fa28f275]",8c004bc3-dafb-40f4-a125-2424fa28f275,product,1.0,0aa30d35-81f7-4b60-a5a3-c005063490d0,03Ran@1,str,['05Ind@2'],-1,False
11,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 47} [id 71eca696-17b1-41c8-b8d2-798977993173]",71eca696-17b1-41c8-b8d2-798977993173,product,1.0,116f73e8-4e3c-4ba8-bce2-20bcab4130c0,04Dec@2,str,['BUYER'],-1,False
12,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 47} [id a6516e95-553d-458e-b7e8-5a12c89cd608]",a6516e95-553d-458e-b7e8-5a12c89cd608,product,1.0,534b7a60-c10a-4422-9d4c-70542fe82e94,04Dec@2,str,['BUYER'],-1,False
13,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 47} [id e05e8567-3597-4c82-8969-91e526e98715]",e05e8567-3597-4c82-8969-91e526e98715,product,1.0,64129607-1712-49c0-94d5-94ecf688d189,05Ind@2,str,['BUYER'],-1,False
14,"04Dec@2, 03Ran@1 agreed on {'quantity': 4, 'time': 4, 'unit_price': 5} [id 990084a1-d2d2-4018-a6a0-501c3e9815f9]",990084a1-d2d2-4018-a6a0-501c3e9815f9,product,1.0,0020a3f9-2baf-48e7-975f-0f82d9532685,03Ran@1,str,['04Dec@2'],-1,False
15,"05Ind@2, 03Ran@1 agreed on {'quantity': 9, 'time': 4, 'unit_price': 1} [id de077825-486d-40ab-bcc2-34df6e50a5c5]",de077825-486d-40ab-bcc2-34df6e50a5c5,product,1.0,44dfa420-5096-42f4-8519-7e99ca53ce96,03Ran@1,str,['05Ind@2'],-1,False
16,"05Ind@2, 03Ran@1 agreed on {'quantity': 5, 'time': 4, 'unit_price': 3} [id 766c06ed-639e-4e7f-be60-f7a3a068344f]",766c06ed-639e-4e7f-be60-f7a3a068344f,product,1.0,0a0712ce-d34e-4140-9475-3c740a35bccd,03Ran@1,str,['05Ind@2'],-1,False
17,"05Ind@2, 03Ran@1 agreed on {'quantity': 3, 'time': 4, 'unit_price': 1} [id ee66425b-3ef6-43c9-99dd-e759591fea82]",ee66425b-3ef6-43c9-99dd-e759591fea82,product,1.0,c6058f20-6845-46ae-8535-bb6705bc06db,03Ran@1,str,['05Ind@2'],-1,False
18,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 47} [id ef57b13d-c855-4389-9656-3d0974797c23]",ef57b13d-c855-4389-9656-3d0974797c23,product,1.0,c40856a9-8944-4ec1-89e8-51074f821b2a,04Dec@2,str,['BUYER'],-1,False
19,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 3, 'unit_price': 47} [id 326cf65a-a244-44ee-acb1-35e834ff5277]",326cf65a-a244-44ee-acb1-35e834ff5277,product,1.0,a6703749-859d-4514-a0c4-c68df0b08c62,04Dec@2,str,['BUYER'],-1,False
20,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 5, 'unit_price': 47} [id 06339cde-49ed-4c03-814b-f28616f45a87]",06339cde-49ed-4c03-814b-f28616f45a87,product,1.0,728c895d-7754-4e4e-8c41-0fcfa992a3aa,04Dec@2,str,['BUYER'],-1,False
21,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 47} [id 36153f03-4f8e-446c-bcf3-ba242ee0afc4]",36153f03-4f8e-446c-bcf3-ba242ee0afc4,product,1.0,f59122b6-6f9d-44c5-b503-aa1dfd6440f7,04Dec@2,str,['BUYER'],-1,False
22,"BUYER, 05Ind@2 agreed on {'time': 4, 'quantity': 4, 'unit_price': 47} [id ff164f31-f5a7-4373-852b-0fa6a4b4c80a]",ff164f31-f5a7-4373-852b-0fa6a4b4c80a,product,0.25,bf62f50f-b034-4654-80ee-c81e899bc797,05Ind@2,str,['BUYER'],-1,False
23,"05Ind@2, 03Ran@1 agreed on {'quantity': 2, 'time': 5, 'unit_price': 10} [id 5da9d569-d189-470d-9edb-7b9f317ca786]",5da9d569-d189-470d-9edb-7b9f317ca786,product,1.0,2c7d2a28-fe03-45f8-a52a-294a8cbe9adc,03Ran@1,str,['05Ind@2'],-1,False
24,"04Dec@2, 03Ran@1 agreed on {'quantity': 5, 'time': 5, 'unit_price': 12} [id 217fe4cc-b6ee-4e73-8c93-872af4f5bc81]",217fe4cc-b6ee-4e73-8c93-872af4f5bc81,product,1.0,a0428d4b-63fa-445e-843e-d0d1f799320a,03Ran@1,str,['04Dec@2'],-1,False
25,"BUYER, 04Dec@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 47} [id 3351d48e-b5fb-4238-9ce3-a8ebf3738ccf]",3351d48e-b5fb-4238-9ce3-a8ebf3738ccf,product,0.5,4c56c0bb-331d-473e-b9e3-ef7e0a716336,04Dec@2,str,['BUYER'],-1,False
26,"BUYER, 04Dec@2 agreed on {'time': 5, 'quantity': 3, 'unit_price': 47} [id 286bf7bf-1d7d-4390-881d-a213c0a152e4]",286bf7bf-1d7d-4390-881d-a213c0a152e4,product,1.0,e431c42d-695f-4a67-b01d-4998aff022cb,04Dec@2,str,['BUYER'],-1,False
