index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,18,0,0,0,10.000000000000002,20,10.0,16.92700496508729,8,11.75,11.90471595610551,39,17.102564102564102,36.00000000000001,11,36.0,0,1.1450000000000002,73127,7,20,1.0,408.5400993017458,False,0.07783041404037387,8,3.826000000000001,57934,338,0,0.0,3380.0000000000005,False,-0.12364042565700512,0,0.2,95452,75,180,1.0,3412.3742444805384,False,0.0009600486502886692,21,3.7130000000000005,75509,440,0,0.0,7447.882184638407,False,-0.1837125524924617,0,0.37100000000000005,145937,190,14,1.0,2765.896031660047,False,0.05282679675140082,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,587882,0.0,0.0,17,0,0,14,6,6.0,18,32,18,122.0,67.0,8,10,18,1226,1.5781933320104145,82.55465998634463
34,18,0,0,0,10.000000000000002,20,10.0,16.307926700251585,24,10.75,12.080394868643781,1,36.0,36.00000000000001,12,36.0,0,1.1450000000000002,73117,9,26,1.0,514.0060942065412,False,0.07845850795319045,20,4.018000000000001,57546,346,0,0.0,3460.0000000000005,False,-0.12875536480686695,0,0.2,95292,87,189,1.0,3701.984253095563,False,0.0008035041111397014,0,3.6920000000000006,75447,442,0,0.0,7208.1036015112,False,-0.1855864441275888,0,0.37100000000000005,146333,181,12,1.0,2618.5514712245244,False,0.05513032227725873,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,587658,0.0,0.0,20,0,0,16,3,3.0,18,34,17,134.0,63.0,11,7,17,778,1.593391446978785,84.14805143332342
35,17,0,0,0,10.0,20,10.0,15.725968388663183,24,10.5,11.024652932949504,13,1.0,36.00000000000001,11,36.0,0,1.1450000000000002,73077,7,31,1.0,557.5050200485587,False,0.07819025971580161,19,4.188000000000001,57211,358,0,0.0,3580.0,False,-0.13279734258333822,0,0.2,95070,95,199,1.0,3687.8729305799534,False,-0.0015563131376914218,13,3.822000000000001,75053,448,0,0.0,7045.233838121107,False,-0.19048455242300977,0,0.37100000000000005,146716,184,11,1.0,2424.536139662709,False,0.05717417578920133,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,587050,0.0,0.0,16,0,0,22,3,3.0,15,37,18,141.0,30.0,12,5,18,636,1.517481918039266,85.66553335136268
36,18,0,0,0,10.0,20,10.0,16.09792193733341,39,18.153846153846153,11.367348715247905,27,12.925925925925926,36.00000000000001,11,36.0,0,1.1450000000000002,73657,2,15,1.0,261.46882906000116,False,0.08453957338071023,13,4.299,56836,373,0,0.0,3730.0,False,-0.13720677288494326,0,0.2,94927,111,202,1.0,4083.0737755240852,False,-0.0009937991267496065,20,4.009000000000001,74098,461,0,0.0,7421.1420131107025,False,-0.19838694682372268,0,0.37100000000000005,146763,201,10,1.0,2644.837091764829,False,0.058297256774072534,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,586204,0.0,0.0,23,0,0,16,8,8.0,16,32,19,110.0,22.0,10,8,19,1485,1.4624171429895796,87.12795049435226
37,19,0,0,0,10.0,20,10.0,16.32325270040938,29,18.103448275862068,11.367348715247905,0,,36.00000000000001,8,36.0,2,1.1650000000000003,73910,2,10,1.0,183.2325270040938,False,0.08768323040011236,12,4.406000000000001,56608,383,0,0.0,3830.0,False,-0.13982303486389558,0,0.2,94533,119,212,1.0,4352.3449989812725,False,-0.0036658682378752395,0,3.989000000000001,73967,472,0,0.0,7704.575274593228,False,-0.19827654007833295,0,0.37100000000000005,147051,191,12,1.0,2603.16360461235,False,0.060206547669559865,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,585992,0.0,0.0,15,0,0,13,4,3.1176470588235294,21,34,23,109.0,52.0,11,8,23,488,1.5270295339869335,88.6549800283392
38,23,0,0,0,10.0,20,10.0,16.05938258143836,5,3.8,11.367348715247905,0,,36.00000000000001,12,36.0,0,1.1630000000000003,73830,0,20,1.0,321.1876516287672,False,0.087521221497654,5,4.444000000000002,56408,395,0,0.0,3950.0,False,-0.1418807690046446,0,0.2,94514,114,222,1.0,4354.321029069008,False,-0.0038514344559366477,0,3.989000000000001,73967,472,0,0.0,7580.028578438906,False,-0.19891810344388342,0,0.37100000000000005,147483,181,10,1.0,2417.490117459871,False,0.06263038890522214,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,586125,0.0,0.0,18,0,0,9,2,2.0,23,32,25,146.0,56.0,11,12,25,632,1.4812369360006414,90.13621696433984
39,25,0,0,0,10.0,20,10.0,15.858014500758339,7,9.714285714285714,12.226510161000204,14,20.5,36.00000000000001,7,36.0,0,1.1630000000000003,73730,4,25,1.0,436.45036251895846,False,0.08689848288052615,2,4.4590000000000005,56338,401,0,0.0,4010.0,False,-0.1424686930448586,0,0.2,94727,111,224,1.0,4498.977885648222,False,-0.000911874075886108,6,4.049,73799,472,0,0.0,7484.982844357935,False,-0.20113850077598552,0,0.37100000000000005,147448,185,13,1.0,2729.9043797850377,False,0.06349659960760198,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,585965,0.0,0.0,19,0,0,19,2,2.0,25,44,27,181.0,40.0,16,9,27,773,2.8176024529966526,92.95381941733649
40,27,0,0,0,9.999999999999998,20,10.0,17.39118025958121,40,25.0,10.944385052936422,23,3.4782608695652173,36.00000000000001,10,36.0,10,1.2630000000000003,74355,5,10,1.0,223.91180259581208,False,0.09452283939822889,5,4.507000000000001,56200,410,0,0.0,4099.999999999999,False,-0.14383561643835616,0,0.2,94693,109,233,1.0,4445.680365628537,False,-0.0015367003264382952,22,4.263000000000001,72079,504,0,0.0,8765.154850828929,False,-0.2122641794115854,0,0.37100000000000005,147728,198,13,1.0,2634.9882404814116,False,0.065158468071013,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,584978,0.0,0.0,19,0,0,17,9,8.333333333333332,21,38,24,149.0,57.0,12,15,24,1046,1.901451087964233,94.85527050530072
41,24,0,0,0,9.999999999999998,20,10.0,17.63442294216073,17,20.705882352941178,10.710909347350526,7,6.0,36.00000000000001,11,36.0,4,1.2930000000000004,74535,4,10,1.0,216.34422942160728,False,0.09711288310175206,3,4.532000000000001,56036,421,0,0.0,4209.999999999999,False,-0.14543770944793932,0,0.2,94377,116,242,1.0,4637.633123349472,False,-0.003803466113689354,6,4.301000000000001,71911,504,0,0.0,8887.749162849008,False,-0.21336347209164472,0,0.37100000000000005,148082,195,12,1.0,2520.6273227333527,False,0.06727969856902602,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,584864,0.0,0.0,20,0,0,9,4,3.230769230769231,25,34,26,133.0,36.0,12,12,26,632,1.923473535978701,96.77874404127942
42,26,0,0,0,9.999999999999998,20,10.0,16.526943688250746,15,1.1333333333333333,13.353564823295875,21,30.142857142857142,36.000000000000014,9,36.0,0,1.2890000000000001,74425,5,20,1.0,380.53887376501496,False,0.09670276672471197,15,4.679000000000001,55664,430,0,0.0,4299.999999999999,False,-0.15024398847668882,0,0.2,94989,121,235,1.0,5137.84791975287,False,0.005078287331957346,4,4.335000000000001,71799,504,0,0.0,8329.579618878377,False,-0.21739257395107212,0,0.37100000000000005,147773,206,13,1.0,3218.83435359895,False,0.0675662996455282,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.5,584573,0.0,0.0,16,0,0,11,3,3.0,22,33,29,137.0,60.0,11,15,29,1153,1.9809736610041,98.75971770228352
43,29,0,0,0,9.999999999999998,20,10.0,16.118365964336714,10,7.9,15.88471198148198,24,30.541666666666668,36.000000000000014,11,36.0,0,1.2890000000000001,74373,5,27,1.0,485.1958810370913,False,0.0967075951043352,7,4.734000000000002,55448,440,0,0.0,4399.999999999999,False,-0.15268387324357693,0,0.2,95613,121,226,1.0,5540.267189499669,False,0.013579906194301036,5,4.381000000000001,71684,504,0,0.0,8123.656446025704,False,-0.21963809588406888,0,0.37100000000000005,147436,220,12,1.0,3926.6366359260355,False,0.06768708420018163,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.5,584477,0.0,0.0,18,0,0,6,4,4.0,29,35,30,137.0,59.0,11,18,30,1347,1.7822625589906238,100.54198026127415
44,30,0,0,0,9.999999999999998,20,10.0,16.96478117099059,24,23.666666666666668,14.439921785516207,18,2.6666666666666665,36.000000000000014,7,36.0,0,1.2890000000000001,74791,4,18,1.0,345.36606107783064,False,0.10182378491591093,5,4.777000000000001,55295,451,0,0.0,4509.999999999999,False,-0.15412428714210125,0,0.2,95219,129,236,1.0,5596.278312439611,False,0.009809294351412059,18,4.556000000000002,70910,510,0,0.0,8652.0383972052,False,-0.22489033947764278,0,0.37100000000000005,147640,228,15,1.0,3832.302167097695,False,0.06880789465688672,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.5,583778,0.0,0.0,19,0,0,18,6,6.0,15,33,27,161.0,48.0,14,16,27,960,1.9941879689577036,102.53616823023185
45,27,0,0,0,10.0,20,10.0,17.923532051331875,22,26.318181818181817,14.363251837847562,1,3.0,36.000000000000014,6,36.0,3,1.3190000000000002,75242,0,10,1.0,179.23532051331875,False,0.10723172526686836,1,4.782000000000001,55147,465,0,0.0,4650.0,False,-0.15527073902051855,0,0.2,95160,123,246,1.0,5737.954394424321,False,0.009931254285398105,1,4.548000000000002,70364,528,0,0.0,9463.62492310323,False,-0.22633480181783738,0,0.37100000000000005,147853,219,19,1.0,3829.5521524886162,False,0.07032027954551132,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.5,583689,0.0,0.0,18,0,0,15,3,3.0,14,29,33,87.0,59.0,10,17,33,936,1.876669953984674,104.41283818421653
46,33,0,0,0,10.0,20,10.0,18.478571318408903,10,29.2,14.156370735424142,5,8.6,36.000000000000014,6,36.0,0,1.316,75454,0,8,0.8,147.82857054727123,False,0.11011691288837734,0,4.781000000000001,55027,477,0,0.0,4770.0,False,-0.15615262508083955,0,0.2,95148,115,255,1.0,5734.91023915018,False,0.009791944774893965,4,4.5870000000000015,70008,536,0,0.0,9904.514226667172,False,-0.22773134380741167,0,0.37100000000000005,148026,214,23,1.0,3857.463337380767,False,0.0716563637634383,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.4666666666666666,583586,0.0,0.0,21,0,0,14,2,2.0,25,39,32,178.0,58.0,17,16,32,744,1.761780794011429,106.17461897822795
47,32,0,0,0,10.0,20,10.0,19.02262555161029,23,23.347826086956523,14.994189639471967,5,36.0,36.000000000000014,12,36.0,8,1.3960000000000004,75674,4,10,1.0,230.2262555161029,False,0.11395603985769383,7,4.851000000000001,54850,483,0,0.0,4830.0,False,-0.15831324592862603,0,0.2,95314,111,260,1.0,6010.000742491454,False,0.01291918169521172,0,4.583000000000001,69485,553,0,0.0,10519.51193004049,False,-0.22995151738504874,0,0.37100000000000005,148278,209,21,1.0,3889.7856346496415,False,0.07357278612804309,0,0.2,139923,0,5,0.0,180.00000000000006,False,0.0006074552627065348,0.5,583524,0.0,0.0,22,0,0,10,4,3.5,23,33,36,124.0,80.0,13,19,36,812,1.8959239259711467,108.0705429041991
48,36,0,0,0,10.0,20,10.0,16.877344520280495,29,3.1724137931034484,14.068414385583889,9,2.0,36.00000000000001,10,36.0,0,1.3880000000000003,75624,2,19,1.0,340.6695458853294,False,0.11403278812603122,28,5.1240000000000006,54029,495,0,0.0,4950.0,False,-0.16949850079369747,0,0.2,95252,129,270,1.0,5975.649327223834,False,0.012103483888238961,9,4.673000000000002,69212,554,0,0.0,9350.048864235394,False,-0.23878818902675833,0,0.37100000000000005,148620,208,21,1.0,3682.230192201449,False,0.07527524938611801,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,582660,0.0,0.0,16,0,0,11,6,6.0,28,39,34,198.0,117.0,18,18,34,590,2.045746512012556,110.11628941621166
49,34,0,0,0,10.0,20,10.0,17.565633512440055,27,22.48148148148148,13.129999211384334,13,4.923076923076923,36.00000000000001,10,36.0,3,1.4180000000000004,76065,0,8,0.8,140.52506809952044,False,0.11904377879431127,5,5.146000000000001,53835,509,0,0.0,5090.0,False,-0.17132106531836086,0,0.2,94822,139,279,1.0,6104.892838205396,False,0.008339220307038507,12,4.784000000000001,68715,561,0,0.0,9854.320400478871,False,-0.24131087209355137,0,0.37100000000000005,148916,211,21,1.0,3526.4298336020943,False,0.07683390684352703,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.4666666666666666,582276,0.0,0.0,21,0,0,18,6,5.166666666666667,24,42,29,190.0,72.0,17,17,29,704,1.9252655550371855,112.04155497124884
50,29,0,0,0,10.0,20,10.0,17.21792985743487,22,14.090909090909092,15.80402685439589,25,28.0,36.00000000000001,9,36.0,5,1.4650000000000003,76156,0,7,0.7,120.5255090020441,False,0.12023432821595946,9,5.231000000000002,53566,522,0,0.0,5220.0,False,-0.1743194779234523,0,0.2,95345,145,270,1.0,6763.687080014946,False,0.017120934837556966,6,4.832000000000002,68403,567,0,0.0,9762.566229165572,False,-0.2449978559255882,0,0.37100000000000005,148540,226,22,1.0,4363.710069093471,False,0.07713863583090391,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.45,581933,0.0,0.0,20,0,0,11,6,6.0,22,33,33,112.0,73.0,12,17,33,1405,1.8256800870294683,113.86723505827831
51,33,0,0,0,10.000000000000002,20,10.0,17.038697682382217,12,14.083333333333334,15.964159525511132,1,36.0,36.00000000000001,7,36.0,0,1.4600000000000002,76156,2,10,1.0,190.38697682382218,False,0.12074774367117277,5,5.272000000000001,53436,530,0,0.0,5300.000000000001,False,-0.1756423070139338,0,0.2,95308,141,279,1.0,6856.456880833499,False,0.017217621598070817,0,4.826000000000001,68307,573,0,0.0,9763.173772005011,False,-0.24598375432954714,0,0.37100000000000005,148756,217,25,1.0,4364.222617035916,False,0.07868411832169368,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,581886,0.0,0.0,22,0,0,19,2,2.0,19,38,27,160.0,69.0,15,18,27,608,1.7938160799676552,115.66105113824597
52,27,0,0,0,10.000000000000002,20,10.0,16.741217404088722,7,8.714285714285714,15.783271000737663,16,14.500000000000002,36.00000000000001,7,36.0,0,1.4600000000000004,76087,4,17,1.0,324.6006958695083,False,0.12071991810122219,4,5.307000000000001,53286,538,0,0.0,5380.000000000001,False,-0.1772590981245223,0,0.2,95522,133,283,1.0,6693.247607952559,False,0.018581608241655417,10,4.926000000000001,67950,578,0,0.0,9676.423659563281,False,-0.25010856817821425,0,0.37100000000000005,148776,223,28,1.0,4527.669433164499,False,0.07941108796368321,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,581544,0.0,0.0,16,0,0,13,4,4.0,23,36,27,148.0,65.0,14,13,27,725,1.6453226970043033,117.30637383525027
53,27,0,0,0,10.000000000000002,20,10.0,16.720681007337973,30,16.6,14.619294179944921,14,4.928571428571429,36.00000000000001,10,36.0,0,1.4600000000000002,76284,4,16,1.0,307.53089611740756,False,0.1234899971788275,19,5.493,52956,548,0,0.0,5480.000000000001,False,-0.18137456640602034,0,0.2,95341,144,292,1.0,6676.611965600585,False,0.016631185111011054,13,5.046000000000002,67295,587,0,0.0,9815.03975130739,False,-0.25614258614687374,0,0.37100000000000005,149067,227,28,1.0,4326.579778847497,False,0.08077218204665083,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,580866,0.0,0.0,23,0,0,19,5,5.0,18,37,29,176.0,53.0,17,10,29,893,1.7727534800069407,119.07912731525721
54,29,0,0,0,10.000000000000002,20,10.0,16.907485723813465,29,18.103448275862068,13.825634413221424,10,4.5,36.00000000000001,8,36.0,8,1.5400000000000003,76518,5,10,1.0,219.07485723813465,False,0.12627928491708895,5,5.524000000000002,52781,557,0,0.0,5570.000000000001,False,-0.18328531953671587,0,0.2,95278,149,301,1.0,6680.731331227855,False,0.016003355129180663,9,5.123000000000002,66593,601,0,0.0,10161.398920011892,False,-0.2615906922164947,0,0.37100000000000005,149310,227,30,1.0,4218.419011801264,False,0.08212230222614933,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,580403,0.0,0.0,20,0,0,17,6,5.6,19,36,28,172.0,82.0,15,14,28,950,1.8278072929824702,120.90693460823968
55,28,0,0,0,10.000000000000002,20,10.0,17.98677353943793,39,23.333333333333332,12.057882099433316,32,5.71875,36.00000000000001,13,36.0,23,1.7620000000000002,76767,8,10,1.0,259.86773539437934,False,0.13023890098914098,6,5.579000000000002,52602,564,0,0.0,5640.000000000001,False,-0.18540184608148627,0,0.2,95120,156,303,1.0,6459.474948280612,False,0.01323584684634321,24,5.354000000000001,65141,623,0,0.0,11205.75991506983,False,-0.2711700411318713,0,0.37100000000000005,149595,249,27,1.0,3974.4126427588963,False,0.0832871642657614,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,579148,0.0,0.0,18,0,0,15,7,6.545454545454545,19,34,30,141.0,85.0,13,15,30,927,1.8952123110066168,122.8021469192463
56,30,0,0,0,10.000000000000002,20,10.0,18.863569036763632,53,22.32075471698113,12.057882099433316,0,,36.00000000000001,8,36.0,24,1.979,77153,9,10,1.0,278.63569036763636,False,0.1360502946261364,19,5.763000000000001,52170,573,0,0.0,5730.000000000001,False,-0.19109001117055677,0,0.2,95051,160,313,1.0,6792.288143004809,False,0.014239366110363234,0,5.330000000000001,64027,662,0,0.0,12487.682702337524,False,-0.27604346210097597,0,0.37100000000000005,149883,239,29,1.0,3925.8338217645623,False,0.08517178056487824,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,578207,0.0,0.0,15,0,0,10,6,5.411764705882353,20,30,30,121.0,87.0,10,20,30,488,3.1010954509838484,125.90324237023015
57,30,0,0,0,10.000000000000002,20,10.0,19.251526050217485,18,24.333333333333332,10.998213727446025,24,5.166666666666667,36.0,9,36.0,5,2.0050000000000003,77423,6,10,1.0,252.51526050217484,False,0.13982682153934808,3,5.774000000000002,51986,586,0,0.0,5860.000000000001,False,-0.19283908519019344,0,0.2,95152,153,315,1.0,6409.920809828773,False,0.013310260185590912,16,5.490000000000001,63050,677,0,0.0,13033.283135997237,False,-0.28329839212899993,0,0.37100000000000005,150083,253,30,1.0,3862.5480730438444,False,0.08637495023527769,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577617,0.0,0.0,17,0,0,14,5,4.333333333333333,23,37,24,156.0,72.0,15,15,24,628,1.7864251189748757,127.68966748920502
58,24,0,0,0,10.000000000000002,20,10.0,19.40037807638074,5,26.2,11.174943872137451,1,36.0,36.0,11,36.0,0,2.0000000000000004,77473,3,16,1.0,340.40604922209184,False,0.1412076404346383,1,5.7810000000000015,51848,599,0,0.0,5990.000000000001,False,-0.193912046563584,0,0.2,95177,144,324,1.0,6414.336257571361,False,0.013590564351575515,0,5.474000000000001,62930,681,0,0.0,13211.657470015283,False,-0.2836158374799604,0,0.37100000000000005,150443,244,29,1.0,3770.686304801538,False,0.08861945537991521,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577794,0.0,0.0,19,0,0,13,1,1.0,22,35,23,90.0,53.0,11,13,23,752,1.8431740890373476,129.53284157824237
59,23,0,0,0,10.000000000000002,20,10.0,19.411065781023574,14,19.571428571428573,11.516215661535714,3,26.0,36.0,13,36.0,0,2.0000000000000004,77545,3,20,1.0,418.2213156204715,False,0.1428377720296642,8,5.860000000000001,51683,609,0,0.0,6090.000000000001,False,-0.19560232817919926,0,0.2,95099,144,332,1.0,6618.577072097252,False,0.013839061825051515,1,5.484000000000002,62783,685,0,0.0,13296.580060001148,False,-0.28469283438932086,0,0.37100000000000005,150833,237,26,1.0,3665.343111783964,False,0.09103018377945787,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577866,0.0,0.0,22,0,0,11,3,3.0,22,33,28,144.0,45.0,13,10,28,912,1.8211793579976074,131.35402093623998
60,28,0,0,0,10.000000000000002,20,10.0,18.456473745917226,23,10.08695652173913,11.124086526675612,8,5.375,36.0,12,36.0,0,2.0000000000000004,77569,5,21,1.0,437.58594866426176,False,0.1433328381199972,14,5.992000000000001,51385,617,0,0.0,6170.000000000001,False,-0.19939443823857958,0,0.2,94991,143,341,1.0,6432.589251262547,False,0.011768347248042772,7,5.553000000000002,62499,699,0,0.0,12901.075148396141,False,-0.2896560287003753,0,0.37100000000000005,151222,235,24,1.0,3478.160333768769,False,0.09314133101941269,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577589,0.0,0.0,21,0,0,8,3,3.0,25,33,27,134.0,63.0,12,16,27,812,1.7335180139634758,133.08753895020345
61,27,0,0,0,10.000000000000002,20,10.0,18.441199045157774,7,18.0,13.620428776439098,25,24.88,36.0,9,36.0,0,2.0000000000000004,77585,6,24,1.0,502.58877708378657,False,0.14404571680495465,0,5.978000000000001,51295,626,0,0.0,6260.000000000001,False,-0.20005585278382032,0,0.2,95487,139,335,1.0,7126.170307384028,False,0.020451091059516913,9,5.636000000000002,62220,700,0,0.0,12908.839331610441,False,-0.2924903964785945,0,0.37100000000000005,150924,250,25,1.0,4305.107194109774,False,0.09396656564129324,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577434,0.0,0.0,18,0,0,13,2,2.0,20,33,26,140.0,41.0,12,15,26,1242,1.6095053780009039,134.69704432820436
62,26,0,0,0,10.000000000000002,20,10.0,18.989200301325457,16,25.4375,13.173684081537314,8,6.25,36.0,6,36.0,0,2.0,77892,6,18,1.0,401.80560542385825,False,0.14781737319524862,0,5.978000000000001,51195,636,0,0.0,6360.000000000001,False,-0.20079075783408784,0,0.2,95148,144,344,1.0,7266.192167439702,False,0.017679864871167267,7,5.697000000000002,61999,701,0,0.0,13311.429411229146,False,-0.2926934043618753,0,0.37100000000000005,151090,248,29,1.0,4311.073652221254,False,0.09517420978010563,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,577247,0.0,0.0,18,0,0,14,1,1.0,21,35,21,91.0,59.0,10,16,21,859,1.5474006739677861,136.24444500217214
63,21,0,0,0,10.0,20,10.0,18.72794778803068,44,17.636363636363637,12.278819192474314,19,6.684210526315789,36.0,10,36.0,10,2.1000000000000005,78356,5,10,1.0,237.27947788030679,False,0.15342818124140387,16,6.138000000000001,50759,647,0,0.0,6470.0,False,-0.20639073431712623,0,0.2,94670,163,353,1.0,7387.078664392434,False,0.013378038759555125,18,5.870000000000001,61182,716,0,0.0,13409.210616229966,False,-0.3006067551834854,0,0.37100000000000005,151323,257,29,1.0,4199.656532465899,False,0.0964412288193424,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,576213,0.0,0.0,21,0,0,10,6,5.625,20,30,20,80.0,53.0,8,13,20,940,1.4555117869749665,137.6999567891471
64,20,0,0,0,10.0,20,10.0,17.967944320677308,36,13.63888888888889,12.278819192474314,0,,36.0,10,36.0,4,2.1300000000000003,78507,8,10,1.0,259.67944320677304,False,0.15581221296965417,22,6.342000000000001,50282,654,0,0.0,6540.0,False,-0.21288729496149097,0,0.2,94281,180,363,1.0,7691.441344590092,False,0.010938244189924798,0,5.852000000000002,61080,725,0,0.0,13026.759632491048,False,-0.3036276740715446,0,0.37100000000000005,151683,247,29,1.0,4076.8683405411557,False,0.09857522561796475,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,575756,0.0,0.0,18,0,0,7,5,4.444444444444445,25,32,20,56.0,46.0,7,13,20,692,1.4559844529721886,139.1559412421193
65,20,0,0,0,10.0,20,10.0,18.087171506864046,13,20.076923076923077,14.11744473658522,17,27.529411764705884,36.0,6,36.0,0,2.1260000000000003,78683,6,12,1.0,277.0460580823685,False,0.158526706876377,5,6.370000000000001,50072,666,0,0.0,6660.0,False,-0.21509201011229348,0,0.2,94732,175,360,1.0,8247.535118871887,False,0.01844915839319988,4,5.892000000000002,60720,733,0,0.0,13257.896714531345,False,-0.30614589854977925,0,0.37100000000000005,151431,254,33,1.0,4773.830963092646,False,0.09926473244487388,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,575561,0.0,0.0,21,0,0,7,2,2.0,25,32,20,101.0,45.0,8,12,20,1128,1.818287062982563,140.97422830510186
66,20,0,0,0,10.0,20,10.0,18.087171506864046,0,,13.248783190137603,9,1.0,36.0,11,36.0,0,2.126000000000001,78553,9,22,1.0,487.917773151009,False,0.15816566062930665,0,6.365000000000001,50002,673,0,0.0,6730.0,False,-0.21560644364748074,0,0.2,94732,165,370,1.0,7886.43307898348,False,0.01658905413374274,9,5.978000000000001,60459,733,0,0.0,13257.896714531345,False,-0.30883481834579224,0,0.37100000000000005,151818,253,32,1.0,4503.942147104814,False,0.10106605592556467,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,575487,0.0,0.0,22,0,0,12,2,2.0,18,30,21,83.0,48.0,9,11,21,596,1.7270467749913223,142.70127508009318
67,21,0,0,0,10.000000000000002,20,10.0,18.419181796291657,15,23.0,12.639009529340607,15,7.666666666666667,36.0,10,36.0,0,2.126000000000001,78752,11,21,1.0,496.8028177221248,False,0.16115587937064285,4,6.405000000000001,49868,681,0,0.0,6810.000000000001,False,-0.21698806514198365,0,0.2,94778,159,378,1.0,7706.195507701123,False,0.016134525872874554,13,6.099000000000001,59746,744,0,0.0,13703.871256440993,False,-0.3138831130868954,0,0.37100000000000005,152063,258,32,1.0,4412.864458569877,False,0.10249151155797928,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,575130,0.0,0.0,21,0,0,14,5,5.0,23,37,24,100.0,57.0,10,11,24,951,1.5937356170034036,144.2950106970966
