index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,13.0,0,,18.0,0,,24.0,0,,0,0.2,24119,2,10,1.0,150.0,False,-0.0018565122323528198,0,0.2,24159,0,8,0.8,104.0,False,-0.0011551631667973102,0,0.2,36798,0,0,0.0,0.0,False,0.0,0,0.2,36798.0,0,0,0.0,0.0,False,0.0,0,0.2,43960,0,0,0.0,0.0,False,0.0,0,0.2,43960,0,0,0.0,0.0,False,0.0,0.3,209794,0.0,0.0,12,0,0,207,0,0.0,644,851,58,0.0,0.0,0,0,58,200,1.506432340014726,1.506432340014726
1,58,0,0,0,10.0,20,10.0,13.0,0,,16.923076923076923,7,10.0,24.0,0,,0,0.2,23969,7,20,1.0,330.0,False,-0.0043318618754899126,0,0.2,24109,0,13,0.5,169.0,False,-0.001877140146045629,0,0.2,36798,0,0,0.0,0.0,False,0.0,7,0.27,36714.0,0,0,0.0,0.0,False,-0.0022827327572150662,0,0.2,43890,0,7,0.7,168.0,False,0.0003184713375796178,0,0.2,43960,0,0,0.0,0.0,False,0.0,0.3666666666666667,209440,0.0,0.0,12,0,0,40,1,1.0,32,72,40,918.0,96.0,51,7,40,200,2.7878176899976097,4.294250030012336
2,40,0,0,0,10.0,20,10.0,13.964285714285714,11,17.90909090909091,16.923076923076923,0,,24.0,0,,0,0.2,23866,8,29,1.0,484.96428571428567,False,-0.005384622185026556,0,0.2,24209,0,12,0.9,167.57142857142856,False,0.002218974144383587,0,0.2,36601,1,10,1.0,183.19505494505495,False,-0.00286435329440383,0,0.263,36714.0,0,0,0.0,0.0,False,-0.0022827327572150662,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,0,0.2,43960,0,0,0.0,0.0,False,0.0,0.48333333333333334,209240,0.0,0.0,13,0,0,31,0,0.0,18,49,35,307.0,113.0,28,12,35,397,3.3690547980368137,7.663304828049149
3,35,0,0,0,10.0,20,10.0,13.452205882352942,4,7.0,16.923076923076923,0,,24.0,10,24.0,0,0.2,23790,7,37,1.0,567.7316176470588,False,-0.006812747686640212,0,0.2,24113,1,20,1.0,279.04411764705884,False,0.0005578637247216434,0,0.2,36573,0,15,0.5,253.84615384615384,False,-0.0026652786313637144,0,0.263,36714.0,0,0,0.0,0.0,False,-0.0022827327572150662,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,10,0.30000000000000004,43865,0,0,0.0,0.0,False,-0.0021610555050045497,0.4166666666666667,208945,0.0,0.0,14,0,0,23,6,6.0,16,39,21,299.0,195.0,20,15,21,228,2.3134282900136895,9.976733118062839
4,21,0,0,0,10.0,20,10.0,15.560030395136778,30,19.0,15.806451612903224,9,10.0,24.0,10,24.0,0,0.2,24260,7,17,1.0,334.5205167173252,False,0.007766832722416895,0,0.2,24013,1,30,1.0,476.80091185410333,False,0.0005115910692293677,0,0.2,36307,4,25,1.0,457.4014119031277,False,-0.007128085603794575,9,0.35300000000000004,36302.0,16,0,0.0,248.96048632218844,False,-0.01009619427248505,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,10,0.39,43678,0,9,0.9,216.0,False,-0.003958143767060964,0.65,208450,0.0,0.0,12,0,0,22,7,7.0,13,35,18,170.0,102.0,12,9,18,770,1.8337368090287782,11.810469927091617
5,18,0,0,0,10.0,20,10.0,16.451864369821195,39,18.076923076923077,14.92401215805471,9,10.0,24.0,9,24.0,3,0.23,24522,4,10,1.0,204.51864369821195,False,0.015894192080907036,0,0.2,24208,4,21,1.0,385.4891517662451,False,0.006672906303194176,0,0.2,35906,17,35,1.0,802.0221198188751,False,-0.013342815916369355,9,0.43400000000000005,35890.0,32,0,0.0,526.4596598342782,False,-0.017521880810991413,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,0,0.38000000000000006,43804,0,9,0.9,216.0,False,-0.001091901728844404,0.65,208220,0.0,0.0,16,0,0,21,2,1.15,15,36,23,180.0,84.0,10,8,23,741,1.5677253589965403,13.378195286088157
6,23,0,0,0,10.0,20,10.0,16.67517507996285,25,17.56,14.92401215805471,0,,24.0,11,24.0,12,0.34700000000000003,24668,2,10,1.0,186.75175079962852,False,0.021551048945905996,0,0.2,24109,6,28,1.0,526.9049022389598,False,0.0055056912875729,0,0.2,35676,21,45,1.0,1021.759223791682,False,-0.016607434863420794,0,0.42500000000000004,35681.0,43,0,0.0,717.0325284384027,False,-0.02061209130335342,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,2,0.4,44009,0,0,0.0,0.0,False,0.0011146496815286624,0.5,208033,0.0,0.0,15,0,0,18,4,3.090909090909091,18,36,19,237.0,72.0,14,9,19,437,1.6364637989900075,15.014659085078165
7,19,0,0,0,10.0,20,10.0,16.67517507996285,0,,13.680888664478667,18,10.0,24.0,12,24.0,0,0.3350000000000001,24608,0,18,0.8,300.15315143933134,False,0.02141493360780825,0,0.2,23969,10,38,1.0,733.6566530385884,False,0.003994732724918311,0,0.2,35766,11,46,1.0,812.7478044456101,False,-0.01700163318053145,9,0.5150000000000001,35573.0,43,0,0.0,717.0325284384027,False,-0.02354703341977279,0,0.2,43890,0,7,0.0,168.0,False,0.0003184713375796178,12,0.518,43703,8,10,1.0,349.4471093158293,False,-0.001871620685670662,0.6333333333333333,207509,0.0,0.0,10,0,0,22,7,7.0,12,34,19,168.0,69.0,11,8,19,290,1.561649646027945,16.57630873110611
8,19,0,0,0,10.0,20,10.0,17.700432557056864,65,19.46153846153846,12.87454270630244,18,10.0,24.000000000000004,8,24.0,0,0.3350000000000001,24538,0,25,0.7,442.5108139264216,False,0.02146356726610874,27,0.4700000000000001,24570,13,10,1.0,307.00432557056865,False,0.01998853759582837,0,0.2,35203,34,48,1.0,1219.7927568424504,False,-0.026770575074155534,10,0.6060000000000001,34831.0,75,0,0.0,1327.532441779265,False,-0.0354158861652908,0,0.2,43890,0,7,0.0,168.00000000000003,False,0.0003184713375796178,0,0.506,43715,16,12,1.0,493.9926833008391,False,4.5412685405320504e-05,0.6166666666666667,206747,0.0,0.0,20,0,0,19,3,2.625,13,32,18,135.0,102.0,10,9,18,1094,1.5077577260090038,18.084066457115114
9,18,0,0,0,10.000000000000002,20,10.0,18.450757580123515,77,20.0,15.403007494687616,72,18.0,24.000000000000004,10,24.0,4,0.37500000000000006,24954,0,10,1.0,184.50757580123513,False,0.03330392293001427,38,0.8230000000000002,24543,13,10,1.0,314.50757580123513,False,0.019029406654590367,0,0.2,34243,72,58,1.0,2221.828980460775,False,-0.03924358687346082,72,1.316,33963.0,104,0,0.0,1918.8787883328455,False,-0.050969090869981415,0,0.2,43890,0,7,0.0,168.00000000000003,False,0.0003184713375796178,0,0.506,42659,78,12,1.0,1489.434584585634,False,-0.012654292713994203,0.6666666666666666,204252,0.0,0.0,18,0,0,19,5,3.619047619047619,16,35,16,227.0,42.0,14,4,16,740,1.5291495909914374,19.61321604810655
