index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
130,25,0,0,0,9.999999999999998,10,10.0,17.478526234374733,6,29.0,42.22600782703247,1,44.0,36.99999999999999,0,,0,14.987000000000002,-52097.38888888889,1307,0,0.0,13069.999999999998,True,-1.9391983197742597,0,3.287000000000001,68542,7,14,1.0,314.6993672812463,False,0.41613105383494037,0,0.2,82701,297,429,1.0,23306.079649406223,False,0.23143837622457436,0,0.2,80019,399,529,1.0,29311.490108015692,False,0.23562398107578655,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,64533,356,412,1.0,30276.458786423555,False,-0.1883947497253423,0.6666666666666666,393960,0.0,0.125,6,0,0,5,5,10858.622685185186,2,7,21,96.0,54.0,7,18,21,318,1.0208602352067828,218.47727335058153
131,21,0,0,0,9.999999999999996,9,10.0,17.405952210999573,2,10.0,42.30444142516066,7,44.0,36.99999999999999,12,37.0,0,14.987,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68472,6,22,1.0,442.9309486419906,False,0.4160097599423029,0,0.2,82681,289,439,1.0,23601.969974624408,False,0.23310822081821173,0,0.2,80327,389,532,1.0,29276.878248264304,False,0.23941790271769042,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,64669,353,410,1.0,30103.467823081708,False,-0.1878904506540941,0.6666666666666666,394314,0.0,0.125,11,0,0,5,8,9993.332870370372,0,5,22,78.0,48.0,5,16,22,862,0.8346729893237352,219.31194633990526
132,22,0,0,0,9.999999999999996,10,10.0,17.502813411596666,12,19.0,42.30444142516066,0,,36.99999999999999,12,37.0,0,14.987000000000005,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.2870000000000013,68600,6,20,1.0,410.0562682319333,False,0.41830945197303704,0,0.2,82681,279,449,1.0,23877.97914173261,False,0.2349093534522691,0,0.2,80099,391,542,1.0,29772.607296371374,False,0.2396771596322899,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,65113,343,408,1.0,29606.423408830102,False,-0.18589913202857383,0.6666666666666666,394658,0.0,0.125,10,0,0,3,6,5389.396851851852,1,4,27,72.0,54.0,4,18,27,772,0.8034387715160847,220.11538511142135
133,27,0,0,0,9.999999999999996,11,10.0,17.820753874947517,14,21.857142857142858,42.30444142516066,0,,36.99999999999999,10,37.0,0,14.987000000000005,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68796,7,16,1.0,355.1320619991602,False,0.4217836005730456,0,0.2,82636,274,459,1.0,24300.625175884365,False,0.23708007710604384,0,0.2,79838,390,552,1.0,30302.145677918215,False,0.2397263522919188,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,65483,333,408,1.0,29183.378994578496,False,-0.18428472981929153,0.6666666666666666,394918,0.0,0.125,11,0,0,7,4,5647.883796296296,0,7,24,111.0,60.0,7,20,24,786,2.7070977883413434,222.8224828997627
134,24,0,0,0,9.999999999999996,15,10.0,18.028546981202805,5,25.2,40.5794681490029,10,16.0,36.99999999999999,8,37.0,0,14.987000000000005,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68772,12,21,1.0,498.59948660525885,False,0.42276755737348765,0,0.2,82520,268,469,1.0,23863.421152844712,False,0.23271310184443367,0,0.2,79988,381,552,1.0,29268.742818087867,False,0.23494043942318596,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,65619,333,410,1.0,28682.96289361796,False,-0.18544815925422528,0.6666666666666666,395064,0.0,0.125,13,0,0,4,2,4343.449074074074,0,4,20,72.0,60.0,4,20,20,732,0.5050959158688784,223.32757881563157
135,20,0,0,0,9.999999999999996,13,10.0,18.151798855277715,2,28.0,40.74033169942787,8,43.5,36.99999999999999,9,37.0,0,14.987,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287,68698,15,29,1.0,676.4021668030537,False,0.42307472549887704,0,0.2,82868,258,471,1.0,23871.860335092177,False,0.23731000858179988,0,0.2,79932,373,562,1.0,29666.68738809705,False,0.236806406782064,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,65604,331,411,1.0,28692.04979251062,False,-0.18555467940451978,0.6666666666666666,395267,0.0,0.125,13,0,0,3,2,3648.8172222222224,0,3,16,24.0,51.0,3,17,16,867,0.4577182838693261,223.7852970995009
136,16,0,0,0,9.999999999999996,10,10.0,18.151798855277715,0,,40.74033169942787,0,,37.0,11,37.0,0,14.987000000000002,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.2870000000000013,68598,15,39,1.0,857.9201553558307,False,0.4228842364297063,0,0.2,82868,248,481,1.0,24097.74566353368,False,0.23878405178432602,0,0.2,79932,363,572,1.0,29892.572716538554,False,0.23828044998459014,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,66011,321,410,1.0,28247.646475516347,False,-0.18367215160435824,0.6666666666666666,395574,0.0,0.125,8,0,0,1,4,16675.164444444446,0,1,13,18.0,45.0,1,15,13,507,0.34163095615804195,224.12692805565894
137,13,0,0,0,9.999999999999996,0,,18.151798855277715,0,,40.8371163343276,4,44.0,37.0,9,37.0,0,14.987,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68598,5,49,1.0,939.438143908608,False,0.4237244201837545,0,0.2,83044,238,487,1.0,24207.803782373638,False,0.2417992703199752,0,0.2,79932,353,582,1.0,30174.786702491692,False,0.24012207294665752,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,66168,315,411,1.0,28070.691645313193,False,-0.18297411681702644,0.6666666666666666,395907,0.0,0.125,5,0,0,1,0,0.0,0,1,7,18.0,36.0,1,12,7,509,0.30015779100358486,224.42708584666252
138,7,0,0,0,9.999999999999996,0,,18.151798855277715,0,,40.8371163343276,0,,37.0,13,37.0,0,14.987,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68598,0,54,0.5,980.1971381849966,False,0.4241445120607788,0,0.2,83044,228,497,1.0,24434.656957164134,False,0.24327962932592986,0,0.2,79932,343,592,1.0,30401.639877282192,False,0.24160243195261222,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,66649,305,408,1.0,27551.320481969917,False,-0.1807196022922125,0.5833333333333334,396388,0.0,0.125,6,0,0,0,0,0.0,0,0,4,0.0,21.0,0,7,4,481,0.16250153724104166,224.58958738390356
139,4,0,0,0,9.999999999999996,0,,18.151798855277715,0,,40.8371163343276,0,,37.0,9,37.0,0,14.987000000000002,-52097.38888888889,1307,0,0.0,13069.999999999995,True,-1.9391983197742597,0,3.287000000000001,68598,0,54,0.0,980.1971381849966,False,0.4241445120607788,0,0.2,83044,218,507,1.0,24661.510131954634,False,0.24475998833188436,0,0.2,79932,333,602,1.0,30628.493052072692,False,0.24308279095856689,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,66982,295,409,1.0,27179.94931862664,False,-0.17921892059987454,0.5,396721,0.0,0.125,4,0,0,0,0,0.0,0,0,0,0.0,12.0,0,4,0,333,0.14604761172086,224.73563499562442
