index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
94,34,0,0,0,10.0,20,10.0,18.645707646464132,54,13.685185185185185,40.96511190817289,13,43.53846153846154,37.0,7,37.0,32,10.860999999999999,12492.0,980,0,0.0,9800.0,False,-0.6414907651715039,12,2.4620000000000006,62899,9,10,1.0,276.4570764646413,False,0.29941516610802105,0,0.2,79539,205,338,1.0,17668.57789248758,False,0.153382087759802,0,0.2,77505,300,404,1.0,22143.617504841084,False,0.15603827609167914,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,79141,212,220,1.0,16824.60372453265,False,-0.10810062789928873,0.6666666666666666,409741,0.0,0.0,14,0,0,3,5,4.090909090909091,11,14,30,199.0,96.0,14,20,30,1025,1.594661546871066,160.84379372838885
95,30,0,0,0,10.0,20,10.0,17.69728940871352,15,2.933333333333333,41.245194101275004,34,42.23529411764706,37.0,4,37.0,15,10.979000000000003,11990.0,992,0,0.0,9920.0,False,-0.6506019129287599,0,2.4500000000000006,62819,7,20,1.0,423.9457881742704,False,0.2992862156597777,0,0.2,80153,201,333,1.0,17291.804806875993,False,0.15893687635815243,0,0.2,78283,299,395,1.0,21583.34120320897,False,0.16253599667981986,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,77853,236,226,1.0,18095.8658079009,False,-0.11474626492181071,0.6666666666666666,409263,0.0,0.0,13,0,0,5,5,5.0,4,9,34,106.0,119.0,9,21,34,1784,1.5325941992923617,162.3763879276812
96,34,0,0,0,10.0,20,10.0,17.342178545832148,10,9.4,41.32756896634518,17,42.0,37.0,0,,9,11.054000000000002,11784.0,998,0,0.0,9980.0,False,-0.6542298812664907,0,2.4500000000000006,62689,11,29,1.0,612.9231778291323,False,0.2985542049166096,0,0.2,80142,193,343,1.0,17522.396614802004,False,0.16029806851125677,0,0.2,78914,297,388,1.0,21185.723787054078,False,0.16817663425858492,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,77139,243,236,1.0,18774.59925882188,False,-0.11856262792837638,0.6666666666666666,408833,0.0,0.0,11,0,0,5,3,3.0,6,11,33,148.0,126.0,11,23,33,924,1.6155165480449796,163.9919044757262
97,33,0,0,0,10.0,20,10.0,16.73109226983068,13,6.846153846153846,41.54076205651791,15,43.53333333333333,37.0,0,,13,11.175,11447.0,1006,0,0.0,10060.0,False,-0.6603520778364116,0,2.4500000000000006,62569,13,39,1.0,782.5125985233965,False,0.2978285022110343,0,0.2,80364,191,346,1.0,17568.74229509286,False,0.1634978810971721,0,0.2,79256,292,390,1.0,21086.376144832546,False,0.17199185696370808,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,76486,248,246,1.0,19404.108990016444,False,-0.12200830749240334,0.6666666666666666,408287,0.0,0.0,14,0,0,11,3,3.0,6,17,31,221.0,108.0,17,16,31,853,1.851285402663052,165.84318987838924
98,31,0,0,0,10.0,20,10.0,16.490114848793702,58,15.655172413793105,41.612831840651495,26,42.0,36.99999999999999,1,37.0,38,11.542,10385.0,1015,0,0.0,10150.0,False,-0.681315963060686,0,2.4500000000000006,63039,14,29,1.0,618.2133306150174,False,0.30582343884621355,0,0.2,81232,197,330,1.0,16980.787132627353,False,0.1709895924917931,0,0.2,78572,324,400,1.0,21987.92994726976,False,0.16894800346686784,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,75431,264,255,1.0,20420.787605931993,False,-0.12757710178815268,0.6666666666666666,406824,0.0,0.0,14,0,0,8,4,4.0,3,11,28,153.0,119.0,11,20,28,1909,1.8524823496118188,167.69567222800106
99,28,0,0,0,10.0,20,10.0,17.500514352298662,25,26.92,41.612831840651495,0,,36.99999999999999,11,37.0,1,11.514,10293.0,1022,0,0.0,10220.0,False,-0.6824909300791556,0,2.4500000000000006,63581,17,15,1.0,432.50771528447996,False,0.3150819149415039,0,0.2,80896,199,340,1.0,17630.965181928943,False,0.17084719060002443,0,0.2,78235,327,410,1.0,22783.929247868775,False,0.16974412529116542,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,75838,254,254,1.0,19967.65928752548,False,-0.1257390144780447,0.6666666666666666,407008,0.0,0.0,15,0,0,6,1,1.0,6,12,34,134.0,131.0,12,16,34,1279,1.820864513516426,169.51653674151748
100,34,0,0,0,10.0,20,10.0,18.606945095780024,61,22.81967213114754,41.612831840651495,0,,36.99999999999999,0,,10,11.613000000000001,9913.0,1036,0,0.0,10360.0,False,-0.6888811015831134,36,2.8100000000000005,63730,13,10,1.0,316.0694509578002,False,0.3169532224084536,0,0.2,80427,211,350,1.0,18490.55655943761,False,0.17033552524397746,0,0.2,77312,356,420,1.0,24101.461827171315,False,0.16629554447978573,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,75838,244,264,1.0,19921.53096911896,False,-0.12597396745724565,0.6666666666666666,405385,0.0,0.0,9,0,0,8,5,4.117647058823529,6,14,38,235.0,105.0,14,20,38,200,1.6600525490939617,171.17658929061145
101,38,0,0,0,10.0,20,10.0,18.69206789050056,21,19.761904761904763,41.675197519227424,4,44.0,36.99999999999999,10,37.0,11,11.713,9624.0,1049,0,0.0,10490.0,False,-0.6934985158311345,0,2.7740000000000005,63950,10,10,1.0,286.9206789050056,False,0.321187754358767,0,0.2,80201,218,356,1.0,18911.241116974084,False,0.17013117237424527,0,0.2,77299,350,430,1.0,24462.55869494299,False,0.16848226135748032,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,76032,238,264,1.0,19686.697009576124,False,-0.12519382157807704,0.6666666666666666,405271,0.0,0.0,14,0,0,5,3,3.0,7,12,32,182.0,108.0,12,26,32,1036,1.469922094605863,172.6465113852173
102,32,0,0,0,10.0,20,10.0,17.893953694393808,22,8.590909090909092,40.42558358198271,31,34.87096774193548,36.99999999999999,9,37.0,22,11.921999999999997,9077.0,1058,0,0.0,10580.0,False,-0.7038464709762533,0,2.7740000000000005,63840,11,20,1.0,467.8790738878762,False,0.3207853631461069,0,0.2,81004,221,345,1.0,17901.390102245066,False,0.17402141777218424,0,0.2,77388,349,430,1.0,23627.990779596003,False,0.1641977446104593,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,75284,259,265,1.0,20275.22614773352,False,-0.1298159927278892,0.6666666666666666,404758,0.0,0.0,16,0,0,6,5,5.0,6,12,33,147.0,90.0,12,20,33,1614,1.3732774127274752,174.01978879794478
103,33,0,0,0,10.0,20,10.0,17.83475542137318,1,3.0,40.78272752709897,38,42.21052631578947,36.99999999999999,10,37.0,1,11.910000000000002,8977.0,1066,0,0.0,10660.0,False,-0.7050832783641161,0,2.7740000000000005,63720,13,30,1.0,665.0426626411954,False,0.320343859896945,0,0.2,81004,211,355,1.0,18241.001666029875,False,0.17623759586816856,0,0.2,78989,340,402,1.0,22458.47330916067,False,0.17746096572193443,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,74050,287,265,1.0,21509.642800277405,False,-0.136099206436727,0.6666666666666666,404905,0.0,0.0,15,0,0,7,1,1.0,6,13,36,172.0,120.0,13,20,36,2174,1.545890986919403,175.5656797848642
104,36,0,0,0,10.0,20,10.0,16.417066248554942,36,7.5,41.35622652283017,28,44.857142857142854,36.99999999999999,10,37.0,36,12.269,7967.0,1077,0,0.0,10770.0,False,-0.724769129287599,0,2.7740000000000005,63630,12,40,1.0,776.6826499421977,False,0.31963929182410744,0,0.2,81172,205,361,1.0,18295.096355695452,False,0.17878320796971753,0,0.2,79807,362,388,1.0,21989.193872834996,False,0.18507454792312156,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73164,305,265,1.0,22418.6490894632,False,-0.14049483477072683,0.6666666666666666,403905,0.0,0.0,14,0,0,9,5,5.0,10,19,33,250.0,111.0,19,17,33,1826,3.51273553725332,179.0784153221175
105,33,0,0,0,10.0,20,10.0,15.809422126832107,34,11.588235294117647,41.39214951276877,4,43.0,36.99999999999999,8,37.0,22,12.453000000000003,7267.0,1086,0,0.0,10860.0,False,-0.7382709432717678,0,2.7740000000000005,63856,13,38,1.0,730.7580408196201,False,0.32382460051966133,0,0.2,81013,213,367,1.0,18558.325784201377,False,0.17842579569701117,0,0.2,79744,368,398,1.0,22291.94284875618,False,0.1862279456595201,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73288,299,267,1.0,22255.25270431786,False,-0.14006390921245934,0.6666666666666666,403333,0.0,0.0,16,0,0,7,5,5.0,5,12,31,142.0,107.0,12,21,31,1004,1.4787440495565534,180.55715937167406
106,31,0,0,0,10.0,20,10.0,16.382708986010012,12,28.0,41.401851154498516,1,43.0,36.99999999999999,11,37.0,0,12.431000000000001,7147.0,1098,0,0.0,10980.0,False,-0.7395077506596306,0,2.7740000000000005,64112,11,36,1.0,699.7775234963605,False,0.3287823376019991,0,0.2,81056,203,376,1.0,18892.785958251476,False,0.18116956159702613,0,0.2,79408,370,408,1.0,22953.557595859096,False,0.18616017538180857,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73652,290,266,1.0,21848.536834804567,False,-0.13842745971168657,0.6666666666666666,403540,0.0,0.0,15,0,0,5,0,0.0,8,13,33,182.0,99.0,13,18,33,986,1.4513495620340109,182.00850893370807
107,33,0,0,0,10.0,20,10.0,17.39348680633305,20,29.0,39.47697327815281,17,22.58823529411765,36.99999999999999,12,37.0,0,12.431000000000001,7017.0,1111,0,0.0,11110.0,False,-0.7408476253298153,0,2.7740000000000005,64622,8,26,1.0,532.2306569646594,False,0.33756834037933564,0,0.2,80974,203,373,1.0,18255.788854436607,False,0.1759425539632516,0,0.2,79294,370,414,1.0,22779.057055498495,False,0.1835336073367517,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73712,297,264,1.0,21492.661063611384,False,-0.13962888471649065,0.6666666666666666,403784,0.0,0.0,18,0,0,6,0,0.0,9,15,34,187.0,81.0,15,18,34,1608,1.696360806003213,183.70486973971128
108,34,0,0,0,10.0,20,10.0,17.332709357637956,17,16.529411764705884,39.47697327815281,0,,36.99999999999999,12,37.0,6,12.491000000000001,6830.0,1122,0,0.0,11220.0,False,-0.7435686015831134,0,2.7740000000000005,64741,7,25,1.0,503.3177339409489,False,0.33972334405859317,0,0.2,80755,205,383,1.0,18672.886183848306,False,0.17580615094979388,0,0.2,79232,365,424,1.0,23064.675585474644,False,0.1845882694396748,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,74156,287,262,1.0,21023.891330829858,False,-0.13749354998813298,0.6666666666666666,403879,0.0,0.0,14,0,0,9,3,3.0,8,17,28,247.0,81.0,17,17,28,853,1.4615158820524812,185.16638562176377
109,28,0,0,0,10.0,20,10.0,16.965693248666327,34,14.617647058823529,39.47697327815281,0,,36.99999999999999,18,37.0,23,12.715,6230.0,1133,0,0.0,11330.0,False,-0.7548029353562006,0,2.7740000000000005,64959,6,24,1.0,467.17663796799184,False,0.34384458111362126,0,0.2,80566,218,393,1.0,19212.971626523315,False,0.17686385995042678,0,0.2,78924,366,434,1.0,23342.4501317302,False,0.1823811365795944,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,74822,277,254,1.0,20333.121598048325,False,-0.13422746601106142,0.6666666666666666,403666,0.0,0.0,16,0,0,5,3,3.0,5,10,31,130.0,76.0,10,18,31,1174,1.308162486180663,186.47454810794443
110,31,0,0,0,10.0,20,10.0,16.711738496360738,33,14.969696969696972,39.52558680053373,9,40.333333333333336,36.99999999999999,14,37.0,19,12.882,5753.0,1142,0,0.0,11420.0,False,-0.7637079485488126,0,2.7740000000000005,65160,7,20,1.0,404.23476992721476,False,0.3473391611346391,0,0.2,80718,213,399,1.0,19330.309433137794,False,0.17961335295243988,0,0.2,78641,384,439,1.0,23769.04018803683,False,0.18147139940771348,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,74977,276,250,1.0,20159.061956947306,False,-0.13353505853946254,0.6666666666666666,403414,0.0,0.0,20,0,0,5,6,6.0,6,11,33,108.0,90.0,11,20,33,1392,1.606695730239153,188.08124383818358
111,33,0,0,0,10.0,20,10.0,16.928398187144627,22,19.227272727272727,39.88779932971828,15,43.333333333333336,36.99999999999999,9,37.0,10,12.963000000000001,5493.0,1150,0,0.0,11500.0,False,-0.7682429089709762,0,2.7740000000000005,65388,9,18,1.0,394.7111673686033,False,0.3519408720251546,0,0.2,80467,225,405,1.0,19963.44832064344,False,0.18046911630390788,0,0.2,79119,374,438,1.0,23802.077028408698,False,0.18792548406056242,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,74660,281,251,1.0,20495.471611650835,False,-0.13505082457265402,0.6666666666666666,403292,0.0,0.0,17,0,0,4,2,2.0,5,9,35,125.0,132.0,9,24,35,1531,1.4851372027769685,189.56638104096055
112,35,0,0,0,10.0,20,10.0,16.224351331206087,35,11.6,39.39775576616548,24,36.5,36.99999999999999,1,37.0,27,13.223,4941.0,1161,0,0.0,11610.0,False,-0.7784877968337731,0,2.7740000000000005,65477,8,20,1.0,404.48702662412177,False,0.3538762267750672,0,0.2,81218,223,391,1.0,19022.55285142966,False,0.1841306746938155,0,0.2,78838,391,448,1.0,23993.915953743715,False,0.18550995127800282,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73821,295,260,1.0,21242.337951018817,False,-0.13979352136189668,0.6666666666666666,402460,0.0,0.0,18,0,0,8,2,2.0,7,15,30,173.0,144.0,15,20,30,1292,1.437512801028788,191.00389384198934
113,30,0,0,0,10.0,20,10.0,16.235678926389916,14,16.428571428571427,39.62384780810964,10,43.0,36.99999999999999,7,37.0,6,13.256,4714.0,1170,0,0.0,11700.0,False,-0.7822394459102903,0,2.7740000000000005,65591,9,22,1.0,447.18493638057816,False,0.3566662365639488,0,0.2,81316,222,396,1.0,19295.36445366998,False,0.18718996393723644,0,0.2,78940,386,453,1.0,24216.57512266017,False,0.18829416950092123,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73650,295,263,1.0,21420.035103392343,False,-0.14063039217953266,0.6666666666666666,402376,0.0,0.0,16,0,0,5,2,2.0,9,14,30,194.0,138.0,14,16,30,1113,1.6784887909889221,192.68238263297826
114,30,0,0,0,10.0,20,10.0,17.150570894456365,41,22.21951219512195,39.85509384626028,8,44.0,36.99999999999999,0,,4,13.290000000000003,4503.0,1182,0,0.0,11820.0,False,-0.7853520778364116,15,2.9240000000000004,66005,7,10,1.0,241.50570894456365,False,0.3630803276400125,0,0.2,81170,226,402,1.0,19897.77674834377,False,0.1892155985196211,0,0.2,78527,403,459,1.0,25205.168145899384,False,0.18935519078254898,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73298,293,273,1.0,21778.54249695426,False,-0.14239014670730776,0.6666666666666666,401668,0.0,0.0,11,0,0,8,5,4.3125,4,12,35,171.0,114.0,12,18,35,871,1.6697871768847108,194.35216980986297
115,35,0,0,0,10.0,20,10.0,17.4753927311,16,22.375,39.85509384626028,0,,36.99999999999999,0,,6,13.346,4355.0,1190,0,0.0,11900.0,False,-0.7875783311345647,0,2.9090000000000007,66165,9,10,1.0,264.753927311,False,0.36661809374289855,0,0.2,80812,232,412,1.0,20474.589778274436,False,0.1883073163902484,0,0.2,78527,393,469,1.0,25559.868357218373,False,0.19166983175120636,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73298,283,283,1.0,21749.99155849166,False,-0.14253556991549096,0.6666666666666666,401322,0.0,0.0,10,0,0,8,2,2.0,7,15,34,206.0,131.0,15,20,34,480,1.5346744554117322,195.8868442652747
116,34,0,0,0,10.0,20,10.0,17.69227418028959,30,19.366666666666667,40.23004814141785,17,43.23529411764706,36.99999999999999,9,37.0,13,13.469999999999999,3978.0,1199,0,0.0,11990.0,False,-0.7944219986807388,7,2.9790000000000005,66404,10,10,1.0,276.92274180289587,False,0.37167013050176145,0,0.2,80986,247,405,1.0,20663.16121980576,False,0.19180878101177073,0,0.2,78507,388,479,1.0,26134.795441691513,False,0.19516056591333644,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,72896,290,284,1.0,22174.713961011177,False,-0.14446740711551379,0.6666666666666666,400936,0.0,0.0,15,0,0,7,5,4.411764705882353,8,15,41,202.0,118.0,15,19,41,1268,1.5814651995897293,197.46830946486443
117,41,0,0,0,10.0,20,10.0,18.269104807746537,49,21.040816326530614,40.33629710652135,4,44.0,36.99999999999999,10,37.0,15,13.606999999999998,3521.0,1207,0,0.0,12070.0,False,-0.8030178100263852,24,3.2120000000000006,66539,12,10,1.0,302.6910480774654,False,0.3747185340542284,0,0.2,80464,263,415,1.0,21544.3378636437,False,0.1907462566636021,0,0.2,78174,401,485,1.0,26889.015124569214,False,0.1957362545814412,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,73090,284,284,1.0,21963.50837825206,False,-0.1435669109241987,0.6666666666666666,399953,0.0,0.0,12,0,0,10,8,7.090909090909091,7,17,39,237.0,133.0,17,24,39,746,1.5005375919863582,198.9688470568508
118,39,0,0,0,10.0,20,10.0,17.05949002614439,28,6.0,40.58073694207664,22,42.0,36.99999999999999,0,,28,13.871999999999998,2666.0,1220,0,0.0,12200.0,False,-0.8193024406332454,0,3.188,66469,9,20,1.0,431.18980052288777,False,0.37459999382135245,0,0.2,81224,280,403,1.0,21130.694194977314,False,0.19796592445267822,0,0.2,78170,392,495,1.0,26774.784876576537,False,0.19493862568079598,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,72166,296,294,1.0,22889.898134854684,False,-0.1482611005202736,0.6666666666666666,398860,0.0,0.0,9,0,0,3,6,6.0,6,9,37,102.0,117.0,9,30,37,1124,1.4112228760495782,200.38006993290037
119,37,0,0,0,10.0,20,10.0,16.545849653799202,39,13.179487179487179,40.7945101943186,38,41.55263157894738,36.99999999999999,2,37.0,27,14.114,1969.0,1229,0,0.0,12290.0,False,-0.8327424142480211,0,3.188,66587,10,18,1.0,397.8252937683856,False,0.3766885027804293,0,0.2,81461,301,396,1.0,21134.926782743725,False,0.2010866915254546,0,0.2,78998,390,484,1.0,26197.42429903189,False,0.20197742328494736,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,70661,324,302,1.0,24391.42130295922,False,-0.15594447459400393,0.6666666666666666,397841,0.0,0.0,16,0,0,6,5,5.0,8,14,38,176.0,129.0,14,23,38,2081,1.4807565622031689,201.86082649510354
120,38,0,0,0,10.0,20,10.0,16.371494738987337,6,8.666666666666666,40.87568506653386,5,43.4,36.99999999999999,0,,6,14.147,1779.0,1238,0,0.0,12380.0,False,-0.8357313654353562,0,3.188,66477,11,28,1.0,568.4018526916454,False,0.3761791088049517,0,0.2,81445,293,406,1.0,21392.376095536038,False,0.2025578894528657,0,0.2,79179,384,489,1.0,26274.863977306195,False,0.20484504233373488,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,70444,319,312,1.0,24583.3435362243,False,-0.15717748924655273,0.6666666666666666,397489,0.0,0.0,12,0,0,5,5,5.0,8,13,40,174.0,132.0,13,25,40,417,1.6156015219166875,203.47642801702023
121,40,0,0,0,10.0,20,10.0,15.603233951478058,24,7.791666666666667,41.04952208419761,18,42.44444444444444,36.99999999999999,0,,19,14.331000000000001,1249.0,1249,0,0.0,12490.0,False,-0.8455227572559367,0,3.188,66432,10,33,1.0,614.906720398776,False,0.3757308162969861,0,0.2,81987,296,402,1.0,21120.465127484946,False,0.20785727886274605,0,0.2,79214,385,495,1.0,26326.75850299687,False,0.20564048043615246,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,69680,327,322,1.0,25337.193721532618,False,-0.1611205942976997,0.6666666666666666,396727,0.0,0.0,11,0,0,9,4,4.0,9,18,34,217.0,156.0,18,22,34,1009,1.7335590459406376,205.20998706296086
122,34,0,0,0,10.0,20,10.0,16.07194318960153,13,24.76923076923077,41.04952208419761,0,,36.99999999999999,0,,2,14.332,1107.0,1260,0,0.0,12600.0,False,-0.8473161279683378,0,3.188,66650,9,32,1.0,604.302182067249,False,0.3801152517116099,0,0.2,81679,297,412,1.0,21685.77022600107,False,0.20752646288877116,0,0.2,79200,377,505,1.0,26789.13123499957,False,0.2084750344879313,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,69680,317,332,1.0,25296.69850069064,False,-0.16132685529113924,0.6666666666666666,396481,0.0,0.0,8,0,0,5,1,1.0,7,12,35,165.0,139.0,12,22,35,508,1.5832717902958393,206.7932588532567
123,35,0,0,0,10.000000000000002,20,10.0,16.480456107353422,24,20.375,41.19611563600392,8,43.875,36.99999999999999,0,,6,14.389999999999997,894.0,1269,0,0.0,12690.000000000002,False,-0.8507791886543535,0,3.188,67009,10,24,1.0,495.53094657648217,False,0.3863944070186394,0,0.2,81649,294,422,1.0,22230.01489395556,False,0.21068646254914156,0,0.2,79092,384,507,1.0,27214.9257726777,False,0.20984407520573797,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,69329,315,342,1.0,25630.77642534123,False,-0.16320085353567346,0.6666666666666666,396138,0.0,0.0,12,0,0,13,2,2.0,6,19,39,219.0,138.0,19,16,39,1020,1.7135389316827059,208.5067977849394
124,39,0,0,0,10.000000000000002,20,10.0,16.646732528560978,25,18.16,41.216175698218926,1,44.0,36.99999999999999,0,,9,14.474,594.0,1281,0,0.0,12810.000000000002,False,-0.8557264182058048,0,3.188,67333,8,18,1.0,379.64118551409763,False,0.39187872264093526,0,0.2,81488,298,432,1.0,22766.11419514175,False,0.21208359454419634,0,0.2,78843,385,516,1.0,27676.53868377694,False,0.20960662666747332,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,69285,306,352,1.0,25636.14976365499,False,-0.1636217095520044,0.6666666666666666,395708,0.0,0.0,12,0,0,9,3,3.0,10,19,39,243.0,105.0,19,20,39,648,1.6841568425297737,210.19095462746918
125,39,0,0,0,10.000000000000002,20,10.0,16.364542471153683,47,15.0,41.505572597835176,17,43.64705882352941,36.99999999999999,0,,29,14.754999999999999,-257.0,1291,0,0.0,12910.000000000002,False,-0.8722377968337731,0,3.188,67749,8,10,1.0,243.64542471153686,False,0.39905224918279547,0,0.2,81292,304,438,1.0,23154.261709082526,False,0.21205845466048814,0,0.2,79076,406,513,1.0,27936.36298597784,False,0.21434308470248264,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,68543,313,362,1.0,26385.24422312241,False,-0.1673649252629634,0.6666666666666666,394568,0.0,0.0,14,0,0,8,5,5.0,7,15,45,198.0,162.0,15,24,45,1458,1.6965640410780907,211.88751866854727
126,45,0,0,0,10.0,20,10.0,15.526002709969033,38,10.078947368421053,41.505572597835176,0,,36.99999999999999,0,,29,15.015999999999998,-8190.0,1301,0,0.0,13010.0,False,-1.0347336741424802,0,3.188,67910,8,11,1.0,250.78602980965937,False,0.40244461194972014,0,0.2,80975,307,448,1.0,23360.979355790652,False,0.20927016976932336,0,0.2,79010,421,523,1.0,28243.86160956476,False,0.21548832310701208,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,68543,303,372,1.0,26340.188497144056,False,-0.1675944150300817,0.6666666666666666,386413,0.0,0.0,5,0,0,13,11,271.55,6,19,45,256.0,146.0,19,26,45,361,1.705887196585536,213.5934058651328
127,45,0,0,1,10.0,16,10.0,16.215531511208344,15,28.0,41.725441134648406,41,42.41463414634146,36.99999999999999,0,,0,14.987,-52097.38888888889,1307,0,0.0,13070.0,True,-1.9391983197742597,4,3.228,68138,8,10,1.0,242.15531511208343,False,0.4070555255927615,0,0.2,82286,306,421,1.0,22528.36336011673,False,0.22094702079140655,0,0.2,79018,417,529,1.0,28834.635000402886,False,0.21944789940357665,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,66804,334,382,1.0,28070.297338972567,False,-0.1764972376153794,0.6666666666666666,394411,0.0,0.125,10,0,0,7,7,2027.6361111111112,6,13,40,199.0,171.0,13,32,40,2007,1.4401070335879922,215.0335128987208
128,40,0,0,0,10.0,10,10.0,16.608116004012622,15,23.0,42.17423160083153,26,44.80769230769231,36.99999999999999,0,,0,14.987000000000002,-52097.38888888889,1307,0,0.0,13070.0,True,-1.9391983197742597,5,3.2740000000000005,68268,8,10,1.0,246.08116004012624,False,0.40977573754988594,0,0.2,81985,311,430,1.0,23300.043665605484,False,0.22205429102729984,0,0.2,80139,407,514,1.0,28437.058256460543,False,0.23148391600514565,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,65639,350,392,1.0,29264.981060291033,False,-0.1822799314404776,0.6666666666666666,394196,0.0,0.125,8,0,0,6,7,8689.453703703703,1,7,25,112.0,133.0,10,30,25,1439,1.3923878660425544,216.42590076476336
129,25,0,0,0,9.999999999999998,9,10.0,17.16540134227324,12,28.0,42.21539389788532,25,42.48,36.99999999999999,0,,0,14.987,-52097.38888888889,1307,0,0.0,13069.999999999998,True,-1.9391983197742597,2,3.2890000000000006,68468,7,10,1.0,241.65401342273236,False,0.4138527994457322,0,0.2,82875,301,419,1.0,22855.035847238192,False,0.2307659508962178,0,0.2,79975,409,520,1.0,28972.65397589012,False,0.2328386080571262,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,64577,365,402,1.0,30282.618772728136,False,-0.187915149122762,0.6666666666666666,394060,0.0,0.125,8,0,0,2,9,9993.51468855219,1,3,25,39.0,66.0,3,22,25,1180,1.0305123506113887,217.45641311537474
