index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,13,0,0,0,10.000000000000002,20,10.0,24.931676151984888,18,31.0,15.323941100390497,26,15.307692307692308,38.0,20,38.0,0,0.5510000000000002,43359,1,12,1.0,309.18011382381866,False,0.158354586900357,0,1.802,31026,309,0,0.0,3090.0000000000005,False,-0.1329428989751098,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,26,5.32,28269.0,501,0,0.0,12490.76975214443,False,-0.41664185116078395,0,0.542,79300,32,13,1.0,984.366115212496,False,0.06703998525797683,0,0.20900000000000002,80684,1,13,1.0,509.32394110039047,False,0.08237154776809257,0.5,322279,0.0,0.0,12,0,0,6,3,3.0,14,20,18,147.0,42.0,9,4,18,1518,1.4324382140184753,49.24914669414284
31,18,0,0,0,10.000000000000002,20,10.0,24.931676151984888,0,,15.150607750692838,27,14.0,38.00000000000001,20,38.0,0,0.5510000000000002,43239,3,22,1.0,578.4968753436675,False,0.15874480068339772,0,1.802,30946,317,0,0.0,3170.0000000000005,False,-0.13400771995208305,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,27,5.564000000000002,27353.0,501,0,0.0,12490.76975214443,False,-0.4321239774178616,1,0.552,79409,49,10,1.0,1122.379779783949,False,0.06942042404808804,0,0.20900000000000002,80912,0,8,0.1,304.00000000000006,False,0.08404766043942818,0.35000000000000003,321500,0.0,0.0,10,0,0,8,5,4.5,14,22,15,168.0,51.0,11,7,15,884,1.5628217830089852,50.81196847715182
32,15,0,0,0,10.000000000000002,20,10.0,24.931676151984888,0,,15.145684969561893,20,15.1,38.00000000000001,20,38.0,0,0.5510000000000002,43139,3,32,1.0,827.8136368635164,False,0.15940121971068172,0,1.802,30846,327,0,0.0,3270.0000000000005,False,-0.1353387461732996,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,20,5.737000000000002,26811.0,501,0,0.0,12490.76975214443,False,-0.4412847988494512,1,0.5609999999999999,79782,39,10,1.0,970.6817138129138,False,0.0733941461761519,1,0.21900000000000003,80907,10,10,1.0,531.456849695619,False,0.08550165721456304,0.5,321126,0.0,0.0,10,0,0,8,4,2.4166666666666665,15,23,11,168.0,26.0,11,4,11,580,1.301714422996156,52.11368290014798
33,11,0,0,0,10.000000000000002,20,10.0,26.03321192918894,44,30.5,15.09820668101965,8,14.0,38.00000000000001,20,38.0,12,0.671,44073,3,10,1.0,290.3321192918894,False,0.17711076958993605,0,1.8020000000000005,30746,337,0,0.0,3370.0000000000005,False,-0.13666977239451616,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,8,5.7970000000000015,25301.0,545,0,0.0,14188.100501407973,False,-0.4524626003430409,0,0.56,80012,37,11,1.0,976.6336471977272,False,0.07650967281721968,1,0.228,81280,0,10,1.0,380.00000000000006,False,0.08947699220369355,0.5,321053,0.0,0.0,14,0,0,7,4,2.375,12,19,10,114.0,39.0,8,3,10,1364,1.3014977559796534,53.41518065612763
34,10,0,0,0,10.000000000000002,20,10.0,26.33609302492992,13,31.0,15.09820668101965,0,,38.00000000000001,20,38.0,3,0.6890000000000001,44304,3,10,1.0,293.3609302492992,False,0.18330042499999066,0,1.8020000000000005,30646,347,0,0.0,3470.0000000000005,False,-0.13800079861573272,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.7890000000000015,24898.0,558,0,0.0,14695.539907910896,False,-0.45498571868578636,0,0.56,80392,27,11,1.0,825.6515803875307,False,0.08058179154834594,0,0.227,81660,0,0,0.0,0.0,False,0.09201781248746306,0.3333333333333333,321541,0.0,0.0,12,0,0,4,1,0.23076923076923078,14,18,9,93.0,42.0,6,4,9,960,1.1206885209539905,54.53586917708162
35,9,0,0,0,10.0,20,10.0,26.33609302492992,0,,15.067486089600429,5,14.0,38.00000000000001,20,38.0,0,0.6860000000000002,44184,5,20,1.0,576.7218604985984,False,0.18387757035137225,0,1.8020000000000005,30566,355,0,0.0,3550.0,False,-0.13906561959270597,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,5,5.839000000000001,24793.0,558,0,0.0,14695.539907910896,False,-0.45676041656459987,0,0.56,80734,17,12,1.0,712.1472635232074,False,0.08439633629443574,11,0.3370000000000001,81451,0,5,0.5,190.00000000000003,False,0.09049332031720135,0.4166666666666667,321369,0.0,0.0,8,0,0,5,4,4.0,11,16,9,90.0,57.0,5,4,9,542,1.0946523480233736,55.630521525104996
36,9,0,0,0,10.0,20,10.0,26.52925839239622,15,29.0,15.035307116503049,5,14.0,38.000000000000014,20,38.0,0,0.6860000000000002,44519,5,15,1.0,447.9388758859433,False,0.19108131073986348,0,1.8020000000000005,30466,365,0,0.0,3650.0,False,-0.14039664581392253,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,5,5.884,24253.0,573,0,0.0,15201.265058843033,False,-0.46161358016696497,0,0.56,81190,7,10,1.0,485.2471498155214,False,0.0889771670510138,3,0.3560000000000001,81546,0,5,0.5,190.00000000000006,False,0.0917637304590861,0.4166666666666667,321615,0.0,0.0,10,0,0,4,3,2.166666666666667,12,16,12,72.0,45.0,4,5,12,1091,1.142511704005301,56.7730332291103
37,12,0,0,0,10.0,20,10.0,27.219639065172956,34,31.0,15.001754323894906,5,14.0,38.000000000000014,0,,19,0.8760000000000001,44993,4,10,1.0,312.19639065172953,False,0.2018926712451981,0,1.8020000000000005,30356,376,0,0.0,3760.0,False,-0.14186077465726074,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,5,5.929,23094.0,607,0,0.0,16522.320912559982,False,-0.47003869760365097,0,0.56,81190,0,17,0.7,646.0000000000002,False,0.0900520199521256,0,0.3530000000000001,81476,0,10,0.5,380.0000000000001,False,0.09209804891747683,0.3666666666666667,320750,0.0,0.0,6,0,0,6,3,2.1176470588235294,13,19,13,96.0,31.0,7,5,13,200,1.2021676080184989,57.975200837128796
38,13,0,0,0,10.0,20,10.0,27.219639065172956,0,,15.001754323894906,0,,38.000000000000014,0,,0,0.8570000000000002,44913,2,20,1.0,564.3927813034591,False,0.20311982937978776,0,1.802,30236,388,0,0.0,3880.0,False,-0.1434580061227206,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.9239999999999995,23094.0,607,0,0.0,16522.320912559982,False,-0.47003869760365097,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.3530000000000001,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.16666666666666666,320550,0.0,0.0,5,0,0,5,0,0.0,14,19,13,114.0,60.0,8,5,13,200,1.109067606041208,59.084268443170004
39,13,0,0,0,10.0,20,10.0,27.261104323326002,3,30.0,15.001754323894906,0,,38.000000000000014,0,,0,0.8570000000000002,44943,0,25,0.8,681.5276080831501,False,0.20547754037113208,0,1.802,30096,402,0,0.0,4020.0,False,-0.1453214428324238,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.924000000000001,23004.0,610,0,0.0,16629.27363722886,False,-0.4706560159111902,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.35300000000000004,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.13333333333333333,320350,0.0,0.0,9,0,0,7,0,0.0,12,19,12,126.0,62.0,7,6,12,290,1.1309819429880008,60.215250386158004
40,12,0,0,0,9.999999999999998,20,10.0,27.562180892472394,24,29.833333333333332,15.001754323894906,0,,38.000000000000014,0,,0,0.8570000000000002,45549,1,11,1.0,313.18398981719633,False,0.21670682802897895,0,1.802,30006,411,0,0.0,4109.999999999999,False,-0.1465193664315187,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.924000000000002,22288.0,634,0,0.0,17474.4226858275,False,-0.4756154594284839,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.35300000000000004,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.16666666666666666,320150,0.0,0.0,8,0,0,6,0,0.0,9,15,12,90.0,19.0,5,7,12,916,1.0742504499503411,61.289500836108346
41,12,0,0,0,9.999999999999998,20,10.0,27.852165158607757,17,31.0,15.001754323894906,0,,38.000000000000014,0,,6,0.9170000000000003,45842,0,10,1.0,278.52165158607755,False,0.22404527687456516,0,1.8020000000000005,29896,422,0,0.0,4219.999999999999,False,-0.1479834952748569,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.924000000000002,21761.0,651,0,0.0,18131.75951825365,False,-0.478967636962278,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.35300000000000004,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.16666666666666666,319806,0.0,0.0,6,0,0,10,1,0.35294117647058826,6,16,15,57.0,39.0,4,8,15,200,1.200119114946574,62.48961995105492
42,15,0,0,0,9.999999999999998,20,10.0,27.9121405082163,10,29.0,15.001754323894906,0,,38.000000000000014,0,,0,0.911,46012,2,10,1.0,299.121405082163,False,0.22884495414724024,0,1.8020000000000005,29816,430,0,0.0,4299.999999999999,False,-0.14904831625183015,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.924000000000001,21471.0,661,0,0.0,18449.924875930974,False,-0.48118038641146815,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.35300000000000004,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.16666666666666666,319606,0.0,0.0,6,0,0,10,0,0.0,9,19,16,81.0,39.0,7,8,16,490,1.416589854983613,63.90620980603853
43,16,0,0,0,9.999999999999998,20,10.0,28.025314206352522,20,29.0,15.001754323894906,0,,38.000000000000014,0,,10,1.0110000000000003,46232,4,10,1.0,320.2531420635252,False,0.23498273848081352,0,1.8020000000000005,29736,438,0,0.0,4379.999999999999,False,-0.1501131372288034,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.924000000000001,20891.0,681,0,0.0,19085.238974526066,False,-0.4856144766794045,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.3530000000000001,81476,0,10,0.0,380.0000000000001,False,0.09209804891747683,0.16666666666666666,319166,0.0,0.0,6,0,0,10,1,1.0,9,19,17,117.0,36.0,9,7,17,490,1.4101253229891881,65.31633512902772
44,17,0,0,0,9.999999999999998,20,10.0,28.098276988442098,14,29.0,14.966935471256486,5,14.0,38.000000000000014,0,,4,1.0410000000000001,46422,6,10,1.0,340.982769884421,False,0.24031655490329318,0,1.8020000000000005,29656,446,0,0.0,4459.999999999999,False,-0.15117795820577665,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,5,5.974,20380.0,695,0,0.0,19528.30250696726,False,-0.4905070353505683,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.3530000000000001,81406,0,15,0.5,570.0000000000002,False,0.09243236737586756,0.25,318695,0.0,0.0,5,0,0,11,2,1.2857142857142856,8,19,17,99.0,57.0,8,9,17,200,1.4118978180340491,66.72823294706177
45,17,0,0,0,10.0,20,10.0,28.098276988442098,0,,14.966935471256486,0,,38.000000000000014,0,,0,1.0370000000000004,46332,5,20,1.0,611.965539768842,False,0.24152755942724408,0,1.8020000000000005,29546,457,0,0.0,4570.0,False,-0.15264208704911486,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,5.969,20380.0,695,0,0.0,19528.30250696726,False,-0.4905070353505683,0,0.56,81190,0,17,0.0,646.0000000000002,False,0.0900520199521256,0,0.3530000000000001,81406,0,15,0.0,570.0000000000002,False,0.09243236737586756,0.16666666666666666,318495,0.0,0.0,6,0,0,13,0,0.0,6,19,19,96.0,75.0,7,10,19,200,1.2945395320421085,68.02277247910388
46,19,0,0,0,10.0,20,10.0,28.098276988442098,0,,14.897604729182914,10,14.0,38.000000000000014,0,,0,1.0370000000000001,46252,3,30,1.0,872.948309653263,False,0.24287166657331644,0,1.802,29426,469,0,0.0,4690.0,False,-0.15423931851457473,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,10,6.069,20135.0,695,0,0.0,19528.30250696726,False,-0.4946479970677997,0,0.56,81120,0,22,0.5,836.0000000000003,False,0.09038633841051633,0,0.3530000000000001,81336,0,20,0.5,760.0000000000002,False,0.09276668583425828,0.3333333333333333,317910,0.0,0.0,4,0,0,11,2,2.0,8,19,16,114.0,63.0,8,11,16,200,1.2547966679558158,69.2775691470597
47,16,0,0,0,10.0,20,10.0,28.109508570051993,1,30.0,14.8313707866669,10,14.0,38.000000000000014,0,,0,1.0370000000000004,46152,6,39,1.0,1156.2708342320277,False,0.24398071122363937,0,1.802,29356,476,0,0.0,4760.0,False,-0.15517103686942632,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,10,6.1590000000000025,19860.0,696,0,0.0,19564.217964756186,False,-0.49899249586109873,0,0.56,81050,0,27,0.5,1026.0000000000005,False,0.09072065686890704,0,0.35300000000000004,81266,0,25,0.5,950.0000000000003,False,0.093101004292649,0.3333333333333333,317325,0.0,0.0,7,0,0,9,2,2.0,10,19,16,126.0,54.0,7,9,16,230,1.9022550380323082,71.179824185092
48,16,0,0,0,10.0,20,10.0,28.184435429996313,14,29.0,14.768373030893555,10,14.0,38.000000000000014,0,,0,1.0370000000000001,46448,7,35,1.0,1056.455240049871,False,0.25053181472181374,0,1.802,29266,485,0,0.0,4850.0,False,-0.15636896046852122,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,10,6.249000000000002,19209.0,710,0,0.0,20010.94915529738,False,-0.5062203232037744,0,0.56,80980,0,32,0.5,1216.0000000000005,False,0.09105497532729777,0,0.35300000000000004,81196,0,30,0.5,1140.0000000000005,False,0.09343532275103973,0.3333333333333333,316740,0.0,0.0,7,0,0,11,2,2.0,7,18,15,111.0,54.0,7,9,15,606,1.2214744850061834,72.40129867009819
49,15,0,0,0,10.0,20,10.0,28.43471658418093,15,30.933333333333334,14.768373030893555,0,,38.000000000000014,0,,0,1.0370000000000004,46812,7,30,1.0,923.0414975254279,False,0.2584459137165636,0,1.8020000000000005,29166,495,0,0.0,4950.0,False,-0.15769998668973778,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,6.2390000000000025,18745.0,725,0,0.0,20615.169523531174,False,-0.508956566183291,0,0.56,80980,0,32,0.0,1216.0000000000005,False,0.09105497532729777,0,0.35300000000000004,81196,0,30,0.0,1140.0000000000005,False,0.09343532275103973,0.16666666666666666,316540,0.0,0.0,8,0,0,11,0,0.0,6,17,14,96.0,69.0,7,8,14,664,1.2916833530180156,73.6929820231162
50,14,0,0,0,10.0,20,10.0,28.718984408021267,29,30.17241379310345,14.737333045250274,5,14.0,38.000000000000014,0,,0,1.0370000000000001,47587,7,11,1.0,385.90882848823395,False,0.2719274434778149,0,1.8020000000000005,29066,505,0,0.0,5050.0,False,-0.15903101291095434,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,5,6.2890000000000015,17765.0,754,0,0.0,21654.114243648037,False,-0.5167403511903318,0,0.56,80910,0,37,0.5,1406.0000000000005,False,0.0913892937856885,0,0.35300000000000004,81196,0,30,0.0,1140.0000000000005,False,0.09343532275103973,0.25,316165,0.0,0.0,7,0,0,11,1,1.0,9,20,11,84.0,19.0,8,6,11,1075,1.4387206939863972,75.1317027171026
51,11,0,0,0,10.000000000000002,20,10.0,28.718984408021267,0,,14.788900267174359,13,15.23076923076923,38.000000000000014,0,,0,1.0370000000000004,47457,10,21,1.0,703.0986725684467,False,0.2726886552983954,0,1.8020000000000005,28996,512,0,0.0,5120.000000000001,False,-0.15996273126580593,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,13,6.4140000000000015,17452.0,754,0,0.0,21654.114243648037,False,-0.5220306410576521,0,0.56,80910,0,37,0.0,1406.0000000000005,False,0.0913892937856885,0,0.3530000000000001,80998,3,40,1.0,1564.3667008015236,False,0.09362499298467172,0.3333333333333333,315454,0.0,0.0,5,0,0,7,2,2.0,9,16,11,90.0,63.0,5,6,11,200,1.2531316290260293,76.38483434612863
52,11,0,0,0,10.000000000000002,20,10.0,28.718984408021267,0,,14.7183223343747,11,14.0,38.000000000000014,0,,0,1.0370000000000001,47317,14,31,1.0,1030.2885166486594,False,0.2733167644968543,0,1.8020000000000005,28936,518,0,0.0,5180.000000000001,False,-0.16076134699853586,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,11,6.511,17221.0,754,0,0.0,21654.114243648037,False,-0.5259349763910417,0,0.56,80756,1,47,1.0,1800.7183223343754,False,0.09196912450242965,0,0.3530000000000001,80998,0,43,0.3,1634.0000000000007,False,0.09409058692948555,0.3833333333333333,314869,0.0,0.0,6,0,0,8,1,1.0,9,17,9,75.0,31.0,5,6,9,200,1.085696886992082,77.47053123312071
53,9,0,0,0,10.000000000000002,20,10.0,28.72696350873277,1,30.0,14.75565525915321,21,14.952380952380953,38.000000000000014,0,,0,1.0370000000000004,47227,16,40,1.0,1309.0785403493107,False,0.2746316856162559,0,1.8020000000000005,28856,526,0,0.0,5260.000000000001,False,-0.1618261679755091,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,21,6.71,16616.0,755,0,0.0,21688.85744909324,False,-0.5358670037260777,0,0.56,80756,0,48,0.1,1824.0000000000007,False,0.09212479439414809,0,0.3530000000000001,80684,11,53,1.0,2176.312207850686,False,0.09351764671800028,0.35000000000000003,313780,0.0,0.0,6,0,0,9,2,2.0,8,17,11,75.0,42.0,5,4,11,230,1.0554943600436673,78.52602559316438
54,11,0,0,0,10.000000000000002,20,10.0,28.75285722887874,3,30.0,14.719236228670992,6,14.0,38.000000000000014,0,,0,1.0370000000000001,47207,17,47,1.0,1521.3842897573006,False,0.27692512032154004,0,1.802,28766,535,0,0.0,5350.000000000001,False,-0.163024091574604,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,6,6.749000000000001,16400.0,758,0,0.0,21794.665779490086,False,-0.5386236306981317,0,0.56,80672,0,54,0.6,2052.000000000001,False,0.09252597654421696,0,0.3530000000000001,80684,1,63,1.0,2408.719236228672,False,0.09507160590693024,0.43333333333333335,313370,0.0,0.0,9,0,0,8,1,1.0,7,15,10,90.0,33.0,5,6,10,290,1.008171000983566,79.53419659414794
55,10,0,0,0,10.000000000000002,20,10.0,29.304638647607998,55,30.636363636363637,14.61599383231061,48,14.375,38.000000000000014,2,38.0,8,1.1170000000000004,48600,17,10,1.0,463.04638647608,False,0.29992075584288674,0,1.802,28666,545,0,0.0,5450.000000000001,False,-0.16435511779582057,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,48,7.2230000000000025,12420.0,813,0,0.0,23824.6712205053,False,-0.5887376724372069,0,0.56,80280,18,64,1.0,2695.0878889815917,False,0.09158378614973184,0,0.35300000000000004,80462,11,71,1.0,2858.7759321554176,False,0.09511210321183357,0.5,310069,0.0,0.0,9,0,0,9,6,5.8,8,17,12,90.0,45.0,5,5,12,1671,1.0215070890262723,80.55570368317422
56,12,0,0,0,10.000000000000002,20,10.0,29.281328920655376,14,29.0,14.572289338469638,11,14.0,38.000000000000014,9,38.0,4,1.1490000000000002,48790,19,10,1.0,482.8132892065538,False,0.3052417581419746,0,1.802,28586,553,0,0.0,5530.000000000001,False,-0.16541993877279382,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,11,7.285000000000002,11783.0,827,0,0.0,24215.659017381997,False,-0.5961999575983943,0,0.56,80202,19,72,1.0,3012.873497430924,False,0.09266554445386362,0,0.35300000000000004,80728,1,74,1.0,2826.5722893384705,False,0.09845392616468848,0.5,309730,0.0,0.0,8,0,0,10,2,1.2857142857142856,8,18,14,111.0,46.0,7,5,14,542,1.2141294709872454,81.76983315416146
57,14,0,0,0,10.000000000000002,20,10.0,29.416483204002915,33,30.09090909090909,14.534018264674712,10,14.0,38.000000000000014,20,38.0,23,1.3750000000000002,49011,19,10,1.0,484.1648320400292,False,0.31114288342925633,0,1.8020000000000005,28486,563,0,0.0,5630.000000000001,False,-0.16675096499401038,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,10,7.374000000000002,10580.0,860,0,0.0,25298.175555442507,False,-0.6073846399438646,0,0.56,80582,9,72,1.0,2866.8061643820733,False,0.0967705249092799,0,0.35300000000000004,80968,1,74,1.0,2826.5340182646755,False,0.10166312747071153,0.5,309268,0.0,0.0,12,0,0,7,3,2.4444444444444446,11,18,16,108.0,82.0,6,8,16,960,1.2083421319839545,82.97817528614542
58,16,0,0,0,10.000000000000002,20,10.0,29.6642545817221,33,31.0,14.534018264674712,0,,38.000000000000014,14,38.0,23,1.582,49272,18,10,1.0,476.64254581722105,False,0.3179907167019462,0,1.8020000000000005,28376,574,0,0.0,5740.000000000001,False,-0.1682150938373486,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,0,7.3640000000000025,9557.0,893,0,0.0,26490.179341477837,False,-0.6146017126554734,0,0.56,80734,0,77,0.9,2926.000000000001,False,0.09919897297369583,0,0.35300000000000004,81348,0,65,0.1,2470.000000000001,False,0.10436084997124861,0.3333333333333333,308928,0.0,0.0,10,0,0,12,2,1.4444444444444444,10,22,17,153.0,46.0,11,5,17,732,1.3438828180078417,84.32205810415326
59,17,0,0,0,10.000000000000002,20,10.0,29.6642545817221,0,,14.5040555687351,8,14.0,38.000000000000014,16,38.0,0,1.5590000000000006,49192,16,20,1.0,753.285091634442,False,0.3195432595718681,0,1.8020000000000005,28256,586,0,0.0,5860.000000000001,False,-0.16981232530280846,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,8,7.444000000000002,9389.0,893,0,0.0,26490.179341477837,False,-0.617441229261575,0,0.56,81152,0,66,0.0,2508.000000000001,False,0.10199387528584228,0,0.3530000000000001,81426,0,68,0.8,2584.000000000001,False,0.10616616964655852,0.3,309056,0.0,0.0,10,0,0,5,1,1.0,16,21,20,165.0,81.0,10,7,20,808,1.4770247680135071,85.79908287216676
60,20,0,0,0,10.000000000000002,20,10.0,29.6642545817221,0,,14.603246532347997,22,15.181818181818182,38.000000000000014,20,38.0,0,1.5590000000000004,49112,14,30,1.0,1029.927637451663,False,0.32109580244178976,0,1.8020000000000005,28136,598,0,0.0,5980.000000000001,False,-0.17140955676826833,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,22,7.6560000000000015,8782.0,893,0,0.0,26490.179341477837,False,-0.6277006731895729,0,0.56,81324,3,66,1.0,2551.809739597045,False,0.10458691437166219,0,0.3530000000000001,81680,0,67,0.9,2546.000000000001,False,0.10930876315543134,0.48333333333333334,308675,0.0,0.0,11,0,0,9,2,2.0,11,20,17,165.0,72.0,10,10,17,960,1.5365071080159396,87.3355899801827
61,17,0,0,0,10.000000000000002,20,10.0,29.6642545817221,0,,14.723655611887814,30,15.266666666666667,38.000000000000014,20,38.0,0,1.5590000000000004,49012,14,40,1.0,1326.570183268884,False,0.3223821400674681,0,1.8020000000000005,28036,608,0,0.0,6080.000000000001,False,-0.1727405829894849,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,30,7.934,7767.0,893,0,0.0,26490.179341477837,False,-0.6448560860181033,0,0.56,81674,2,63,1.0,2423.4473112237765,False,0.10840909420575146,0,0.3530000000000001,81632,11,70,1.0,2821.960211730767,False,0.1105120435665813,0.5,307762,0.0,0.0,12,0,0,6,3,3.0,14,20,14,114.0,57.0,8,9,14,960,1.4755050810053945,88.8110950611881
62,14,0,0,0,10.000000000000002,20,10.0,29.6642545817221,0,,14.826228750447275,13,16.0,38.000000000000014,20,38.0,0,1.5590000000000006,48892,16,50,1.0,1643.2127290861051,False,0.32340227244890335,0,1.802,27956,616,0,0.0,6160.000000000001,False,-0.17380540396645813,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,13,8.034,7520.0,893,0,0.0,26490.179341477837,False,-0.649030851504455,0,0.56,82074,5,57,1.0,2240.131143752237,False,0.11253246996985934,0,0.3530000000000001,81784,1,76,1.0,2902.826228750448,False,0.11308539983652137,0.5,307867,0.0,0.0,11,0,0,3,1,1.0,14,17,12,108.0,67.0,6,8,12,960,1.260939261992462,90.07203432318056
63,12,0,0,0,10.0,20,10.0,29.667583289630002,38,29.68421052631579,14.812492770024367,32,14.75,38.000000000000014,11,38.0,0,1.5590000000000006,49920,16,22,1.0,812.6868323718601,False,0.33971365409785526,0,1.802,27856,626,0,0.0,6260.0,False,-0.1751364301876747,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,32,8.341000000000003,5261.0,931,0,0.0,27620.52004264553,False,-0.6776597647034097,0,0.56,81728,18,67,1.0,2812.6248698604395,False,0.11173340690474898,0,0.35300000000000004,82076,0,75,1.0,2850.000000000001,False,0.11663702376335602,0.5,306482,0.0,0.0,12,0,0,5,3,3.0,13,18,13,93.0,47.0,6,6,13,1746,1.1561598500120454,91.2281941731926
64,13,0,0,0,10.0,20,10.0,29.667583289630002,0,,14.875797399282636,9,16.0,38.00000000000001,20,38.0,0,1.5590000000000004,49810,17,32,1.0,1119.36266526816,False,0.3408673321611627,0,1.802,27766,635,0,0.0,6350.0,False,-0.1763343537867696,0,0.2,59641,0,0,0.0,0.0,False,0.008045297050621144,9,8.399000000000001,5090.0,931,0,0.0,27620.52004264553,False,-0.6805499869631917,0,0.56,82222,8,64,1.0,2551.0063791942616,False,0.11659026183282918,0,0.35300000000000004,82198,0,77,0.9,2926.0000000000005,False,0.11877666189705666,0.48333333333333334,306727,0.0,0.0,11,0,0,6,1,1.0,14,20,11,132.0,27.0,9,4,11,960,1.2372327389894053,92.46542691218201
