index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,10,0,0,0,10.000000000000002,20,10.0,21.420186151758156,9,28.0,33.468260581257,0,,33.99999999999999,20,34.0,0,0.9380000000000002,49294,29,50,1.0,1361.0093075879079,False,0.06817365937360172,0,1.8470000000000004,43141,285,0,0.0,2850.0000000000005,False,-0.047429731751629796,0,0.2,66171,0,5,0.0,167.341302906285,False,0.002582631975260876,0,0.32600000000000007,62447,243,51,1.0,6911.986524521339,False,-0.002739040278120694,0,1.2260000000000002,87537,0,11,1.0,373.99999999999994,False,-0.009875957967922889,11,2.8840000000000012,81439,76,0,0.0,2543.587804175532,False,-0.06645905820508395,0.5,390029,0.0,0.0,10,0,0,4,4,4.0,14,18,11,39.0,30.0,5,5,11,758,1.747751034796238,127.67217944189906
31,11,0,0,0,10.000000000000002,20,10.0,21.975312001411726,17,28.529411764705884,32.26924834615342,20,24.75,33.99999999999999,20,34.0,0,0.9380000000000002,49699,27,43,1.0,1214.9384160607042,False,0.07526919328909587,0,1.8470000000000004,43021,297,0,0.0,2970.0000000000005,False,-0.04871219407929892,0,0.2,66171,0,5,0.0,161.34624173076708,False,0.002537272575288724,0,0.32600000000000007,62457,250,41,1.0,6816.867182545222,False,-0.003307402831659567,0,1.2260000000000002,87843,0,2,0.0,67.99999999999999,False,-0.008149076174674658,11,2.983000000000001,80795,96,0,0.0,3097.847841230728,False,-0.07059984965275727,0.3333333333333333,389986,0.0,0.0,15,0,0,5,4,4.0,16,21,9,105.0,27.0,7,4,9,1486,1.4072679840028286,129.0794474259019
32,9,0,0,0,10.000000000000002,20,10.0,21.94465216055111,36,21.77777777777778,32.26924834615342,0,,33.99999999999999,20,34.0,0,0.9380000000000002,50343,31,17,1.0,683.059086729369,False,0.08334999558329984,0,1.8470000000000002,42961,303,0,0.0,3030.0000000000005,False,-0.049353425243133485,0,0.2,66171,0,5,0.0,161.34624173076708,False,0.002537272575288724,0,0.32600000000000007,61673,276,51,1.0,7702.455661965931,False,-0.008470615716618796,7,1.296,87837,0,0,0.0,0.0,False,-0.00860054853892256,11,3.082000000000001,80644,96,0,0.0,3097.847841230728,False,-0.07230415782779312,0.3333333333333333,389629,0.0,0.0,9,0,0,3,7,6.5,15,18,8,30.0,28.0,5,4,8,984,1.59772243257612,130.677169858478
33,8,0,0,0,10.000000000000002,20,10.0,22.26718874038114,10,29.0,32.26924834615342,0,,33.99999999999999,20,34.0,0,0.9380000000000002,50553,29,17,1.0,668.5422085864794,False,0.0876834691523617,0,1.8470000000000004,42841,315,0,0.0,3150.0000000000005,False,-0.05063588757080261,0,0.2,66171,0,5,0.0,161.34624173076708,False,0.002537272575288724,0,0.32600000000000007,61383,276,61,1.0,8114.168241460553,False,-0.00974389987394418,8,1.3690000000000002,87748,0,0,0.0,0.0,False,-0.009605074549374147,12,3.191000000000001,80476,96,0,0.0,3097.847841230728,False,-0.0742003417576343,0.3333333333333333,389172,0.0,0.0,8,0,0,4,7,7.0,15,19,9,82.0,24.0,5,3,9,490,1.2260957462713122,131.90326560474932
34,9,0,0,0,10.000000000000002,20,10.0,22.570554261226317,11,28.0,33.68959761750396,19,43.473684210526315,33.999999999999986,20,34.0,0,0.9380000000000002,50721,33,16,1.0,691.1288681796211,False,0.09151575150346922,0,1.8470000000000002,42781,321,0,0.0,3210.0000000000005,False,-0.05127711873463717,0,0.2,66171,0,5,0.0,168.44798808751983,False,0.0025910052969517214,0,0.32600000000000007,61901,277,52,1.0,8003.9026064698955,False,-0.0027396752128359425,12,1.481,87575,0,0,0.0,0.0,False,-0.01155769252474633,8,3.2590000000000003,79569,115,0,0.0,3874.303726012956,False,-0.08005562294149503,0.3333333333333333,388718,0.0,0.0,10,0,0,6,7,7.0,12,18,10,76.0,25.0,6,3,10,1334,1.4087818404659629,133.31204744521528
35,10,0,0,0,10.0,20,10.0,22.41309401632858,35,21.571428571428573,32.31744538569458,57,29.07017543859649,33.999999999999986,20,34.0,19,1.1280000000000003,50919,35,10,1.0,574.1309401632858,False,0.09449749855897499,0,1.8470000000000004,42701,329,0,0.0,3290.0,False,-0.05213209361974992,0,0.2,66171,0,5,0.0,161.58722692847292,False,0.0025390959001306947,5,0.37600000000000006,62648,302,10,1.0,7091.928846788176,False,0.0016640097965330881,5,1.5190000000000003,86234,40,10,1.0,1632.697815427783,False,-0.01747932925073765,15,3.401000000000001,78972,122,0,0.0,3942.7283370547393,False,-0.08640770021639775,0.5,387645,0.0,0.0,9,0,0,5,8,6.859999999999999,14,19,11,89.0,27.0,6,4,11,837,1.3080805353820324,134.62012798059732
36,11,0,0,0,10.0,20,10.0,22.337718259113633,15,21.333333333333332,32.31744538569458,0,,33.99999999999999,20,34.0,0,1.1090000000000002,51079,37,10,1.0,593.3771825911363,False,0.09812308627328352,5,1.8970000000000005,42546,337,0,0.0,3370.0,False,-0.05459014641444908,0,0.2,66171,0,5,0.0,161.58722692847292,False,0.0025390959001306947,0,0.37100000000000005,62328,307,20,1.0,7504.028413261777,False,-6.03140452924938e-05,0,1.5140000000000002,86438,30,14,1.0,1445.5233615708376,False,-0.016233121358193423,14,3.526000000000001,78745,122,0,0.0,3942.7283370547393,False,-0.0889698058835046,0.5,387307,0.0,0.0,9,0,0,6,6,6.0,13,19,8,90.0,27.0,7,4,8,684,1.4743143850937486,136.09444236569107
37,8,0,0,0,10.0,20,10.0,21.963241239155305,43,20.27906976744186,32.592036292864044,28,34.285714285714285,33.99999999999999,20,34.0,28,1.3890000000000002,51090,42,10,1.0,639.6324123915531,False,0.09885254261399545,5,1.9420000000000004,42421,342,0,0.0,3420.0,False,-0.05672758362723095,0,0.2,66171,0,5,0.0,162.96018146432021,False,0.002549483849829949,8,0.45100000000000007,62168,340,10,1.0,7793.422384241444,False,-0.0002918831771574788,0,1.5140000000000002,86092,38,13,1.0,1680.4973791288335,False,-0.01881230386839117,9,3.602000000000001,78409,132,0,0.0,4302.148790658054,False,-0.09073381871884534,0.5,386351,0.0,0.0,12,0,0,3,7,5.5353535353535355,14,17,11,48.0,27.0,4,4,11,814,1.1817420339211822,137.27618439961225
38,11,0,0,0,10.0,20,10.0,21.865428011777343,46,21.41304347826087,32.592036292864044,0,,33.99999999999999,20,34.0,31,1.6710000000000005,51049,42,10,1.0,638.6542801177734,False,0.09796573987514985,5,1.9870000000000005,42251,352,0,0.0,3520.0,False,-0.0592925082825692,0,0.2,66171,0,5,0.0,162.96018146432021,False,0.002549483849829949,0,0.44300000000000006,61183,376,20,1.0,8873.241658285562,False,-0.007027104455802076,0,1.5140000000000002,86500,28,11,1.0,1286.5770162001932,False,-0.016430337722772262,8,3.673000000000001,78320,132,0,0.0,4302.148790658054,False,-0.09173834472929693,0.5,385474,0.0,0.0,11,0,0,5,6,5.777777777777778,17,22,4,87.0,24.0,8,3,4,840,1.259691171348095,138.53587557096034
39,4,0,0,0,10.0,20,10.0,21.09369360014037,29,14.89655172413793,32.592036292864044,0,,33.99999999999999,20,34.0,0,1.6400000000000003,51201,42,11,1.0,652.0306296015441,False,0.1013575999743673,20,2.182000000000001,41731,362,0,0.0,3620.0,False,-0.06933846318264401,0,0.2,66171,0,5,0.0,162.96018146432021,False,0.002549483849829949,0,0.44300000000000006,60751,395,30,1.0,9309.770060841367,False,-0.010261409260627592,0,1.514,86772,18,13,1.0,1028.6566532715528,False,-0.014815874596374951,12,3.785000000000001,78146,132,0,0.0,4302.148790658054,False,-0.0937022495137753,0.5,384772,0.0,0.0,10,0,0,2,8,8.0,14,16,5,47.0,18.0,3,1,5,724,0.9781871531158686,139.5140627240762
40,5,0,0,0,9.999999999999998,20,10.0,21.10045522749535,14,21.214285714285715,32.55023768625892,1,25.0,33.99999999999999,20,34.0,0,1.6400000000000003,51343,43,12,1.0,683.2054627299442,False,0.10472593205867213,5,2.2120000000000006,41571,371,0,0.0,3709.9999999999995,False,-0.07179651597734317,0,0.2,66171,0,5,0.0,162.7511884312946,False,0.002547902581799561,0,0.44300000000000006,60479,399,39,1.0,9688.540905534743,False,-0.011511554192128648,0,1.514,87146,8,12,1.0,668.4019014900712,False,-0.012627671297136062,9,3.863000000000001,78028,133,0,0.0,4329.181612272436,False,-0.0948815358397249,0.5,384738,0.0,0.0,13,0,0,2,3,3.0,14,16,6,39.0,21.0,3,2,6,851,1.1007389929145575,140.61480171699077
41,6,0,0,0,9.999999999999998,20,10.0,20.563621869773534,10,8.5,33.15940215779776,34,36.088235294117645,33.99999999999999,20,34.0,0,1.6400000000000003,51203,47,22,1.0,922.3996811350178,False,0.10428983307828388,10,2.307000000000001,41341,377,0,0.0,3769.9999999999995,False,-0.07607139040290692,0,0.2,66171,0,5,0.0,165.79701078898879,False,0.002570947663496346,0,0.44300000000000006,61621,399,15,1.0,8702.276158406607,False,-0.0016927232128306176,0,1.5140000000000002,86818,13,14,1.0,907.0722280513708,False,-0.014982831476363317,12,3.9740000000000006,77239,152,0,0.0,5040.229127985259,False,-0.09977409943687146,0.5,384393,0.0,0.0,13,0,0,4,6,6.0,13,17,8,67.0,18.0,5,1,8,1699,1.0731655480340123,141.68796726502478
42,8,0,0,0,9.999999999999998,20,10.0,20.181512042874992,26,17.076923076923077,32.09607355366633,31,26.0,33.99999999999999,20,34.0,4,1.6800000000000002,51455,47,10,1.0,671.8151204287499,False,0.10699813102948334,0,2.2970000000000006,41241,387,0,0.0,3869.999999999999,False,-0.07714010900929785,0,0.2,66171,0,5,0.0,160.48036776833163,False,0.002530721262093117,16,0.603,61487,415,10,1.0,8696.288233329784,False,-0.0037657509130063645,0,1.5140000000000002,86352,34,14,1.0,1567.266500824655,False,-0.016516741154952906,10,4.062,77118,152,0,0.0,4878.603180157282,False,-0.10205192394859264,0.5,383824,0.0,0.0,11,0,0,5,5,4.316129032258065,14,19,14,83.0,21.0,6,2,14,944,1.2641018787398934,142.95206914376467
43,14,0,0,0,9.999999999999998,20,10.0,18.967627674352297,25,8.6,31.636329883963,10,23.0,33.99999999999999,20,34.0,5,1.7260000000000004,51400,44,10,1.0,629.676276743523,False,0.10537219489947129,10,2.3970000000000007,40941,400,0,0.0,3999.999999999999,False,-0.08216308645933526,0,0.2,66171,0,5,0.0,158.18164941981502,False,0.0025133288649281846,0,0.5870000000000002,61502,430,10,1.0,8472.443198811117,False,-0.005232407248266469,0,1.5140000000000002,86590,24,17,1.0,1337.271917215112,False,-0.015128433068008037,13,4.182000000000001,76698,162,0,0.0,5125.085441202006,False,-0.10540138465895771,0.5,383302,0.0,0.0,11,0,0,11,7,7.0,10,21,16,114.0,49.0,8,6,16,758,1.2178422110155225,144.1699113547802
44,16,0,0,0,9.999999999999998,20,10.0,18.089566148264154,39,13.256410256410257,30.573087525849534,25,23.0,34.0,20,34.0,14,1.8610000000000004,51295,45,10,1.0,630.8956614826415,False,0.10314091761764076,15,2.537000000000001,40566,409,0,0.0,4089.999999999999,False,-0.08921662926151544,0,0.2,66171,0,5,0.0,152.86543762924768,False,0.0024731057262669808,15,0.7370000000000001,61025,459,10,1.0,8608.841737311743,False,-0.011418484524909654,0,1.5140000000000002,86896,14,18,1.0,1040.0232253618935,False,-0.013352164102518715,11,4.279000000000002,75974,187,0,0.0,5717.167367333863,False,-0.11023167661410475,0.5,381927,0.0,0.0,12,0,0,8,12,11.514285714285714,15,23,13,150.0,30.0,11,5,13,942,1.4165406413376331,145.58645199611783
45,13,0,0,0,10.0,20,10.0,17.508629113895545,15,8.666666666666666,29.699336764254948,21,22.095238095238095,34.0,20,34.0,0,1.8470000000000004,51220,47,15,1.0,732.6294367084331,False,0.10262508749287629,10,2.6220000000000008,40316,417,0,0.0,4170.0,False,-0.09370524740835738,0,0.2,66171,0,5,0.0,148.49668382127473,False,0.0024400511759373363,11,0.8320000000000001,61008,464,10,1.0,8420.997276490081,False,-0.013096988102338777,0,1.5140000000000002,87270,4,17,1.0,696.7973470570198,False,-0.011067859981167797,9,4.358000000000001,75412,208,0,0.0,6177.462046965029,False,-0.11397723424099016,0.5,381397,0.0,0.0,11,0,0,4,7,6.090909090909091,16,20,16,72.0,33.0,7,6,16,619,1.1245849691331387,146.71103696525097
46,16,0,0,0,10.0,20,10.0,18.48836556015436,46,23.152173913043477,29.65942663771452,2,26.0,34.0,20,34.0,31,2.1570000000000005,51352,46,10,1.0,644.8836556015436,False,0.10450874912473597,0,2.612000000000001,40206,428,0,0.0,4280.0,False,-0.09488083787538741,0,0.2,66171,0,5,0.0,148.29713318857262,False,0.0024385413503161,0,0.8210000000000002,59995,500,18,1.0,9778.052459556042,False,-0.018158310184340824,0,1.5140000000000002,87474,0,15,0.4,510.0,False,-0.0098195239223919,14,4.489000000000002,75142,210,0,0.0,6228.479593920049,False,-0.11673676004288956,0.39999999999999997,380340,0.0,0.0,11,0,0,4,6,5.454545454545455,17,21,18,115.0,36.0,9,7,18,708,1.3368497407063842,148.04788670595735
47,18,0,0,0,10.0,20,10.0,19.042675666283216,19,26.0,29.35071416200011,10,24.2,34.0,20,34.0,6,2.186000000000001,51588,45,10,1.0,640.4267566628322,False,0.10950546923867506,3,2.642000000000001,40057,439,0,0.0,4390.0,False,-0.09689002885540238,0,0.2,66171,0,5,0.0,146.75357081000055,False,0.0024268625598479923,0,0.8210000000000002,59743,509,18,1.0,10221.03476905416,False,-0.018619977838401483,0,1.514,87780,0,6,0.0,204.0,False,-0.00809264212914367,11,4.585000000000001,74774,220,0,0.0,6457.157115640024,False,-0.11959978602670442,0.3333333333333333,380113,0.0,0.0,13,0,0,5,6,5.857142857142858,16,21,14,90.0,73.0,7,11,14,1009,1.1390021303668618,149.18688883632421
48,14,0,0,0,10.0,20,10.0,19.300291892980656,11,24.727272727272727,29.19993521462184,30,28.4,34.0,20,34.0,0,2.1800000000000006,51730,46,11,1.0,672.3032108227872,False,0.11288129967749057,2,2.659000000000001,39941,448,0,0.0,4480.0,False,-0.0984076092764775,0,0.2,66171,0,5,0.0,145.99967607310919,False,0.0024211584958016732,12,0.9410000000000001,59951,510,10,1.0,10135.148217566353,False,-0.016122297246183987,1,1.524,87359,11,10,1.0,661.1992873608402,False,-0.010264228222887086,13,4.704000000000001,74360,229,0,0.0,6686.785164148401,False,-0.1229766410221989,0.5,379512,0.0,0.0,11,0,0,5,7,6.3,17,22,14,103.0,33.0,8,6,14,1084,1.2241521114483476,150.41104094777256
49,14,0,0,0,10.0,20,10.0,19.025061961992154,5,7.0,28.654715015565326,15,22.466666666666665,34.0,20,34.0,0,2.1800000000000006,51600,49,21,1.0,889.5263012018352,False,0.11242413488513242,5,2.7070000000000007,39791,455,0,0.0,4550.0,False,-0.10086566207117666,0,0.2,66171,0,5,0.0,143.27357507782662,False,0.0024005324668438873,5,0.9790000000000003,60098,505,10,1.0,9894.203440961692,False,-0.015720874637115717,0,1.5230000000000004,87631,1,12,1.0,436.65471501556533,False,-0.008461412007948437,12,4.811000000000002,73852,244,0,0.0,6991.75046379794,False,-0.1269892974875679,0.5,379143,0.0,0.0,9,0,0,7,6,5.714285714285714,15,22,12,130.0,27.0,10,4,12,648,1.0843219254165888,151.49536287318915
50,12,0,0,0,10.0,20,10.0,19.25468677803325,15,22.333333333333332,28.375750304730094,12,24.5,34.0,20,34.0,0,2.1800000000000006,51825,50,16,1.0,808.0749884485319,False,0.1163628832793473,0,2.702000000000001,39701,464,0,0.0,4640.0,False,-0.10182750881692851,0,0.2,66171,0,5,0.0,141.87875152365046,False,0.002389979053353665,2,0.9940000000000002,59995,510,10,1.0,10103.64775984426,False,-0.015694814479720827,0,1.5230000000000004,87937,0,4,0.1,136.0,False,-0.006704364609081367,11,4.909000000000002,73406,256,0,0.0,7264.192078010904,False,-0.130485716102829,0.35000000000000003,379035,0.0,0.0,12,0,0,4,5,4.333333333333333,15,19,14,71.0,40.0,6,6,14,985,1.0175299877300858,152.51289286091924
51,14,0,0,0,10.000000000000002,20,10.0,18.97261219127143,5,8.0,27.967638228662164,11,22.0,34.0,20,34.0,0,2.1800000000000006,51725,50,26,1.0,993.2879169730572,False,0.11620485109514864,5,2.7520000000000007,39526,474,0,0.0,4740.000000000001,False,-0.10449930533290584,0,0.2,66171,0,5,0.0,139.8381911433108,False,0.002374539912409391,1,1.002,60166,505,10,1.0,9860.845538878693,False,-0.014944271390361533,3,1.5530000000000004,88052,0,0,0.0,0.0,False,-0.00617388458109008,13,5.028000000000001,72974,267,0,0.0,7467.359407052798,False,-0.1342150622069504,0.3333333333333333,378614,0.0,0.0,7,0,0,5,7,5.840909090909091,17,22,13,132.0,47.0,8,6,13,302,1.0189569871872663,153.5318498481065
52,13,0,0,0,10.000000000000002,20,10.0,19.181259705328852,14,21.857142857142858,28.405895706133006,3,51.0,34.0,20,34.0,0,2.1800000000000006,51931,50,22,1.0,921.9877135172349,False,0.11984597321275225,0,2.7470000000000008,39426,484,0,0.0,4840.000000000001,False,-0.10556802393929679,0,0.2,66171,0,5,0.0,142.02947853066502,False,0.002391119473175515,0,1.0010000000000001,60013,509,17,1.0,10246.161417016647,False,-0.014344157307240459,9,1.6400000000000003,87947,0,0,0.0,0.0,False,-0.007358999537240826,11,5.125000000000002,72676,270,0,0.0,7669.591840655911,False,-0.1364372518840172,0.3333333333333333,378164,0.0,0.0,9,0,0,2,7,7.0,16,18,6,72.0,53.0,5,8,6,659,0.9579194020479918,154.4897692501545
53,6,0,0,0,10.000000000000002,20,10.0,18.294766767548122,15,8.0,29.514340590056417,15,40.0,34.0,20,34.0,0,2.1800000000000006,51946,46,22,1.0,862.4848688860587,False,0.1195306708227644,5,2.797000000000001,39216,498,0,0.0,4980.000000000001,False,-0.10856043603719141,0,0.2,66171,0,5,0.0,147.5717029502821,False,0.002433052652308311,0,1.0010000000000001,60493,514,12,1.0,9757.682205600411,False,-0.010776570685790686,5,1.6810000000000003,87303,5,10,1.0,487.5717029502821,False,-0.011876140233240302,15,5.264000000000002,72425,270,0,0.0,7968.871959315233,False,-0.13758128218537888,0.5,377554,0.0,0.0,10,0,0,5,8,8.0,15,20,5,92.0,0.0,6,0,5,875,0.8219550615176558,155.31172431167215
54,5,0,0,0,10.000000000000002,20,10.0,17.876126016400647,30,15.5,29.514340590056417,0,,34.0,20,34.0,0,2.1800000000000006,52126,47,22,1.0,863.2747723608143,False,0.123386499651179,20,2.9920000000000004,38701,507,0,0.0,5070.000000000001,False,-0.11860639093726622,0,0.2,66171,0,5,0.0,147.5717029502821,False,0.002433052652308311,0,1.0010000000000001,60028,534,22,1.0,10195.166785739186,False,-0.01450300537392419,0,1.6760000000000002,87609,0,6,0.5,204.0,False,-0.010022686486303457,11,5.359000000000002,72275,270,0,0.0,7968.871959315233,False,-0.13927430355130851,0.4166666666666667,376910,0.0,0.0,10,0,0,3,8,8.0,13,16,6,19.0,3.0,4,1,6,796,0.8857517214491963,156.19747603312135
55,6,0,0,0,10.000000000000002,20,10.0,16.958580986449423,39,12.717948717948717,30.218371246775366,21,34.95238095238095,34.0,11,34.0,12,2.3000000000000007,52126,50,10,1.0,669.5858098644943,False,0.12131650967045524,5,3.0220000000000007,38561,514,0,0.0,5140.000000000001,False,-0.12085070001068719,0,0.2,66171,0,5,0.0,151.09185623387683,False,0.0024596865824848897,0,1.0010000000000001,60266,563,11,1.0,9880.083179085554,False,-0.013285491351268393,0,1.6760000000000004,87077,4,16,1.0,664.8734849871015,False,-0.013426373407221887,11,5.458000000000002,71935,277,0,0.0,8370.488835356777,False,-0.14084533214056152,0.5,376136,0.0,0.0,12,0,0,4,8,7.4,14,18,11,58.0,13.0,4,2,11,1265,0.8913091914728284,157.08878522459418
56,11,0,0,0,10.000000000000002,20,10.0,16.149796935827816,44,12.522727272727273,30.36464216972692,10,32.5,33.99999999999999,11,34.0,19,2.4780000000000006,51880,51,10,1.0,671.4979693582783,False,0.11607884973130567,15,3.167000000000001,38181,523,0,0.0,5230.000000000001,False,-0.12801111467350645,0,0.2,66171,0,5,0.0,151.8232108486346,False,0.002465220105083234,0,1.0010000000000001,60040,597,11,1.0,9975.439834556202,False,-0.01598390053147352,0,1.6760000000000002,87038,0,21,0.5,713.9999999999999,False,-0.013589318163861894,11,5.557000000000001,71512,286,0,0.0,8684.287660541899,False,-0.1438487586736764,0.4166666666666667,374822,0.0,0.0,11,0,0,9,10,9.8,12,21,12,134.0,17.0,9,2,12,786,1.119243724271655,158.20802894886583
57,12,0,0,0,10.000000000000002,20,10.0,15.878492444303767,50,14.7,30.97113573733878,5,48.0,34.0,7,34.0,25,2.7090000000000005,51550,53,10,1.0,688.7849244430378,False,0.10921005583459485,15,3.3020000000000014,37821,531,0,0.0,5310.000000000001,False,-0.13485091375440847,0,0.2,66171,0,5,0.0,154.8556786866939,False,0.0024881641447755697,0,1.0010000000000001,59545,637,16,1.0,10610.137858818918,False,-0.01867216074375851,0,1.6760000000000002,87038,0,21,0.0,714.0,False,-0.013589318163861894,7,5.616000000000001,71205,291,0,0.0,9012.600499565586,False,-0.14546100689869187,0.3333333333333333,373330,0.0,0.0,11,0,0,5,10,9.833333333333334,17,22,14,125.0,9.0,9,3,14,701,1.1229446474462748,159.3309735963121
58,14,0,0,0,10.000000000000002,20,10.0,15.078573879569213,30,8.666666666666666,33.356274398380954,25,45.84,34.00000000000001,17,34.0,0,2.6840000000000006,51555,51,10,1.0,660.7857387956922,False,0.10901769518858277,20,3.4870000000000014,37276,543,0,0.0,5430.000000000001,False,-0.14521748423640055,0,0.2,66171,0,5,0.0,166.78137199190476,False,0.002578395466314893,9,1.0910000000000002,60152,657,10,1.0,10240.185782860783,False,-0.01228598614747299,0,1.6760000000000002,86620,1,31,1.0,1087.3562743983812,False,-0.016200203871384593,17,5.779000000000003,70176,305,0,0.0,10173.663691506192,False,-0.1505227841651362,0.5,371950,0.0,0.0,10,0,0,7,11,10.818181818181818,14,21,17,121.0,30.0,9,5,17,1013,1.110892760567367,160.44186635687947
59,17,0,0,0,10.000000000000002,20,10.0,14.77029833497713,39,12.846153846153847,33.83174884231396,16,38.0,34.000000000000014,12,34.0,4,2.7240000000000006,51619,55,10,1.0,697.7029833497714,False,0.11078019646627942,25,3.7170000000000005,36611,549,0,0.0,5490.000000000001,False,-0.15879021053756545,0,0.2,66171,0,5,0.0,169.1587442115698,False,0.0025963829687335105,6,1.1420000000000001,60073,686,10,1.0,10470.742146217452,False,-0.0117370154181235,0,1.6760000000000002,86012,7,41,1.0,1630.8222418961984,False,-0.0199955854925213,12,5.882000000000003,70008,305,0,0.0,10318.683396905757,False,-0.1516005632292365,0.5,370494,0.0,0.0,9,0,0,7,11,10.345454545454546,13,20,18,109.0,68.0,8,9,18,651,1.2159763863310218,161.6578427432105
60,18,0,0,0,10.000000000000002,20,10.0,14.137484534074165,28,8.392857142857142,33.83174884231396,0,,34.000000000000014,12,34.0,0,2.7200000000000006,51569,54,15,1.0,752.0622680111126,False,0.11029242564936531,23,3.9220000000000006,35970,560,0,0.0,5600.000000000001,False,-0.17131559260446724,0,0.2,66171,0,5,0.0,169.1587442115698,False,0.0025963829687335105,0,1.1360000000000003,59838,704,20,1.0,10629.42408883449,False,-0.014092487676029795,0,1.6760000000000002,86012,0,48,0.7,1632.0000000000007,False,-0.019988938927075928,12,5.990000000000003,69845,305,0,0.0,10318.683396905757,False,-0.15344031311354672,0.45,369405,0.0,0.0,8,0,0,7,9,9.0,15,22,16,138.0,42.0,9,9,16,240,2.9369698856025934,164.5948126288131
61,16,0,0,0,10.000000000000002,20,10.0,14.105155808885344,2,10.0,33.83174884231396,0,,34.000000000000014,7,34.0,0,2.7200000000000006,51469,55,24,1.0,888.5237394132484,False,0.10961337757201284,1,3.9090000000000007,35867,569,0,0.0,5690.000000000001,False,-0.17255530618788073,0,0.2,66171,0,5,0.0,169.1587442115698,False,0.0025963829687335105,0,1.1360000000000003,59818,696,30,1.0,10832.140908253617,False,-0.012861351399328038,0,1.6760000000000002,86012,0,48,0.0,1632.0000000000007,False,-0.019988938927075928,7,6.048000000000001,69778,305,0,0.0,10318.683396905757,False,-0.15419652932366196,0.3333333333333333,369115,0.0,0.0,8,0,0,10,3,3.0,16,26,11,152.0,12.0,12,4,11,210,1.115633200854063,165.71044582966715
62,11,0,0,0,10.000000000000002,20,10.0,14.105155808885344,0,,34.55092648601592,7,49.0,34.000000000000014,13,34.0,0,2.720000000000001,51369,55,34,1.0,1029.5752975021019,False,0.10898338460513095,0,3.9080000000000004,35767,579,0,0.0,5790.000000000001,False,-0.17362402479427166,0,0.2,66171,0,5,0.0,172.7546324300796,False,0.002623589919118795,0,1.1360000000000003,60161,686,33,1.0,10816.31745893387,False,-0.007790709862191608,0,1.6760000000000002,86012,0,48,0.0,1632.0000000000007,False,-0.019988938927075928,13,6.171000000000001,69241,312,0,0.0,10779.889063636967,False,-0.1576547756541441,0.3333333333333333,368721,0.0,0.0,7,0,0,8,4,4.0,9,17,8,42.0,17.0,5,6,8,543,0.7990059480071068,166.50945177767426
63,8,0,0,0,10.0,20,10.0,14.069822431837151,2,10.0,34.55092648601592,0,,34.000000000000014,9,34.0,0,2.7200000000000006,51299,53,43,1.0,1135.0023645689976,False,0.10861389723809976,1,3.918000000000001,35634,591,0,0.0,5910.0,False,-0.17518435395960244,0,0.2,66171,0,5,0.0,172.7546324300796,False,0.002623589919118795,0,1.1360000000000001,60141,678,43,1.0,11025.029447684274,False,-0.006514213367197293,0,1.6760000000000004,86012,0,48,0.0,1632.0000000000007,False,-0.019988938927075928,9,6.248000000000001,69146,312,0,0.0,10779.889063636967,False,-0.15872702251923285,0.3333333333333333,368403,0.0,0.0,8,0,0,4,3,3.0,11,15,9,33.0,15.0,3,5,9,210,0.7091626767069101,167.21861445438117
