index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
98,17,0,0,0,10.0,20,10.0,20.00941074115269,14,25.428571428571427,38.015292684737275,0,,34.0,20,34.0,0,2.720000000000001,53508,56,141,1.0,3381.3269145025292,False,0.1798367736935185,1,4.557000000000001,31514,938,0,0.0,9380.0,False,-0.22616223148445014,0,0.2,66171,0,5,0.0,190.0764634236864,False,0.002754649108889432,0,1.1360000000000003,63850,651,118,1.0,17511.9309292894,False,0.09869205049096152,2,1.8400000000000003,87853,0,0,0.0,0.0,False,-0.0084199595932234,13,9.357000000000001,57817,474,0,0.0,18019.24873256547,False,-0.24574064756619451,0.3333333333333333,360713,0.0,0.0,9,0,0,5,6,5.166666666666667,2,7,16,76.0,40.0,7,10,16,546,0.9687220798805356,202.84466005675495
99,16,0,0,0,10.0,20,10.0,19.92999542083596,1,10.0,37.15111085635546,17,31.647058823529413,34.0,20,34.0,0,2.7200000000000006,53408,57,150,1.0,3559.499313125394,False,0.17960349805627218,0,4.556000000000001,31424,947,0,0.0,9470.0,False,-0.22712407823020198,0,0.2,66171,0,5,0.0,185.75555428177728,False,0.0027219565574252945,0,1.1360000000000001,64378,642,111,1.0,16918.83036523214,False,0.10219440685515506,7,1.9080000000000004,87786,0,0,0.0,0.0,False,-0.009176175803338639,13,9.474000000000002,57099,491,0,0.0,18241.19543047053,False,-0.25259204149894177,0.3333333333333333,360266,0.0,0.0,10,0,0,6,6,6.0,4,10,11,108.0,43.0,10,6,11,748,0.9014120837673545,203.7460721405223
100,11,0,0,0,10.0,20,10.0,20.702029740423367,12,28.0,37.15111085635546,0,,34.0,20,34.0,0,2.7200000000000006,53624,59,148,1.0,3653.900401582658,False,0.1852292444328595,0,4.556000000000001,31344,955,0,0.0,9550.0,False,-0.22797905311531474,0,0.2,66171,0,5,0.0,185.75555428177728,False,0.0027219565574252945,0,1.1360000000000003,64042,644,121,1.0,17827.39156645166,False,0.10398425917356446,6,1.9610000000000003,87732,0,0,0.0,0.0,False,-0.009785663495073307,14,9.601,56885,491,0,0.0,18241.19543047053,False,-0.25500741864766807,0.3333333333333333,359798,0.0,0.0,7,0,0,4,6,6.0,1,5,10,73.0,33.0,5,6,10,536,0.829245189204812,204.5753173297271
101,10,0,0,0,10.0,20,10.0,19.789248284052483,33,16.666666666666668,35.91940160113532,14,26.0,34.0,20,34.0,0,2.7200000000000006,53609,58,150,1.0,3548.3872426078724,False,0.1837809900887878,25,4.806000000000001,31134,966,0,0.0,9660.0,False,-0.23129208079512664,0,0.2,66171,0,5,0.0,179.5970080056766,False,0.0026753602082628686,0,1.1360000000000003,63856,667,117,1.0,17401.99859279584,False,0.0979510819017904,14,2.0950000000000006,87413,0,7,0.7,238.0,False,-0.012043025316312825,6,9.647000000000002,56572,498,0,0.0,17887.861997365388,False,-0.26053419340305545,0.45,358755,0.0,0.0,12,0,0,7,8,8.0,1,8,4,93.0,6.0,8,2,4,639,0.8491616025567055,205.42447893228382
102,4,0,0,0,10.0,20,10.0,19.789248284052483,0,,35.91940160113532,0,,34.0,20,34.0,0,2.720000000000001,53469,62,160,1.0,3786.2797254483976,False,0.18333097921821528,0,4.781000000000001,31074,972,0,0.0,9720.0,False,-0.23193331195896122,0,0.2,66171,0,5,0.0,179.5970080056766,False,0.0026753602082628686,0,1.1360000000000003,63856,657,127,1.0,17563.300125966667,False,0.09917150994163991,0,2.0810000000000004,87617,0,1,0.0,34.0,False,-0.010891770787480671,14,9.781,56349,498,0,0.0,17887.861997365388,False,-0.2630511518337375,0.3333333333333333,358536,0.0,0.0,9,0,0,2,5,5.0,1,3,8,38.0,3.0,3,1,8,404,0.7522522527724504,206.17673118505627
103,8,0,0,0,10.0,20,10.0,19.64237534937714,2,10.0,36.88860655381297,14,44.785714285714285,34.0,20,34.0,0,2.7200000000000006,53389,61,169,1.0,3929.561434044737,False,0.1831523077273136,1,4.791000000000001,30951,983,0,0.0,9830.0,False,-0.23338676926365287,0,0.2,66171,0,5,0.0,184.44303276906484,False,0.002712025851712055,0,1.1360000000000001,64463,649,123,1.0,17285.200207864757,False,0.10625264971751672,9,2.1710000000000007,87368,0,5,0.5,170.0,False,-0.012934683235702434,10,9.867,55790,507,0,0.0,18702.523522783176,False,-0.2647630135623248,0.4166666666666667,358132,0.0,0.0,11,0,0,5,6,5.75,1,6,10,86.0,6.0,6,2,10,837,0.8065267708152533,206.98325795587152
104,10,0,0,0,10.0,20,10.0,19.64237534937714,0,,37.7537735044957,7,52.0,33.99999999999999,20,34.0,0,2.7200000000000006,53259,64,179,1.0,4155.985187538508,False,0.18279347213357386,0,4.790000000000001,30881,990,0,0.0,9900.0,False,-0.23413487228812654,0,0.2,66171,0,5,0.0,188.7688675224785,False,0.002744755670982977,0,1.1360000000000003,64827,639,126,1.0,17308.45330981845,False,0.1119367268160104,6,2.2220000000000004,87484,0,0,0.0,0.0,False,-0.01258479215341031,9,9.947000000000001,55321,514,0,0.0,19405.439581310788,False,-0.2660896873479905,0.3333333333333333,357943,0.0,0.0,9,0,0,6,5,4.8,2,8,16,74.0,19.0,8,2,16,700,0.9292924245819449,207.91255038045347
105,16,0,0,0,10.0,20,10.0,19.570985529676236,15,19.0,39.108302901529235,18,47.388888888888886,33.99999999999999,20,34.0,0,2.7200000000000006,53454,63,174,1.0,4035.351482163665,False,0.18567223984357875,0,4.790000000000001,30771,1001,0,0.0,10010.0,False,-0.23531046275515657,0,0.2,66171,0,5,0.0,195.54151450764618,False,0.002795998384689489,0,1.1360000000000003,65395,644,118,1.0,17218.494423491946,False,0.11985120773176516,11,2.3260000000000005,87145,0,5,0.5,169.99999999999997,False,-0.015451641666384497,9,10.028000000000002,54553,527,0,0.0,20610.075629105908,False,-0.2679597081845963,0.4166666666666667,357489,0.0,0.0,10,0,0,6,7,7.0,5,11,18,153.0,37.0,11,5,18,1338,1.1631168611347675,209.07566724158823
106,18,0,0,0,10.0,20,10.0,20.22138776495472,9,29.0,39.108302901529235,0,,33.99999999999999,20,34.0,0,2.720000000000001,53645,60,175,1.0,4138.7428588670755,False,0.1908597078002252,0,4.790000000000001,30641,1014,0,0.0,10140.0,False,-0.2366997969434648,0,0.2,66171,0,5,0.0,195.54151450764618,False,0.002795998384689489,0,1.1360000000000003,65134,643,128,1.0,18008.215104261628,False,0.12187681665956673,3,2.3450000000000006,87294,0,0,0.0,0.0,False,-0.01472928588358785,12,10.139000000000003,54383,527,0,0.0,20610.075629105908,False,-0.2698784657326499,0.3333333333333333,357268,0.0,0.0,9,0,0,7,5,4.75,6,13,17,168.0,45.0,13,5,17,597,2.588869092054665,211.6645363336429
107,17,0,0,0,10.0,20,10.0,21.749993904018037,30,27.733333333333334,38.568108328995514,11,32.90909090909091,33.999999999999986,20,34.0,0,2.7200000000000006,54427,55,155,1.0,3921.2490551227957,False,0.205250070055817,0,4.790000000000001,30491,1029,0,0.0,10290.0,False,-0.23830287485305118,0,0.2,66171,0,5,0.0,192.84054164497758,False,0.002775562478398571,0,1.1360000000000001,64664,663,127,1.0,19318.39571614639,False,0.12467765053678947,6,2.4020000000000006,87244,0,0,0.0,0.0,False,-0.01529362633889773,14,10.267000000000003,53801,538,0,0.0,20749.642280999586,False,-0.2756597575536993,0.3333333333333333,356798,0.0,0.0,11,0,0,9,7,7.0,1,10,18,164.0,36.0,10,7,18,1394,1.008813813328743,212.67335014697164
108,18,0,0,0,10.0,20,10.0,21.046292613650508,8,9.375,39.33118875162839,13,46.0,33.999999999999986,20,34.0,0,2.7200000000000006,54327,58,162,1.0,3989.4994034113824,False,0.2038420370141218,5,4.840000000000001,30351,1036,0,0.0,10360.0,False,-0.24054718392647215,0,0.2,66171,0,5,0.0,196.65594375814194,False,0.002804430298999345,0,1.1360000000000003,65187,661,124,1.0,18788.666822824904,False,0.1285838237911213,7,2.4660000000000006,87177,0,0,0.0,0.0,False,-0.01604984254901297,13,10.383000000000003,53015,551,0,0.0,21671.48500214724,False,-0.279328858101405,0.3333333333333333,356228,0.0,0.0,8,0,0,7,7,7.0,4,11,12,145.0,31.0,11,7,12,828,0.9249556818976998,213.59830582886934
109,12,0,0,0,10.0,20,10.0,21.32582561116853,8,25.75,39.738014600480895,9,44.888888888888886,33.999999999999986,20,34.0,0,2.7200000000000006,54443,57,164,1.0,4067.4354002316386,False,0.20715438068004316,0,4.835000000000001,30241,1047,0,0.0,10470.0,False,-0.2417227743935022,0,0.2,66171,0,5,0.0,198.69007300240446,False,0.0028198207811451466,0,1.1360000000000003,65385,659,125,1.0,19020.970902820172,False,0.13333765285712257,8,2.5390000000000006,86891,0,5,0.5,169.99999999999994,False,-0.018318491179358683,12,10.490000000000002,52648,555,0,0.0,22054.598103266897,False,-0.28130905482416907,0.4166666666666667,355779,0.0,0.0,11,0,0,4,7,7.0,0,4,15,24.0,36.0,4,8,15,810,0.6238262094557285,214.22213203832507
110,15,0,0,0,10.0,20,10.0,21.233108425795297,1,10.0,38.866822610288295,12,30.833333333333332,33.999999999999986,20,34.0,0,2.720000000000001,54343,57,174,1.0,4264.560866088382,False,0.2071236599988072,1,4.845000000000001,30128,1057,0,0.0,10570.0,False,-0.24306935983755476,0,0.2,66171,0,5,0.0,194.33411305144148,False,0.002786863030774813,0,1.1360000000000003,65745,650,123,1.0,18582.139657832406,False,0.13546501163543664,6,2.591000000000001,87014,0,0,0.0,0.0,False,-0.017889592433323175,9,10.568000000000001,52182,567,0,0.0,22037.488420033464,False,-0.2866652647319187,0.3333333333333333,355583,0.0,0.0,9,0,0,7,6,5.2,1,8,17,116.0,21.0,8,7,17,604,0.7505671279504895,214.97269916627556
111,17,0,0,0,10.0,20,10.0,21.233108425795297,0,,38.44769186475647,14,35.142857142857146,33.999999999999986,20,34.0,0,2.7200000000000006,54253,56,184,1.0,4466.891950346335,False,0.20736231645128075,0,4.844000000000001,30018,1068,0,0.0,10680.0,False,-0.2442449503045848,0,0.2,66171,0,5,0.0,192.23845932378237,False,0.002771007046515002,0,1.1360000000000001,66237,640,119,1.0,18164.46472441501,False,0.13974989955522524,10,2.6850000000000005,86822,0,5,0.5,169.99999999999994,False,-0.019097281007686318,10,10.659000000000002,51641,576,0,0.0,22145.870514099726,False,-0.29215978445524377,0.4166666666666667,355142,0.0,0.0,10,0,0,3,6,6.0,4,7,17,103.0,30.0,7,10,17,692,0.7588028656318784,215.73150203190744
112,17,0,0,0,10.0,20,10.0,21.233108425795297,0,,39.137080518211086,6,52.0,33.99999999999999,20,34.0,0,2.7200000000000006,54153,56,194,1.0,4679.223034604288,False,0.20749410104311525,0,4.844000000000001,29918,1078,0,0.0,10780.0,False,-0.24531366891097575,0,0.2,66171,0,5,0.0,195.68540259105544,False,0.0027970870603401987,0,1.1360000000000003,66549,630,123,1.0,18190.719211991003,False,0.14466980821372044,3,2.7050000000000005,86971,0,0,0.0,0.0,False,-0.018374925224889673,12,10.769000000000002,51159,582,0,0.0,22777.78086159885,False,-0.29403390071220414,0.3333333333333333,354921,0.0,0.0,8,0,0,5,5,5.0,2,7,14,88.0,30.0,7,10,14,682,0.6669139033183455,216.39841593522578
113,14,0,0,0,10.0,20,10.0,21.233108425795297,0,,39.137080518211086,0,,34.0,11,34.0,0,2.7200000000000006,54043,57,204,1.0,4901.554118862241,False,0.20751901377431062,0,4.844000000000001,29828,1087,0,0.0,10870.0,False,-0.2462755156567276,0,0.2,66171,0,5,0.0,195.68540259105544,False,0.0027970870603401987,0,1.1360000000000003,66549,620,133,1.0,18369.75893291516,False,0.146024445651861,0,2.7020000000000004,86971,0,0,0.0,0.0,False,-0.018374925224889673,11,10.867000000000003,51034,582,0,0.0,22777.78086159885,False,-0.29544475185047886,0.3333333333333333,354596,0.0,0.0,7,0,0,3,2,2.0,3,6,13,85.0,39.0,6,8,13,200,0.6817202400416136,217.0801361752674
114,13,0,0,0,10.0,20,10.0,19.898314263581288,32,15.3125,39.48708538386003,12,42.583333333333336,34.0,8,34.0,0,2.720000000000001,53988,58,208,1.0,4718.8493668249075,False,0.20439082362749722,26,5.104000000000001,29456,1096,0,0.0,10960.0,False,-0.2532649353425243,0,0.2,66171,0,5,0.0,197.43542691930014,False,0.002810327968338127,0,1.1360000000000003,66570,642,131,1.0,17947.52594250485,False,0.14314755419242814,0,2.7020000000000004,86705,0,7,0.7,238.0,False,-0.020034086163500716,8,10.936000000000003,50703,587,0,0.0,23178.919120325834,False,-0.29691690018890826,0.45,353593,0.0,0.0,11,0,0,3,6,6.0,2,5,10,75.0,39.0,5,8,10,766,0.5832330342382193,217.66336920950562
115,10,0,0,0,10.0,20,10.0,19.597785192455355,4,10.0,39.48708538386003,0,,34.0,15,34.0,0,2.7200000000000006,53908,60,214,1.0,4793.926031185446,False,0.20348323213835037,0,5.078,29376,1104,0,0.0,11040.0,False,-0.2541199102276371,0,0.2,66171,0,5,0.0,197.43542691930014,False,0.002810327968338127,0,1.1360000000000001,66530,636,141,1.0,18031.87042152587,False,0.1431804250766137,0,2.7020000000000004,86705,0,7,0.0,238.0,False,-0.020034086163500716,15,11.078000000000001,50462,587,0,0.0,23178.919120325834,False,-0.2996370211835019,0.3333333333333333,353152,0.0,0.0,9,0,0,1,5,5.0,1,2,6,14.0,23.0,2,8,6,240,0.27973966393619776,217.94310887344182
116,6,0,0,0,10.0,20,10.0,19.597785192455355,0,,39.48708538386003,0,,34.0,7,34.0,0,2.7200000000000006,53838,57,224,1.0,4959.90388311,False,0.20376086227540882,0,5.078,29246,1117,0,0.0,11170.0,False,-0.2555092444159453,0,0.2,66171,0,5,0.0,197.43542691930014,False,0.002810327968338127,0,1.1360000000000003,66530,626,151,1.0,18230.763423439916,False,0.14468527497911696,0,2.702000000000001,86705,0,7,0.0,238.0,False,-0.020034086163500716,7,11.133000000000001,50393,587,0,0.0,23178.919120325834,False,-0.3004158110118295,0.3333333333333333,352883,0.0,0.0,6,0,0,0,2,2.0,0,0,5,0.0,18.0,0,6,5,200,0.1703658141195774,218.1134746875614
117,5,0,0,0,10.0,20,10.0,19.438579214517382,2,10.0,38.34252471887309,5,14.0,34.00000000000001,10,34.0,0,2.7200000000000006,53748,57,233,1.0,5099.18895698255,False,0.20332573428430634,1,5.088000000000001,29133,1127,0,0.0,11270.0,False,-0.2568558298599979,0,0.2,66171,0,5,0.0,191.71262359436548,False,0.002767028506101007,0,1.1360000000000003,66580,618,156,1.0,17994.475810715947,False,0.14365410546210852,0,2.7020000000000004,86635,0,12,0.5,408.0000000000001,False,-0.019864784026907754,10,11.226,50271,587,0,0.0,22507.062009978505,False,-0.3055843631983516,0.4166666666666667,352538,0.0,0.0,8,0,0,0,4,4.0,0,0,2,0.0,15.0,0,5,2,280,0.1517787715420127,218.2652534591034
118,2,0,0,0,10.0,0,,19.26776622024514,2,10.0,38.849029666184855,5,49.0,34.00000000000001,12,34.0,0,2.720000000000001,53758,47,242,1.0,5132.799425299324,False,0.20389867933418107,1,5.097,29120,1127,0,0.0,11270.0,False,-0.2571336966976595,0,0.2,66171,0,5,0.0,194.24514833092428,False,0.00278618991231559,0,1.1360000000000003,66805,610,161,1.0,18008.031170605296,False,0.14716142463081308,0,2.702000000000001,86635,0,12,0.0,408.0000000000001,False,-0.019864784026907754,12,11.336,49858,592,0,0.0,22998.625562381432,False,-0.307471723369443,0.3333333333333333,352347,0.0,0.0,3,0,0,0,5,5.0,0,0,0,0.0,6.0,0,2,0,255,0.1328702112659812,218.3981236703694
119,0,0,0,0,10.0,0,,19.26776622024514,0,,39.766470072414336,8,50.625,34.00000000000001,11,34.0,0,2.7200000000000006,53758,37,252,1.0,5225.477087501775,False,0.20488914275410677,0,5.096000000000001,29120,1127,0,0.0,11270.0,False,-0.2571336966976595,0,0.2,66171,0,5,0.0,198.83235036207168,False,0.0028208972698539974,0,1.1360000000000001,67210,600,163,1.0,18042.59435395062,False,0.1535514977449202,0,2.7020000000000004,86635,0,12,0.0,408.0000000000001,False,-0.019864784026907754,11,11.434000000000003,49313,600,0,0.0,23859.8820434486,False,-0.30876261558568047,0.3333333333333333,352207,0.0,0.0,2,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,405,0.12493875529617071,218.52306242566556
120,0,0,0,0,10.0,0,,19.26776622024514,0,,39.88672167018815,1,51.0,34.00000000000001,12,34.0,0,2.7200000000000006,53758,27,262,1.0,5318.154749704227,False,0.20587960617403264,0,5.096000000000001,29120,1127,0,0.0,11270.0,False,-0.2571336966976595,0,0.2,66171,0,5,0.0,199.43360835094074,False,0.0028254464647339385,0,1.1360000000000003,67261,590,172,1.0,18228.49819721699,False,0.15572981506277622,0,2.7020000000000004,86635,0,12,0.0,408.0000000000001,False,-0.019864784026907754,12,11.543000000000003,49098,601,0,0.0,23971.919723783078,False,-0.31055700558819466,0.3333333333333333,352043,0.0,0.0,1,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,51,0.12468660436570644,218.64774903003126
