index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
43,23,0,0,0,9.999999999999998,20,10.0,22.683983875334054,25,25.84,39.06792699300703,14,44.714285714285715,42.0,0,,14,3.3370000000000006,39375,440,0,0.0,4399.999999999999,False,-0.12196409714889124,0,0.2,49894,12,183,1.0,4271.169049186132,False,0.09882966261020208,0,0.23600000000000002,68769,196,69,1.0,7141.747802082959,False,0.043624471998405655,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91531,4,11,1.0,618.2717079720281,False,-0.020674822145832134,0,2.891000000000001,89118,0,10,0.0,420.0,False,-0.047462651553119566,0.5,408105,0.0,0.0,13,0,0,5,1,1.0,24,29,24,169.0,99.0,10,13,24,1178,1.3469185109715909,66.51371741504408
44,24,0,0,0,9.999999999999998,20,10.0,22.13346604816422,29,19.103448275862068,39.06792699300703,0,,42.0,0,,29,3.613000000000001,38979,450,0,0.0,4499.999999999999,False,-0.1292713833157339,0,0.2,49794,12,193,1.0,4391.758947295694,False,0.09799111876764192,0,0.23600000000000002,68215,215,79,1.0,7845.061432802862,False,0.04070533089620632,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91531,0,15,0.4,630.0,False,-0.020612290598108318,0,2.891000000000001,89118,0,10,0.0,420.0,False,-0.047462651553119566,0.39999999999999997,407055,0.0,0.0,10,0,0,13,2,2.0,21,34,22,149.0,54.0,13,11,22,200,1.4949616700178012,68.00867908506189
45,22,0,0,0,10.0,20,10.0,21.329221816518146,35,17.428571428571427,39.464507272150435,10,44.0,42.0,0,,25,3.8340000000000014,38454,457,0,0.0,4570.0,False,-0.13961985216473072,0,0.2,49984,15,193,1.0,4266.539810588002,False,0.10068151859121438,0,0.23600000000000002,68045,240,79,1.0,8236.709310464239,False,0.04107788469086676,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91311,0,20,0.5,840.0,False,-0.021838577933225987,0,2.891000000000001,88898,0,15,0.5,630.0,False,-0.04868893888823724,0.5,406110,0.0,0.0,14,0,0,12,2,2.0,19,31,15,168.0,48.0,11,11,15,960,1.3460465149837546,69.35472560004564
46,15,0,0,0,10.0,20,10.0,19.888264162193973,31,11.32258064516129,39.464507272150435,0,,42.0,0,,31,4.119,37668,465,0,0.0,4650.0,False,-0.15537486800422387,0,0.2,49864,17,203,1.0,4207.317624925377,False,0.09752183342054249,0,0.23600000000000002,67694,261,89,1.0,8703.178093554016,False,0.03937891751943286,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91311,0,20,0.0,840.0,False,-0.021838577933225987,0,2.891000000000001,88898,0,15,0.0,630.0,False,-0.04868893888823724,0.3333333333333333,404853,0.0,0.0,13,0,0,3,4,4.0,24,27,14,72.0,48.0,4,11,14,200,1.0602270259987563,70.4149526260444
47,14,0,0,0,10.0,20,10.0,20.898943856313362,18,31.77777777777778,39.464507272150435,0,,42.0,0,,1,4.098000000000002,37534,477,0,0.0,4770.0,False,-0.1569376979936642,0,0.2,50345,15,196,1.0,4246.192995837419,False,0.10809073913239096,0,0.23600000000000002,67122,269,99,1.0,9528.802117291187,False,0.0370823627826995,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91311,0,20,0.0,840.0,False,-0.021838577933225987,0,2.891000000000001,88898,0,15,0.0,630.0,False,-0.04868893888823724,0.3333333333333333,404628,0.0,0.0,12,0,0,11,1,1.0,17,28,11,69.0,48.0,8,6,11,761,1.2473340869764797,71.66228671302088
48,11,0,0,0,10.0,20,10.0,20.898943856313362,0,,38.84043642692881,26,36.15384615384615,42.0,0,,0,4.097000000000001,37464,484,0,0.0,4840.0,False,-0.15767687434002112,0,0.2,50215,18,206,1.0,4485.182434400553,False,0.10786887470327938,0,0.23600000000000002,68062,259,83,1.0,8636.582682220253,False,0.04420756161795448,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,90851,0,30,1.0,1260.0,False,-0.02450441996609049,0,2.891000000000001,88418,6,25,1.0,1283.042618561573,False,-0.05032553866771044,0.6666666666666666,404428,0.0,0.0,14,0,0,16,0,0.0,13,29,14,111.0,27.0,7,4,14,1140,1.1665937430225313,72.82888045604341
49,14,0,0,0,10.0,20,10.0,21.40055218100199,11,30.09090909090909,40.15812702991709,28,46.0,42.0,0,,1,4.107000000000001,37310,498,0,0.0,4980.0,False,-0.15945089757127773,0,0.2,50475,14,206,1.0,4548.5137492864105,False,0.11402865627546374,0,0.23600000000000002,69019,260,65,1.0,8174.421824005129,False,0.05468017358189409,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,90207,4,40,1.0,1840.6325081196683,False,-0.02827587995116361,0,2.891000000000001,87774,10,35,1.0,1871.581270299171,False,-0.05405484559283431,0.6666666666666666,404203,0.0,0.0,14,0,0,17,1,1.0,11,28,13,114.0,33.0,8,6,13,1808,1.2845896549988538,74.11347011104226
50,13,0,0,0,10.0,20,10.0,21.40055218100199,0,,40.15812702991709,0,,42.0,0,,0,4.106000000000001,37220,507,0,0.0,5070.0,False,-0.1604012671594509,0,0.2,50365,15,216,1.0,4772.51927109643,False,0.1140709532322749,0,0.23600000000000002,69019,250,75,1.0,8361.99757249428,False,0.056033221568572135,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,90207,0,44,0.4,1848.0,False,-0.02823659881210079,0,2.891000000000001,87774,0,45,1.0,1890.0,False,-0.053956642745177495,0.5666666666666667,404003,0.0,0.0,10,0,0,8,0,0.0,19,27,17,60.0,39.0,5,8,17,200,1.2790550969657488,75.39252520800801
51,17,0,0,0,10.000000000000002,20,10.0,21.357231649402607,22,21.0,40.29347847268313,5,44.0,42.0,0,,22,4.326000000000001,37022,518,0,0.0,5180.000000000001,False,-0.16342133051742344,0,0.2,50275,14,226,1.0,4966.734352764989,False,0.11422105969128821,0,0.23600000000000002,68777,262,80,1.0,8819.072969958133,False,0.05583900520773074,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89987,0,49,0.5,2058.0,False,-0.02946288614721846,0,2.891000000000001,87774,0,45,0.0,1890.0,False,-0.053956642745177495,0.4166666666666667,403253,0.0,0.0,10,0,0,12,1,1.0,16,28,20,152.0,39.0,9,8,20,420,1.3313461960060522,76.72387140401406
52,20,0,0,0,10.000000000000002,20,10.0,22.091589298360002,17,30.0,40.45977730760392,6,44.0,42.0,0,,0,4.304000000000001,36922,528,0,0.0,5280.000000000001,False,-0.16447729672650474,0,0.2,50685,14,219,1.0,4978.05805634084,False,0.12299955708913246,0,0.23600000000000002,68531,269,84,1.0,9341.25881509757,False,0.05605674602615243,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89723,0,55,0.6,2310.0,False,-0.030934430949359666,0,2.891000000000001,87774,0,45,0.0,1890.0,False,-0.053956642745177495,0.43333333333333335,403053,0.0,0.0,11,0,0,16,0,0.0,12,28,24,93.0,72.0,6,14,24,974,1.3322510319994763,78.05612243601354
53,24,0,0,0,10.000000000000002,20,10.0,22.032450492883797,20,21.5,41.47051071711368,22,47.0,42.0,0,,10,4.404000000000001,36672,536,0,0.0,5360.000000000001,False,-0.16891235480464625,0,0.2,50885,16,219,1.0,4985.106657941552,False,0.1272978527765739,0,0.23600000000000002,69135,279,72,1.0,9132.930459146764,False,0.06326771927943596,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89723,0,55,0.0,2310.0,False,-0.030934430949359666,0,2.891000000000001,86740,12,55,1.0,2807.646128605364,False,-0.060089966151242,0.5,402573,0.0,0.0,12,0,0,14,2,2.0,19,33,21,156.0,82.0,12,12,21,1554,1.6794417760102078,79.73556421202375
54,21,0,0,0,10.000000000000002,20,10.0,21.434821506400993,29,17.724137931034484,41.47051071711368,0,,42.0,0,,27,4.664000000000001,36200,549,0,0.0,5490.000000000001,False,-0.1775079197465681,0,0.2,50837,13,227,1.0,4995.704481953026,False,0.12639603465631497,0,0.23600000000000002,68621,298,82,1.0,9788.158687710818,False,0.060578789079799904,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89723,0,55,0.0,2310.0,False,-0.030934430949359666,0,2.891000000000001,86740,2,65,1.0,2812.9410214342274,False,-0.060061735455516505,0.5,401539,0.0,0.0,10,0,0,12,3,3.0,19,31,21,135.0,62.0,10,11,21,222,1.4897629030165263,81.22532711504027
55,21,0,0,0,10.000000000000002,20,10.0,21.621164394048915,16,23.8125,42.28286467160011,28,46.0,42.0,0,,6,4.697000000000002,36046,556,0,0.0,5560.000000000001,False,-0.18002111932418163,0,0.2,51017,16,227,1.0,5068.004317449104,False,0.13096097484106758,0,0.23600000000000002,69528,304,64,1.0,9278.937314773277,False,0.06999060328620571,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89079,4,65,1.0,2899.1314586864005,False,-0.03466057721512064,0,2.891000000000001,86096,6,75,1.0,3403.6971880296005,False,-0.06377921929200786,0.6666666666666666,401184,0.0,0.0,14,0,0,18,2,2.0,14,32,22,201.0,72.0,12,9,22,1798,1.692631745012477,82.91795886005275
56,22,0,0,0,10.000000000000002,20,10.0,22.636428756463985,18,33.0,42.28286467160011,0,,42.0,0,,0,4.691000000000002,35976,563,0,0.0,5630.000000000001,False,-0.18076029567053856,0,0.2,51481,19,219,1.0,5147.377897665613,False,0.1415984994473666,0,0.23600000000000002,68934,312,74,1.0,10191.497757715171,False,0.06800376361673476,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89079,0,69,0.4,2898.0,False,-0.034666609795369965,0,2.891000000000001,86096,0,81,0.6,3402.0,False,-0.06378826816238177,0.5,400984,0.0,0.0,13,0,0,18,0,0.0,13,31,18,123.0,63.0,11,11,18,794,2.9013307049754076,85.81928956502816
57,18,0,0,0,10.000000000000002,20,10.0,22.572690432346878,1,11.0,42.28286467160011,0,,42.0,0,,1,4.701000000000001,35842,575,0,0.0,5750.000000000001,False,-0.18232312565997888,0,0.2,51401,17,229,1.0,5339.146109007435,False,0.14193396102436567,0,0.23600000000000002,68923,303,84,1.0,10391.285833415513,False,0.06928620977419006,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89079,0,69,0.0,2898.0,False,-0.034666609795369965,0,2.891000000000001,86096,0,81,0.0,3402.0,False,-0.06378826816238177,0.3333333333333333,400759,0.0,0.0,10,0,0,15,1,1.0,11,26,18,78.0,81.0,6,12,18,200,1.456181571003981,87.27547113603214
58,18,0,0,0,10.000000000000002,20,10.0,22.572690432346878,0,,42.28286467160011,0,,42.0,0,,0,4.700000000000002,35742,585,0,0.0,5850.000000000001,False,-0.18337909186906018,0,0.2,51301,17,239,1.0,5564.873013330904,False,0.1422056284406642,0,0.23600000000000002,68923,293,94,1.0,10588.387575808047,False,0.07070797201084915,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89079,0,69,0.0,2898.0,False,-0.034666609795369965,0,2.891000000000001,86096,0,81,0.0,3402.0,False,-0.06378826816238177,0.3333333333333333,400559,0.0,0.0,11,0,0,14,0,0.0,12,26,19,93.0,111.0,6,12,19,200,1.3274215160054155,88.60289265203755
59,19,0,0,0,10.000000000000002,20,10.0,23.1642194093327,11,32.0,42.72563293671781,19,46.0,42.0,3,42.0,0,4.700000000000001,35652,594,0,0.0,5940.000000000001,False,-0.18432946145723336,0,0.2,51543,18,238,1.0,5693.084219421182,False,0.14867037190518678,0,0.23600000000000002,69445,294,85,1.0,10441.959305964827,False,0.07718246368778361,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,88975,0,71,0.5,2982.0,False,-0.03532773861952036,0,2.891000000000001,85452,4,91,1.0,3992.9025317468713,False,-0.06750497162612705,0.5833333333333334,400485,0.0,0.0,15,0,0,17,0,0.0,13,30,20,170.0,92.0,10,9,20,1552,1.3992722959956154,90.00216494803317
60,20,0,0,0,10.000000000000002,20,10.0,22.987834539407384,14,21.0,41.65527734061255,30,36.53333333333333,42.0,8,42.0,14,4.840000000000001,35506,603,0,0.0,6030.000000000001,False,-0.1864625131995776,0,0.2,51433,19,248,1.0,5890.9829657730315,False,0.14843699013487888,0,0.23600000000000002,70247,298,65,1.0,9557.967719883216,False,0.08237613047408406,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,88695,4,73,1.0,3232.62110936245,False,-0.03697724912100545,0,2.891000000000001,84972,10,101,1.0,4658.552773406125,False,-0.06907435154242358,0.6666666666666666,400271,0.0,0.0,17,0,0,18,1,1.0,12,30,20,106.0,53.0,9,11,20,1632,1.5095534169813618,91.51171836501453
61,20,0,0,0,10.000000000000002,20,10.0,22.4407582153569,24,18.916666666666668,41.65527734061255,0,,42.0,18,42.0,12,4.9460000000000015,35186,612,0,0.0,6120.000000000001,False,-0.19227032734952482,0,0.2,51655,20,246,1.0,5720.426520977798,False,0.1513244616787518,0,0.23600000000000002,69793,312,75,1.0,10125.662363737294,False,0.07992139162485788,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89073,0,68,0.4,2856.0,False,-0.03495452073491933,0,2.891000000000001,85350,0,102,1.0,4284.0,False,-0.06704059544247647,0.5666666666666667,400475,0.0,0.0,23,0,0,17,3,3.0,14,31,22,147.0,62.0,9,11,22,1288,1.517681167984847,93.02939953299938
62,22,0,0,0,10.000000000000002,20,10.0,24.193872086850376,32,33.0,41.88682828448841,28,43.17857142857143,42.0,17,42.0,0,4.934000000000001,35046,626,0,0.0,6260.000000000001,False,-0.19374868004223864,0,0.2,52651,16,224,1.0,5579.427347454484,False,0.17087040493616146,0,0.23600000000000002,69946,334,57,1.0,10468.302489223865,False,0.08460025455323346,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89189,0,65,0.5,2730.0,False,-0.03438936222395206,0,2.891000000000001,84739,13,103,1.0,4870.528767698349,False,-0.0704287272859683,0.5833333333333334,400989,0.0,0.0,25,0,0,23,0,0.0,12,35,23,171.0,75.0,12,10,23,3179,1.5473396760062315,94.57673920900561
63,23,0,0,0,10.0,20,10.0,24.23150172665442,15,24.666666666666668,41.88682828448841,0,,42.0,18,42.0,5,4.984000000000002,34901,633,0,0.0,6330.0,False,-0.19607180570221752,0,0.2,52841,19,224,1.0,5617.856386770591,False,0.17528887420032307,0,0.23600000000000002,69576,339,67,1.0,11020.896580396571,False,0.08324843167808708,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89567,0,56,0.0,2352.0,False,-0.032373985647106494,0,2.891000000000001,85117,3,104,1.0,4493.660484853465,False,-0.06840731675079995,0.5,401420,0.0,0.0,21,0,0,18,1,1.0,14,32,19,137.0,35.0,11,12,19,1276,1.960650335997343,96.53738954500295
64,19,0,0,0,10.0,20,10.0,24.23150172665442,0,,41.88682828448841,0,,42.0,20,42.0,0,4.979000000000001,34801,643,0,0.0,6430.0,False,-0.19712777191129885,0,0.2,52741,19,234,1.0,5860.171404037134,False,0.1757357064840246,0,0.23600000000000002,69576,329,77,1.0,11197.449845974912,False,0.08452197072807804,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,89945,0,47,0.0,1974.0,False,-0.030358609070260934,0,2.891000000000001,85579,0,96,0.3,4032.0,False,-0.06594226852493629,0.3833333333333333,402060,0.0,0.0,17,0,0,18,0,0.0,12,30,19,101.0,30.0,9,10,19,1040,1.7549983729841188,98.29238791798707
65,19,0,0,0,10.0,20,10.0,24.43454436526836,22,26.0,41.94869575243168,5,44.0,42.0,8,42.0,5,5.029000000000002,34636,653,0,0.0,6530.0,False,-0.19955649419218585,0,0.2,53153,19,227,1.0,5736.641570915917,False,0.18313243475096008,0,0.23600000000000002,69224,341,82,1.0,11771.972680255909,False,0.08358800767684169,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,90281,0,39,0.0,1638.0,False,-0.02856716322417599,0,2.891000000000001,85359,0,101,0.5,4242.0,False,-0.06716855586005396,0.4166666666666667,402071,0.0,0.0,17,0,0,16,1,1.0,12,28,13,99.0,33.0,8,11,13,1268,1.3684737770236097,99.66086169501068
66,13,0,0,0,10.0,20,10.0,24.300018199006125,4,18.5,41.94869575243168,0,,42.0,20,42.0,4,5.064000000000002,34487,665,0,0.0,6650.0,False,-0.20143611404435058,0,0.2,53073,17,237,1.0,5929.104313164452,False,0.18347523033964577,0,0.23600000000000002,69150,335,92,1.0,11999.786105890766,False,0.08416372919593426,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,90575,0,32,0.0,1344.0,False,-0.02699964810885166,0,2.891000000000001,85905,0,88,0.0,3696.0,False,-0.06425745636016592,0.3333333333333333,402608,0.0,0.0,20,0,0,11,2,2.0,13,24,16,75.0,54.0,5,8,16,1040,1.1111430349992588,100.77200473000994
67,16,0,0,0,10.000000000000002,20,10.0,24.300018199006125,0,,41.94869575243168,0,,42.0,20,42.0,0,5.060000000000001,34357,678,0,0.0,6780.000000000001,False,-0.20280887011615628,0,0.2,53003,14,247,1.0,6142.104495154513,False,0.18424608759402872,0,0.23600000000000002,69150,325,102,1.0,12176.272881425022,False,0.0854367886305111,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91163,0,18,0.0,756.0,False,-0.023864617878203008,0,2.891000000000001,86157,0,82,0.0,3444.0,False,-0.06291387197560222,0.3333333333333333,403248,0.0,0.0,18,0,0,11,0,0.0,16,27,15,129.0,54.0,8,8,15,1040,1.188641724002082,101.96064645401202
68,15,0,0,0,10.0,20,10.0,24.19929237712595,5,21.0,41.94869575243168,0,,42.0,20,42.0,5,5.11,34237,688,0,0.0,6880.0,False,-0.20428722280887013,0,0.2,52903,14,257,1.0,6359.218140921369,False,0.18442680191046848,0,0.23600000000000002,69045,320,112,1.0,12442.027484952652,False,0.08583896564251145,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91499,0,10,0.0,420.0,False,-0.022073172032118064,0,2.891000000000001,86661,0,70,0.0,2940.0,False,-0.060226703206474795,0.3333333333333333,403763,0.0,0.0,20,0,0,6,1,1.0,20,26,15,81.0,54.0,7,8,15,1040,1.2366827829973772,103.1973292370094
69,15,0,0,0,10.0,20,10.0,23.14308756736306,12,10.166666666666666,39.4216939111666,65,33.44615384615385,42.0,20,42.0,12,5.225000000000001,33927,696,0,0.0,6960.0,False,-0.2099894403379092,0,0.2,52783,16,267,1.0,6339.204380485938,False,0.18168114446130879,0,0.23600000000000002,71097,322,57,1.0,9699.110749627402,False,0.09565692444477036,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,1.4780000000000004,91877,0,1,0.0,42.0,False,-0.020057795455272504,0,2.891000000000001,84949,55,69,1.0,5066.193165114163,False,-0.06714619922842988,0.5,404051,0.0,0.0,22,0,0,9,3,3.0,20,29,18,99.0,51.0,8,7,18,3214,1.1956162879941985,104.3929455250036
70,18,0,0,0,10.0,20,10.0,23.14308756736306,0,,37.452794958777694,52,30.0,41.99999999999999,20,42.0,0,5.213000000000001,33827,706,0,0.0,7060.0,False,-0.2110454065469905,0,0.2,52683,16,277,1.0,6570.635256159568,False,0.18201304388764067,0,0.23600000000000002,72657,312,15,1.0,7782.435245398941,False,0.10433691532545845,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,10,1.5780000000000003,91754,0,0,0.0,0.0,False,-0.021593320466202454,0,2.891000000000001,83767,97,70,1.0,6572.921111001436,False,-0.07171690297933743,0.5,404106,0.0,0.0,13,0,0,4,6,6.0,26,30,23,75.0,99.0,5,13,23,2180,1.3577749810065143,105.75072050601011
71,23,0,0,0,10.0,20,10.0,23.610471776216077,13,28.76923076923077,37.452794958777694,0,,41.99999999999999,20,42.0,1,5.223000000000002,33653,722,0,0.0,7220.0,False,-0.21303062302006337,0,0.2,53006,10,275,1.0,6592.879738459421,False,0.18906947981477742,0,0.23600000000000002,72283,315,25,1.0,8373.618483477507,False,0.10320574242222218,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,12,1.6880000000000004,91536,0,0,0.0,0.0,False,-0.0239179347188603,0,2.891000000000001,84103,87,72,1.0,6282.393161413659,False,-0.06968301452663353,0.5,403999,0.0,0.0,15,0,0,9,7,7.0,23,32,22,150.0,100.0,10,13,22,899,1.5831763329915702,107.33389683900168
72,22,0,0,0,10.0,20,10.0,23.610471776216077,0,,37.452794958777694,0,,42.0,20,42.0,0,5.222000000000001,33553,732,0,0.0,7320.0,False,-0.21408658922914467,0,0.2,52906,10,285,1.0,6828.984456221582,False,0.18945073343423008,0,0.23600000000000002,72283,305,35,1.0,8512.041715303123,False,0.10420423650602398,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,15,1.8260000000000005,91211,0,0,0.0,0.0,False,-0.027383529361584148,0,2.891000000000001,84313,77,77,1.0,6117.865211825882,False,-0.06832091826621164,0.5,403684,0.0,0.0,13,0,0,4,9,9.0,22,26,22,129.0,86.0,8,14,22,410,1.3418776579783298,108.67577449698001
73,22,0,0,0,10.0,20,10.0,22.620371686813503,120,21.458333333333332,37.452794958777694,0,,42.0,20,42.0,110,6.322000000000002,32393,743,0,0.0,7430.0,False,-0.2374234424498416,0,0.2,53136,9,285,1.0,6536.805930741848,False,0.191222871496746,0,0.23600000000000002,69708,415,45,1.0,11072.8300231726,False,0.08552736758592967,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,10,1.9110000000000005,91052,0,0,0.0,0.0,False,-0.029079004894485973,0,2.891000000000001,84733,67,77,1.0,5743.337262238106,False,-0.06583916835198651,0.5,400440,0.0,0.0,15,0,0,7,7,7.0,21,28,23,141.0,81.0,10,12,23,940,1.6594748829957098,110.33524937997572
74,23,0,0,0,10.0,20,10.0,22.070185619537327,102,20.80392156862745,37.452794958777694,0,,42.00000000000001,20,42.0,102,7.232000000000002,31675,751,0,0.0,7510.0,False,-0.25174234424498415,0,0.2,53016,11,295,1.0,6620.704757763511,False,0.1895744958581152,0,0.23600000000000002,67586,507,55,1.0,13249.487831838198,False,0.07061492174850104,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,9,1.9910000000000005,90915,0,0,0.0,0.0,False,-0.03053988632849572,0,2.891000000000001,85195,57,76,1.0,5326.809312650329,False,-0.06313348770700092,0.5,397805,0.0,0.0,17,0,0,5,7,7.0,23,28,23,114.0,60.0,8,15,23,662,1.3565868909936398,111.69183627096936
75,23,0,0,0,10.0,20,10.0,22.614401790936856,18,31.77777777777778,37.59577814048001,5,44.0,42.00000000000001,8,42.0,1,7.140000000000002,31541,763,0,0.0,7630.0,False,-0.2533051742344245,0,0.2,53497,9,288,1.0,6602.9477157898145,False,0.19954538242650272,0,0.23600000000000002,67234,515,60,1.0,13902.163610761281,False,0.07024470259940913,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,8,2.0620000000000007,90604,0,5,0.5,210.00000000000003,False,-0.032736540163576064,0,2.891000000000001,85195,47,86,1.0,5379.001572602561,False,-0.06285521506625912,0.5833333333333334,397489,0.0,0.0,13,0,0,9,4,4.0,22,31,18,117.0,102.0,9,14,18,981,1.3681620089919306,113.05999827996129
76,18,0,0,0,10.0,20,10.0,22.614401790936856,0,,37.79487826613601,5,46.0,42.00000000000001,20,42.0,0,7.139000000000001,31411,776,0,0.0,7760.0,False,-0.2546779303062302,0,0.2,53427,6,298,1.0,6799.091733699183,False,0.2001382442840463,0,0.23600000000000002,67464,505,65,1.0,13876.939991721953,False,0.07338089324053568,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,4,2.0940000000000003,90544,0,5,0.5,210.00000000000003,False,-0.03337634225146355,0,2.891000000000001,85657,37,85,1.0,4968.4104958470325,False,-0.060117880890993576,0.5833333333333334,397921,0.0,0.0,18,0,0,4,2,1.6666666666666665,14,18,21,104.0,60.0,8,10,21,1060,1.2166831149952486,114.27668139495654
77,21,0,0,0,10.0,20,10.0,22.85522989362488,11,29.181818181818183,38.3466080605891,15,45.333333333333336,42.0,18,42.0,1,7.149000000000003,31317,784,0,0.0,7840.0,False,-0.25581837381203804,0,0.2,53617,8,298,1.0,6890.858508300214,False,0.20511994200950592,0,0.23600000000000002,67823,506,60,1.0,13865.542809809534,False,0.07847786088211617,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,5,2.1400000000000006,90252,0,10,1.0,420.0,False,-0.03537039209204619,0,2.891000000000001,85763,32,87,1.0,4881.091457938851,False,-0.059453121392108774,0.6666666666666666,398190,0.0,0.0,18,0,0,9,3,2.4,12,21,19,153.0,45.0,11,10,19,1610,1.4454094729735516,115.72209086793009
78,19,0,0,0,10.0,20,10.0,22.698643814907452,19,20.473684210526315,38.3466080605891,0,,41.99999999999999,16,42.0,19,7.338000000000001,31122,793,0,0.0,7930.0,False,-0.25898627243928196,0,0.2,53507,9,308,1.0,7081.182294991495,False,0.20480657122483098,0,0.23600000000000002,67434,515,70,1.0,14374.064128918575,False,0.07653401904984833,0,0.2,69418,0,0,0.0,0.0,False,0.0014715217265854925,0,2.1350000000000007,90588,0,2,0.0,83.99999999999999,False,-0.03357894624596125,0,2.891000000000001,86099,22,89,1.0,4581.62537733296,False,-0.05746688823013166,0.5,398168,0.0,0.0,19,0,0,5,2,2.0,13,18,21,66.0,66.0,7,12,21,872,1.1644960750127211,116.88658694294281
