index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,15,0,0,0,10.0,12,10.0,18.14319290723767,26,8.0,13.169705468382036,82,10.768292682926829,33.99999999999999,20,34.0,16,1.3950000000000002,45677,6,10,1.0,241.4319290723767,False,0.02503896605868954,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,43,4.617000000000002,49572.0,57,0,0.0,1034.1619957125472,False,-0.2608414225949048,39,4.730000000000001,50440.0,295,0,0.0,5352.2419076351125,False,-0.21617175601243188,1,0.39,88656,169,10,1.0,2565.6802241565642,False,0.04843374186419706,9,1.7300000000000002,72446,636,0,0.0,8375.932677890974,False,-0.10666363961874599,0.3333333333333333,351909,0.0,0.0,8,0,0,15,16,14.815384615384614,14,29,11,215.0,19.0,14,1,11,324,1.243086760980077,50.04431122203823
21,11,0,0,0,10.0,11,10.0,17.54731896614288,10,8.0,13.33215564816436,29,15.586206896551724,33.99999999999999,20,34.0,0,1.3790000000000002,45647,7,10,1.0,245.4731896614288,False,0.02441273517381124,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,13,4.704000000000001,49218.0,57,0,0.0,1000.1971810701441,False,-0.2663159656085726,16,4.851000000000001,50151.0,305,0,0.0,5351.932284673578,False,-0.2204387789812324,3,0.41900000000000004,88966,165,10,1.0,2539.8056819471194,False,0.05189665719683813,7,1.7910000000000001,71928,659,0,0.0,8785.890572140313,False,-0.11031258409411829,0.3333333333333333,351028,0.0,0.0,7,0,0,11,10,9.5,13,24,10,144.0,15.0,10,1,10,462,1.1451893480261788,51.18950057006441
22,10,0,0,0,10.0,9,10.0,19.360292117255838,34,27.529411764705884,13.356853365003962,60,13.516666666666667,33.99999999999999,20,34.0,24,1.6190000000000002,45809,6,10,1.0,253.60292117255838,False,0.02812957900996614,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,23,4.921000000000001,48447.0,57,0,0.0,1103.5366506835828,False,-0.276931036296882,37,5.205000000000002,48142.0,339,0,0.0,6563.139027749729,False,-0.24114853517487106,0,0.41600000000000004,89105,183,11,1.0,2818.304165795725,False,0.055140260222161105,11,1.8940000000000003,71134,691,0,0.0,9229.585675217739,False,-0.11698227131389458,0.3333333333333333,347755,0.0,0.0,7,0,0,6,15,14.285714285714285,18,24,12,129.0,12.0,9,1,12,396,1.0636606499901973,52.25316122005461
23,12,0,0,0,10.0,9,10.0,20.023132214788603,14,28.0,13.303794925654943,54,12.907407407407407,33.99999999999999,20,34.0,4,1.6350000000000002,46023,5,10,1.0,250.23132214788603,False,0.0328815698890741,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,23,5.128000000000001,47292.0,71,0,0.0,1421.6423872499909,False,-0.29162810899985253,31,5.478000000000001,47317.0,339,0,0.0,6787.841820813336,False,-0.2516650053802602,0,0.41600000000000004,89151,209,10,1.0,3120.493139461883,False,0.057437827214060176,9,1.9730000000000003,70656,709,0,0.0,9432.390602289355,False,-0.12137233865120914,0.3333333333333333,345557,0.0,0.0,8,0,0,14,13,12.285714285714285,13,27,10,188.0,0.0,12,0,10,464,1.1219197469763458,53.375080967030954
24,10,0,0,0,10.0,8,10.0,20.023132214788603,0,,13.69361498637962,44,17.34090909090909,33.99999999999999,20,34.0,0,1.6310000000000002,45943,3,20,1.0,430.46264429577207,False,0.03310797739761148,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,21,5.315000000000001,46795.0,71,0,0.0,1421.6423872499909,False,-0.2989622785564083,23,5.677000000000001,46859.0,339,0,0.0,6787.841820813336,False,-0.25842365660139205,0,0.41600000000000004,89331,208,11,1.0,3222.271917166961,False,0.06012934764738748,11,2.0740000000000003,69873,744,0,0.0,10188.049549866437,False,-0.1260954866299867,0.3333333333333333,343919,0.0,0.0,7,0,0,12,10,10.0,12,24,11,133.0,3.0,9,1,11,386,1.0271924340049736,54.40227340103593
25,11,0,0,0,10.0,13,10.0,20.3983211811204,11,26.0,13.957838331386126,56,15.892857142857142,33.99999999999999,20,34.0,0,1.6310000000000002,46099,6,19,1.0,447.56810244128764,False,0.03679097677254741,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,19,5.484000000000001,46212.0,71,0,0.0,1448.2808038595485,False,-0.30736898986305944,37,6.024000000000001,45566.0,350,0,0.0,7139.4124133921405,False,-0.27491026036012584,0,0.41600000000000004,89535,212,11,1.0,3333.061726253859,False,0.06315316216458697,10,2.1630000000000007,68992,786,0,0.0,10970.860928469496,False,-0.13180277832422432,0.3333333333333333,341522,0.0,0.0,9,0,0,12,12,12.0,13,25,11,152.0,3.0,10,1,11,756,1.0391658710432239,55.44143927207915
26,11,0,0,0,10.0,11,10.0,19.93672773846638,19,16.105263157894736,14.21942067570301,24,18.791666666666668,33.99999999999999,20,34.0,0,1.6310000000000002,46295,7,10,1.0,269.3672773846638,False,0.039183590471862206,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,11,5.575000000000001,45772.0,86,0,0.0,1714.5585855081088,False,-0.31189730254919124,13,6.117000000000002,45355.0,354,0,0.0,7057.601619417099,False,-0.27862759817444777,3,0.44600000000000006,89868,204,10,1.0,3240.761817843414,False,0.06649702635598376,6,2.2130000000000005,68507,808,0,0.0,11489.291905968032,False,-0.13443479025244776,0.3333333333333333,340915,0.0,0.0,10,0,0,11,7,7.0,14,25,11,163.0,0.0,11,0,11,790,1.042391895025503,56.483831167104654
27,11,0,0,0,10.0,7,10.0,20.59650038530052,37,23.43243243243243,14.638381644644738,67,17.134328358208954,33.99999999999999,20,34.0,27,1.9010000000000002,46281,4,10,1.0,245.9650038530052,False,0.03860835072240884,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,13,5.694000000000001,45306.0,90,0,0.0,1853.6850346770468,False,-0.3177474726283697,54,6.644,42542.0,387,0,0.0,7970.845649111301,False,-0.31340038626790157,0,0.44300000000000006,90088,204,10,1.0,3326.2298555075267,False,0.06955976554781501,10,2.307000000000001,67348,865,0,0.0,12662.200122617698,False,-0.14110906391274766,0.3333333333333333,336683,0.0,0.0,8,0,0,10,16,15.76923076923077,17,27,11,169.0,0.0,11,0,11,607,1.0392209669807926,57.52305213408545
28,11,0,0,0,10.0,11,10.0,20.85875672706259,9,26.0,14.354233764739867,26,9.76923076923077,33.99999999999999,17,34.0,0,1.874,46405,5,11,1.0,279.4463239976885,False,0.04175839123523009,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,16,5.841000000000001,44852.0,90,0,0.0,1877.2881054356333,False,-0.3242729424818443,10,6.69,42128.0,396,0,0.0,8260.067663916787,False,-0.31737572741151926,0,0.44300000000000006,90190,214,12,1.0,3479.8060256543313,False,0.07164393141876305,9,2.3870000000000005,67163,871,0,0.0,12502.537609088424,False,-0.14419625099617406,0.3333333333333333,335856,0.0,0.0,7,0,0,9,8,8.0,16,25,13,151.0,15.0,10,1,13,616,1.0508226369856857,58.57387477107113
29,13,0,0,0,10.0,6,10.0,21.561109566344058,21,27.142857142857142,14.503682799312582,20,17.5,33.99999999999999,20,34.0,10,1.9740000000000004,46679,1,10,1.0,225.61109566344058,False,0.047288559453696775,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,0,5.825000000000001,44852.0,90,0,0.0,1940.4998609709653,False,-0.32380653832383266,20,6.880000000000001,41178.0,417,0,0.0,8990.982689165472,False,-0.3260017509838009,0,0.44300000000000006,90424,214,11,1.0,3477.7881190528924,False,0.07435995126744431,9,2.4680000000000004,66847,881,0,0.0,12777.744546194384,False,-0.14627585245387026,0.3333333333333333,335098,0.0,0.0,7,0,0,13,8,8.0,14,27,12,188.0,0.0,13,0,12,742,1.128849659988191,59.70272443105932
30,12,0,0,0,9.999999999999998,5,10.0,21.832220974043363,11,26.0,14.491476029309911,44,14.386363636363637,33.99999999999999,20,34.0,1,1.9740000000000004,46893,0,6,0.6,130.99332584426017,False,0.05101941992708276,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,16,5.985000000000001,44405.0,90,0,0.0,1964.8998876639027,False,-0.33022282972283695,28,7.1400000000000015,40193.0,428,0,0.0,9344.19057689056,False,-0.3379311548964026,0,0.44300000000000006,90470,230,12,1.0,3741.0394867412797,False,0.07643056681165059,11,2.5690000000000004,66335,899,0,0.0,13027.83695034961,False,-0.15078664465197694,0.26666666666666666,333414,0.0,0.0,6,0,0,10,12,11.09090909090909,16,26,11,171.0,17.0,11,1,11,356,1.053603712003678,60.756328143063
31,11,0,0,0,9.999999999999998,7,10.0,22.310445629614883,8,32.0,14.329851651709534,44,12.931818181818182,33.99999999999999,20,34.0,2,1.9930000000000003,47035,0,7,0.7,156.17311940730417,False,0.05447943238889979,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,36,6.329000000000002,42874.0,95,0,0.0,2119.492334813414,False,-0.3516749624820083,8,7.192000000000002,40064.0,431,0,0.0,9615.802066364015,False,-0.33783072333532044,0,0.44300000000000006,90844,220,11,1.0,3526.5673633760975,False,0.07954028352242894,9,2.6480000000000006,65659,943,0,0.0,13513.05010756209,False,-0.15583879215493507,0.2833333333333333,331594,0.0,0.0,7,0,0,8,12,11.4,17,25,13,137.0,14.0,10,1,13,525,1.044406873988919,61.80073501705192
32,13,0,0,0,9.999999999999998,11,10.0,21.649397335301064,8,9.0,14.430235709348452,41,15.365853658536585,33.99999999999999,20,34.0,1,2.0010000000000003,46975,1,10,1.0,226.49397335301063,False,0.053923476055339245,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,19,6.4830000000000005,42262.0,95,0,0.0,2056.692746853601,False,-0.3611695362882491,22,7.404000000000003,39663.0,439,0,0.0,9504.085430197167,False,-0.3445725268929597,0,0.44300000000000006,91159,226,10,1.0,3601.23327031275,False,0.0836474941149442,9,2.729000000000001,64981,968,0,0.0,13968.468166649302,False,-0.1610879175216281,0.3333333333333333,330158,0.0,0.0,8,0,0,10,13,12.125,16,26,13,170.0,36.0,11,2,13,484,1.1196187079767697,62.92035372502869
33,13,0,0,0,9.999999999999998,10,10.0,21.75728346562579,15,22.8,14.107155023025943,47,11.48936170212766,33.99999999999999,20,34.0,5,2.0500000000000003,47107,1,10,1.0,227.5728346562579,False,0.056889957638445954,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,34,6.804000000000001,40673.0,104,0,0.0,2262.757480425082,False,-0.383097782923153,13,7.512000000000002,39455.0,445,0,0.0,9681.991142203477,False,-0.34632929135834517,0,0.44300000000000006,91357,241,10,1.0,3739.824360549252,False,0.08676340786480723,10,2.8200000000000007,64455,990,0,0.0,13966.083472795683,False,-0.16723349649820674,0.3333333333333333,328165,0.0,0.0,9,0,0,9,11,10.833333333333334,16,25,16,169.0,27.0,11,2,16,728,1.021710030036047,63.94206375506474
34,16,0,0,0,9.999999999999998,10,10.0,22.162714864626306,10,28.0,14.468353830237293,34,18.558823529411764,33.99999999999999,20,34.0,0,2.0450000000000004,47287,1,10,1.0,231.62714864626307,False,0.06096406755574503,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,6,6.830000000000002,40580.0,104,0,0.0,2304.9223459211357,False,-0.3841590618614245,28,7.779000000000002,38485.0,455,0,0.0,10084.035263404969,False,-0.3576770068368261,0,0.44300000000000006,91570,242,10,1.0,3841.341626917425,False,0.08983809117619497,10,2.9100000000000006,63829,1013,0,0.0,14656.442430030378,False,-0.17050707340511995,0.3333333333333333,326869,0.0,0.0,9,0,0,13,13,13.0,16,29,10,225.0,12.0,15,1,10,720,1.133515866997186,65.07557962206192
35,10,0,0,0,10.0,8,10.0,22.7044191455674,7,33.42857142857143,14.101716561694618,42,10.80952380952381,33.99999999999999,20,34.0,0,2.0450000000000004,47441,0,12,0.9,272.4530297468088,False,0.06486775699709948,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,35,7.174000000000001,39058.0,109,0,0.0,2474.7816868668465,False,-0.40536573683415594,7,7.8210000000000015,38389.0,457,0,0.0,10375.919549524302,False,-0.35694001660500035,0,0.44300000000000006,91844,244,11,1.0,3814.8188410534867,False,0.0928775694829659,11,3.0100000000000007,63255,1043,0,0.0,14708.090373847486,False,-0.1768972630452795,0.31666666666666665,325105,0.0,0.0,9,0,0,10,10,10.0,15,25,12,139.0,16.0,9,1,12,620,0.9855524800368585,66.06113210209878
36,12,0,0,0,9.999999999999998,13,10.0,22.46427541401337,29,21.379310344827587,14.414770667844538,48,16.875,34.0,17,34.0,17,2.2150000000000007,47497,3,10,1.0,254.6427541401337,False,0.0659218285339884,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,27,7.409000000000002,38040.0,117,0,0.0,2628.320223439564,False,-0.41925536616660847,21,8.024,37673.0,478,0,0.0,10737.92364789839,False,-0.3648349173769764,0,0.44300000000000006,92150,234,12,1.0,3781.056336275622,False,0.09624788035225462,8,3.079000000000001,62361,1091,0,0.0,15726.514798618391,False,-0.1813828056594564,0.3333333333333333,322839,0.0,0.0,10,0,0,9,12,11.875,17,26,11,184.0,0.0,12,0,11,722,0.9821556190145202,67.0432877211133
37,11,0,0,0,10.0,14,10.0,22.992599014697934,12,29.333333333333332,14.720412273050654,75,16.28,34.0,16,34.0,2,2.218000000000001,47664,7,10,1.0,299.9259901469793,False,0.07016636440102708,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,15,7.532000000000001,37297.0,129,0,0.0,2966.0452728960336,False,-0.4277278442197592,60,8.603,35058.0,478,0,0.0,10990.462329025613,False,-0.40156081805485416,0,0.44300000000000006,91986,263,14,1.0,4347.468427812322,False,0.09763748733920272,8,3.151000000000001,61490,1127,0,0.0,16589.904631728088,False,-0.18650386650349673,0.3333333333333333,318613,0.0,0.0,11,0,0,9,15,14.25,16,25,12,136.0,15.0,10,1,12,657,0.9388727699988522,67.98216049111215
38,12,0,0,0,10.0,7,10.0,24.015659495284275,22,30.545454545454547,15.714042860703909,85,20.529411764705884,34.0,20,34.0,12,2.3360000000000007,47968,4,10,1.0,280.15659495284274,False,0.07674921769682451,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,6,7.577000000000001,36741.0,140,0,0.0,3362.1923293397986,False,-0.4330097223541666,79,9.333,30743.0,489,0,0.0,11743.65749319401,False,-0.4596793514853242,0,0.44300000000000006,92070,263,18,1.0,4744.793272365128,False,0.10093253562648698,14,3.2830000000000013,59635,1202,0,0.0,18888.279518566098,False,-0.19473165439612228,0.3333333333333333,312275,0.0,0.0,6,0,0,8,19,18.5,17,25,12,165.0,14.0,11,1,12,449,0.9573392660240643,68.93949975713622
39,12,0,0,0,10.0,14,10.0,24.507316600770142,18,28.5,15.823599133253163,34,17.264705882352942,34.0,20,34.0,8,2.4040000000000004,48155,8,10,1.0,325.0731660077014,False,0.08143728783105822,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,11,7.681000000000002,36299.0,145,0,0.0,3553.5609071116705,False,-0.4381202618821539,23,9.484000000000002,30021.0,502,0,0.0,12302.672933586611,False,-0.4662091571343126,0,0.44300000000000006,92342,253,20,1.0,4683.37058071305,False,0.10374528222461683,12,3.3890000000000007,58879,1236,0,0.0,19557.96852870091,False,-0.1996411421203202,0.3333333333333333,310814,0.0,0.0,9,0,0,8,13,12.23076923076923,19,27,12,163.0,14.0,11,1,12,412,0.9178927430184558,69.85739250015467
40,12,0,0,0,10.0,11,10.0,25.600809785062104,34,30.352941176470587,16.09774598425703,105,17.228571428571428,34.0,20,34.0,24,2.6360000000000006,48393,9,10,1.0,346.008097850621,False,0.08699845674534587,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,40,8.070000000000002,34245.0,157,0,0.0,4019.3271362547503,False,-0.4649942659466188,65,10.111,26586.0,524,0,0.0,13414.824327372542,False,-0.5086930987429165,0,0.44300000000000006,92595,270,17,1.0,4924.391415749398,False,0.1080993624437505,7,3.4470000000000014,57188,1314,0,0.0,21152.43822331374,False,-0.21005992828899478,0.3333333333333333,304125,0.0,0.0,9,0,0,10,21,20.285714285714285,16,26,8,167.0,0.0,12,0,8,552,0.9063338629784994,70.76372636313317
41,8,0,0,0,10.000000000000002,10,10.0,26.10072258471113,32,28.65625,16.217410948765078,129,16.666666666666668,34.0,20,34.0,22,2.832000000000001,48621,9,10,1.0,351.0072258471113,False,0.09215747024157998,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,47,8.500000000000002,31947.0,164,0,0.0,4280.518503892625,False,-0.4969783922091594,82,10.866,21444.0,549,0,0.0,14329.296699006409,False,-0.5778255980299092,0,0.44300000000000006,92652,298,15,1.0,5342.788462731994,False,0.11120248800902259,8,3.520000000000001,55301,1405,0,0.0,22785.462383014936,False,-0.22253880453805525,0.3333333333333333,295083,0.0,0.0,8,0,0,6,21,20.09090909090909,16,22,12,100.0,13.0,7,1,12,508,0.8170841279788874,71.58081049111206
42,12,0,0,0,10.000000000000002,12,10.0,26.202821069462264,10,28.0,16.573515766597392,74,19.22972972972973,34.0,20,34.0,0,2.8100000000000005,48781,11,10,1.0,372.02821069462266,False,0.09597381555870348,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,20,8.653000000000002,31463.0,164,0,0.0,4297.262655391812,False,-0.5039971766000751,54,11.324,19158.0,559,0,0.0,14647.376977829404,False,-0.6092128902986098,0,0.44300000000000006,92858,300,16,1.0,5516.054729979218,False,0.11461376672794008,11,3.6220000000000008,53840,1467,0,0.0,24313.347629598375,False,-0.2306645316749139,0.3333333333333333,291218,0.0,0.0,10,0,0,10,15,15.0,16,26,10,171.0,0.0,12,0,10,706,0.8992264669504948,72.48003695806256
43,10,0,0,0,10.000000000000002,9,10.0,26.887276412032254,23,31.869565217391305,16.281444660489132,73,14.027397260273972,34.0,20,34.0,13,2.940000000000001,49100,10,10,1.0,368.87276412032253,False,0.10307832274805087,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,42,9.053,29036.0,184,0,0.0,4947.258859813935,False,-0.5350161671968277,31,11.580000000000002,18350.0,562,0,0.0,15110.649343562127,False,-0.6177182222123359,0,0.44300000000000006,93036,314,16,1.0,5656.373623393588,False,0.11750660742908696,10,3.711000000000001,52846,1516,0,0.0,24682.670105301524,False,-0.24009914374882538,0.3333333333333333,287486,0.0,0.0,8,0,0,5,17,16.166666666666668,20,25,9,140.0,0.0,10,0,9,430,0.7887440950144082,73.26878105307696
44,9,0,0,0,10.000000000000002,9,10.0,27.388497769826554,26,30.692307692307693,15.921656031412864,63,12.65079365079365,34.0,20,34.0,16,3.087000000000001,49412,9,10,1.0,363.8849776982655,False,0.11000565117502929,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,32,9.331000000000003,27277.0,201,0,0.0,5505.088051735137,False,-0.5568576104793393,31,11.859,17294.0,571,0,0.0,15638.832226570963,False,-0.6294043220942156,0,0.44300000000000006,93222,330,16,1.0,5798.146490366245,False,0.12050118023387961,10,3.8010000000000006,52077,1553,0,0.0,24726.33181678418,False,-0.24880903305520738,0.3333333333333333,284400,0.0,0.0,8,0,0,6,16,15.833333333333334,16,22,13,103.0,19.0,7,2,13,682,0.7706588410073891,74.03943989408435
45,13,0,0,0,10.000000000000002,10,10.0,27.30063741193946,12,26.0,15.794546670676851,50,14.34,33.99999999999999,20,34.0,2,3.091000000000001,49580,9,10,1.0,363.0063741193946,False,0.11375597455313892,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,28,9.579,26292.0,201,0,0.0,5487.428119799832,False,-0.5715234404205723,22,12.047999999999998,16602.0,583,0,0.0,15916.271611160704,False,-0.637569013420197,0,0.44300000000000006,93650,327,13,1.0,5606.81676131133,False,0.12437527255263987,7,3.861000000000001,51299,1596,0,0.0,25208.096486400256,False,-0.2550703133078414,0.3333333333333333,282541,0.0,0.0,8,0,0,6,13,12.166666666666668,22,28,13,178.0,3.0,12,1,13,542,0.8454466399853118,74.88488653406966
46,13,0,0,0,10.000000000000002,10,10.0,27.66416019171251,18,31.11111111111111,16.03304428072955,44,19.068181818181817,33.99999999999999,20,34.0,8,3.1690000000000005,49864,9,10,1.0,366.6416019171251,False,0.12015310998362912,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,18,9.731000000000002,25624.0,209,0,0.0,5781.809480067915,False,-0.5792089612626878,26,12.286000000000003,15850.0,593,0,0.0,16404.846993685518,False,-0.6450612632355528,0,0.44300000000000006,93956,317,14,1.0,5558.475036991267,False,0.1276606070886836,11,3.9640000000000013,50315,1640,0,0.0,26294.192620396458,False,-0.26021057178263746,0.3333333333333333,280727,0.0,0.0,9,0,0,7,10,10.0,20,27,13,161.0,11.0,11,2,13,686,0.9256461710319854,75.81053270510165
47,13,0,0,0,10.000000000000002,8,10.0,27.66416019171251,0,,15.820844054407253,26,11.384615384615385,33.99999999999999,20,34.0,0,3.161000000000001,49784,7,20,1.0,623.2832038342502,False,0.12123462033432089,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,14,9.853000000000002,25168.0,209,0,0.0,5781.809480067915,False,-0.5859380987230287,12,12.38,15723.0,593,0,0.0,16404.846993685518,False,-0.6469353870457794,0,0.44300000000000006,94302,314,13,1.0,5409.745033083877,False,0.1308271066462504,9,4.043,49954,1659,0,0.0,26246.780286261634,False,-0.26469516293095663,0.3333333333333333,280049,0.0,0.0,7,0,0,7,10,10.0,18,25,12,134.0,20.0,9,4,12,454,0.8105064260307699,76.62103913113242
48,12,0,0,0,10.0,10,10.0,27.62722334139424,10,27.0,15.723148039664888,25,13.72,33.99999999999999,20,34.0,0,3.161000000000001,49954,7,20,1.0,622.5444668278849,False,0.12503127271008616,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,10,9.939000000000002,24832.0,210,0,0.0,5801.716901692791,False,-0.5907495248159611,15,12.518000000000004,15273.0,602,0,0.0,16631.588451519332,False,-0.6519029849367717,0,0.44300000000000006,94633,315,12,1.0,5360.79163249444,False,0.13440030560765676,9,4.1240000000000006,49549,1673,0,0.0,26304.826670359358,False,-0.26907799432085616,0.3333333333333333,279359,0.0,0.0,9,0,0,8,9,9.0,17,25,11,156.0,6.0,10,2,11,744,0.8111593500361778,77.4321984811686
49,11,0,0,0,10.0,10,10.0,27.94473035641838,25,30.0,15.605285262368755,5,4.2,33.99999999999999,13,34.0,5,3.211000000000001,50494,7,10,1.0,349.4473035641838,False,0.13406127379265634,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,4,9.969000000000001,24246.0,225,0,0.0,6287.564330194135,False,-0.5958122605312909,1,12.513000000000002,14976.0,612,0,0.0,17102.17497812805,False,-0.6528135838697849,0,0.44300000000000006,94612,310,22,1.0,5585.638431334314,False,0.1354660451327422,13,4.245000000000001,49353,1673,0,0.0,26107.642243942926,False,-0.27251211039387924,0.3333333333333333,278799,0.0,0.0,6,0,0,5,9,8.5,17,22,11,108.0,18.0,7,4,11,570,0.7722122150007635,78.20441069616936
50,11,0,0,0,10.0,9,10.0,27.83556526654609,10,26.0,15.284888925141273,49,12.408163265306122,34.0,9,34.0,0,3.206000000000001,50664,6,10,1.0,338.3556526654609,False,0.13774206733214103,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,28,10.245000000000001,23235.0,225,0,0.0,6263.00218497287,False,-0.6109126969307691,21,12.722000000000001,14307.0,622,0,0.0,17313.721595791667,False,-0.6611250527868984,0,0.44300000000000006,94555,316,32,1.0,5918.024900344642,False,0.13673893092152753,9,4.322000000000002,48694,1706,0,0.0,26076.02050629101,False,-0.28037850586186813,0.3333333333333333,276573,0.0,0.0,5,0,0,4,15,15.0,19,23,10,120.0,9.0,8,3,10,350,1.5594145069480874,79.76382520311745
51,10,0,0,0,10.0,10,10.0,28.256183065429532,10,35.0,15.475364271232582,13,21.923076923076923,34.0,10,34.0,0,3.206000000000001,50914,6,10,1.0,342.5618306542953,False,0.1433846083244286,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,1,10.227,22876.0,235,0,0.0,6640.2030203759405,False,-0.6134272631861879,12,12.821000000000002,14211.0,622,0,0.0,17575.345866697167,False,-0.6606113342677107,0,0.44300000000000006,94555,306,42,1.0,6163.46146699717,False,0.13816948071317006,10,4.413000000000002,48279,1719,0,0.0,26602.15118224881,False,-0.2821496363992772,0.3333333333333333,275953,0.0,0.0,4,0,0,3,6,6.0,17,20,10,91.0,12.0,6,4,10,450,0.7334718790370971,80.49729708215455
52,10,0,0,0,10.0,7,10.0,28.12338778229771,11,26.272727272727273,15.097273922199312,12,2.25,34.0,10,34.0,1,3.216000000000001,51111,3,10,1.0,311.2338778229771,False,0.14744324937692177,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,11,10.336,22510.0,235,0,0.0,6608.996128839962,False,-0.6190585395938909,1,12.819,13905.0,633,0,0.0,17802.10446619445,False,-0.6634538149030145,0,0.44300000000000006,94528,308,52,1.0,6417.960368037388,False,0.139338107153067,10,4.503000000000001,48155,1719,0,0.0,25952.213872260618,False,-0.28738334728935105,0.3333333333333333,275327,0.0,0.0,3,0,0,4,8,7.333333333333333,16,20,8,81.0,12.0,6,4,8,278,0.7271413370035589,81.2244384191581
53,8,0,0,0,10.0,11,10.0,28.206459835122043,18,28.88888888888889,15.028226148378193,3,6.333333333333333,34.0,12,34.0,8,3.295000000000001,51338,4,10,1.0,322.0645983512204,False,0.15264514199457488,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,2,10.345000000000002,22225.0,242,0,0.0,6825.963280099534,False,-0.6216633713561608,1,12.828000000000001,13599.0,644,0,0.0,18164.960133818597,False,-0.6652921114600562,0,0.44300000000000006,94509,301,62,1.0,6631.496070661836,False,0.14036123327579644,12,4.613000000000001,47981,1719,0,0.0,25833.520749062114,False,-0.29010351144116553,0.3333333333333333,274770,0.0,0.0,6,0,0,8,9,8.125,11,19,11,56.0,12.0,4,4,11,191,0.6639903329778463,81.88842875213595
