index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,11,0,0,0,10.0,11,10.0,28.426626919649884,5,35.0,14.91829549843783,4,5.5,34.0,8,34.0,0,3.287000000000001,51403,5,15,1.0,476.39940379474825,False,0.15582711568963878,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,3,10.373000000000001,21969.0,247,0,0.0,7021.376849153521,False,-0.6239992854043126,1,12.837000000000002,13582.0,644,0,0.0,18306.747736254525,False,-0.6644968070814246,0,0.44300000000000006,94487,295,72,1.0,6848.89717203916,False,0.14137191767718438,8,4.681000000000001,47890,1719,0,0.0,25644.54996181463,False,-0.2922657490801628,0.3333333333333333,274449,0.0,0.0,5,0,0,8,5,5.0,14,22,9,111.0,24.0,7,4,9,285,0.753343777032569,82.64177252916852
55,9,0,0,0,10.0,10,10.0,28.406370003944602,2,27.0,14.777648821895019,23,12.869565217391305,34.0,10,34.0,0,3.2870000000000013,51357,5,23,1.0,703.3465100907258,False,0.15733730063442244,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,11,10.48,21627.0,247,0,0.0,7016.373390974317,False,-0.6290830562165254,12,12.956000000000001,13393.0,646,0,0.0,18350.515022548214,False,-0.6669629231716357,0,0.44300000000000006,94464,291,82,1.0,7088.29580717145,False,0.14249915955872564,10,4.773000000000001,47486,1736,0,0.0,25653.99835480975,False,-0.29692018118291436,0.3333333333333333,273445,0.0,0.0,5,0,0,10,11,11.0,11,21,12,68.0,19.0,5,4,12,154,0.7142156910267659,83.35598822019529
56,12,0,0,0,10.0,12,10.0,28.871245401271775,15,32.8,15.119668250901842,24,19.416666666666668,34.0,14,34.0,0,3.287000000000001,51729,7,18,1.0,589.6824172228919,False,0.16439135183445125,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,7,10.539000000000001,21001.0,261,0,0.0,7535.395049731933,False,-0.6344912930736226,17,13.114000000000003,13165.0,647,0,0.0,18679.69577462284,False,-0.6678986514083757,0,0.44300000000000006,94452,285,92,1.0,7437.1054515070255,False,0.14439234269506568,14,4.903000000000001,46807,1756,0,0.0,26550.137448583635,False,-0.29961218030994335,0.3333333333333333,272272,0.0,0.0,8,0,0,9,11,11.0,14,23,12,106.0,28.0,8,4,12,612,0.8043297140393406,84.16031793423463
57,12,0,0,0,10.0,11,10.0,28.871245401271775,0,,14.749350340863568,10,3.9,34.00000000000001,8,34.0,0,3.2870000000000013,51619,8,28,1.0,888.3948712356097,False,0.16527221817000837,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,10,10.632000000000001,20707.0,261,0,0.0,7535.395049731933,False,-0.638829815909895,0,13.097000000000003,13165.0,647,0,0.0,18679.69577462284,False,-0.6678986514083757,0,0.44300000000000006,94441,281,102,1.0,7612.5674457826635,False,0.1452868101614675,8,4.969000000000001,46688,1760,0,0.0,25958.85659991988,False,-0.30444572064767395,0.3333333333333333,271738,0.0,0.0,4,0,0,10,6,6.0,14,24,12,128.0,36.0,8,4,12,110,0.7644258940126747,84.9247438282473
58,12,0,0,0,10.0,9,10.0,29.04216268962752,52,29.46153846153846,14.462081164216139,44,12.681818181818182,34.0,8,34.0,24,3.5270000000000006,52403,7,10,1.0,360.4216268962752,False,0.17691109499872734,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,31,10.932000000000002,19070.0,275,0,0.0,7986.5947396475685,False,-0.6596576791880207,13,13.227000000000002,11992.0,685,0,0.0,19893.881442394853,False,-0.6762496757736675,0,0.44300000000000006,94364,288,112,1.0,7973.079375294248,False,0.1464904840954854,8,5.041000000000001,46118,1787,0,0.0,25843.73904045424,False,-0.31176128974835493,0.3333333333333333,269065,0.0,0.0,5,0,0,8,14,13.785714285714285,15,23,11,124.0,15.0,9,3,11,866,0.8001009310246445,85.72484475927195
59,11,0,0,0,10.0,11,10.0,29.04216268962752,0,,14.415012415917317,1,1.0,33.99999999999999,10,34.0,0,3.503000000000001,52293,8,20,1.0,660.8432537925504,False,0.17781108858515807,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,1,10.911000000000003,19041.0,275,0,0.0,7986.5947396475685,False,-0.6600856287194896,0,13.214000000000002,11992.0,685,0,0.0,19893.881442394853,False,-0.6762496757736675,0,0.44300000000000006,94363,279,122,1.0,8169.78846404093,False,0.14762536407745577,10,5.133000000000002,45996,1787,0,0.0,25759.627187244245,False,-0.3136737201153814,0.3333333333333333,268803,0.0,0.0,4,0,0,9,5,5.0,12,21,10,91.0,40.0,6,5,10,110,0.7740063679520972,86.49885112722404
60,10,0,0,0,10.0,11,10.0,28.942982482720215,17,28.0,14.46105040121081,9,15.777777777777779,34.0,6,34.0,0,3.503000000000001,52659,9,13,1.0,466.2587722753628,False,0.18382527330821377,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,3,10.940000000000001,18975.0,275,0,0.0,7959.320182748059,False,-0.6612608265125947,6,13.274000000000001,11449.0,702,0,0.0,20317.97370286959,False,-0.6811335224461774,0,0.44300000000000006,94350,270,132,1.0,8392.483608326918,False,0.14877181996833286,6,5.183000000000002,45820,1795,0,0.0,25957.585470173406,False,-0.31457156654986124,0.3333333333333333,268371,0.0,0.0,4,0,0,9,5,5.0,13,22,11,110.0,20.0,7,3,11,586,0.7358643529587425,87.23471548018279
61,11,0,0,0,10.0,10,10.0,29.005119889186485,2,34.0,14.462508825335542,36,14.472222222222221,34.0,9,34.0,0,3.5030000000000006,52627,9,21,1.0,699.1075176729162,False,0.1857148494558173,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,10,11.037000000000003,18617.0,277,0,0.0,8034.418209304657,False,-0.6659896833962616,26,13.528000000000002,10861.0,702,0,0.0,20361.594162208912,False,-0.6894887171680889,0,0.44300000000000006,94297,271,142,1.0,8747.339891665932,False,0.15022230189584268,9,5.267000000000001,45247,1820,0,0.0,26321.766062110688,False,-0.3191284734792578,0.3333333333333333,266767,0.0,0.0,5,0,0,6,9,9.0,15,21,10,81.0,33.0,6,5,10,168,0.7804105689865537,88.01512604916934
62,10,0,0,0,10.0,7,10.0,28.905568204843426,15,27.933333333333334,14.194456897997464,13,9.076923076923077,34.0,13,34.0,0,3.5030000000000006,52976,6,16,1.0,522.4890912774948,False,0.19154959926674164,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,8,11.107000000000001,18390.0,277,0,0.0,8006.842392741629,False,-0.6695429617594508,5,13.552000000000003,10373.0,717,0,0.0,20725.292402872736,False,-0.6940065490823233,0,0.44300000000000006,94251,270,152,1.0,9000.503362459316,False,0.15116165813239826,13,5.388000000000002,44983,1824,0,0.0,25890.689381947373,False,-0.32471854085874186,0.3333333333333333,266091,0.0,0.0,5,0,0,8,9,9.0,14,22,10,87.0,30.0,6,4,10,489,0.7223129440099001,88.73743899317924
63,10,0,0,0,10.0,12,10.0,28.905568204843426,0,,13.82499512389931,18,9.0,34.0,7,34.0,0,3.503000000000001,52856,8,26,1.0,831.5447733259291,False,0.19232239724843814,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,17,11.269000000000002,17892.0,277,0,0.0,8006.842392741629,False,-0.676891888196402,1,13.557000000000004,10356.0,717,0,0.0,20725.292402872736,False,-0.6942574160490464,0,0.44300000000000006,94161,274,162,1.0,9296.048663948412,False,0.1518351246383265,7,5.445000000000002,44838,1828,0,0.0,25272.091086487937,False,-0.33001439029138335,0.3333333333333333,265221,0.0,0.0,4,0,0,10,10,10.0,13,23,11,120.0,6.0,8,2,11,120,0.744273935968522,89.48171292914776
64,11,0,0,0,10.0,7,10.0,28.93354657049833,1,33.0,13.478155927015214,23,10.043478260869565,34.0,10,34.0,0,3.503000000000001,52819,5,35,1.0,1062.6741299674416,False,0.19408082242180272,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,22,11.472000000000001,17217.0,278,0,0.0,8043.5259465985355,False,-0.6865821150549802,1,13.566,10339.0,717,0,0.0,20745.352891047303,False,-0.6943602679034361,0,0.44300000000000006,94124,274,172,1.0,9541.014724002169,False,0.15283161617552318,10,5.538000000000002,44518,1841,0,0.0,24813.285061635008,False,-0.33641888311552853,0.3333333333333333,264135,0.0,0.0,4,0,0,11,9,9.0,11,22,10,101.0,24.0,7,4,10,103,0.7569478049990721,90.23866073414683
65,10,0,0,0,10.0,11,10.0,28.85559322238893,12,28.0,14.08901563219183,24,19.833333333333332,34.0,10,34.0,0,3.503000000000001,53045,6,33,1.0,1012.2345763388347,False,0.19857466120927986,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,14,11.590000000000002,16978.0,278,0,0.0,8021.854915824122,False,-0.6902689078740933,10,13.665000000000003,9943.0,729,0,0.0,21035.72745912153,False,-0.6980614811545671,0,0.44300000000000006,94104,269,182,1.0,9977.945205059601,False,0.15514516229751235,10,5.628000000000002,43935,1860,0,0.0,26205.569075876803,False,-0.3350999657519071,0.3333333333333333,263123,0.0,0.0,5,0,0,10,7,7.0,12,22,12,88.0,37.0,6,4,12,446,0.7615045380080119,91.00016527215485
66,12,0,0,0,10.0,5,10.0,28.85559322238893,0,,14.148947740789357,17,14.941176470588236,34.0,6,34.0,0,3.503000000000001,52995,1,43,1.0,1250.790508562724,False,0.20012523230782614,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,8,11.656000000000002,16781.0,278,0,0.0,8021.854915824122,False,-0.6931760133120038,9,13.745,9862.0,729,0,0.0,21035.72745912153,False,-0.6992567884666013,0,0.44300000000000006,94039,267,192,1.0,10305.769046790758,False,0.15629819690612906,6,5.678000000000001,43699,1869,0,0.0,26444.383327535306,False,-0.33645911051282695,0.3333333333333333,262494,0.0,0.0,2,0,0,10,6,6.0,13,23,12,117.0,34.0,8,4,12,50,0.8459201770019718,91.84608544915682
67,12,0,0,0,10.0,10,10.0,28.541225327176736,16,26.0,14.701382606194057,14,23.285714285714285,34.0,12,34.0,0,3.503000000000001,53311,1,37,1.0,1066.0253371055392,False,0.20513021035727685,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,0,11.648000000000003,16781.0,278,0,0.0,7934.4606409551325,False,-0.6938208467427497,14,13.876000000000001,9292.0,745,0,0.0,21263.21286874667,False,-0.7059897228012495,0,0.44300000000000006,94039,257,202,1.0,10646.255329791873,False,0.15828275278485418,12,5.792000000000002,43197,1883,0,0.0,27682.70344746341,False,-0.33509335396190776,0.3333333333333333,261738,0.0,0.0,5,0,0,13,7,7.0,12,25,9,128.0,18.0,9,3,9,516,0.7926521680201404,92.63873761717696
68,9,0,0,0,10.0,13,10.0,28.82362201091831,28,30.142857142857142,14.637500629478067,35,14.257142857142858,34.0,10,34.0,0,3.503000000000001,54025,4,19,1.0,587.6488182074479,False,0.21575738958131843,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,14,11.788000000000004,15924.0,290,0,0.0,8358.85038316631,False,-0.7033361589082394,21,14.072000000000003,8523.0,761,0,0.0,21934.776350308835,False,-0.7123826728376829,0,0.44300000000000006,93982,262,212,1.0,11043.025164923254,False,0.1599309029942836,10,5.880000000000003,42631,1903,0,0.0,27855.16369789676,False,-0.3406861203843563,0.3333333333333333,260203,0.0,0.0,7,0,0,8,11,11.0,14,22,11,92.0,9.0,6,3,11,974,0.7321737249731086,93.37091134215007
69,11,0,0,0,9.999999999999998,7,10.0,29.018619102026058,7,33.0,14.455650915285108,15,11.8,34.0,10,34.0,0,3.5030000000000006,54186,1,22,1.0,648.4096202445733,False,0.22004084268050517,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,15,11.924000000000003,15324.0,297,0,0.0,8618.529873301739,False,-0.7102742575569856,0,14.051000000000002,8523.0,761,0,0.0,22083.16913664183,False,-0.7112877655379485,0,0.44300000000000006,93949,259,222,1.0,11292.013587058844,False,0.160997467983883,10,5.970000000000002,42372,1911,0,0.0,27624.748899109843,False,-0.3450483254504929,0.3333333333333333,259472,0.0,0.0,4,0,0,9,7,7.0,14,23,10,109.0,22.0,7,4,10,301,0.8025893630110659,94.17350070516113
70,10,0,0,0,9.999999999999998,14,10.0,28.976263009970424,12,28.5,14.196867040172684,28,12.25,34.0,14,34.0,0,3.5030000000000006,54388,5,20,1.0,629.5252601994084,False,0.2243506486291033,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,20,12.109000000000002,14757.0,298,0,0.0,8634.926376971187,False,-0.7185204281194482,8,14.131000000000004,8087.0,772,0,0.0,22369.675043697167,False,-0.7156077986888721,0,0.44300000000000006,93813,266,232,1.0,11664.366632685935,False,0.1615823850175204,14,6.100000000000002,41950,1922,0,0.0,27286.3784512119,False,-0.3519398812645021,0.3333333333333333,258113,0.0,0.0,8,0,0,14,10,10.0,10,24,6,130.0,6.0,8,2,6,482,0.7810222359839827,94.95452294114511
71,6,0,0,0,9.999999999999998,11,10.0,28.976263009970424,0,,14.333429932150194,20,15.8,34.0,11,34.0,0,3.503000000000001,54278,6,30,1.0,929.2878902991127,False,0.22524326742204512,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,1,12.099000000000002,14737.0,298,0,0.0,8634.926376971187,False,-0.7188155657273579,19,14.313000000000004,7706.0,772,0,0.0,22369.675043697167,False,-0.7212301701195517,0,0.44300000000000006,93677,266,242,1.0,12040.692361951951,False,0.16219045720619202,11,6.1960000000000015,41633,1932,0,0.0,27692.186628914176,False,-0.3532699184643163,0.3333333333333333,257149,0.0,0.0,4,0,0,8,6,6.0,10,18,9,65.0,6.0,4,2,9,110,0.6639211479923688,95.61844408913748
72,9,0,0,0,9.999999999999998,6,10.0,28.976263009970424,0,,14.47693323219438,14,16.642857142857142,34.0,10,34.0,0,3.503000000000001,54218,2,40,1.0,1179.0505203988168,False,0.22669543320574334,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,3,12.128000000000004,14655.0,298,0,0.0,8634.926376971187,False,-0.7200256299197876,11,14.404000000000003,7589.0,772,0,0.0,22369.675043697167,False,-0.7229567251258233,0,0.44300000000000006,93654,260,252,1.0,12332.002640370538,False,0.1636202709151505,10,6.285000000000001,41298,1942,0,0.0,28114.204336921484,False,-0.3547153062522062,0.3333333333333333,256532,0.0,0.0,2,0,0,6,8,8.0,16,22,7,101.0,21.0,7,2,7,60,0.7729891280177981,96.39143321715528
73,7,0,0,0,9.999999999999998,9,10.0,29.234814741951016,29,30.413793103448278,14.077801705643825,12,7.333333333333333,34.0,11,34.0,0,3.503000000000001,55010,1,21,1.0,623.9311095809713,False,0.23820957395623188,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,12,12.245000000000005,13993.0,308,0,0.0,9004.322940520913,False,-0.7270691142881951,0,14.393000000000002,7057.0,791,0,0.0,23124.738460883254,False,-0.7252361952270107,0,0.44300000000000006,93654,250,262,1.0,12427.450426410956,False,0.16417659718835065,11,6.385000000000002,41064,1954,0,0.0,27508.024532828036,False,-0.36097626286470647,0.3333333333333333,255896,0.0,0.0,5,0,0,7,6,6.0,13,20,11,55.0,33.0,4,3,11,972,0.729406789992936,97.12084000714822
74,11,0,0,0,9.999999999999998,12,10.0,29.44601281832535,12,32.0,14.08160772213724,40,14.1,34.0,10,34.0,0,3.503000000000001,55274,3,19,1.0,589.4742435481817,False,0.2437327854646274,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,17,12.403000000000004,13150.0,320,0,0.0,9422.724101864113,False,-0.7364220165139518,23,14.623000000000001,6595.0,791,0,0.0,23291.79613929535,False,-0.730821248879987,0,0.44300000000000006,93484,260,272,1.0,12909.218007755682,False,0.16500290268439144,10,6.474000000000001,40545,1974,0,0.0,27797.093643498913,False,-0.3653414760124329,0.3333333333333333,254166,0.0,0.0,6,0,0,10,8,8.0,14,24,9,125.0,15.0,9,2,9,504,0.8417557940119877,97.9625958011602
75,9,0,0,0,9.999999999999998,11,10.0,29.44601281832535,0,,13.29763815815319,39,9.076923076923077,34.0,20,34.0,0,3.503000000000001,55164,4,29,1.0,893.9343717314351,False,0.24467797367590405,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,16,12.546000000000005,12614.0,320,0,0.0,9422.724101864113,False,-0.7443317044059313,23,14.830000000000002,6010.0,791,0,0.0,23291.79613929535,False,-0.7394540239113454,0,0.44300000000000006,93470,279,274,1.0,13026.04104612474,False,0.16552061600137985,12,6.584000000000001,40300,1984,0,0.0,26382.51410577593,False,-0.37644249448745726,0.3333333333333333,252676,0.0,0.0,7,0,0,9,13,13.0,13,22,10,86.0,28.0,6,3,10,382,0.8290432990179397,98.79163910017814
76,10,0,0,0,9.999999999999998,6,10.0,29.227643156473953,39,28.435897435897434,13.572940272936858,18,17.0,34.00000000000001,20,34.0,10,3.603000000000001,55993,0,10,1.0,292.27643156473954,False,0.2564994340916844,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,10,12.630000000000003,12115.0,329,0,0.0,9615.89459847993,False,-0.7502700907660301,8,14.887000000000002,5150.0,821,0,0.0,23995.895031465116,False,-0.7469497894822908,0,0.44300000000000006,93674,269,278,1.0,13103.120933420018,False,0.1683479491130049,14,6.7120000000000015,39773,2002,0,0.0,27173.02642641959,False,-0.3779782568636367,0.3333333333333333,251823,0.0,0.0,6,0,0,8,9,8.714285714285715,16,24,6,131.0,16.0,9,1,6,1009,0.7934059260296635,99.58504502620781
77,6,0,0,0,9.999999999999998,8,10.0,29.227643156473953,0,,12.064816881506813,55,6.090909090909091,34.0,10,34.0,0,3.5930000000000004,55913,0,18,0.8,526.0975768165312,False,0.25732556208528096,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,39,13.010000000000003,10310.0,329,0,0.0,9615.89459847993,False,-0.7769062598798795,16,15.039000000000003,4848.0,821,0,0.0,23995.895031465116,False,-0.7514063673617272,0,0.44300000000000006,93472,307,288,1.0,13495.898782622591,False,0.16828253976628854,10,6.798000000000002,39524,2009,0,0.0,24238.217114947187,False,-0.3979867043099693,0.3,249185,0.0,0.0,2,0,0,10,10,10.0,12,22,6,93.0,0.0,6,0,6,80,0.7015059179975651,100.28655094420537
78,6,0,0,0,10.0,8,10.0,29.111287002749496,17,28.0,12.074403414090705,49,12.122448979591837,34.00000000000001,20,34.0,0,3.5930000000000004,56309,0,9,0.8,262.00158302474546,False,0.26323330404692075,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,20,13.171000000000003,9662.0,329,0,0.0,9577.613423904584,False,-0.7867511737334569,29,15.313000000000002,3629.0,838,0,0.0,24395.258508304076,False,-0.766448325032804,0,0.44300000000000006,93396,333,290,1.0,13880.776336892206,False,0.16963988818947714,12,6.908000000000002,39103,2022,0,0.0,24414.443703291407,False,-0.40186722638667227,0.3,247217,0.0,0.0,7,0,0,6,12,12.0,15,21,6,74.0,18.0,5,1,6,828,0.7245967129711062,101.01114765717648
79,6,0,0,0,9.999999999999998,8,10.0,29.111287002749496,0,,12.074403414090705,0,,34.00000000000001,20,34.0,0,3.593000000000001,56229,0,17,0.8,494.89187904674145,False,0.26404901496280964,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,0,13.151000000000003,9662.0,329,0,0.0,9577.613423904584,False,-0.7867511737334569,0,15.284000000000002,3629.0,838,0,0.0,24395.258508304076,False,-0.766448325032804,0,0.44300000000000006,93702,323,291,1.0,13794.0323027513,False,0.1727013913011243,11,7.006000000000002,38960,2022,0,0.0,24414.443703291407,False,-0.40353420391161865,0.3,247300,0.0,0.0,7,0,0,8,3,3.0,13,21,8,74.0,17.0,5,1,8,386,0.7069865700323135,101.7181342272088
80,8,0,0,0,9.999999999999998,12,10.0,29.218728098482867,3,35.0,12.088066006042032,27,12.222222222222221,34.00000000000001,20,34.0,0,3.593000000000001,56214,2,24,1.0,721.2494743635888,False,0.26624644099424327,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,8,13.231000000000003,9381.0,332,0,0.0,9700.617728696312,False,-0.7899902772176174,19,15.474000000000004,3208.0,838,0,0.0,24485.294146528642,False,-0.7719966491069974,0,0.44300000000000006,93946,332,286,1.0,13737.237914005957,False,0.17521471319830018,5,7.045000000000002,38855,2030,0,0.0,24538.773992265324,False,-0.4040335377677345,0.3333333333333333,246722,0.0,0.0,11,0,0,4,5,5.0,16,20,10,87.0,25.0,6,2,10,735,0.7840209010173567,102.50215512822615
81,10,0,0,0,9.999999999999998,8,10.0,29.10167605169822,13,27.76923076923077,12.872340118307939,25,21.12,34.00000000000001,20,34.0,0,3.593000000000001,56495,0,21,1.0,611.1351970856626,False,0.2713034669205406,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,4,13.263000000000003,9293.0,332,0,0.0,9661.75644916381,False,-0.7915756183194584,21,15.665,2534.0,851,0,0.0,24765.526319995184,False,-0.7798751101601477,0,0.44300000000000006,94152,326,289,1.0,14022.38287856839,False,0.17927808728066075,13,7.170000000000002,38183,2051,0,0.0,26401.16958264958,False,-0.4010120209908049,0.3333333333333333,245775,0.0,0.0,8,0,0,5,7,7.0,18,23,10,124.0,28.0,8,2,10,679,0.8325667350436561,103.3347218632698
82,10,0,0,0,9.999999999999998,6,10.0,28.846289429963043,13,26.0,12.7240933459362,13,9.76923076923077,34.0,20,34.0,0,3.593000000000001,56773,0,14,0.6,403.8480520194826,False,0.2752058914928656,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,5,13.309000000000003,9158.0,332,0,0.0,9576.96809074773,False,-0.7941934030048865,8,15.724,2068.0,864,0,0.0,24923.194067488068,False,-0.7855884743784544,0,0.44300000000000006,94380,324,289,1.0,13948.60624408333,False,0.18150591161570526,10,7.257000000000002,38041,2056,0,0.0,26160.735919244828,False,-0.404068731236333,0.26666666666666666,245538,0.0,0.0,6,0,0,8,6,6.0,18,26,4,159.0,0.0,10,0,4,738,0.7287291259854101,104.06345098925522
83,4,0,0,0,9.999999999999998,7,10.0,29.212832018681674,9,35.0,12.876047676449174,34,13.970588235294118,34.0,20,34.0,0,3.593000000000001,57018,0,12,0.7,350.5539842241801,False,0.28009304129707674,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,21,13.514000000000005,8295.0,341,0,0.0,9961.57571837045,False,-0.8040907864061799,13,15.846000000000002,1835.0,864,0,0.0,25239.886864140964,False,-0.7866901286494432,0,0.44300000000000006,94533,332,290,1.0,14134.847828581125,False,0.18437498734368363,11,7.357000000000002,37571,2072,0,0.0,26679.170785602688,False,-0.4065258627156422,0.2833333333333333,244370,0.0,0.0,8,0,0,2,10,10.0,17,19,6,56.0,0.0,4,0,6,691,0.6735732849920169,104.73702427424723
84,6,0,0,0,9.999999999999998,7,10.0,29.259638395805407,14,29.714285714285715,12.638289852074642,23,10.043478260869565,34.0,20,34.0,2,3.613000000000001,57320,0,7,0.7,204.81746877063784,False,0.28522144037210584,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,17,13.663000000000004,7670.0,344,0,0.0,10065.31560815706,False,-0.8125483980804467,6,15.893000000000002,1497.0,875,0,0.0,25602.18359632973,False,-0.7890047694508247,0,0.44300000000000006,94864,331,290,1.0,14043.273941036707,False,0.18769976884405437,10,7.4460000000000015,37243,2086,0,0.0,26363.472631427703,False,-0.4121894955269764,0.2833333333333333,243712,0.0,0.0,8,0,0,5,7,6.181818181818182,15,20,8,68.0,8.0,5,1,8,518,0.7610181560157798,105.49804243026301
85,8,0,0,0,9.999999999999998,12,10.0,29.259638395805407,0,,12.66539494730421,14,13.142857142857142,34.0,20,34.0,0,3.611000000000001,57200,2,17,1.0,517.4138527286918,False,0.28603386213577614,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,3,13.676000000000005,7604.0,344,0,0.0,10065.31560815706,False,-0.8135223521865487,11,15.997,1314.0,875,0,0.0,25602.18359632973,False,-0.7917052785631983,0,0.44300000000000006,94938,334,293,1.0,14192.241912399606,False,0.18943067420730902,13,7.566000000000003,37031,2087,0,0.0,26432.679255023886,False,-0.4142574416265044,0.3333333333333333,243205,0.0,0.0,7,0,0,8,8,8.0,13,21,8,105.0,15.0,7,1,8,358,0.797013241040986,106.295055671304
86,8,0,0,0,9.999999999999998,10,10.0,29.259638395805407,0,,12.112387814120634,33,8.181818181818182,33.99999999999999,20,34.0,0,3.611000000000001,57100,2,27,1.0,810.010236686746,False,0.2870701026957491,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,33,14.003000000000004,6432.0,344,0,0.0,10065.31560815706,False,-0.8308174160100563,0,15.986000000000004,1314.0,875,0,0.0,25602.18359632973,False,-0.7917052785631983,0,0.44300000000000006,95210,350,292,1.0,14167.33573494222,False,0.19245626069513097,9,7.6430000000000025,36770,2094,0,0.0,25363.34008276861,False,-0.42353270958005795,0.3333333333333333,241944,0.0,0.0,7,0,0,7,7,7.0,15,22,6,107.0,14.0,7,1,6,474,0.7787146549671888,107.07377032627119
87,6,0,0,0,9.999999999999998,11,10.0,29.260341277387177,15,29.266666666666666,12.011267992860047,31,11.225806451612904,33.99999999999999,20,34.0,0,3.611000000000001,57429,3,22,1.0,673.7275081025178,False,0.2929086092806745,0,0.2,45118,0,0,0.0,0.0,False,0.009825645157680342,15,14.120000000000003,5588.0,358,0,0.0,10475.202177304609,False,-0.8402478995255324,16,16.146,1011.0,876,0,0.0,25632.058958991165,False,-0.7959561797462468,0,0.44300000000000006,95296,361,294,1.0,14332.067745422475,False,0.19441893444827985,12,7.754000000000001,36436,2104,0,0.0,25271.707856977537,False,-0.42796029645984374,0.3333333333333333,240878,0.0,0.0,11,0,0,3,9,9.0,17,20,8,75.0,14.0,5,1,8,821,0.725741641013883,107.79951196728507
