index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,11,0,0,0,10.0,20,10.0,24.481632230090167,68,27.0,28.619177235042486,0,,38.0,0,,0,0.9470000000000003,31952,645,0,0.0,6450.0,False,-0.11050142867979872,16,0.9270000000000003,51122,22,10,1.0,464.8163223009017,False,0.2985664692935103,0,0.2,61688,0,3,0.0,85.85753170512746,False,0.0013614412031820614,0,3.1970000000000005,53157,186,49,1.0,5955.923279313853,False,-0.08941292131560456,0,1.1090000000000002,76174,0,160,0.0,6080.0,False,0.013446259739262823,0,0.8030000000000002,78874,0,59,0.0,2242.0,False,0.023438199659685528,0.3333333333333333,352967,0.0,0.0,13,0,0,15,1,0.9411764705882353,10,25,12,111.0,27.0,7,4,12,1577,1.2529638160485774,107.63880133710336
66,12,0,0,0,10.0,20,10.0,24.82475954662182,16,29.0,28.619177235042486,0,,38.00000000000001,7,38.0,0,0.9470000000000003,31862,654,0,0.0,6540.0,False,-0.11163931524515133,6,0.9710000000000001,51338,23,10,1.0,478.2475954662182,False,0.30419813886598507,0,0.2,61688,0,3,0.0,85.85753170512746,False,0.0013614412031820614,0,3.1970000000000014,52693,192,59,1.0,6454.885289818896,False,-0.09289271748974895,0,1.1090000000000002,76174,0,160,0.0,6080.000000000001,False,0.013446259739262823,0,0.8030000000000002,79140,0,52,0.0,1976.0000000000005,False,0.025139772014891957,0.3333333333333333,352895,0.0,0.0,15,0,0,13,1,0.75,18,31,14,147.0,24.0,9,3,14,698,1.3194566500023939,108.95825798710575
67,14,0,0,0,10.000000000000002,20,10.0,24.82475954662182,0,,28.818892521870335,86,29.174418604651162,38.00000000000001,0,,0,0.9470000000000003,31732,667,0,0.0,6670.000000000001,False,-0.11328292917288289,0,0.9650000000000001,51268,20,20,1.0,696.4951909324365,False,0.3051874376176755,0,0.2,61688,0,3,0.0,86.456677565611,False,0.0013663006923744308,27,3.4670000000000005,53991,182,10,1.0,4806.295162703874,False,-0.0852085651961663,0,1.1090000000000002,75101,14,170,1.0,6863.464495306185,False,0.004730271965675539,0,0.8030000000000002,77704,52,62,1.0,3854.5824111372576,False,0.01878499041194212,0.6666666666666666,351484,0.0,0.0,13,0,0,22,3,2.0588235294117645,13,35,16,153.0,24.0,11,3,16,1552,1.5775288119912148,110.53578679909697
68,16,0,0,0,10.0,20,10.0,24.979022880492824,12,27.416666666666668,28.86090760838628,65,29.0,38.00000000000001,0,,1,0.9570000000000003,31619,677,0,0.0,6770.0,False,-0.11487597036437656,0,0.9650000000000001,51487,20,19,1.0,674.6014347293636,False,0.3104483454462964,0,0.2,61688,0,3,0.0,86.58272282515884,False,0.0013673230070008133,55,3.990000000000001,52530,184,10,1.0,4884.749286094542,False,-0.10827169784341059,0,1.1090000000000002,74289,32,180,1.0,7763.549043468362,False,9.946549817928107e-05,0,0.8030000000000002,76631,79,72,1.0,5016.011701062516,False,0.012486801306644611,0.6666666666666666,348244,0.0,0.0,12,0,0,18,3,2.72972972972973,13,31,13,192.0,6.0,14,2,13,519,1.7410224430495873,112.27680924214656
69,13,0,0,0,10.0,20,10.0,24.979022880492824,0,,28.86090760838628,0,,38.000000000000014,7,38.0,0,0.9560000000000002,31529,686,0,0.0,6860.0,False,-0.11601385692972918,0,0.9650000000000001,51377,21,29,1.0,934.3916635342919,False,0.3109514206328456,0,0.2,61688,0,3,0.0,86.58272282515884,False,0.0013673230070008133,0,3.935000000000001,52530,174,20,1.0,4923.568133373477,False,-0.10795685002211394,0,1.1090000000000002,74289,22,190,1.0,7854.939967384501,False,0.0006840830532637162,0,0.8030000000000002,76897,69,75,1.0,4841.402624978655,False,0.014772991216935474,0.6666666666666666,348310,0.0,0.0,13,0,0,12,0,0.0,14,26,7,147.0,11.0,9,4,7,466,1.2769219980109483,113.5537312401575
70,7,0,0,0,10.0,20,10.0,24.896927968706436,1,10.0,28.86090760838628,0,,38.00000000000002,15,38.0,1,0.9660000000000004,31426,695,0,0.0,6950.0,False,-0.11748046628062811,0,0.9650000000000001,51267,22,39,1.0,1190.9801907795509,False,0.3114140161172725,0,0.2,61688,0,3,0.0,86.58272282515884,False,0.0013673230070008133,0,3.935000000000001,52520,165,30,1.0,4973.82034308815,False,-0.1077114835832388,0,1.1090000000000002,74669,12,190,1.0,7566.3308913006385,False,0.0036995182586430477,0,0.8030000000000002,77087,59,80,1.0,4742.793548894792,False,0.016573017597167356,0.6666666666666666,348657,0.0,0.0,17,0,0,15,1,1.0,9,24,10,48.0,18.0,6,1,10,770,1.256075346027501,114.809806586185
71,10,0,0,0,10.0,20,10.0,24.806760413151654,1,10.0,28.370344584455005,10,16.0,38.00000000000002,20,38.0,1,0.9750000000000001,31283,708,0,0.0,7080.0,False,-0.11945280299390598,0,0.9650000000000001,51197,19,49,1.0,1405.531260244431,False,0.3123565790103476,0,0.2,61688,0,3,0.0,85.111033753365,False,0.0013553865861547275,0,3.935000000000001,52670,156,30,1.0,4720.964961985308,False,-0.10732910796968789,0,1.1090000000000002,74973,2,192,1.0,7352.740689168913,False,0.006222513779978487,0,0.8030000000000002,77383,59,78,1.0,4637.850330482847,False,0.0196886655481676,0.6666666666666666,349194,0.0,0.0,22,0,0,14,1,1.0,11,25,11,93.0,28.0,6,4,11,1120,1.2653689080034383,116.07517549418844
72,11,0,0,0,10.0,20,10.0,24.772527931513448,4,23.5,27.819326203140545,11,16.0,38.000000000000014,20,38.0,0,0.9740000000000002,31173,719,0,0.0,7190.0,False,-0.12084355324044807,0,0.9650000000000001,51201,18,55,1.0,1542.4890362332396,False,0.314189306853026,0,0.2,61688,0,3,0.0,83.45797860942163,False,0.0013419791604573255,0,3.935000000000001,52752,150,29,1.0,4522.639649618093,False,-0.10760751010091248,0,1.1090000000000002,75063,3,195,1.0,7493.457978609425,False,0.008274106537680395,0,0.8030000000000002,77877,49,75,1.0,4213.146983953888,False,0.023292011462929335,0.6666666666666666,349754,0.0,0.0,27,0,0,4,0,0.0,12,16,13,93.0,45.0,6,5,13,1230,1.168423967959825,117.24359946214827
73,13,0,0,0,10.0,20,10.0,24.66580790954997,1,10.0,27.819326203140545,0,,38.000000000000014,8,38.0,1,0.984,31060,729,0,0.0,7290.0,False,-0.12243659443194174,0,0.9650000000000001,51101,18,65,1.0,1783.277514120748,False,0.3147050030864636,0,0.2,61688,0,3,0.0,83.45797860942163,False,0.0013419791604573255,0,3.935000000000001,52742,141,39,1.0,4562.832637169027,False,-0.10744373094255179,0,1.1090000000000002,75367,0,190,0.3,7220.000000000003,False,0.01041413456494761,0,0.8030000000000002,77877,39,85,1.0,4314.953721922482,False,0.023943257819700324,0.5499999999999999,349835,0.0,0.0,12,0,0,13,1,1.0,5,18,16,96.0,49.0,7,6,16,504,1.3784074410214089,118.62200690316968
74,16,0,0,0,10.0,20,10.0,24.66580790954997,0,,27.819326203140545,0,,38.000000000000014,20,38.0,0,0.9830000000000001,30980,737,0,0.0,7370.0,False,-0.12344804915669963,0,0.9650000000000001,50981,20,75,1.0,2049.935593216248,False,0.3150420460871399,0,0.2,61688,0,3,0.0,83.45797860942163,False,0.0013419791604573255,0,3.935000000000001,52742,131,49,1.0,4594.367820104933,False,-0.10718795869949119,0,1.1090000000000002,75823,0,178,0.0,6764.000000000003,False,0.013331115745301485,0,0.8030000000000002,78181,29,87,1.0,4112.7604598910775,False,0.02653915829670742,0.5,350395,0.0,0.0,20,0,0,10,0,0.0,9,19,13,139.0,34.0,10,6,13,960,1.4305369890062138,120.05254389217589
75,13,0,0,0,10.0,20,10.0,25.046610126631194,12,29.0,27.54413713475584,15,23.466666666666665,38.000000000000014,20,38.0,0,0.9830000000000001,30900,745,0,0.0,7450.0,False,-0.1244595038814575,0,0.9650000000000001,51209,22,73,1.0,2048.402539244077,False,0.3207879553347167,0,0.2,61688,0,3,0.0,82.63241140426751,False,0.0013352832368506613,0,3.9350000000000014,52746,133,44,1.0,4543.141180771206,False,-0.10753855677671907,0,1.1090000000000002,76065,0,171,0.4,6498.000000000003,False,0.014725637449944347,0,0.8030000000000002,78347,30,88,1.0,4170.324114042676,False,0.02903115357677343,0.5666666666666667,350955,0.0,0.0,24,0,0,5,0,0.0,2,7,20,111.0,63.0,7,6,20,1660,1.1647227119538002,121.21726660412969
76,20,0,0,0,10.0,20,10.0,25.398223631973554,12,29.0,27.54413713475584,0,,38.000000000000014,20,38.0,0,0.9830000000000003,30780,757,0,0.0,7570.0,False,-0.12597668596859432,0,0.9650000000000001,51477,20,71,1.0,2003.2738778701223,False,0.3269941320184858,0,0.2,61688,0,3,0.0,82.63241140426751,False,0.0013352832368506613,0,3.935000000000001,52398,135,54,1.0,4916.143595593246,False,-0.1101582915989972,0,1.1090000000000002,76407,0,162,0.0,6156.000000000003,False,0.016913373335209755,0,0.8030000000000002,78765,20,87,1.0,3856.8827426951184,False,0.032373902886884666,0.5,351515,0.0,0.0,23,0,0,11,0,0.0,1,12,16,156.0,39.0,12,8,16,1308,1.5450107090291567,122.76227731315885
77,16,0,0,0,10.0,20,10.0,25.733634507641334,14,28.642857142857142,26.978573706380743,11,16.0,38.00000000000001,8,38.0,0,0.9830000000000003,30640,771,0,0.0,7710.0,False,-0.12774673173692064,0,0.9650000000000001,51818,16,67,1.0,1884.1535120119693,False,0.33411072283627036,0,0.2,61688,0,3,0.0,80.93572111914223,False,0.001321521899842151,0,3.935000000000001,52173,139,53,1.0,5006.839603000325,False,-0.11307249660972699,0,1.1090000000000002,76711,0,154,0.0,5852.000000000001,False,0.01885802745544567,0,0.8030000000000002,78589,21,97,1.0,4252.550047833996,False,0.03265323777128562,0.5,351619,0.0,0.0,19,0,0,8,0,0.0,2,10,18,135.0,33.0,10,6,18,1081,1.771111351030413,124.53338866418926
78,18,0,0,0,10.0,20,10.0,21.925133495339026,64,14.671875,27.150262460176595,22,28.727272727272727,38.00000000000001,20,38.0,48,1.4630000000000003,29906,782,0,0.0,7820.0,False,-0.14491617568968568,0,0.9650000000000001,52187,15,61,1.0,1487.4331432156805,False,0.3384255840293281,0,0.2,61688,0,3,0.0,81.45078738052979,False,0.0013256994450705378,0,3.935000000000001,51866,193,41,1.0,5344.711525467672,False,-0.11531208716184344,0,1.1090000000000002,77091,0,144,0.0,5472.000000000001,False,0.021288845105740566,0,0.8030000000000002,78337,33,97,1.0,4581.9586611858285,False,0.031536396128512466,0.5,351075,0.0,0.0,26,0,0,9,1,1.0,2,11,21,168.0,66.0,11,7,21,2051,2.103851891006343,126.6372405551956
79,21,0,0,0,10.0,20,10.0,22.41721474754779,16,27.5625,28.30472849204322,17,42.0,38.00000000000001,12,38.0,0,1.4150000000000003,29826,790,0,0.0,7900.0,False,-0.14592763041444357,0,0.9650000000000001,52508,17,55,1.0,1402.9468111151284,False,0.345474331948253,0,0.2,61688,0,3,0.0,84.91418547612966,False,0.0013537900098636233,0,3.935000000000001,52139,199,34,1.0,5423.38650349148,False,-0.11024553908956253,0,1.1090000000000002,76377,7,154,1.0,6050.133099444303,False,0.01585234125765578,0,0.8030000000000002,78793,23,95,1.0,4261.008755316994,False,0.0353172777101505,0.6666666666666666,351331,0.0,0.0,19,0,0,14,0,0.0,2,16,19,198.0,30.0,16,5,19,1811,1.877437767048832,128.51467832224444
80,19,0,0,0,10.0,20,10.0,22.41721474754779,0,,28.465091007807402,59,29.0,38.00000000000001,20,38.0,0,1.4150000000000003,29716,801,0,0.0,8010.0,False,-0.14731838066098565,0,0.9650000000000001,52418,16,65,1.0,1617.1189585906063,False,0.34590637669849306,0,0.2,61688,0,3,0.0,85.3952730234222,False,0.0013576919641135493,25,4.1850000000000005,52975,189,10,1.0,4521.504497364606,False,-0.10399934711044657,0,1.1090000000000002,76757,0,151,0.7,5738.000000000001,False,0.018717295907270705,0,0.8030000000000002,77462,72,95,1.0,5659.4865525621335,False,0.02723466699437156,0.6166666666666667,351016,0.0,0.0,23,0,0,8,1,0.423728813559322,2,10,15,150.0,42.0,10,9,15,960,1.7039417450432666,130.2186200672877
81,15,0,0,0,10.0,20,10.0,22.342398209135588,1,10.0,28.465091007807402,0,,38.0,20,38.0,1,1.4250000000000003,29623,809,0,0.0,8090.0,False,-0.14865855817128987,0,0.9650000000000001,52298,18,75,1.0,1855.679865685169,False,0.345888181982011,0,0.2,61688,0,3,0.0,85.3952730234222,False,0.0013576919641135493,0,4.160000000000001,52965,180,20,1.0,4590.933497800554,False,-0.10359844357551422,0,1.1090000000000002,77213,0,139,0.0,5282.0,False,0.021634277087624578,0,0.8030000000000002,77766,62,97,1.0,5450.835642484059,False,0.029789258616506824,0.5,351553,0.0,0.0,21,0,0,4,1,1.0,3,7,17,96.0,54.0,7,8,17,960,1.5463237279909663,131.76494379527867
82,17,0,0,0,10.0,20,10.0,22.96895402994992,19,27.894736842105264,28.465091007807402,0,,38.0,20,38.0,1,1.4340000000000002,29530,817,0,0.0,8170.0,False,-0.14999873568159405,0,0.9650000000000001,52698,20,67,1.0,1738.9199200066446,False,0.35452651174560207,0,0.2,61688,0,3,0.0,85.3952730234222,False,0.0013576919641135493,0,4.160000000000001,52435,189,30,1.0,5195.085041894757,False,-0.10729569125914681,0,1.1090000000000002,77593,0,129,0.0,4902.0,False,0.024065094737919478,0,0.8030000000000002,78146,52,97,1.0,5166.184732405985,False,0.032830013768701254,0.5,352090,0.0,0.0,22,0,0,7,1,1.0,3,10,15,165.0,51.0,10,7,15,1480,1.4336433020071127,133.19858709728578
83,15,0,0,0,10.0,20,10.0,22.96895402994992,0,,28.465091007807402,0,,38.0,20,38.0,0,1.4330000000000003,29440,826,0,0.0,8260.0,False,-0.15113662224694668,0,0.9650000000000001,52588,21,77,1.0,1978.6094603061438,False,0.35477545022765505,0,0.2,61688,0,3,0.0,85.3952730234222,False,0.0013576919641135493,0,4.160000000000001,52435,179,40,1.0,5250.046411673332,False,-0.1068499163651651,0,1.1090000000000002,77935,0,120,0.0,4560.0,False,0.026252830623184883,0,0.8030000000000002,78564,42,96,1.0,4843.5338223279105,False,0.03611385068592499,0.5,352650,0.0,0.0,23,0,0,6,0,0.0,1,7,19,96.0,54.0,7,8,19,960,1.3303155450266786,134.52890264231246
84,19,0,0,0,10.0,20,10.0,23.257060904473146,13,26.615384615384617,27.748470018390726,12,14.0,38.0,20,38.0,1,1.4430000000000003,29337,835,0,0.0,8350.0,False,-0.1526032315978456,0,0.9650000000000001,52814,22,75,1.0,1964.279567835486,False,0.3603089939544781,0,0.2,61688,0,3,0.0,83.24541005517219,False,0.0013402550817977314,0,4.160000000000001,52257,182,38,1.0,5287.22694531296,False,-0.10943576374103399,0,1.1090000000000002,78353,0,109,0.0,4142.0,False,0.02892673003850927,0,0.8030000000000002,78738,44,97,1.0,4906.932680809192,False,0.038745523334628926,0.5,353187,0.0,0.0,22,0,0,6,1,1.0,4,10,17,155.0,43.0,10,9,17,1464,1.5079896689858288,136.0368923112983
85,17,0,0,0,10.0,20,10.0,23.257060904473146,0,,26.646269450840233,19,14.0,38.0,20,38.0,0,1.4420000000000004,29257,843,0,0.0,8430.0,False,-0.15361468632260347,0,0.9650000000000001,52694,24,85,1.0,2216.8501768802175,False,0.36046792647837034,0,0.2,61688,0,3,0.0,79.9388083525207,False,0.001313436244687709,0,4.160000000000001,52523,172,29,1.0,4772.956289643748,False,-0.10929196644083458,0,1.1090000000000002,78503,1,111,1.0,4244.64626945084,False,0.031502413350631614,0,0.8030000000000002,79082,42,95,1.0,4729.1433169352895,False,0.042009283912690674,0.6666666666666666,353747,0.0,0.0,23,0,0,6,0,0.0,2,8,13,113.0,72.0,8,9,13,1226,1.3030284870183095,137.3399207983166
86,13,0,0,0,10.0,20,10.0,23.65416813033327,11,29.0,25.990536517264452,14,16.0,38.00000000000001,20,38.0,0,1.4420000000000006,29207,848,0,0.0,8480.0,False,-0.15424684552557716,0,0.9650000000000001,52863,29,84,1.0,2276.9501229479947,False,0.36550117737057164,0,0.2,61688,0,3,0.0,77.97160955179336,False,0.001297480895678575,0,4.160000000000001,52428,173,25,1.0,4741.934499479267,False,-0.11108460671663453,0,1.1090000000000002,78697,5,110,1.0,4309.952682586323,False,0.0344021639560043,0,0.8030000000000002,79424,32,96,1.0,4479.697168552463,False,0.044789076471939804,0.6666666666666666,354307,0.0,0.0,25,0,0,3,0,0.0,3,6,15,63.0,36.0,6,7,15,1503,1.0981937540345825,138.43811455235118
87,15,0,0,0,10.0,20,10.0,24.25567400530057,23,28.0,25.990536517264452,0,,38.00000000000001,20,38.0,0,1.4420000000000004,29127,856,0,0.0,8560.0,False,-0.15525830025033505,0,0.9650000000000001,53387,31,71,1.0,2032.1528543763404,False,0.3756562173410921,0,0.2,61688,0,3,0.0,77.97160955179336,False,0.001297480895678575,0,4.160000000000001,51784,186,35,1.0,5421.224143090161,False,-0.11602167061584373,0,1.1090000000000002,79191,0,102,0.5,3876.000000000001,False,0.03794634289881402,0,0.8030000000000002,79690,22,99,1.0,4333.791803379819,False,0.04725888082199893,0.5833333333333334,354867,0.0,0.0,25,0,0,4,0,0.0,4,8,14,129.0,36.0,8,7,14,1604,1.3313069740543142,139.7694215264055
88,14,0,0,0,10.0,20,10.0,24.76400477279631,34,27.0,25.990536517264452,0,,38.00000000000001,20,38.0,0,1.4420000000000002,28997,869,0,0.0,8690.0,False,-0.1569019141780666,0,0.9650000000000001,54235,28,47,1.0,1443.9082243214266,False,0.389661772376178,0,0.2,61688,0,3,0.0,77.97160955179336,False,0.001297480895678575,0,4.160000000000001,50866,210,45,1.0,6370.015145564124,False,-0.12321755198497793,0,1.1090000000000002,79799,0,86,0.0,3268.0000000000005,False,0.04183565113928585,0,0.8030000000000002,79842,12,105,1.0,4301.886438207174,False,0.04899943987696977,0.5,355427,0.0,0.0,20,0,0,3,0,0.0,4,7,9,96.0,21.0,7,7,9,1878,1.1051801450084895,140.87460167141398
89,9,0,0,0,10.0,20,10.0,21.440030280712435,48,10.0,25.990536517264452,0,,38.0,20,38.0,48,1.9220000000000004,28273,879,0,0.0,8790.0,False,-0.17394492629023695,0,0.9650000000000001,54135,28,57,1.0,1502.0817260006088,False,0.3878686338533974,0,0.2,61688,0,3,0.0,77.97160955179336,False,0.001297480895678575,0,4.160000000000001,50386,248,55,1.0,6746.607018066228,False,-0.12794939722884957,0,1.1090000000000002,80179,0,76,0.0,2888.0,False,0.04426646878958075,0,0.8030000000000002,80222,2,105,1.0,4041.981073034529,False,0.05219848952211737,0.5,354883,0.0,0.0,23,0,0,2,1,1.0,1,3,13,39.0,48.0,3,6,13,960,0.711608053999953,141.58620972541394
90,13,0,0,0,10.0,20,10.0,21.884995613899733,12,29.0,25.990536517264452,0,,38.0,16,38.0,0,1.8740000000000003,28153,891,0,0.0,8910.0,False,-0.17546210837737375,0,0.9650000000000001,54403,26,55,1.0,1463.6747587644852,False,0.39415979415334257,0,0.2,61688,0,3,0.0,77.97160955179336,False,0.001297480895678575,0,4.160000000000001,50038,250,65,1.0,7160.633777097122,False,-0.1302363961174337,0,1.1090000000000002,80407,0,70,0.0,2660.0,False,0.045724959379757686,0,0.8030000000000002,80602,0,97,0.2,3686.0,False,0.05478295357138288,0.3666666666666667,355291,0.0,0.0,18,0,0,6,0,0.0,1,7,11,94.0,63.0,7,6,11,1156,1.0621752479928546,142.6483849734068
91,11,0,0,0,10.0,20,10.0,22.327140043282053,21,26.19047619047619,25.981957274290536,69,25.956521739130434,38.0,12,38.0,1,1.8840000000000006,28040,901,0,0.0,9010.0,False,-0.17705514956886742,0,0.9650000000000001,54843,26,45,1.0,1264.7213019476924,False,0.4027703909518761,0,0.2,61688,0,3,0.0,77.94587182287161,False,0.0012972721448154061,4,4.200000000000002,51139,261,10,1.0,6087.203124039522,False,-0.12108291462650643,0,1.1090000000000002,78812,45,80,1.0,4209.188077343074,False,0.03522886837341885,0,0.8030000000000002,80862,4,95,1.0,3713.927829097162,False,0.05828798682942806,0.6666666666666666,355384,0.0,0.0,21,0,0,3,2,1.4444444444444444,3,6,16,93.0,30.0,6,5,16,2861,0.9744592970237136,143.6228442704305
92,16,0,0,0,10.0,20,10.0,22.368042604007353,4,24.25,26.042026767636635,5,29.0,38.0,20,38.0,1,1.8930000000000005,27927,911,0,0.0,9110.0,False,-0.1786481907603611,0,0.9650000000000001,54830,26,52,1.0,1423.1382154083824,False,0.40444456236134707,0,0.2,61688,0,3,0.0,78.12608030290991,False,0.0012987337607905857,0,4.196000000000001,51187,255,15,1.0,6094.481265536425,False,-0.12024525714522667,0,1.1090000000000002,78971,40,82,1.0,4157.681070705466,False,0.03693359435222208,0,0.8030000000000002,81318,0,87,0.4,3306.0,False,0.0615124803295677,0.5666666666666667,355921,0.0,0.0,23,0,0,4,1,1.0,5,9,18,147.0,66.0,9,7,18,1192,2.280014011019375,145.90285828144988
93,18,0,0,0,10.0,20,10.0,22.466138287790887,3,28.0,26.480422440796904,6,43.0,38.0,20,38.0,0,1.8920000000000008,27827,921,0,0.0,9210.0,False,-0.17991250916630844,0,0.9650000000000001,54814,26,59,1.0,1585.5021589796622,False,0.4060927776946376,0,0.2,61688,0,3,0.0,79.44126732239071,False,0.0013094008412606055,0,4.196000000000001,51361,248,19,1.0,6074.730321747282,False,-0.11758292924434863,0,1.1090000000000002,79055,36,83,1.0,4107.2952078686885,False,0.03768595887996033,0,0.8030000000000002,81736,0,76,0.0,2888.0,False,0.06418637974489208,0.5,356481,0.0,0.0,23,0,0,10,0,0.0,1,11,18,153.0,81.0,11,7,18,1302,1.6200226189685054,147.5228809004184
94,18,0,0,0,10.0,20,10.0,22.862094337652575,10,29.0,27.836541626130284,20,42.0,38.0,8,38.0,0,1.8920000000000008,27777,926,0,0.0,9260.0,False,-0.18054466836928212,0,0.9650000000000001,54954,31,59,1.0,1658.863565921502,False,0.41056039100211783,0,0.2,61688,0,3,0.0,83.50962487839085,False,0.0013423980475805448,1,4.206000000000001,51876,248,10,1.0,5948.164811999141,False,-0.11025544785635032,0,1.1090000000000002,78519,46,85,1.0,4510.480914801993,False,0.03340762838428668,0,0.8030000000000002,81736,0,76,0.0,2888.0,False,0.06418637974489208,0.5,356550,0.0,0.0,17,0,0,6,1,0.05,4,10,12,120.0,41.0,10,8,12,794,1.463367436954286,148.98624833737267
95,12,0,0,0,10.0,20,10.0,22.862094337652575,0,,29.355472169437427,20,45.0,38.0,6,38.0,0,1.8920000000000001,27677,936,0,0.0,9360.0,False,-0.18180898677522947,0,0.9650000000000001,54854,31,69,1.0,1887.4845092980277,False,0.4109222508571829,0,0.2,61688,0,3,0.0,88.06641650831227,False,0.0013793567935853686,10,4.305000000000001,52426,238,10,1.0,5734.733174055687,False,-0.10306476248596295,0,1.1090000000000002,78747,36,89,1.0,4438.796998099748,False,0.03586605553842447,0,0.8030000000000002,80836,10,86,1.0,3561.554721694374,False,0.05698063483805881,0.6666666666666666,356228,0.0,0.0,15,0,0,6,1,0.5,1,7,11,111.0,29.0,7,5,11,428,1.08798489702167,150.07423323439434
96,11,0,0,0,10.0,20,10.0,23.4212810868674,26,26.615384615384617,29.286460640700835,49,29.0,38.00000000000001,1,38.0,1,1.9020000000000001,27594,943,0,0.0,9430.0,False,-0.18302273244493894,0,0.9650000000000001,55406,34,54,1.0,1604.7491786908395,False,0.4213056512338589,0,0.2,61688,0,3,0.0,87.8593819221025,False,0.0013776775992513722,39,4.685000000000001,51790,254,10,1.0,6241.870002471327,False,-0.10926833420546553,0,1.1090000000000002,78747,26,99,1.0,4523.447976658223,False,0.03640755841420005,0,0.8030000000000002,79453,49,95,1.0,5045.036571394341,False,0.0487765091628669,0.6666666666666666,354678,0.0,0.0,15,0,0,3,2,1.7959183673469388,4,7,13,111.0,27.0,7,4,13,920,0.9624079859931953,151.03664122038754
97,13,0,0,0,10.0,20,10.0,24.233837485307312,23,29.782608695652176,29.286460640700835,0,,38.00000000000001,0,,0,1.9010000000000005,27534,949,0,0.0,9490.0,False,-0.18378132348850734,0,0.9650000000000001,55951,38,41,1.0,1373.5873368976,False,0.4321641001453663,0,0.2,61688,0,3,0.0,87.8593819221025,False,0.0013776775992513722,0,4.646000000000002,51105,267,20,1.0,7056.163821391069,False,-0.11377549741762727,0,1.1090000000000002,78747,16,109,1.0,4610.583370251215,False,0.03696495381607156,0,0.8030000000000002,79453,39,105,1.0,5132.171964987334,False,0.0493339045647386,0.6666666666666666,354478,0.0,0.0,11,0,0,8,0,0.0,3,11,8,153.0,6.0,11,2,8,885,1.1753837389987893,152.21202495938633
98,8,0,0,0,10.0,20,10.0,24.689813407437008,19,28.57894736842105,29.286460640700835,0,,38.0,20,38.0,0,1.9010000000000002,27424,960,0,0.0,9600.0,False,-0.18517207373504943,0,0.9650000000000001,56404,37,32,1.0,1160.0740290379842,False,0.44091933685283324,0,0.2,61688,0,3,0.0,87.8593819221025,False,0.0013776775992513722,0,4.646000000000002,50562,276,30,1.0,7692.982319673639,False,-0.11741867147084498,0,1.1090000000000002,79203,6,107,1.0,4241.718763844205,False,0.040439330398297134,0,0.8030000000000002,79757,29,107,1.0,4915.307358580324,False,0.051835954086846214,0.6666666666666666,355038,0.0,0.0,25,0,0,3,0,0.0,1,4,15,57.0,42.0,4,4,15,1503,0.8631107020191848,153.0751356614055
99,15,0,0,0,10.0,20,10.0,25.311527046416682,60,27.0,29.286460640700835,0,,38.0,14,38.0,0,1.9010000000000002,27334,969,0,0.0,9690.0,False,-0.18630996030040206,28,1.245,57110,38,10,1.0,633.1152704641668,False,0.4521090761684094,0,0.2,61688,0,3,0.0,87.8593819221025,False,0.0013776775992513722,0,4.646000000000002,48942,326,40,1.0,9423.016242759872,False,-0.12966554542183828,0,1.1090000000000002,79393,0,108,0.6,4104.0,False,0.04198917646456764,0,0.8030000000000002,80099,19,108,1.0,4660.442752173316,False,0.05458108537398332,0.6,354566,0.0,0.0,21,0,0,7,2,1.4,2,9,16,147.0,33.0,9,6,16,1272,1.1466294990386814,154.2217651604442
