index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,14,0,0,0,10.000000000000002,20,10.0,27.845726659494524,12,29.0,26.334557344061416,9,14.0,38.0,20,38.0,0,0.29900000000000004,36392,301,0,0.0,3010.0000000000005,False,-0.041722507396262674,2,0.42700000000000005,44771,16,10,1.0,438.4572665949453,False,0.13763948297715298,0,0.2,61688,0,3,0.0,79.00367203218426,False,0.0013058516394324174,0,2.2700000000000005,56767,60,11,1.0,1960.423730354347,False,-0.06325998239691835,4,0.8970000000000002,79757,0,0,0.0,0.0,False,0.0203932807082635,0,0.7400000000000002,78170,32,30,1.0,1982.7058350099653,False,0.012772704700497385,0.5,357545,0.0,0.0,20,0,0,7,3,2.166666666666667,21,28,17,111.0,81.0,7,7,17,934,1.453419991012197,59.993740769976284
31,17,0,0,0,10.000000000000002,20,10.0,27.845726659494524,0,,26.959968466907554,24,31.208333333333332,38.00000000000001,20,38.0,0,0.29900000000000004,36292,311,0,0.0,3110.0000000000005,False,-0.04298682580221003,0,0.42500000000000004,44671,16,20,1.0,716.9145331898904,False,0.13863143263951616,0,0.2,61688,0,3,0.0,80.87990540072266,False,0.0013210691955871734,13,2.400000000000001,57021,50,10,1.0,1661.8860176438018,False,-0.0615610977205395,9,0.9830000000000003,79184,7,10,1.0,568.7197792683529,False,0.01670048347215654,0,0.7400000000000002,78287,29,29,1.0,1883.8390855403193,False,0.01363713704399989,0.6666666666666666,357143,0.0,0.0,17,0,0,4,7,6.428571428571429,27,31,19,147.0,53.0,9,8,19,926,1.4709082309855148,61.4646490009618
32,19,0,0,0,10.000000000000002,20,10.0,27.935373435047968,11,29.0,27.687708811298265,8,43.0,38.00000000000001,20,38.0,0,0.29900000000000004,36212,319,0,0.0,3190.0000000000005,False,-0.043998280526967914,0,0.42500000000000004,44870,18,19,1.0,710.7720952659114,False,0.1435857599219399,0,0.2,61688,0,3,0.0,83.0631264338948,False,0.0013387766349853853,0,2.3870000000000005,57046,51,12,1.0,1756.9565509230256,False,-0.06038447490613468,1,0.9840000000000002,79385,1,10,1.0,407.6877088112983,False,0.01824192846238828,0,0.7400000000000002,78457,23,30,1.0,1776.8173026598602,False,0.0151274727342851,0.6666666666666666,357658,0.0,0.0,24,0,0,15,1,0.5,19,34,13,171.0,51.0,12,7,13,1547,1.7516127200215124,63.21626172098331
33,13,0,0,0,10.000000000000002,20,10.0,27.935373435047968,0,,28.88786405412029,13,43.53846153846154,38.00000000000001,15,38.0,0,0.29900000000000004,36132,327,0,0.0,3270.0000000000005,False,-0.045009735251725795,0,0.42500000000000004,44750,20,29,1.0,1010.1258296163911,False,0.14433618010995003,0,0.2,61688,0,3,0.0,86.66359216236087,False,0.001367978913510531,1,2.3970000000000007,57577,41,10,1.0,1434.2289513781695,False,-0.05438846211998822,0,0.9830000000000001,79355,0,11,0.7,418.00000000000006,False,0.01792408172664816,0,0.7400000000000002,78491,20,31,1.0,1755.757281082406,False,0.015427742544953625,0.6166666666666667,357993,0.0,0.0,20,0,0,4,1,0.16666666666666666,24,28,12,81.0,17.0,7,6,12,1078,1.3945335920434445,64.61079531302676
34,12,0,0,0,10.000000000000002,20,10.0,27.984291672120094,15,28.4,29.340345447026614,59,30.52542372881356,38.00000000000001,20,38.0,0,0.29900000000000004,36052,335,0,0.0,3350.0000000000005,False,-0.046021189976483676,0,0.42500000000000004,45056,22,24,1.0,891.6230001308822,False,0.15057555566959424,0,0.2,61688,0,3,0.0,88.02103634107985,False,0.0013789887289006224,49,2.886000000000001,56865,46,10,1.0,1580.6808713877904,False,-0.0647502646407142,0,0.9830000000000001,77972,49,10,1.0,1817.676926904304,False,0.009183865300105547,0,0.7400000000000002,78833,10,32,1.0,1509.4034544702663,False,0.01822731634194103,0.6666666666666666,356466,0.0,0.0,23,0,0,8,2,1.8113207547169812,17,25,15,93.0,18.0,6,6,15,1386,2.2970954870106652,66.90789080003742
35,15,0,0,0,10.0,20,10.0,27.76998153396121,24,26.625,29.340345447026614,0,,38.00000000000001,20,38.0,1,0.30900000000000005,35919,347,0,0.0,3470.0,False,-0.04786709484916681,0,0.42500000000000004,45605,20,11,1.0,505.46979687357333,False,0.15957556574295864,0,0.2,61688,0,3,0.0,88.02103634107985,False,0.0013789887289006224,0,2.8370000000000006,56226,60,20,1.0,2253.005800978205,False,-0.06966271026182776,2,1.0030000000000001,78336,39,10,1.0,1524.273472434038,False,0.011963930967555148,0,0.7400000000000002,79137,0,34,1.0,1292.0000000000002,False,0.020725918913040698,0.6666666666666666,356911,0.0,0.0,20,0,0,2,3,3.0,29,31,16,114.0,36.0,8,7,16,1513,1.313541260024067,68.22143206006149
36,16,0,0,0,10.0,20,10.0,27.724404864393275,10,27.1,28.945607344038834,21,25.333333333333332,38.00000000000001,20,38.0,1,0.31800000000000006,35806,357,0,0.0,3570.0,False,-0.04946013604066048,0,0.42500000000000004,45766,20,12,1.0,532.6928583727192,False,0.16399085718730513,0,0.2,61688,0,3,0.0,86.8368220321165,False,0.0013693839281077227,1,2.8470000000000004,56452,60,10,1.0,1952.920365303985,False,-0.06843057760066193,0,1.0010000000000001,78408,36,10,1.0,1422.041864385398,False,0.012231118715923082,0,0.74,79293,4,34,1.0,1407.7824293761555,False,0.023462395438865906,0.6666666666666666,357413,0.0,0.0,23,0,0,6,2,1.0714285714285714,26,32,16,138.0,30.0,11,5,16,1529,1.4307597219594754,69.65219178202096
37,16,0,0,0,10.0,20,10.0,27.724404864393275,0,,27.843254370499903,16,14.625,38.00000000000001,20,38.0,0,0.31700000000000006,35696,368,0,0.0,3680.0,False,-0.05085088628720257,0,0.42500000000000004,45676,19,22,1.0,799.9369070166521,False,0.1650938997524042,0,0.2,61688,0,3,0.0,83.5297631114997,False,0.001342561382642265,6,2.9060000000000006,56476,50,10,1.0,1664.6527869246627,False,-0.07037931459012876,2,1.0210000000000001,78540,42,10,1.0,1549.4166835609958,False,0.01473469981679947,0,0.7400000000000002,79597,0,30,0.4,1140.0000000000002,False,0.02563872932205775,0.5666666666666667,357673,0.0,0.0,22,0,0,6,2,1.5454545454545454,23,29,15,117.0,66.0,9,7,15,964,1.2844895760063082,70.93668135802727
38,15,0,0,0,10.0,20,10.0,27.576301232182207,34,27.0,27.843254370499903,0,,38.00000000000001,20,38.0,0,0.31700000000000006,35586,379,0,0.0,3790.0,False,-0.05224163653374466,12,0.5450000000000002,46228,18,10,1.0,455.7630123218221,False,0.17470052105497036,0,0.2,61688,0,3,0.0,83.5297631114997,False,0.001342561382642265,0,2.900000000000001,55558,74,20,1.0,2597.5113785914814,False,-0.07770441888014432,0,1.0190000000000001,78920,32,10,1.0,1270.984139855997,False,0.017815233165666678,0,0.7400000000000002,79977,0,20,0.0,760.0000000000001,False,0.028069546972352647,0.5,357957,0.0,0.0,21,0,0,5,1,0.7058823529411765,26,31,12,129.0,51.0,8,7,12,1419,1.2166933760163374,72.15337473404361
39,12,0,0,0,10.0,20,10.0,27.344532144923143,2,10.0,26.910115897588582,16,16.0,38.00000000000001,20,38.0,1,0.32700000000000007,35513,385,0,0.0,3850.0,False,-0.05332895036285938,0,0.533,46098,22,19,1.0,739.5461107535397,False,0.17500121514594708,0,0.2,61688,0,3,0.0,80.73034769276575,False,0.0013198561786685705,0,2.900000000000001,55794,66,14,1.0,2181.4807441311677,False,-0.07725046844022279,0,1.0190000000000001,79262,22,11,1.0,1010.0225497469489,False,0.020521362727549713,0,0.7400000000000002,80139,6,19,1.0,883.4606953855316,False,0.03093190317276413,0.6666666666666666,358494,0.0,0.0,28,0,0,4,1,1.0,21,25,14,75.0,66.0,5,7,14,1226,1.126486869994551,73.27986160403816
40,14,0,0,0,9.999999999999998,20,10.0,27.344532144923143,0,,26.61958645196466,5,16.0,38.00000000000001,20,38.0,0,0.32600000000000007,35413,395,0,0.0,3949.999999999999,False,-0.054593268768806734,0,0.533,45998,22,29,1.0,1012.9914322027712,False,0.17592979786333698,0,0.2,61688,0,3,0.0,79.85875935589398,False,0.001312786991709989,0,2.900000000000001,55874,56,19,1.0,2037.0659427030246,False,-0.07712406165179961,0,1.0190000000000001,79410,17,15,1.0,1022.5329696833994,False,0.02249486950144831,0,0.7400000000000002,80671,0,11,0.6,418.00000000000006,False,0.03476069239921702,0.6,359054,0.0,0.0,22,0,0,8,0,0.0,23,31,15,139.0,42.0,10,4,15,1040,1.102788912015967,74.38265051605413
41,15,0,0,0,9.999999999999998,20,10.0,27.45753049563452,10,29.0,27.36000106848072,8,43.0,38.00000000000001,20,38.0,0,0.32600000000000007,35303,406,0,0.0,4059.999999999999,False,-0.05598401901534882,0,0.533,46198,21,29,1.0,1006.2683843734011,False,0.18090207075597894,0,0.2,61688,0,3,0.0,82.08000320544215,False,0.0013308028225658948,0,2.9000000000000012,55928,56,21,1.0,2112.181730193628,False,-0.0756388653933393,0,1.0190000000000001,79694,11,13,1.0,794.960011753288,False,0.024672543350135502,0,0.7400000000000002,80803,0,7,0.4,266.00000000000006,False,0.035477143917198674,0.5666666666666667,359614,0.0,0.0,22,0,0,7,0,0.0,25,32,13,132.0,48.0,9,6,13,1594,1.3612292890320532,75.74387980508618
42,13,0,0,0,9.999999999999998,20,10.0,25.81109221244247,26,17.46153846153846,27.36000106848072,0,,38.00000000000001,20,38.0,15,0.4760000000000001,35003,415,0,0.0,4149.999999999999,False,-0.06243204288568033,0,0.533,46407,22,28,1.0,942.7105819483892,False,0.18538334869836376,0,0.2,61688,0,3,0.0,82.08000320544215,False,0.0013308028225658948,0,2.900000000000001,55474,72,31,1.0,2706.55867241876,False,-0.07818256628531185,0,1.0190000000000001,80150,1,11,1.0,445.36000106848076,False,0.028270153404222426,1,0.7500000000000002,81062,0,0,0.0,0.0,False,0.0370891598326574,0.5,359784,0.0,0.0,20,0,0,5,2,2.0,22,27,12,75.0,38.0,5,8,12,1241,1.1437719930545427,76.88765179814072
43,12,0,0,0,9.999999999999998,20,10.0,25.885510427504357,5,28.0,30.157176428242185,41,41.02439024390244,38.00000000000001,16,38.0,0,0.4610000000000001,34923,423,0,0.0,4229.999999999999,False,-0.06344349761043822,0,0.533,46427,24,33,1.0,1094.2218441076438,False,0.18780466083530534,0,0.2,61688,0,3,0.0,90.47152928472656,False,0.0013988639291832932,10,3.000000000000001,56631,67,10,1.0,2035.9009629252137,False,-0.06485391857734188,0,1.0190000000000001,80284,0,11,1.0,418.00000000000006,False,0.02980950065887952,6,0.8090000000000002,79560,22,10,1.0,1043.457881421328,False,0.024547790395847886,0.6666666666666666,359513,0.0,0.0,17,0,0,5,5,4.178571428571429,18,23,16,60.0,36.0,5,7,16,1072,1.2305115669732913,78.11816336511401
44,16,0,0,0,9.999999999999998,20,10.0,26.309785172761824,35,27.914285714285715,30.157176428242185,0,,38.00000000000001,20,38.0,0,0.4610000000000001,34823,433,0,0.0,4329.999999999999,False,-0.06470781601638556,2,0.553,47258,24,10,1.0,503.0978517276182,False,0.20134394330451896,0,0.2,61688,0,3,0.0,90.47152928472656,False,0.0013988639291832932,0,2.99,55654,92,20,1.0,3023.6437644589314,False,-0.07269093577579662,0,1.0190000000000001,80702,0,0,0.0,0.0,False,0.03248340007420391,0,0.8030000000000002,79902,12,11,1.0,779.8861171389062,False,0.027237222964439055,0.5,360027,0.0,0.0,24,0,0,6,1,0.4,26,32,13,147.0,37.0,9,7,13,1792,1.3171069549862295,79.43527032010024
45,13,0,0,0,10.0,20,10.0,26.4898470438597,12,28.75,30.471794973302757,43,31.790697674418606,38.0,18,38.0,0,0.461,34693,446,0,0.0,4460.0,False,-0.06635142994411712,2,0.5710000000000002,47487,21,10,1.0,474.89847043859703,False,0.20677799163575739,0,0.2,61688,0,3,0.0,91.41538491990826,False,0.0014065192541397513,23,3.2200000000000006,55871,94,10,1.0,2794.7635718558395,False,-0.07102727162833677,10,1.1190000000000002,79365,29,10,1.0,1263.68205422578,False,0.023461753350215525,0,0.8030000000000002,80030,6,13,1.0,676.8307698398165,False,0.028215592862606432,0.6666666666666666,359134,0.0,0.0,16,0,0,6,7,5.87936507936508,20,26,18,114.0,45.0,8,5,18,940,1.264105128007941,80.69937544810819
46,18,0,0,0,10.0,20,10.0,26.4898470438597,0,,30.471794973302757,0,,38.0,0,,0,0.461,34583,457,0,0.0,4570.0,False,-0.06774218019065921,0,0.5690000000000001,47397,20,20,1.0,729.7969408771941,False,0.20772494678328557,0,0.2,61688,0,3,0.0,91.41538491990826,False,0.0014065192541397513,0,3.1970000000000005,55871,84,20,1.0,2834.58305115027,False,-0.0707043079861934,0,1.1090000000000002,79365,19,20,1.0,1338.9641044927525,False,0.023943324235845227,0,0.8030000000000002,80030,0,19,0.6,722.0,False,0.028504535393984367,0.6,358934,0.0,0.0,12,0,0,13,0,0.0,21,34,14,171.0,34.0,12,6,14,200,1.6133599170134403,82.31273536512163
47,14,0,0,0,10.0,20,10.0,26.4898470438597,0,,30.395404138219334,11,29.0,38.0,0,,0,0.4610000000000001,34473,468,0,0.0,4680.0,False,-0.0691329304372013,0,0.5690000000000002,47307,19,30,1.0,984.695411315791,False,0.20867190193081378,0,0.2,61688,0,3,0.0,91.186212414658,False,0.0014046605059018066,0,3.1970000000000005,56190,74,19,1.0,2537.7613598717853,False,-0.06793711486469911,0,1.1090000000000002,79046,20,30,1.0,1747.9080827643866,False,0.022478078392362065,0,0.8030000000000002,80030,0,19,0.0,722.0,False,0.028504535393984367,0.5,358734,0.0,0.0,13,0,0,7,0,0.0,23,30,17,147.0,60.0,9,5,17,519,1.3393672590027563,83.65210262412438
48,17,0,0,0,10.0,20,10.0,26.680055080039875,12,29.0,29.628470699132897,10,15.0,38.0,0,,0,0.46100000000000013,34423,473,0,0.0,4730.0,False,-0.06976508964017498,0,0.5690000000000001,47505,24,28,1.0,987.0415422411165,False,0.2137082653834819,0,0.2,61688,0,3,0.0,88.8854120973987,False,0.0013859994168199526,0,3.1970000000000014,55992,76,19,1.0,2590.6251293665555,False,-0.07072018809214921,0,1.1090000000000002,78896,20,40,1.0,2112.569413982658,False,0.02289170972188025,0,0.8030000000000002,80030,0,19,0.0,722.0,False,0.028504535393984367,0.5,358534,0.0,0.0,12,0,0,5,0,0.0,24,29,16,129.0,58.0,8,9,16,698,1.3700802989769727,85.02218292310135
49,16,0,0,0,10.0,20,10.0,26.680055080039875,0,,29.120941416596896,14,22.571428571428573,38.0,0,,0,0.4610000000000001,34303,485,0,0.0,4850.0,False,-0.0712822717273118,0,0.5690000000000002,47425,22,38,1.0,1233.8420930415152,False,0.21480570072371502,0,0.2,61688,0,3,0.0,87.36282424979069,False,0.0013736501715395264,0,3.1970000000000005,56308,66,15,1.0,2197.697756531585,False,-0.06878114298723709,0,1.1090000000000002,78826,15,50,1.0,2336.8141212489536,False,0.023430613725477254,0,0.8030000000000002,79784,0,28,0.9,1064.0,False,0.027545002110973223,0.65,358334,0.0,0.0,14,0,0,13,0,0.0,18,31,16,132.0,35.0,9,7,16,516,1.4579470579628833,86.48012998106424
50,16,0,0,0,10.0,20,10.0,27.121915771977598,33,29.03030303030303,29.120941416596896,0,,38.0,0,,1,0.4710000000000001,34190,495,0,0.0,4950.0,False,-0.07287531291880547,0,0.5690000000000001,48273,22,16,1.0,653.9506523516416,False,0.22891686666942684,0,0.2,61688,0,3,0.0,87.36282424979069,False,0.0013736501715395264,0,3.1970000000000014,55350,89,25,1.0,3141.8740391209285,False,-0.07666330852173724,0,1.1090000000000002,78826,5,60,1.0,2425.6047070829845,False,0.02399859720764937,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.5,358111,0.0,0.0,13,0,0,11,1,1.0,16,27,15,93.0,45.0,6,10,15,1148,1.2351305030169897,87.71526048408123
51,15,0,0,0,10.000000000000002,20,10.0,27.014212945585005,1,10.0,29.120941416596896,0,,38.0,0,,1,0.48000000000000004,34097,503,0,0.0,5030.000000000001,False,-0.07421549042910967,0,0.5690000000000002,48153,24,26,1.0,942.3695365852102,False,0.22952903553474605,0,0.2,61688,0,3,0.0,87.36282424979069,False,0.0013736501715395264,0,3.1970000000000005,55340,80,35,1.0,3180.369985227692,False,-0.07651329354852879,0,1.1090000000000002,78826,0,65,0.5,2470.0,False,0.024282588948735334,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.4166666666666667,357888,0.0,0.0,10,0,0,12,1,1.0,14,26,13,102.0,18.0,9,6,13,200,1.328520559007302,89.04378104308853
52,13,0,0,0,10.000000000000002,20,10.0,27.014212945585005,0,,29.120941416596896,0,,38.0,0,,0,0.4790000000000001,34007,512,0,0.0,5120.000000000001,False,-0.07535337699446229,0,0.5690000000000001,48043,25,36,1.0,1222.5116660410602,False,0.23028942354718507,0,0.2,61688,0,3,0.0,87.36282424979069,False,0.0013736501715395264,0,3.1970000000000005,55340,70,45,1.0,3201.437269937811,False,-0.07634242323277844,0,1.1090000000000002,78826,0,65,0.0,2470.0,False,0.024282588948735334,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.3333333333333333,357688,0.0,0.0,9,0,0,16,0,0.0,11,27,10,81.0,18.0,7,6,10,200,1.1884981580078602,90.23227920109639
53,10,0,0,0,10.000000000000002,20,10.0,27.012469842052752,20,27.0,29.120941416596896,0,,38.0,0,,0,0.47900000000000004,33917,521,0,0.0,5210.000000000001,False,-0.0764912635598149,0,0.5690000000000002,48473,26,26,1.0,962.3242158933715,False,0.23787296401615005,0,0.2,61688,0,3,0.0,87.36282424979069,False,0.0013736501715395264,0,3.1970000000000005,54800,80,55,1.0,3762.6493652770496,False,-0.0805501535737583,0,1.1090000000000002,78826,0,65,0.0,2470.0,False,0.024282588948735334,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.3333333333333333,357488,0.0,0.0,12,0,0,4,0,0.0,25,29,10,93.0,26.0,6,4,10,740,1.376079284993466,91.60835848608986
54,10,0,0,0,10.000000000000002,20,10.0,24.375524667513073,40,14.7,28.701379611200515,5,14.0,38.0,0,,28,0.7590000000000001,33385,535,0,0.0,5350.000000000001,False,-0.08817356563076845,0,0.5690000000000001,48749,22,24,1.0,805.0125920203137,False,0.2428630818016577,0,0.2,61688,0,3,0.0,86.10413883360155,False,0.0013634413583272634,0,3.1970000000000005,54282,110,60,1.0,4403.390490098469,False,-0.08375597766234802,0,1.1090000000000002,78756,0,70,0.5,2660.0,False,0.024602433376405716,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.4166666666666667,356644,0.0,0.0,14,0,0,8,1,1.0,21,29,9,101.0,9.0,7,3,9,606,1.0642522040288895,92.67261069011874
55,9,0,0,0,10.000000000000002,20,10.0,24.206492145601686,2,10.0,28.73704946581395,22,29.0,38.0,0,,1,0.7410000000000001,33282,544,0,0.0,5440.000000000001,False,-0.08964017498166739,0,0.5690000000000002,48649,23,33,1.0,1028.8142408048557,False,0.24316401042815963,0,0.2,61688,0,3,0.0,86.21114839744185,False,0.0013643092802362164,0,3.1970000000000005,54900,102,48,1.0,3848.4405732104415,False,-0.0782321883205149,0,1.1090000000000002,78118,12,80,1.0,3384.8445935897676,False,0.02107675366599143,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.5,356421,0.0,0.0,12,0,0,13,1,1.0,12,25,12,93.0,39.0,6,3,12,848,1.1048543989891186,93.77746508910786
56,12,0,0,0,10.000000000000002,20,10.0,24.482245518214267,12,28.0,28.77847765303169,31,29.0,38.0,0,,0,0.7400000000000002,33202,552,0,0.0,5520.000000000001,False,-0.09065162970642526,0,0.5690000000000001,48865,25,31,1.0,1008.9496110646423,False,0.24837471377177336,0,0.2,61688,0,3,0.0,86.33543295909507,False,0.0013653173143794081,0,3.1970000000000014,55463,104,27,1.0,3323.172430526139,False,-0.07335983559194977,0,1.1090000000000002,77219,33,90,1.0,4369.689762550046,False,0.01587509283516534,0,0.8030000000000002,79784,0,28,0.0,1064.0,False,0.027545002110973223,0.5,356221,0.0,0.0,14,0,0,16,0,0.0,13,29,16,114.0,42.0,8,4,16,1435,1.1971679219859652,94.97463301109383
57,16,0,0,0,10.000000000000002,20,10.0,25.125642141404743,51,27.0,27.988544746271664,10,14.0,38.0,0,,0,0.74,33122,560,0,0.0,5600.000000000001,False,-0.09166308443118315,20,0.7690000000000001,49611,27,10,1.0,521.2564214140475,False,0.2610723496272036,0,0.2,61688,0,3,0.0,83.965634238815,False,0.001346096600311604,0,3.1970000000000005,54226,145,27,1.0,4398.9088186530225,False,-0.08470072494482271,0,1.1090000000000002,77149,28,100,1.0,4583.679252895607,False,0.016348395359029298,0,0.8030000000000002,79714,0,33,0.5,1254.0,False,0.027864846538643604,0.5833333333333334,355510,0.0,0.0,12,0,0,19,2,1.1764705882352942,14,33,20,204.0,54.0,13,3,20,799,1.5088639730238356,96.48349698411766
58,20,0,0,0,10.000000000000002,20,10.0,25.368273586403546,12,29.0,27.988544746271664,0,,38.0,0,,0,0.7400000000000002,32992,573,0,0.0,5730.000000000001,False,-0.09330669835891471,2,0.7690000000000001,49843,24,10,1.0,493.6827358640355,False,0.2665901678491925,0,0.2,61688,0,3,0.0,83.965634238815,False,0.001346096600311604,0,3.1970000000000014,53878,147,37,1.0,4764.712372813373,False,-0.08737884752856284,0,1.1090000000000002,77149,18,110,1.0,4683.79380543289,False,0.01698881699418449,0,0.8030000000000002,79714,0,33,0.0,1254.0,False,0.027864846538643604,0.5,355264,0.0,0.0,11,0,0,23,1,0.16666666666666666,16,39,20,231.0,39.0,17,3,20,200,1.8405481739901006,98.32404515810777
59,20,0,0,0,10.000000000000002,20,10.0,25.368273586403546,0,,29.14021935496597,22,37.95454545454545,38.0,0,,0,0.7400000000000002,32912,581,0,0.0,5810.000000000001,False,-0.0943181530836726,0,0.7670000000000001,49723,26,20,1.0,767.365471728071,False,0.2670160248783482,0,0.2,61688,0,3,0.0,87.4206580648979,False,0.0013741192439608114,0,3.1970000000000005,54713,137,25,1.0,4203.958965211435,False,-0.0783820870017078,0,1.1090000000000002,76314,30,120,1.0,5434.206580648979,False,0.011106320002104477,0,0.8030000000000002,79714,0,33,0.0,1254.0,False,0.027864846538643604,0.5,355064,0.0,0.0,11,0,0,21,0,0.0,13,34,13,161.0,53.0,12,8,13,1035,1.5537000210024416,99.8777451791102
60,13,0,0,0,10.000000000000002,20,10.0,25.368273586403546,0,,29.879413980176686,22,35.63636363636363,38.0,0,,0,0.74,32792,593,0,0.0,5930.000000000001,False,-0.09583533517080942,0,0.7670000000000001,49643,24,30,1.0,1001.0482075921063,False,0.2679476092698827,0,0.2,61688,0,3,0.0,89.63824194053007,False,0.0013921053898853734,0,3.1970000000000005,55497,127,13,1.0,3610.2031272155473,False,-0.07048028997992162,0,1.1090000000000002,76244,25,130,1.0,5686.985349504417,False,0.011827753217663233,0,0.8030000000000002,79000,7,43,1.0,1843.1558978612368,False,0.022498854303578612,0.6666666666666666,354864,0.0,0.0,11,0,0,17,0,0.0,12,29,9,137.0,27.0,9,4,9,984,1.3418235889985226,101.21956876810873
61,9,0,0,0,10.000000000000002,20,10.0,25.383909767388815,6,25.833333333333332,29.435867641862597,5,14.0,38.0,0,,1,0.75,32659,605,0,0.0,6050.000000000001,False,-0.09768124004349256,0,0.7670000000000001,49708,22,35,1.0,1108.4368418586087,False,0.2709489574665412,0,0.2,61688,0,3,0.0,88.30760292558779,False,0.0013813129829966576,0,3.1970000000000005,55412,123,18,1.0,3652.0665189423507,False,-0.07151956689747802,0,1.1090000000000002,76174,20,140,1.0,5908.717352837252,False,0.012350583734230173,0,0.8030000000000002,79000,0,50,0.7,1900.0,False,0.022862479689878843,0.6166666666666667,354641,0.0,0.0,14,0,0,16,1,1.0,10,26,6,108.0,24.0,6,3,6,415,1.219146710995119,102.43871547910385
62,6,0,0,0,10.000000000000002,20,10.0,25.288718030977222,1,10.0,28.619177235042486,9,14.0,38.0,0,,0,0.7490000000000001,32559,615,0,0.0,6150.000000000001,False,-0.0989455584494399,0,0.7670000000000001,49618,22,44,1.0,1332.7035933629977,False,0.2715086301535261,0,0.2,61688,0,3,0.0,85.85753170512746,False,0.0013614412031820614,0,3.1970000000000005,55528,114,19,1.0,3426.6782229972105,False,-0.07146594138403153,0,1.1090000000000002,76174,10,150,1.0,5986.191772350425,False,0.012846178961595834,0,0.8030000000000002,78874,0,59,0.9,2242.0,False,0.023438199659685528,0.65,354441,0.0,0.0,13,0,0,11,0,0.0,15,26,4,56.0,5.0,4,2,4,336,1.7395995399565436,104.17831501906039
63,4,0,0,0,10.0,20,10.0,25.184321657919273,1,10.0,28.619177235042486,0,,38.0,0,,1,0.7590000000000001,32456,624,0,0.0,6240.0,False,-0.10041216780033883,0,0.7670000000000001,49508,23,54,1.0,1589.9533695276407,False,0.27197958592975,0,0.2,61688,0,3,0.0,85.85753170512746,False,0.0013614412031820614,0,3.1970000000000005,55518,105,29,1.0,3474.309913897756,False,-0.0712418291733762,0,1.1090000000000002,76174,0,160,1.0,6080.0,False,0.013446259739262823,0,0.8030000000000002,78874,0,59,0.0,2242.0,False,0.023438199659685528,0.5,354218,0.0,0.0,11,0,0,12,1,1.0,10,22,11,21.0,21.0,2,2,11,200,0.8989984859945253,105.07731350505492
64,11,0,0,0,10.0,20,10.0,23.32706787889789,33,15.909090909090908,28.619177235042486,0,,38.0,0,,21,0.9680000000000002,32052,635,0,0.0,6350.0,False,-0.10923711027385137,0,0.7670000000000001,49754,22,52,1.0,1433.0075297026901,False,0.27621573734673543,0,0.2,61688,0,3,0.0,85.85753170512746,False,0.0013614412031820614,0,3.1970000000000014,54993,128,39,1.0,4102.012600665586,False,-0.07466695377986284,0,1.1090000000000002,76174,0,160,0.0,6080.0,False,0.013446259739262823,0,0.8030000000000002,78874,0,59,0.0,2242.0,False,0.023438199659685528,0.3333333333333333,353535,0.0,0.0,12,0,0,16,1,1.0,14,30,11,111.0,13.0,7,4,11,536,1.3085240159998648,106.38583752105478
