index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,9,0,0,0,10.0,10,10.0,22.854489269618846,12,10.083333333333334,13.340516589099263,45,10.955555555555554,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,2,0.7870000000000001,41129,13,10,1.0,358.54489269618847,False,0.07472870346415059,21,4.460000000000002,38330.0,162,0,0.0,3702.4272616782528,False,-0.3301903077090945,24,4.031000000000001,48564.0,118,0,0.0,2696.8297338150237,False,-0.16797388076301464,0,0.272,81512,141,13,1.0,2310.012839062996,False,0.06024120071221613,13,1.7880000000000005,66165,563,0,0.0,7510.710839662885,False,-0.10324027934036889,0.3333333333333333,314467,0.0,0.0,10,0,0,15,17,16.09090909090909,14,29,13,86.0,19.0,6,3,13,331,1.003525233012624,52.1031280310126
21,13,0,0,0,9.999999999999998,13,10.0,22.869226794150954,15,23.0,13.477411714061535,39,14.666666666666666,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,5,0.8350000000000002,41249,16,10,1.0,388.6922679415095,False,0.07824295280390148,14,4.5790000000000015,37983.0,162,0,0.0,3704.8147406524545,False,-0.3359548022083011,25,4.257000000000001,47640.0,133,0,0.0,3041.6071636220768,False,-0.18050303252577912,0,0.272,81777,147,10,1.0,2311.1795219670457,False,0.06364742543264747,7,1.8450000000000002,65686,586,0,0.0,7897.76326444006,False,-0.10690160789765257,0.3333333333333333,313102,0.0,0.0,11,0,0,11,13,12.333333333333332,19,30,12,166.0,3.0,12,1,12,559,1.104385229991749,53.20751326100435
22,12,0,0,0,9.999999999999998,10,10.0,22.645336863634352,23,21.347826086956523,13.455608641446153,47,13.297872340425531,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,13,0.9600000000000002,41393,16,10,1.0,386.4533686363435,False,0.08196031544172576,23,4.795000000000001,36884.0,177,0,0.0,4008.2246248632805,False,-0.3517459482166457,24,4.472000000000001,47061.0,141,0,0.0,3192.9924977724436,False,-0.1888930262400403,1,0.28200000000000003,82024,154,10,1.0,2402.1637307827077,False,0.0673987670307985,9,1.9280000000000002,65028,616,0,0.0,8288.65492313083,False,-0.11283407128940094,0.3333333333333333,311157,0.0,0.0,11,0,0,15,14,13.366666666666667,19,34,13,147.0,14.0,11,1,13,453,1.1234124320326373,54.33092569303699
23,13,0,0,0,10.0,12,10.0,22.592194781302545,16,22.125,13.269122273203452,37,11.513513513513514,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,6,1.0070000000000001,41513,18,10,1.0,405.92194781302544,False,0.0853356481919688,24,5.012000000000001,36124.0,179,0,0.0,4044.0028658531555,False,-0.3641167308518799,13,4.578000000000001,46484.0,155,0,0.0,3501.7901911018944,False,-0.19593767031370835,0,0.281,82219,153,11,1.0,2393.1757078001283,False,0.06984209123893895,11,2.0290000000000004,64554,644,0,0.0,8545.314743943023,False,-0.11726744424815302,0.3333333333333333,309661,0.0,0.0,13,0,0,13,15,14.428571428571429,18,31,15,134.0,25.0,11,2,15,449,1.115573868039064,55.44649956107605
24,15,0,0,0,10.0,9,10.0,21.776644394850805,9,9.0,13.000813121605205,58,11.39655172413793,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.0010000000000003,41504,17,11,1.0,409.5430883433589,False,0.08514859881807886,39,5.378000000000001,34610.0,179,0,0.0,3898.0193466782944,False,-0.3905714435423303,19,4.755000000000001,45993.0,164,0,0.0,3571.369680755532,False,-0.20354256879798346,1,0.29100000000000004,82347,174,10,1.0,2592.1414831593056,False,0.0727596606589669,8,2.0980000000000008,64045,671,0,0.0,8723.545604597093,False,-0.12265265099014314,0.3333333333333333,307266,0.0,0.0,9,0,0,15,15,14.5,17,32,7,169.0,17.0,13,2,7,501,1.093802829971537,56.54030239104759
25,7,0,0,0,10.000000000000002,7,10.0,22.211690354181535,6,32.0,13.196033958941264,81,14.074074074074074,32.999999999999986,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.0010000000000001,41626,14,15,1.0,473.175355312723,False,0.08915047553482049,28,5.619000000000002,33335.0,185,0,0.0,4109.162715523584,False,-0.41006548937702253,53,5.266000000000002,44054.0,164,0,0.0,3642.7172180857715,False,-0.2352704894390157,2,0.31000000000000005,82477,196,10,1.0,2916.4226559524877,False,0.0765064938819577,8,2.1700000000000004,63006,720,0,0.0,9501.14445043771,False,-0.1309917631753385,0.3333333333333333,303265,0.0,0.0,10,0,0,11,19,18.666666666666668,16,27,9,93.0,3.0,6,1,9,559,0.9554577129893005,57.49576010403689
26,9,0,0,0,10.000000000000002,9,10.0,22.211690354181535,0,,13.5496187251433,26,19.000000000000004,32.999999999999986,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.0010000000000003,41536,13,25,1.0,685.2922588545383,False,0.08956827269818053,14,5.731000000000002,33121.0,185,0,0.0,4109.162715523584,False,-0.4136328100524797,12,5.333000000000001,43907.0,164,0,0.0,3642.7172180857715,False,-0.2377209386880447,0,0.30800000000000005,82801,187,10,1.0,2863.7787016017974,False,0.08032434719508647,10,2.2620000000000005,62398,745,0,0.0,10094.465950231759,False,-0.13498482781690543,0.3333333333333333,302530,0.0,0.0,9,0,0,9,11,11.0,20,29,13,118.0,3.0,8,1,13,420,0.9580223270459101,58.4537824310828
27,13,0,0,0,10.000000000000002,11,10.0,21.44766084054928,20,16.6,13.661832307486815,21,15.714285714285714,32.999999999999986,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.0010000000000001,41758,14,15,1.0,461.71491260823916,False,0.09243567114955038,9,5.807000000000002,32756.0,193,0,0.0,4139.398542226011,False,-0.4194652474434812,12,5.441000000000001,43595.0,176,0,0.0,3774.788307936673,False,-0.2418210979684886,1,0.318,83028,185,10,1.0,2857.4389768850606,False,0.08319506846790466,9,2.342000000000001,62058,758,0,0.0,10355.668889075007,False,-0.13767045729719768,0.3333333333333333,301962,0.0,0.0,13,0,0,7,11,11.0,26,33,14,149.0,6.0,11,2,14,772,1.0678326420020312,59.52161507308483
28,14,0,0,0,10.0,8,10.0,22.397932813640686,16,30.25,13.862226152431997,44,15.522727272727275,32.999999999999986,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,1,1.0110000000000001,42143,12,10,1.0,343.9793281364069,False,0.10092074263888556,18,5.978000000000002,31788.0,209,0,0.0,4681.1679580509035,False,-0.43108596611002925,26,5.689000000000001,43042.0,176,0,0.0,3942.0361752007607,False,-0.24964546687558753,2,0.3370000000000001,83281,185,10,1.0,2894.5118381999196,False,0.0866776442105933,8,2.4130000000000003,61348,792,0,0.0,10978.883112726142,False,-0.14278002364546524,0.3333333333333333,300369,0.0,0.0,10,0,0,11,16,15.25,22,33,13,184.0,16.0,13,1,13,770,1.1472899680375122,60.66890504112234
29,13,0,0,0,10.0,7,10.0,22.674774629937357,9,26.77777777777778,14.074507339310994,26,17.076923076923073,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.0100000000000002,42314,9,11,1.0,339.42252092931096,False,0.1053104188902241,7,6.030000000000002,31438.0,214,0,0.0,4852.401770806594,False,-0.435493158989093,19,5.853000000000001,42699.0,180,0,0.0,4081.4594333887244,False,-0.2542011082582747,0,0.3350000000000001,83504,178,13,1.0,2934.262306397357,False,0.08979262733357281,13,2.5350000000000006,60719,815,0,0.0,11470.72348153846,False,-0.14769319301309175,0.3333333333333333,299441,0.0,0.0,7,0,0,6,13,13.0,22,28,10,176.0,16.0,12,1,10,542,1.0912073419895023,61.760112383111846
30,10,0,0,0,10.0,8,10.0,22.376046740550983,30,21.1,14.23137635261846,45,15.466666666666667,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,19,1.2000000000000002,42434,7,10,1.0,293.7604674055098,False,0.10783849083418545,11,6.133000000000002,30931.0,228,0,0.0,5101.738656845624,False,-0.4418665200549632,34,6.174000000000001,41348.0,196,0,0.0,4385.705161147993,False,-0.2741860577676908,0,0.3350000000000001,83619,189,12,1.0,3085.730130644889,False,0.09223887476365841,9,2.6120000000000005,60168,839,0,0.0,11940.124759846887,False,-0.15174987328557848,0.3333333333333333,297267,0.0,0.0,12,0,0,7,17,17.0,21,28,12,130.0,10.0,9,1,12,576,1.0205816710367799,62.780694054148626
31,12,0,0,0,9.999999999999998,7,10.0,21.794543447490174,6,8.0,14.125586319889695,40,13.175,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42412,4,14,1.0,345.1236082648624,False,0.10793427526622006,22,6.342000000000001,30337.0,228,0,0.0,4969.15590602776,False,-0.45287339423871237,18,6.320000000000001,40924.0,202,0,0.0,4402.497776393016,False,-0.2811140561070111,2,0.35500000000000004,83795,203,10,1.0,3197.494022937608,False,0.0952128640691138,6,2.6630000000000007,59787,855,0,0.0,12077.376303505689,False,-0.15575621198213624,0.3333333333333333,296022,0.0,0.0,10,0,0,9,14,13.5,22,31,8,162.0,3.0,11,1,8,481,1.0249053899897262,63.80559944413835
32,8,0,0,0,9.999999999999998,9,10.0,22.349976372288577,11,29.09090909090909,14.204607103533283,42,14.880952380952381,33.0,17,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42642,3,13,1.0,320.5496928397515,False,0.11359857546102284,25,6.570000000000001,29386.0,236,0,0.0,5274.594423860104,False,-0.4661805128951966,17,6.472000000000002,40551.0,205,0,0.0,4581.745156319158,False,-0.2858378606384574,0,0.35300000000000004,84056,201,10,1.0,3185.12602781019,False,0.09848099286783496,7,2.7270000000000008,59159,889,0,0.0,12627.895715041088,False,-0.1602802634664545,0.3333333333333333,294561,0.0,0.0,14,0,0,6,15,15.0,21,27,11,100.0,3.0,7,1,11,740,0.9557398909819312,64.76133933512028
33,11,0,0,0,9.999999999999998,10,10.0,22.349976372288577,0,,14.313209040328381,12,17.583333333333332,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42542,3,23,1.0,544.0494565626373,False,0.11390427537416281,12,6.665000000000002,29194.0,236,0,0.0,5274.594423860104,False,-0.4693810996694385,0,6.455000000000003,40551.0,205,0,0.0,4581.745156319158,False,-0.2858378606384574,0,0.35300000000000004,84383,192,10,1.0,3078.136135743049,False,0.10198881708184596,10,2.8200000000000007,58824,900,0,0.0,12881.888136295544,False,-0.16294800476917057,0.3333333333333333,294261,0.0,0.0,10,0,0,6,9,9.0,22,28,11,138.0,6.0,9,2,11,430,1.0232704399968497,65.78460977511713
34,11,0,0,0,9.999999999999998,13,10.0,22.349976372288577,0,,14.355153430662188,11,15.636363636363637,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42412,6,33,1.0,797.549220285523,False,0.11381971615523889,0,6.653000000000001,29194.0,236,0,0.0,5274.594423860104,False,-0.4693810996694385,11,6.565000000000002,40369.0,205,0,0.0,4581.745156319158,False,-0.28887175018487427,1,0.36300000000000004,84635,188,10,1.0,3028.7688449644916,False,0.10490425064104449,9,2.900000000000001,58630,905,0,0.0,12991.41385474928,False,-0.16473378315538492,0.3333333333333333,294007,0.0,0.0,10,0,0,5,6,5.5,23,28,13,119.0,19.0,8,3,13,427,1.0664685789961368,66.85107835411327
35,13,0,0,0,9.999999999999998,8,10.0,21.71953815475434,25,18.44,14.89507283151871,44,18.727272727272727,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42793,4,18,1.0,430.9516867855781,False,0.11896336360164392,0,6.653000000000001,29163.0,237,0,0.0,5147.530542676778,False,-0.47095692091319424,44,6.9940000000000015,38533.0,229,0,0.0,4973.7742374387435,False,-0.31620985316109,0,0.36200000000000004,84792,191,11,1.0,3207.958910820074,False,0.10806694184186273,11,3.001000000000001,57793,936,0,0.0,13941.788170301514,False,-0.1693741941111869,0.3333333333333333,291841,0.0,0.0,13,0,0,8,13,13.0,21,29,13,151.0,23.0,10,3,13,838,1.0999489320092835,67.95102728612255
36,13,0,0,0,9.999999999999998,10,10.0,22.342407917480077,9,32.0,14.80022675630308,63,14.317460317460318,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.1810000000000005,42981,4,19,1.0,464.5057504321215,False,0.12429110404870584,28,6.9330000000000025,28040.0,246,0,0.0,5496.232347700099,False,-0.4867706383862033,35,7.300000000000002,37472.0,229,0,0.0,5116.411413102937,False,-0.3327075679449321,0,0.36200000000000004,84970,197,11,1.0,3278.644670991707,False,0.11080315936252208,10,3.0900000000000007,56918,983,0,0.0,14548.622901445928,False,-0.17670499614309398,0.3333333333333333,289148,0.0,0.0,14,0,0,6,18,18.0,26,32,15,177.0,8.0,12,1,15,718,1.1361698089749552,69.08719709509751
37,15,0,0,0,9.999999999999998,3,10.0,22.66037708171105,28,24.178571428571427,14.27634757795427,72,11.76388888888889,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,9,1.2710000000000004,43457,0,7,0.7,158.62263957197734,False,0.13269620459428624,25,7.155000000000003,27116.0,247,0,0.0,5597.113139182629,False,-0.5013326348231957,47,7.735,35066.0,256,0,0.0,5801.056532918029,False,-0.3671084987837935,0,0.36200000000000004,84973,223,12,1.0,3579.6255098838024,False,0.11277174240017827,11,3.190000000000001,56217,1019,0,0.0,14547.598181935402,False,-0.18570220480995636,0.2833333333333333,285596,0.0,0.0,9,0,0,12,23,22.75,24,36,9,187.0,21.0,13,2,9,704,1.059406719985418,70.14660381508293
38,9,0,0,0,9.999999999999998,12,10.0,23.26091324187003,10,32.0,14.115550660677545,38,12.526315789473685,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,3,1.2920000000000003,43600,2,10,1.0,252.60913241870028,False,0.1376393112240959,16,7.290000000000003,26300.0,257,0,0.0,5978.0547031605975,False,-0.5117600334797997,22,7.908000000000002,34618.0,256,0,0.0,5954.793789918727,False,-0.37329515586258544,0,0.36200000000000004,85191,228,12,1.0,3614.3455506344803,False,0.1157903395577433,10,3.2790000000000004,55726,1042,0,0.0,14708.403788426001,False,-0.19096829685503397,0.3333333333333333,284202,0.0,0.0,9,0,0,8,15,14.3,22,30,12,112.0,3.0,8,1,12,450,0.8815374410478398,71.02814125613077
39,12,0,0,0,9.999999999999998,12,10.0,23.26091324187003,0,,14.829496711300699,63,19.047619047619047,33.0,17,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.2890000000000001,43480,4,20,1.0,505.21826483740057,False,0.13780333885988916,5,7.324000000000002,26179.0,257,0,0.0,5978.0547031605975,False,-0.5137770699364834,58,8.466000000000001,32360.0,256,0,0.0,5954.793789918727,False,-0.41093538990549333,0,0.36200000000000004,85372,229,13,1.0,3824.95474688786,False,0.11946232363016464,8,3.3490000000000006,54553,1094,0,0.0,16223.469402162964,False,-0.19629684877412487,0.3333333333333333,280711,0.0,0.0,12,0,0,7,16,16.0,24,31,9,131.0,17.0,11,1,9,417,0.9222030369564891,71.95034429308726
40,9,0,0,0,9.999999999999998,11,10.0,21.556449502633527,19,9.0,14.648139976117072,88,13.840909090909092,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.2890000000000001,43541,5,11,1.0,287.1209445289688,False,0.1365532436326487,27,7.589000000000001,25202.0,257,0,0.0,5540.007522176817,False,-0.5337144516313256,61,9.018000000000002,29509.0,275,0,0.0,5928.02361322422,False,-0.4586838952705978,0,0.36200000000000004,85388,249,13,1.0,4076.3868540531507,False,0.12127989517797329,10,3.441000000000001,53518,1152,0,0.0,16874.657252486868,False,-0.2053952978550284,0.3333333333333333,275925,0.0,0.0,13,0,0,5,22,22.0,23,28,13,102.0,15.0,8,1,13,611,0.89821331796702,72.84855761105428
41,13,0,0,0,9.999999999999998,12,10.0,21.58035104047134,1,25.0,14.936735703604555,41,17.975609756097562,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.2890000000000001,43446,7,20,1.0,501.6070208094268,False,0.13687177412854395,7,7.632000000000002,24983.0,258,0,0.0,5567.730568441605,False,-0.537134053172735,34,9.297000000000002,28701.0,275,0,0.0,5934.5965361296185,False,-0.47209824687751406,0,0.36200000000000004,85775,242,11,1.0,3977.690040272302,False,0.12561042734559646,8,3.511000000000001,52704,1190,0,0.0,17774.71548728942,False,-0.21006338664044236,0.3333333333333333,274376,0.0,0.0,14,0,0,7,11,11.0,25,32,12,135.0,25.0,10,3,12,541,0.9651568260160275,73.8137144370703
42,12,0,0,0,9.999999999999998,9,10.0,22.660741040850098,15,32.0,14.953710361875261,48,15.104166666666666,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.2890000000000001,43836,6,15,1.0,399.9111156127515,False,0.14569558637231694,23,7.855000000000001,23898.0,273,0,0.0,6186.382304152077,False,-0.5500643259251523,25,9.513000000000002,28107.0,275,0,0.0,6231.703786233777,False,-0.47952371446236997,0,0.3620000000000001,86022,243,11,1.0,3996.7516179356885,False,0.1289005490440919,10,3.603,51935,1227,0,0.0,18348.202614020945,False,-0.21624854037436866,0.3333333333333333,272565,0.0,0.0,9,0,0,11,15,15.0,22,33,10,166.0,0.0,12,0,10,900,0.9233884490095079,74.73710288607981
43,10,0,0,0,9.999999999999998,9,10.0,23.076218214796135,25,25.24,15.021719555233197,47,15.638297872340425,33.00000000000001,15,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,10,1.3890000000000002,44171,5,10,1.0,280.76218214796137,False,0.15286140834306322,24,8.072000000000001,23093.0,281,0,0.0,6484.417318357714,False,-0.5609993722319283,23,9.718,27215.0,292,0,0.0,6738.255718720471,False,-0.49017106703962,0,0.36200000000000004,86133,255,12,1.0,4226.538486584465,False,0.13179773301644523,6,3.6530000000000005,51327,1252,0,0.0,18807.19288315196,False,-0.2211030339672184,0.3333333333333333,270706,0.0,0.0,11,0,0,9,13,12.117647058823529,20,29,8,146.0,0.0,10,0,8,387,0.8280698920134455,75.56517277809326
44,8,0,0,0,10.0,12,10.0,23.947690882564235,33,27.636363636363637,15.336201835258237,33,19.393939393939394,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,23,1.6090000000000002,44430,7,10,1.0,309.47690882564234,False,0.1599734221670523,7,8.118000000000002,22475.0,298,0,0.0,7136.411883004142,False,-0.5658669765873399,26,9.955000000000002,26271.0,308,0,0.0,7375.888791829784,False,-0.5005927020634634,0,0.36200000000000004,86441,250,11,1.0,4197.0504588145595,False,0.13555887173794132,9,3.7370000000000005,50635,1280,0,0.0,19630.338349130543,False,-0.22469963864864342,0.3333333333333333,269019,0.0,0.0,12,0,0,7,14,13.411764705882353,19,26,10,124.0,0.0,8,0,10,483,0.7725354160065763,76.33770819409983
45,10,0,0,0,10.0,6,10.0,23.947690882564235,0,,14.98454064629377,116,13.732758620689655,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,44370,3,20,1.0,508.9538176512847,False,0.16100730848229897,45,8.561000000000002,20281.0,298,0,0.0,7136.411883004142,False,-0.6024403483721671,71,10.639,22919.0,308,0,0.0,7375.888791829784,False,-0.5564696128304374,0,0.36200000000000004,86416,294,11,1.0,4768.4549500103685,False,0.13890249422861597,10,3.8280000000000003,49276,1342,0,0.0,20109.25354732624,False,-0.23905826890261486,0.3333333333333333,262029,0.0,0.0,7,0,0,7,26,26.0,24,31,8,148.0,0.0,10,0,8,390,0.7978718759841286,77.13558007008396
46,8,0,0,0,10.0,7,10.0,23.947690882564235,0,,15.051627285313227,40,15.85,33.00000000000001,14,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,44300,0,30,1.0,718.430726476927,False,0.1619111084201911,12,8.636000000000003,19976.0,298,0,0.0,7136.411883004142,False,-0.6075246138208327,28,10.848,22290.0,308,0,0.0,7375.888791829784,False,-0.5669548684606363,0,0.36200000000000004,86537,295,14,1.0,4902.230049167402,False,0.14131223579047975,7,3.8880000000000003,48690,1371,0,0.0,20635.781008164435,False,-0.2431975053984582,0.3333333333333333,260560,0.0,0.0,8,0,0,6,10,10.0,22,28,8,88.0,24.0,6,2,8,301,0.7597875570063479,77.89536762709031
47,8,0,0,0,10.000000000000002,9,10.0,24.347255352934297,17,28.0,14.997909508873049,25,14.0,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.5860000000000005,44686,0,22,0.9,535.6396177645545,False,0.16957591343746165,15,8.774000000000001,19142.0,315,0,0.0,7669.385436174303,False,-0.6169849019305681,10,10.920000000000002,22150.0,308,0,0.0,7498.954648703763,False,-0.568262892791147,0,0.36200000000000004,86720,294,16,1.0,4937.385395608676,False,0.14388473384384165,12,4.001,48249,1387,0,0.0,20802.10048880692,False,-0.24778696621260154,0.31666666666666665,259714,0.0,0.0,10,0,0,5,13,13.0,20,25,9,96.0,12.0,7,1,9,830,1.7749593039625324,79.67032693105284
48,9,0,0,0,10.000000000000002,10,10.0,24.347255352934297,0,,15.151662330457965,15,19.666666666666668,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,44586,0,32,1.0,779.1121712938975,False,0.17014143213776006,5,8.809000000000001,19062.0,315,0,0.0,7669.385436174303,False,-0.6183184797531689,10,11.010000000000002,22090.0,308,0,0.0,7498.954648703763,False,-0.5692630761580976,0,0.36200000000000004,87018,289,15,1.0,4873.830413502352,False,0.1472991561722608,9,4.079000000000001,47911,1397,0,0.0,21166.872275649777,False,-0.24978278648422617,0.3333333333333333,259434,0.0,0.0,12,0,0,5,7,7.0,25,30,5,111.0,3.0,8,1,5,463,0.7942890949780121,80.46461602603085
49,5,0,0,0,10.000000000000002,8,10.0,25.102885416312557,17,32.0,15.024337114623078,8,8.5,33.000000000000014,12,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,45050,0,23,0.8,577.3663645751888,False,0.17958900984201262,3,8.834000000000001,18434.0,332,0,0.0,8334.157958215768,False,-0.6232462788326546,5,11.05,22010.0,308,0,0.0,7731.688708224267,False,-0.5686568478535708,0,0.36200000000000004,86950,287,25,1.0,5136.984751896824,False,0.1481145617025575,12,4.19,47744,1397,0,0.0,20988.99894912844,False,-0.25306528825748087,0.3,258955,0.0,0.0,6,0,0,4,8,8.0,21,25,7,57.0,3.0,4,1,7,624,0.7134194590034895,81.17803548503434
50,7,0,0,0,10.000000000000002,11,10.0,24.98774883888081,13,23.615384615384617,15.284207675083824,22,19.727272727272727,33.000000000000014,8,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,45247,1,20,1.0,509.7549767776162,False,0.18383488105913234,2,8.851,18394.0,333,0,0.0,8320.92036334731,False,-0.6240234012623372,20,11.245,21407.0,320,0,0.0,7996.079628441859,False,-0.5765050290183045,0,0.3620000000000001,86885,282,35,1.0,5465.146564373639,False,0.14938531848386322,8,4.258000000000001,47283,1414,0,0.0,21611.869652568526,False,-0.25498352153027753,0.3333333333333333,257983,0.0,0.0,8,0,0,8,9,9.0,16,24,7,75.0,16.0,5,2,7,417,0.7397900340147316,81.91782551904907
51,7,0,0,0,10.000000000000002,8,10.0,25.37858847603458,13,29.923076923076923,15.47548467850082,22,18.59090909090909,33.00000000000002,13,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.5860000000000005,45556,0,16,0.9,406.05741561655327,False,0.1905252551724497,7,8.919,17967.0,344,0,0.0,8730.234435755896,False,-0.6277297968314532,15,11.375000000000002,21149.0,322,0,0.0,8171.905489283135,False,-0.579340333317082,0,0.36200000000000004,86816,278,45,1.0,5787.184740623229,False,0.15056550430052087,13,4.380000000000001,46752,1430,0,0.0,22129.943090256173,False,-0.25847157182085306,0.31666666666666665,257007,0.0,0.0,6,0,0,8,10,10.0,16,24,5,94.0,3.0,6,1,5,469,0.7330963429994881,82.65092186204856
52,5,0,0,0,10.000000000000002,10,10.0,25.37858847603458,0,,15.424658936372557,8,13.25,33.00000000000002,8,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,45456,0,26,1.0,659.843300376899,False,0.19122493626257808,8,8.992,17834.0,344,0,0.0,8730.234435755896,False,-0.629946869961527,0,11.360000000000001,21149.0,322,0,0.0,8171.905489283135,False,-0.579340333317082,0,0.36200000000000004,86815,269,55,1.0,5964.233253884218,False,0.15168804189998855,8,4.447000000000001,46555,1437,0,0.0,22165.234891567365,False,-0.26077186808024005,0.3333333333333333,256576,0.0,0.0,5,0,0,12,7,7.0,15,27,5,57.0,3.0,4,1,5,100,0.6785676190047525,83.32948948105332
53,5,0,0,0,10.000000000000004,10,10.0,25.595340306801535,5,32.0,15.569297213342988,13,19.076923076923077,33.00000000000002,7,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,45516,0,31,1.0,793.4555495108476,False,0.19452408613683592,0,8.984000000000004,17674.0,349,0,0.0,8932.773767073735,False,-0.6309258883539172,13,11.490000000000004,20957.0,322,0,0.0,8241.699578790094,False,-0.5819591960293545,0,0.36200000000000004,86750,264,65,1.0,6255.294464322551,False,0.15272088280314586,7,4.509000000000001,46299,1445,0,0.0,22497.634473280617,False,-0.2619235957850416,0.3333333333333333,255963,0.0,0.0,6,0,0,6,7,7.0,17,23,6,58.0,3.0,4,1,6,260,0.7000943329767324,84.02958381403005
