index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
99,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.746634512727065,2,12.0,30.0,0,,0,3.206000000000001,19785,984,0,0.0,9840.0,False,-0.3160109637586866,0,3.782000000000001,20760,1016,0,0.0,10160.0,False,-0.28458705944239876,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,2,9.373000000000001,22065,716,0,0.0,3699.808060785646,False,-0.5184660109859692,0,2.1530000000000005,72543,0,15,0.1,450.0,False,0.0785877330803664,0,1.9370000000000005,72796,1,109,1.0,3281.7466345127273,False,0.1033242420961131,0.18333333333333335,258099,0.0,0.0,5,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.5882062520831823,78.26598402392119
100,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.793684261286064,20,11.9,30.0,0,,0,3.206000000000001,19715,991,0,0.0,9910.0,False,-0.3169799828345192,0,3.782000000000001,20630,1029,0,0.0,10290.0,False,-0.2863866662975165,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,20,9.571000000000003,21635,716,0,0.0,3699.808060785646,False,-0.52712419397566,0,2.153000000000001,72426,0,24,0.9,720.0,False,0.0788545341357128,0,1.9370000000000003,72675,2,119,1.0,3593.587368522572,False,0.10384184158333506,0.31666666666666665,257231,0.0,0.0,5,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,200,0.5903649413958192,78.85634896531701
101,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.668378188980759,11,11.0,30.0,0,,0,3.206000000000001,19635,999,0,0.0,9990.0,False,-0.3180874332068994,0,3.7820000000000014,20510,1041,0,0.0,10410.0,False,-0.28804784185608684,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,11,9.661000000000003,21448,716,0,0.0,3699.808060785646,False,-0.5308894968107115,0,2.153000000000001,72426,0,24,0.0,720.0,False,0.0788545341357128,0,1.9370000000000003,72554,3,129,1.0,3905.005134566942,False,0.10435630639556924,0.16666666666666666,256723,0.0,0.0,5,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.594317882321775,79.45066684763879
102,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.668378188980759,0,,29.999999999999996,7,30.0,0,3.206000000000001,19545,1008,0,0.0,10080.0,False,-0.3193333148758271,0,3.782000000000001,20400,1052,0,0.0,10520.0,False,-0.2895705861181096,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,9.650000000000002,21448,716,0,0.0,3699.808060785646,False,-0.5308894968107115,0,2.1530000000000005,72426,0,24,0.0,719.9999999999999,False,0.0788545341357128,0,1.9370000000000003,72764,0,125,0.3,3749.9999999999995,False,0.10632022055553908,0.049999999999999996,256733,0.0,0.0,7,0,0,1,0,0.0,1,2,2,36.0,0.0,2,0,2,410,0.5916488720104098,80.0423157196492
103,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.378582875709427,48,11.0,29.999999999999996,5,30.0,0,3.206000000000001,19395,1023,0,0.0,10230.0,False,-0.32140978432404,0,3.782000000000001,20350,1057,0,0.0,10570.0,False,-0.2902627426008472,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,48,10.130000000000003,19654,716,0,0.0,3699.808060785646,False,-0.5670122416560723,0,2.1530000000000005,72140,16,34,1.0,1202.0573260113506,False,0.07818795634846708,0,1.9370000000000003,72672,12,130,1.0,4036.5429945085125,False,0.10708018108757389,0.3333333333333333,254361,0.0,0.0,6,0,0,0,4,4.0,2,2,2,36.0,0.0,2,0,2,350,0.5808380227535963,80.62315374240279
104,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.512910393396146,9,13.0,29.999999999999996,12,30.0,0,3.206000000000001,19355,1027,0,0.0,10270.0,False,-0.32196350951023006,0,3.7820000000000014,20190,1073,0,0.0,10730.0,False,-0.29247764334560755,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,9,10.172000000000002,19519,716,0,0.0,3699.808060785646,False,-0.5697305084086497,0,2.1530000000000005,72023,15,44,1.0,1492.6936559009418,False,0.07860769614250844,0,1.9370000000000005,73032,2,128,1.0,3863.025820786792,False,0.11113024205367743,0.3333333333333333,254269,0.0,0.0,7,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,560,0.584469435736537,81.20762317813933
105,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.765447294142716,20,13.0,29.999999999999993,16,30.0,0,3.206000000000001,19245,1038,0,0.0,10380.0,False,-0.3234862537722528,0,3.782000000000001,20100,1082,0,0.0,10820.0,False,-0.2937235250145353,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,20,10.363000000000001,19109,716,0,0.0,3699.808060785646,False,-0.5779859852127733,0,2.1530000000000005,72043,15,49,1.0,1646.4817094121404,False,0.08004388662001714,0,1.9370000000000003,73232,2,127,1.0,3833.5308945882844,False,0.11387610718427262,0.3333333333333333,253879,0.0,0.0,9,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,680,0.5857342444360256,81.79335742257535
106,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.765447294142716,0,,29.999999999999993,8,30.0,0,3.206000000000001,19105,1052,0,0.0,10520.0,False,-0.32542429192391814,0,3.782000000000001,20040,1088,0,0.0,10880.0,False,-0.29455411279382043,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,10.343000000000002,19109,716,0,0.0,3699.808060785646,False,-0.5779859852127733,0,2.1530000000000005,72103,5,57,1.0,1768.8272364707132,False,0.08183994335273106,0,1.9370000000000003,73412,0,123,0.2,3689.999999999999,False,0.11548039012243204,0.19999999999999998,253919,0.0,0.0,6,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,440,0.5856476537883282,82.37900507636368
107,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.64909451908805,19,11.0,29.999999999999996,20,30.0,0,3.206000000000001,19045,1058,0,0.0,10580.0,False,-0.3262548797032033,0,3.782000000000001,19900,1102,0,0.0,11020.0,False,-0.29649215094548576,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,19,10.533000000000003,18687,716,0,0.0,3699.808060785646,False,-0.5864830857282373,0,2.1530000000000005,72373,0,53,0.5,1589.9999999999998,False,0.08451664542139745,0,1.9370000000000005,73533,9,122,1.0,3764.841850671792,False,0.11782854957068598,0.25,253688,0.0,0.0,10,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,800,0.5686323083937168,82.9476373847574
108,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.726767736762694,21,12.142857142857142,29.999999999999993,20,30.0,0,3.206000000000001,18955,1067,0,0.0,10670.0,False,-0.327500761372131,0,3.782000000000001,19790,1113,0,0.0,11130.0,False,-0.2980148952075085,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,21,10.724000000000004,18234,716,0,0.0,3699.808060785646,False,-0.59560438083133,0,2.153000000000001,72508,11,50,1.0,1628.9944451043891,False,0.08680664664500923,0,1.9370000000000003,73743,0,124,0.9,3719.999999999999,False,0.12060889929742388,0.31666666666666665,253380,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5791872711852193,83.52682465594262
109,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.75689018350076,19,11.947368421052632,29.999999999999996,12,30.0,0,3.206000000000001,18845,1078,0,0.0,10780.0,False,-0.3290235056341538,0,3.7820000000000014,19700,1122,0,0.0,11220.0,False,-0.2992607768764362,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,19,10.893000000000002,17830,716,0,0.0,3699.808060785646,False,-0.6037390457797837,0,2.153000000000001,72748,1,52,1.0,1571.7568901835004,False,0.08993979849245168,0,1.9370000000000003,73636,9,130,1.0,4005.8120116515065,False,0.12114110820006758,0.3333333333333333,252909,0.0,0.0,8,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,560,0.5917579522356391,84.11858260817826
110,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.75689018350076,0,,30.0,20,30.0,0,3.206000000000001,18725,1090,0,0.0,10900.0,False,-0.33068468119272404,0,3.782000000000001,19620,1130,0,0.0,11300.0,False,-0.3003682272488164,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,10.874000000000002,17830,716,0,0.0,3699.808060785646,False,-0.6037390457797837,0,2.1530000000000005,73018,0,44,0.1,1320.0,False,0.09207600865621202,0,1.9370000000000003,73966,0,128,0.9,3840.0,False,0.12480360477870335,0.16666666666666666,253309,0.0,0.0,10,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,800,0.5881514670327306,84.70673407521099
111,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.661771114398803,18,11.0,30.0,20,30.0,0,3.206000000000001,18635,1099,0,0.0,10990.0,False,-0.33193056286165173,0,3.782000000000001,19510,1141,0,0.0,11410.0,False,-0.30189097151083916,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,18,11.054000000000002,17434,716,0,0.0,3699.808060785646,False,-0.6117126282540105,0,2.1530000000000005,73060,8,46,1.0,1473.2941689151903,False,0.093834629064382,0,1.9370000000000003,74326,0,116,0.0,3480.0,False,0.1274716153321673,0.16666666666666666,253115,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5744454059749842,85.28117948118597
112,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.737585689559436,22,12.181818181818182,29.999999999999996,20,30.0,0,3.206000000000001,18515,1111,0,0.0,11110.0,False,-0.33359173842022205,0,3.7820000000000014,19430,1149,0,0.0,11490.0,False,-0.30299842188321935,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,22,11.256000000000002,16956,716,0,0.0,3699.808060785646,False,-0.621337306089062,0,2.1530000000000005,73221,11,45,1.0,1479.1134425851535,False,0.09626414373599415,0,1.9370000000000005,74497,0,116,0.9,3479.9999999999995,False,0.13000622535795808,0.31666666666666665,252769,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5707990350201726,85.85197851620615
113,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.86588812355997,33,12.393939393939394,29.999999999999996,9,30.0,0,3.206000000000001,18395,1123,0,0.0,11230.0,False,-0.3352529139787923,0,3.782000000000001,19350,1157,0,0.0,11570.0,False,-0.30410587225559954,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,33,11.564000000000002,16038,716,0,0.0,3699.808060785646,False,-0.6398215200065878,0,2.1530000000000005,73132,24,48,1.0,1724.781314965439,False,0.09676563984055246,0,1.9370000000000003,74447,0,124,1.0,3719.9999999999995,False,0.13104378501763853,0.3333333333333333,251512,0.0,0.0,8,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,470,0.5714128017425537,86.4233913179487
114,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.826588194309242,29,11.620689655172415,30.0,20,30.0,0,3.206000000000001,18315,1131,0,0.0,11310.0,False,-0.3363603643511725,0,3.782000000000001,19230,1169,0,0.0,11690.0,False,-0.3057670478141698,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,29,11.821000000000005,15246,716,0,0.0,3699.808060785646,False,-0.6557686849550414,0,2.1530000000000005,73352,24,47,1.0,1693.8381166634217,False,0.09979721724026488,0,1.9370000000000003,74490,9,125,1.0,3856.4392937487833,False,0.13269231385993527,0.3333333333333333,250783,0.0,0.0,10,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5726995905861259,86.99609090853482
115,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.92138583204941,31,12.419354838709678,30.0,20,30.0,0,3.206000000000001,18235,1139,0,0.0,11390.0,False,-0.3374678147235527,0,3.782000000000001,19110,1181,0,0.0,11810.0,False,-0.3074282233727401,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,31,12.102000000000002,14403,716,0,0.0,3699.808060785646,False,-0.672742750676691,0,2.1530000000000005,73426,36,45,1.0,1779.1698899537787,False,0.10152647177803466,0,1.9370000000000005,74631,8,127,1.0,3905.371086656395,False,0.13514489584869718,0.3333333333333333,249955,0.0,0.0,10,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5749870929867029,87.57107800152153
116,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.857488707296225,13,11.0,30.0,20,30.0,0,3.206000000000001,18155,1147,0,0.0,11470.0,False,-0.3385752650959329,0,3.782000000000001,18990,1193,0,0.0,11930.0,False,-0.3090893989313104,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,13,12.201000000000002,14182,716,0,0.0,3699.808060785646,False,-0.6771926540272064,0,2.153000000000001,73756,26,44,1.0,1628.2947063897018,False,0.10529966728714994,0,1.9370000000000003,74758,11,128,1.0,3970.4323757802586,False,0.13750950386698668,0.3333333333333333,249991,0.0,0.0,10,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,800,0.5676393797621131,88.13871738128364
117,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.809507121404243,10,11.0,30.0,20,30.0,0,3.206000000000001,18095,1153,0,0.0,11530.0,False,-0.339405852875218,0,3.7820000000000014,18850,1207,0,0.0,12070.0,False,-0.3110274370829757,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,10,12.288000000000002,14012,716,0,0.0,3699.808060785646,False,-0.680615656604526,0,2.153000000000001,74086,16,43,1.0,1478.9521139424678,False,0.10908422104424803,0,1.9370000000000003,74918,11,129,1.0,3999.904578335447,False,0.14009949143520764,0.3333333333333333,250111,0.0,0.0,10,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,800,0.5696663279086351,88.70838370919228
118,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.89762850175789,31,12.35483870967742,29.999999999999996,20,30.0,0,3.206000000000001,17995,1163,0,0.0,11630.0,False,-0.34079016584069327,0,3.782000000000001,18750,1217,0,0.0,12170.0,False,-0.31241175004845095,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,31,12.588000000000001,13166,716,0,0.0,3699.808060785646,False,-0.6976501282540105,0,2.1530000000000005,74246,16,44,1.0,1510.362056028126,False,0.1116885694722388,0,1.9370000000000003,74975,22,128,1.0,4101.747827038673,False,0.14169913606141363,0.3333333333333333,249282,0.0,0.0,9,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5700168963521719,89.27840060554445
119,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.849378279467546,31,11.580645161290322,29.999999999999996,20,30.0,0,3.206000000000001,17925,1170,0,0.0,11700.0,False,-0.3417591849165259,0,3.782000000000001,18620,1230,0,0.0,12300.0,False,-0.3142113569035688,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,31,12.867000000000003,12300,716,0,0.0,3699.808060785646,False,-0.7150873060890621,0,2.1530000000000005,74337,37,39,1.0,1608.426996340299,False,0.11376417007337256,0,1.9370000000000003,75125,12,133,1.0,4132.19253935361,False,0.1441481082275044,0.3333333333333333,248457,0.0,0.0,10,0,0,1,3,3.0,1,2,2,36.0,0.0,2,0,2,800,0.5646917335689068,89.84309233911335
120,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.849378279467546,0,,29.999999999999996,20,30.0,0,3.206000000000001,17815,1181,0,0.0,11810.0,False,-0.34328192917854866,0,3.7820000000000014,18530,1239,0,0.0,12390.0,False,-0.31545723857249647,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,12.836000000000004,12300,716,0,0.0,3699.808060785646,False,-0.7150873060890621,0,2.1530000000000005,74697,27,37,1.0,1429.9332135456234,False,0.11777734869078958,0,1.9370000000000005,75365,2,135,1.0,4073.6987565589347,False,0.14727194999376678,0.3333333333333333,248857,0.0,0.0,10,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,800,0.5670496476814151,90.41014198679477
121,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.925581857395755,13,13.0,30.0,20,30.0,0,3.206000000000001,17715,1191,0,0.0,11910.0,False,-0.3446662421440239,0,3.782000000000001,18430,1249,0,0.0,12490.0,False,-0.3168415515379717,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,13,12.966000000000003,12105,716,0,0.0,3699.808060785646,False,-0.7190136913983405,0,2.1530000000000005,74937,17,39,1.0,1372.734891575728,False,0.12091079129914128,0,1.9370000000000003,75556,5,133,1.0,4049.6279092869786,False,0.14992461320729675,0.3333333333333333,248893,0.0,0.0,9,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,800,0.5704472474753857,90.98058923427016
122,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.944997792832178,26,12.076923076923077,30.0,20,30.0,0,3.206000000000001,17625,1200,0,0.0,12000.0,False,-0.3459121238129516,0,3.782000000000001,18320,1260,0,0.0,12600.0,False,-0.3183642957999945,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,26,13.213000000000005,11499,716,0,0.0,3699.808060785646,False,-0.7312156888210208,0,2.1530000000000005,75055,21,39,1.0,1420.8449536494757,False,0.12301637086569141,0,1.9370000000000003,75724,7,133,1.0,4073.6149845498253,False,0.15259252797371872,0.3333333333333333,248373,0.0,0.0,9,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5527689876034856,91.53335822187364
123,2,0,0,0,10.000000000000002,20,10.0,5.167329693834701,0,,11.901440549490804,31,11.64516129032258,30.0,20,30.0,0,3.206000000000001,17535,1209,0,0.0,12090.000000000002,False,-0.34715800548187936,0,3.782000000000001,18210,1271,0,0.0,12710.000000000002,False,-0.31988704006201724,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,31,13.497000000000005,10631,716,0,0.0,3699.808060785646,False,-0.7486931372746292,0,2.1530000000000005,75154,32,38,1.0,1520.8460975837056,False,0.12522489919058272,0,1.9370000000000005,75864,7,134,1.0,4103.310083846435,False,0.1548877218439395,0.3333333333333333,247544,0.0,0.0,10,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5582538051530719,92.09161202702671
124,2,0,0,0,10.000000000000002,20,10.0,5.167329693834701,0,,11.969348537230685,34,12.352941176470589,30.0,20,30.0,0,3.206000000000001,17425,1220,0,0.0,12200.000000000002,False,-0.3486807497439021,0,3.782000000000001,18120,1280,0,0.0,12800.000000000002,False,-0.32113292173094493,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,34,13.806000000000003,9664,716,0,0.0,3699.808060785646,False,-0.7681639813467941,0,2.153000000000001,75273,33,40,1.0,1594.9885017286126,False,0.12753823038069992,0,1.9370000000000003,75925,20,132,1.0,4199.386970744614,False,0.15650392027646973,0.3333333333333333,246557,0.0,0.0,10,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5462424354627728,92.63785446248949
125,2,0,0,0,10.000000000000002,20,10.0,5.167329693834701,0,,11.967761019439399,21,11.952380952380953,30.0,20,30.0,0,3.206000000000001,17295,1233,0,0.0,12330.000000000002,False,-0.3504803565990199,0,3.7820000000000014,18050,1287,0,0.0,12870.000000000002,False,-0.3221019408067776,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,21,13.982000000000003,9207,716,0,0.0,3699.808060785646,False,-0.7773658176870003,0,2.153000000000001,75662,34,33,1.0,1396.9038746609394,False,0.13183606464486503,0,1.9370000000000003,75885,20,139,1.0,4409.355220388788,False,0.15746713322554173,0.3333333333333333,246249,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5454139346256852,93.18326839711517
126,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,12.011789018877378,9,13.0,30.0,20,30.0,0,3.206000000000001,17175,1245,0,0.0,12450.0,False,-0.3521415321575902,0,3.782000000000001,17970,1295,0,0.0,12950.0,False,-0.32320939117915776,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,9,14.051000000000004,9072,716,0,0.0,3699.808060785646,False,-0.7800840844395776,0,2.1530000000000005,75872,24,36,1.0,1368.2829364530571,False,0.1347366298317157,0,1.9370000000000003,76158,19,136,1.0,4308.22399135867,False,0.16076411815847005,0.3333333333333333,246397,0.0,0.0,10,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,800,0.5347627680748701,93.71803116519004
127,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.911044262671949,21,11.0,30.0,20,30.0,0,3.206000000000001,17035,1259,0,0.0,12590.0,False,-0.3540795703092555,0,3.782000000000001,17910,1301,0,0.0,13010.0,False,-0.32403997895844294,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,21,14.252000000000002,8594,716,0,0.0,3699.808060785646,False,-0.7897087622746292,0,2.1530000000000005,75911,35,37,1.0,1526.8865491935182,False,0.13649013243110256,0,1.9370000000000003,76488,9,135,1.0,4157.199398364048,False,0.1645362063733144,0.3333333333333333,246088,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.5391361508518457,94.25716731604189
128,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,12.019519124645011,21,13.0,30.0,20,30.0,0,3.206000000000001,16945,1268,0,0.0,12680.0,False,-0.3553254519781832,0,3.7820000000000014,17800,1312,0,0.0,13120.0,False,-0.3255627232204657,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,21,14.441,8159,716,0,0.0,3699.808060785646,False,-0.7984676218107116,0,2.153000000000001,76068,36,37,1.0,1542.7026884872205,False,0.1389344461542645,0,1.9370000000000005,76658,9,135,1.0,4158.175672121805,False,0.1670632294201658,0.3333333333333333,245780,0.0,0.0,8,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,800,0.542086822912097,94.79925413895398
129,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,12.019519124645011,0,,30.0,20,30.0,0,3.206000000000001,16865,1276,0,0.0,12760.0,False,-0.3564329023505634,0,3.782000000000001,17680,1324,0,0.0,13240.0,False,-0.32722389877903596,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,14.420000000000002,8159,716,0,0.0,3699.808060785646,False,-0.7984676218107116,0,2.1530000000000005,76398,26,36,1.0,1392.5074972407704,False,0.1427126811819343,0,1.9370000000000003,76928,0,135,0.9,4050.0,False,0.17026354015355882,0.31666666666666665,246180,0.0,0.0,10,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,800,0.5508038736879826,95.35005801264197
130,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,12.038050572754845,39,12.128205128205128,30.0,20,30.0,0,3.206000000000001,16775,1285,0,0.0,12850.0,False,-0.3576787840194911,0,3.782000000000001,17570,1335,0,0.0,13350.0,False,-0.3287466430410587,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,39,14.810000000000002,6898,716,0,0.0,3699.808060785646,False,-0.8238582468107116,0,2.1530000000000005,76486,36,35,1.0,1483.3698206191743,False,0.14469043533497744,0,1.9370000000000003,76967,9,136,1.0,4188.342455154793,False,0.171866884468879,0.3333333333333333,244846,0.0,0.0,10,0,0,0,4,4.0,2,2,2,36.0,0.0,2,0,2,800,0.5961861554533243,95.94624416809529
131,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,12.086844528977913,11,13.0,30.0,20,30.0,0,3.206000000000001,16635,1299,0,0.0,12990.0,False,-0.3596168221711565,0,3.782000000000001,17510,1341,0,0.0,13410.0,False,-0.32957723082034385,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,11,14.881000000000004,6733,716,0,0.0,3699.808060785646,False,-0.8271805728416394,0,2.1530000000000005,76846,26,33,1.0,1304.2579577534257,False,0.14869903327419318,0,1.9370000000000005,77064,10,138,1.0,4260.868445289779,False,0.1738421460090252,0.3333333333333333,244938,0.0,0.0,10,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,800,0.5476155634969473,96.49385973159224
132,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.933750145538815,32,11.0,29.999999999999996,20,30.0,0,3.206000000000001,16535,1309,0,0.0,13090.0,False,-0.3610011351366317,0,3.782000000000001,17410,1351,0,0.0,13510.0,False,-0.3309615437858191,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,32,15.190000000000005,5804,716,0,0.0,3699.808060785646,False,-0.845886275161227,0,2.153000000000001,77035,37,29,1.0,1311.5487553849362,False,0.15155447748039697,0,1.9370000000000003,77123,11,142,1.0,4391.271251600926,False,0.17568309408888133,0.3333333333333333,244057,0.0,0.0,9,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,800,0.5361365601420403,97.02999629173428
133,2,0,0,0,10.0,20,10.0,5.167329693834701,0,,11.933750145538815,0,,30.0,20,30.0,0,3.206000000000001,16425,1320,0,0.0,13200.0,False,-0.36252387939865444,0,3.7820000000000014,17320,1360,0,0.0,13600.0,False,-0.3322074254547468,0,0.2,50150,0,0,0.0,0.0,False,0.00978576030927835,0,15.158000000000005,5804,716,0,0.0,3699.808060785646,False,-0.845886275161227,0,2.153000000000001,77305,27,30,1.0,1222.211253929548,False,0.15489440054197326,0,1.9370000000000003,77453,1,141,1.0,4241.933750145538,False,0.17946768557603493,0.3333333333333333,244457,0.0,0.0,10,0,0,1,0,0.0,1,2,2,36.0,0.0,2,0,2,800,0.5111647471785545,97.54116103891283
