index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,14,0,0,0,9.999999999999998,13,10.0,3.8888979060612634,5,2.0,20.64668726199092,13,16.23076923076923,43.00000000000001,10,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,5,3.256000000000001,24017,325,0,0.0,3249.9999999999995,False,-0.30897135311396773,0,0.42500000000000004,55072,0,10,0.5,206.4668726199092,False,0.03535744190032009,13,11.697000000000003,-12365.0,201,0,0.0,781.6684791183139,False,-1.2246939588380934,0,0.40700000000000003,63681,422,59,1.0,11249.902024560168,False,-0.03944518499445496,10,2.784000000000001,54850,755,0,0.0,15588.248882803144,False,-0.13177563419722843,0.25,222730,0.0,0.0,6,0,0,12,8,8.0,13,25,13,103.0,99.0,6,8,13,130,0.8413259939989075,46.915008443116676
31,13,0,0,0,9.999999999999996,10,10.0,3.7850082293644487,4,1.5,20.50164669505063,15,16.933333333333334,43.000000000000014,11,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,4,3.291000000000001,23820,335,0,0.0,3349.9999999999986,False,-0.3129328698089309,0,0.42500000000000004,55151,0,9,0.4,184.51482025545567,False,0.03663390460167247,10,11.784000000000002,-13569.0,201,0,0.0,760.7866541022541,False,-1.2474828146018815,0,0.40700000000000003,63580,418,69,1.0,11536.688318531164,False,-0.03885763167666056,11,2.8840000000000003,54501,764,0,0.0,15663.258075018683,False,-0.13609284513929845,0.2333333333333333,220958,0.0,0.0,6,0,0,13,10,10.0,13,26,15,144.0,60.0,8,5,15,185,0.8700233359704725,47.78503177908715
32,15,0,0,0,9.999999999999996,9,10.0,3.044186046218375,30,1.0,20.64895654361956,14,24.285714285714285,43.000000000000014,6,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,30,3.587000000000001,22979,344,0,0.0,3439.9999999999986,False,-0.3343843479666909,0,0.42500000000000004,55354,0,5,0.1,103.2447827180978,False,0.03968066636691094,9,11.864,-32516.0,230,0,0.0,700.1627906302263,False,-1.6035900734586495,0,0.4070000000000001,63548,410,79,1.0,11863.072182884021,False,-0.03703936008091229,6,2.9330000000000007,54120,776,0,0.0,16023.590277848778,False,-0.13887632859900778,0.18333333333333335,200960,0.0,0.0,6,0,0,17,7,513.3103448275863,10,27,14,143.0,63.0,9,6,14,294,0.9624455710290931,48.74747735011624
33,14,0,0,0,9.999999999999998,13,10.0,3.044186046218375,0,,21.057221558332575,15,29.866666666666667,43.000000000000014,8,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.557000000000001,22849,357,0,0.0,3569.9999999999995,False,-0.3361360390222869,2,0.44500000000000006,55606,0,0,0.0,0.0,False,0.04344073108029498,8,11.935000000000002,-35293.0,230,0,0.0,700.1627906302263,False,-1.6557001858603682,0,0.40700000000000003,63501,401,89,1.0,12270.945844891365,False,-0.034864273721509006,8,3.007000000000001,53607,790,0,0.0,16635.205031082733,False,-0.1417479416295963,0.16666666666666666,197745,0.0,0.0,9,0,0,13,7,7.0,16,29,15,160.0,72.0,10,4,15,365,1.283021192997694,50.030498543113936
34,15,0,0,0,9.999999999999998,9,10.0,3.044186046218375,0,,20.80376748813273,14,15.285714285714286,43.000000000000014,9,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.557000000000001,22759,366,0,0.0,3659.9999999999995,False,-0.3373487482146226,5,0.4930000000000001,55496,0,0,0.0,0.0,False,0.04137659267043216,9,12.017000000000001,-38352.0,230,0,0.0,700.1627906302263,False,-1.7131019985491898,0,0.4070000000000001,63287,405,99,1.0,12682.525832693758,False,-0.03497806136563254,9,3.0890000000000013,53475,790,0,0.0,16434.97631562486,False,-0.1449649606689706,0.16666666666666666,194140,0.0,0.0,5,0,0,14,10,10.0,14,28,20,162.0,75.0,10,5,20,90,1.1861732159741223,51.21667175908806
35,20,0,0,0,9.999999999999998,8,10.0,3.044186046218375,0,,21.405765160367217,13,34.69230769230769,43.000000000000014,10,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.5570000000000013,22679,374,0,0.0,3739.9999999999995,False,-0.33842671194114315,8,0.5680000000000001,55552,0,0,0.0,0.0,False,0.04242742676999869,5,12.058000000000002,-41530.0,230,0,0.0,700.1627906302263,False,-1.7727368336995906,0,0.40700000000000003,63024,404,109,1.0,13334.929124788358,False,-0.034102109956838676,10,3.1800000000000006,53128,794,0,0.0,16996.17753733157,False,-0.1458852316129036,0.16666666666666666,190328,0.0,0.0,3,0,0,19,7,7.0,15,34,19,235.0,93.0,14,6,19,80,1.2712622079998255,52.48793396708788
36,19,0,0,0,9.999999999999998,9,10.0,3.0626554545731337,2,4.0,22.065269471721727,61,24.983606557377048,43.000000000000014,8,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,2,3.577000000000001,22547,383,0,0.0,3829.9999999999995,False,-0.3407712830463255,4,0.6000000000000001,55584,0,2,0.2,44.130538943443455,False,0.04344195585505472,57,12.623000000000003,-47306.0,230,0,0.0,704.4107545518208,False,-1.881083008814323,0,0.40700000000000003,62003,430,119,1.0,14605.065872840345,False,-0.03945097937104758,8,3.2500000000000013,52514,819,0,0.0,18071.455697340094,False,-0.14694356568535807,0.19999999999999998,182817,0.0,0.0,4,0,0,18,11,11.0,13,31,15,214.0,96.0,12,7,15,90,1.0642507980228402,53.552184765110724
37,15,0,0,1,9.999999999999998,9,10.0,3.0503003865815543,3,2.6666666666666665,22.145362925820823,1,46.0,43.000000000000014,9,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,17,3.745000000000001,21996,392,14,0.0,3962.7042054121407,False,-0.35383210438175894,0,0.5960000000000001,55622,0,4,0.3,88.58145170328329,False,0.04457208019837576,0,12.566000000000003,-54444.166666666664,230,0,0.0,701.5690889137575,True,-2.015056615980368,0,0.40700000000000003,61957,421,129,1.0,14870.197791770568,False,-0.03825120723077277,9,3.3320000000000007,52378,819,0,0.0,18137.052236247255,False,-0.14837390345210627,0.21666666666666667,229428,0.0,0.125,5,0,0,12,11,1836.642857142857,16,28,14,142.0,96.0,8,7,14,136,1.0295592930051498,54.58174405811587
38,14,0,0,0,9.999999999999998,11,10.0,3.0503003865815543,0,,22.49494347706979,4,46.0,43.000000000000014,7,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.728000000000001,21886,403,14,0.0,4072.7042054121407,False,-0.35531430450572477,0,0.5960000000000001,55806,0,0,0.0,0.0,False,0.047193710007318306,0,12.566000000000003,-54444.166666666664,230,0,0.0,701.5690889137575,True,-2.015056615980368,0,0.40700000000000003,61957,411,139,1.0,15222.421769075685,False,-0.03581036028747867,7,3.3930000000000016,52100,823,0,0.0,18513.338481628438,False,-0.14961928649497977,0.16666666666666666,229224,0.0,0.125,6,0,0,13,4,4.0,11,24,6,138.0,93.0,8,6,6,294,1.0306885490426794,55.61243260715855
39,6,0,0,0,10.0,10,10.0,3.0725732659373985,1,5.0,22.871542005441356,4,46.0,43.000000000000014,11,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.728000000000001,21791,413,13,0.0,4169.943452457186,False,-0.3565642135923521,4,0.6360000000000001,55837,0,1,0.1,22.871542005441356,False,0.04799001277894425,0,12.566,-54444.166666666664,230,0,0.0,706.6918511656016,True,-2.0150085519334198,0,0.40700000000000003,61957,401,149,1.0,15578.488344181986,False,-0.03334288485293548,11,3.496000000000001,51737,827,0,0.0,18914.7652385,False,-0.15186851897036813,0.18333333333333335,228797,0.0,0.125,6,0,0,17,8,8.0,8,25,5,103.0,0.0,6,0,5,105,0.7218112870468758,56.33424389420543
40,5,0,0,0,10.0,7,10.0,3.4752337243707436,9,7.0,22.771836710134362,7,19.571428571428573,43.00000000000001,10,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.728,21784,420,4,0.0,4213.900934897483,False,-0.3561605500997456,6,0.6920000000000002,55689,0,9,0.9,204.94653039120925,False,0.0469211173593216,0,12.566,-54444.166666666664,230,0,0.0,799.303756605271,True,-2.014139625609653,0,0.4070000000000001,61867,397,159,1.0,15877.419173923343,False,-0.032518716224613664,10,3.585000000000001,51530,828,0,0.0,18855.080795991253,False,-0.15515106444733862,0.31666666666666665,228345,0.0,0.125,5,0,0,10,7,7.0,11,21,6,66.0,3.0,4,1,6,180,0.617051134002395,56.951295028207824
41,6,0,0,0,10.0,12,10.0,3.4481813636262597,7,3.142857142857143,22.771836710134362,0,,43.00000000000001,12,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,3,3.758000000000001,21611,432,0,0.0,4320.0,False,-0.3593931064219689,0,0.6860000000000002,55667,0,16,0.7,364.3493873621498,False,0.0480038785851471,0,12.566,-54444.166666666664,230,0,0.0,793.0817136340397,True,-2.0141980036000384,0,0.40700000000000003,61867,387,169,1.0,16079.700806821998,False,-0.031116941964034348,12,3.6950000000000007,51316,828,0,0.0,18855.080795991253,False,-0.15811702519686738,0.2833333333333333,227936,0.0,0.125,7,0,0,11,8,7.6,11,22,6,73.0,3.0,5,1,6,132,0.8353288570069708,57.786623885214794
42,6,0,0,0,10.0,9,10.0,3.4481813636262597,0,,23.54361729107188,13,35.92307692307692,43.0,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.755000000000001,21521,441,0,0.0,4410.0,False,-0.3606058156143046,0,0.6860000000000002,56134,0,3,0.0,70.63085187321563,False,0.05401128569433123,0,12.566000000000003,-54444.166666666664,230,0,0.0,793.0817136340397,True,-2.0141980036000384,0,0.4070000000000001,62104,386,167,1.0,16268.836274353745,False,-0.026521535963287518,8,3.7630000000000003,51017,832,0,0.0,19588.289586171803,False,-0.15718005331680482,0.16666666666666666,228251,0.0,0.125,10,0,0,13,4,4.0,11,24,6,98.0,0.0,6,0,6,1073,0.7507400329923257,58.53736391820712
43,6,0,0,0,10.0,13,10.0,3.344001183184545,6,2.0,24.00497226152684,4,47.0,43.0,7,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,6,3.8150000000000013,21248,454,0,0.0,4540.0,False,-0.3662112269922117,1,0.6960000000000001,56273,0,6,0.6,144.02983356916104,False,0.05730826812753713,0,12.566,-54444.166666666664,230,0,0.0,769.1202721324453,True,-2.01442282056258,0,0.40700000000000003,61916,380,177,1.0,16732.8894593802,False,-0.0259113436953916,7,3.825000000000001,50923,832,0,0.0,19972.136921590332,False,-0.1558228675463581,0.26666666666666666,227835,0.0,0.125,6,0,0,11,8,7.25,11,22,6,73.0,3.0,5,1,6,130,0.8484866539947689,59.38585057220189
44,6,0,0,0,10.0,11,10.0,3.2447816137786663,10,2.5,24.496758904171315,4,47.0,43.0,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,10,3.9090000000000007,20879,465,0,0.0,4650.0,False,-0.37467324224539844,0,0.6950000000000001,56436,0,12,1.0,293.9611068500558,False,0.06177366822587353,0,12.566000000000003,-54444.166666666664,230,0,0.0,746.2997711690932,True,-2.0146369327106286,0,0.40700000000000003,62072,374,179,1.0,16858.787830160072,False,-0.022876789069186873,12,3.938000000000001,50706,832,0,0.0,20381.303408270534,False,-0.15599495919537554,0.3333333333333333,227568,0.0,0.125,10,0,0,11,9,9.0,11,22,5,108.0,0.0,6,0,5,642,0.6865988270146772,60.072449399216566
45,5,0,0,0,10.0,9,10.0,3.2447816137786663,0,,25.019090080125665,4,47.0,43.0,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.8990000000000014,20789,474,0,0.0,4740.0,False,-0.3758859514377341,0,0.6950000000000001,56624,0,8,0.0,200.15272064100532,False,0.06442131617572396,0,12.566000000000003,-54444.166666666664,230,0,0.0,746.2997711690932,True,-2.0146369327106286,0,0.40700000000000003,62228,368,181,1.0,16990.025149486246,False,-0.01980523651814045,12,4.046000000000001,50485,832,0,0.0,20815.882946664555,False,-0.15604638162029774,0.16666666666666666,227601,0.0,0.125,8,0,0,14,6,6.0,10,24,6,85.0,0.0,5,0,6,622,0.6328774999710731,60.70532689918764
46,6,0,0,0,10.0,9,10.0,3.2447816137786663,0,,25.019090080125665,0,,42.99999999999999,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.8990000000000005,20699,483,0,0.0,4830.0,False,-0.3770986606300698,0,0.6950000000000001,56624,0,8,0.0,200.15272064100532,False,0.06442131617572396,0,12.566000000000003,-54444.166666666664,230,0,0.0,746.2997711690932,True,-2.0146369327106286,0,0.40700000000000003,62529,358,184,1.0,16868.834248684987,False,-0.016473318489543,13,4.164000000000001,50225,832,0,0.0,20815.882946664555,False,-0.1596498853346785,0.16666666666666666,227552,0.0,0.125,8,0,0,14,7,7.0,12,26,5,93.0,0.0,6,0,5,391,0.8231643050094135,61.52849120419705
47,5,0,0,0,10.0,6,10.0,3.2447816137786663,0,,25.159906361073254,1,47.0,42.99999999999999,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.8990000000000005,20639,489,0,0.0,4890.0,False,-0.37790713342496024,0,0.6950000000000001,56671,0,7,0.0,176.1193445275128,False,0.06507777433832648,0,12.566,-54444.166666666664,230,0,0.0,746.2997711690932,True,-2.0146369327106286,0,0.40700000000000003,62873,348,186,1.0,16753.647413653493,False,-0.012503829321061812,12,4.271000000000001,49974,833,0,0.0,20958.20199877402,False,-0.16214240770336222,0.16666666666666666,227632,0.0,0.125,8,0,0,6,4,4.0,15,21,6,54.0,3.0,4,1,6,451,0.723338779003825,62.25182998320088
48,6,0,0,0,10.000000000000002,11,10.0,3.5305507745334768,4,9.0,25.736847746625294,4,46.0,42.99999999999999,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,4,3.9390000000000005,20465,500,0,0.0,5000.000000000001,False,-0.38111407551135906,0,0.6950000000000001,56819,0,7,0.4,180.15793422637705,False,0.06789287059941052,0,12.566,-54444.166666666664,230,0,0.0,812.0266781426997,True,-2.014020253468603,0,0.4070000000000001,63303,338,186,1.0,16697.05453835935,False,-0.006936366709451285,10,4.359000000000001,49628,837,0,0.0,21541.74156392537,False,-0.16289401843382462,0.2333333333333333,227690,0.0,0.125,9,0,0,6,6,6.0,18,24,5,83.0,3.0,5,1,5,724,0.5551231349818408,62.80695311818272
49,5,0,0,0,10.000000000000002,8,10.0,3.476667053425593,4,2.5,26.718551369384,13,36.53846153846154,43.0,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,4,3.975000000000001,20292,508,0,0.0,5080.000000000001,False,-0.38469830490204004,6,0.7550000000000001,57050,0,4,0.4,106.874205477536,False,0.07153998053590227,0,12.566,-54444.166666666664,230,0,0.0,799.6334222878863,True,-2.0141365325387537,0,0.40700000000000003,63549,332,186,1.0,16868.559054635487,False,-0.0023384032692406707,10,4.449000000000001,49179,846,0,0.0,22603.894458498864,False,-0.161756469269744,0.2333333333333333,227545,0.0,0.125,11,0,0,8,8,7.5,15,23,6,64.0,3.0,4,1,6,741,0.5886174599872902,63.39557057817001
50,6,0,0,0,10.000000000000002,9,10.0,3.476667053425593,0,,27.299605569614798,4,46.0,43.00000000000001,14,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,3.971000000000001,20202,517,0,0.0,5170.000000000001,False,-0.3859110140943757,0,0.7490000000000001,57234,0,0,0.0,0.0,False,0.07398997954626485,0,12.566000000000003,-54444.166666666664,230,0,0.0,799.6334222878863,True,-2.0141365325387537,0,0.4070000000000001,63709,326,188,1.0,16983.671415694425,False,0.000676844825468707,6,4.4990000000000006,49113,846,0,0.0,23095.466311894117,False,-0.15926470290571207,0.16666666666666666,227733,0.0,0.125,11,0,0,7,2,2.0,17,24,7,70.0,3.0,5,1,7,618,0.7108176000183448,64.10638817818835
51,7,0,0,0,10.000000000000002,11,10.0,3.49847517213598,1,5.0,27.9378774804655,4,47.0,43.0,15,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,1,3.9810000000000008,20072,528,0,0.0,5280.000000000001,False,-0.38793219608160184,4,0.7890000000000001,57269,0,1,0.1,27.9378774804655,False,0.07490887652211879,0,12.566,-54444.166666666664,230,0,0.0,804.6492895912754,True,-2.0140894714280275,0,0.40700000000000003,64139,316,188,1.0,16912.369283827098,False,0.0061423750126615275,5,4.543000000000001,48867,850,0,0.0,23747.195858395673,False,-0.1581578067247223,0.18333333333333335,227822,0.0,0.125,11,0,0,8,5,5.0,16,24,6,83.0,3.0,6,1,6,540,0.7130731109646149,64.81946128915297
52,6,0,0,0,10.000000000000002,6,10.0,3.280795234073767,6,1.0,29.218130244227417,8,47.0,42.99999999999999,18,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,6,4.040000000000001,19863,534,0,0.0,5340.000000000001,False,-0.39275608375778154,7,0.8550000000000002,57360,0,6,0.6,175.30878146536452,False,0.07799918167669372,0,12.566000000000003,-54444.166666666664,230,0,0.0,754.5829038369664,True,-2.014559216654748,0,0.40700000000000003,64381,310,188,1.0,17141.6203757105,False,0.011085073010522997,8,4.618000000000001,48563,854,0,0.0,24952.283228570213,False,-0.15402010180888806,0.26666666666666666,227642,0.0,0.125,8,0,0,8,8,7.75,17,25,6,87.0,3.0,5,1,6,490,0.6120483289705589,65.43150961812353
53,6,0,0,0,10.000000000000002,11,10.0,3.1425229666443233,4,1.0,29.857747040599058,4,47.0,42.999999999999986,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,4,4.074000000000001,19657,545,0,0.0,5450.000000000001,False,-0.3968253968253968,0,0.8480000000000001,57544,0,6,0.4,179.14648224359433,False,0.08148792931492743,0,12.566000000000003,-54444.166666666664,230,0,0.0,722.7802823281944,True,-2.0148576030756145,0,0.40700000000000003,64580,304,189,1.0,17203.75510034211,False,0.01427372145153354,11,4.720000000000001,48378,854,0,0.0,25498.515972671597,False,-0.1527988415243403,0.2333333333333333,227634,0.0,0.125,11,0,0,5,5,5.0,18,23,7,70.0,3.0,5,1,7,685,0.716281724977307,66.14779134310083
54,7,0,0,0,10.000000000000002,12,10.0,3.1425229666443233,0,,29.857747040599058,0,,42.99999999999999,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,4.07,19537,557,0,0.0,5570.000000000001,False,-0.39844234241517773,0,0.8480000000000001,57544,0,6,0.0,179.14648224359433,False,0.08148792931492743,0,12.566000000000003,-54444.166666666664,230,0,0.0,722.7802823281944,True,-2.0148576030756145,0,0.40700000000000003,65139,294,186,1.0,16776.177629936123,False,0.019058221739772545,7,4.779000000000001,48281,854,0,0.0,25498.515972671597,False,-0.15414322560239777,0.16666666666666666,227976,0.0,0.125,11,0,0,9,4,4.0,16,25,3,107.0,0.0,7,0,3,679,0.638524555019103,66.78631589811994
55,3,0,0,0,10.000000000000002,12,10.0,3.1425229666443233,0,,30.516539058975138,4,47.0,42.99999999999999,20,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,4.070000000000001,19417,569,0,0.0,5690.000000000001,False,-0.40005928800495866,0,0.8480000000000003,57732,0,2,0.0,61.033078117950275,False,0.08390753671462302,0,12.566,-54444.166666666664,230,0,0.0,722.7802823281944,True,-2.0148576030756145,0,0.40700000000000003,65741,284,182,1.0,16492.69709274894,False,0.025437251169398947,6,4.832000000000002,48021,858,0,0.0,26183.190512600668,False,-0.15300206153259316,0.16666666666666666,228386,0.0,0.125,11,0,0,5,3,3.0,12,17,5,53.0,0.0,3,0,5,910,0.48098413000116125,67.2673000281211
56,5,0,0,0,10.000000000000002,9,10.0,3.0823007695520768,7,2.5714285714285716,31.301110435753507,5,46.0,42.99999999999999,12,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,7,4.140000000000001,19160,578,0,0.0,5780.000000000001,False,-0.4057724957555178,3,0.8780000000000001,57833,0,7,0.7,219.10777305027455,False,0.08728591857021141,0,12.566,-54444.166666666664,230,0,0.0,708.9291769969776,True,-2.0149875603416745,0,0.4070000000000001,65643,278,190,1.0,16871.708701139472,False,0.02670548772826437,10,4.926000000000001,47816,859,0,0.0,26887.653864312262,False,-0.15096148502943604,0.2833333333333333,227927,0.0,0.125,7,0,0,6,7,6.75,16,22,3,66.0,3.0,4,1,3,222,0.44568440300645307,67.71298443112755
57,3,0,0,0,10.000000000000002,11,10.0,3.0771362863839915,4,3.0,31.646873600237914,2,47.0,42.999999999999986,8,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,4,4.173000000000002,18962,589,0,0.0,5890.000000000001,False,-0.409626216077829,0,0.8750000000000002,57915,0,9,0.4,284.8218624021412,False,0.08944119891165618,0,12.566,-54444.166666666664,230,0,0.0,707.741345868318,True,-2.014998705104661,0,0.40700000000000003,65596,269,200,1.0,17113.008998463993,False,0.027726251513914914,8,4.996000000000001,47665,860,0,0.0,27216.311296204607,False,-0.15077675396243626,0.2333333333333333,227613,0.0,0.125,7,0,0,5,4,4.0,15,20,5,28.0,3.0,2,1,5,204,0.4129544899915345,68.12593892111909
58,5,0,0,0,10.000000000000002,6,10.0,3.0733030653690876,3,3.0,31.54461849874024,8,30.5,42.99999999999999,7,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,3,4.199000000000001,18836,595,0,0.0,5950.000000000001,False,-0.41221332902147845,0,0.8750000000000002,58150,0,4,0.3,126.17847399496095,False,0.09236248591689934,0,12.566000000000003,-54444.166666666664,230,0,0.0,706.8597050348901,True,-2.015006977053334,0,0.4070000000000001,65352,267,210,1.0,17452.41313916364,False,0.02669650972366416,7,5.058000000000002,47578,860,0,0.0,27128.371908916604,False,-0.1525919454144265,0.21666666666666667,227391,0.0,0.125,4,0,0,7,4,4.0,16,23,6,65.0,3.0,4,1,6,304,0.4849338749772869,68.61087279609637
59,6,0,0,0,10.0,10,10.0,3.0733030653690876,0,,31.73366632253255,1,47.0,42.99999999999999,11,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,0,4.1960000000000015,18736,605,0,0.0,6050.0,False,-0.4135607836796292,0,0.8750000000000002,58197,0,3,0.0,95.20099896759766,False,0.0929537914372746,0,12.566,-54444.166666666664,230,0,0.0,706.8597050348901,True,-2.015006977053334,0,0.40700000000000003,65305,258,220,1.0,17647.285911213396,False,0.02739553935589729,11,5.161000000000001,47397,860,0,0.0,27290.953037377993,False,-0.15397388126886297,0.16666666666666666,227110,0.0,0.125,6,0,0,10,5,5.0,15,25,6,71.0,3.0,5,1,6,147,0.614263829018455,69.22513662511483
60,6,0,0,0,10.0,10,10.0,3.0539056834729186,1,2.0,30.668891620436554,5,15.0,42.99999999999999,12,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,1,4.206,18613,615,0,0.0,6150.0,False,-0.4155280674805293,2,0.8950000000000002,58196,0,1,0.1,30.668891620436554,False,0.09232955744516362,0,12.566000000000003,-54444.166666666664,230,0,0.0,702.3983071987712,True,-2.0150488358834937,0,0.40700000000000003,65230,253,230,1.0,17649.229579970444,False,0.0263695363951827,12,5.270000000000001,47199,860,0,0.0,26375.246793575436,False,-0.16306376265678402,0.18333333333333335,226713,0.0,0.125,5,0,0,8,6,5.4,17,25,6,84.0,3.0,5,1,6,100,0.5689043379970826,69.79404096311191
61,6,0,0,0,10.0,9,10.0,3.01347377745678,1,1.0,31.543141018186486,4,47.0,43.0,11,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,1,4.215000000000001,18499,624,0,0.0,6240.0,False,-0.4173875549087773,3,0.923,58272,0,1,0.1,31.543141018186486,False,0.0937638920363494,0,12.566000000000003,-54444.166666666664,230,0,0.0,693.0989688150594,True,-2.0151360864359673,0,0.40700000000000003,65230,243,240,1.0,17984.983267419317,False,0.02869624727948866,11,5.368000000000002,46816,864,0,0.0,27253.273839713125,False,-0.16228743597049886,0.18333333333333335,226292,0.0,0.125,4,0,0,7,7,6.75,7,14,6,72.0,3.0,5,1,6,90,0.6051055960124359,70.39914655912435
62,6,0,0,0,10.0,11,10.0,2.9703764424733543,1,1.0,32.98691380936793,7,46.857142857142854,43.0,10,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,1,4.224000000000001,18365,635,0,0.0,6350.0,False,-0.4195165332686555,6,0.9800000000000002,58360,0,1,0.1,32.98691380936793,False,0.09542874888639136,0,12.566000000000003,-54444.166666666664,230,0,0.0,683.1865817688715,True,-2.0152290888852193,0,0.40700000000000003,65089,236,250,1.0,18534.91165901083,False,0.030552941422350256,10,5.457000000000002,46470,868,0,0.0,28632.64118653136,False,-0.1575241075331844,0.18333333333333335,225759,0.0,0.125,5,0,0,9,8,7.666666666666666,7,16,5,108.0,0.0,6,0,5,110,0.5776604930288158,70.97680705215316
63,5,0,0,0,10.0,12,10.0,2.875206235029534,8,2.375,33.77834888357574,4,47.0,43.0,9,43.0,0,0.2,37475,0,0,0.0,0.0,False,0.009917266283989543,8,4.303000000000001,18049,647,0,0.0,6470.0,False,-0.4264155011183874,3,1.0040000000000002,58418,0,8,0.8,270.2267910686059,False,0.09874300342523697,0,12.566,-54444.166666666664,230,0,0.0,661.2974340567928,True,-2.0154344626604543,0,0.40700000000000003,65089,226,260,1.0,18813.906847688115,False,0.03248632641983665,9,5.537000000000002,46140,872,0,0.0,29454.720226478043,False,-0.156400929797663,0.3,225171,0.0,0.125,6,0,0,2,8,7.75,11,13,6,67.0,3.0,4,1,6,120,0.5495994509547018,71.52640650310786
