index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,10,0,0,0,10.000000000000002,20,10.0,2.658082549108667,4,1.0,17.49331603692158,8,14.625,29.000000000000004,8,29.0,0,1.2530000000000003,12829,192,0,0.0,1920.0000000000005,False,-0.17396513508656322,4,1.3200000000000003,12570,228,0,0.0,2280.0000000000005,False,-0.17869765770083268,0,0.2,26897,0,63,0.4,1102.0789103260595,False,0.046716220690349336,0,3.1970000000000005,18162,119,0,0.0,316.31182334393134,False,-0.30137070847454656,0,0.38900000000000007,31439,207,13,1.0,3998.116419642767,False,-0.006711673900267782,0,0.2,33526,0,8,0.0,232.00000000000003,False,-0.0006535171102661596,0.2333333333333333,135423,0.0,0.0,15,0,0,13,1,1.0,12,25,13,87.0,54.0,7,3,13,549,0.7978316679946147,19.16409652493894
21,13,0,0,0,10.000000000000002,20,10.0,2.5935715291786554,4,1.0,18.290284579464657,79,19.974683544303797,29.000000000000004,9,29.0,0,1.2530000000000001,12719,203,0,0.0,2030.0000000000005,False,-0.17725992931168755,4,1.3560000000000003,12420,237,0,0.0,2370.0000000000005,False,-0.18498771940334272,0,0.2,26977,0,60,0.4,1097.4170747678795,False,0.049678089363686076,72,3.9170000000000007,17154,119,0,0.0,308.63501197226,False,-0.3399566218210681,0,0.38900000000000007,30122,276,14,1.0,5454.118543932245,False,-0.02420807771013184,0,0.2,33526,0,8,0.0,232.00000000000003,False,-0.0006535171102661596,0.2333333333333333,132918,0.0,0.0,12,0,0,7,3,3.0,19,26,12,159.0,72.0,9,4,12,545,0.6881824930314906,19.85227901797043
22,12,0,0,0,10.000000000000002,20,10.0,2.496529096611732,6,1.0,18.290284579464657,0,,29.000000000000004,11,29.0,6,1.3130000000000004,12549,211,0,0.0,2110.0000000000005,False,-0.18504762475289044,0,1.3520000000000003,12300,249,0,0.0,2490.0000000000005,False,-0.1885820403762056,0,0.2,26971,0,66,0.6,1207.1587822446675,False,0.051541753084022944,0,3.845000000000001,17154,119,0,0.0,297.0869624967961,False,-0.3401768111486711,0,0.38900000000000007,30441,266,13,1.0,5242.215698137599,False,-0.017879400871292733,0,0.2,33526,0,8,0.0,232.00000000000003,False,-0.0006535171102661596,0.26666666666666666,132941,0.0,0.0,13,0,0,6,2,2.0,19,25,12,118.0,72.0,8,4,12,519,0.752992041001562,20.605271058971994
23,12,0,0,0,10.000000000000002,20,10.0,2.4319368757174,4,1.0,17.94700015846491,19,13.947368421052632,29.000000000000007,5,29.0,0,1.3070000000000002,12429,223,0,0.0,2230.0000000000005,False,-0.1886419457257533,4,1.3920000000000003,12160,257,0,0.0,2570.0000000000005,False,-0.19457257533097705,0,0.2,27033,0,68,0.4,1220.3960107756138,False,0.054158487030004455,17,4.015000000000001,16801,119,0,0.0,289.40048821037055,False,-0.3537848360559362,0,0.389,30354,274,18,1.0,5439.478043419385,False,-0.017533893128870874,0,0.2,33493,0,9,0.1,261.00000000000006,False,-0.0012030655893536123,0.25,132270,0.0,0.0,12,0,0,9,4,4.0,18,27,12,121.0,72.0,8,4,12,411,0.7580228199949488,21.363293878966942
24,12,0,0,0,10.000000000000002,20,10.0,2.3498325019733706,11,1.7272727272727273,17.759356565750533,10,13.7,29.000000000000007,9,29.0,4,1.3470000000000002,12233,237,0,0.0,2370.0000000000005,False,-0.19619001976876535,7,1.4580000000000004,11994,263,0,0.0,2630.0000000000005,False,-0.20271970286946625,0,0.2,27107,1,72,1.0,1281.0235052360117,False,0.058136435671662566,4,4.038000000000001,16741,119,0,0.0,279.6300677348311,False,-0.35625919864746913,0,0.38900000000000007,30511,273,19,1.0,5399.304342449896,False,-0.013466843773023257,0,0.2,33460,0,10,0.1,290.00000000000006,False,-0.0017526140684410647,0.35000000000000003,132046,0.0,0.0,16,0,0,7,4,4.0,16,23,10,101.0,90.0,7,5,10,554,0.732056199980434,22.095350078947376
25,10,0,0,0,10.000000000000002,20,10.0,2.3498325019733706,0,,17.158090108724295,22,11.590909090909092,29.00000000000001,8,29.0,0,1.3430000000000002,12133,247,0,0.0,2470.0000000000005,False,-0.1991852872461511,0,1.4510000000000003,11894,273,0,0.0,2730.0000000000005,False,-0.20571497034685196,0,0.2,27167,0,68,0.1,1166.7501273932521,False,0.058245626499509026,17,4.204000000000001,16388,119,0,0.0,279.6300677348311,False,-0.36972066377350354,0,0.389,30488,285,21,1.0,5499.055680986424,False,-0.012668493331356626,0,0.2,33460,0,10,0.0,290.0000000000001,False,-0.0017526140684410647,0.18333333333333335,131530,0.0,0.0,13,0,0,7,3,3.0,17,24,11,106.0,54.0,7,3,11,492,0.7060368929523975,22.801386971899774
26,11,0,0,0,10.000000000000002,20,10.0,2.3157653158143354,6,1.8333333333333333,16.802481676864303,14,11.642857142857142,29.000000000000007,13,29.0,4,1.3830000000000002,11976,257,0,0.0,2570.0000000000005,False,-0.20559515964775654,2,1.4710000000000003,11766,283,0,0.0,2830.0000000000005,False,-0.21038758761157372,0,0.2,27204,0,70,0.6,1176.1737173805013,False,0.05983628336537584,10,4.287,16213,119,0,0.0,275.5760725819059,False,-0.37647149310563427,0,0.38900000000000007,30702,289,18,1.0,5377.917204613784,False,-0.008110782963792437,0,0.2,33460,0,10,0.0,290.00000000000006,False,-0.0017526140684410647,0.26666666666666666,131321,0.0,0.0,15,0,0,6,5,5.0,19,25,12,103.0,72.0,7,4,12,625,0.7494095879956149,23.55079655989539
27,12,0,0,0,10.000000000000002,20,10.0,2.3157653158143354,0,,16.350103068373148,24,12.666666666666666,29.000000000000007,10,29.0,0,1.3790000000000002,11886,266,0,0.0,2660.0000000000005,False,-0.2082909003774037,0,1.4690000000000003,11656,294,0,0.0,2940.0000000000005,False,-0.21368238183669802,0,0.2,27297,0,64,0.0,1046.4065963758815,False,0.06090848866216459,18,4.457000000000001,15817,119,0,0.0,275.5760725819059,False,-0.3915727401025454,0,0.389,30688,303,18,1.0,5476.081229717064,False,-0.007068660442652934,0,0.2,33460,0,10,0.0,290.00000000000006,False,-0.0017526140684410647,0.16666666666666666,130804,0.0,0.0,16,0,0,14,4,4.0,15,29,17,118.0,54.0,9,3,17,583,0.8789317249902524,24.42972828488564
28,17,0,0,0,10.000000000000002,20,10.0,2.336089024606033,1,4.0,16.038475937299577,14,11.642857142857142,29.000000000000007,12,29.0,0,1.3790000000000002,11776,277,0,0.0,2770.0000000000005,False,-0.21158569460252802,1,1.4790000000000003,11554,303,0,0.0,3030.0000000000005,False,-0.21709698676091774,0,0.2,27341,0,61,0.1,978.3470321752742,False,0.061288697558923,10,4.539000000000001,15642,119,0,0.0,277.9945939281179,False,-0.3982001564670687,0,0.38900000000000007,30873,307,16,1.0,5387.81211275097,False,-0.002884206975538175,0,0.2,33460,0,10,0.0,290.00000000000006,False,-0.0017526140684410647,0.18333333333333335,130646,0.0,0.0,15,0,0,14,3,3.0,15,29,15,189.0,72.0,13,4,15,596,0.9857640929985791,25.41549237788422
29,15,0,0,0,10.000000000000002,20,10.0,2.351967371474209,8,2.5,16.08272043564305,7,17.285714285714285,29.000000000000007,0,,0,1.379,11686,286,0,0.0,2860.0000000000005,False,-0.21428143533217517,8,1.5580000000000003,11328,314,0,0.0,3140.0000000000005,False,-0.22734080153357694,0,0.2,27387,0,67,0.8,1077.5422691880844,False,0.06493426131998782,5,4.579000000000001,15567,119,0,0.0,279.88411720543087,False,-0.401024213148659,0,0.38900000000000007,30785,303,26,1.0,5627.0642919998445,False,-0.0019447437618843578,0,0.2,33427,0,11,0.1,319.00000000000006,False,-0.0023021625475285173,0.3166666666666667,130180,0.0,0.0,11,0,0,9,3,3.0,11,20,8,166.0,72.0,11,4,8,266,0.7744452899787575,26.189937667862978
30,8,0,0,0,10.000000000000002,20,10.0,2.265946351232799,9,1.5555555555555556,17.21834379611611,61,20.524590163934427,29.000000000000007,2,29.0,9,1.469,11466,294,0,0.0,2940.0000000000005,False,-0.2250643982507638,0,1.5500000000000005,11208,326,0,0.0,3260.0000000000005,False,-0.23093512250643983,0,0.2,27373,0,76,0.9,1308.5941285048243,False,0.06880589803807392,61,5.184000000000001,14691,119,0,0.0,269.64761579670306,False,-0.4346251836975803,0,0.38900000000000007,29533,354,36,1.0,7139.293703825103,False,-0.016675176689860138,0,0.2,33485,0,9,0.0,261.00000000000006,False,-0.001440708174904943,0.31666666666666665,127756,0.0,0.0,9,0,0,6,5,5.0,10,16,9,100.0,36.0,6,2,9,258,0.4491932949749753,26.639130962837953
31,9,0,0,0,10.000000000000002,20,10.0,2.2338979950602402,6,1.8333333333333333,17.008430328910123,9,12.0,29.000000000000007,2,29.0,6,1.5200000000000002,11311,301,0,0.0,3010.0000000000005,False,-0.23225304019648954,0,1.5500000000000003,11078,339,0,0.0,3390.0000000000005,False,-0.23482897022704127,0,0.2,27362,0,82,0.6,1394.69128697063,False,0.0700280533686197,9,5.213000000000002,14541,119,0,0.0,265.8338614121686,False,-0.44041807075063555,0,0.389,29425,353,46,1.0,7337.975906105274,False,-0.016932392078997216,0,0.2,33543,0,7,0.0,203.00000000000006,False,-0.0005792538022813688,0.26666666666666666,127260,0.0,0.0,8,0,0,9,4,4.0,7,16,8,116.0,36.0,7,2,8,258,0.5126373709645122,27.151768333802465
32,8,0,0,0,10.000000000000002,20,10.0,2.4528645996371634,31,2.967741935483871,17.008430328910123,0,,29.000000000000007,0,,30,1.8140000000000003,10861,307,0,0.0,3070.0000000000005,False,-0.25741328700652966,1,1.5600000000000003,10924,353,0,0.0,3530.0000000000005,False,-0.2398610195890493,0,0.2,27360,0,83,0.1,1411.6997172995402,False,0.0702760881153861,0,5.2040000000000015,14451,149,0,0.0,365.47682534593736,False,-0.4419502569243424,0,0.38900000000000007,29425,343,56,1.0,7457.891602816173,False,-0.01515132481558673,0,0.2,33543,0,7,0.0,203.00000000000006,False,-0.0005792538022813688,0.18333333333333335,126564,0.0,0.0,10,0,0,3,2,2.0,3,6,7,84.0,36.0,6,2,7,200,0.6242027650005184,27.775971098802984
33,7,0,0,0,10.000000000000002,20,10.0,2.5157931358102346,39,2.6666666666666665,17.008430328910123,0,,29.000000000000007,0,,30,2.084,10381,316,0,0.0,3160.0000000000005,False,-0.28347211405978556,9,1.6490000000000002,10674,364,0,0.0,3640.0000000000005,False,-0.2515425627508536,0,0.2,27346,0,92,0.9,1564.7755902597314,False,0.07266093868473734,0,5.204000000000001,14361,179,0,0.0,450.326971310032,False,-0.4437645011762569,0,0.389,29425,333,66,1.0,7577.807299527072,False,-0.013370257552176246,0,0.2,33543,0,7,0.0,203.00000000000006,False,-0.0005792538022813688,0.31666666666666665,125730,0.0,0.0,9,0,0,2,3,3.0,4,6,10,80.0,18.0,6,1,10,200,0.6410293260123581,28.417000424815342
34,10,0,0,0,10.000000000000002,20,10.0,2.50313600509714,3,2.0,16.472716058148535,23,11.782608695652174,29.000000000000007,0,,3,2.084,10229,327,0,0.0,3270.0000000000005,False,-0.28928293296591384,0,1.6400000000000006,10584,373,0,0.0,3730.0000000000005,False,-0.2542383034805008,0,0.2,27448,0,86,0.3,1416.653581000774,False,0.07372637724518127,14,5.344000000000001,14086,179,0,0.0,448.06134491238805,False,-0.4542946774794572,0,0.38900000000000007,29154,346,76,1.0,7903.559756119394,False,-0.01658210913558421,0,0.2,33543,0,7,0.0,203.00000000000006,False,-0.0005792538022813688,0.21666666666666667,125044,0.0,0.0,10,0,0,3,4,4.0,4,7,12,88.0,54.0,7,3,12,308,0.7771970109897666,29.19419743580511
35,12,0,0,0,10.0,20,10.0,2.4854864780394665,4,2.0,16.340276105864177,11,13.909090909090908,29.000000000000007,0,,4,2.1210000000000004,10083,336,0,0.0,3360.0,False,-0.295333373270233,0,1.6400000000000003,10474,384,0,0.0,3840.0,False,-0.2575330977056251,0,0.2,27533,0,84,0.4,1372.583192892591,False,0.07612750625200379,5,5.380000000000001,14016,179,0,0.0,444.9020795690645,False,-0.45702432826966666,0,0.389,29034,346,86,1.0,8147.735532629005,False,-0.016520087740182203,0,0.2,33510,0,8,0.1,232.00000000000006,False,-0.0011288022813688212,0.25,124650,0.0,0.0,10,0,0,3,2,2.0,6,9,15,123.0,54.0,9,3,15,293,0.9542911229655147,30.148488558770623
36,15,0,0,0,10.0,20,10.0,2.3071650123363074,14,1.0,16.183623392582255,11,13.454545454545455,29.000000000000007,0,,4,2.1570000000000005,9943,344,0,0.0,3440.0,False,-0.3013239082250045,10,1.7400000000000004,10189,396,0,0.0,3960.0,False,-0.2710118013538609,0,0.2,27552,4,93,1.0,1514.3056355594952,False,0.07955431559240926,10,5.475000000000001,13841,179,0,0.0,412.982537208199,False,-0.46430647642893264,0,0.38900000000000007,28886,347,96,1.0,8399.717317226045,False,-0.017173875397664393,0,0.2,33510,0,8,0.0,232.00000000000006,False,-0.0011288022813688212,0.3333333333333333,123921,0.0,0.0,9,0,0,3,5,5.0,7,10,16,140.0,90.0,10,5,16,233,0.894854801998008,31.04334336076863
37,16,0,0,0,10.0,20,10.0,2.281543914632891,6,1.8333333333333333,17.170757399536154,35,22.314285714285713,29.000000000000007,0,,5,2.2030000000000003,9793,352,0,0.0,3520.0,False,-0.3079134966752531,1,1.7400000000000004,10054,408,0,0.0,4080.0,False,-0.2755047025699395,0,0.2,27574,0,102,1.0,1751.4172547526878,False,0.08491433578829063,34,5.8050000000000015,13705,179,0,0.0,408.3963607192875,False,-0.4695802089631375,0,0.38900000000000007,28105,372,106,1.0,9461.52175262745,False,-0.024603110850946856,0,0.2,33510,0,8,0.0,232.00000000000006,False,-0.0011288022813688212,0.3333333333333333,122741,0.0,0.0,10,0,0,7,3,3.0,4,11,16,169.0,90.0,11,5,16,233,0.8625832929974422,31.905926653766073
38,16,0,0,0,10.0,20,10.0,2.2776559302599453,5,2.2,17.57219601938353,48,19.208333333333332,29.000000000000007,0,,3,2.228,9684,359,0,0.0,3590.0,False,-0.312346492541784,2,1.7590000000000006,9894,421,0,0.0,4210.0,False,-0.28119571077697236,0,0.2,27596,0,106,0.5,1862.6527780546542,False,0.08787424737929782,47,6.2410000000000005,12785,179,0,0.0,407.7004115165302,False,-0.5046771839317292,0,0.38900000000000007,27183,410,116,1.0,10568.600367947249,False,-0.03554835480116372,0,0.2,33510,0,8,0.0,232.00000000000006,False,-0.0011288022813688212,0.25,120652,0.0,0.0,7,0,0,6,6,6.0,4,10,13,158.0,108.0,10,6,13,233,0.8492303400416858,32.75515699380776
39,13,0,0,0,10.0,20,10.0,2.2776559302599453,0,,17.22588056187908,13,11.384615384615385,29.000000000000007,0,,0,2.2250000000000005,9644,363,0,0.0,3630.0,False,-0.3135445995327383,0,1.7570000000000001,9734,437,0,0.0,4370.0,False,-0.28598813874078954,0,0.2,27684,0,98,0.0,1688.1362950641499,False,0.08790253394089442,5,6.2440000000000015,12715,179,0,0.0,407.7004115165302,False,-0.507346596279668,0,0.389,27035,413,126,1.0,10768.28867205606,False,-0.036978839828064644,0,0.2,33510,0,8,0.0,232.00000000000006,False,-0.0011288022813688212,0.16666666666666666,120322,0.0,0.0,10,0,0,4,1,1.0,5,9,10,137.0,72.0,9,4,10,288,0.6855316440341994,33.44068863784196
40,10,0,0,0,9.999999999999998,20,10.0,2.3070255065694307,4,3.0,16.912099614902708,16,12.8125,29.000000000000007,0,,4,2.2650000000000006,9492,373,0,0.0,3729.9999999999995,False,-0.31965494518660514,0,1.7570000000000001,9634,447,0,0.0,4469.999999999999,False,-0.2889834062181753,0,0.2,27760,0,96,0.4,1623.56156303066,False,0.08956949172540625,10,6.339000000000001,12532,179,0,0.0,412.9575656759281,False,-0.5142249634733644,0,0.38900000000000007,26830,419,136,1.0,11030.169738644236,False,-0.039178800222132854,0,0.2,33510,0,8,0.0,232.00000000000006,False,-0.0011288022813688212,0.2333333333333333,119758,0.0,0.0,10,0,0,4,4,4.0,4,8,12,136.0,36.0,8,2,12,288,0.5920452249702066,34.032733862812165
41,12,0,0,0,9.999999999999998,20,10.0,2.3002435538683663,2,2.0,16.847494727143886,6,14.666666666666666,29.000000000000007,0,,0,2.261000000000001,9422,380,0,0.0,3799.9999999999995,False,-0.3217516324207752,2,1.7770000000000001,9476,460,0,0.0,4599.999999999999,False,-0.29455460372611275,0,0.2,27789,0,97,0.2,1634.206988532957,False,0.09087836991444447,5,6.379000000000001,12457,179,0,0.0,411.7435961424376,False,-0.5171081951694612,0,0.389,26775,414,146,1.0,11208.86281703757,False,-0.038158525174703334,0,0.2,33477,0,9,0.1,261.00000000000006,False,-0.0016783507604562738,0.21666666666666667,119396,0.0,0.0,10,0,0,5,2,2.0,3,8,14,94.0,72.0,8,4,14,233,2.4043959250557236,36.43712978786789
42,14,0,0,0,9.999999999999998,20,10.0,2.2179577641229584,17,1.8235294117647058,16.33572996021013,21,11.761904761904763,29.000000000000007,0,,14,2.4010000000000007,9126,390,0,0.0,3899.999999999999,False,-0.33648834840951297,3,1.8050000000000006,9330,470,0,0.0,4699.999999999999,False,-0.30030551728269334,0,0.2,27813,7,102,1.0,1681.7701602902941,False,0.09270049499085338,16,6.534000000000002,12132,179,0,0.0,397.01443977800955,False,-0.529782739583991,0,0.38900000000000007,26528,425,156,1.0,11466.685233089305,False,-0.04166639090587421,0,0.2,33477,0,9,0.0,261.00000000000006,False,-0.0016783507604562738,0.3333333333333333,118406,0.0,0.0,9,0,0,4,6,6.0,5,9,16,116.0,90.0,9,5,16,255,1.0407696929760277,37.47789948084392
43,16,0,0,0,9.999999999999998,20,10.0,2.2043703927534417,1,1.0,16.091274097024993,10,11.5,29.000000000000004,4,29.0,0,2.387000000000001,9006,402,0,0.0,4019.999999999999,False,-0.34008266938237586,1,1.8120000000000005,9235,478,0,0.0,4779.999999999999,False,-0.30360031150781763,0,0.2,27812,0,110,0.8,1770.0401506727492,False,0.09434542483073544,10,6.618000000000001,11957,179,0,0.0,394.5823003028661,False,-0.5365026446191727,0,0.389,26529,425,162,1.0,11536.791491235623,False,-0.040595421054604015,0,0.2,33477,0,9,0.0,261.00000000000006,False,-0.0016783507604562738,0.3,118016,0.0,0.0,12,0,0,9,3,3.0,3,12,18,176.0,72.0,12,4,18,316,1.1932086810120381,38.671108161855955
44,18,0,0,0,9.999999999999998,20,10.0,2.2043703927534417,0,,16.40801897838699,26,18.576923076923077,29.000000000000004,11,29.0,0,2.3870000000000005,8886,414,0,0.0,4139.999999999999,False,-0.34367699035523874,0,1.8110000000000002,9155,486,0,0.0,4859.999999999999,False,-0.3059965254897262,0,0.2,28175,0,94,0.0,1542.3537839683772,False,0.10384688601548979,10,6.708000000000001,11787,179,0,0.0,394.5823003028661,False,-0.5429855031784527,0,0.38900000000000007,26365,441,161,1.0,11904.936369468665,False,-0.03999916276335757,0,0.2,33477,0,9,0.0,261.00000000000006,False,-0.0016783507604562738,0.16666666666666666,117845,0.0,0.0,15,0,0,11,2,2.0,4,15,16,231.0,54.0,15,3,16,882,1.1874750880524516,39.858583249908406
45,16,0,0,0,10.0,20,10.0,2.1340832866829875,5,1.0,17.423347629889673,58,20.637931034482758,29.000000000000004,8,29.0,0,2.3870000000000005,8776,425,0,0.0,4250.0,False,-0.34697178458036304,5,1.8610000000000009,8990,495,0,0.0,4950.0,False,-0.313185167435452,0,0.2,28203,0,98,0.5,1707.4880677291878,False,0.10806330449851634,57,7.268000000000001,10968,179,0,0.0,382.00090831625477,False,-0.5744575199573608,0,0.38900000000000007,25400,489,163,1.0,13247.016991016051,False,-0.04873133033780823,0,0.2,33477,0,9,0.0,261.00000000000006,False,-0.0016783507604562738,0.25,115814,0.0,0.0,14,0,0,7,4,4.0,6,13,16,193.0,54.0,13,3,16,465,1.1214464369695634,40.98002968687797
46,16,0,0,0,10.0,20,10.0,2.0155483939093513,9,1.0,17.207819846516006,9,12.0,29.000000000000004,0,,9,2.4770000000000008,8551,433,0,0.0,4330.0,False,-0.35805427424669023,0,1.8560000000000005,8870,507,0,0.0,5070.0,False,-0.3167794884083149,0,0.2,28194,0,107,0.9,1841.2367235772126,False,0.11027031086407373,9,7.301000000000002,10818,179,0,0.0,360.7831625097739,False,-0.5805822529361672,0,0.38900000000000007,25292,488,173,1.0,13414.416085099812,False,-0.04945318314668762,0,0.2,33477,0,9,0.0,261.00000000000006,False,-0.0016783507604562738,0.31666666666666665,115202,0.0,0.0,8,0,0,11,4,4.0,2,13,16,199.0,54.0,13,3,16,200,1.126543742022477,42.10657342890045
47,16,0,0,0,10.0,20,10.0,1.9899989775424787,2,1.0,17.361275231294243,2,33.0,29.000000000000004,0,,2,2.488000000000001,8411,444,0,0.0,4440.0,False,-0.363146228958246,0,1.8560000000000005,8780,516,0,0.0,5160.0,False,-0.319475229137962,0,0.2,28258,0,107,0.2,1857.656449748484,False,0.11302399515212766,0,7.292000000000002,10818,179,0,0.0,356.2098169801037,False,-0.5806694539720836,0,0.389,25259,479,183,1.0,13623.050835789945,False,-0.04733467746272063,0,0.2,33444,0,10,0.1,290.00000000000006,False,-0.002227899239543726,0.21666666666666667,114970,0.0,0.0,10,0,0,10,1,1.0,3,13,16,194.0,54.0,13,3,16,266,1.1801521049928851,43.28672553389333
48,16,0,0,0,10.0,20,10.0,1.9375814133504572,4,1.0,16.75229273122464,25,12.24,29.000000000000004,0,,4,2.5260000000000007,8261,453,0,0.0,4530.0,False,-0.369436290660756,0,1.8560000000000003,8670,527,0,0.0,5270.0,False,-0.3227700233630863,0,0.2,28342,0,105,0.4,1758.990736778587,False,0.11434600802308251,19,7.482000000000002,10412,179,0,0.0,346.82707298973185,False,-0.5963309485377392,0,0.38900000000000007,24953,494,193,1.0,13872.632609224973,False,-0.052717552738459884,0,0.2,33444,0,10,0.0,290.00000000000006,False,-0.002227899239543726,0.2333333333333333,114082,0.0,0.0,11,0,0,8,4,4.0,3,11,12,156.0,60.0,11,5,12,288,0.9947363840183243,44.281461917911656
49,12,0,0,0,10.0,20,10.0,2.010357380141995,5,3.0,16.42489533847893,14,12.0,29.000000000000004,7,29.0,5,2.572000000000001,8096,463,0,0.0,4630.0,False,-0.3763254058587432,0,1.8560000000000005,8570,537,0,0.0,5370.0,False,-0.32576529084047207,0,0.2,28411,0,103,0.5,1691.7642198633298,False,0.11569546237774726,7,7.533000000000002,10314,179,0,0.0,359.85397104541715,False,-0.5998197389496737,0,0.389,24988,498,196,1.0,13863.597878562508,False,-0.051812056223822116,0,0.2,33444,0,10,0.0,290.00000000000006,False,-0.002227899239543726,0.25,113823,0.0,0.0,14,0,0,3,2,2.0,4,7,14,122.0,90.0,7,5,14,487,0.6516975980484858,44.93315951596014
50,14,0,0,0,10.0,20,10.0,2.010357380141995,0,,16.307145311505522,5,12.0,29.000000000000004,13,29.0,0,2.5670000000000006,7966,476,0,0.0,4760.0,False,-0.38021925357934466,0,1.8560000000000005,8500,544,0,0.0,5440.0,False,-0.32786197807464207,0,0.2,28411,0,103,0.0,1679.6359670850688,False,0.1154642101797099,5,7.576000000000001,10244,179,0,0.0,359.85397104541715,False,-0.6024891512976125,0,0.38900000000000007,25305,493,193,1.0,13636.422638572223,False,-0.04576962573413407,0,0.2,33444,0,10,0.0,290.00000000000006,False,-0.002227899239543726,0.16666666666666666,113870,0.0,0.0,15,0,0,4,1,1.0,3,7,12,86.0,96.0,7,7,12,577,0.738063370983582,45.671222886943724
51,12,0,0,0,10.000000000000002,20,10.0,1.9523684871945841,4,1.0,16.112586659727633,8,12.0,29.000000000000004,11,29.0,1,2.577000000000001,7851,486,0,0.0,4860.000000000001,False,-0.3841131012999461,3,1.8860000000000001,8355,554,0,0.0,5540.000000000001,False,-0.33355298628167496,0,0.2,28407,0,107,0.4,1724.0467725908568,False,0.11615846342124966,8,7.651000000000002,10132,179,0,0.0,349.47395920783055,False,-0.6069581291383932,0,0.389,25528,491,192,1.0,13479.280049926268,False,-0.041479324353519094,0,0.2,33444,0,10,0.0,290.00000000000006,False,-0.002227899239543726,0.2333333333333333,113717,0.0,0.0,15,0,0,7,4,4.0,3,10,12,168.0,36.0,10,2,12,519,0.5900189719977789,46.2612418589415
52,12,0,0,0,10.000000000000002,20,10.0,2.057546567410828,7,3.0,15.869804088357178,10,12.0,29.000000000000004,12,29.0,4,2.6160000000000005,7729,493,0,0.0,4930.000000000001,False,-0.38932486671059724,3,1.9130000000000005,8186,567,0,0.0,5670.000000000001,False,-0.33978314263463727,0,0.2,28446,0,109,0.7,1729.8086456309325,False,0.11775557040824719,5,7.693000000000001,10062,179,0,0.0,368.3008355665382,False,-0.6092685650847245,0,0.38900000000000007,25756,491,190,1.0,13302.073807383375,False,-0.03733849501866418,0,0.2,33444,0,10,0.0,290.00000000000006,False,-0.002227899239543726,0.2833333333333333,113623,0.0,0.0,13,0,0,7,4,4.0,2,9,8,130.0,24.0,9,3,8,608,0.5434652090189047,46.80470706796041
53,8,0,0,0,10.000000000000002,20,10.0,2.0248817750019676,2,1.0,15.440965503104637,19,12.0,29.0,10,29.0,2,2.632000000000001,7589,504,0,0.0,5040.000000000001,False,-0.394416821422153,0,1.9100000000000006,8096,576,0,0.0,5760.000000000001,False,-0.34247888336428445,0,0.2,28504,0,106,0.2,1636.7423433290915,False,0.1181928525212426,14,7.828000000000001,9792,179,0,0.0,362.45383772535223,False,-0.6196763559141717,0,0.38900000000000007,25818,500,190,1.0,13230.482751552317,False,-0.036560082706268995,0,0.2,33444,0,10,0.0,290.0,False,-0.002227899239543726,0.19999999999999998,113243,0.0,0.0,13,0,0,5,4,4.0,3,8,3,143.0,0.0,8,0,3,550,0.39281186601147056,47.19751893397188
