index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,19,0,0,0,10.000000000000002,20,10.0,35.492217412843026,28,33.25,5.7641970430558995,11,10.363636363636363,44.99999999999999,20,45.0,0,0.2,66347,7,40,1.0,1489.688696513721,False,0.13325075331075883,0,0.2,63509,8,113,1.0,4090.620567651262,False,0.1072802101891058,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,11,4.360000000000001,57279.0,510,0,0.0,18101.030880549944,False,-0.3051881815105697,4,1.3470000000000002,150460,0,2,0.2,89.99999999999999,False,0.03763633605890545,0,0.56,154726,2,10,1.0,461.52839408611175,False,0.06832842130801992,0.5333333333333333,587857,0.0,0.0,18,0,0,15,5,4.75,12,27,21,96.0,21.0,12,7,21,1806,1.434764925390482,69.64732106216252
34,21,0,0,0,10.000000000000002,20,10.0,35.492217412843026,0,,5.9420135517343144,13,7.384615384615385,44.99999999999999,20,45.0,0,0.2,66237,8,50,1.0,1854.6108706421512,False,0.13447469613568697,0,0.2,63419,7,123,1.0,4435.542741779692,False,0.10867306337330629,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,13,4.479000000000001,56828.0,510,0,0.0,18101.030880549944,False,-0.30991247548526174,13,1.473,150281,0,0,0.0,0.0,False,0.036091998400507426,0,0.56,154855,5,15,1.0,704.7100677586715,False,0.07005608588916167,0.5,587156,0.0,0.0,9,0,0,14,8,7.333333333333334,11,25,19,126.0,30.0,11,10,19,425,1.512104851193726,71.15942591335624
35,19,0,0,0,10.0,20,10.0,35.580358681137156,10,37.0,5.401452948595424,24,3.0,44.999999999999986,20,45.0,0,0.2,66137,8,60,1.0,2214.8215208682295,False,0.13582775806013397,0,0.2,63689,7,123,1.0,4446.38411777987,False,0.11332520410941907,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,24,4.706000000000001,55325.0,520,0,0.0,18501.78651419132,False,-0.32355764207349724,6,1.5200000000000002,150159,7,10,1.0,487.8101706401678,False,0.03693245649876653,0,0.56,155465,2,11,1.0,505.80290589719067,False,0.07357597902009433,0.6666666666666666,586311,0.0,0.0,13,0,0,14,6,6.0,11,25,19,107.0,27.0,10,9,19,1200,1.5572972316294909,72.71672314498574
36,19,0,0,0,10.0,20,10.0,35.57661341396614,1,35.0,5.303481245983631,5,3.0,44.99999999999999,20,45.0,0,0.2,66027,9,70,1.0,2580.36293897763,False,0.13705693072122724,0,0.2,63634,6,132,1.0,4756.112970643531,False,0.11501201772413164,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,4.732000000000001,55120.0,521,0,0.0,18535.415588676362,False,-0.32552891357644576,0,1.5140000000000002,150549,2,11,1.0,505.6069624919672,False,0.039682607457261806,0,0.56,155960,0,2,0.2,89.99999999999999,False,0.07555534106421412,0.5333333333333333,586826,0.0,0.0,14,0,0,12,1,1.0,10,22,19,116.0,27.0,10,9,19,1135,1.4807257829234004,74.19744892790914
37,19,0,0,0,10.0,20,10.0,35.76861286222806,12,38.0,4.917965724399966,18,2.5555555555555554,44.99999999999999,20,45.0,0,0.2,65907,11,80,1.0,2971.4890289782447,False,0.1383332688290986,0,0.2,64010,4,130,1.0,4689.919672089648,False,0.12080401054076363,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,18,4.907000000000002,53881.0,533,0,0.0,19064.670655567556,False,-0.335735614181432,0,1.5140000000000002,150909,0,5,0.2,224.99999999999997,False,0.04119727534713125,10,0.6600000000000001,155844,8,10,1.0,489.3437257951997,False,0.07613220538930827,0.5333333333333333,586087,0.0,0.0,11,0,0,10,7,6.333333333333334,13,23,20,76.0,43.0,7,12,20,1016,2.4812472397461534,76.67869616765529
38,20,0,0,0,10.0,20,10.0,35.94925171288504,32,36.71875,4.988072690457569,8,6.0,44.99999999999999,20,45.0,0,0.2,66354,13,74,1.0,2790.244626753493,False,0.14435285903377784,0,0.2,64538,2,124,1.0,4477.707212397744,False,0.1279302333699115,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,8,4.969000000000001,52458.0,565,0,0.0,20311.327217780046,False,-0.34411229773642393,6,1.5740000000000003,151056,0,0,0.0,0.0,False,0.04143513092398274,0,0.6500000000000001,156201,6,11,1.0,524.9284361427453,False,0.07871616051508742,0.5,586143,0.0,0.0,14,0,0,8,4,3.333333333333333,12,20,21,86.0,65.0,7,13,21,1915,1.3866201285272837,78.06531629618257
39,21,0,0,0,10.0,20,10.0,36.05115836672414,11,37.45454545454545,4.902472251093913,5,3.0,44.99999999999999,20,45.0,0,0.2,66586,14,75,1.0,2843.8368775043105,False,0.14872419368532258,0,0.2,64518,1,132,1.0,4768.752904407586,False,0.13005044427146928,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,5.011000000000001,51876.0,576,0,0.0,20765.467219233105,False,-0.3478302437608255,9,1.6580000000000004,150907,0,5,0.5,224.99999999999997,False,0.04118348661803842,0,0.6500000000000001,156696,0,6,0.6,269.99999999999994,False,0.08125008617955683,0.5166666666666667,586119,0.0,0.0,13,0,0,8,4,4.0,19,27,17,143.0,24.0,13,8,17,1107,1.528559540398419,79.59387583658099
40,17,0,0,0,9.999999999999998,20,10.0,36.21511752139072,28,37.07142857142857,4.9230806567202245,2,6.0,44.99999999999999,20,45.0,0,0.2,67046,15,70,1.0,2685.05822649735,False,0.15515310226253187,0,0.2,64896,0,129,1.0,4671.750160259402,False,0.13561601743373983,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,2,5.026000000000001,50776.0,604,0,0.0,21873.930982919992,False,-0.35354724826678124,5,1.6990000000000003,151075,0,0,0.0,0.0,False,0.04156612385036471,4,0.6900000000000002,156918,0,2,0.2,89.99999999999999,False,0.08216014229968424,0.3666666666666667,586247,0.0,0.0,16,0,0,3,4,3.8,18,21,17,57.0,42.0,6,11,17,1688,1.3706458117812872,80.96452164836228
41,17,0,0,0,9.999999999999998,20,10.0,36.125761138933,16,35.25,4.819621571245288,6,3.1666666666666665,44.99999999999999,20,45.0,0,0.2,67446,14,66,1.0,2524.300235169578,False,0.16055183212987173,0,0.2,64860,1,137,1.0,4959.229276033821,False,0.13743585017679694,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,6,5.0840000000000005,50001.0,620,0,0.0,22397.97190613846,False,-0.3589207873850956,13,1.8240000000000003,150814,0,5,0.5,224.99999999999997,False,0.04054231071522138,5,0.7360000000000002,156947,0,1,0.1,44.99999999999999,False,0.08220495566923597,0.43333333333333335,585604,0.0,0.0,10,0,0,7,8,7.666666666666667,15,22,19,102.0,29.0,10,7,19,809,1.5359473880380392,82.50046903640032
42,19,0,0,0,9.999999999999998,20,10.0,36.30058558704692,16,38.0,4.314137789223418,17,1.588235294117647,45.0,20,45.0,0,0.2,67336,15,76,1.0,2908.8445046155657,False,0.16194149371328778,0,0.2,65378,0,131,1.0,4755.376711903146,False,0.14446376629480887,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,17,5.248000000000001,48653.0,636,0,0.0,23087.17243336184,False,-0.36943155308094233,4,1.8510000000000004,150994,0,9,0.9,405.0,False,0.042403789142754715,10,0.8310000000000002,156822,0,8,0.8,360.0,False,0.0824290225169946,0.6166666666666667,584719,0.0,0.0,11,0,0,4,7,7.0,21,25,16,130.0,27.0,10,9,16,1078,1.4499905556440353,83.95045959204435
43,16,0,0,0,9.999999999999998,20,10.0,36.298651042341696,1,36.0,4.149588050978567,14,3.0,45.0,20,45.0,0,0.2,67252,17,85,1.0,3255.385338599044,False,0.1634493635339344,0,0.2,65298,0,139,0.8,5045.5124948854955,False,0.1455628303876958,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,14,5.371000000000001,48058.0,637,0,0.0,23122.24071397166,False,-0.37548059627727903,2,1.8670000000000002,151341,3,10,1.0,462.4487641529357,False,0.044994170001768204,1,0.8310000000000002,157171,0,1,0.1,45.0,False,0.08374929332763399,0.48333333333333334,584656,0.0,0.0,11,0,0,5,5,3.8666666666666667,19,24,17,84.0,24.0,8,8,17,776,1.322087099775672,85.27254669182003
44,17,0,0,0,9.999999999999998,20,10.0,35.8175989679893,4,19.0,4.2194039899296625,9,5.0,45.0,20,45.0,0,0.2,67228,17,91,1.0,3429.401506087026,False,0.16451363534016025,0,0.2,65198,0,149,1.0,5336.822246230406,False,0.14633398853293256,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,9,5.447000000000001,47664.0,641,0,0.0,22959.08093848114,False,-0.3804623683352827,0,1.8650000000000002,151701,0,5,0.3,225.0,False,0.046657612067895704,11,0.9400000000000002,156992,0,9,0.9,405.0,False,0.0837561876921804,0.5333333333333333,584319,0.0,0.0,13,0,0,5,5,5.0,18,23,21,79.0,39.0,8,9,21,681,1.537257282063365,86.80980397388339
45,21,0,0,0,10.0,20,10.0,35.79787591592957,22,35.68181818181818,4.175308809414432,2,2.0,45.00000000000001,20,45.0,0,0.2,67688,15,86,1.0,3228.6173287699435,False,0.17058778549034623,0,0.2,65323,2,152,1.0,5461.277139221295,False,0.14949645405825118,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,2,5.458000000000001,46809.0,663,0,0.0,23733.991732261307,False,-0.38535996955783697,6,1.9250000000000003,151850,0,2,0.2,90.00000000000001,False,0.047219502778428915,0,0.9290000000000003,157397,0,0,0.0,0.0,False,0.08515229651283042,0.3666666666666667,584603,0.0,0.0,14,0,0,6,3,2.6666666666666665,20,26,23,118.0,41.0,10,11,23,1525,1.4682706529274583,88.27807462681085
46,23,0,0,0,10.0,20,10.0,35.80663070068176,1,37.0,4.2084035803975315,24,4.333333333333333,45.00000000000001,20,45.0,0,0.2,67538,20,96,1.0,3637.436547265449,False,0.1715068201549368,0,0.2,65310,0,158,0.7,5657.447650707718,False,0.15093363216988756,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,24,5.696000000000001,45643.0,664,0,0.0,23775.602785252686,False,-0.3973560568106685,8,1.9990000000000003,151788,3,10,1.0,462.62521074119263,False,0.048076559197569,10,1.0290000000000001,157163,1,10,1.0,454.2084035803976,False,0.08510475436613356,0.6166666666666667,582978,0.0,0.0,9,0,0,4,13,12.5,21,25,28,136.0,48.0,11,12,28,237,1.565167902968824,89.84324252977967
47,28,0,0,0,10.0,20,10.0,35.398933992385786,16,32.25,4.2084035803975315,0,,45.0,20,45.0,0,0.2,67954,20,90,1.0,3385.9040593147206,False,0.17640916895524486,0,0.2,65210,0,168,1.0,5947.020910720812,False,0.1516901247463879,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,0,5.6720000000000015,45127.0,680,0,0.0,24071.275114822332,False,-0.40121262929050566,1,2.0010000000000003,152229,0,3,0.3,135.0,False,0.04998759014381644,0,1.0190000000000001,157568,0,2,0.1,90.0,False,0.08664147925485707,0.39999999999999997,583624,0.0,0.0,16,0,0,9,1,0.3333333333333333,21,30,23,163.0,62.0,16,12,23,1481,2.0935486406087875,91.93679117038846
48,23,0,0,0,10.0,20,10.0,35.19603175027896,28,34.285714285714285,4.3765266790487605,23,5.130434782608695,45.00000000000001,20,45.0,0,0.2,68292,21,86,1.0,3236.8587305239907,False,0.1808595740969545,0,0.2,65632,0,163,0.9,5736.953175295471,False,0.1570440110745694,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,23,5.902000000000002,43136.0,708,0,0.0,24918.790479197505,False,-0.41762973225929406,6,2.0600000000000005,152271,0,5,0.5,225.00000000000003,False,0.05058739985935496,9,1.1090000000000002,157418,8,10,1.0,485.0122134323901,False,0.0869690036727397,0.5666666666666667,582285,0.0,0.0,10,0,0,5,11,9.75,19,24,19,117.0,38.0,10,13,19,1160,1.4931092569604516,93.42990042734891
49,19,0,0,0,10.0,20,10.0,35.38515761857608,10,38.0,4.293679266489028,15,3.6666666666666665,45.00000000000001,20,45.0,0,0.2,68162,24,96,1.0,3636.975131383304,False,0.18204292967740918,0,0.2,65942,0,160,0.7,5661.625218972173,False,0.16164404860372097,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,15,6.029000000000001,42153.0,718,0,0.0,25406.543170137626,False,-0.42537216558002167,3,2.0840000000000005,152465,0,0,0.0,0.0,False,0.05114929056988817,2,1.12,157795,13,10,1.0,505.8178304643574,False,0.08963989986095562,0.45,582053,0.0,0.0,12,0,0,4,6,4.866666666666667,19,23,23,90.0,33.0,8,11,23,1030,1.5637333802878857,94.9936338076368
50,23,0,0,0,10.0,20,10.0,35.03708159716229,12,31.166666666666668,4.1601838644869185,9,2.4444444444444446,45.00000000000001,20,45.0,0,0.2,68118,22,103,1.0,3828.819404507716,False,0.18291994835150013,0,0.2,66160,2,161,1.0,5660.970137143129,False,0.16532076193050294,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,9,6.104000000000001,41428.0,730,0,0.0,25577.069565928472,False,-0.4320735064216434,9,2.1710000000000007,152319,0,4,0.4,180.00000000000003,False,0.05076320615528867,1,1.1280000000000001,158222,8,10,1.0,483.2814709158954,False,0.09250610658313875,0.5666666666666667,581783,0.0,0.0,12,0,0,2,7,6.25,20,22,23,72.0,54.0,7,16,23,889,1.5616895509883761,96.55532335862517
51,23,0,0,0,10.000000000000002,20,10.0,35.50253942245097,30,37.53333333333333,3.8661477256044607,15,1.6666666666666667,45.00000000000001,20,45.0,0,0.2,68596,25,97,1.0,3693.7463239777444,False,0.1898531013967007,0,0.2,66608,0,156,0.9,5538.396149902352,False,0.1718527452147893,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,15,6.245,39692.0,760,0,0.0,26981.92996106274,False,-0.44290030817343323,6,2.2220000000000004,152407,0,5,0.5,225.00000000000003,False,0.05152503343766805,0,1.127,158662,8,10,1.0,480.92918180483576,False,0.09553151821423832,0.5666666666666667,581501,0.0,0.0,16,0,0,3,5,4.333333333333334,20,23,25,120.0,67.0,9,14,25,1776,1.5567755959928036,98.11209895461798
52,25,0,0,0,10.000000000000002,20,10.0,35.59016653790784,9,37.0,3.7220375122154334,9,1.8888888888888888,45.00000000000001,20,45.0,0,0.2,68496,25,107,1.0,4058.147819556139,False,0.1912415571808536,0,0.2,66841,0,157,1.0,5587.656146451531,False,0.17620438277157863,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,9,6.320000000000001,39003.0,769,0,0.0,27368.83806765113,False,-0.4480912277526024,7,2.2860000000000005,152545,0,0,0.0,0.0,False,0.051700839733601754,0,1.127,159005,7,12,1.0,566.0542625855081,False,0.09818972692313312,0.5,581426,0.0,0.0,14,0,0,6,5,5.0,19,25,20,93.0,52.0,10,15,20,1118,1.5320734679698944,99.64417242258787
53,20,0,0,0,10.000000000000002,20,10.0,35.839856294244036,16,38.0,3.561343823566475,14,2.2857142857142856,45.0,20,45.0,0,0.2,68434,25,116,1.0,4407.423330132308,False,0.19314412555218735,0,0.2,67311,0,152,1.0,5447.658156725093,False,0.18296081412027332,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,14,6.451000000000001,37837.0,785,0,0.0,28134.28719098157,False,-0.4562961577611373,10,2.3790000000000004,152367,0,8,0.8,360.0,False,0.051714628462694597,0,1.1270000000000002,159431,3,12,1.0,550.6840314706994,False,0.10107374223167367,0.6333333333333333,580916,0.0,0.0,15,0,0,3,6,6.0,18,21,23,101.0,41.0,9,11,23,1258,1.5274658631533384,101.17163828574121
54,23,0,0,0,10.000000000000002,20,10.0,35.33993456455458,22,32.18181818181818,4.164087757988543,19,7.7368421052631575,45.0,20,45.0,0,0.2,68898,28,107,1.0,4061.37299840734,False,0.19805899192952506,0,0.2,67355,0,156,0.7,5513.029792070515,False,0.18425611702169237,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,19,6.627000000000002,36391.0,807,0,0.0,28519.32719359555,False,-0.46942655245120907,4,2.4090000000000007,152621,0,8,0.8,360.0,False,0.05346579705748521,0,1.1270000000000002,159708,4,14,1.0,646.6563510319542,False,0.10331431528974246,0.5833333333333334,580509,0.0,0.0,15,0,0,1,5,4.333333333333334,20,21,24,76.0,79.0,6,17,24,1538,1.4773172196000814,102.64895550534129
55,24,0,0,0,10.000000000000002,20,10.0,35.27489983728646,27,34.925925925925924,4.343255395463432,11,6.2727272727272725,44.99999999999999,20,45.0,0,0.2,69313,26,102,1.0,3858.039783403219,False,0.20335151751940966,0,0.2,67683,2,154,1.0,5452.334574942115,False,0.1892837742592616,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,11,6.718000000000001,35054.0,834,0,0.0,29419.26646429691,False,-0.4787183311808802,0,2.4050000000000007,152913,0,10,1.0,449.99999999999994,False,0.05578919790962867,0,1.127,160247,0,7,0.5,314.99999999999994,False,0.10588709788618783,0.5833333333333334,580746,0.0,0.0,17,0,0,8,3,3.0,18,26,17,171.0,57.0,13,11,17,2043,1.608600270934403,104.2575557762757
56,17,0,0,0,10.000000000000002,20,10.0,35.29110449934953,12,35.5,4.210454313034872,7,2.0,45.0,20,45.0,0,0.2,69659,24,100,1.0,3769.110449934953,False,0.20844476166693376,0,0.2,67563,4,164,1.0,5827.741137893323,False,0.19042735281905745,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,7,6.777000000000001,34383.0,846,0,0.0,29856.274406449702,False,-0.48345829628734555,1,2.4150000000000005,153354,0,0,0.0,0.0,False,0.05727838065165534,2,1.147,160528,0,7,0.7,315.0,False,0.10782441432373178,0.45,581023,0.0,0.0,13,0,0,5,4,3.25,18,23,18,111.0,41.0,8,9,18,1256,1.549497278407216,105.80705305468291
57,18,0,0,0,10.000000000000002,20,10.0,35.10455667240418,19,33.63157894736842,4.1403755153948545,27,3.8518518518518525,45.00000000000001,20,45.0,0,0.2,69680,23,107,1.0,3986.1875639472473,False,0.2106328020872866,0,0.2,67981,5,158,1.0,5596.51995423986,False,0.19553502317652705,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,27,7.040000000000002,32385.0,865,0,0.0,30365.441521629615,False,-0.5017208501548771,13,2.5440000000000005,153027,2,10,1.0,458.28075103078976,False,0.05660370072608267,0,1.1450000000000002,160815,5,10,1.0,470.7018775769743,False,0.11033982970084318,0.6666666666666666,579424,0.0,0.0,13,0,0,4,11,11.0,17,21,19,99.0,39.0,8,10,19,1154,1.5651145102456212,107.37216756492853
58,19,0,0,0,10.000000000000002,20,10.0,35.29508588316768,17,37.0,4.133913858746671,6,4.0,45.0,20,45.0,0,0.2,69570,24,117,1.0,4369.525048330618,False,0.21201227174577833,0,0.2,68520,4,151,1.0,5369.55796835832,False,0.2027224800124853,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,6,7.073000000000001,31543.0,882,0,0.0,31130.265748953894,False,-0.5065351035523659,0,2.5310000000000006,153387,0,4,0.2,180.0,False,0.05812638749086497,2,1.1650000000000003,161223,1,10,1.0,454.13391385874667,False,0.11309561764494966,0.5333333333333333,579779,0.0,0.0,14,0,0,5,3,2.5,18,23,23,120.0,37.0,9,10,23,1549,1.5385338766500354,108.91070144157857
59,23,0,0,0,10.000000000000002,20,10.0,35.453081160866226,33,36.18181818181818,4.565312715466073,6,13.0,45.0,20,45.0,0,0.2,70450,23,101,1.0,3810.761197247489,False,0.2221573332200014,0,0.2,68634,5,154,1.0,5509.774498773399,False,0.20583225933460628,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,6,7.127000000000001,30205.0,915,0,0.0,32439.569262192595,False,-0.5136932809111676,3,2.561000000000001,153462,0,6,0.6,270.0,False,0.058953711236435336,3,1.1930000000000003,161642,0,1,0.1,45.0,False,0.11457399721467672,0.45,579929,0.0,0.0,15,0,0,8,4,3.3333333333333335,22,30,26,137.0,39.0,14,9,26,1934,1.6015358846634626,110.51223732624203
60,26,0,0,0,10.000000000000002,20,10.0,35.56499693678575,13,37.0,4.393115768632801,13,2.923076923076923,44.99999999999999,20,45.0,0,0.2,70811,25,98,1.0,3735.369699805003,False,0.2276182769437783,0,0.2,68554,3,164,1.0,5862.659497632862,False,0.20746127305738601,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,13,7.251000000000002,29214.0,928,0,0.0,33004.31715733717,False,-0.5211162471856554,4,2.5980000000000008,153662,0,9,0.9,404.99999999999994,False,0.06079795375260262,9,1.2800000000000002,161549,0,4,0.4,179.99999999999997,False,0.11439819091874302,0.5499999999999999,579326,0.0,0.0,11,0,0,7,7,7.0,18,25,21,114.0,57.0,12,14,21,996,1.737537737004459,112.24977506324649
61,21,0,0,0,10.000000000000002,20,10.0,35.56499693678575,0,,4.616324344651144,18,6.0,44.99999999999999,20,45.0,0,0.2,70711,25,108,1.0,4091.0196691728606,False,0.22893282155611075,0,0.2,68454,3,174,1.0,6218.309467000719,False,0.2087758176697187,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,18,7.418000000000001,28471.0,928,0,0.0,33004.31715733717,False,-0.5288992858180195,3,2.6240000000000006,154040,0,0,0.0,0.0,False,0.06200791473049929,4,1.3110000000000002,161585,8,10,1.0,486.93059475720906,False,0.11570443374776691,0.5,578797,0.0,0.0,13,0,0,7,6,6.0,16,23,19,88.0,40.0,9,12,19,785,2.3924969602376223,114.64227202348411
62,19,0,0,0,10.000000000000002,20,10.0,35.71509391678604,15,37.333333333333336,4.467656400548284,5,1.0,44.99999999999999,20,45.0,0,0.2,71171,25,103,1.0,3928.654673428962,False,0.23533144159442065,0,0.2,68354,3,184,1.0,6601.577280688631,False,0.2103236092823727,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,7.450000000000002,27731.0,943,0,0.0,33679.33356352923,False,-0.5331154489465703,8,2.7010000000000005,153932,0,0,0.0,0.0,False,0.061263323359485956,2,1.3270000000000002,162010,3,10,1.0,463.4029692016448,False,0.11855343466624939,0.5,578734,0.0,0.0,12,0,0,4,5,4.5,19,23,22,96.0,42.0,8,11,22,1165,1.4966233419254422,116.13889536540955
63,22,0,0,0,10.0,20,10.0,35.4037616016234,31,33.806451612903224,4.673993855885318,11,6.7272727272727275,44.99999999999999,20,45.0,0,0.2,72024,25,87,1.0,3330.127259341236,False,0.24468462121295578,0,0.2,68349,3,189,1.0,6721.310942706823,False,0.2112503668961609,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,11,7.5550000000000015,26306.0,974,0,0.0,34483.26379998119,False,-0.5438318957932772,9,2.783000000000001,153758,0,7,0.7,314.99999999999994,False,0.06114956634447003,1,1.3350000000000002,162419,0,7,0.7,314.99999999999994,False,0.12086165768101154,0.5666666666666668,578392,0.0,0.0,13,0,0,6,6,5.5,19,25,17,142.0,33.0,11,11,17,1653,1.363409074023366,117.50230443943292
64,17,0,0,0,10.0,20,10.0,35.42414328014935,13,35.69230769230769,4.733081657555539,24,5.000000000000001,45.0,20,45.0,0,0.2,72092,28,91,1.0,3503.597038493591,False,0.24729825379198334,0,0.2,68545,0,192,1.0,6801.4355097886755,False,0.2152377034085155,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,24,7.784000000000002,24768.0,987,0,0.0,34963.62941750741,False,-0.5574267293560535,0,2.774000000000001,153953,7,11,1.0,528.1315716028888,False,0.06322867080651273,7,1.4040000000000001,162588,0,7,0.7,315.0,False,0.12202680528935649,0.6166666666666667,577482,0.0,0.0,13,0,0,4,8,7.4,17,21,20,82.0,33.0,6,11,20,1114,1.3907594354823232,118.89306387491524
65,20,0,0,0,10.0,20,10.0,35.42414328014935,0,,4.663297284808981,5,3.0,45.0,20,45.0,0,0.2,71982,29,101,1.0,3867.8384712950847,False,0.2485164474038062,0,0.2,68455,0,201,0.9,7120.252799310019,False,0.21641008732082853,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,7.810000000000001,24598.0,987,0,0.0,34963.62941750741,False,-0.5592075053553831,0,2.7740000000000005,154358,0,9,0.7,405.0,False,0.06559643147691077,4,1.437,162842,0,5,0.5,225.0,False,0.12346772747955821,0.5166666666666666,577771,0.0,0.0,11,0,0,3,4,3.5,20,23,19,89.0,39.0,7,13,19,875,1.3942585103213787,120.28732238523662
66,19,0,0,0,10.0,20,10.0,35.081419331488746,34,33.411764705882355,4.791566489767991,16,5.6875,45.0,20,45.0,0,0.2,72433,30,94,1.0,3597.6534171599424,False,0.2538524518787895,0,0.2,68940,0,193,0.9,6770.713930977328,False,0.22165020295405075,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,16,7.965000000000002,22812.0,1021,0,0.0,35818.12913745001,False,-0.5734406208756704,0,2.774000000000001,154763,0,0,0.0,0.0,False,0.06699254029756077,6,1.4930000000000003,162906,6,10,1.0,478.74939893860795,False,0.12478368724038792,0.48333333333333334,577390,0.0,0.0,17,0,0,5,8,7.666666666666667,17,22,21,111.0,33.0,8,11,21,1921,1.4155719261616468,121.70289431139827
67,21,0,0,0,10.000000000000002,20,10.0,35.270212285547835,41,36.09756097560975,4.651723384356303,17,3.7058823529411766,44.99999999999999,20,45.0,0,0.2,73325,31,76,1.0,2990.5361337016357,False,0.26379183600241224,0,0.2,69328,0,189,0.9,6666.070121968541,False,0.2273201537250523,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,17,8.119,20608.0,1062,0,0.0,37456.9654472518,False,-0.5879443274571996,12,2.894000000000001,154530,0,4,0.4,179.99999999999997,False,0.06600664616742274,0,1.487,163211,9,12,1.0,581.8655104592066,False,0.12724192845876217,0.5499999999999999,576538,0.0,0.0,15,0,0,5,8,8.0,18,23,16,108.0,36.0,9,12,16,2040,1.690703421831131,123.3935977332294
