index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,29,0,0,0,10.0,20,10.0,22.56875280653381,20,21.2,30.163145160417134,21,25.666666666666668,35.000000000000014,5,35.0,0,0.8210000000000002,36566,7,21,1.0,543.94380893721,False,0.15737132503278792,1,1.0470000000000002,36736,4,10,1.0,265.6875280653381,False,0.15834125370048277,0,0.6770000000000002,45716,11,43,1.0,1545.2715227698086,False,0.09056572584650706,0,0.56,38782,176,23,1.0,4665.852832639544,False,-0.03549482930656439,0,0.2,68773,0,0,0.0,0.0,False,0.0,5,3.472,40820,701,0,0.0,21144.36475745241,False,-0.25272734388893603,0.6666666666666666,267393,0.0,0.0,19,0,0,15,3,3.0,17,32,34,166.0,86.0,13,16,34,1154,1.8353711880045012,97.70545247598784
37,34,0,0,0,10.0,20,10.0,22.01976717320241,18,15.5,29.80213457623019,7,20.714285714285715,35.00000000000001,13,35.0,0,0.8210000000000002,36656,6,20,1.0,500.3953434640482,False,0.15951483463922905,0,1.0460000000000003,36725,5,13,1.0,336.25697325163134,False,0.1591042284277173,0,0.6770000000000002,45581,8,53,1.0,1755.6712699258194,False,0.08986665184768017,0,0.56,38783,177,26,1.0,4672.354288638811,False,-0.03539511250071764,0,0.2,68773,0,0,0.0,0.0,False,0.0,13,3.597000000000001,40457,708,0,0.0,21099.911279970976,False,-0.2583287679760154,0.6666666666666666,266975,0.0,0.0,20,0,0,13,8,8.0,24,37,27,229.0,90.0,16,18,27,624,1.91921987303067,99.62467234901851
38,27,0,0,0,10.0,20,10.0,21.97930005385698,27,21.666666666666668,30.328617253557958,31,33.12903225806452,35.00000000000001,10,35.0,2,0.841,37064,6,10,1.0,279.7930005385698,False,0.1688679034927043,0,1.0460000000000003,36660,5,18,1.0,445.62740096942565,False,0.15878015961810663,0,0.6770000000000002,46143,9,42,1.0,1471.6156251341472,False,0.09971867815912247,0,0.56,38663,183,26,1.0,4810.755958448335,False,-0.03658679789752817,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,3.6840000000000006,39293,739,0,0.0,22412.84815037933,False,-0.2657085764007726,0.6666666666666666,266596,0.0,0.0,14,0,0,14,7,6.181818181818182,19,33,33,168.0,82.0,13,14,33,1537,1.7509824520093389,101.37565480102785
39,33,0,0,0,10.0,20,10.0,22.44230949577808,29,25.82758620689655,29.94568995501373,9,22.444444444444443,35.00000000000001,7,35.0,6,0.8990000000000002,37269,4,10,1.0,264.4230949577808,False,0.1750671258122746,0,1.0460000000000003,36878,7,15,1.0,406.6346424366712,False,0.16501672440913442,0,0.6770000000000002,46187,0,50,0.9,1497.2844977506866,False,0.10105194353184163,0,0.56,38072,202,28,1.0,5371.825836887557,False,-0.0438699230917759,0,0.2,68773,0,0,0.0,0.0,False,0.0,7,3.7440000000000007,39027,748,0,0.0,22399.37608635027,False,-0.26967431923610813,0.65,266206,0.0,0.0,15,0,0,12,4,3.090909090909091,26,38,32,251.0,63.0,17,16,32,740,1.6983615509816445,103.0740163520095
40,32,0,0,0,9.999999999999998,20,10.0,22.861832772918127,29,26.0,29.411686857522863,22,25.363636363636363,35.00000000000001,9,35.0,0,0.893,37399,7,10,1.0,298.61832772918126,False,0.1796886224469695,4,1.0860000000000003,37216,4,10,1.0,268.61832772918126,False,0.17346788035642316,0,0.6770000000000002,46147,0,55,1.0,1617.6427771637575,False,0.10152532111715015,0,0.56,37916,211,21,1.0,5441.492139093705,False,-0.04671234705951829,0,0.2,68773,0,0,0.0,0.0,False,0.0,9,3.8270000000000013,38349,770,0,0.0,22646.998880292605,False,-0.27773254852709195,0.6666666666666666,265800,0.0,0.0,18,0,0,16,8,8.0,18,34,29,136.0,95.0,13,19,29,1408,1.5773716000257991,104.6513879520353
41,29,0,0,0,9.999999999999998,20,10.0,23.14597457494796,35,24.942857142857143,30.25039632189496,18,38.166666666666664,35.00000000000001,13,35.0,12,1.0130000000000001,37599,9,10,1.0,321.45974574947957,False,0.1863310148881442,3,1.1120000000000003,37374,2,10,1.0,251.4597457494796,False,0.17816236365813382,0,0.6770000000000002,46440,4,50,1.0,1605.1037143945398,False,0.1082516622219497,0,0.56,37437,222,28,1.0,5985.417452651506,False,-0.051569186301826116,0,0.2,68773,0,0,0.0,0.0,False,0.0,13,3.948000000000001,37453,788,0,0.0,23837.31230165323,False,-0.28210698746853247,0.6666666666666666,265076,0.0,0.0,14,0,0,13,10,9.09090909090909,21,34,32,185.0,118.0,13,16,32,1137,3.02870091504883,107.68008886708412
42,32,0,0,0,9.999999999999998,20,10.0,23.298218836621714,13,26.0,29.957251432402593,10,25.0,35.00000000000001,8,35.0,0,1.0010000000000003,37607,6,17,1.0,456.0697202225691,False,0.18869693864435846,0,1.1090000000000002,37504,5,10,1.0,282.98218836621714,False,0.18274187358016625,0,0.6770000000000002,46568,0,49,0.7,1467.905320187727,False,0.1096451313712551,0,0.56,37221,222,36,1.0,6250.665633296514,False,-0.05352508171511088,0,0.2,68773,0,0,0.0,0.0,False,0.0,8,4.015000000000001,37118,798,0,0.0,23905.88664305727,False,-0.2864795294442785,0.6166666666666667,264791,0.0,0.0,14,0,0,16,3,3.0,23,39,36,258.0,82.0,18,14,36,788,1.9248228460201062,109.60491171310423
43,36,0,0,0,9.999999999999998,20,10.0,22.33445384582514,46,17.73913043478261,30.38929013764001,60,31.55,35.00000000000001,11,35.0,0,1.0010000000000001,37629,4,21,1.0,509.023530762328,False,0.19021998068997334,30,1.4090000000000003,37212,7,10,1.0,293.3445384582514,False,0.1737306314753565,0,0.6770000000000002,46206,6,59,1.0,1926.9748411957116,False,0.10653766117570272,24,0.8,37820,242,10,1.0,5708.830732066084,False,-0.04582867209268459,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,4.117000000000001,35067,858,0,0.0,26074.01093809513,False,-0.3005393763679414,0.6666666666666666,262707,0.0,0.0,17,0,0,15,12,11.318181818181818,23,38,31,221.0,87.0,16,20,31,996,1.942726898996625,111.54763861210085
44,31,0,0,0,9.999999999999998,20,10.0,22.33445384582514,0,,30.19340683716148,31,28.93548387096774,35.00000000000001,14,35.0,0,1.0010000000000003,37529,4,31,1.0,732.3680692205794,False,0.1905866987530331,0,1.3790000000000002,37112,7,20,1.0,516.6890769165028,False,0.1740973495384163,0,0.6770000000000002,46843,0,50,0.6,1509.670341858074,False,0.11658616803342958,6,0.8360000000000003,37924,232,10,1.0,5483.527360603048,False,-0.046031629907536675,0,0.2,68773,0,0,0.0,0.0,False,0.0,14,4.246,33928,889,0,0.0,26841.938678236555,False,-0.31151804721157605,0.6,262109,0.0,0.0,14,0,0,13,9,8.857142857142858,20,33,25,193.0,100.0,12,19,25,999,1.5492968439939432,113.0969354560948
45,25,0,0,0,10.0,20,10.0,22.683653113100096,36,25.0,30.812979611657497,39,34.1025641025641,35.00000000000001,8,35.0,0,1.0010000000000003,37974,2,20,1.0,473.6730622620019,False,0.2005038339605707,0,1.3790000000000002,37367,9,15,1.0,430.25479669650144,False,0.1807511199958608,0,0.6770000000000002,46468,5,60,1.0,1962.1970422649501,False,0.11309699073689765,29,1.12,37831,243,10,1.0,5820.257502599898,False,-0.044263658832224176,0,0.2,68773,0,0,0.0,0.0,False,0.0,8,4.312000000000001,32503,928,0,0.0,28594.445079618155,False,-0.3194971494655013,0.6666666666666666,260916,0.0,0.0,18,0,0,12,6,5.714285714285714,21,33,35,126.0,77.0,11,14,35,1244,1.7692639820161276,114.86619943811093
46,35,0,0,0,10.0,20,10.0,22.832631666188913,17,25.0,31.10613299721527,29,33.3448275862069,35.00000000000001,4,35.0,0,1.0010000000000003,38069,0,22,0.9,502.3178966561561,False,0.20393851356712672,0,1.3790000000000002,37497,12,15,1.0,462.4894749928337,False,0.18534181838877808,0,0.6770000000000002,47080,5,46,1.0,1545.045276202847,False,0.12256082007369386,0,1.0910000000000002,37761,240,15,1.0,5946.423594843569,False,-0.04442592198973014,0,0.2,68773,0,0,0.0,0.0,False,0.0,4,4.344000000000001,31502,957,0,0.0,29768.569278335013,False,-0.32551605078784546,0.65,260682,0.0,0.0,15,0,0,11,2,2.0,23,34,27,203.0,130.0,14,21,27,1592,1.8193833739496768,116.6855828120606
47,27,0,0,0,10.0,20,10.0,23.313472584550805,53,25.471698113207548,30.559273052120485,13,21.076923076923077,35.0,14,35.0,10,1.1010000000000002,38546,2,10,1.0,253.13472584550806,False,0.21501044214152984,6,1.4390000000000003,37816,10,10,1.0,333.13472584550806,False,0.19333209849265617,0,0.6770000000000002,46355,27,54,1.0,2279.664504597378,False,0.11416984733739996,0,1.0910000000000002,37410,251,14,1.0,6279.5114414519385,False,-0.04875303273139798,0,0.2,68773,0,0,0.0,0.0,False,0.0,14,4.480000000000001,30989,970,0,0.0,29642.49486055687,False,-0.3338919716999631,0.6666666666666666,259889,0.0,0.0,18,0,0,11,10,9.857142857142858,19,30,35,149.0,116.0,11,16,35,1396,1.7509172699647024,118.4365000820253
48,35,0,0,0,10.0,20,10.0,23.38147807631522,11,25.0,29.982970307676162,20,23.8,34.99999999999999,11,35.0,0,1.0910000000000002,38456,1,20,1.0,477.62956152630437,False,0.21570940905347807,1,1.443,37960,11,10,1.0,343.81478076315216,False,0.19802404695031492,0,0.6770000000000002,46525,17,60,1.0,2196.4633457579284,False,0.11718193846483453,2,1.1110000000000002,37389,252,10,1.0,6191.962178308197,False,-0.050272565235195216,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,4.576000000000001,30351,990,0,0.0,29683.1406045994,False,-0.34287336160557624,0.6666666666666666,259454,0.0,0.0,12,0,0,14,8,6.490909090909091,22,36,40,226.0,162.0,17,18,40,576,1.9341342609841377,120.37063434300944
49,40,0,0,0,10.0,20,10.0,23.614651214530646,24,26.0,28.99368294608454,23,19.91304347826087,34.99999999999999,8,35.0,0,1.0910000000000002,38652,0,19,1.0,448.67837307608227,False,0.22141252274774703,3,1.4720000000000002,38125,12,10,1.0,356.1465121453065,False,0.20340171717844274,0,0.6770000000000002,46651,7,67,1.0,2107.8793158893786,False,0.11909870643578613,10,1.2090000000000003,36809,266,10,1.0,6571.434052525998,False,-0.059427676028361756,0,0.2,68773,0,0,0.0,0.0,False,0.0,8,4.645000000000001,29798,1013,0,0.0,29370.60082438364,False,-0.35318656431751094,0.6666666666666666,258808,0.0,0.0,14,0,0,23,7,5.8307692307692305,20,43,27,293.0,172.0,21,19,27,714,2.3028679059934802,122.67350224900292
50,27,0,0,0,10.0,20,10.0,23.892656957912457,32,26.0,28.194272077017732,28,22.178571428571427,34.99999999999999,11,35.0,0,1.0910000000000002,38998,0,10,0.7,238.9265695791246,False,0.22898813298531412,6,1.5290000000000004,38285,15,10,1.0,388.9265695791246,False,0.2089435195824425,0,0.6770000000000002,46539,6,74,1.0,2229.732075446787,False,0.11790058266217955,15,1.3490000000000002,36260,279,10,1.0,6947.994012027753,False,-0.06788972023050875,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,4.747000000000001,29018,1041,0,0.0,29350.23723217546,False,-0.36467627388527873,0.6166666666666667,257873,0.0,0.0,15,0,0,14,9,8.757142857142856,17,31,30,190.0,85.0,13,14,30,1143,1.9330322580062784,124.6065345070092
51,30,0,0,0,10.000000000000002,20,10.0,24.034946838705,24,25.5,28.63720957567591,28,32.035714285714285,34.99999999999999,10,35.0,0,1.0910000000000002,39084,0,11,0.7,264.384415225755,False,0.23208998735784586,8,1.6030000000000004,38431,18,10,1.0,420.34946838705,False,0.21402415200582883,0,0.6770000000000002,46588,14,70,1.0,2341.0939260391838,False,0.12035626731302418,4,1.374,36392,275,10,1.0,6895.982476400634,False,-0.06540322702917527,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,4.836000000000001,27989,1069,0,0.0,30613.17703639755,False,-0.3704565960740585,0.6166666666666667,257257,0.0,0.0,20,0,0,13,7,6.416666666666667,21,34,34,194.0,134.0,14,16,34,1243,1.642104107013438,126.24863861402264
52,34,0,0,0,10.000000000000002,20,10.0,23.871119749449008,39,22.846153846153847,27.626721551353953,54,23.537037037037038,34.99999999999999,11,35.0,5,1.1410000000000002,39202,0,7,0.7,167.09783824614306,False,0.23426902884548914,13,1.7250000000000003,38599,21,10,1.0,448.7111974944901,False,0.2197478902493714,0,0.6770000000000002,46927,27,50,1.0,2025.8563108028209,False,0.12461124508307705,14,1.5100000000000002,36001,281,10,1.0,6984.05186510871,False,-0.07354260268944468,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,4.936000000000002,26555,1123,0,0.0,31024.808302170488,False,-0.3883151214708499,0.6166666666666667,256057,0.0,0.0,16,0,0,21,14,12.376623376623376,20,41,24,225.0,118.0,17,17,24,1430,1.9538310609641485,128.2024696749868
53,24,0,0,0,10.000000000000002,20,10.0,24.06830905363781,26,26.0,26.95393133911791,21,19.095238095238095,34.99999999999999,14,35.0,19,1.3260000000000003,39284,3,10,1.0,270.68309053637813,False,0.238472510769053,0,1.7120000000000002,38529,18,20,1.0,661.3661810727563,False,0.22088922336662714,0,0.6770000000000002,46673,30,56,1.0,2231.4694265997377,False,0.12106443448671927,7,1.566,35782,284,10,1.0,7104.939084624318,False,-0.07726213891545089,0,0.2,68773,0,0,0.0,0.0,False,0.0,14,5.065,25915,1144,0,0.0,30835.29745195089,False,-0.3989988988996344,0.6666666666666666,254956,0.0,0.0,13,0,0,14,12,10.794871794871796,19,33,26,185.0,59.0,13,11,26,372,1.9058159530395642,130.10828562802635
54,26,0,0,0,10.000000000000002,20,10.0,24.103784566490848,10,25.0,25.84940600451123,55,21.036363636363635,34.99999999999999,15,35.0,0,1.3070000000000002,39224,0,19,0.9,457.9719067633261,False,0.23952954706028035,0,1.7120000000000002,38639,22,20,1.0,702.075691329817,False,0.22498469463900547,0,0.6770000000000002,47417,20,31,1.0,1283.4072774696651,False,0.1273975705811869,10,1.659,35657,284,10,1.0,7103.968876928513,False,-0.08020586378755146,0,0.2,68773,0,0,0.0,0.0,False,0.0,15,5.201000000000001,24497,1199,0,0.0,30993.437799408966,False,-0.4184677286187241,0.65,254207,0.0,0.0,20,0,0,12,8,7.5,18,30,24,154.0,69.0,12,14,24,1334,1.7616063619498163,131.86989198997617
55,24,0,0,0,10.000000000000002,20,10.0,23.73444707623696,29,20.724137931034484,25.383921498345387,22,19.772727272727273,35.0,10,35.0,0,1.3070000000000004,39426,1,17,1.0,413.48560029602834,False,0.2451771277812063,0,1.7120000000000004,38838,21,13,1.0,518.5478119910805,False,0.22835382531639517,0,0.6770000000000002,46972,33,41,1.0,1823.9775349479805,False,0.12329897643506586,12,1.7690000000000003,35584,280,10,1.0,6899.484396329803,False,-0.08431682935711499,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,5.286000000000001,23925,1221,0,0.0,30993.768149479718,False,-0.42678254438893376,0.6666666666666666,253518,0.0,0.0,12,0,0,12,7,6.571428571428571,19,31,27,142.0,59.0,9,15,27,913,1.5704932969529182,133.4403852869291
56,27,0,0,0,10.000000000000002,20,10.0,23.859898064682554,14,26.0,24.89994170689648,19,18.31578947368421,35.0,11,35.0,0,1.3070000000000002,39336,0,27,1.0,644.2172477464289,False,0.24597406842417974,1,1.7220000000000002,39071,22,10,1.0,458.59898064682557,False,0.23473246065925457,0,0.6770000000000002,47012,23,50,1.0,1793.7747408325226,False,0.12388306677339452,8,1.8370000000000002,35320,284,10,1.0,7025.21046743881,False,-0.08903525303276238,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,5.386,23418,1240,0,0.0,30875.927716551636,False,-0.4350113582615878,0.6666666666666666,252930,0.0,0.0,14,0,0,7,8,7.5,21,28,32,106.0,94.0,7,20,32,732,1.6302956719882786,135.07068095891736
57,32,0,0,0,10.000000000000002,20,10.0,23.963688980466852,17,25.352941176470587,24.551835829301332,18,19.72222222222222,35.0,9,35.0,0,1.3070000000000004,39541,0,23,0.7,551.1648465507376,False,0.2509529807180674,0,1.721,39097,25,14,1.0,585.491645726536,False,0.23754267563741455,0,0.6770000000000002,47183,13,51,1.0,1563.671584040437,False,0.12519554734025096,0,1.8290000000000004,35073,291,11,1.0,7243.503687438169,False,-0.09226912255514948,0,0.2,68773,0,0,0.0,0.0,False,0.0,9,5.465000000000002,22954,1258,0,0.0,30886.209473261075,False,-0.4416834406434133,0.6166666666666667,252621,0.0,0.0,17,0,0,14,4,4.0,21,35,31,165.0,89.0,14,18,31,986,1.7634420190006495,136.834122977918
58,31,0,0,0,10.000000000000002,20,10.0,24.00754713079685,46,24.217391304347824,25.45501942935264,14,41.0,35.0,10,35.0,0,1.3070000000000002,39661,3,23,1.0,582.1735840083276,False,0.25521024198071457,22,1.9410000000000005,39375,22,10,1.0,460.07547130796854,False,0.24430669313060363,0,0.6770000000000002,47325,21,47,1.0,1700.544402926308,False,0.1301321244595841,0,1.829,34391,309,21,1.0,7952.887471432633,False,-0.09994736474344752,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,5.556000000000002,22242,1272,0,0.0,32378.784714136556,False,-0.44118487841059306,0.6666666666666666,251767,0.0,0.0,12,0,0,11,7,6.222222222222222,20,31,29,176.0,84.0,13,18,29,1024,1.6927400510176085,138.52686302893562
59,29,0,0,0,10.000000000000002,20,10.0,24.007019529297022,18,24.0,25.18545670477933,10,19.0,35.0,12,35.0,0,1.3070000000000004,40003,2,15,1.0,380.10529293945535,False,0.2627808805325246,0,1.9190000000000003,39265,23,20,1.0,710.1403905859405,False,0.24477898128414236,0,0.6770000000000002,47325,11,57,1.0,1699.648246994689,False,0.13012161310634668,0,1.8290000000000004,34149,317,21,1.0,8139.119781587522,False,-0.10343999505503988,0,0.2,68773,0,0,0.0,0.0,False,0.0,12,5.666000000000001,21866,1282,0,0.0,32287.7554955271,False,-0.4473139495475906,0.6666666666666666,251381,0.0,0.0,13,0,0,14,7,7.0,19,33,32,156.0,76.0,14,15,32,822,1.9918477649916895,140.5187107939273
60,32,0,0,0,10.000000000000002,20,10.0,24.048242257982317,30,24.366666666666667,25.8701306572568,12,38.166666666666664,35.0,14,35.0,0,1.3070000000000002,40168,3,14,1.0,366.67539161175245,False,0.2677538626977247,0,1.9190000000000007,39631,22,11,1.0,484.5306648378055,False,0.2527338380853593,0,0.6770000000000002,47014,31,57,1.0,2220.0929574610896,False,0.1289304325497454,0,1.8290000000000004,34187,307,29,1.0,8133.044162261019,False,-0.10261982544030891,0,0.2,68773,0,0,0.0,0.0,False,0.0,14,5.794000000000001,21168,1294,0,0.0,33475.9490704903,False,-0.448824763566441,0.6666666666666666,250941,0.0,0.0,15,0,0,14,7,7.0,25,39,33,216.0,87.0,17,15,33,1389,1.8495613299892284,142.36827212391654
61,33,0,0,0,10.000000000000002,20,10.0,24.142849567866403,12,26.0,28.276454362266392,48,38.541666666666664,34.99999999999999,7,35.0,0,1.3070000000000002,40380,3,12,1.0,319.7141948143968,False,0.27367674439684564,0,1.9190000000000003,39531,22,21,1.0,726.9998409251945,False,0.25340098402282824,0,0.6770000000000002,47944,21,42,1.0,1694.6109241403828,False,0.14458350056465674,0,1.8290000000000004,34795,309,16,1.0,7912.563786266981,False,-0.09094299772136878,0,0.2,68773,0,0,0.0,0.0,False,0.0,7,5.850000000000001,19237,1342,0,0.0,37947.0017541615,False,-0.4443967708682078,0.6666666666666666,250660,0.0,0.0,15,0,0,13,4,4.0,25,38,28,240.0,87.0,19,14,28,2362,1.7783041980001144,144.14657632191665
62,28,0,0,0,10.000000000000002,20,10.0,24.267804135036698,23,25.47826086956522,28.276454362266392,0,,34.99999999999999,10,35.0,0,1.3070000000000002,40600,1,10,1.0,252.67804135036698,False,0.2795356128271446,0,1.9190000000000007,39697,24,20,1.0,725.3560827007341,False,0.25859053194729226,0,0.6770000000000002,47644,23,52,1.0,2028.5351219436966,False,0.14146259643829995,0,1.829,34509,310,26,1.0,8258.207095280302,False,-0.09359802130899521,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,5.9430000000000005,19099,1342,0,0.0,37947.0017541615,False,-0.4464033722960937,0.6666666666666666,250322,0.0,0.0,14,0,0,12,6,6.0,21,33,27,170.0,42.0,14,14,27,786,1.7006300740176812,145.84720639593434
63,27,0,0,0,10.0,20,10.0,24.339463775243885,24,25.0,30.022966595553328,30,43.266666666666666,34.99999999999999,7,35.0,1,1.3170000000000004,40784,0,8,0.8,194.71571020195108,False,0.28440597741371004,0,1.9190000000000003,39892,27,17,1.0,683.770884179146,False,0.2640637607870047,0,0.6770000000000002,48117,24,45,1.0,1935.180627405753,False,0.15146359936433518,0,1.8290000000000004,34734,313,23,1.0,8308.780393349063,False,-0.08772660700303715,0,0.2,68773,0,0,0.0,0.0,False,0.0,7,6.003000000000001,17721,1372,0,0.0,41191.510169099165,False,-0.4428517719955566,0.6333333333333333,250021,0.0,0.0,14,0,0,16,5,4.090909090909091,17,33,30,161.0,57.0,13,14,30,1823,1.6331308690132573,147.4803372649476
64,30,0,0,0,10.0,20,10.0,24.490304521235526,30,25.6,31.73323562480636,35,43.05714285714286,34.99999999999999,5,35.0,4,1.356,40870,3,10,1.0,274.90304521235527,False,0.28836757430664417,1,1.9290000000000007,40269,24,10,1.0,484.90304521235527,False,0.2727843011909321,0,0.6770000000000002,47901,26,53,1.0,2318.6094056668608,False,0.15089388905961887,10,1.9290000000000003,35429,321,10,1.0,8178.720107564667,False,-0.07294829563239334,0,0.2,68773,0,0,0.0,0.0,False,0.0,5,6.046000000000003,16170,1407,0,0.0,44648.66252410255,False,-0.44026970959458983,0.6666666666666666,249412,0.0,0.0,16,0,0,12,5,3.5530303030303028,22,34,28,146.0,76.0,13,17,28,852,1.643345877993852,149.12368314294145
65,28,0,0,0,10.0,20,10.0,24.574856934417006,19,25.57894736842105,32.24196577833574,16,39.875,34.99999999999999,13,35.0,1,1.3620000000000003,41035,3,10,1.0,275.74856934417005,False,0.2935648083405726,0,1.9280000000000004,40369,24,12,1.0,534.8982832130041,False,0.2767114625532219,0,0.6770000000000002,48273,24,50,1.0,2201.8948553427954,False,0.15825155831076745,0,1.9190000000000003,35209,322,17,1.0,8461.217351113984,False,-0.07479570527453805,0,0.2,68773,0,0,0.0,0.0,False,0.0,13,6.171,15324,1423,0,0.0,45880.317302571755,False,-0.44361655517011217,0.6666666666666666,248983,0.0,0.0,14,0,0,16,8,7.090909090909091,20,36,26,207.0,57.0,14,14,26,1038,1.5022246849839576,150.6259078279254
66,26,0,0,0,10.0,20,10.0,24.66444477414496,26,25.423076923076923,32.30334942358292,16,33.1875,34.99999999999999,11,35.0,5,1.411,41195,4,10,1.0,286.6444477414496,False,0.2987628333868712,0,1.9280000000000004,40565,23,11,1.0,501.30889251559455,False,0.2823417149850072,0,0.6770000000000002,48804,14,44,1.0,1766.649601475678,False,0.16560300273852496,0,1.919,34548,338,27,1.0,9208.772768097737,False,-0.08153358393429506,0,0.2,68773,0,0,0.0,0.0,False,0.0,11,6.2680000000000025,14638,1439,0,0.0,46484.519820535825,False,-0.4491986693867083,0.6666666666666666,248523,0.0,0.0,16,0,0,12,5,4.625,22,34,28,141.0,60.0,11,15,28,1192,1.612309544987511,152.2382173729129
67,28,0,0,0,10.000000000000002,20,10.0,24.38886651178609,31,22.419354838709676,32.93663591186201,39,36.53846153846154,34.99999999999999,9,35.0,0,1.4060000000000004,41169,7,16,1.0,460.22186418857746,False,0.30067268629533733,16,2.0880000000000005,40674,20,10,1.0,443.8886651178609,False,0.28486425374843477,0,0.6770000000000002,49067,27,36,1.0,1844.218288645257,False,0.17268248907578646,0,1.9190000000000003,35015,336,16,1.0,8721.645322549919,False,-0.07629204604309475,0,0.2,68773,0,0,0.0,0.0,False,0.0,9,6.347000000000002,13096,1478,0,0.0,48680.347877732056,False,-0.4556559414469919,0.6666666666666666,247794,0.0,0.0,19,0,0,12,9,8.363636363636363,9,21,22,130.0,68.0,10,18,22,1829,2.9734628589940257,155.21168023190694
68,22,0,0,0,10.0,20,10.0,24.270986159908524,14,22.357142857142858,32.263938931958684,11,17.90909090909091,34.99999999999999,10,35.0,0,1.4060000000000001,41119,2,26,1.0,651.0456401576216,False,0.3020994319670367,4,2.1120000000000005,40753,25,10,1.0,492.70986159908523,False,0.288113196481182,0,0.6770000000000002,48754,31,46,1.0,2236.541761827264,False,0.16994160835398403,0,1.9190000000000003,35212,326,15,1.0,8396.30057210956,False,-0.07548676254915133,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,6.438000000000002,12764,1489,0,0.0,48041.00506968648,False,-0.46513162818485104,0.6666666666666666,247375,0.0,0.0,14,0,0,11,7,6.090909090909091,7,18,20,110.0,50.0,10,12,20,397,1.3298820339841768,156.54156226589112
69,20,0,0,0,10.0,20,10.0,24.284171019514236,4,25.0,32.03288901466229,3,15.0,34.99999999999999,10,35.0,0,1.4060000000000004,41019,2,36,1.0,894.2301567025125,False,0.3027778151481748,0,2.1080000000000005,40753,25,16,1.0,638.5467363122277,False,0.29040413987734814,0,0.6770000000000002,48699,25,53,1.0,2304.847393264957,False,0.16945255927166358,0,1.9190000000000003,35212,316,25,1.0,8474.620267533057,False,-0.0745681210995935,0,0.2,68773,0,0,0.0,0.0,False,0.0,10,6.528000000000002,12584,1492,0,0.0,47793.070409876134,False,-0.46955149251976697,0.6666666666666666,247040,0.0,0.0,12,0,0,10,5,5.0,9,19,21,146.0,30.0,10,10,21,345,1.376176466990728,157.91773873288184
