index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,22,0,0,0,10.000000000000002,20,10.0,21.35871754346242,29,28.0,22.803396790393208,19,37.0,35.00000000000001,20,35.0,0,1.5590000000000004,39240,308,0,0.0,3080.0000000000005,False,-0.0821930140439323,2,0.42700000000000005,48999,13,10,1.0,343.5871754346242,False,0.10665271848481533,0,1.3610000000000002,54676,127,27,1.0,3328.248841360344,False,-0.05037798680779768,0,0.2,58260,0,51,0.0,1162.9732363100536,False,-0.008217117798125298,0,0.9020000000000001,77327,9,18,1.0,835.230571113539,False,0.016960748293699816,0,1.2890000000000001,77543,0,1,0.1,35.00000000000001,False,0.014552375470908329,0.5166666666666667,356045,0.0,0.0,12,0,0,8,1,0.15384615384615385,15,23,29,186.0,45.0,12,10,29,2051,1.4978706170222722,49.19281950889854
31,29,0,0,0,10.000000000000002,20,10.0,21.70164016746426,13,26.0,22.299772100807324,8,12.0,35.00000000000001,20,35.0,0,1.5590000000000004,39160,316,0,0.0,3160.0000000000005,False,-0.08309326611451207,3,0.45500000000000007,49151,15,10,1.0,367.0164016746426,False,0.1103373289709516,0,1.3610000000000002,54434,130,29,1.0,3467.906612693766,False,-0.05327995910352636,0,0.2,58260,0,51,0.0,1137.2883771411734,False,-0.008433579049527445,0,0.9020000000000001,77406,7,23,1.0,961.0984047056513,False,0.018817355618888924,14,1.4290000000000003,77364,0,0,0.0,0.0,False,0.011982000837170364,0.5,355775,0.0,0.0,8,0,0,7,4,3.064102564102564,15,22,31,168.0,66.0,11,18,31,471,1.5137314589810558,50.70655096787959
32,31,0,0,0,10.000000000000002,20,10.0,21.970910854298495,22,23.90909090909091,21.37987159532983,16,12.5,35.0,12,35.0,5,1.6090000000000002,39020,324,0,0.0,3240.0000000000005,False,-0.08534389629096147,7,0.522,49353,17,10,1.0,389.70910854298495,False,0.11513896638169546,0,1.3610000000000002,54108,142,23,1.0,3611.6063880029724,False,-0.05756370082082145,0,0.2,58260,0,51,0.0,1090.3734513618215,False,-0.008828958423689717,0,0.9020000000000001,77485,5,28,1.0,1086.899357976649,False,0.020673525520462626,7,1.485,77191,0,8,0.8,280.0,False,0.011550334868145667,0.6333333333333333,355417,0.0,0.0,9,0,0,7,4,3.411764705882353,16,23,35,168.0,76.0,11,20,35,575,1.6468944270163774,52.35344539489597
33,35,0,0,0,10.000000000000002,20,10.0,22.443960505438714,14,27.928571428571427,20.59189853053232,15,12.533333333333333,35.0,20,35.0,0,1.604,38920,334,0,0.0,3340.0000000000005,False,-0.08646921137918617,4,0.5550000000000002,49554,17,10,1.0,394.43960505438713,False,0.11971596602734952,0,1.3610000000000002,53932,145,18,1.0,3625.028446838195,False,-0.06041709411216942,0,0.2,58233,0,52,0.1,1070.7787235876806,False,-0.0094491840112957,0,0.9020000000000001,77730,0,26,0.5,910.0,False,0.022721326915027207,5,1.5280000000000002,77238,5,10,1.0,452.9594926526616,False,0.013296354990664555,0.6,355607,0.0,0.0,11,0,0,11,4,3.230769230769231,14,25,31,189.0,76.0,13,22,31,913,1.4667809819802642,53.820226376876235
34,31,0,0,0,10.000000000000002,20,10.0,22.713221940696265,13,26.0,23.054878116666362,31,35.096774193548384,35.0,20,35.0,0,1.6040000000000003,38830,343,0,0.0,3430.0000000000005,False,-0.08748199495858841,3,0.5810000000000001,49716,18,10,1.0,407.1322194069627,False,0.12350481881759728,12,1.481,54298,148,10,1.0,3592.1056283897105,False,-0.054525563987344254,0,0.2,58269,0,51,0.0,1175.7987839499845,False,-0.007957332974178026,0,0.9020000000000001,77553,6,25,1.0,1013.3292686999982,False,0.02108184170089477,0,1.5230000000000004,77027,10,11,1.0,615.5487811666636,False,0.01159970686719514,0.6666666666666666,355693,0.0,0.0,16,0,0,9,2,1.0879120879120878,12,21,36,117.0,96.0,9,22,36,1498,1.5299619239522144,55.35018830082845
35,36,0,0,0,10.0,20,10.0,20.546218971635096,29,9.0,23.054878116666362,0,,35.0,20,35.0,29,1.8940000000000003,38333,355,0,0.0,3550.0,False,-0.09731724882967231,0,0.5780000000000001,49636,16,20,1.0,570.9243794327019,False,0.12354749256653656,0,1.4690000000000003,54037,167,20,1.0,3892.3161305963886,False,-0.05639471312008977,0,0.2,58269,0,51,0.0,1175.7987839499845,False,-0.007957332974178026,0,0.9020000000000001,77973,0,19,0.6,665.0,False,0.024297561741314356,0,1.5230000000000004,77307,0,13,1.0,455.0,False,0.014212275010464629,0.6,355555,0.0,0.0,9,0,0,10,1,1.0,13,23,36,174.0,93.0,13,23,36,900,1.5193311140174046,56.869519414845854
36,36,0,0,0,10.0,20,10.0,19.75425591251912,13,9.692307692307692,23.054878116666362,0,,35.00000000000001,20,35.0,13,1.9950000000000003,38101,359,0,0.0,3590.0,False,-0.10208858480374505,0,0.5780000000000001,49476,22,30,1.0,812.6276773755736,False,0.12266640796470525,0,1.4690000000000003,53911,170,30,1.0,4049.8698486282415,False,-0.05719066688610766,0,0.2,58269,0,51,0.0,1175.7987839499845,False,-0.007957332974178026,0,0.9020000000000001,78288,0,10,0.0,350.00000000000006,False,0.02635778568438677,0,1.5230000000000004,77692,0,2,0.0,70.00000000000001,False,0.016730326496442027,0.3333333333333333,355737,0.0,0.0,11,0,0,12,2,2.0,13,25,27,174.0,100.0,13,23,27,900,1.3670360590331256,58.23655547387898
37,27,0,0,0,10.0,20,10.0,19.4290579031265,5,9.0,23.380662049176067,17,26.529411764705884,35.00000000000001,20,35.0,5,2.0320000000000005,37966,366,0,0.0,3660.0,False,-0.10433921498019445,0,0.5780000000000001,49346,25,40,1.0,1027.16231612506,False,0.12215477939463744,0,1.4690000000000003,53957,165,33,1.0,3977.356401638682,False,-0.05702644236681319,0,0.2,58629,0,41,0.0,958.6071440162187,False,-0.003719874395184315,1,0.9120000000000001,78631,0,0,0.0,0.0,False,0.02855535789033068,7,1.5930000000000004,77241,7,10,1.0,513.6646343442326,False,0.013732632863804327,0.5,355770,0.0,0.0,11,0,0,4,4,3.3333333333333335,13,17,27,111.0,88.0,7,20,27,1001,1.1251763719483279,59.36173184582731
38,27,0,0,0,10.0,20,10.0,20.2016647049421,15,27.866666666666667,23.253278331474718,11,21.363636363636363,35.00000000000001,20,35.0,0,2.0270000000000006,37866,376,0,0.0,3760.0,False,-0.10546453006841916,0,0.5780000000000001,49664,25,35,1.0,957.0582646729736,False,0.1285228918872994,0,1.469,53657,169,36,1.0,4251.199355068305,False,-0.05977515755306586,0,0.2,58746,0,38,0.1,883.6245765960393,False,-0.002379741976132803,11,1.0210000000000001,78340,0,4,0.4,140.00000000000003,False,0.02566450397655923,0,1.5860000000000005,77465,4,11,1.0,478.0131133258989,False,0.016429554163129828,0.5833333333333334,355738,0.0,0.0,14,0,0,7,3,3.0,13,20,23,114.0,65.0,8,19,23,1168,1.1714229279896244,60.53315477381693
39,23,0,0,0,10.0,20,10.0,20.749429283699186,15,26.133333333333333,23.46607088427459,40,24.3,35.00000000000001,20,35.0,0,2.0270000000000006,37756,387,0,0.0,3870.0,False,-0.10670237666546634,0,0.5780000000000001,49966,24,30,1.0,862.4828785109755,False,0.1342555239299488,3,1.4990000000000003,54114,174,10,1.0,3845.0614042064044,False,-0.05549510859607939,0,0.2,58782,0,37,0.0,868.2446227181598,False,-0.0019025719065030216,3,1.0400000000000003,78423,0,1,0.1,35.00000000000001,False,0.02606346797823357,2,1.6060000000000005,76900,33,10,1.0,1124.3803391810616,False,0.013266405525200467,0.5166666666666667,355941,0.0,0.0,14,0,0,9,3,1.7435897435897436,13,22,25,153.0,51.0,11,12,25,1118,1.280567289039027,61.81372206285596
40,25,0,0,0,9.999999999999998,20,10.0,21.085595593731696,10,26.0,23.46607088427459,0,,35.00000000000001,20,35.0,0,2.027,37636,399,0,0.0,3989.999999999999,False,-0.10805275477133597,0,0.5780000000000001,50146,22,30,1.0,852.5678678119509,False,0.1381950831361625,0,1.4960000000000002,53854,174,20,1.0,4138.215050994807,False,-0.05740687479146108,0,0.2,58782,0,37,0.0,868.2446227181598,False,-0.0019025719065030216,7,1.1070000000000002,78389,0,0,0.0,0.0,False,0.025389807450816242,2,1.6240000000000003,77236,23,10,1.0,889.7196303383157,False,0.016126776569290954,0.5,356043,0.0,0.0,8,0,0,10,3,2.4166666666666665,13,23,19,216.0,53.0,12,13,19,775,1.2130729790078476,63.02679504186381
41,19,0,0,0,9.999999999999998,20,10.0,21.214618661603946,18,22.22222222222222,23.290810451873867,7,18.857142857142858,35.00000000000001,15,35.0,4,2.067,37474,410,0,0.0,4099.999999999999,False,-0.11046092906013684,0,0.5780000000000001,50420,21,26,1.0,761.5800852017026,False,0.1433379105734797,0,1.4960000000000002,53586,182,23,1.0,4396.749236805017,False,-0.05974524063438609,0,0.2,58782,0,37,0.0,861.759986719333,False,-0.00195722170675947,9,1.1900000000000002,78191,0,6,0.6,210.00000000000006,False,0.024173294265383005,0,1.6220000000000003,77410,14,14,1.0,816.0713463262342,False,0.017921144741041208,0.6,355863,0.0,0.0,11,0,0,3,4,4.0,17,20,24,114.0,48.0,8,11,24,906,2.8901138710207306,65.91690891288454
42,24,0,0,0,9.999999999999998,20,10.0,21.64212031149363,14,26.0,22.83401079830938,20,19.05,35.00000000000001,20,35.0,0,2.0630000000000006,37404,417,0,0.0,4169.999999999999,False,-0.11124864962189412,0,0.5780000000000001,50654,24,22,1.0,716.1266468528598,False,0.14809289078651494,0,1.4960000000000002,53603,186,13,1.0,4322.276518315837,False,-0.060086327779704414,0,0.2,58782,0,37,0.0,844.858399537447,False,-0.0020996612151102313,5,1.231,78241,0,9,0.9,315.00000000000006,False,0.025514074926747593,0,1.622,77461,15,15,1.0,867.5101619746408,False,0.01892469496896349,0.65,356145,0.0,0.0,13,0,0,8,2,1.25,16,24,20,174.0,49.0,13,11,20,1365,1.2857872280292213,67.20269614091376
43,20,0,0,0,9.999999999999998,20,10.0,22.357192770893196,34,25.323529411764707,22.023993262931953,15,13.0,35.00000000000001,20,35.0,5,2.1130000000000004,37274,424,0,0.0,4239.999999999999,False,-0.11338674828952107,7,0.6480000000000001,51181,27,10,1.0,493.57192770893187,False,0.1574492699823206,2,1.5160000000000005,52879,210,10,1.0,4915.250414516891,False,-0.06729213020178249,0,0.2,58782,0,37,0.0,814.8877507284823,False,-0.002352241309237659,6,1.286,78439,0,5,0.5,175.00000000000003,False,0.02718841565508581,0,1.6220000000000003,77506,15,20,1.0,1030.3598989439793,False,0.020578431737546945,0.5833333333333334,356061,0.0,0.0,13,0,0,6,5,3.4,13,19,19,129.0,93.0,8,12,19,1204,1.2020449449773878,68.40474108589115
44,19,0,0,0,9.999999999999998,20,10.0,22.386477900407275,1,27.0,20.667329841010122,29,13.0,35.00000000000001,20,35.0,0,2.1080000000000005,37144,437,0,0.0,4369.999999999999,False,-0.11484965790421318,0,0.6410000000000001,51138,24,19,1.0,665.3430801077382,False,0.15841446570160844,19,1.7040000000000004,52516,201,10,1.0,4706.355356391963,False,-0.07517103476889922,0,0.2,58782,0,37,0.0,764.6912041173746,False,-0.0027752768113622492,5,1.3300000000000003,78384,5,10,1.0,453.33664920505066,False,0.028289403576320118,0,1.6220000000000003,77674,19,20,1.0,1092.6792669791926,False,0.02318359713124732,0.6666666666666666,355638,0.0,0.0,14,0,0,6,5,4.833333333333333,15,21,16,150.0,43.0,10,9,16,847,1.4285760440398008,69.83331712993095
45,16,0,0,0,10.0,20,10.0,22.418586655242215,1,27.0,20.275466907671948,11,14.090909090909092,35.00000000000001,0,,0,2.1080000000000005,37024,449,0,0.0,4490.0,False,-0.11620003601008283,0,0.6410000000000001,51085,22,28,1.0,847.720426346782,False,0.15927395150282214,0,1.6850000000000003,52609,192,10,1.0,4507.123306883224,False,-0.07528254894837919,0,0.2,58817,0,36,0.0,729.9168086761902,False,-0.0024784101478518695,0,1.3250000000000002,78384,0,15,0.5,525.0000000000001,False,0.02875811008790289,0,1.6220000000000003,77519,20,30,1.0,1455.5093381534393,False,0.02352912658377877,0.5833333333333334,355438,0.0,0.0,9,0,0,8,0,0.0,13,21,16,147.0,51.0,9,7,16,382,1.3621265460387804,71.19544367596973
46,16,0,0,0,10.0,20,10.0,22.418586655242215,0,,21.514575406975954,43,26.302325581395348,35.00000000000001,0,,0,2.1080000000000005,36894,462,0,0.0,4620.0,False,-0.11766294562477493,0,0.6410000000000001,51015,19,38,1.0,1041.9062928992043,False,0.1598837132348218,33,2.0150000000000006,52522,182,10,1.0,4295.328525323843,False,-0.07853386602400307,0,0.2,58817,0,36,0.0,774.5247146511343,False,-0.0021024733717815974,0,1.3250000000000002,77568,24,25,1.0,1391.3498097674233,False,0.023750456583346957,0,1.6220000000000003,77204,19,40,1.0,1808.7769327325434,False,0.021719187766406915,0.6666666666666666,354020,0.0,0.0,6,0,0,4,2,1.7058823529411766,15,19,17,111.0,42.0,7,9,17,200,1.1879538300563581,72.38339750602609
47,17,0,0,0,10.0,20,10.0,23.06707448311601,17,28.0,21.514575406975954,0,,35.00000000000001,0,,0,2.1080000000000005,36784,473,0,0.0,4730.0,False,-0.11890079222182211,0,0.6410000000000001,51401,18,31,1.0,895.0793089765963,False,0.16691887951225012,0,1.9820000000000002,52046,189,20,1.0,4789.968585448445,False,-0.08238830432462672,0,0.2,58817,0,36,0.0,774.5247146511343,False,-0.0021024733717815974,0,1.3250000000000002,77568,14,35,1.0,1526.2040556976635,False,0.024632456412840474,0,1.6220000000000003,77204,9,50,1.0,1943.6311786627841,False,0.022601187595900428,0.6666666666666666,353820,0.0,0.0,7,0,0,4,0,0.0,15,19,12,129.0,40.0,8,9,12,676,1.2013560389750637,73.58475354500115
48,12,0,0,0,10.0,20,10.0,23.059008565633462,18,23.0,21.514575406975954,0,,35.00000000000001,0,,5,2.1580000000000004,36634,482,0,0.0,4820.0,False,-0.12126395390709399,0,0.6410000000000001,51655,19,28,1.0,835.6522398377369,False,0.17196673838492238,0,1.9820000000000002,51632,197,30,1.0,5188.061949639071,False,-0.08601137765983691,0,0.2,58817,0,36,0.0,774.5247146511343,False,-0.0021024733717815974,0,1.3250000000000002,77568,4,45,1.0,1661.058301627904,False,0.02551445624233399,0,1.622,77204,0,59,0.9,2065.0000000000005,False,0.02339498744244454,0.65,353510,0.0,0.0,7,0,0,7,1,1.0,12,19,15,51.0,30.0,7,5,15,564,1.3036594760487787,74.88841302104993
49,15,0,0,0,10.0,20,10.0,23.637682191814044,33,26.0,21.29425498730036,5,13.0,35.00000000000001,0,,0,2.1530000000000005,36564,489,0,0.0,4890.0,False,-0.12205167446885128,5,0.6910000000000001,52273,22,10,1.0,456.3768219181404,False,0.1816075893716031,0,1.9820000000000002,50839,220,35,1.0,5945.589006754602,False,-0.09299340114653375,0,0.2,58817,0,36,0.0,766.5931795428129,False,-0.0021693170326246972,0,1.3250000000000002,77568,0,49,0.4,1715.0000000000005,False,0.025867256174131437,0,1.6220000000000003,77139,0,64,0.5,2240.0000000000005,False,0.02368930514859774,0.48333333333333334,353200,0.0,0.0,9,0,0,3,1,0.45454545454545453,16,19,5,96.0,38.0,7,8,5,837,1.140365931962151,76.02877895301208
50,5,0,0,0,10.0,20,10.0,23.637682191814044,0,,21.5147056400072,11,25.0,35.00000000000001,0,,0,2.1530000000000005,36474,498,0,0.0,4980.0,False,-0.12306445804825351,0,0.6860000000000002,52163,23,20,1.0,702.7536438362808,False,0.1819044117284422,0,1.9820000000000002,51114,210,34,1.0,5695.413252041194,False,-0.09046660779685149,0,0.2,58817,0,36,0.0,774.5294030402592,False,-0.002102433859998834,0,1.3250000000000002,77358,0,55,0.6,1925.0000000000005,False,0.024493773545416493,0,1.622,77074,0,69,0.5,2415.0000000000005,False,0.023983622854750943,0.5166666666666667,353000,0.0,0.0,8,0,0,3,0,0.0,11,14,5,39.0,6.0,3,2,5,475,0.7936428340035491,76.82242178701563
51,5,0,0,0,10.000000000000002,20,10.0,23.200420675638643,5,10.0,21.78134290296898,20,24.0,35.00000000000001,0,,5,2.2030000000000007,36324,507,0,0.0,5070.000000000001,False,-0.1254276197335254,0,0.6860000000000002,52053,24,30,1.0,936.0126202691592,False,0.18205361699078548,0,1.9820000000000002,51544,205,24,1.0,5278.838468177177,False,-0.08672960552025846,0,0.2,58817,0,36,0.0,784.1283445068833,False,-0.0020215379956944842,0,1.3250000000000002,77358,0,55,0.0,1925.0000000000005,False,0.024493773545416493,0,1.6220000000000003,76594,10,79,1.0,2982.8134290296903,False,0.02141856836692711,0.5,352690,0.0,0.0,7,0,0,6,1,1.0,7,13,6,39.0,6.0,3,2,6,680,0.8655744990101084,77.68799628602574
52,6,0,0,0,10.000000000000002,20,10.0,23.200420675638643,0,,21.34171549459757,11,14.636363636363637,35.00000000000001,0,,0,2.1980000000000004,36234,516,0,0.0,5160.000000000001,False,-0.1264404033129276,0,0.6860000000000002,51943,25,40,1.0,1178.0168270255458,False,0.18230123364945933,0,1.9820000000000002,51705,195,23,1.0,5014.94148812528,False,-0.08623993756741834,0,0.2,58817,0,36,0.0,768.3017578055125,False,-0.0021549178495717516,0,1.3250000000000004,77233,0,65,1.0,2275.0000000000005,False,0.02514781289242361,0,1.6220000000000003,76558,1,89,1.0,3136.3417154945982,False,0.021951795439348363,0.6666666666666666,352490,0.0,0.0,9,0,0,6,0,0.0,9,15,4,72.0,6.0,4,2,4,361,0.881109818990808,78.56910610501654
53,4,0,0,0,10.000000000000002,20,10.0,23.80650237473107,21,27.857142857142858,21.55450193620293,14,24.0,35.00000000000001,0,,0,2.1980000000000004,36164,523,0,0.0,5230.000000000001,False,-0.1272281238746849,0,0.6860000000000002,52398,28,29,1.0,970.3885688672012,False,0.19020512883583005,0,1.9820000000000002,51456,206,19,1.0,5313.675025982457,False,-0.08791927197506731,0,0.2,58817,0,36,0.0,775.9620697033055,False,-0.002090359944518619,0,1.3250000000000002,77233,0,65,0.0,2275.0000000000005,False,0.02514781289242361,0,1.6220000000000003,76222,5,99,1.0,3572.7725096810154,False,0.020411080143895213,0.5,352290,0.0,0.0,11,0,0,5,0,0.0,9,14,12,36.0,21.0,2,2,12,1121,0.8116266339784488,79.380732738995
54,12,0,0,0,10.000000000000002,20,10.0,23.80650237473107,0,,21.55450193620293,0,,35.00000000000001,0,,0,2.1980000000000004,36054,534,0,0.0,5340.000000000001,False,-0.12846597047173208,0,0.6860000000000002,52308,27,39,1.0,1198.4535926145118,False,0.19074601180021739,0,1.9820000000000002,51456,196,29,1.0,5291.155021597175,False,-0.08810906115392826,0,0.2,58817,0,36,0.0,775.9620697033055,False,-0.002090359944518619,0,1.3250000000000002,77233,0,65,0.0,2275.0000000000005,False,0.02514781289242361,0,1.6220000000000003,76222,0,104,0.5,3640.000000000001,False,0.020850774382586857,0.4166666666666667,352090,0.0,0.0,6,0,0,9,0,0.0,11,20,14,129.0,12.0,8,4,14,200,1.1736864320118912,80.55441917100688
55,14,0,0,0,10.000000000000002,20,10.0,20.608797108416447,63,13.238095238095237,21.291138123091052,5,13.0,35.00000000000001,0,,26,2.4580000000000006,35525,542,0,0.0,5420.000000000001,False,-0.13947155203456968,0,0.6860000000000002,52804,29,12,1.0,537.3055653009974,False,0.19446913896854737,0,1.9820000000000002,50687,249,34,1.0,5855.489176180791,False,-0.096314709701994,0,0.2,58817,0,36,0.0,766.4809724312779,False,-0.0021702626672345736,0,1.3250000000000002,77233,0,65,0.0,2275.0000000000005,False,0.02514781289242361,0,1.6220000000000003,76157,0,109,0.5,3815.000000000001,False,0.021145092088740058,0.4166666666666667,351223,0.0,0.0,8,0,0,13,2,2.0,9,22,14,158.0,39.0,11,3,14,881,1.3016810300177895,81.85610020102467
56,14,0,0,0,10.000000000000002,20,10.0,21.325500654251808,39,24.76923076923077,21.291138123091052,0,,35.00000000000001,0,,5,2.4820000000000007,35375,551,0,0.0,5510.000000000001,False,-0.14183471371984155,22,0.9060000000000001,53072,30,10,1.0,513.2550065425181,False,0.2002301832749203,0,1.9820000000000002,49721,278,44,1.0,6865.299259298009,False,-0.104086540652143,0,0.2,58817,0,36,0.0,766.4809724312779,False,-0.0021702626672345736,0,1.3250000000000002,77233,0,65,0.0,2275.0000000000005,False,0.02514781289242361,0,1.622,76157,0,109,0.0,3815.000000000001,False,0.021145092088740058,0.3333333333333333,350375,0.0,0.0,6,0,0,11,3,2.25,11,22,12,165.0,57.0,10,4,12,200,1.247558617964387,83.10365881898906
57,12,0,0,0,10.000000000000002,20,10.0,21.60559927271901,23,24.08695652173913,21.391084449817125,1,36.0,35.00000000000001,0,,5,2.5270000000000006,35205,562,0,0.0,5620.000000000001,False,-0.14442293842275838,8,0.9640000000000002,53310,29,10,1.0,506.0559927271902,False,0.2055056715062027,0,1.9820000000000002,49203,291,53,1.0,7420.956864201539,False,-0.10813466547386998,0,0.2,58817,0,36,0.0,770.0790401934165,False,-0.002139939656884315,0,1.3250000000000002,77197,0,66,0.1,2310.0000000000005,False,0.024905818334030976,0,1.6220000000000003,76157,0,109,0.0,3815.000000000001,False,0.021145092088740058,0.35000000000000003,349889,0.0,0.0,7,0,0,12,2,1.4444444444444444,7,19,14,99.0,43.0,8,4,14,236,1.2417548850062303,84.34541370399529
58,14,0,0,0,10.000000000000002,20,10.0,21.30414329572382,5,9.0,22.146680047930467,54,24.0,35.00000000000001,0,,5,2.572000000000001,35090,567,0,0.0,5670.000000000001,False,-0.14644850558156283,0,0.9560000000000002,53160,34,20,1.0,766.0828659144764,False,0.20505584787894396,1,1.9920000000000002,50425,286,10,1.0,6314.451783056317,False,-0.09686281765193824,0,0.2,58817,0,36,0.0,797.2804817254968,False,-0.0019106972835755314,0,1.3250000000000002,76381,24,76,1.0,3191.5203211503317,False,0.019997385943061555,0,1.622,75677,10,119,1.0,4386.466800479306,False,0.018603932087689054,0.6666666666666666,349550,0.0,0.0,7,0,0,13,2,1.05,8,21,15,165.0,42.0,10,4,15,1016,1.4603707480127923,85.80578445200808
59,15,0,0,0,10.000000000000002,20,10.0,21.30414329572382,0,,21.963256438914755,6,16.833333333333332,35.00000000000001,0,,0,2.5670000000000006,34970,579,0,0.0,5790.000000000001,False,-0.1477988836874325,0,0.9560000000000002,53080,32,30,1.0,959.1242988717147,False,0.2054276681093774,0,1.9910000000000003,50526,276,14,1.0,6187.42913976458,False,-0.09623093984590515,0,0.2,58817,0,36,0.0,790.6772318009312,False,-0.0019663467123924925,0,1.3250000000000002,76280,20,86,1.0,3449.2651287782955,False,0.0203619789188618,0,1.6220000000000003,75677,0,129,1.0,4515.000000000001,False,0.019444589786521558,0.6666666666666666,349350,0.0,0.0,7,0,0,11,0,0.0,10,21,14,150.0,29.0,10,5,14,301,1.3350923290126957,87.14087678102078
60,14,0,0,0,10.000000000000002,20,10.0,21.629323839692475,14,26.0,21.685627630479832,5,13.0,35.00000000000001,0,,0,2.5670000000000006,34850,591,0,0.0,5910.000000000001,False,-0.14914926179330212,0,0.9560000000000002,53364,30,26,1.0,862.3624198320044,False,0.21073058178601012,0,1.9910000000000003,50227,280,19,1.0,6468.23760009301,False,-0.0989040974894823,0,0.2,58817,0,36,0.0,780.682594697274,False,-0.002050577334041804,0,1.3250000000000004,76215,15,96,1.0,3685.284414457198,False,0.021055386762617638,0,1.6220000000000003,75677,0,129,0.0,4515.000000000001,False,0.019444589786521558,0.5,349150,0.0,0.0,7,0,0,6,0,0.0,12,18,18,96.0,50.0,7,7,18,629,1.265648179978598,88.40652496099938
61,18,0,0,0,10.000000000000002,20,10.0,21.629323839692475,0,,21.685627630479832,0,,35.00000000000001,0,,0,2.5670000000000006,34760,600,0,0.0,6000.000000000001,False,-0.15016204537270436,0,0.9560000000000002,53254,31,36,1.0,1088.655658228929,False,0.21080140054722873,0,1.9910000000000005,50227,270,29,1.0,6468.800638000883,False,-0.09889935244146296,0,0.2,58817,0,36,0.0,780.682594697274,False,-0.002050577334041804,0,1.3250000000000002,76215,5,106,1.0,3818.4281381524,False,0.021926199103654804,0,1.6220000000000003,75677,0,129,0.0,4515.000000000001,False,0.019444589786521558,0.5,348950,0.0,0.0,6,0,0,9,0,0.0,13,22,14,135.0,54.0,10,8,14,200,1.2237381440354511,89.63026310503483
62,14,0,0,0,10.000000000000002,20,10.0,22.285075293906637,48,24.770833333333332,21.39665127173225,5,13.0,35.00000000000001,0,,5,2.617000000000001,34615,608,0,0.0,6080.000000000001,False,-0.15252520705797623,7,1.0260000000000002,54124,33,10,1.0,552.8507529390664,False,0.22435238963966356,0,1.9910000000000005,49103,308,34,1.0,7591.28933376214,False,-0.10838469101314589,0,0.2,58817,0,36,0.0,770.279445782361,False,-0.002138250722392405,0,1.3250000000000002,76215,0,111,0.5,3885.000000000001,False,0.022361605274173295,0,1.6220000000000003,75612,0,134,0.5,4690.000000000001,False,0.01973890749267476,0.5,348486,0.0,0.0,8,0,0,10,2,1.7,7,17,19,93.0,69.0,6,8,19,1149,1.2192021399969235,90.84946524503175
63,19,0,0,0,10.0,20,10.0,22.320053529871227,18,22.72222222222222,20.81858608351036,10,13.0,35.00000000000001,0,,5,2.6620000000000004,34460,617,0,0.0,6170.0,False,-0.15500090025207058,3,1.0490000000000002,54312,34,10,1.0,563.2005352987123,False,0.22870004203388006,0,1.9910000000000003,48824,316,34,1.0,7760.96884227866,False,-0.11165729371573213,0,0.2,58817,0,36,0.0,749.469099006373,False,-0.0023136316219187227,0,1.3250000000000002,76085,0,121,1.0,4235.000000000001,False,0.0229502406864797,0,1.6220000000000003,75612,0,134,0.0,4690.000000000001,False,0.01973890749267476,0.5,348110,0.0,0.0,8,0,0,16,2,1.2307692307692308,8,24,21,141.0,23.0,12,7,21,330,1.7042938999948092,92.55375914502656
