index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,11,0,0,0,10.000000000000002,20,10.0,3.663173046539181,10,5.2,54.31219907339335,4,55.75,48.99999999999999,20,49.0,10,1.3440000000000003,38506,344,0,0.0,3440.0000000000005,False,-0.11742507350037298,0,1.4510000000000003,38109,336,0,0.0,3360.0000000000005,False,-0.12701303260344904,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,86483,2,138,1.0,7502.409818221361,False,0.1096052054095581,9,2.666000000000001,99046,0,1,0.1,48.99999999999999,False,-0.051684694170575286,8,2.9170000000000007,94365,78,0,0.0,4236.351527724682,False,-0.0764508876819916,0.18333333333333335,438900,0.0,0.0,15,0,0,7,11,11.0,21,28,9,100.0,30.0,6,5,9,570,3.004645848996006,228.67072643595748
34,9,0,0,0,10.000000000000002,20,10.0,3.6260585938867815,1,1.0,54.51336973627475,6,56.0,49.0,20,49.0,0,1.3340000000000003,38426,352,0,0.0,3520.0000000000005,False,-0.11830268989424722,1,1.4610000000000003,37961,348,0,0.0,3480.0000000000005,False,-0.12894378866997236,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,86818,0,135,0.3,7359.304914397091,False,0.11284480585824756,8,2.7370000000000005,98788,0,3,0.3,147.0,False,-0.05368526849813344,11,3.0190000000000006,93969,81,0,0.0,4415.5829486382545,False,-0.0793836366964763,0.09999999999999999,438353,0.0,0.0,13,0,0,7,14,13.5,19,26,10,73.0,23.0,5,4,10,536,3.3677847850485705,232.03851122100605
35,10,0,0,0,10.0,20,10.0,3.896294630082779,14,5.142857142857143,54.51336973627475,0,,48.99999999999999,20,49.0,5,1.3840000000000003,38216,360,0,0.0,3600.0,False,-0.12203255956821274,9,1.5500000000000005,37612,360,0,0.0,3600.0,False,-0.1352845671157137,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,86746,4,145,1.0,7920.02379028017,False,0.11540699075441867,7,2.799000000000001,98828,0,0,0.0,0.0,False,-0.05400593471810089,10,3.108,93777,81,0,0.0,4415.5829486382545,False,-0.08122148488255843,0.16666666666666666,437570,0.0,0.0,11,0,0,3,13,13.0,24,27,11,97.0,24.0,7,3,11,347,3.0493129810201935,235.08782420202624
36,11,0,0,0,10.0,20,10.0,3.7784346785799694,3,1.0,54.54359181582222,3,55.0,49.0,20,49.0,3,1.409,38050,368,0,0.0,3680.0,False,-0.12479705120891658,0,1.5410000000000001,37492,372,0,0.0,3720.0,False,-0.13660099170652507,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,86908,0,149,0.7,8126.99518055751,False,0.11867165418869365,12,2.9120000000000013,98573,0,0,0.0,0.0,False,-0.056446826840241215,8,3.1780000000000004,93481,84,0,0.0,4581.661712529066,False,-0.08325997074505083,0.11666666666666665,436895,0.0,0.0,11,0,0,1,13,13.0,26,27,13,101.0,23.0,6,5,13,365,3.6217465979862027,238.70957080001244
37,13,0,0,0,10.0,20,10.0,3.8640385402058803,5,5.0,54.59894209290917,6,55.0,48.99999999999999,20,49.0,0,1.406,37910,382,0,0.0,3820.0,False,-0.1263328798981965,5,1.5910000000000004,37312,378,0,0.0,3780.0,False,-0.13989205318355347,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87213,0,148,0.5,8080.643429750557,False,0.12213723041865292,11,3.010000000000001,98190,0,3,0.3,146.99999999999997,False,-0.059409399827701735,9,3.2600000000000007,93155,87,0,0.0,4750.107962083098,False,-0.08557428945111946,0.13333333333333333,436171,0.0,0.0,11,0,0,4,12,12.0,27,31,11,168.0,35.0,10,3,11,530,2.774706462980248,241.4842772629927
38,11,0,0,0,10.0,20,10.0,3.8640385402058803,0,,54.68614917307766,6,55.333333333333336,48.999999999999986,20,49.0,0,1.4060000000000001,37810,392,0,0.0,3920.0,False,-0.1274299003905393,0,1.586,37212,388,0,0.0,3880.0,False,-0.14098907367589628,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87545,0,142,0.0,7765.433182577028,False,0.12428175491310375,5,3.0490000000000013,98108,0,3,0.3,146.99999999999994,False,-0.06019431415717431,12,3.3710000000000004,92745,90,0,0.0,4921.75342557699,False,-0.08867735509918165,0.049999999999999996,435811,0.0,0.0,16,0,0,3,8,7.25,28,31,13,98.0,28.0,7,4,13,532,4.672961133008357,246.15723839600105
39,13,0,0,0,10.0,20,10.0,3.629844393777298,8,1.75,54.68614917307766,0,,48.999999999999986,20,49.0,8,1.4860000000000002,37484,401,0,0.0,4010.0,False,-0.1335951555575058,0,1.5860000000000005,37102,399,0,0.0,3990.0,False,-0.14219579621747333,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87531,0,150,0.8,8202.922375961649,False,0.12679948829921941,8,3.1240000000000006,98132,0,0,0.0,0.0,False,-0.06066813439264861,9,3.4490000000000007,92590,90,0,0.0,4921.75342557699,False,-0.0901610346244042,0.13333333333333333,435230,0.0,0.0,14,0,0,2,9,9.0,28,30,10,114.0,42.0,8,5,10,347,3.0496230120188557,249.2068614080199
40,10,0,0,0,9.999999999999998,20,10.0,3.3404468245368064,20,2.4,54.77667486938132,5,55.6,48.999999999999986,20,49.0,11,1.5880000000000003,37069,409,0,0.0,4089.999999999999,False,-0.1418228092500768,9,1.6760000000000004,36719,411,0,0.0,4109.999999999999,False,-0.1492825485980078,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87761,10,155,1.0,8523.789072999472,False,0.1316006263634207,7,3.186000000000001,97798,0,4,0.4,195.99999999999994,False,-0.06292715612137456,13,3.5700000000000007,92249,91,0,0.0,4984.6774131137,False,-0.09312397141230158,0.2333333333333333,433987,0.0,0.0,13,0,0,2,17,17.0,27,29,12,124.0,6.0,8,2,12,478,3.205451946007088,252.412313354027
41,12,0,0,0,9.999999999999998,20,10.0,3.393928950930026,15,3.6666666666666665,54.85830989620038,5,55.6,48.99999999999999,20,49.0,0,1.5770000000000002,36939,422,0,0.0,4219.999999999999,False,-0.14324893589012241,15,1.8170000000000004,36179,418,0,0.0,4179.999999999999,False,-0.16036245557067005,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87984,15,160,1.0,8828.238517656011,False,0.13621474476246,8,3.2590000000000003,97644,0,4,0.4,195.99999999999997,False,-0.06440126352062793,8,3.6370000000000013,92058,92,0,0.0,5046.964510450435,False,-0.09465413750143375,0.2333333333333333,433195,0.0,0.0,17,0,0,2,12,11.5,24,26,17,105.0,30.0,6,6,17,625,3.101449922018219,255.5137632760452
42,17,0,0,0,9.999999999999998,20,10.0,3.3441684041368736,9,2.888888888888889,54.85830989620038,0,,48.99999999999999,20,49.0,1,1.5870000000000002,36830,431,0,0.0,4309.999999999999,False,-0.14465312212032122,8,1.8820000000000006,35835,429,0,0.0,4289.999999999999,False,-0.16670323401641143,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87958,14,170,1.0,9372.73104001198,False,0.13924282190339504,3,3.281000000000001,97807,0,0,0.0,0.0,False,-0.06377907533263137,13,3.759000000000001,91761,92,0,0.0,5046.964510450435,False,-0.09749705891427955,0.16666666666666666,432582,0.0,0.0,13,0,0,11,14,14.0,20,31,18,148.0,56.0,9,8,18,396,2.852197166008409,258.3659604420536
43,18,0,0,0,9.999999999999998,20,10.0,3.2005149019922166,19,2.5789473684210527,54.85830989620038,0,,48.99999999999999,20,49.0,4,1.6260000000000001,36645,438,0,0.0,4379.999999999999,False,-0.1479441835973496,15,2.024000000000001,35225,442,0,0.0,4419.999999999999,False,-0.17866075738294793,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,87909,23,180,1.0,9948.10762406189,False,0.14217795910073597,10,3.378000000000001,97616,0,0,0.0,0.0,False,-0.06560735139274433,10,3.846000000000001,91576,92,0,0.0,5046.964510450435,False,-0.09926790221857744,0.16666666666666666,431362,0.0,0.0,13,0,0,6,16,16.0,31,37,16,181.0,27.0,12,6,16,200,3.4307104439940304,261.79667088604765
44,16,0,0,0,9.999999999999998,20,10.0,3.2005149019922166,0,,50.55448376998655,6,18.0,48.99999999999999,20,49.0,0,1.6219999999999999,36585,444,0,0.0,4439.999999999999,False,-0.14860239589275528,0,2.0090000000000003,35085,456,0,0.0,4559.999999999999,False,-0.18019658607222783,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,88017,13,184,1.0,9343.631707403423,False,0.13978942528623253,11,3.478000000000001,97404,0,0,0.0,0.0,False,-0.06763664209821,9,3.9260000000000006,91311,98,0,0.0,4954.339409458682,False,-0.10224782516770994,0.16666666666666666,430793,0.0,0.0,11,0,0,3,10,10.0,25,28,18,148.0,56.0,9,7,18,308,3.1957464430015534,264.9924173290492
45,18,0,0,0,10.0,20,10.0,2.974217332949059,15,1.6,51.12243308995609,6,55.5,48.99999999999999,20,49.0,5,1.6720000000000002,36305,458,0,0.0,4580.0,False,-0.153209881960595,10,2.1090000000000004,34716,462,0,0.0,4620.0,False,-0.187634385010312,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,88326,18,188,1.0,9664.553332904828,False,0.14556235986341057,11,3.5770000000000013,96906,0,5,0.5,244.99999999999997,False,-0.07123097539963626,9,4.007000000000001,91090,99,0,0.0,5061.120875905653,False,-0.1038522021828963,0.25,429734,0.0,0.0,18,0,0,4,17,17.0,31,35,17,177.0,40.0,11,7,17,533,3.1054014440160245,268.0978187730652
46,17,0,0,0,10.0,20,10.0,3.0849745415424543,5,5.2,51.51434533881364,5,55.2,48.99999999999999,20,49.0,5,1.7169999999999999,36090,467,0,0.0,4670.0,False,-0.15693975163456053,0,2.0990000000000006,34606,473,0,0.0,4730.0,False,-0.18884110755188907,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,88576,13,193,1.0,9982.373319431084,False,0.15059070424263776,1,3.5760000000000005,96922,0,4,0.4,195.99999999999997,False,-0.07131233847037427,14,4.138000000000001,90701,100,0,0.0,5151.434533881364,False,-0.107143512329466,0.2333333333333333,429286,0.0,0.0,17,0,0,7,11,11.0,25,32,17,168.0,57.0,10,7,17,721,3.10708796500694,271.20490673807217
47,17,0,0,0,10.0,20,10.0,3.0849745415424543,0,,51.847734893528205,4,55.75,48.99999999999999,20,49.0,0,1.7120000000000002,35990,477,0,0.0,4770.0,False,-0.15803677212690334,0,2.0990000000000006,34506,483,0,0.0,4830.0,False,-0.18993812804423188,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,88799,3,199,1.0,10326.95416743674,False,0.15545156950502792,9,3.665000000000001,96957,0,0,0.0,0.0,False,-0.07191538240643247,7,4.194000000000001,90371,104,0,0.0,5392.164428926933,False,-0.10915016545933308,0.16666666666666666,429014,0.0,0.0,15,0,0,8,10,9.75,22,30,16,165.0,97.0,10,7,16,570,3.2128677180153318,274.4177744560875
48,16,0,0,0,10.0,20,10.0,2.8773744094361873,10,1.0,52.161564611336594,4,55.75,49.0,20,49.0,0,1.7120000000000002,35870,489,0,0.0,4890.0,False,-0.1593531967177147,10,2.1990000000000007,34146,491,0,0.0,4910.0,False,-0.19695905919522577,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89012,3,205,1.0,10701.75286855231,False,0.16037525896479576,13,3.786000000000001,96606,0,1,0.1,49.0,False,-0.07504068153536901,7,4.257000000000001,90092,107,0,0.0,5581.287413413015,False,-0.11091563408914988,0.18333333333333335,428117,0.0,0.0,13,0,0,6,13,13.0,28,34,15,173.0,68.0,11,5,15,423,3.476704152999446,277.89447860908695
49,15,0,0,0,10.0,20,10.0,3.174519479551073,18,4.666666666666667,52.40265408592592,3,56.0,49.0,20,49.0,10,1.812,35512,498,0,0.0,4980.0,False,-0.1662205449997806,8,2.2690000000000006,33812,502,0,0.0,5020.0,False,-0.20308043354249858,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89096,11,212,1.0,11144.282380491357,False,0.1641290833886164,15,3.923000000000001,96274,0,0,0.0,0.0,False,-0.07845314444338088,4,4.290000000000001,89874,110,0,0.0,5764.291949451851,False,-0.11212648631448338,0.16666666666666666,426959,0.0,0.0,12,0,0,6,17,16.5,23,29,15,144.0,73.0,9,6,15,368,3.2141818850068375,281.1086604940938
50,15,0,0,0,10.0,20,10.0,3.0172215456169553,20,2.25,52.562581409326455,2,56.0,49.0,20,49.0,14,1.9420000000000002,34985,507,0,0.0,5070.0,False,-0.17679582254596515,6,2.3210000000000006,33544,513,0,0.0,5130.0,False,-0.20775374083987888,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89163,21,220,1.0,11627.129562509775,False,0.1679217518384536,10,4.008000000000001,96087,0,0,0.0,0.0,False,-0.08024313199961712,10,4.386000000000001,89571,112,0,0.0,5887.009117844563,False,-0.11443950838592623,0.16666666666666666,425741,0.0,0.0,12,0,0,5,15,15.0,24,29,16,130.0,107.0,8,7,16,312,3.2349346459959634,284.34359514008975
51,16,0,0,0,10.000000000000002,20,10.0,3.182160665670214,14,4.428571428571429,52.871642499063825,4,56.0,49.0,20,49.0,4,1.9680000000000002,34751,520,0,0.0,5200.000000000001,False,-0.18050375181008382,10,2.415000000000001,33234,520,0,0.0,5200.000000000001,False,-0.21378735354776426,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89325,25,226,1.0,12028.54522143018,False,0.17238195067344347,9,4.088,95944,0,0,0.0,0.0,False,-0.08161194601320954,11,4.4860000000000015,89125,116,0,0.0,6133.1105298914035,False,-0.11753081970952718,0.16666666666666666,424770,0.0,0.0,13,0,0,7,12,12.0,25,32,12,148.0,113.0,9,7,12,424,3.1181177680264227,287.46171290811617
52,12,0,0,0,10.000000000000002,20,10.0,3.1627541191266784,19,3.0526315789473686,53.155782397313665,4,56.0,49.0,20,49.0,10,2.064,34376,528,0,0.0,5280.000000000001,False,-0.18785378910878056,9,2.495000000000001,32861,532,0,0.0,5320.000000000001,False,-0.22065470182983019,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89491,34,232,1.0,12439.675156227078,False,0.17695106526129217,13,4.209000000000001,95591,0,1,0.1,49.0,False,-0.08475638939408442,7,4.545000000000001,88849,119,0,0.0,6325.538105280326,False,-0.11925175598123713,0.18333333333333335,423559,0.0,0.0,14,0,0,4,16,16.0,21,25,12,89.0,92.0,6,6,12,424,2.8823205279768445,290.344033436093
53,12,0,0,0,10.000000000000002,20,10.0,3.1183733169067547,9,2.5555555555555554,46.79830679975523,10,21.6,49.00000000000001,20,49.0,5,2.104,34156,537,0,0.0,5370.000000000001,False,-0.19169336083198035,4,2.5260000000000007,32643,543,0,0.0,5430.000000000001,False,-0.2242309886348677,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89684,33,232,1.0,10960.113497001137,False,0.17022733056037892,8,4.276000000000002,95506,0,0,0.0,0.0,False,-0.08580453718770939,11,4.6480000000000015,88417,129,0,0.0,6036.981577168425,False,-0.12476796411807972,0.16666666666666666,422797,0.0,0.0,15,0,0,3,13,13.0,31,34,10,121.0,48.0,9,3,10,465,2.785259551019408,293.1292929871124
54,10,0,0,0,10.000000000000002,20,10.0,2.8537900650386936,32,1.9375,47.55452529778067,4,56.0,49.00000000000001,20,49.0,14,2.2390000000000003,33725,542,0,0.0,5420.000000000001,False,-0.20060116722980384,18,2.7020000000000004,31913,558,0,0.0,5580.000000000001,False,-0.23860195708455834,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89846,55,238,1.0,11474.935474448928,False,0.17538480512074942,9,4.358000000000001,95231,0,2,0.2,98.00000000000001,False,-0.08796783765674357,11,4.747000000000001,88090,131,0,0.0,6229.642814009268,False,-0.12697596049579174,0.19999999999999998,421196,0.0,0.0,15,0,0,3,16,16.0,25,28,8,94.0,42.0,6,4,8,424,2.70440268603852,295.83369567315094
55,8,0,0,0,10.000000000000002,20,10.0,3.007561712531631,31,3.6451612903225805,48.261186754495455,4,56.0,49.00000000000001,20,49.0,9,2.3150000000000004,33393,550,0,0.0,5500.000000000001,False,-0.2070077669050858,22,2.9040000000000004,31243,570,0,0.0,5700.000000000001,False,-0.2519856070911405,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89957,76,244,1.0,12004.304258249294,False,0.18000457605199943,6,4.409000000000001,95133,0,2,0.2,98.00000000000001,False,-0.08890590600172298,12,4.856000000000002,87745,133,0,0.0,6418.737838347895,False,-0.129373323258601,0.19999999999999998,419862,0.0,0.0,12,0,0,3,10,9.5,23,26,3,79.0,24.0,5,3,3,473,2.7842371320002712,298.6179328051512
56,3,0,0,0,10.000000000000002,20,10.0,2.7729537172101653,19,1.0,48.261186754495455,0,,49.00000000000001,20,49.0,19,2.4960000000000004,32761,560,0,0.0,5600.000000000001,False,-0.21977708543595595,0,2.8820000000000006,31143,580,0,0.0,5800.000000000001,False,-0.25308262758348327,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,89938,85,254,1.0,12494.042501604708,False,0.18278207659525036,12,4.5230000000000015,94969,0,0,0.0,0.0,False,-0.09094476883315784,6,4.904000000000001,87661,133,0,0.0,6418.737838347895,False,-0.13017738184001193,0.16666666666666666,418863,0.0,0.0,10,0,0,0,12,11.333333333333334,22,22,6,31.0,3.0,2,1,6,200,2.238253129005898,300.8561859341571
57,6,0,0,0,10.000000000000002,20,10.0,2.8083219898819345,27,3.0,43.02613349392785,9,18.0,49.00000000000001,20,49.0,27,2.7470000000000008,31989,567,0,0.0,5670.000000000001,False,-0.23594716749308878,0,2.8820000000000006,31013,593,0,0.0,5930.000000000001,False,-0.2545087542235289,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90019,102,255,1.0,11258.112883919559,False,0.176179048978244,10,4.6110000000000015,94775,0,0,0.0,0.0,False,-0.09280176127117833,10,4.998000000000001,87310,142,0,0.0,6109.710956137755,False,-0.1350162201773823,0.16666666666666666,417497,0.0,0.0,12,0,0,2,12,12.0,23,25,4,63.0,6.0,4,2,4,362,2.4910229729721323,303.34720890712924
58,4,0,0,0,10.000000000000002,20,10.0,2.8487246103568813,2,6.0,34.72101277871841,22,17.045454545454547,49.00000000000001,20,49.0,0,2.72,31879,578,0,0.0,5780.000000000001,False,-0.23715389003466586,2,2.9020000000000006,30877,602,0,0.0,6020.000000000001,False,-0.25650533151959276,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90382,94,243,1.0,8704.98621860212,False,0.1649450093985693,9,4.691000000000002,94620,0,0,0.0,0.0,False,-0.09428544079640087,11,5.098000000000002,86709,164,0,0.0,5694.246095709819,False,-0.14275750887474958,0.16666666666666666,416858,0.0,0.0,15,0,0,0,13,13.0,26,26,3,34.0,6.0,2,2,3,575,2.05634553800337,305.4035544451326
59,3,0,0,0,10.000000000000002,20,10.0,2.8911210003639924,37,3.054054054054054,29.72668989118076,28,18.678571428571427,49.000000000000014,20,49.0,18,2.900000000000001,31285,587,0,0.0,5870.000000000001,False,-0.24919917504058975,19,3.0900000000000007,30311,613,0,0.0,6130.000000000001,False,-0.26771688095133617,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90792,121,225,1.0,7038.330866559714,False,0.15973937154338794,8,4.762000000000001,94493,0,0,0.0,0.0,False,-0.09550110079448645,12,5.207000000000002,85923,192,0,0.0,5707.524459106706,False,-0.15021764880297356,0.16666666666666666,415195,0.0,0.0,14,0,0,1,13,13.0,21,22,3,30.0,3.0,2,1,3,723,2.267533244972583,307.6710876901052
60,3,0,0,0,10.000000000000002,20,10.0,2.9663624403595676,4,6.0,29.72668989118076,0,,49.00000000000001,20,49.0,2,2.902000000000001,31119,599,0,0.0,5990.000000000001,False,-0.25152485848435646,2,3.091000000000001,30185,621,0,0.0,6210.000000000001,False,-0.2696037561981658,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90768,115,235,1.0,7326.90380506883,False,0.1612185278407105,9,4.844000000000001,94340,0,0,0.0,0.0,False,-0.09696563606777066,11,5.3050000000000015,85699,192,0,0.0,5707.524459106706,False,-0.15236180502006938,0.16666666666666666,414502,0.0,0.0,8,0,0,1,13,13.0,22,23,2,21.0,3.0,2,1,2,200,2.9788868879550137,310.6499745780602
61,2,0,0,0,10.000000000000002,20,10.0,2.9165386216339826,43,2.744186046511628,26.45769354058661,21,13.857142857142858,49.000000000000014,20,49.0,27,3.1700000000000013,30122,609,0,0.0,6090.000000000001,False,-0.2723024266093291,16,3.2490000000000006,29669,631,0,0.0,6310.000000000001,False,-0.27982798718680063,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90941,148,224,1.0,6358.1710690932305,False,0.15738967221931127,11,4.945000000000001,94115,0,0,0.0,0.0,False,-0.09911936441083564,9,5.384000000000001,85252,213,0,0.0,5635.488724144948,False,-0.1569853128929599,0.16666666666666666,412490,0.0,0.0,13,0,0,0,14,14.0,23,23,5,28.0,0.0,2,0,5,491,2.1953965900465846,312.8453711681068
62,5,0,0,0,10.000000000000002,20,10.0,3.608410561582443,24,8.583333333333334,26.45769354058661,0,,49.00000000000002,20,49.0,11,3.253000000000001,29852,616,0,0.0,6160.000000000001,False,-0.2774584229233402,13,3.3630000000000013,29201,644,0,0.0,6440.000000000001,False,-0.28866997235508357,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90735,162,234,1.0,6775.662799473623,False,0.15742343797711303,13,5.064000000000002,93820,0,0,0.0,0.0,False,-0.10194314157174308,7,5.445000000000001,85144,213,0,0.0,5635.488724144948,False,-0.15801910249763107,0.16666666666666666,411143,0.0,0.0,11,0,0,1,15,15.0,21,22,7,44.0,11.0,3,2,7,200,2.6602923430036753,315.50566351111047
63,7,0,0,0,10.0,20,10.0,3.6371261790765015,14,4.0,24.353985947423933,17,13.0,49.00000000000002,20,49.0,14,3.3820000000000006,29372,629,0,0.0,6290.0,False,-0.2865636930097854,0,3.350000000000001,29131,651,0,0.0,6510.0,False,-0.28943788669972353,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,90900,166,227,1.0,6132.117755791932,False,0.155495614637006,9,5.141000000000002,93670,0,0,0.0,0.0,False,-0.10337896046711975,11,5.548000000000001,84710,230,0,0.0,5601.416767907504,False,-0.16233647569681486,0.16666666666666666,410174,0.0,0.0,14,0,0,3,9,9.0,26,29,5,83.0,3.0,6,1,5,421,2.435196361038834,317.9408598721493
64,5,0,0,0,10.0,20,10.0,3.5625568629619653,5,1.0,23.464688701410008,13,16.76923076923077,49.000000000000014,17,49.0,5,3.418,29112,641,0,0.0,6410.0,False,-0.2909517749791566,0,3.350000000000001,29051,659,0,0.0,6590.0,False,-0.29031550309359777,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,91113,161,224,1.0,5829.661924052718,False,0.15625522266113748,8,5.212000000000001,93537,0,0,0.0,0.0,False,-0.10465205322102039,9,5.627000000000002,84332,243,0,0.0,5701.919354442632,False,-0.16547372760389287,0.16666666666666666,409536,0.0,0.0,13,0,0,3,11,11.0,22,25,9,60.0,3.0,4,1,9,418,2.347138423996512,320.2879982961458
65,9,0,0,0,10.0,20,10.0,3.499726548927663,4,1.0,22.42566769462229,11,13.0,49.00000000000001,20,49.0,4,3.4530000000000007,28910,650,0,0.0,6500.0,False,-0.294396419325113,0,3.350000000000001,28941,670,0,0.0,6700.0,False,-0.2915222256351749,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,91252,155,223,1.0,5543.381510984558,False,0.1562043107621928,10,5.304000000000001,93346,0,0,0.0,0.0,False,-0.10648032928113334,10,5.718000000000001,83998,254,0,0.0,5696.119594434062,False,-0.16869857569429467,0.16666666666666666,408838,0.0,0.0,11,0,0,3,13,13.0,28,31,11,115.0,16.0,7,2,11,343,2.727314807998482,323.0153131041443
66,11,0,0,0,10.0,20,10.0,3.5359609259905875,5,4.6,22.00419238657181,6,15.0,49.00000000000001,20,49.0,3,3.479000000000001,28674,665,0,0.0,6650.0,False,-0.2979288253104568,2,3.370000000000001,28853,675,0,0.0,6750.0,False,-0.2929044714555268,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,91319,150,227,1.0,5525.3458106503895,False,0.15691731416639235,6,5.354000000000001,93262,0,0,0.0,0.0,False,-0.10728438786254427,14,5.848000000000001,83613,260,0,0.0,5721.09002050867,False,-0.172264334160483,0.16666666666666666,408112,0.0,0.0,12,0,0,1,12,12.0,27,28,9,93.0,37.0,6,5,9,290,2.6418321240344085,325.6571452281787
67,9,0,0,0,10.000000000000002,20,10.0,3.4817420798785936,5,2.0,22.00419238657181,0,,49.000000000000014,20,49.0,0,3.476000000000001,28574,675,0,0.0,6750.000000000001,False,-0.2990258458027996,5,3.418000000000001,28618,685,0,0.0,6850.000000000001,False,-0.29696344727719515,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,91309,145,237,1.0,5719.846197199915,False,0.1579902251398773,10,5.448000000000002,93072,0,0,0.0,0.0,False,-0.10910309179668805,10,5.934000000000002,83424,260,0,0.0,5721.09002050867,False,-0.1740734659686576,0.16666666666666666,407388,0.0,0.0,11,0,0,3,12,12.0,28,31,10,122.0,3.0,8,1,10,200,2.6973032229579985,328.3544484511367
