index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,12,0,0,0,10.000000000000002,20,10.0,21.926412369867034,24,30.0,5.998946293314972,22,1.8181818181818181,32.0,9,32.0,4,0.546,17239,9,10,1.0,309.26412369867035,False,0.11340622595374047,0,1.3070000000000002,13251,101,0,0.0,1010.0000000000002,False,-0.11944693381129176,10,0.9120000000000001,18891,145,0,0.0,3179.32979363072,False,-0.15000353198525168,12,1.1840000000000002,18375,116,0,0.0,2543.463834904576,False,-0.18461374071582115,0,0.29000000000000004,33703,76,13,1.0,871.9199182919378,False,0.06998558136858177,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,133315,0.0,0.0,17,0,0,12,6,5.333333333333333,16,28,11,94.0,30.0,9,3,11,836,0.5633977148681879,8.989205360412598
11,11,0,0,0,10.000000000000002,20,10.0,21.083463257439462,19,13.368421052631579,5.899590180991181,4,3.0,32.0,11,32.0,0,0.542,17229,8,15,1.0,396.2519488615919,False,0.11555024801118917,14,1.4470000000000003,12997,112,0,0.0,1120.0000000000002,False,-0.13218537959288185,4,0.9420000000000002,18617,159,0,0.0,3352.270657932874,False,-0.1577864565691456,0,1.1720000000000004,18295,121,0,0.0,2551.099054150175,False,-0.18777549171715763,0,0.29000000000000004,34043,70,12,1.0,796.9713126693827,False,0.07946736213673576,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,133037,0.0,0.0,18,0,0,11,5,5.0,18,29,8,93.0,16.0,9,2,8,632,0.538060549646616,9.527265910059214
12,8,0,0,0,10.000000000000002,20,10.0,21.19650309551002,7,24.0,4.8790917599129155,34,1.6176470588235294,32.0,8,32.0,0,0.542,17327,5,18,1.0,431.5370557191804,False,0.12295279271921579,0,1.4330000000000003,12867,125,0,0.0,1250.0000000000002,False,-0.1363461784662655,21,1.1480000000000001,17888,159,0,0.0,3370.2439921860932,False,-0.18766872811400512,13,1.302,17732,128,0,0.0,2713.1523962252827,False,-0.2077785350440904,0,0.29000000000000004,34244,94,14,1.0,906.6346254318141,False,0.08748565513432928,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,131914,0.0,0.0,13,0,0,14,7,7.0,12,26,8,68.0,3.0,7,1,8,624,0.49269577395170927,10.019961684010923
13,8,0,0,0,10.000000000000002,20,10.0,21.078964125149646,14,19.714285714285715,4.661997533114016,27,3.6296296296296298,32.0,12,32.0,0,0.542,17393,8,19,1.0,480.50031837784326,False,0.1287447291760929,5,1.4830000000000003,12778,132,0,0.0,1320.0000000000002,False,-0.13980284214569197,18,1.3070000000000004,17126,169,0,0.0,3562.34493715029,False,-0.21530722271943778,9,1.3790000000000002,17470,132,0,0.0,2782.4232645197535,False,-0.2172147071068737,0,0.29000000000000004,34530,111,12,1.0,901.4817261756558,False,0.09636873513094174,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,131153,0.0,0.0,16,0,0,13,5,5.0,13,26,6,60.0,15.0,6,2,6,780,0.4420767752453685,10.462038459256291
14,6,0,0,0,10.000000000000002,20,10.0,21.609906680957057,24,25.125,4.657297715270629,1,4.0,32.0,8,32.0,0,0.542,17806,8,11,1.0,317.7089734905276,False,0.14997148167617882,6,1.5380000000000003,12645,142,0,0.0,1420.0000000000002,False,-0.14511586224555115,0,1.2890000000000001,16571,190,0,0.0,4105.882269381841,False,-0.22706199897526783,1,1.3800000000000001,17398,135,0,0.0,2917.3374019292028,False,-0.21740324959682086,0,0.29000000000000004,34782,102,14,1.0,923.0443669576041,False,0.10460484496579962,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,131058,0.0,0.0,15,0,0,11,3,3.0,14,25,7,53.0,0.0,6,0,7,969,0.4440954867750406,10.906133946031332
15,7,0,0,0,10.000000000000002,20,10.0,21.59111372157089,12,21.333333333333332,4.57376021841164,8,3.25,32.0,10,32.0,0,0.542,17898,8,13,1.0,360.6844783804215,False,0.1572360926379599,4,1.5720000000000003,12533,152,0,0.0,1520.0000000000002,False,-0.1490846242478556,2,1.3090000000000002,16453,194,0,0.0,4188.676061984753,False,-0.23024121058342487,6,1.4390000000000003,17062,143,0,0.0,3087.529262184637,False,-0.22781636725078566,0,0.29000000000000004,35076,100,14,1.0,905.376021841164,False,0.11354253152763058,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,130878,0.0,0.0,15,0,0,10,3,3.0,13,23,6,63.0,12.0,6,1,6,712,0.5166777577251196,11.422811703756452
16,6,0,0,0,10.000000000000002,20,10.0,23.31166697451923,37,30.7027027027027,4.27747878826607,25,2.84,32.0,15,32.0,24,0.7820000000000003,18318,9,10,1.0,323.1166697451923,False,0.1829188538517857,0,1.5680000000000003,12443,161,0,0.0,1610.0000000000002,False,-0.1519651773140443,13,1.4370000000000003,15478,214,0,0.0,4988.696732547115,False,-0.2541046538172419,12,1.5530000000000004,16215,160,0,0.0,3729.8667159230768,False,-0.24963961992274175,1,0.30000000000000004,35447,115,10,1.0,811.910060650598,False,0.12370573028036413,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,129757,0.0,0.0,15,0,0,5,8,7.428571428571429,16,21,12,45.0,20.0,4,2,12,808,0.5601788368076086,11.98299054056406
17,12,0,0,0,10.000000000000002,20,10.0,23.889390729671177,17,29.88235294117647,4.310238791699633,28,4.464285714285714,32.0,10,32.0,7,0.8280000000000001,18563,12,10,1.0,358.8939072967118,False,0.199746956449133,0,1.5680000000000003,12373,168,0,0.0,1680.0000000000002,False,-0.1542056074766355,6,1.4840000000000002,14968,226,0,0.0,5399.002304905686,False,-0.26675654067429583,22,1.7610000000000006,15361,165,0,0.0,3941.749470395744,False,-0.28068583792496904,0,0.29900000000000004,35642,133,10,1.0,893.2617592960512,False,0.13109229861618574,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,128763,0.0,0.0,15,0,0,9,7,6.583333333333334,19,28,11,110.0,36.0,9,3,11,680,0.6743149710819125,12.657305511645973
18,11,0,0,0,10.000000000000002,20,10.0,24.5330453020806,15,32.0,4.115133268383757,9,1.0,32.0,12,32.0,5,0.871,18848,12,10,1.0,365.330453020806,False,0.2181964682185637,0,1.5680000000000003,12273,178,0,0.0,1780.0000000000002,False,-0.15740622199462298,9,1.5680000000000003,14245,241,0,0.0,5912.463917801424,False,-0.2861078249055525,0,1.7390000000000003,15361,165,0,0.0,4047.9524748432987,False,-0.2784819988619362,2,0.31900000000000006,35939,132,10,1.0,863.1975914266559,False,0.139929756024363,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,128522,0.0,0.0,14,0,0,8,4,3.333333333333333,19,27,7,117.0,8.0,10,1,7,520,0.5994244758039713,13.256729987449944
19,7,0,0,0,10.000000000000002,20,10.0,25.00802363168619,25,28.24,4.1087997765906055,8,4.0,32.0,8,32.0,13,0.9960000000000002,19127,15,10,1.0,400.08023631686194,False,0.23716810383807652,2,1.5880000000000003,12197,185,0,0.0,1850.0000000000002,False,-0.16003072589937267,4,1.5990000000000006,13602,261,0,0.0,6527.094167870096,False,-0.30003954829072216,4,1.7790000000000004,15106,170,0,0.0,4251.364017386652,False,-0.2848440751735495,0,0.31700000000000006,36163,130,12,1.0,918.1439709567787,False,0.14781144566784898,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,128051,0.0,0.0,15,0,0,12,5,4.733333333333333,15,27,7,82.0,0.0,7,0,7,633,0.49083530344069004,13.747565290890634
20,7,0,0,0,10.000000000000002,20,10.0,25.00802363168619,0,,4.212685102154946,16,5.0625,32.0,8,32.0,0,0.9830000000000003,18997,18,20,1.0,680.1604726337238,False,0.2378107947968802,0,1.5860000000000005,12127,192,0,0.0,1920.0000000000005,False,-0.1622711560619639,11,1.7050000000000005,13350,261,0,0.0,6527.094167870096,False,-0.3104981496603009,5,1.8250000000000006,14965,170,0,0.0,4251.364017386652,False,-0.2906959116541471,0,0.31700000000000006,36338,136,14,1.0,1020.9251738930727,False,0.15490699514030395,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,127633,0.0,0.0,12,0,0,4,4,4.0,22,26,9,68.0,10.0,6,1,9,456,0.4557225722819567,14.20328786317259
21,9,0,0,0,10.000000000000002,20,10.0,25.53690878108938,17,31.0,4.031159238762187,32,3.28125,32.0,10,32.0,0,0.9830000000000001,19414,19,13,1.0,521.979814154162,False,0.2594411667569505,0,1.5860000000000005,12037,201,0,0.0,2010.0000000000005,False,-0.1651517091281526,7,1.7640000000000002,12629,278,0,0.0,7099.260641142848,False,-0.328548233219696,25,2.0700000000000007,14146,170,0,0.0,4341.2744927851945,False,-0.32282061646015364,0,0.31700000000000006,36553,158,14,1.0,1084.9231597244254,False,0.16264845420492105,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,126635,0.0,0.0,13,0,0,6,6,6.0,17,23,10,79.0,30.0,7,2,10,1047,0.5170045010745525,14.720292364247143
22,10,0,0,0,10.000000000000002,20,10.0,26.00386277498645,15,31.4,4.0453257605029425,20,4.15,32.0,5,32.0,2,1.0030000000000001,19747,19,10,1.0,450.03862774986453,False,0.2784546993902785,0,1.5860000000000005,11937,211,0,0.0,2110.0000000000005,False,-0.16835232364614006,12,1.8770000000000004,12328,278,0,0.0,7229.073851446234,False,-0.3383466725161603,8,2.125000000000001,13459,185,0,0.0,4810.714613372494,False,-0.341591313273034,0,0.31700000000000006,36630,168,19,1.0,1287.6147277644943,False,0.16823817977440753,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,125957,0.0,0.0,15,0,0,11,4,3.2222222222222223,18,29,8,121.0,15.0,9,1,8,552,0.5563929239287972,15.27668528817594
23,8,0,0,0,10.000000000000002,20,10.0,26.579472031681046,18,32.0,3.749187282325306,41,2.658536585365854,32.0,10,32.0,8,1.0810000000000002,20091,17,10,1.0,435.7947203168105,False,0.3000190347048012,0,1.5860000000000005,11817,223,0,0.0,2230.0000000000005,False,-0.172193061067725,27,2.1350000000000002,11373,278,0,0.0,7389.09322480733,False,-0.3746608585846165,14,2.2570000000000006,12466,203,0,0.0,5395.632822431252,False,-0.37066543219690284,0,0.31700000000000006,36841,199,19,1.0,1354.088269182736,False,0.17589306508466657,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,124444,0.0,0.0,12,0,0,12,9,8.444444444444445,16,28,4,108.0,0.0,8,0,4,520,0.5087788570672274,15.785464145243168
24,4,0,0,0,10.000000000000002,20,10.0,27.5482683966101,52,30.692307692307693,3.644502114759196,11,2.0,32.0,8,32.0,42,1.493,20287,21,10,1.0,485.48268396610104,False,0.3141557637935637,0,1.586,11757,229,0,0.0,2290.0000000000005,False,-0.1741134297785175,11,2.218000000000001,10529,296,0,0.0,8154.28744539659,False,-0.3938101795933474,0,2.2430000000000008,11428,237,0,0.0,6528.939609996594,False,-0.39022744117043795,0,0.31700000000000006,37075,200,21,1.0,1400.9004229518391,False,0.18396070367566966,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,122932,0.0,0.0,14,0,0,5,4,3.4444444444444446,17,22,2,49.0,0.0,4,0,2,456,0.3839378161355853,16.169401961378753
25,2,0,0,0,10.000000000000002,20,10.0,27.8350096542957,18,31.0,3.644502114759196,0,,32.0,13,32.0,8,1.5310000000000004,20563,24,10,1.0,518.3500965429571,False,0.332875115111476,0,1.5860000000000005,11687,236,0,0.0,2360.0000000000005,False,-0.1763538599411087,0,2.2070000000000007,9971,314,0,0.0,8740.193031448849,False,-0.4048102711880297,0,2.2430000000000008,11428,237,0,0.0,6596.897288068081,False,-0.3888172382637875,0,0.31700000000000006,37491,190,18,1.0,1268.4554018042472,False,0.19492345329725191,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,122996,0.0,0.0,14,0,0,6,1,0.4444444444444444,13,19,2,21.0,0.0,2,0,2,616,0.3435155441984534,16.512917505577207
26,2,0,0,0,10.000000000000002,20,10.0,27.8350096542957,0,,3.536712943086487,9,1.5555555555555556,32.0,10,32.0,0,1.5230000000000004,20503,20,20,1.0,756.700193085914,False,0.33666304548348197,0,1.5860000000000005,11547,250,0,0.0,2500.0000000000005,False,-0.18083472026629113,0,2.207000000000001,9971,314,0,0.0,8740.193031448849,False,-0.4048102711880297,9,2.3330000000000006,11170,237,0,0.0,6596.897288068081,False,-0.3995248539516895,0,0.31700000000000006,37797,189,18,1.0,1244.438746243346,False,0.20413776008028822,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,122844,0.0,0.0,15,0,0,6,2,2.0,16,22,4,28.0,0.0,2,0,4,520,0.3591457027941942,16.8720632083714
27,4,0,0,0,10.000000000000002,20,10.0,27.8350096542957,0,,3.4891428649902774,3,1.0,32.0,0,,0,1.5230000000000004,20383,22,30,1.0,1055.050289628871,False,0.33853060714469574,0,1.5860000000000005,11467,258,0,0.0,2580.0000000000005,False,-0.18339521188068109,0,2.2070000000000007,9971,314,0,0.0,8740.193031448849,False,-0.4048102711880297,3,2.3540000000000005,11089,237,0,0.0,6596.897288068081,False,-0.40288654724905415,0,0.31700000000000006,37794,182,28,1.0,1531.0240014282303,False,0.20853482105917745,0,0.2,31856,0,20,0.0,640.0,False,0.008462358177145364,0.3333333333333333,122560,0.0,0.0,10,0,0,3,1,1.0,18,21,6,34.0,10.0,3,1,6,200,0.3936528945341706,17.26571610290557
28,6,0,0,0,10.000000000000002,20,10.0,27.8350096542957,0,,3.4891428649902774,0,,32.0,3,32.0,0,1.5230000000000004,20283,22,40,1.0,1333.400386171828,False,0.3410382917095068,0,1.5860000000000005,11367,268,0,0.0,2680.0000000000005,False,-0.18659582639866854,0,2.207000000000001,9971,314,0,0.0,8740.193031448849,False,-0.4048102711880297,0,2.351000000000001,11089,237,0,0.0,6596.897288068081,False,-0.40288654724905415,0,0.31700000000000006,37794,172,38,1.0,1816.1325727783278,False,0.21300276707795282,0,0.2,31952,0,17,0.0,544.0,False,0.009966777408637873,0.3333333333333333,122456,0.0,0.0,13,0,0,7,0,0.0,18,25,6,64.0,13.0,5,1,6,296,0.9015756901353598,18.16729179304093
29,6,0,0,0,10.000000000000002,20,10.0,27.8350096542957,0,,3.5232247626371223,4,4.75,32.0,7,32.0,0,1.5230000000000004,20213,19,50,1.0,1581.750482714785,False,0.34450616062971406,0,1.5860000000000005,11237,281,0,0.0,2810.0000000000005,False,-0.19075662527205223,1,2.2170000000000005,9944,314,0,0.0,8740.193031448849,False,-0.40593083562048454,3,2.3810000000000007,11023,237,0,0.0,6596.897288068081,False,-0.4056257047506105,0,0.31700000000000006,37775,166,48,1.0,2120.855310597762,False,0.21718258808057672,0,0.2,32176,0,10,0.0,320.0,False,0.013477088948787063,0.3333333333333333,122368,0.0,0.0,13,0,0,5,2,2.0,20,25,6,68.0,8.0,5,1,6,424,0.4604705357924104,18.62776232883334
30,6,0,0,0,10.000000000000002,20,10.0,27.922980032126468,15,29.066666666666666,3.4864933913982386,8,2.875,32.0,2,32.0,0,1.5230000000000004,20539,20,45,1.0,1456.534101445691,False,0.36136647360919516,0,1.5860000000000005,11147,290,0,0.0,2900.0000000000005,False,-0.19363717833824093,0,2.216000000000001,9636,325,0,0.0,9074.968510441102,False,-0.41176657998669636,8,2.4580000000000006,10679,241,0,0.0,6729.4381877424785,False,-0.4171521438526151,0,0.31700000000000006,37752,164,58,1.0,2427.784916189311,False,0.22127162471305256,0,0.2,32240,0,8,0.0,256.0,False,0.014480035103115402,0.3333333333333333,121993,0.0,0.0,14,0,0,9,2,2.0,16,25,5,73.0,0.0,6,0,5,700,0.43967738281935453,19.067439711652696
31,5,0,0,0,10.000000000000002,20,10.0,28.159241074452947,21,30.285714285714285,3.410606740651425,4,1.0,32.0,5,32.0,0,1.5230000000000004,21095,18,34,1.0,1137.4141965314002,False,0.3867435090427409,0,1.5860000000000005,11027,302,0,0.0,3020.0000000000005,False,-0.19747791575982587,4,2.2560000000000007,9078,340,0,0.0,9574.141965314002,False,-0.42456646679157495,0,2.4500000000000006,10493,247,0,0.0,6955.332545389878,False,-0.4201840102637502,0,0.31700000000000006,37748,158,68,1.0,2714.875865022925,False,0.22564526836681076,0,0.2,32400,0,3,0.0,96.0,False,0.01698740048893625,0.3333333333333333,121841,0.0,0.0,14,0,0,10,1,1.0,3,13,7,37.0,16.0,3,2,7,996,0.3978539686650038,19.4652936803177
