index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,5,0,0,0,10.000000000000002,20,10.0,7.801062849146534,1,8.0,11.941251762309284,10,11.0,30.000000000000004,20,30.0,0,0.8660000000000003,25178,322,0,0.0,3220.0000000000005,False,-0.08213123179715608,1,0.903,25303,298,0,0.0,2980.0000000000005,False,-0.08195991091314031,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,0.43400000000000005,37375,0,18,0.9,214.9425317215671,False,0.0016694619417632897,12,2.6060000000000008,52058,0,10,1.0,300.00000000000006,False,-0.04594130331493732,7,2.5380000000000007,50453,122,0,0.0,1456.8327150017326,False,-0.06470128362448624,0.31666666666666665,228051,0.0,0.0,11,0,0,6,8,8.0,16,22,5,90.0,0.0,5,0,5,340,0.8230311590014026,49.91888876183657
31,5,0,0,0,10.000000000000002,20,10.0,7.750483821281637,8,7.375,11.923166707162386,11,11.818181818181818,30.000000000000004,20,30.0,1,0.8760000000000003,25057,333,0,0.0,3330.0000000000005,False,-0.08439266746616413,7,0.9720000000000002,25127,307,0,0.0,3070.0000000000005,False,-0.08644851807435326,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,0.43400000000000005,37446,0,15,0.8,178.8475006074358,False,0.0030845470417882087,2,2.6140000000000003,52316,0,1,0.1,30.000000000000004,False,-0.043693578451080003,8,2.611,50275,132,0,0.0,1573.858005345435,False,-0.06688481775752499,0.15,227905,0.0,0.0,15,0,0,4,8,8.0,19,23,7,72.0,3.0,4,1,7,630,0.8267194490181282,50.7456082108547
32,7,0,0,0,10.000000000000002,20,10.0,7.738310657871257,1,7.0,11.46615139434992,21,10.0,30.000000000000004,20,30.0,0,0.8750000000000002,24997,339,0,0.0,3390.0000000000005,False,-0.0854205927702587,1,0.9750000000000001,24976,321,0,0.0,3210.0000000000005,False,-0.0892239163954086,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,6,0.4940000000000001,37505,0,1,0.1,11.46615139434992,False,0.0024247214242964043,10,2.7120000000000006,52233,0,0,0.0,0.0,False,-0.04548444866781185,9,2.6930000000000005,49972,153,0,0.0,1754.3211633355377,False,-0.07077298743343136,0.016666666666666666,227367,0.0,0.0,10,0,0,7,11,10.1,17,24,6,126.0,0.0,7,0,6,310,0.8783862650161609,51.62399447587086
33,6,0,0,0,10.000000000000002,20,10.0,7.677278735066925,5,7.0,11.246698424774703,14,10.0,30.000000000000004,16,30.0,2,0.8950000000000002,24905,346,0,0.0,3460.0000000000005,False,-0.08737365084803837,3,1.0040000000000002,24813,334,0,0.0,3340.0000000000005,False,-0.09258180572211752,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,13,0.6180000000000001,37256,0,5,0.5,56.23349212387352,False,-0.003631300212134155,10,2.802000000000001,52121,0,0,0.0,0.0,False,-0.047531157486933956,6,2.7440000000000007,49778,167,0,0.0,1878.1986369373753,False,-0.07318629950534175,0.08333333333333333,226557,0.0,0.0,8,0,0,11,11,10.875,12,23,6,93.0,0.0,6,0,6,200,0.9162727840011939,52.54026725987205
34,6,0,0,0,10.000000000000002,20,10.0,7.688715238322228,2,8.0,10.933108085063008,9,8.0,30.000000000000004,16,30.0,2,0.9130000000000003,24785,356,0,0.0,3560.0000000000005,False,-0.08977214322425904,0,1.0010000000000001,24713,344,0,0.0,3440.0000000000005,False,-0.09429501456227514,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,4,0.645,37216,0,2,0.2,21.866216170126016,False,-0.0051594572932907356,9,2.8820000000000006,52024,0,0,0.0,0.0,False,-0.04930375351778078,7,2.8080000000000003,49640,176,0,0.0,1924.2270229710894,False,-0.07528757151629066,0.03333333333333333,226062,0.0,0.0,9,0,0,6,10,9.444444444444445,18,24,5,108.0,0.0,6,0,5,200,0.8468399189878255,53.38710717885988
35,5,0,0,0,10.0,20,10.0,7.565436385348639,4,6.0,10.445193935489357,38,9.368421052631579,30.000000000000004,20,30.0,4,0.9510000000000003,24654,364,0,0.0,3640.0,False,-0.09289018331334589,0,1.0010000000000003,24593,356,0,0.0,3560.0,False,-0.09635086517046428,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,36,1.0010000000000003,36211,0,4,0.4,41.78077574195743,False,-0.03175065772659072,9,2.963000000000001,51934,0,0,0.0,0.0,False,-0.05094843024743248,11,2.9110000000000005,49150,214,0,0.0,2235.2715021947224,False,-0.08139988028402907,0.06666666666666667,224226,0.0,0.0,9,0,0,3,14,13.75,19,22,5,90.0,0.0,5,0,5,200,0.8423667179886252,54.2294738968485
36,5,0,0,0,10.0,20,10.0,7.531795307233353,5,7.2,10.14190193264034,23,8.695652173913043,30.000000000000004,20,30.0,3,0.9770000000000003,24544,372,0,0.0,3720.0,False,-0.09528867568956656,2,1.0210000000000004,24449,368,0,0.0,3680.0,False,-0.09922905602192908,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,19,1.1550000000000002,35803,0,5,0.5,50.7095096632017,False,-0.042534613713746706,7,3.024000000000001,51869,0,0,0.0,0.0,False,-0.0521362523299587,13,3.0300000000000002,48776,237,0,0.0,2403.6307580357607,False,-0.08669611163667489,0.08333333333333333,223125,0.0,0.0,8,0,0,4,14,13.5,16,20,5,90.0,0.0,5,0,5,200,0.7971938410191797,55.02666773786768
37,5,0,0,0,10.0,20,10.0,7.531795307233353,0,,10.14190193264034,0,,30.000000000000004,20,30.0,0,0.9740000000000002,24464,380,0,0.0,3800.0,False,-0.09665924276169265,0,1.0190000000000003,24329,380,0,0.0,3800.0,False,-0.10128490663011822,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.1360000000000001,35803,0,5,0.0,50.7095096632017,False,-0.042534613713746706,9,3.107000000000001,51785,0,0,0.0,0.0,False,-0.053671283944300284,11,3.1270000000000002,48654,237,0,0.0,2403.6307580357607,False,-0.08892556231464718,0.0,222719,0.0,0.0,9,0,0,4,7,7.0,21,25,6,90.0,0.0,5,0,6,200,0.9656232030247338,55.99229094089242
38,6,0,0,0,10.0,20,10.0,7.531795307233353,0,,10.00741112148871,8,8.0,30.0,20,30.0,0,0.9740000000000002,24354,391,0,0.0,3910.0,False,-0.09854377248586603,0,1.0190000000000003,24239,389,0,0.0,3890.0,False,-0.10282679458626007,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,3,1.1660000000000001,35795,0,0,0.0,0.0,False,-0.043425975414217,9,3.188000000000001,51689,0,0,0.0,0.0,False,-0.05542560578926209,11,3.2260000000000004,48455,245,0,0.0,2451.815724764734,False,-0.09212185478633153,0.0,222216,0.0,0.0,8,0,0,9,10,9.375,14,23,9,93.0,0.0,6,0,9,200,1.246838407998439,57.239129348890856
39,9,0,0,0,10.0,20,10.0,7.582981431709366,6,8.0,9.831696930755351,11,8.0,30.0,20,30.0,3,1.0040000000000002,24254,398,0,0.0,3980.0,False,-0.10077094397807093,3,1.0490000000000002,24079,402,0,0.0,4020.0,False,-0.10608189138255954,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,11,1.2730000000000001,35571,0,6,0.6,58.99018158453211,False,-0.048623861817416666,10,3.2790000000000004,51569,0,0,0.0,0.0,False,-0.057618508095464344,10,3.315000000000001,48258,256,0,0.0,2516.91441427337,False,-0.09512705662920425,0.09999999999999999,221415,0.0,0.0,9,0,0,10,13,13.0,15,25,7,129.0,3.0,8,1,7,200,1.1615056910086423,58.4006350398995
40,7,0,0,0,9.999999999999998,20,10.0,7.599209619023046,2,8.0,9.696683013630619,9,8.0,30.0,20,30.0,2,1.0210000000000001,24154,406,0,0.0,4059.999999999999,False,-0.10282679458626007,0,1.046,23959,414,0,0.0,4139.999999999999,False,-0.10813774199074867,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,3,1.292,35555,0,2,0.2,19.393366027261237,False,-0.04958052691037868,10,3.3690000000000007,51452,0,0,0.0,0.0,False,-0.05975658784401155,10,3.4050000000000007,48072,265,0,0.0,2569.620998612114,False,-0.09804447024403247,0.03333333333333333,220876,0.0,0.0,10,0,0,9,12,11.333333333333332,14,23,6,111.0,0.0,7,0,6,200,1.038477691996377,59.439112731895875
41,6,0,0,0,9.999999999999998,20,10.0,7.599209619023046,0,,9.568244250570862,9,8.0,30.0,20,30.0,0,1.0190000000000001,24064,415,0,0.0,4149.999999999999,False,-0.10436868254240192,0,1.046,23849,425,0,0.0,4249.999999999999,False,-0.11002227171492204,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,7,1.3590000000000002,35459,0,0,0.0,0.0,False,-0.052405130946018175,10,3.4590000000000005,51336,0,0,0.0,0.0,False,-0.06187639340667373,10,3.495000000000001,47885,274,0,0.0,2621.6989246564162,False,-0.10098590215401101,0.0,220277,0.0,0.0,8,0,0,3,11,10.777777777777779,18,21,8,108.0,0.0,6,0,8,200,0.8583409569691867,60.29745368886506
42,8,0,0,0,9.999999999999998,20,10.0,7.4586117751411525,12,6.916666666666667,9.568244250570862,0,,30.0,20,30.0,12,1.1390000000000005,23840,423,0,0.0,4229.999999999999,False,-0.11067329107418195,0,1.046,23729,437,0,0.0,4369.999999999999,False,-0.11207812232311119,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35376,2,10,1.0,110.59966605599092,False,-0.05314538126595417,6,3.5090000000000012,51286,0,0,0.0,0.0,False,-0.06279010270092468,14,3.625000000000001,47698,274,0,0.0,2621.6989246564162,False,-0.10440317491450953,0.16666666666666666,219613,0.0,0.0,9,0,0,11,10,10.0,15,26,8,129.0,0.0,8,0,8,200,1.1051048070075922,61.402558495872654
43,8,0,0,0,9.999999999999998,20,10.0,7.327203458754652,18,6.944444444444445,9.568244250570862,0,,29.999999999999996,20,30.0,8,1.2070000000000003,23624,435,0,0.0,4349.999999999999,False,-0.1160185026554737,10,1.1460000000000004,23539,445,0,0.0,4449.999999999999,False,-0.11721774884358403,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35251,10,20,1.0,264.63691959896374,False,-0.05442761999466905,7,3.573000000000001,51223,0,0,0.0,0.0,False,-0.06394137641168086,13,3.7410000000000005,47531,274,0,0.0,2621.6989246564162,False,-0.10745496395730768,0.16666666666666666,218852,0.0,0.0,10,0,0,7,11,11.0,18,25,5,144.0,0.0,8,0,5,200,1.1026587130036205,62.505217208876275
44,5,0,0,0,9.999999999999998,20,10.0,7.327203458754652,0,,9.757424654346257,1,30.0,29.999999999999993,20,30.0,0,1.1990000000000005,23494,448,0,0.0,4479.999999999999,False,-0.1182456741476786,0,1.1360000000000003,23469,452,0,0.0,4519.999999999999,False,-0.11841699503169437,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35281,0,29,1.0,282.96531497604144,False,-0.05338100861870602,13,3.696000000000001,51045,0,0,0.0,0.0,False,-0.0671941814992142,7,3.7980000000000005,47438,275,0,0.0,2683.2917799452207,False,-0.10859168360124606,0.16666666666666666,218411,0.0,0.0,9,0,0,3,9,9.0,16,19,7,72.0,3.0,4,1,7,230,0.8760587039869279,63.3812759128632
45,7,0,0,0,10.0,20,10.0,6.983065146486716,11,5.0,10.05057179917528,10,12.9,29.999999999999993,20,30.0,0,1.1990000000000005,23404,457,0,0.0,4570.0,False,-0.11978756210382045,11,1.2460000000000004,23216,463,0,0.0,4630.0,False,-0.12520130203871851,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35355,1,29,1.0,298.44964732256983,False,-0.05119655735806289,11,3.7930000000000015,50786,0,10,1.0,299.99999999999994,False,-0.06918606776068126,9,3.8810000000000007,47343,275,0,0.0,2763.907244773202,False,-0.10959114026558603,0.3333333333333333,217788,0.0,0.0,10,0,0,4,10,10.0,19,23,5,108.0,3.0,6,1,5,329,0.9799150209873915,64.3611909338506
46,5,0,0,0,10.0,20,10.0,6.75764057062863,12,5.5,10.455713800865176,2,30.0,29.999999999999993,20,30.0,10,1.2990000000000002,23204,464,0,0.0,4640.0,False,-0.1254411512763406,2,1.2550000000000003,23066,476,0,0.0,4760.0,False,-0.12811375706698647,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35349,3,37,1.0,407.1343323438974,False,-0.0499046722027807,1,3.7920000000000007,51050,0,1,0.1,29.999999999999993,False,-0.06682869778151383,9,3.9620000000000006,47217,276,0,0.0,2885.7770090387885,False,-0.11078015232412199,0.18333333333333335,217570,0.0,0.0,15,0,0,3,7,6.5,17,20,7,72.0,3.0,4,1,7,530,0.8614973289659247,65.22268826281652
47,7,0,0,0,10.0,20,10.0,6.79988650444639,15,7.0,10.886997675389471,2,30.0,29.999999999999996,20,30.0,0,1.2890000000000001,23114,473,0,0.0,4730.0,False,-0.12698303923248244,15,1.4030000000000002,22791,487,0,0.0,4870.0,False,-0.13565187596367997,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35304,8,45,1.0,544.3139874280973,False,-0.049274265266861246,11,3.9010000000000007,50915,0,1,0.1,29.999999999999996,False,-0.06929571287599137,8,4.033000000000001,47113,277,0,0.0,3015.6983560828835,False,-0.11149356423300609,0.18333333333333335,216921,0.0,0.0,11,0,0,6,10,9.75,18,24,6,108.0,3.0,6,1,6,260,0.9141273580025882,66.1368156208191
48,6,0,0,0,10.0,20,10.0,6.830097896858714,2,8.0,11.118474744839805,1,30.0,29.999999999999993,20,30.0,2,1.3090000000000004,23004,482,0,0.0,4820.0,False,-0.12921021072468733,0,1.3880000000000001,22681,498,0,0.0,4980.0,False,-0.13753640568785336,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35318,0,54,1.0,600.3976362213494,False,-0.048150753123712677,9,3.980000000000001,50818,0,1,0.1,29.999999999999993,False,-0.0710683089068382,10,4.125000000000001,46998,277,0,0.0,3079.817504320626,False,-0.11300923299294043,0.18333333333333335,216503,0.0,0.0,9,0,0,8,11,10.5,15,23,8,75.0,3.0,5,1,8,230,1.0073460250278004,67.1441616458469
49,8,0,0,0,10.0,20,10.0,6.9360457756120795,9,7.777777777777778,10.523816718200875,29,9.0,30.0,20,30.0,4,1.3470000000000002,22874,491,0,0.0,4910.0,False,-0.13212266575295528,5,1.4380000000000002,22515,509,0,0.0,5090.0,False,-0.14133972931300326,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35509,0,34,0.9,357.8097684188297,False,-0.04628795071594301,8,4.051000000000001,50767,0,0,0.0,0.0,False,-0.07227440517524944,11,4.2250000000000005,46607,306,0,0.0,3220.287915769468,False,-0.11887094846890219,0.15,215956,0.0,0.0,12,0,0,6,12,11.666666666666668,17,23,6,126.0,3.0,7,1,6,461,1.0203996350173838,68.16456128086429
50,6,0,0,0,10.0,20,10.0,6.795787493939751,9,5.666666666666667,10.731050959379575,1,30.0,30.0,20,30.0,2,1.3630000000000002,22764,500,0,0.0,5000.0,False,-0.1343498372451602,7,1.5030000000000001,22314,520,0,0.0,5200.0,False,-0.14634229912626348,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35488,0,42,0.9,450.70414029394215,False,-0.045607908333859755,9,4.133000000000002,50672,0,0,0.0,0.0,False,-0.07401045283432624,11,4.324000000000001,46445,307,0,0.0,3294.4326445295296,False,-0.1211538993043974,0.15,215367,0.0,0.0,9,0,0,4,10,10.0,19,23,6,75.0,3.0,5,1,6,230,0.9242549629998393,69.08881624386413
51,6,0,0,0,10.000000000000002,20,10.0,6.7850780971504925,1,6.0,9.828242592340725,27,7.0,30.0,20,30.0,0,1.3610000000000004,22634,513,0,0.0,5130.000000000001,False,-0.13657700873736509,1,1.5060000000000004,22232,527,0,0.0,5270.000000000001,False,-0.14795271543601166,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35671,0,16,0.1,157.2518814774516,False,-0.0446385371261698,11,4.234000000000001,50544,0,0,0.0,0.0,False,-0.07634954862760863,9,4.4030000000000005,46166,334,0,0.0,3282.6330258418025,False,-0.1263602113789536,0.016666666666666666,214931,0.0,0.0,11,0,0,5,9,9.0,18,23,7,108.0,0.0,6,0,7,389,0.7312266119988635,69.820042855863
52,7,0,0,0,10.000000000000002,20,10.0,6.820356283099631,2,8.0,9.828242592340725,0,,30.0,20,30.0,0,1.3610000000000002,22544,522,0,0.0,5220.000000000001,False,-0.13811889669350694,2,1.5250000000000001,22102,538,0,0.0,5380.000000000001,False,-0.15052252869624808,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35655,0,18,0.2,176.90836666213306,False,-0.04480346917875294,10,4.323000000000001,50437,0,0,0.0,0.0,False,-0.07830488651730566,10,4.494000000000001,46049,334,0,0.0,3282.6330258418025,False,-0.1284982911275008,0.03333333333333333,214471,0.0,0.0,8,0,0,3,10,10.0,20,23,7,108.0,3.0,6,1,7,200,0.7501678899861872,70.57021074584918
53,7,0,0,0,10.000000000000002,20,10.0,6.849492028127575,12,7.0,9.595624988903502,9,7.0,30.0,20,30.0,12,1.481,22312,532,0,0.0,5320.000000000001,False,-0.14435497687168067,0,1.5230000000000004,22002,548,0,0.0,5480.000000000001,False,-0.15223573753640568,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35634,2,19,1.0,196.0158588454217,False,-0.045109355173096985,10,4.413000000000002,50323,0,0,0.0,0.0,False,-0.0803881437081978,10,4.5840000000000005,45871,343,0,0.0,3291.299371193901,False,-0.1316719110120801,0.16666666666666666,213826,0.0,0.0,9,0,0,6,10,10.0,19,25,8,126.0,0.0,7,0,8,263,0.7705779239768162,71.340788669826
54,8,0,0,0,10.000000000000002,20,10.0,6.944588300721014,6,8.0,9.595624988903502,0,,30.0,20,30.0,3,1.4989999999999999,22172,543,0,0.0,5430.000000000001,False,-0.1472674318999486,3,1.5530000000000006,21882,557,0,0.0,5570.000000000001,False,-0.1548055507966421,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35586,0,27,0.8,259.08187470039456,False,-0.0455494137533352,13,4.533000000000001,50147,0,0,0.0,0.0,False,-0.08360440042396111,7,4.644000000000001,45805,343,0,0.0,3291.299371193901,False,-0.13287800728049134,0.13333333333333333,213276,0.0,0.0,6,0,0,4,10,10.0,19,23,8,111.0,3.0,7,1,8,200,0.831114984001033,72.17190365382703
55,8,0,0,0,10.000000000000002,20,10.0,6.975938208022282,2,8.0,9.315625825873257,24,8.166666666666666,30.0,20,30.0,0,1.4960000000000004,22062,554,0,0.0,5540.000000000001,False,-0.14915196162412198,2,1.5700000000000003,21772,566,0,0.0,5660.000000000001,False,-0.15703272228884702,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3520000000000003,35766,0,5,0.2,46.57812912936628,False,-0.04357859260917467,6,4.580000000000001,50098,0,0,0.0,0.0,False,-0.08449983553232704,14,4.777000000000001,45414,367,0,0.0,3418.8346780954853,False,-0.13885791200892247,0.03333333333333333,212796,0.0,0.0,11,0,0,4,10,10.0,20,24,7,144.0,0.0,8,0,7,396,0.7867680200142786,72.95867167384131
56,7,0,0,0,10.000000000000002,20,10.0,7.039349589643274,4,8.0,9.196093466937791,6,7.0,29.999999999999996,20,30.0,2,1.5160000000000005,21932,565,0,0.0,5650.000000000001,False,-0.1517217748843584,2,1.5880000000000003,21662,575,0,0.0,5750.000000000001,False,-0.1592598937810519,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,1,1.3620000000000003,35752,0,4,0.4,36.784373867751164,False,-0.04408358666665223,15,4.724000000000001,49874,0,0,0.0,0.0,False,-0.08859325317057125,5,4.8130000000000015,45333,373,0,0.0,3430.142863167796,False,-0.1402347971275922,0.06666666666666667,212237,0.0,0.0,8,0,0,3,12,11.166666666666666,20,23,7,108.0,3.0,6,1,7,200,0.733952226000838,73.69262389984215
57,7,0,0,0,10.000000000000002,20,10.0,7.071297692396175,2,8.0,9.196093466937791,0,,30.0,20,30.0,0,1.5140000000000002,21832,575,0,0.0,5750.000000000001,False,-0.15343498372451603,2,1.606,21542,585,0,0.0,5850.000000000001,False,-0.16165838615727257,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35736,0,6,0.2,55.17656080162675,False,-0.04426541206839085,10,4.809000000000001,49767,0,0,0.0,0.0,False,-0.09054859106026826,10,4.908,45228,373,0,0.0,3430.142863167796,False,-0.14215358664551916,0.03333333333333333,211789,0.0,0.0,10,0,0,3,9,9.0,21,24,8,126.0,0.0,7,0,8,200,0.7414264889666811,74.43405038880883
58,8,0,0,0,10.000000000000002,20,10.0,7.135209088280829,4,8.0,9.196093466937791,0,,30.0,20,30.0,2,1.5340000000000003,21672,589,0,0.0,5890.000000000001,False,-0.15651875963679973,2,1.6240000000000003,21462,591,0,0.0,5910.000000000001,False,-0.16337159499743018,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35704,0,10,0.4,91.9609346693779,False,-0.044629062871868304,3,4.829000000000001,49749,0,0,0.0,0.0,False,-0.0908775264061986,17,5.068000000000001,44944,373,0,0.0,3430.142863167796,False,-0.14734345543686453,0.06666666666666667,211215,0.0,0.0,9,0,0,5,11,11.0,19,24,7,129.0,0.0,8,0,7,200,0.8119093929999508,75.24595978180878
59,7,0,0,0,10.000000000000002,20,10.0,7.19663770209311,4,8.0,9.23276441095132,5,10.0,30.0,20,30.0,2,1.5520000000000005,21562,598,0,0.0,5980.000000000001,False,-0.15874593112900462,2,1.6420000000000003,21332,602,0,0.0,6020.000000000001,False,-0.16594140825766662,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35722,0,9,0.4,83.09487969856188,False,-0.04426650347810581,4,4.866000000000001,49669,0,5,0.5,150.0,False,-0.0909688973356237,16,5.211000000000001,44696,373,0,0.0,3443.8211252848428,False,-0.15175047398409378,0.15,210665,0.0,0.0,8,0,0,4,11,11.0,21,25,6,93.0,3.0,6,1,6,250,0.7563672759570181,76.0023270577658
60,6,0,0,0,10.000000000000002,20,10.0,7.227136984300971,2,8.0,9.318014766940612,5,11.0,30.000000000000004,20,30.0,2,1.5700000000000003,21462,606,0,0.0,6060.000000000001,False,-0.16080178173719376,0,1.6400000000000003,21212,614,0,0.0,6140.000000000001,False,-0.16799725886585576,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35761,0,6,0.2,55.90808860164367,False,-0.04358754558255418,7,4.932000000000002,49703,0,5,0.5,150.00000000000003,False,-0.09034757501553306,8,5.275000000000001,44617,373,0,0.0,3475.6195080688485,False,-0.15290358989009128,0.11666666666666665,210439,0.0,0.0,12,0,0,3,8,8.0,20,23,6,90.0,3.0,5,1,6,405,0.6751213659881614,76.67744842375396
61,6,0,0,0,10.000000000000002,20,10.0,7.258418967334039,2,8.0,9.537371344482725,1,30.0,30.0,20,30.0,0,1.5680000000000003,21362,616,0,0.0,6160.000000000001,False,-0.1625149905773514,2,1.6600000000000006,21092,624,0,0.0,6240.000000000001,False,-0.1703957512420764,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35775,0,7,0.2,66.76159941137908,False,-0.043068391242499025,4,4.965000000000001,49825,0,0,0.0,0.0,False,-0.08948868827893718,11,5.377000000000002,44460,374,0,0.0,3566.976882836539,False,-0.15493789624980325,0.03333333333333333,210198,0.0,0.0,12,0,0,2,7,6.6,19,21,7,90.0,3.0,5,1,7,320,0.6928463639924303,77.37029478774639
62,7,0,0,0,10.000000000000002,20,10.0,7.290334558867953,2,8.0,9.775707140102003,1,30.0,29.999999999999996,9,30.0,0,1.5680000000000003,21282,624,0,0.0,6240.000000000001,False,-0.16388555764947746,2,1.6780000000000006,20952,636,0,0.0,6360.000000000001,False,-0.1731368853863286,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35789,0,8,0.2,78.20565712081603,False,-0.04254134611009055,0,4.961000000000001,49825,0,0,0.0,0.0,False,-0.08948868827893718,9,5.456000000000001,44333,375,0,0.0,3665.8901775382515,False,-0.1563549378902612,0.03333333333333333,209865,0.0,0.0,10,0,0,4,5,5.0,18,22,4,106.0,3.0,6,1,4,230,0.7834675800404511,78.15376236778684
63,4,0,0,0,10.0,20,10.0,7.322721438278914,2,8.0,9.789338539317948,5,10.0,29.999999999999993,11,30.0,2,1.5880000000000003,21152,635,0,0.0,6350.0,False,-0.1664553709097139,0,1.6760000000000002,20862,645,0,0.0,6450.0,False,-0.17467877334247045,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35823,0,5,0.2,48.946692696589736,False,-0.04202369464595693,0,4.961000000000001,49775,0,5,0.5,149.99999999999997,False,-0.0890318336318117,11,5.557,44208,375,0,0.0,3671.0019522442303,False,-0.15859250436529887,0.11666666666666665,209504,0.0,0.0,10,0,0,3,5,5.0,18,21,6,72.0,0.0,4,0,6,250,0.6406963290064596,78.7944586967933
64,6,0,0,0,10.0,20,10.0,7.322721438278914,0,,10.058657461774033,1,30.0,29.999999999999993,11,30.0,0,1.586,21052,645,0,0.0,6450.0,False,-0.1681685797498715,0,1.6760000000000002,20762,655,0,0.0,6550.0,False,-0.17639198218262805,0,0.2,37684,0,0,0.0,0.0,False,0.0070550507749866384,0,1.3610000000000002,35853,0,4,0.0,40.23462984709613,False,-0.04133839350818954,0,4.961000000000001,49775,0,5,0.0,149.99999999999997,False,-0.0890318336318117,11,5.656000000000001,44048,376,0,0.0,3782.0552056270362,False,-0.1605016702091751,0.0,209174,0.0,0.0,11,0,0,4,5,5.0,17,21,6,90.0,3.0,5,1,6,230,0.6809930030140094,79.47545169980731
