index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,16,0,0,0,9.999999999999998,12,10.0,4.478817795920103,1,3.0,31.10729214580847,8,24.125,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,1,2.271000000000001,44752.0,316,0,0.0,3159.9999999999995,False,-0.13032379164711402,0,0.29000000000000004,85189,0,4,0.0,124.42916858323387,False,0.045873179216454285,3,0.44600000000000006,84024,0,1,0.1,31.10729214580847,False,0.031008362524203865,10,1.677,109668,0,0,0.0,0.0,False,-0.008740452840421204,10,2.721000000000001,100764,173,0,0.0,5381.561541224865,False,-0.06490006986385476,0.016666666666666666,478207,0.0,0.0,6,0,0,14,15,14.428571428571429,20,34,18,159.0,37.0,12,4,18,159,1.582929726690054,74.51184194721282
31,18,0,0,0,9.999999999999998,9,10.0,4.257198770865713,16,3.1875,31.460901064445416,10,35.0,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,16,2.4300000000000006,44265.0,325,0,0.0,3249.9999999999995,False,-0.13862036602534022,4,0.33000000000000007,85321,0,5,0.5,157.30450532222707,False,0.047694232170246195,1,0.453,84029,1,10,1.0,318.8662094153199,False,0.03283483541941868,13,1.7970000000000002,109260,0,5,0.5,179.99999999999997,False,-0.01161476928639219,7,2.781000000000001,100534,178,0,0.0,5600.0403894712845,False,-0.06599159222004213,0.3333333333333333,477219,0.0,0.0,5,0,0,18,15,13.7,19,37,19,197.0,12.0,14,4,19,90,1.9277190258726478,76.43956097308546
32,19,0,0,0,9.999999999999996,14,10.0,4.257198770865713,0,,30.968555856908893,7,24.0,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,0,2.4140000000000006,44125.0,339,0,0.0,3389.9999999999986,False,-0.13993430314406383,0,0.32600000000000007,85321,0,5,0.0,154.84277928454446,False,0.04767913177988852,0,0.45200000000000007,84197,0,4,0.1,123.87422342763557,False,0.03369978790501793,2,1.8040000000000003,109426,0,0,0.0,0.0,False,-0.01092782573326705,13,2.9040000000000004,100144,185,0,0.0,5729.182833528145,False,-0.06893305539147582,0.016666666666666666,477023,0.0,0.0,9,0,0,14,9,8.666666666666666,23,37,20,129.0,27.0,10,9,20,452,1.6004244266077876,78.03998539969325
33,20,0,0,0,9.999999999999996,9,10.0,3.9017810763912175,12,1.4166666666666667,30.58511682937156,13,27.76923076923077,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,12,2.5340000000000003,43731.0,348,0,0.0,3479.9999999999986,False,-0.14648521820741436,8,0.406,85422,0,7,0.7,214.09581780560092,False,0.049281675200004836,0,0.45200000000000007,84192,0,9,0.5,275.26605146434406,False,0.03456709473123182,11,1.9120000000000001,108962,2,10,1.0,421.1702336587431,False,-0.013218374684056818,9,2.9810000000000008,99984,186,0,0.0,5688.83173026311,False,-0.07056161372864327,0.3666666666666667,476101,0.0,0.0,5,0,0,21,13,12.666666666666668,15,36,23,148.0,80.0,12,8,23,139,1.7773261740803719,79.81731157377362
34,23,0,0,0,9.999999999999995,12,10.0,3.8685474581211494,1,1.0,30.588673816625093,13,30.615384615384617,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,1,2.5320000000000005,43589.0,360,0,0.0,3599.999999999998,False,-0.14802440168934772,0,0.398,85612,0,2,0.0,61.177347633250186,False,0.0506746083253586,0,0.452,84399,0,2,0.1,61.177347633250186,False,0.03579336384601813,2,1.9210000000000005,109118,0,7,0.7,251.99999999999994,False,-0.012572874768382519,8,3.0520000000000014,99681,194,0,0.0,5934.202720425268,False,-0.07219142802718279,0.13333333333333333,476209,0.0,0.0,15,0,0,11,6,5.5,23,34,21,175.0,80.0,12,11,21,806,3.679886633530259,83.49719820730388
35,21,0,0,0,9.999999999999996,9,10.0,3.612455071790656,10,1.6,30.926073054953566,8,35.125,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,10,2.6310000000000007,43256.0,369,0,0.0,3689.9999999999986,False,-0.15343031440638197,3,0.42800000000000005,85695,0,9,0.9,278.3346574945821,False,0.05302492060981567,1,0.4620000000000001,84457,0,1,0.1,30.926073054953566,False,0.036319352200013234,6,1.979,109078,0,6,0.6,215.99999999999994,False,-0.013097121164188548,7,3.114000000000001,99554,196,0,0.0,6061.510318770899,False,-0.07276399729393551,0.26666666666666666,475850,0.0,0.0,11,0,0,18,11,10.266666666666666,12,30,20,130.0,69.0,10,11,20,358,1.6927528101950884,85.18995101749897
36,20,0,0,0,9.999999999999996,6,10.0,3.5229275845113364,6,2.3333333333333335,31.45478007028072,4,44.25,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,6,2.681000000000001,43064.0,375,0,0.0,3749.9999999999986,False,-0.15647114030971376,0,0.42500000000000004,85693,0,11,0.2,346.0025807730879,False,0.053415463862824406,3,0.49100000000000005,84526,0,4,0.4,125.81912028112288,False,0.03774793355751984,4,2.0130000000000003,109216,0,1,0.1,35.99999999999999,False,-0.012663262078004249,10,3.207000000000001,99275,199,0,0.0,6259.501233985863,False,-0.07439100992459054,0.11666666666666668,475584,0.0,0.0,5,0,0,13,13,12.166666666666666,18,31,21,151.0,51.0,11,9,21,240,1.4787131259217858,86.66866414342076
37,21,0,0,0,9.999999999999998,12,10.0,3.4659263625739403,3,2.0,30.48188418365046,13,23.692307692307693,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,3,2.7050000000000005,42881.0,387,0,0.0,3869.999999999999,False,-0.1587799155326138,0,0.42500000000000004,85719,0,10,0.0,304.8188418365046,False,0.053481811523680575,8,0.5680000000000001,84536,0,3,0.3,91.44565255095138,False,0.037659765755661496,13,2.1390000000000002,109035,0,0,0.0,0.0,False,-0.014461969539476658,6,3.2570000000000006,98907,212,0,0.0,6462.159446933898,False,-0.07680137638661415,0.049999999999999996,474888,0.0,0.0,7,0,0,15,13,11.833333333333332,20,35,12,187.0,24.0,13,8,12,146,1.5101048918440938,88.17876903526485
38,12,0,0,0,9.999999999999998,9,10.0,3.259939094630592,11,1.9090909090909092,30.661236018013685,14,31.857142857142858,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,11,2.8120000000000007,42550.0,396,0,0.0,3959.999999999999,False,-0.1641482871891131,0,0.42500000000000004,85914,0,7,0.1,214.6286521260958,False,0.05532086473234672,7,0.6300000000000001,84549,0,10,1.0,306.6123601801369,False,0.03913909829338087,9,2.2160000000000006,108922,0,0,0.0,0.0,False,-0.015483346138202196,11,3.361000000000001,98294,226,0,0.0,6929.439340071093,False,-0.08023030984737613,0.18333333333333335,474039,0.0,0.0,6,0,0,7,14,13.7,20,27,10,65.0,21.0,5,7,10,286,1.23194579500705,89.4107148302719
39,10,0,0,0,9.999999999999998,10,10.0,3.24365696161403,5,3.0,31.203163513463927,13,35.23076923076922,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,5,2.851000000000001,42350.0,406,0,0.0,4059.999999999999,False,-0.1669638667292351,0,0.42500000000000004,86258,0,0,0.0,0.0,False,0.05822455589361076,0,0.6230000000000001,84648,0,9,0.5,280.82847162117537,False,0.04019548331301635,7,2.2770000000000006,108841,0,0,0.0,0.0,False,-0.0162154833461382,13,3.480000000000001,97625,239,0,0.0,7457.556079717879,False,-0.08389046829792617,0.08333333333333333,473532,0.0,0.0,10,0,0,18,12,12.0,13,31,13,57.0,12.0,6,4,13,558,1.3109368896111846,90.72165171988308
40,13,0,0,0,9.999999999999998,13,10.0,2.983538039813679,19,2.0,30.36778822010738,12,23.5,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,19,3.036000000000001,41725.0,419,0,0.0,4189.999999999999,False,-0.17747536367902395,1,0.43500000000000005,86246,6,10,1.0,321.57911043995585,False,0.06004992584183896,2,0.6430000000000001,84811,0,3,0.3,91.10336466032214,False,0.04103140252147118,12,2.3900000000000006,108654,0,0,0.0,0.0,False,-0.017905726036064537,8,3.5470000000000015,97242,251,0,0.0,7622.314843246952,False,-0.08660769718783863,0.21666666666666667,472488,0.0,0.0,7,0,0,14,17,16.18181818181818,16,30,10,141.0,9.0,10,3,10,130,1.4216727064922452,92.14332442637533
41,10,0,0,0,9.999999999999996,8,10.0,2.802102289251377,16,1.875,28.95571311702644,31,24.419354838709676,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,16,3.1770000000000014,41227.0,427,0,0.0,4269.999999999998,False,-0.1860722665415298,8,0.514,86399,6,10,1.0,306.3697449057727,False,0.061833654829385645,10,0.7410000000000001,84820,0,6,0.6,173.73427870215863,False,0.04164867920491552,12,2.4980000000000007,108175,2,10,1.0,417.91142623405284,False,-0.020346583693071546,8,3.6190000000000007,96676,270,0,0.0,7818.0425415971395,False,-0.0908390539088122,0.43333333333333335,471107,0.0,0.0,5,0,0,14,17,15.96923076923077,14,28,12,72.0,22.0,6,4,12,224,1.578039726242423,93.72136415261775
42,12,0,0,0,9.999999999999998,9,10.0,2.7672211753676845,4,2.0,29.8507519829717,8,43.0,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,4,3.2010000000000014,41053.0,436,0,0.0,4359.999999999999,False,-0.18849366494603473,0,0.506,86693,0,10,0.6,298.507519829717,False,0.06539225831674923,0,0.7310000000000001,84862,0,8,0.4,238.8060158637736,False,0.04256309510172601,2,2.5060000000000007,108482,0,3,0.3,107.99999999999997,False,-0.01897229628960094,8,3.691000000000001,96270,277,0,0.0,8268.65829928316,False,-0.09247228137893454,0.21666666666666667,471170,0.0,0.0,10,0,0,15,7,7.0,18,33,9,116.0,12.0,8,4,9,794,1.4911663364619017,95.21253048907965
43,9,0,0,0,9.999999999999998,9,10.0,2.740818131919414,7,2.4285714285714284,29.336985533268166,12,24.5,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,7,3.267000000000001,40809.0,445,0,0.0,4449.999999999999,False,-0.19222900046926325,0,0.506,86847,0,6,0.2,176.021913199609,False,0.06653021587741435,0,0.7310000000000001,84985,0,7,0.5,205.35889873287715,False,0.043866908545569176,3,2.5340000000000007,108565,0,0,0.0,0.0,False,-0.018710173091697927,14,3.823000000000001,95728,289,0,0.0,8478.3888191145,False,-0.09642342468877611,0.11666666666666665,470744,0.0,0.0,9,0,0,11,12,12.0,14,25,10,106.0,6.0,7,2,10,492,1.3898124136030674,96.60234290268272
44,10,0,0,0,9.999999999999998,9,10.0,2.6450276682015597,12,2.0,27.612817946229253,26,20.153846153846153,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,12,3.3800000000000012,40467.0,454,0,0.0,4539.999999999999,False,-0.19780384795870484,13,0.6360000000000001,86752,2,10,1.0,281.4182347986956,False,0.06601125131758949,0,0.7310000000000001,85132,0,0,0.0,0.0,False,0.04441063892433016,11,2.6410000000000005,108401,0,0,0.0,0.0,False,-0.020192524969494283,9,3.8990000000000014,95089,315,0,0.0,8698.037653062214,False,-0.10120650041550051,0.16666666666666666,469651,0.0,0.0,5,0,0,11,13,12.4,18,29,12,110.0,17.0,8,2,12,237,1.3626352436840534,97.96497814636678
45,12,0,0,0,9.999999999999998,10,10.0,3.1518250990400976,11,7.0,27.612817946229253,0,,35.99999999999999,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,11,3.478,40191.0,464,0,0.0,4639.999999999999,False,-0.20204598779915534,0,0.623,86675,3,20,1.0,561.7118342217053,False,0.0667859446107426,0,0.7310000000000001,85132,0,0,0.0,0.0,False,0.04441063892433016,12,2.750000000000001,108206,0,0,0.0,0.0,False,-0.021955077507118,8,3.9700000000000015,94993,315,0,0.0,8698.037653062214,False,-0.10207421858786911,0.16666666666666666,469007,0.0,0.0,7,0,0,15,13,13.0,16,31,12,172.0,17.0,11,1,12,100,1.4607647294178605,99.42574287578464
46,12,0,0,0,9.999999999999998,9,10.0,3.0313311644540755,8,1.75,27.1959154295582,10,22.0,36.0,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,8,3.5470000000000006,39919.0,473,0,0.0,4729.999999999999,False,-0.2063068981698733,0,0.623,86675,0,23,0.3,625.5060548798386,False,0.06717726258023257,10,0.8310000000000002,84993,0,8,0.8,217.5673234364656,False,0.04403994088868182,6,2.798000000000001,108141,0,0,0.0,0.0,False,-0.022542595019659238,14,4.102000000000001,94536,325,0,0.0,8838.672514606416,False,-0.10556933829888185,0.18333333333333335,468074,0.0,0.0,6,0,0,19,14,14.0,14,33,15,127.0,17.0,10,2,15,90,1.7923762360587716,101.21811911184341
47,15,0,0,0,9.999999999999998,7,10.0,3.049319682442026,10,3.2,26.843860377529317,15,24.0,36.0,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,10,3.639000000000001,39635.0,480,0,0.0,4799.999999999999,False,-0.21098076020647583,0,0.6230000000000001,86817,0,18,0.1,483.1894867955277,False,0.06804635812392985,1,0.8310000000000002,85148,0,9,0.9,241.59474339776386,False,0.04608888717856117,9,2.882000000000001,108025,0,0,0.0,0.0,False,-0.023591087811271297,11,4.198000000000001,94005,340,0,0.0,9126.912528359968,False,-0.10906624247136995,0.16666666666666666,467440,0.0,0.0,5,0,0,18,17,16.11111111111111,17,35,13,152.0,10.0,12,3,13,214,1.8736426457762718,103.09176175761968
48,13,0,0,0,9.999999999999998,12,10.0,3.049319682442026,0,,26.562817140903892,15,24.266666666666666,36.0,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,0,3.6290000000000004,39515.0,492,0,0.0,4919.999999999999,False,-0.21210699202252464,0,0.623,87025,0,10,0.0,265.62817140903894,False,0.06926359414202231,0,0.8300000000000001,85304,0,2,0.0,53.125634281807784,False,0.046846633834783886,12,2.9930000000000008,107841,0,0,0.0,0.0,False,-0.025254214308311113,8,4.267000000000001,93540,355,0,0.0,9429.800085020881,False,-0.11190039280055637,0.0,467035,0.0,0.0,10,0,0,20,11,11.0,8,28,19,95.0,12.0,9,4,19,484,1.7609538603574038,104.85271561797708
49,19,0,0,0,10.0,14,10.0,3.023919056348384,6,2.6666666666666665,25.66157867448553,19,19.789473684210527,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,6,3.6890000000000014,39248.0,506,0,0.0,5060.0,False,-0.2158047864852182,0,0.623,87145,0,2,0.1,51.32315734897106,False,0.06942120888549515,8,0.9100000000000001,85296,0,5,0.5,128.30789337242766,False,0.04720966172693856,9,3.071000000000001,107602,0,9,0.9,324.00000000000006,False,-0.025950196592398427,11,4.369000000000001,93120,365,0,0.0,9366.476216187219,False,-0.1159828435116048,0.25,466221,0.0,0.0,9,0,0,9,15,14.8,23,32,17,167.0,39.0,11,8,17,266,1.4866994665935636,106.33941508457065
50,17,0,0,0,10.000000000000002,7,10.0,3.011485222390328,1,2.0,25.564208670584616,8,24.0,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,1,3.693000000000001,39157.0,513,0,0.0,5130.000000000001,False,-0.21685593618019708,6,0.683,87149,0,1,0.1,25.564208670584616,False,0.06931227431955159,0,0.9020000000000001,85296,0,5,0.0,127.82104335292308,False,0.047206675356713836,2,3.082000000000001,107910,0,0,0.0,0.0,False,-0.024630541871921183,9,4.448000000000001,92809,373,0,0.0,9535.449834128061,False,-0.11803023530470441,0.016666666666666666,466131,0.0,0.0,10,0,0,9,9,8.25,23,32,17,120.0,43.0,9,8,17,358,1.3582952721044421,107.69771035667509
51,17,0,0,0,10.0,9,10.0,2.988750090173405,28,2.9285714285714284,25.258576814659868,6,19.0,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,28,3.972000000000001,38275.0,522,0,0.0,5220.0,False,-0.2325668700140779,0,0.6770000000000002,87119,5,11,1.0,292.7880954121256,False,0.07058339934863661,1,0.9120000000000001,85327,3,10,1.0,261.5520184171189,False,0.048407302105316595,12,3.2000000000000006,107721,0,0,0.0,0.0,False,-0.026338862023771864,8,4.519000000000001,92596,379,0,0.0,9573.00061275609,False,-0.11978577930692777,0.3333333333333333,464848,0.0,0.0,6,0,0,14,17,16.166666666666664,19,33,20,114.0,35.0,9,8,20,90,1.319196323864162,109.01690668053925
52,20,0,0,0,10.0,10,10.0,3.0393060451488245,9,3.5555555555555554,25.258576814659868,0,,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,9,4.034000000000001,37980.0,532,0,0.0,5320.0,False,-0.2371656499296105,0,0.6770000000000002,87119,0,16,0.5,404.1372290345579,False,0.07126642229999608,0,0.9110000000000003,85295,2,20,1.0,511.25014838349506,False,0.04954638671841872,11,3.2980000000000005,107552,0,0,0.0,0.0,False,-0.027866407556379084,9,4.601000000000001,92478,379,0,0.0,9573.00061275609,False,-0.12085234956046417,0.25,464234,0.0,0.0,5,0,0,12,15,15.0,22,34,24,133.0,40.0,10,10,24,100,1.4854970779269934,110.50240375846624
53,24,0,0,0,10.0,8,10.0,2.905517955614666,9,1.5555555555555556,25.26115646224526,18,25.27777777777778,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,9,4.115000000000001,37687.0,540,0,0.0,5400.0,False,-0.24191459408728297,0,0.6770000000000002,87339,0,12,0.5,303.13387754694315,False,0.07334585016652109,0,0.9110000000000003,85516,0,17,0.6,429.4396598581694,False,0.05175581300825756,7,3.3570000000000007,107473,0,0,0.0,0.0,False,-0.028580467302390743,13,4.722000000000001,91825,397,0,0.0,10028.679115511368,False,-0.12469526318293776,0.18333333333333335,463650,0.0,0.0,7,0,0,13,10,10.0,23,36,21,133.0,75.0,11,13,21,535,1.4084740551188588,111.9108778135851
54,21,0,0,0,10.0,12,10.0,2.905517955614666,0,,24.727370811301515,6,14.0,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,0,4.106000000000001,37567.0,552,0,0.0,5520.0,False,-0.24304082590333176,0,0.6770000000000002,87339,0,12,0.0,296.7284497356182,False,0.07330655884860889,0,0.9110000000000003,85600,0,11,0.0,272.0010789243167,False,0.051820597451444635,8,3.43,107286,0,6,0.6,216.00000000000006,False,-0.029294527048402404,12,4.8290000000000015,91632,397,0,0.0,9816.7662120867,False,-0.1273974501193714,0.09999999999999999,463234,0.0,0.0,8,0,0,10,13,13.0,23,33,23,168.0,39.0,12,9,23,204,1.2350476505234838,113.14592546410859
55,23,0,0,0,10.0,10,10.0,2.696744506052046,14,1.3571428571428572,24.369232674883282,13,21.23076923076923,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,14,4.246000000000001,37104.0,562,0,0.0,5620.0,False,-0.25079305490380105,0,0.6770000000000002,87540,0,9,0.5,219.32309407394953,False,0.07529764386884107,0,0.911,85656,0,15,0.9,365.53849012324923,False,0.053081377527991344,3,3.4520000000000013,107405,0,5,0.5,180.00000000000003,False,-0.02838161522122294,11,4.927000000000001,91256,405,0,0.0,9869.539233327729,False,-0.13055751239061902,0.31666666666666665,462771,0.0,0.0,11,0,0,14,14,13.5,20,34,19,198.0,68.0,13,10,19,556,1.5417498787865043,114.68767534289509
56,19,0,0,0,10.0,11,10.0,2.7260591938465537,10,3.0,24.62322968121844,8,28.25,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,10,4.332000000000002,36769.0,573,0,0.0,5730.0,False,-0.25604880337869546,0,0.6770000000000002,87666,0,16,1.0,393.97167489949504,False,0.07791473448633013,0,0.911,85726,0,10,0.0,246.23229681218442,False,0.053208314707111674,5,3.499000000000001,107466,0,5,0.5,180.00000000000003,False,-0.027830252632530392,10,5.016000000000001,90958,408,0,0.0,10046.277709937123,False,-0.13245230844697822,0.25,462395,0.0,0.0,12,0,0,13,11,11.0,23,36,22,174.0,48.0,13,6,22,516,1.4587298892438412,116.14640523213893
57,22,0,0,0,10.0,10,10.0,2.6071437901021612,10,1.5,25.645707704141724,7,41.714285714285715,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,10,4.4220000000000015,36429.0,583,0,0.0,5830.0,False,-0.2614922571562647,0,0.6770000000000002,87856,0,11,0.0,282.10278474555895,False,0.0795594684509371,0,0.911,85813,0,18,1.0,461.62273867455104,False,0.05559686143558338,5,3.5440000000000005,107405,0,5,0.5,180.00000000000003,False,-0.02838161522122294,10,5.106000000000002,90716,410,0,0.0,10514.740158698107,False,-0.13252252831970843,0.25,462029,0.0,0.0,8,0,0,16,12,11.5,22,38,24,193.0,18.0,15,7,24,536,1.4383833417668939,117.58478857390583
58,24,0,0,0,10.0,12,10.0,2.5249732041482176,5,1.0,26.758709966912082,5,50.2,36.00000000000001,20,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,5,4.4620000000000015,36199.0,595,0,0.0,5950.0,False,-0.26468324730173626,0,0.6770000000000002,87955,0,14,0.5,374.62193953676916,False,0.08134153216420138,0,0.911,85960,0,15,0.0,401.38064950368124,False,0.05703074792364112,7,3.6090000000000013,107505,0,0,0.0,0.0,False,-0.02829122791160121,8,5.176000000000001,90370,415,0,0.0,11104.864636268514,False,-0.13298294103914438,0.08333333333333333,461799,0.0,0.0,11,0,0,13,9,9.0,19,32,24,170.0,48.0,13,11,24,551,1.3010540073737502,118.88584258127958
59,24,0,0,0,10.0,12,10.0,2.448531051427157,15,2.0,28.272427825106217,10,43.3,36.00000000000001,12,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,15,4.607000000000001,35694.0,607,0,0.0,6070.0,False,-0.2730361332707649,0,0.6770000000000002,88193,0,14,0.5,395.81398955148705,False,0.08439134108813105,0,0.9110000000000003,86125,0,20,1.0,565.4485565021243,False,0.06006139314764769,0,3.6020000000000008,107276,0,6,0.6,216.00000000000006,False,-0.029384914358024133,12,5.288000000000001,89974,419,0,0.0,11846.147258719504,False,-0.13321215140453058,0.35000000000000003,461072,0.0,0.0,10,0,0,13,10,10.0,21,34,19,178.0,54.0,11,13,19,553,1.2732385443523526,120.15908112563193
60,19,0,0,0,10.0,10,10.0,2.448531051427157,0,,26.937275128470684,11,15.0,36.00000000000001,12,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,0,4.5920000000000005,35594.0,617,0,0.0,6170.0,False,-0.2739746597841389,0,0.6770000000000002,88288,0,8,0.0,215.49820102776548,False,0.08445074468193502,0,0.9110000000000003,86195,0,15,0.0,404.0591269270603,False,0.05993018897172841,0,3.6020000000000008,107136,0,16,1.0,576.0000000000001,False,-0.029023365119537216,12,5.396000000000002,89766,420,0,0.0,11313.655553957688,False,-0.13749873207412808,0.16666666666666666,460789,0.0,0.0,8,0,0,13,6,6.0,21,34,23,135.0,23.0,11,8,23,265,1.2314130757004023,121.39049420133233
61,23,0,0,0,10.0,7,10.0,2.4767500257159973,5,3.0,27.284346779781846,10,30.7,36.0,12,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,5,4.642000000000001,35424.0,624,0,0.0,6240.0,False,-0.2765086813702487,0,0.6770000000000002,88510,0,8,0.5,218.27477423825476,False,0.08719130173617543,0,0.9110000000000003,86265,0,10,0.0,272.84346779781845,False,0.059984072699711836,0,3.6020000000000008,107027,0,22,0.6,792.0,False,-0.02903240385049939,12,5.504000000000001,89377,424,0,0.0,11568.563034627503,False,-0.13986277834940344,0.18333333333333335,460413,0.0,0.0,9,0,0,9,8,8.0,28,37,17,178.0,138.0,12,11,17,377,1.3865964831784368,122.77709068451077
62,17,0,0,0,10.0,11,10.0,2.466148653664081,2,2.0,26.249274705237532,8,13.625,36.0,10,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,2,4.657000000000001,35272.0,635,0,0.0,6350.0,False,-0.27832942280619427,0,0.6770000000000002,88549,0,5,0.0,131.24637352618765,False,0.08713592092898101,0,0.9110000000000003,86331,0,7,0.2,183.74492293666273,False,0.060247233063454836,0,3.6020000000000008,106918,0,30,0.8,1080.0,False,-0.02871604826682334,10,5.5920000000000005,89239,424,0,0.0,11129.692475020714,False,-0.14309353967993532,0.16666666666666666,460119,0.0,0.0,8,0,0,10,7,7.0,23,33,10,134.0,35.0,10,7,10,219,1.3913085097447038,124.16839919425547
63,10,0,0,0,10.0,11,10.0,2.463157757387896,7,2.4285714285714284,25.886865064103286,5,19.0,35.99999999999999,9,36.0,0,0.2,53810,0,0,0.0,0.0,False,0.01004223369310183,7,4.725000000000001,35008.0,646,0,0.0,6460.0,False,-0.2822524636320976,0,0.6770000000000002,88573,0,9,0.5,232.98178557692958,False,0.08805440785146319,0,0.911,86385,0,5,0.2,129.43432532051642,False,0.06057656740921907,0,3.602000000000001,106823,0,35,0.5,1259.9999999999998,False,-0.028761241921634203,9,5.6720000000000015,89124,424,0,0.0,10976.030787179794,False,-0.1448274470683789,0.19999999999999998,459723,0.0,0.0,8,0,0,11,7,7.0,17,28,12,113.0,24.0,7,3,12,205,1.2910180632025003,125.45941725745797
