index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
69,17,0,0,0,10.0,20,10.0,2.8796275732659202,7,2.0,37.04881846022866,5,44.0,40.99999999999999,10,41.0,2,4.963000000000001,27469,702,0,0.0,7020.0,False,-0.3422996900343934,5,5.065000000000001,27313,698,0,0.0,6980.0,False,-0.34603626172986285,0,0.2,77527,0,323,0.2,11966.768362653856,False,0.21045330813188567,0,0.263,75532,3,144,1.0,5343.668740992724,False,0.1335367565406555,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,6.114000000000001,67448,606,0,0.0,22451.583986898568,False,-0.17577639029617734,0.19999999999999998,370741,0.0,0.0,9,0,0,10,5,5.0,16,26,23,148.0,58.0,10,7,23,420,1.261350367218256,96.99904838111252
70,23,0,0,0,10.0,20,10.0,2.890316461346045,22,2.9545454545454546,37.568098525976765,5,46.0,40.99999999999999,7,41.0,11,5.071000000000001,27146,710,0,0.0,7100.0,False,-0.34830792747654027,11,5.170000000000002,26922,710,0,0.0,7100.0,False,-0.35306356417986495,0,0.2,77494,3,333,1.0,12518.847758534303,False,0.21397608208704255,0,0.263,75730,2,149,1.0,5603.42731329323,False,0.138289250143448,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,6.174,67130,611,0,0.0,22954.108199371803,False,-0.1764755678279564,0.3333333333333333,369874,0.0,0.0,8,0,0,9,9,9.0,18,27,21,197.0,100.0,13,10,21,430,1.245177848264575,98.24422622937709
71,21,0,0,0,10.0,20,10.0,2.9155835684463645,6,3.5,37.12119311065835,22,35.54545454545455,40.99999999999999,9,41.0,6,5.120000000000001,26914,721,0,0.0,7210.0,False,-0.35206572969300665,0,5.159000000000001,26832,719,0,0.0,7190.0,False,-0.3540189376247293,0,0.2,78055,0,320,0.4,11878.781795410672,False,0.21746881329021664,0,0.263,75930,0,151,0.7,5605.300159709412,False,0.1412017521104884,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,6.2570000000000014,66222,633,0,0.0,23497.715239046738,False,-0.18314066107024093,0.18333333333333335,369405,0.0,0.0,12,0,0,12,6,6.0,18,30,23,183.0,92.0,14,7,23,982,1.1021108254790306,99.34633705485612
72,23,0,0,0,10.0,20,10.0,2.9781541954020185,7,4.142857142857143,37.81174909702346,10,44.0,41.0,8,41.0,0,5.114000000000002,26804,732,0,0.0,7320.0,False,-0.35323340834784084,7,5.229000000000002,26600,728,0,0.0,7280.0,False,-0.3579890450511656,0,0.2,78466,0,317,0.7,11986.324463756437,False,0.22420550842687043,0,0.263,75930,0,151,0.0,5709.574113650542,False,0.14195745904285006,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,6.328000000000001,65688,643,0,0.0,24312.954669386083,False,-0.18446468031373836,0.11666666666666665,368940,0.0,0.0,10,0,0,13,4,4.0,16,29,18,209.0,85.0,15,8,18,640,1.0325282188132405,100.37886527366936
73,18,0,0,0,10.0,20,10.0,2.8682921927093057,26,2.346153846153846,37.81174909702346,0,,41.0,12,41.0,14,5.254000000000001,26370,741,0,0.0,7410.0,False,-0.3614920810156681,12,5.342000000000001,26193,739,0,0.0,7390.0,False,-0.3654621884421044,0,0.2,78450,1,327,1.0,12367.310246919382,False,0.22673472081082582,0,0.263,75885,5,161,1.0,6102.033065584324,False,0.14414947649392176,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,6.440000000000001,65498,643,0,0.0,24312.954669386083,False,-0.18645520958499512,0.3333333333333333,367848,0.0,0.0,8,0,0,8,11,11.0,17,25,19,176.0,96.0,11,7,19,200,0.9614097103476524,101.34027498401701
74,19,0,0,0,10.0,20,10.0,2.8434857607313044,17,2.6470588235294117,37.81174909702346,0,,41.0,10,41.0,6,5.300000000000002,26179,747,0,0.0,7470.0,False,-0.36491019489618276,11,5.440000000000001,25793,753,0,0.0,7530.0,False,-0.3724682603711095,0,0.2,78435,0,336,0.9,12704.747696599881,False,0.22896281903871443,0,0.263,75855,4,171,1.0,6477.183038633936,False,0.1464334698629816,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,6.528000000000001,65344,643,0,0.0,24312.954669386083,False,-0.18806858594169798,0.31666666666666665,367058,0.0,0.0,7,0,0,12,9,9.0,16,28,16,140.0,66.0,12,7,16,200,1.199939494021237,102.54021447803825
75,16,0,0,0,10.0,20,10.0,2.785890805393792,10,2.0,36.88013395375635,4,16.0,40.99999999999999,8,41.0,5,5.344000000000001,25989,755,0,0.0,7550.0,False,-0.3680947730457305,5,5.479000000000001,25573,765,0,0.0,7650.0,False,-0.3758651437306271,0,0.2,78420,0,341,0.5,12576.125678230916,False,0.22781323417714572,0,0.263,75914,0,176,0.9,6490.903575861117,False,0.1473880910253593,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,6.598000000000001,65182,647,0,0.0,23861.446668080356,False,-0.19213087903825826,0.2333333333333333,366530,0.0,0.0,9,0,0,10,5,5.0,15,25,13,129.0,37.0,10,6,13,264,1.2651521619409323,103.80536663997918
76,13,0,0,0,10.0,20,10.0,2.7737090163676847,15,2.6666666666666665,37.278844300326114,5,44.0,40.99999999999999,12,41.0,5,5.389000000000002,25814,763,0,0.0,7630.0,False,-0.37096089338032356,10,5.574000000000001,25218,777,0,0.0,7770.0,False,-0.38212814742473783,0,0.2,78400,0,346,0.5,12898.480127912835,False,0.22985954782444687,0,0.263,76114,0,181,1.0,6747.470818359026,False,0.15214644532155663,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,6.710000000000002,64772,652,0,0.0,24305.806483812627,False,-0.19409857057048238,0.25,365770,0.0,0.0,9,0,0,12,7,7.0,15,27,11,157.0,18.0,12,1,11,420,1.1009967410936952,104.90636338107288
77,11,0,0,0,10.0,20,10.0,2.7509738611395997,4,2.0,36.97281025928566,15,35.333333333333336,41.0,7,41.0,0,5.384000000000002,25704,774,0,0.0,7740.0,False,-0.37212857203515776,4,5.604000000000001,25040,786,0,0.0,7860.0,False,-0.38495180671733686,0,0.2,78706,0,338,0.2,12496.809867638553,False,0.23138387519849357,0,0.263,76330,0,178,0.2,6581.160226152847,False,0.15407198204224362,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,6.768000000000001,64156,667,0,0.0,24660.864442943534,False,-0.1986921989956023,0.06666666666666667,365388,0.0,0.0,11,0,0,7,5,5.0,18,25,14,104.0,31.0,9,2,14,730,0.9907705951482058,105.89713397622108
78,14,0,0,0,10.0,20,10.0,2.6619892425244247,21,2.142857142857143,37.706170345715655,10,44.0,41.0,7,41.0,10,5.484000000000001,25375,783,0,0.0,7830.0,False,-0.37815803999830155,11,5.710000000000001,24666,797,0,0.0,7970.0,False,-0.39172434291537517,0,0.2,78885,7,343,1.0,12951.850353278141,False,0.2372762414900359,0,0.263,76546,0,177,0.4,6673.992151191671,False,0.15787560805896175,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,6.831,63632,677,0,0.0,25527.0773240495,False,-0.19964444263059186,0.2333333333333333,364556,0.0,0.0,10,0,0,9,9,9.0,18,27,16,163.0,39.0,11,3,16,640,0.7973167458549142,106.694450722076
79,16,0,0,0,10.0,20,10.0,2.588631966282083,11,1.7272727272727273,38.891006783451864,20,44.0,41.0,9,41.0,6,5.5340000000000025,25140,793,0,0.0,7930.0,False,-0.3820856863827438,5,5.749000000000001,24448,807,0,0.0,8070.0,False,-0.39529107044286865,0,0.2,79532,4,338,1.0,13155.514820671859,False,0.2481302983046475,0,0.263,76760,0,176,0.4,6844.817193887528,False,0.1622154860335951,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,6.9140000000000015,62630,697,0,0.0,27107.03172806595,False,-0.20186569308099384,0.2333333333333333,363962,0.0,0.0,11,0,0,10,10,10.0,17,27,19,170.0,57.0,12,4,19,1080,0.931846640072763,107.62629736214876
80,19,0,0,0,10.0,20,10.0,2.6868095615308105,14,3.5714285714285716,39.144893332514556,5,44.0,41.0,11,41.0,4,5.568000000000002,24936,805,0,0.0,8050.0,False,-0.3851428814063097,10,5.844000000000001,24148,815,0,0.0,8150.0,False,-0.40081100590208485,0,0.2,79730,0,343,1.0,13426.698413052492,False,0.25296559270812485,0,0.263,76732,0,184,0.8,7202.660373182678,False,0.16440304078200546,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,7.015000000000002,62246,702,0,0.0,27479.71511942522,False,-0.2039364543465553,0.3,363244,0.0,0.0,9,0,0,10,8,8.0,18,28,20,193.0,47.0,14,5,20,420,2.084883578121662,109.71118094027042
81,20,0,0,0,10.0,20,10.0,2.6476212248780797,3,1.0,38.458793655257395,9,31.555555555555557,41.0,11,41.0,3,5.594000000000002,24790,813,0,0.0,8130.0,False,-0.38739331663199017,0,5.834000000000001,24028,827,0,0.0,8270.0,False,-0.40208483716190396,0,0.2,79950,0,338,0.0,12999.072255477,False,0.2530552699299691,0,0.263,76793,0,183,0.3,7037.9592389121035,False,0.16409357190729296,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,7.1140000000000025,61788,711,0,0.0,27344.20228888801,False,-0.20944452557888774,0.049999999999999996,362801,0.0,0.0,10,0,0,13,5,5.0,16,29,21,194.0,89.0,13,7,21,484,1.294778703711927,111.00595964398235
82,21,0,0,0,10.0,20,10.0,2.8053881732347503,12,4.333333333333333,38.85738299696192,5,46.0,41.0,13,41.0,8,5.671000000000003,24518,823,0,0.0,8230.0,False,-0.3921064922933209,4,5.874,23856,837,0,0.0,8370.0,False,-0.40467496072353615,0,0.2,79920,0,344,0.6,13366.9397509549,False,0.2552864848382752,0,0.263,77001,0,184,0.6,7149.758471440993,False,0.16791870295720449,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,7.233000000000002,61326,716,0,0.0,27821.88622582473,False,-0.2117824339677286,0.19999999999999998,362073,0.0,0.0,8,0,0,11,9,9.0,15,26,16,191.0,69.0,13,8,16,430,1.2783331386744976,112.28429278265685
83,16,0,0,0,10.0,20,10.0,2.7956975997893827,19,2.736842105263158,38.85738299696192,0,,41.0,7,41.0,5,5.713000000000002,24284,835,0,0.0,8350.0,False,-0.3958006029467963,14,6.010000000000002,23439,845,0,0.0,8450.0,False,-0.4126788671393996,0,0.2,79896,0,350,0.6,13600.084048936671,False,0.2566282852034082,0,0.263,76973,3,194,1.0,7546.71939420998,False,0.17038975659296118,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,7.290000000000002,61242,716,0,0.0,27821.88622582473,False,-0.21266245743502107,0.26666666666666666,361286,0.0,0.0,8,0,0,9,8,8.0,16,25,12,171.0,45.0,11,5,12,200,1.1163440588861704,113.40063684154302
84,12,0,0,0,10.0,20,10.0,2.7912438734259606,7,2.7142857142857144,39.25358390901218,5,46.0,41.0,5,41.0,5,5.758000000000001,24074,846,0,0.0,8460.0,False,-0.39909133370132904,2,6.016,23307,854,0,0.0,8540.0,False,-0.41452592246613734,0,0.2,79896,0,350,0.0,13738.754368154263,False,0.25763327367449573,0,0.263,77184,0,199,1.0,7811.463197893423,False,0.17536681014837757,0,0.2,95452,0,0,0.0,0.0,False,0.0,5,7.333000000000002,60960,721,0,0.0,28301.833998397782,False,-0.2131027427481992,0.16666666666666666,360873,0.0,0.0,9,0,0,6,4,4.0,17,23,14,81.0,30.0,7,5,14,430,0.9004559647291899,114.30109280627221
85,14,0,0,0,10.0,20,10.0,3.205152280354774,26,5.038461538461538,39.64524838127917,5,46.0,41.0,11,41.0,11,5.863,23789,855,0,0.0,8550.0,False,-0.4041866587406055,15,6.164,22817,865,0,0.0,8650.0,False,-0.4237611990998259,0,0.2,80030,1,355,1.0,14077.268327634458,False,0.26202887570577654,0,0.263,77149,5,209,1.0,8301.88267308912,False,0.17841372550832088,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,7.4380000000000015,60554,726,0,0.0,28782.450324808677,False,-0.2148386082805563,0.3333333333333333,359791,0.0,0.0,7,0,0,10,10,10.0,13,23,16,118.0,37.0,9,5,16,430,1.0473775900900364,115.34847039636225
86,16,0,0,0,10.0,20,10.0,3.128983919592253,13,2.3846153846153846,40.14286348305162,10,44.0,41.00000000000001,8,41.0,10,5.952000000000001,23443,866,0,0.0,8660.0,False,-0.41036474035072823,3,6.179,22664,874,0,0.0,8740.0,False,-0.42605409536750033,0,0.2,80461,0,352,0.7,14130.28794603417,False,0.2686603176213866,0,0.263,77127,2,219,1.0,8797.54507062749,False,0.18168706839027918,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,7.507000000000001,60012,736,0,0.0,29545.147523525993,False,-0.21652166783552998,0.2833333333333333,359159,0.0,0.0,10,0,0,7,7,7.0,19,26,18,155.0,64.0,10,6,18,640,0.8544379426166415,116.20290833897889
87,18,0,0,0,10.0,20,10.0,3.0392208187897736,8,1.625,40.69007738905896,10,45.0,41.00000000000001,16,41.0,0,5.942000000000002,23343,876,0,0.0,8760.0,False,-0.41142626640057745,8,6.256,22376,884,0,0.0,8840.0,False,-0.4311069593647828,0,0.2,80670,0,353,0.6,14363.597318337814,False,0.2733805664386501,0,0.263,77355,0,218,0.4,8870.436870814854,False,0.18552011762994342,0,0.2,95452,0,0,0.0,0.0,False,0.0,16,7.6590000000000025,59236,746,0,0.0,30354.79773223799,False,-0.22041027043834605,0.16666666666666666,358432,0.0,0.0,10,0,0,11,8,8.0,18,29,21,191.0,60.0,13,5,21,650,0.9034484401345253,117.10635677911341
88,21,0,0,0,10.0,20,10.0,2.9980200916955395,15,2.6666666666666665,38.74174511698558,13,26.76923076923077,41.00000000000001,10,41.0,10,6.042000000000002,23053,882,0,0.0,8820.0,False,-0.41694620185979364,5,6.298000000000001,22136,898,0,0.0,8980.0,False,-0.4347161479342703,0,0.2,80885,0,353,0.5,13675.836026295909,False,0.2715124873265781,0,0.263,77448,0,220,1.0,8523.183925736826,False,0.18435146559505453,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,7.743000000000001,58742,759,0,0.0,29404.984543792052,False,-0.23056099115894868,0.25,357716,0.0,0.0,9,0,0,9,6,6.0,20,29,22,198.0,84.0,13,8,22,548,1.010043722577393,118.1164005016908
89,22,0,0,0,10.0,20,10.0,2.932578132409012,15,2.4,39.30354504046659,10,44.0,41.0,11,41.0,6,6.092000000000001,22806,893,0,0.0,8930.0,False,-0.4210224618912148,9,6.383000000000001,21849,907,0,0.0,9070.0,False,-0.43985393401554074,0,0.2,81099,0,354,0.6,13913.454944325173,False,0.27633644203102703,0,0.263,77638,0,224,0.9,8803.994089064516,False,0.18914056970521162,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,7.843000000000003,58124,769,0,0.0,30224.426136118807,False,-0.23274302195805852,0.25,356968,0.0,0.0,10,0,0,8,8,8.0,19,27,18,190.0,55.0,14,8,18,640,1.1394554739817977,119.2558559756726
90,18,0,0,0,10.0,20,10.0,2.9259678091477035,16,2.875,39.30354504046659,0,,41.0,14,41.0,3,6.116000000000002,22681,899,0,0.0,8990.0,False,-0.4230393613859284,13,6.504000000000001,21392,921,0,0.0,9210.0,False,-0.44807014564137404,0,0.2,81078,0,360,0.6,14149.276214567972,False,0.27774112720911404,0,0.263,77613,0,234,1.0,9197.029539469182,False,0.19162665811097965,0,0.2,95452,0,0,0.0,0.0,False,0.0,14,7.972000000000002,57870,769,0,0.0,30224.426136118807,False,-0.23540404529963335,0.26666666666666666,356086,0.0,0.0,6,0,0,9,11,11.0,14,23,20,115.0,84.0,9,9,20,200,1.1010130317881703,120.35686900746077
91,20,0,0,0,10.0,20,10.0,2.99006580663868,4,5.0,39.30354504046659,0,,41.0,14,41.0,4,6.153000000000002,22469,913,0,0.0,9130.0,False,-0.42605409536750033,0,6.4910000000000005,21332,927,0,0.0,9270.0,False,-0.4487070612712836,0,0.2,81058,0,364,0.4,14306.490394729837,False,0.27859061612913155,0,0.263,77613,0,234,0.0,9197.029539469182,False,0.19162665811097965,0,0.2,95452,0,0,0.0,0.0,False,0.0,14,8.098,57602,769,0,0.0,30224.426136118807,False,-0.23821173921909025,0.06666666666666667,355526,0.0,0.0,6,0,0,12,6,6.0,15,27,14,159.0,43.0,12,8,14,200,1.069898759946227,121.426767767407
92,14,0,0,0,10.0,20,10.0,2.991395428696302,18,3.0,38.08197048522362,11,28.727272727272727,41.0,13,41.0,17,6.319000000000003,21931,923,0,0.0,9230.0,False,-0.4364145896140291,1,6.501,21210,937,0,0.0,9370.0,False,-0.45023565878306654,0,0.2,81138,0,364,0.6,13861.837256621398,False,0.2765276431463625,0,0.263,77795,2,239,1.0,9107.57373682584,False,0.1936163683438843,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,8.214,57064,780,0,0.0,29703.936978474423,False,-0.24657452448102485,0.26666666666666666,354590,0.0,0.0,10,0,0,7,9,9.0,15,22,17,110.0,43.0,8,6,17,516,0.9642094131559134,122.39097718056291
93,17,0,0,0,10.0,20,10.0,3.1952987736283016,17,4.647058823529412,36.63733890127556,6,16.0,41.00000000000001,11,41.0,10,6.402000000000001,21621,932,0,0.0,9320.0,False,-0.44204067767823024,7,6.57,20973,948,0,0.0,9480.0,False,-0.45409961360451784,0,0.2,81059,7,374,1.0,13724.731840492457,False,0.2743889191379489,0,0.263,77891,0,235,0.2,8609.774641799757,False,0.19140014379991427,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,8.311,56796,786,0,0.0,28796.948376402594,False,-0.2541332377718507,0.19999999999999998,353792,0.0,0.0,8,0,0,12,8,8.0,16,28,13,200.0,24.0,14,3,13,296,0.9382215375080705,123.32919871807098
94,13,0,0,0,10.0,20,10.0,3.022620752437196,20,1.95,37.43294184760645,10,44.0,41.0,10,41.0,10,6.492000000000001,21276,943,0,0.0,9430.0,False,-0.44819752876735597,10,6.663,20643,957,0,0.0,9570.0,False,-0.46015031208865864,0,0.2,81490,2,374,1.0,14005.965492509687,False,0.28267430166622953,0,0.263,77861,5,245,1.0,9186.183856425765,False,0.1951427277211939,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,8.4,56210,796,0,0.0,29796.621710694733,False,-0.25503592533056013,0.3333333333333333,352932,0.0,0.0,10,0,0,7,8,8.0,18,25,14,170.0,39.0,10,3,14,640,0.7778717475011945,124.10707046557218
95,14,0,0,0,10.0,20,10.0,2.865173308164468,19,1.7894736842105263,38.53690356295053,15,44.666666666666664,41.0,11,41.0,14,6.622000000000002,20803,955,0,0.0,9550.0,False,-0.4569657339391109,5,6.703000000000001,20453,965,0,0.0,9650.0,False,-0.46333489023820645,0,0.2,81685,2,379,1.0,14611.216796974579,False,0.28988720845454186,0,0.263,78302,4,245,1.0,9453.002066155537,False,0.2034685833380843,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,8.500000000000002,55368,811,0,0.0,31253.42878955288,False,-0.25622601522465277,0.3333333333333333,352063,0.0,0.0,11,0,0,8,8,8.0,17,25,21,174.0,54.0,11,3,21,870,0.9066225476562977,125.01369301322848
96,21,0,0,0,10.0,20,10.0,2.8246878189344033,9,2.2222222222222223,38.829176101860334,5,44.0,41.0,10,41.0,6,6.668000000000001,20595,962,0,0.0,9620.0,False,-0.4606386140715893,3,6.728000000000001,20264,978,0,0.0,9780.0,False,-0.4659674748418326,0,0.2,81891,0,383,0.9,14871.574447012508,False,0.29476000092050053,0,0.263,78296,0,251,0.6,9746.123201566943,False,0.20550595875959873,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,8.589,54998,816,0,0.0,31684.60769911803,False,-0.25784369264594753,0.25,351496,0.0,0.0,9,0,0,13,8,8.0,20,33,20,234.0,58.0,17,4,20,420,1.2106775185093284,126.2243705317378
97,20,0,0,0,10.0,20,10.0,2.8893883988755276,21,3.2857142857142856,39.37860299133282,10,44.0,41.00000000000001,11,41.0,7,6.732000000000002,20378,968,0,0.0,9680.0,False,-0.46460872149802557,14,6.865000000000001,19797,992,0,0.0,9920.0,False,-0.47439599167763574,0,0.2,82091,0,382,0.4,15042.626342689136,False,0.2988985979525527,0,0.263,78467,7,256,1.0,10101.148084573331,False,0.2105575226085528,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,8.689,54388,826,0,0.0,32526.72607084091,False,-0.2598231253884628,0.2333333333333333,350573,0.0,0.0,9,0,0,17,9,9.0,12,29,18,178.0,77.0,13,7,18,640,1.1254346948117018,127.3498052265495
98,18,0,0,0,10.0,20,10.0,2.943932625769121,24,3.25,39.37860299133282,0,,41.0,10,41.0,15,6.875000000000002,19901,979,0,0.0,9790.0,False,-0.4735680013587533,9,6.941000000000001,19499,1001,0,0.0,10010.0,False,-0.47976731348987306,0,0.2,82052,2,392,1.0,15442.300237854002,False,0.3012298722866317,0,0.263,78428,9,266,1.0,10501.203789326451,False,0.21289156403970408,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,8.778,54236,826,0,0.0,32526.72607084091,False,-0.2614155488054682,0.3333333333333333,349568,0.0,0.0,8,0,0,9,11,11.0,16,25,22,133.0,95.0,9,9,22,200,1.0634526060894132,128.41325783263892
99,22,0,0,0,10.0,20,10.0,2.9999541960915397,4,5.0,39.37860299133282,0,,41.0,9,41.0,0,6.860000000000003,19821,987,0,0.0,9870.0,False,-0.47441722219863275,4,6.972,19307,1013,0,0.0,10130.0,False,-0.4825697422614751,0,0.2,82032,0,398,0.6,15672.683990550462,False,0.3026096446677861,0,0.263,78428,0,275,0.9,10829.115822616526,False,0.21526804817017095,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,8.858000000000002,54104,826,0,0.0,32526.72607084091,False,-0.2627984428254992,0.25,349144,0.0,0.0,7,0,0,9,5,5.0,19,28,21,174.0,67.0,12,10,21,200,0.9622818315401673,129.3755396641791
100,21,0,0,0,10.0,20,10.0,3.0224897738823113,1,6.0,39.74768149535509,5,46.0,41.00000000000001,9,41.0,0,6.860000000000001,19741,995,0,0.0,9950.0,False,-0.4752664430385122,1,6.978,19170,1025,0,0.0,10250.0,False,-0.484204492378243,0,0.2,82026,0,399,0.1,15859.324916646681,False,0.3038753237135762,0,0.263,78658,0,270,0.0,10731.874003745874,False,0.21789707355847776,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,8.939,53744,831,0,0.0,33030.32332264008,False,-0.26393201125885213,0.016666666666666666,348791,0.0,0.0,9,0,0,12,5,5.0,8,20,16,154.0,54.0,13,8,16,430,1.2438513729721308,130.61939103715122
101,16,0,0,0,10.0,20,10.0,3.0703460262811255,18,3.388888888888889,40.1123265503874,5,46.0,41.0,6,41.0,15,7.010000000000002,19291,1004,0,0.0,10040.0,False,-0.4838648040422912,3,7.007,18997,1036,0,0.0,10360.0,False,-0.48670969385588725,0,0.2,82195,8,404,1.0,16229.94269456676,False,0.30901090500620926,0,0.263,78658,0,270,0.0,10830.328168604598,False,0.21861060260472098,0,0.2,95452,0,0,0.0,0.0,False,0.0,6,8.99,53448,836,0,0.0,33533.90499612387,False,-0.2643951672247629,0.16666666666666666,348041,0.0,0.0,8,0,0,6,6,6.0,10,16,17,135.0,64.0,8,8,17,430,0.8179098563268781,131.4373008934781
102,17,0,0,0,10.0,20,10.0,3.0786754889809718,25,3.12,40.55837339485888,10,44.0,40.99999999999999,14,41.0,13,7.125,18843,1018,0,0.0,10180.0,False,-0.4918899409791516,12,7.1240000000000006,18642,1042,0,0.0,10420.0,False,-0.4936096131799074,0,0.2,82617,9,404,1.0,16413.290930923817,False,0.3164564285988305,0,0.263,78598,4,280,1.0,11368.65925251641,False,0.22164238272032874,0,0.2,95452,0,0,0.0,0.0,False,0.0,14,9.123999999999999,52746,846,0,0.0,34312.38389205062,False,-0.2676717937180435,0.3333333333333333,346898,0.0,0.0,9,0,0,9,13,13.0,7,16,24,132.0,84.0,9,8,24,640,1.064178398810327,132.50147929228842
103,24,0,0,0,10.0,20,10.0,3.096934519006633,16,3.25,41.06057799833439,10,45.0,40.99999999999999,9,41.0,10,7.212000000000001,18528,1028,0,0.0,10280.0,False,-0.49751602904335274,6,7.172000000000001,18411,1052,0,0.0,10520.0,False,-0.4974523374803618,0,0.2,82787,14,409,1.0,16837.133484584858,False,0.321992241629958,0,0.263,78826,0,280,0.5,11496.96183953363,False,0.2258770117807659,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,9.200000000000001,52164,856,0,0.0,35147.85476657424,False,-0.26939270645678337,0.25,346168,0.0,0.0,10,0,0,6,8,8.0,10,16,22,220.0,61.0,16,8,22,650,1.4188595516607165,133.92033884394914
104,22,0,0,0,10.0,20,10.0,2.96818827864415,19,2.0526315789473686,41.23430616628479,5,44.0,40.99999999999999,10,41.0,19,7.392000000000002,17914,1037,0,0.0,10370.0,False,-0.5095961954906374,0,7.166,18301,1063,0,0.0,10630.0,False,-0.49862001613519596,0,0.2,83002,9,414,1.0,17097.7164473497,False,0.3269971188078858,0,0.263,78792,4,290,1.0,11969.821541337165,False,0.22881116045090794,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,9.291000000000002,51806,861,0,0.0,35502.73760917121,False,-0.2712843229624775,0.3333333333333333,345267,0.0,0.0,8,0,0,7,8,8.0,7,14,26,208.0,92.0,14,8,26,420,1.8603606251999736,135.7806994691491
105,26,0,0,0,10.0,20,10.0,2.832518811799739,19,1.8421052631578947,41.67147359035271,10,45.0,40.99999999999999,7,41.0,6,7.433000000000001,17678,1047,0,0.0,10470.0,False,-0.5135450723960766,13,7.296000000000002,17871,1073,0,0.0,10730.0,False,-0.5066876141140504,0,0.2,82981,13,424,1.0,17705.527546862944,False,0.3310977341020057,0,0.263,79228,0,289,0.9,12043.055867611934,False,0.23566157808708327,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,9.351,51280,871,0,0.0,36295.85349719721,False,-0.27264041875918155,0.31666666666666665,344490,0.0,0.0,10,0,0,7,8,8.0,8,15,24,205.0,115.0,15,11,24,650,1.459801521152258,137.24050099030137
