index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,25,0,0,0,10.000000000000002,20,10.0,21.259105653719786,5,10.0,26.79944510320295,8,13.0,37.0,14,37.0,0,1.2530000000000001,23534,4,30,1.0,677.7731696115936,False,0.2558067640613255,5,4.336000000000001,8058,318,0,0.0,3180.0000000000005,False,-0.49247764334560756,0,2.2430000000000003,19572,267,0,0.0,5676.181209543182,False,-0.2814515004241506,0,0.263,28673,292,82,1.0,8405.21334934882,False,0.05411076935598342,0,0.29000000000000004,36794,132,58,1.0,5683.526753622789,False,0.010935888407972954,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,155873,0.0,0.0,13,0,0,4,1,1.0,4,8,21,129.0,109.0,8,17,21,822,1.1489532170817256,42.374707034789026
31,21,0,0,0,10.000000000000002,20,10.0,21.04753914732862,5,10.0,27.70300327791672,10,41.0,37.0,7,37.0,0,1.2530000000000001,23384,9,40,1.0,931.9015658931448,False,0.25460025160160826,5,4.381000000000001,7938,323,0,0.0,3230.0000000000005,False,-0.49747501315097314,0,2.2430000000000008,19572,267,0,0.0,5619.692952336742,False,-0.2823571092673986,0,0.263,29033,287,82,1.0,8312.290004072485,False,0.06416394132474795,0,0.29000000000000004,36643,132,61,1.0,5913.796432685007,False,0.010021124195743173,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,155812,0.0,0.0,11,0,0,6,1,1.0,3,9,21,117.0,52.0,9,12,21,869,1.1583130545914173,43.53302008938044
32,21,0,0,0,10.000000000000002,20,10.0,22.421115413934803,50,29.0,26.91593797680643,8,13.0,37.0,11,37.0,10,1.3530000000000002,24464,12,10,1.0,344.2111541393481,False,0.2959550540278629,0,4.376000000000001,7868,330,0,0.0,3300.0000000000005,False,-0.49931614939505525,8,2.323000000000001,18666,293,0,0.0,6569.386816282898,False,-0.2961814349063278,0,0.263,28337,301,92,1.0,9225.022033460567,False,0.05648040966815072,0,0.29000000000000004,36946,130,60,1.0,5719.071936984836,False,0.01526604862632741,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,155523,0.0,0.0,13,0,0,5,2,1.7142857142857144,3,8,18,129.0,100.0,8,13,18,1651,1.0194572964683175,44.55247738584876
33,18,0,0,0,10.000000000000002,20,10.0,22.49458361411237,26,23.23076923076923,26.91593797680643,0,,37.0,4,37.0,6,1.4030000000000002,24695,13,10,1.0,354.9458361411237,False,0.3083888962688354,10,4.476000000000001,7623,339,0,0.0,3390.0000000000005,False,-0.509836927932667,0,2.3150000000000004,18636,294,0,0.0,6613.407582549036,False,-0.29643761089923953,0,0.263,27763,316,102,1.0,9853.714095693766,False,0.04815496498162379,0,0.29000000000000004,37094,120,66,1.0,5671.912557216771,False,0.018439469446996308,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,155053,0.0,0.0,8,0,0,3,5,4.285714285714286,4,7,21,96.0,78.0,7,11,21,348,0.9400427509099245,45.492520136758685
34,21,0,0,0,10.000000000000002,20,10.0,22.256934582894946,5,10.0,28.91073037998511,37,36.16216216216216,37.0,11,37.0,0,1.3970000000000002,24585,14,20,1.0,585.1386916578989,False,0.30865698820773013,5,4.516000000000001,7463,348,0,0.0,3480.0000000000005,False,-0.5158863755917938,8,2.3950000000000005,18500,294,0,0.0,6543.538767371114,False,-0.3019183857994883,0,0.263,28931,311,83,1.0,9321.497276819093,False,0.07707286900120387,0,0.29000000000000004,36163,147,65,1.0,6654.877365857811,False,0.007229287701913101,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,154884,0.0,0.0,12,0,0,4,2,2.0,3,7,24,111.0,117.0,7,14,24,1825,1.1380138965323567,46.63053403329104
35,24,0,0,0,10.0,20,10.0,21.737034634825665,19,15.263157894736842,29.225515848592206,24,31.25,37.0,5,37.0,0,1.3970000000000002,24645,16,21,1.0,616.477727331339,False,0.31263749940377006,10,4.6110000000000015,7228,356,0,0.0,3560.0,False,-0.5261441346659653,9,2.4770000000000003,18347,294,0,0.0,6390.688182638745,False,-0.30927458986407036,0,0.263,29256,320,78,1.0,9235.441319334404,False,0.08611391110899076,0,0.29000000000000004,35598,161,70,1.0,7295.308051623345,False,0.0009858960341692278,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,154316,0.0,0.0,13,0,0,6,3,3.0,2,8,23,129.0,138.0,8,16,23,1180,1.1725842040032148,47.80311823729426
36,23,0,0,0,10.0,20,10.0,22.929848089968257,34,31.0,30.30846291073528,20,39.0,36.99999999999999,5,37.0,13,1.5270000000000001,25267,18,10,1.0,409.29848089968254,False,0.3399079032325009,0,4.601000000000001,7148,364,0,0.0,3640.0,False,-0.5282482903734876,0,2.468,17820,311,0,0.0,7131.182755980128,False,-0.3143006483907251,0,0.263,29509,327,68,1.0,9559.03580334962,False,0.0994138098523409,0,0.29000000000000004,35003,171,75,1.0,7957.747157735732,False,-0.005741995590892755,0,0.2,39242,0,5,0.0,184.99999999999997,False,0.00325197031142398,0.5,153989,0.0,0.0,11,0,0,8,1,0.7647058823529411,2,10,29,165.0,130.0,10,13,29,1692,1.2415098818019032,49.04462811909616
37,29,0,0,0,10.0,20,10.0,23.127549785222424,8,29.0,29.915164421414087,13,25.0,36.99999999999999,0,,0,1.5140000000000002,25429,15,12,1.0,427.5305974226691,False,0.34890927399849214,0,4.601000000000001,7018,377,0,0.0,3770.0,False,-0.5316675433982114,8,2.548,17452,319,0,0.0,7377.688381485953,False,-0.32214812778174373,0,0.263,29714,317,73,1.0,9515.240284678737,False,0.10528472945810456,0,0.29000000000000004,34678,174,85,1.0,8350.23860932605,False,-0.009025956980564147,0,0.2,39242,0,5,0.0,184.99999999999997,False,0.00325197031142398,0.5,153533,0.0,0.0,7,0,0,13,1,1.0,3,16,27,228.0,101.0,16,13,27,637,1.6220082752406597,50.66663639433682
38,27,0,0,0,10.0,20,10.0,23.927381430172144,25,31.0,29.58132192376509,15,26.066666666666666,36.99999999999999,0,,13,1.6440000000000003,25746,16,10,1.0,399.2738143017215,False,0.36484149958710466,0,4.601000000000001,6928,386,0,0.0,3860.0,False,-0.5340347185691742,8,2.6200000000000006,17300,319,0,0.0,7632.834676224914,False,-0.32293134096086773,0,0.263,29226,332,76,1.0,10192.071101023299,False,0.10048850681389143,0,0.29000000000000004,34287,179,95,1.0,8810.05662435395,False,-0.013134687372740192,0,0.2,39242,0,5,0.0,184.99999999999997,False,0.00325197031142398,0.5,152729,0.0,0.0,8,0,0,5,3,2.25,5,10,33,165.0,125.0,10,17,33,487,1.0132841616868973,51.67992055602372
39,33,0,0,0,10.0,20,10.0,23.927381430172144,0,,28.7706303585112,8,13.0,36.99999999999999,4,37.0,0,1.6310000000000004,25656,15,20,1.0,628.547628603443,False,0.36613749680703433,0,4.601000000000001,6818,397,0,0.0,3970.0,False,-0.5369279326670173,0,2.6120000000000005,17300,319,0,0.0,7632.834676224914,False,-0.32293134096086773,0,0.263,29330,322,78,1.0,9948.725988479304,False,0.09992186078747117,0,0.29000000000000004,34331,177,101,1.0,8829.401573456482,False,-0.011765736048964795,0,0.2,39242,0,5,0.0,184.99999999999997,False,0.00325197031142398,0.5,152677,0.0,0.0,9,0,0,9,0,0.0,5,14,29,212.0,152.0,14,19,29,452,2.2711881287395954,53.95110868476331
40,29,0,0,0,9.999999999999998,20,10.0,23.534167589152418,17,18.41176470588235,27.124054036523766,20,15.0,36.99999999999999,9,37.0,0,1.6310000000000004,25769,14,23,1.0,681.2858545505056,False,0.3734688546699239,10,4.701000000000001,6553,408,0,0.0,4079.999999999999,False,-0.5479747501315098,11,2.7220000000000004,16910,326,0,0.0,7672.138634063688,False,-0.3348060370324534,0,0.263,29355,322,79,1.0,9720.802232592456,False,0.09706942145364329,0,0.29000000000000004,34364,187,102,1.0,8846.198104829942,False,-0.010709846394394689,0,0.2,39242,0,5,0.0,184.99999999999997,False,0.00325197031142398,0.5,152193,0.0,0.0,10,0,0,11,3,3.0,3,14,26,177.0,88.0,14,15,26,871,1.3048335229977965,55.25594220776111
41,26,0,0,0,9.999999999999998,20,10.0,23.15200913872557,33,20.666666666666668,27.53797199303292,5,40.0,37.0,6,37.0,0,1.6310000000000004,26201,13,15,1.0,477.2801370808835,False,0.390827988876404,15,4.841000000000001,6168,419,0,0.0,4189.999999999999,False,-0.5653340347185691,0,2.7110000000000007,16388,344,0,0.0,7964.291143721596,False,-0.3468595109702194,0,0.263,29395,327,84,1.0,9883.896635778026,False,0.10096666403389172,0,0.29000000000000004,34386,182,106,1.0,8933.91090273199,False,-0.0090301361653277,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.5,151780,0.0,0.0,12,0,0,5,3,3.0,3,8,22,144.0,63.0,8,18,22,1144,0.7519778273999691,56.00792003516108
42,22,0,0,0,9.999999999999998,20,10.0,23.15200913872557,0,,27.09291437405284,14,22.642857142857142,37.00000000000001,7,37.0,0,1.6310000000000004,26111,12,25,1.0,698.8002284681393,False,0.391920048092271,0,4.826000000000001,6058,430,0,0.0,4299.999999999999,False,-0.5682272488164124,9,2.801,16217,344,0,0.0,7964.291143721596,False,-0.35234238900023096,0,0.263,29595,317,89,1.0,9750.456276266708,False,0.10524009677226344,0,0.29000000000000004,34328,186,109,1.0,9072.282073573828,False,-0.00874484054411431,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,151551,0.0,0.0,10,0,0,5,1,1.0,3,8,18,129.0,56.0,8,14,18,659,0.7424064613878727,56.75032649654895
43,18,0,0,0,9.999999999999998,20,10.0,23.696766372364305,31,27.612903225806452,26.758287863554326,15,23.666666666666668,37.00000000000001,13,37.0,1,1.6410000000000005,26783,13,10,1.0,366.967663723643,False,0.418542021665535,5,4.876000000000002,5898,439,0,0.0,4389.999999999999,False,-0.5742766964755391,10,2.892000000000001,15241,370,0,0.0,8767.803557774792,False,-0.37075472044095814,0,0.263,29750,312,94,1.0,9908.670167351771,False,0.11274641155815966,0,0.29000000000000004,34454,191,106,1.0,9032.832981938878,False,-0.006034216059136448,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,151368,0.0,0.0,12,0,0,7,3,2.1,3,10,17,135.0,39.0,10,8,17,1382,0.7173536578193307,57.46768015436828
44,17,0,0,0,9.999999999999998,20,10.0,24.27575179385671,28,29.0,25.744118895174672,11,13.0,37.00000000000001,0,,18,1.8200000000000003,27017,12,10,1.0,362.75751793856705,False,0.43074059752600125,0,4.871000000000001,5788,450,0,0.0,4499.999999999999,False,-0.5771699105733824,11,2.9920000000000004,14220,398,0,0.0,9661.74921395497,False,-0.38916010622747577,0,0.263,29750,302,104,1.0,10008.665406842892,False,0.11434951594912933,0,0.29000000000000004,34311,192,116,1.0,9234.87082787354,False,-0.007104970695621406,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,150328,0.0,0.0,7,0,0,5,3,2.2857142857142856,2,7,14,111.0,45.0,7,10,14,200,0.5402111895382404,58.00789134390652
45,14,0,0,0,10.0,20,10.0,24.512611943883837,26,26.615384615384617,25.237523095284793,17,21.235294117647058,37.00000000000001,7,37.0,11,1.9120000000000001,27330,8,10,1.0,325.1261194388384,False,0.44621583691317296,5,4.921000000000001,5583,464,0,0.0,4640.0,False,-0.5842714360862704,12,3.1010000000000004,13558,412,0,0.0,10099.19612088014,False,-0.40337315440425586,0,0.263,29697,304,109,1.0,10202.724048326729,False,0.11576125510335263,0,0.29000000000000004,34209,199,119,1.0,9425.267095961673,False,-0.007278456704648836,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,149619,0.0,0.0,10,0,0,3,3,2.7857142857142856,1,4,11,57.0,30.0,4,10,11,867,0.34576363768428564,58.35365498159081
46,11,0,0,0,10.0,20,10.0,23.952243788097253,10,11.0,25.15560124025593,1,14.0,37.00000000000001,11,37.0,0,1.9010000000000005,27210,10,20,1.0,579.044875761945,False,0.446581927295159,10,5.016000000000001,5348,472,0,0.0,4720.0,False,-0.5945291951604419,0,3.0890000000000013,13558,412,0,0.0,9868.324440696068,False,-0.4070744446470427,0,0.263,29601,304,118,1.0,10249.843057931765,False,0.11343855101211628,0,0.29000000000000004,34602,190,118,1.0,9145.564235648628,False,-0.0008217380104492173,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,149561,0.0,0.0,12,0,0,0,2,2.0,1,1,9,18.0,30.0,1,10,9,621,0.22948470152914524,58.58313968311995
47,9,0,0,0,10.0,20,10.0,24.292230876666707,11,31.0,25.15560124025593,0,,37.00000000000001,10,37.0,0,1.9010000000000005,27481,7,19,1.0,531.5523866566674,False,0.4595884373134315,0,5.006000000000001,5218,485,0,0.0,4850.0,False,-0.5979484481851657,0,3.0890000000000004,13217,423,0,0.0,10275.613660830017,False,-0.4114785548796009,0,0.263,29601,294,128,1.0,10361.832836492771,False,0.11523394953977127,0,0.29000000000000004,34972,180,118,1.0,8894.008223246068,False,0.005407302563905298,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.5,149731,0.0,0.0,10,0,0,1,0,0.0,0,1,6,3.0,24.0,1,8,6,911,0.1331398691982031,58.716279552318156
48,6,0,0,0,10.0,0,,24.77737416468944,16,31.0,25.15560124025593,0,,37.00000000000001,0,,0,1.9010000000000002,27977,0,10,0.7,247.7737416468944,False,0.47821603739208035,0,5.006000000000001,5218,485,0,0.0,4850.0,False,-0.5979484481851657,0,3.0890000000000004,12721,439,0,0.0,10877.267258298665,False,-0.4177365131092301,0,0.263,29601,284,138,1.0,10508.247233927119,False,0.11758123691687698,0,0.29000000000000004,34972,170,128,1.0,9012.452210843509,False,0.00691779798050737,0,0.2,39242,0,5,0.0,185.00000000000003,False,0.00325197031142398,0.45,149731,0.0,0.0,1,0,0,0,0,0.0,0,0,4,0.0,18.0,0,6,4,496,0.09442224446684122,58.810701796785
49,4,0,0,0,10.0,0,,24.979317360060985,10,29.0,25.15560124025593,0,,37.0,12,37.0,0,1.9010000000000005,28267,0,0,0.0,0.0,False,0.4869542346133614,0,5.006000000000001,5218,485,0,0.0,4850.0,False,-0.5979484481851657,0,3.0890000000000013,12431,449,0,0.0,11215.713494667383,False,-0.42160905645332525,0,0.263,29601,274,148,1.0,10567.361940214587,False,0.11852895248516393,0,0.29000000000000004,35416,160,126,1.0,8686.896198440949,False,0.014090547586412558,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.3333333333333333,150175,0.0,0.0,5,0,0,0,0,0.0,0,0,3,0.0,12.0,0,4,3,734,0.08602428715676069,58.89672608394176
50,3,0,0,0,10.0,0,,25.058097998796153,3,30.0,25.15560124025593,0,,37.0,13,37.0,3,1.9310000000000005,28282,0,0,0.0,0.0,False,0.4877432930036823,0,5.006000000000001,5218,485,0,0.0,4850.0,False,-0.5979484481851657,0,3.0890000000000013,12341,452,0,0.0,11326.26029545586,False,-0.42272251674593014,0,0.263,29601,264,158,1.0,10589.922867642621,False,0.11889064492180691,0,0.29000000000000004,35897,150,123,1.0,8324.34018603839,False,0.021735151708092804,0,0.2,39242,0,5,0.0,185.0,False,0.00325197031142398,0.3333333333333333,150581,0.0,0.0,4,0,0,0,3,3.0,0,0,0,0.0,9.0,0,3,0,481,0.07614254113286734,58.972868625074625
