index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
66,29,0,0,0,10.0,11,10.0,34.31771837471374,15,37.0,34.502747903141774,44,37.45454545454545,38.00000000000001,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,5,3.004000000000001,87577,21,10,1.0,553.1771837471374,False,0.22455972836198057,14,3.7600000000000007,88066,7,10,1.0,585.2515076544139,False,-0.12186694871023739,0,1.9010000000000005,100488,11,12,1.0,791.5278769595525,False,0.002611422451374766,9,6.068000000000002,89229,788,0,0.0,27188.165347675716,False,-0.15069974994352056,0,0.4970000000000001,112863,109,237,1.0,12766.799521442455,False,-0.015046091777172975,0.6666666666666666,550301,0.0,0.0,8,0,0,22,7,5.878787878787879,19,41,25,312.0,75.0,19,10,25,1014,2.1186093306168914,154.09365967381746
67,25,0,0,0,10.0,11,10.0,34.31771837471374,0,,34.64987984578118,5,40.0,38.00000000000001,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.999000000000001,87467,22,20,1.0,906.3543674942748,False,0.22548788291188174,0,3.746000000000001,88082,0,16,0.7,554.3980775324989,False,-0.1218612512421239,0,1.9010000000000005,100672,1,18,1.0,658.015555598775,False,0.0037766249371342614,8,6.139000000000002,88927,793,0,0.0,27477.354717704475,False,-0.15199988965827277,0,0.4970000000000001,112863,99,247,1.0,12816.338104732338,False,-0.014841501863695053,0.6166666666666667,550089,0.0,0.0,8,0,0,17,4,4.0,15,32,22,211.0,61.0,14,11,22,310,2.0487287109717727,156.14238838478923
68,22,0,0,0,10.0,12,10.0,33.4723759161017,7,12.714285714285714,34.775815753083954,32,35.4375,38.00000000000001,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.999000000000001,87436,24,23,1.0,1009.8646460703391,False,0.22577718137010122,0,3.746000000000001,88427,0,3,0.2,104.32744725925187,False,-0.12066900822264116,0,1.9010000000000005,101372,0,7,0.6,243.43071027158769,False,0.008673292405519638,8,6.211000000000001,88060,810,0,0.0,28168.410759998,False,-0.15630715482209176,0,0.4970000000000001,112570,104,255,1.0,13306.684838320733,False,-0.015236541289520188,0.4666666666666666,549943,0.0,0.0,13,0,0,20,4,4.0,15,35,20,237.0,39.0,14,8,20,1419,1.8625074233859777,158.0048958081752
69,20,0,0,0,10.0,5,10.0,33.61046485372487,16,35.0,34.831399012907404,6,36.5,38.00000000000001,6,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.9990000000000006,87946,19,17,1.0,761.3779025133229,False,0.2311541049476138,0,3.746000000000001,87898,6,11,1.0,584.8081782643308,False,-0.12353878326460517,0,1.9010000000000005,101560,0,3,0.0,104.4941970387222,False,0.009851294446679768,5,6.253000000000001,88011,810,0,0.0,28213.433200454998,False,-0.1565259473995812,0,0.4970000000000001,112389,100,264,1.0,13515.139901290742,False,-0.01587066813158417,0.5,549882,0.0,0.0,7,0,0,18,3,3.0,14,32,22,173.0,87.0,11,9,22,867,1.6170349651947618,159.62193077336997
70,22,0,0,0,10.0,16,10.0,33.772306125769624,21,35.0,33.346448322094275,31,25.322580645161292,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,4,3.0390000000000006,88405,25,10,1.0,587.7230612576963,False,0.2363416853299812,15,3.8960000000000004,87092,17,10,1.0,907.5936873590264,False,-0.12994507266197394,2,1.9210000000000005,101721,0,0,0.0,0.0,False,0.010932111587044454,10,6.348000000000002,87861,810,0,0.0,27010.62314089636,False,-0.16273241838926739,0,0.4970000000000001,111984,121,264,1.0,14066.920246973408,False,-0.016937092183841308,0.5,549141,0.0,0.0,16,0,0,19,10,8.2,14,33,23,225.0,37.0,15,7,23,1160,1.7945285299792886,161.41645930334926
71,23,0,0,0,10.0,15,10.0,34.06648477436734,19,36.578947368421055,31.889814546030195,16,15.625,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,9,3.125000000000001,88689,30,10,1.0,640.6648477436734,False,0.24066922799258234,6,3.941000000000001,86595,21,10,1.0,1034.294325722016,False,-0.13425480602596873,0,1.9190000000000003,101541,0,5,0.5,159.449072730151,False,0.009935545625317505,9,6.428000000000002,87744,810,0,0.0,25830.749782284456,False,-0.16857158876712072,0,0.4970000000000001,112152,127,263,1.0,14044.006447345837,False,-0.015644074208932858,0.5833333333333334,548799,0.0,0.0,19,0,0,16,6,4.909090909090909,18,34,25,186.0,79.0,12,11,25,856,1.5920438850298524,163.0085031883791
72,25,0,0,0,10.000000000000002,12,10.0,34.74994846556626,62,36.54838709677419,31.745192064312203,34,31.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,52,3.636000000000001,88169,32,10,1.0,667.4994846556626,False,0.23360815330175522,14,4.075000000000001,85637,43,10,1.0,1811.6997046624713,False,-0.13991264395771033,5,1.9690000000000003,100584,20,10,1.0,1012.4508899544473,False,0.004663295385428787,10,6.519000000000002,87599,810,0,0.0,25713.605572092885,False,-0.17025305790096115,0,0.4970000000000001,111478,151,263,1.0,14787.524001711145,False,-0.01814053258618654,0.6666666666666666,545545,0.0,0.0,11,0,0,14,11,9.458333333333334,19,33,22,183.0,132.0,11,14,22,500,1.6123632350936532,164.62086642347276
73,22,0,0,0,10.0,6,10.0,34.91461410248619,16,37.0,30.671135438840967,48,26.458333333333332,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,6,3.6440000000000006,88527,28,10,1.0,629.1461410248619,False,0.23833089040759975,29,4.351000000000001,84648,49,10,1.0,2017.527445410233,False,-0.14871881890753305,0,1.9640000000000004,100767,10,11,1.0,686.5286308521125,False,0.0048624473561787165,12,6.629000000000001,87355,811,0,0.0,24874.290840900023,False,-0.17573474889772675,0,0.4970000000000001,110559,188,265,1.0,15836.173462502104,False,-0.021400479637467766,0.6666666666666666,543934,0.0,0.0,10,0,0,16,10,8.75,18,34,18,209.0,72.0,13,9,18,547,1.8074700376018882,166.42833646107465
74,18,0,0,0,10.000000000000002,12,10.0,34.91461410248619,0,,30.002747214293006,47,26.97872340425532,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.638000000000001,88407,30,20,1.0,998.2922820497238,False,0.2392309513266083,7,4.392000000000001,84658,39,10,1.0,1661.6974221398914,False,-0.15038760585692898,19,2.154000000000001,101054,0,10,1.0,300.02747214293004,False,0.005794155654102602,11,6.727000000000002,86819,826,0,0.0,24782.269199006023,False,-0.18054205405637316,0,0.4970000000000001,110004,210,266,1.0,16408.576915001533,False,-0.023620705244154005,0.6666666666666666,543020,0.0,0.0,14,0,0,15,8,7.45021645021645,18,33,13,201.0,33.0,12,6,13,876,1.709272145293653,168.1376086063683
75,13,0,0,0,10.000000000000002,9,10.0,34.91461410248619,0,,29.68846154417422,5,15.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.638000000000001,88317,29,30,1.0,1337.4384230745857,False,0.24034009187707914,0,4.385000000000001,84733,29,15,1.0,1457.8507321347129,False,-0.150655177685897,0,2.1350000000000002,101054,0,10,0.0,296.8846154417422,False,0.0057785383540302476,9,6.806000000000002,86706,826,0,0.0,24522.669235487905,False,-0.18254753842680185,0,0.4970000000000001,110347,205,265,1.0,16156.134616555717,False,-0.021830150755956554,0.5,543235,0.0,0.0,11,0,0,18,4,4.0,14,32,16,132.0,12.0,9,4,16,583,1.505024004727602,169.6426326110959
76,16,0,0,0,10.000000000000002,9,10.0,34.91913476966131,11,35.0,32.641539543800675,54,44.388888888888886,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.638000000000001,88612,28,29,1.0,1292.654908320178,False,0.24413988060382313,0,4.385000000000001,84536,30,21,1.0,1733.0463735096534,False,-0.15124553337022265,40,2.5350000000000006,101503,0,0,0.0,0.0,False,0.008765565836157462,14,6.937000000000002,84585,865,0,0.0,28234.931705387586,False,-0.18473530699529356,0,0.4970000000000001,110046,210,269,1.0,17076.723304198145,False,-0.020514408001296162,0.5,541360,0.0,0.0,10,0,0,10,9,8.454545454545455,19,29,15,111.0,42.0,7,9,15,1079,1.528713763691485,171.1713463747874
77,15,0,0,0,10.000000000000002,13,10.0,34.92833313848763,24,35.0,34.16118067715429,27,47.77777777777778,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.6380000000000003,89322,31,15,1.0,833.9249970773144,False,0.25083928046692583,6,4.445000000000001,85254,30,10,1.0,1389.4618009261717,False,-0.1458171663920744,0,2.4950000000000006,101013,4,10,1.0,481.3251393254934,False,0.00628757982590856,12,7.043000000000002,83384,886,0,0.0,30266.806079958704,False,-0.18626389268857704,0,0.4970000000000001,110068,206,271,1.0,17335.203219493786,False,-0.019265193034105656,0.6666666666666666,541119,0.0,0.0,14,0,0,14,6,5.285714285714286,17,31,22,132.0,48.0,9,6,22,1556,1.7138165449723601,172.88516291975975
78,22,0,0,0,10.0,7,10.0,34.41584533265482,20,29.55,35.26602268587083,21,48.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,5,3.6880000000000006,89698,28,10,1.0,624.1584533265482,False,0.2546182795068965,11,4.549,85754,26,10,1.0,1247.4722055077336,False,-0.14155359117128757,0,2.4950000000000006,100523,8,20,1.0,980.6472163786552,False,0.003899023148143295,10,7.131000000000002,83233,886,0,0.0,31245.696099681554,False,-0.18346839751345712,0,0.4970000000000001,109440,217,271,1.0,17950.726922833972,False,-0.021910302793331136,0.6666666666666666,540726,0.0,0.0,11,0,0,11,8,7.523809523809524,21,32,26,168.0,108.0,11,11,26,976,1.8673128178343177,174.75247573759407
79,26,0,0,0,10.0,9,10.0,34.41584533265482,0,,35.26602268587083,0,,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.683000000000001,89608,27,20,1.0,958.3169066530963,False,0.2556926592605068,0,4.538,85754,16,20,1.0,1255.9739790398937,False,-0.14151134465449605,0,2.495000000000001,100523,0,28,0.8,987.4486352043832,False,0.003932820361576485,9,7.211000000000002,83112,886,0,0.0,31245.696099681554,False,-0.1844678358456341,0,0.4970000000000001,109858,207,270,1.0,17560.066695975263,False,-0.020071089404403903,0.6333333333333333,540933,0.0,0.0,9,0,0,17,4,4.0,20,37,19,228.0,75.0,16,10,19,508,1.8136241491883993,176.56609988678247
80,19,0,0,0,10.0,8,10.0,33.07368481688537,48,27.791666666666668,34.74142558133534,7,17.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,28,3.9630000000000014,89812,25,10,1.0,580.7368481688536,False,0.25590466559921426,0,4.538,85355,20,23,1.0,1460.5264847084202,False,-0.14446026930407957,0,2.4950000000000006,99707,24,38,1.0,2113.9426076959917,False,0.0014208893158286714,7,7.272000000000002,82908,893,0,0.0,31024.09304413246,False,-0.18706804009262373,0,0.4970000000000001,110352,197,267,1.0,16990.060839523063,False,-0.01834481101726688,0.6666666666666666,540212,0.0,0.0,12,0,0,13,6,5.411764705882353,18,31,16,147.0,45.0,9,10,16,693,1.6217907182872295,178.1878906050697
81,16,0,0,0,10.0,11,10.0,33.315610640914734,14,37.0,33.79874845575188,11,15.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,4,3.975000000000001,90104,26,10,1.0,593.1561064091474,False,0.26006130288954427,0,4.538,85355,10,33,1.0,1448.5148054489591,False,-0.14451995703953963,0,2.4950000000000006,99354,28,37,1.0,2183.390790808432,False,-0.001742226817421701,9,7.355000000000001,82787,893,0,0.0,30182.282370986428,False,-0.19154408113214716,0,0.4970000000000001,110605,198,266,1.0,16800.15219423887,False,-0.017039382023991148,0.6666666666666666,540283,0.0,0.0,13,0,0,17,5,4.285714285714286,14,31,20,171.0,12.0,12,4,20,693,1.8741048434749246,180.06199544854462
82,20,0,0,0,10.0,10,10.0,33.315610640914734,0,,35.42176037865053,51,42.01960784313726,38.0,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.971000000000001,90004,26,20,1.0,926.3122128182947,False,0.2609893105447103,0,4.538,85674,0,30,1.0,1062.652811359516,False,-0.14326704757774458,1,2.505000000000001,101141,18,10,1.0,953.8985953229706,False,0.009907964516964506,9,7.436000000000002,81615,921,0,0.0,32623.44130873714,False,-0.19114282341850386,0,0.4970000000000001,109509,211,276,1.0,17961.99143989526,False,-0.021293853702484274,0.6666666666666666,540021,0.0,0.0,7,0,0,13,6,5.052631578947368,18,31,21,201.0,24.0,12,8,21,1331,1.7955400440841913,181.8575354926288
83,21,0,0,0,10.0,15,10.0,33.315610640914734,0,,35.34308063334484,30,34.733333333333334,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.971000000000001,89854,31,30,1.0,1309.468319227442,False,0.26156885214743913,0,4.538,86529,0,11,0.0,388.77388696679327,False,-0.1381184152067323,1,2.514000000000001,101291,8,10,1.0,619.9556914607663,False,0.009739297420323555,8,7.507000000000002,81511,921,0,0.0,32550.977263310597,False,-0.19230111481435802,0,0.4970000000000001,108923,231,274,1.0,18576.25162630266,False,-0.023597269194573865,0.5,540186,0.0,0.0,12,0,0,21,6,5.090909090909091,12,33,24,189.0,99.0,13,8,24,1461,2.0804170751944184,183.93795256782323
84,24,0,0,0,10.0,8,10.0,33.315610640914734,0,,34.526984813734295,11,17.0,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.971000000000001,89774,29,40,1.0,1622.6244256365894,False,0.26263624622357984,0,4.538,86716,0,0,0.0,0.0,False,-0.13819182874350286,0,2.513000000000001,101291,0,18,0.8,621.4857266472173,False,0.009746900381864742,12,7.6190000000000015,81310,921,0,0.0,31799.353013449287,False,-0.19706547967485508,0,0.4970000000000001,109040,232,276,1.0,18498.260476786356,False,-0.02295296661055625,0.4666666666666666,540209,0.0,0.0,9,0,0,15,7,7.0,17,32,18,236.0,105.0,14,10,18,571,2.0271370131522417,185.96508958097547
85,18,0,0,0,9.999999999999998,13,10.0,32.83072958013517,5,13.0,34.95985279925708,8,47.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.971000000000001,89709,32,45,1.0,1797.3828311060827,False,0.2629481819209266,0,4.538,86716,0,0,0.0,0.0,False,-0.13819182874350286,0,2.513000000000001,101602,0,15,0.5,524.3977919888562,False,0.012355262778092329,12,7.727000000000002,80924,925,0,0.0,32337.8638393128,False,-0.19802976905824493,0,0.4970000000000001,109156,226,278,1.0,18464.926732632102,False,-0.022132492761786356,0.4166666666666667,540185,0.0,0.0,15,0,0,13,7,7.0,16,29,21,150.0,68.0,10,8,21,875,1.626540046185255,187.59162962716073
86,21,0,0,0,9.999999999999998,9,10.0,32.487200070068376,18,28.88888888888889,34.98053997268983,15,35.266666666666666,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,3.971000000000001,90139,31,37,1.0,1512.0264025925298,False,0.26695305745921233,0,4.538,86196,8,10,1.0,609.7030002874453,False,-0.1403300354782429,0,2.5130000000000012,102131,0,0,0.0,0.0,False,0.01500680772403375,11,7.825,80562,929,0,0.0,32496.921634628856,False,-0.20036292978066522,0,0.4970000000000001,109157,227,279,1.0,18542.582573800595,False,-0.021803521269862472,0.5,540263,0.0,0.0,11,0,0,14,6,6.0,19,33,24,183.0,120.0,11,10,24,1481,1.6318362476304173,189.22346587479115
87,24,0,0,0,9.999999999999998,11,10.0,33.41334814372582,48,37.0,33.58482127093482,23,21.434782608695652,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,11,4.081000000000001,91486,32,10,1.0,654.1334814372581,False,0.2797494771715516,13,4.668,86154,0,8,0.8,268.67857016747854,False,-0.1424420420679208,0,2.513000000000001,100355,38,10,1.0,1605.5554421709294,False,0.005334649040314341,11,7.924000000000002,80073,942,0,0.0,31636.9016372206,False,-0.20795378780015938,0,0.4970000000000001,109329,227,280,1.0,18263.7544285022,False,-0.021534367345201866,0.6333333333333333,539475,0.0,0.0,13,0,0,15,8,7.0875,15,30,18,165.0,117.0,10,14,18,1824,1.5290061719715595,190.7524720467627
88,18,0,0,0,9.999999999999998,10,10.0,33.86074997921765,30,37.0,32.38756513634946,22,21.454545454545453,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,20,4.270000000000001,91826,32,10,1.0,658.6074997921764,False,0.2845197963549906,0,4.655000000000001,85783,5,14,1.0,622.7296618049807,False,-0.1443698151389622,8,2.593000000000001,99792,43,10,1.0,1779.8879004698535,False,0.0006056782404759135,9,8.003000000000002,79617,955,0,0.0,30930.124705213733,False,-0.2146391915897936,0,0.4970000000000001,109612,226,279,1.0,17921.589720814976,False,-0.02060994762936951,0.6666666666666666,538708,0.0,0.0,12,0,0,8,7,6.222222222222222,21,29,22,180.0,114.0,10,8,22,837,1.5817090049386024,192.3341810517013
89,22,0,0,0,9.999999999999998,9,10.0,33.86074997921765,0,,30.365689251906858,29,16.379310344827587,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.250000000000001,91736,31,20,1.0,987.2149995843529,False,0.2855554897312934,6,4.715000000000001,85883,0,5,0.5,151.8284462595343,False,-0.14571596164687517,0,2.585000000000001,99945,33,11,1.0,1451.427331085158,False,0.0004940684901023212,12,8.114000000000003,79418,955,0,0.0,28999.23323557105,False,-0.2242573048387227,0,0.4970000000000001,109441,245,281,1.0,18117.59386671718,False,-0.021212897434841633,0.5833333333333334,538501,0.0,0.0,10,0,0,15,7,6.666666666666666,21,36,20,237.0,99.0,14,8,20,734,1.7722946973517537,194.10647574905306
90,20,0,0,0,9.999999999999996,11,10.0,33.86074997921765,0,,29.115669393848233,20,16.2,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.250000000000001,91626,32,30,1.0,1335.8224993765293,False,0.28645179668662113,3,4.739000000000001,85892,0,0,0.0,0.0,False,-0.14638097415052523,1,2.595000000000001,100112,23,10,1.0,1069.9539434604883,False,0.0002581665033168088,14,8.242,79159,955,0,0.0,27805.464271125064,False,-0.23132675739615313,0,0.4970000000000001,109345,255,285,1.0,18254.4956954313,False,-0.02144044794895716,0.5,538212,0.0,0.0,9,0,0,15,9,7.458333333333333,18,33,16,222.0,48.0,14,6,16,338,1.6600278690457344,195.7665036180988
91,16,0,0,0,9.999999999999998,9,10.0,33.870587926390876,1,36.0,30.28400351088794,20,42.2,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.250000000000001,91572,31,39,1.0,1630.9529291292442,False,0.28775596872955717,16,4.896000000000001,85880,0,1,0.1,30.28400351088794,False,-0.14634974804707318,0,2.594000000000001,100296,13,16,1.0,924.8616992172883,False,0.001365826712203666,11,8.338000000000001,78183,973,0,0.0,29466.335416093963,False,-0.23252909350078482,0,0.4970000000000001,109657,247,286,1.0,18348.14886718932,False,-0.01847660460572021,0.5166666666666667,537666,0.0,0.0,12,0,0,8,7,7.0,17,25,12,147.0,35.0,9,7,12,652,1.3847649255767465,197.15126854367554
92,12,0,0,0,9.999999999999998,7,10.0,33.350653241125066,5,13.0,30.922066084132315,8,47.0,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.250000000000001,91567,28,44,1.0,1747.428742609503,False,0.2884980328576273,3,4.910000000000001,85957,0,0,0.0,0.0,False,-0.14573498573856353,0,2.594000000000001,100419,8,22,1.0,947.0906797799114,False,0.0026986945060171867,11,8.437000000000001,78018,973,0,0.0,30087.170299860743,False,-0.23132797147115366,0,0.4970000000000001,109623,245,287,1.0,18481.906190612415,False,-0.01820503274766077,0.5,537662,0.0,0.0,10,0,0,10,6,5.75,17,27,11,126.0,45.0,7,5,11,665,1.2894274955615401,198.44069603923708
93,11,0,0,0,9.999999999999998,8,10.0,33.637320946537955,38,35.0,35.65805213936742,77,47.25974025974026,37.999999999999986,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.250000000000001,92817,26,16,1.0,798.1971351446073,False,0.29930583565744817,24,5.147,84767,28,10,1.0,1298.425507896737,False,-0.1511094825737335,31,2.9040000000000012,101763,0,8,0.8,285.26441711493936,False,0.012767038774783244,11,8.536000000000001,76895,993,0,0.0,35408.44577439185,False,-0.21862735911061615,0,0.4970000000000001,107286,292,288,1.0,21356.151224695284,False,-0.025637859613212032,0.6333333333333333,535606,0.0,0.0,11,0,0,9,9,8.584905660377359,16,25,20,90.0,62.0,5,6,20,1752,1.208893089555204,199.6495891287923
94,20,0,0,0,10.0,8,10.0,34.056215520900444,28,37.0,35.65805213936742,0,,37.99999999999998,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,12,4.370000000000001,93425,24,10,1.0,580.5621552090045,False,0.3062637620061122,0,5.123000000000001,83731,46,20,1.0,2279.7469567487688,False,-0.15652921876770867,0,2.8730000000000007,101763,0,8,0.0,285.26441711493936,False,0.012767038774783244,9,8.615,76770,993,0,0.0,35408.44577439185,False,-0.21965983672650144,0,0.4970000000000001,107704,282,287,1.0,20961.570703301608,False,-0.023814836689704928,0.5,535471,0.0,0.0,12,0,0,6,6,5.857142857142858,24,30,20,216.0,84.0,12,8,20,1016,1.531295727007091,201.18088485579938
95,20,0,0,0,10.0,13,10.0,34.109065612426,12,35.0,34.67066549415616,12,15.0,37.99999999999998,18,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,2,4.378000000000001,93657,27,10,1.0,611.09065612426,False,0.3097102898967444,0,5.123000000000001,83491,48,18,1.0,2261.307128291259,False,-0.1590060368695836,0,2.8730000000000007,101763,0,8,0.0,277.3653239532493,False,0.01272778706211051,12,8.726,76468,1000,0,0.0,34670.66549415616,False,-0.22520126914562,0,0.4970000000000001,107857,277,291,1.0,20661.774341881253,False,-0.023789216217822852,0.5,535314,0.0,0.0,11,0,0,10,7,6.166666666666667,22,32,24,190.0,84.0,12,8,24,538,1.526401448994875,202.70728630479425
96,24,0,0,0,10.0,5,10.0,34.46408180443054,27,37.0,32.997986114002714,23,16.565217391304348,37.99999999999998,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,17,4.546,94041,22,10,1.0,564.6408180443054,False,0.31473900462793797,0,5.123000000000001,82720,65,14,1.0,2702.137122884023,False,-0.16447790658568284,1,2.883000000000001,101879,0,0,0.0,0.0,False,0.012502360342274475,12,8.834000000000001,75969,1018,0,0.0,33591.94986405476,False,-0.23377791875617518,0,0.4970000000000001,107820,272,300,1.0,20375.45222300873,False,-0.025277314306799768,0.5,534507,0.0,0.0,6,0,0,20,9,7.444444444444445,19,39,21,243.0,54.0,16,8,21,316,1.7369984844699502,204.4442847892642
97,21,0,0,0,10.0,7,10.0,34.46408180443054,0,,31.294613466788828,26,16.615384615384617,37.99999999999998,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.529000000000001,93971,19,20,1.0,879.2816360886109,False,0.315956132557104,12,5.243000000000001,82663,55,10,1.0,2208.4706339115683,False,-0.1674974874334802,0,2.882000000000001,101879,0,0,0.0,0.0,False,0.012502360342274475,9,8.912,75489,1039,0,0.0,32515.10339199359,False,-0.24218991231376752,0,0.4970000000000001,107745,267,310,1.0,20135.661795632608,False,-0.026887113871408536,0.5,533825,0.0,0.0,5,0,0,13,6,5.25,19,32,20,158.0,75.0,11,10,20,145,3.4262227918952703,207.87050758115947
98,20,0,0,0,10.0,10,10.0,34.46408180443054,0,,33.98621231641748,55,45.0,37.99999999999998,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.529000000000001,93871,19,30,1.0,1223.9224541329163,False,0.31696418085480743,45,5.681,82551,45,10,1.0,1890.7458043635493,False,-0.17018939483624917,0,2.882000000000001,101879,0,0,0.0,0.0,False,0.012502360342274475,9,8.993000000000002,74548,1056,0,0.0,35889.44020613686,False,-0.23602669488990963,0,0.4970000000000001,106504,295,309,1.0,21767.93263334315,False,-0.030396419229923876,0.5,531431,0.0,0.0,10,0,0,13,8,7.696969696969697,14,27,13,165.0,89.0,10,10,13,518,1.445218994282186,209.31572657544166
99,13,0,0,0,10.000000000000002,11,10.0,34.501844245715255,15,35.0,34.35579670055996,8,46.0,37.999999999999986,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.529000000000001,94286,20,25,1.0,1062.5461061428814,False,0.3216240337464484,0,5.636000000000002,82394,50,12,1.0,2137.361772692482,False,-0.17052423563325514,0,2.882000000000001,101879,0,0,0.0,0.0,False,0.012502360342274475,13,9.114,74139,1060,0,0.0,36417.14450259355,False,-0.2372255901534941,0,0.4970000000000001,106320,289,319,1.0,22050.825246461824,False,-0.030747905117529766,0.5,531096,0.0,0.0,9,0,0,10,6,6.0,17,27,16,126.0,78.0,7,6,16,1003,1.440374773927033,210.7561013493687
100,16,0,0,0,10.000000000000002,15,10.0,34.586249885509936,27,35.18518518518518,33.98582878521873,29,31.0,37.999999999999986,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,2,4.549,95027,25,10,1.0,595.8624988550994,False,0.3287000996533118,9,5.726000000000002,82568,44,10,1.0,1861.6532828146244,False,-0.17016500888077724,8,2.962000000000001,101025,13,10,1.0,789.4795363638165,False,0.007938102067976993,9,9.191,74016,1060,0,0.0,36024.97851233185,False,-0.23986115855415202,0,0.4970000000000001,105421,308,329,1.0,22969.635265847362,False,-0.03437888101790987,0.6666666666666666,530135,0.0,0.0,14,0,0,13,8,6.511904761904762,15,28,13,180.0,63.0,10,6,13,644,1.584858000278473,212.34095934964716
