index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
56,12,0,0,0,10.000000000000002,20,10.0,33.23690793599747,0,,39.41778932919849,11,38.27272727272727,43.000000000000014,20,43.0,0,0.398,32461,19,107,1.0,3746.3491491517293,False,0.5267775958100261,0,1.1540000000000004,15138,551,0,0.0,5510.000000000001,False,-0.20433119886161508,0,2.8100000000000005,27816,62,34,1.0,3400.8931292245916,False,-0.08648922767440514,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,5.231000000000002,22426,485,0,0.0,19117.627824661267,False,-0.3017026043068153,11,4.909000000000002,23654,300,0,0.0,11825.336798759547,False,-0.35449593049996125,0.3333333333333333,154207,0.0,0.0,11,0,0,6,9,9.0,1,7,14,90.0,46.0,7,5,14,621,0.9360686269938014,83.45277534873458
57,14,0,0,0,10.000000000000002,20,10.0,33.23690793599747,0,,38.571256545861296,12,27.0,43.000000000000014,20,43.0,0,0.398,32351,20,117,1.0,4088.718228511704,False,0.5294983597587981,0,1.1540000000000004,15048,560,0,0.0,5600.000000000001,False,-0.2063322660974742,0,2.8100000000000005,28140,52,32,1.0,2962.5994221394303,False,-0.08324410537991042,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,5.312,22093,489,0,0.0,18861.344450926175,False,-0.31177032081339867,11,5.008000000000001,23334,308,0,0.0,11879.94701612528,False,-0.36088609055840887,0.3333333333333333,153678,0.0,0.0,13,0,0,6,10,10.0,2,8,19,119.0,49.0,8,6,19,524,1.1769657919649035,84.62974114069948
58,19,0,0,0,10.000000000000002,20,10.0,33.38736485143759,11,35.0,37.50700031820473,15,26.266666666666666,43.00000000000001,20,43.0,0,0.398,32656,18,116,1.0,4052.9343227667605,False,0.5422655265645401,0,1.1540000000000001,14928,572,0,0.0,5720.000000000001,False,-0.2090003557452864,0,2.8100000000000005,28149,53,27,1.0,2782.21934571772,False,-0.08575687311259757,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,5.4030000000000005,21535,504,0,0.0,18903.528160375186,False,-0.323492182338058,10,5.097000000000001,23170,308,0,0.0,11552.156098007057,False,-0.3680447548466612,0.3333333333333333,153150,0.0,0.0,12,0,0,7,10,10.0,4,11,15,175.0,70.0,11,8,15,979,1.300211233959999,85.92995237465948
59,15,0,0,0,10.000000000000002,20,10.0,33.46666782430876,6,35.0,37.50700031820473,0,,43.00000000000001,20,43.0,0,0.398,32766,18,120,1.0,4196.000138917051,False,0.5503379611107491,0,1.1540000000000004,14828,582,0,0.0,5820.000000000001,False,-0.21122376378512986,0,2.8100000000000005,27939,49,37,1.0,3027.6257351647046,False,-0.08845864047592604,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,5.473000000000001,21416,504,0,0.0,18903.528160375186,False,-0.32609020871130046,12,5.207000000000001,22949,308,0,0.0,11552.156098007057,False,-0.37286966096839735,0.3333333333333333,152610,0.0,0.0,11,0,0,4,10,10.0,4,8,18,110.0,67.0,8,7,18,410,1.893076520995237,87.82302889565472
60,18,0,0,0,10.000000000000002,20,10.0,33.40731874730702,16,33.0,37.12775362129211,25,34.76,43.000000000000014,20,43.0,0,0.398,33214,16,114,1.0,3968.434337193001,False,0.5651999808162798,0,1.1540000000000001,14708,594,0,0.0,5940.000000000001,False,-0.213891853432942,0,2.8100000000000005,28280,55,22,1.0,2654.2131107703126,False,-0.08368337236900267,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,5.585000000000001,21032,514,0,0.0,19083.665361344145,False,-0.3325073644076484,8,5.275000000000001,22128,323,0,0.0,11992.26441967735,False,-0.3859896033132767,0.3333333333333333,152074,0.0,0.0,15,0,0,7,10,10.0,4,11,17,171.0,66.0,11,7,17,1597,1.352538161969278,89.175567057624
61,17,0,0,0,10.000000000000002,20,10.0,33.53656475283849,10,35.0,39.03735165455464,21,53.857142857142854,43.00000000000001,20,43.0,0,0.398,33484,14,114,1.0,3963.1683818235874,False,0.5770893005563765,0,1.1540000000000004,14588,606,0,0.0,6060.000000000001,False,-0.21655994308075419,0,2.8100000000000005,29061,55,11,1.0,2273.921929606218,False,-0.06539689378839691,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,5.673000000000001,20051,530,0,0.0,20689.79637691396,False,-0.33639205771423936,10,5.367000000000002,21653,328,0,0.0,12804.251342693922,False,-0.38749616471603,0.3333333333333333,151549,0.0,0.0,12,0,0,9,10,10.0,4,13,8,153.0,12.0,13,4,8,1681,1.2431229990324937,90.41869005665649
62,8,0,0,0,10.000000000000002,20,10.0,33.53983461098401,16,33.5625,37.61572462917368,12,18.0,43.00000000000001,20,43.0,0,0.398,33901,16,108,1.0,3782.302137986273,False,0.5916111290018293,0,1.1540000000000004,14508,614,0,0.0,6140.000000000001,False,-0.21833866951262895,1,2.8200000000000007,28701,61,10,1.0,2422.087157561761,False,-0.07424581168082443,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,5.763000000000001,19673,542,0,0.0,20387.722749012133,False,-0.34794207111811054,10,5.457000000000002,21484,328,0,0.0,12337.957678368966,False,-0.396275896446064,0.3333333333333333,150979,0.0,0.0,14,0,0,3,11,10.083333333333332,2,5,12,62.0,9.0,5,3,12,737,0.7922892539645545,91.21097931062104
63,12,0,0,0,10.0,20,10.0,33.551612059314245,3,34.0,36.38583992918009,17,24.823529411764707,43.00000000000001,20,43.0,0,0.398,33883,18,115,1.0,4038.4353868211383,False,0.5965055893547921,0,1.1540000000000004,14428,622,0,0.0,6220.0,False,-0.22011739594450375,7,2.8890000000000007,28748,54,10,1.0,2175.64545049477,False,-0.07660478706176273,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,13,5.883000000000001,19190,556,0,0.0,20230.52700062413,False,-0.36020296261653856,7,5.517000000000001,21193,331,0,0.0,12043.71301655861,False,-0.40584105081915756,0.3333333333333333,150154,0.0,0.0,13,0,0,5,11,10.875,4,9,11,120.0,9.0,9,3,11,596,1.0487253139726818,92.25970462459372
64,11,0,0,0,10.0,20,10.0,33.79206789060794,21,35.0,37.64468765093202,15,51.0,43.00000000000001,20,43.0,0,0.398,34538,16,104,1.0,3674.3750606232256,False,0.6175376881141769,0,1.1540000000000004,14308,634,0,0.0,6340.0,False,-0.2227854855923159,5,2.9320000000000013,28583,65,10,1.0,2572.9312893988363,False,-0.07556356520381853,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,14,6.010000000000002,18143,571,0,0.0,21495.116648682182,False,-0.3692568700475703,6,5.570000000000001,21117,331,0,0.0,12460.3916124585,False,-0.40295179883352433,0.3333333333333333,149401,0.0,0.0,14,0,0,4,11,10.333333333333332,3,7,11,119.0,12.0,7,4,11,935,0.7339290429954417,92.99363366758917
65,11,0,0,0,10.0,20,10.0,33.60231478199626,1,12.0,37.87675062996877,3,50.0,43.00000000000001,20,43.0,0,0.398,34478,12,114,1.0,3950.663885147574,False,0.6210126264040282,1,1.1640000000000001,14152,648,0,0.0,6480.0,False,-0.22660974742084666,0,2.9270000000000014,28721,56,17,1.0,2525.6343885012598,False,-0.07202447481505894,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,6.1160000000000005,17764,574,0,0.0,21741.254861602072,False,-0.37484439283029786,8,5.644000000000002,21002,331,0,0.0,12537.204458519662,False,-0.4046240016317389,0.3333333333333333,148829,0.0,0.0,11,0,0,4,12,12.0,3,7,13,87.0,27.0,7,4,13,350,0.9082497929921374,93.9018834605813
66,13,0,0,0,10.0,20,10.0,33.61353193927713,3,34.0,36.25833030153514,18,23.333333333333332,43.00000000000001,20,43.0,0,0.398,34500,10,121,1.0,4167.237364652533,False,0.6268062380970415,0,1.1630000000000003,14032,660,0,0.0,6600.0,False,-0.22927783706865884,1,2.937000000000001,29000,49,10,1.0,2009.6463680399306,False,-0.07137435597722243,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,6.184000000000001,17225,592,0,0.0,21464.9315385088,False,-0.38962829077691036,12,5.756000000000001,20780,331,0,0.0,12001.507329808132,False,-0.41531845111990073,0.3333333333333333,148249,0.0,0.0,14,0,0,6,12,11.11111111111111,3,9,15,136.0,42.0,9,4,15,578,0.8622993650496937,94.764182825631
67,15,0,0,0,10.000000000000002,20,10.0,33.5593457378131,20,33.3,36.73699448596726,14,41.714285714285715,43.00000000000001,20,43.0,0,0.398,35086,8,111,1.0,3805.0873768972547,False,0.6448125083799638,0,1.1630000000000003,13912,672,0,0.0,6720.000000000001,False,-0.23194592671647102,4,2.976000000000001,28762,59,10,1.0,2347.371343390646,False,-0.07351410752699321,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,6.266,17088,592,0,0.0,21748.300735692617,False,-0.3895260158971638,11,5.854000000000002,19997,345,0,0.0,12674.263097658704,False,-0.42506917411515693,0.3333333333333333,147557,0.0,0.0,14,0,0,7,12,11.4,3,10,14,144.0,45.0,10,5,14,1130,1.0193623370141722,95.78354516264517
68,14,0,0,0,10.0,20,10.0,33.59794831501077,10,34.0,34.85881690555045,16,18.0,43.0,20,43.0,0,0.398,35326,8,111,1.0,3809.372262966195,False,0.6555801374725675,0,1.1630000000000003,13812,682,0,0.0,6820.0,False,-0.2341693347563145,6,3.0320000000000005,28466,59,10,1.0,2330.8671196411397,False,-0.08293047074307298,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,11,6.367000000000001,16614,608,0,0.0,21194.160678574674,False,-0.40592349272361944,9,5.933000000000001,19865,345,0,0.0,12026.291832414905,False,-0.4350243228493701,0.3333333333333333,146795,0.0,0.0,10,0,0,6,10,9.09090909090909,5,11,17,163.0,9.0,11,3,17,540,1.080725547973998,96.86427071061917
69,17,0,0,0,10.0,20,10.0,33.59794831501077,0,,35.84911725029592,15,45.333333333333336,43.0,20,43.0,0,0.398,35226,8,121,1.0,4145.351746116303,False,0.6586035162334645,0,1.1630000000000003,13712,692,0,0.0,6920.0,False,-0.23639274279615796,5,3.0760000000000005,28951,49,10,1.0,2004.790639938487,False,-0.0729660078620518,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,7,6.426,16430,613,0,0.0,21975.508874431398,False,-0.40141135190778754,13,6.054000000000002,19023,355,0,0.0,12726.436623855052,False,-0.44576416225815374,0.3333333333333333,146054,0.0,0.0,10,0,0,10,11,11.0,4,14,15,198.0,21.0,14,3,15,790,1.1346652229549363,97.9989359335741
70,15,0,0,0,10.0,20,10.0,33.34366641888309,12,31.166666666666668,36.04489364582167,1,64.0,43.0,20,43.0,0,0.398,35468,10,120,1.0,4101.23997026597,False,0.6683840263755331,1,1.1730000000000003,13616,700,0,0.0,7000.0,False,-0.23888295980078264,0,3.071,28641,51,19,1.0,2385.379966633649,False,-0.07667079374464349,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,6.5390000000000015,16203,613,0,0.0,22095.519804888685,False,-0.4050572023743704,8,6.121000000000001,18844,356,0,0.0,12831.982137912515,False,-0.4485199749158096,0.3333333333333333,145484,0.0,0.0,14,0,0,10,11,11.0,1,11,16,172.0,39.0,11,4,16,626,0.9195586160058156,98.91849454957992
71,16,0,0,0,10.0,20,10.0,33.4410912817094,18,34.0,36.700147476466775,16,42.0,42.99999999999999,20,43.0,0,0.398,35960,12,112,1.0,3865.4022235514526,False,0.6850187260661565,0,1.1720000000000002,13536,708,0,0.0,7080.0,False,-0.2406616862326574,0,3.071,28701,59,13,1.0,2450.1263028149224,False,-0.07381191695065263,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,13,6.657000000000002,15805,621,0,0.0,22790.791582885868,False,-0.4061567594218205,7,6.183000000000001,18219,364,0,0.0,13358.853681433906,False,-0.4564137009711608,0.3333333333333333,144933,0.0,0.0,15,0,0,11,11,11.0,1,12,15,161.0,12.0,12,4,15,1484,1.0770870849955827,99.9955816345755
72,15,0,0,0,10.0,20,10.0,33.05523964434821,2,12.0,37.713216450299726,9,52.44444444444444,42.99999999999999,20,43.0,0,0.398,35852,14,121,1.0,4139.683996966134,False,0.6863145677020219,1,1.1820000000000002,13440,716,0,0.0,7160.0,False,-0.2431519032372821,0,3.071000000000001,29149,51,14,1.0,2213.802252165955,False,-0.0636036914337848,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,11,6.754000000000001,15266,628,0,0.0,23683.899930788226,False,-0.4081750509694762,9,6.266000000000002,17954,366,0,0.0,13803.0372208097,False,-0.4573504800802365,0.3333333333333333,144373,0.0,0.0,14,0,0,8,12,12.0,2,10,15,153.0,30.0,10,5,15,684,0.8157769160461612,100.81135855062166
73,15,0,0,0,10.0,20,10.0,32.642484104261285,2,12.0,40.35826664074492,28,52.25,42.99999999999999,20,43.0,0,0.398,35784,12,130,1.0,4363.522933553967,False,0.6882675856802286,1,1.191,13304,728,0,0.0,7280.0,False,-0.24653148345784417,14,3.2110000000000003,29967,43,10,1.0,1807.2094828906843,False,-0.044579098714204374,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,6.823000000000001,13991,651,0,0.0,26273.231583124943,False,-0.4077457036162241,12,6.377000000000002,17452,371,0,0.0,14972.916923716366,False,-0.45553972443764335,0.3333333333333333,143210,0.0,0.0,12,0,0,6,12,11.391304347826086,2,8,10,115.0,21.0,8,7,10,212,0.5485559229855426,101.3599144736072
74,10,0,0,0,10.0,20,10.0,32.642484104261285,0,,40.62892076778155,4,50.0,43.0,20,43.0,0,0.398,35674,13,140,1.0,4699.94777459658,False,0.6908561849563453,0,1.1900000000000002,13214,737,0,0.0,7370.0,False,-0.2485325506937033,0,3.1970000000000005,30167,33,16,1.0,1727.2647077251272,False,-0.039626370156833214,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,7,6.885000000000002,13697,655,0,0.0,26611.943102896916,False,-0.4104669559110895,13,6.495000000000001,17212,371,0,0.0,15073.329604846955,False,-0.4596833289139927,0.3333333333333333,142676,0.0,0.0,12,0,0,1,9,9.0,2,3,7,46.0,21.0,3,7,7,400,0.24618850997649133,101.6061029835837
75,7,0,0,0,10.0,20,10.0,32.787714587289706,11,34.0,40.912365176505645,4,50.0,42.99999999999999,20,43.0,0,0.398,35948,13,139,1.0,4687.492327633269,False,0.7027635256055067,0,1.1900000000000002,13114,747,0,0.0,7470.0,False,-0.2507559587335468,0,3.1970000000000005,29993,34,22,1.0,2014.854329850974,False,-0.04056119696309344,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,6.968000000000001,13361,659,0,0.0,26961.24865131722,False,-0.4139895134560604,11,6.592000000000002,17026,371,0,0.0,15178.487480483594,False,-0.4625961981433544,0.3333333333333333,142154,0.0,0.0,12,0,0,0,9,9.0,0,0,7,0.0,21.0,0,7,7,774,0.1402593829552643,101.74636236653896
76,7,0,0,0,10.0,20,10.0,32.704027238292475,11,32.0,40.912365176505645,0,,43.00000000000001,20,43.0,0,0.398,36228,9,139,1.0,4635.859786122654,False,0.7140666085495078,1,1.2000000000000004,12958,761,0,0.0,7610.0,False,-0.2545802205620776,0,3.1970000000000005,29641,35,32,1.0,2453.8366389884172,False,-0.04466224135761168,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,7,7.029000000000002,13281,659,0,0.0,26961.24865131722,False,-0.41573608580782007,13,6.711000000000003,16768,371,0,0.0,15178.487480483594,False,-0.46822889397777934,0.3333333333333333,141588,0.0,0.0,12,0,0,0,11,11.0,0,0,7,0.0,21.0,0,7,7,540,0.1627978190081194,101.90916018554708
77,7,0,0,0,10.0,0,,32.484203389507584,1,12.0,42.04139965691649,15,51.0,43.0,20,43.0,0,0.398,36228,0,148,0.9,4807.662101647123,False,0.7178864750455158,1,1.2090000000000003,12942,761,0,0.0,7610.0,False,-0.25529171113482746,0,3.197,30394,26,27,1.0,1979.7070788639426,False,-0.028694452680759812,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,14,7.162000000000002,12226,674,0,0.0,28335.903368761712,False,-0.42376317167974725,6,6.758000000000001,16691,371,0,0.0,15597.359272716018,False,-0.4653375330460657,0.31666666666666665,141193,0.0,0.0,1,0,0,0,12,12.0,0,0,4,0.0,21.0,0,7,4,765,0.14279995899414644,102.05196014454123
78,4,0,0,0,10.0,0,,32.484203389507584,0,,42.10683841943116,1,50.0,43.0,20,43.0,0,0.398,36228,0,148,0.0,4807.662101647123,False,0.7178864750455158,0,1.2080000000000002,12942,761,0,0.0,7610.0,False,-0.25529171113482746,0,3.1970000000000005,30444,16,36,1.0,2035.5934373316431,False,-0.026282172675998246,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,7.228000000000001,12065,675,0,0.0,28422.115933116034,False,-0.42633704552969137,12,6.872000000000002,16463,371,0,0.0,15621.637053608962,False,-0.47005024611814517,0.16666666666666666,140854,0.0,0.0,1,0,0,0,10,10.0,0,0,2,0.0,12.0,0,4,2,50,0.10524758801329881,102.15720773255453
79,2,0,0,0,10.0,0,,32.484203389507584,0,,43.02803707531688,6,59.833333333333336,43.0,20,43.0,0,0.398,36228,0,148,0.0,4807.662101647123,False,0.7178864750455158,0,1.2080000000000002,12942,761,0,0.0,7610.0,False,-0.25529171113482746,0,3.1970000000000005,30803,6,40,1.0,1916.0267033497207,False,-0.017021653564579832,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,7.300000000000002,11855,677,0,0.0,29129.981099989527,False,-0.4231946871453418,12,6.980000000000001,15972,375,0,0.0,16135.513903243831,False,-0.47516031456593494,0.16666666666666666,140512,0.0,0.0,3,0,0,0,11,11.0,0,0,0,0.0,6.0,0,2,0,359,0.09610235202126205,102.25331008457579
