index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
21,11,0,0,0,10.000000000000002,20,10.0,26.60389180588242,20,24.1,32.52446927300024,20,22.0,43.000000000000014,20,43.0,0,0.398,25704,12,59,1.0,1689.6296165470628,False,0.18057696586061595,9,0.8660000000000001,19201,208,0,0.0,2080.0000000000005,False,-0.09991995731056563,0,0.9380000000000002,29259,77,14,1.0,2503.84223887495,False,-0.05571102350786183,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,2.0570000000000004,38983,128,0,0.0,4163.132066944031,False,-0.10347205411160562,8,1.7830000000000001,37842,119,0,0.0,3870.411843487029,False,-0.1315778988353961,0.3333333333333333,183701,0.0,0.0,14,0,0,8,10,10.0,20,28,10,125.0,3.0,10,1,10,1014,1.2813483270001598,44.8609724129783
22,10,0,0,0,10.000000000000002,20,10.0,26.25467938697604,42,25.285714285714285,30.408201817644354,27,19.85185185185185,43.000000000000014,20,43.0,0,0.398,26469,13,44,1.0,1285.2058930269457,False,0.2056031192864405,17,1.0270000000000001,18742,217,0,0.0,2170.0000000000005,False,-0.11832977588046958,13,1.0680000000000003,28156,109,10,1.0,3165.8420713568316,False,-0.07960381802858417,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,2.125000000000001,38532,148,0,0.0,4500.413869011364,False,-0.1096365615556353,12,1.895,37417,126,0,0.0,3831.4334290231886,False,-0.1412820558354817,0.3333333333333333,182028,0.0,0.0,15,0,0,7,15,15.0,23,30,12,121.0,3.0,9,1,12,1383,1.1934211589978077,46.05439357197611
23,12,0,0,0,10.000000000000002,20,10.0,26.718978524569884,8,35.0,28.61374980720791,23,17.26086956521739,43.000000000000014,20,43.0,0,0.398,26649,13,46,1.0,1359.0730121302147,False,0.21524975569481972,0,1.0100000000000002,18642,227,0,0.0,2270.0000000000005,False,-0.12055318392031306,13,1.1850000000000003,27706,107,10,1.0,3145.068200201057,False,-0.09385243105751821,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,2.2070000000000003,38031,170,0,0.0,4864.337467225345,False,-0.11660185281607129,11,1.993,37190,127,0,0.0,3633.9462255154044,False,-0.14839374044280623,0.3333333333333333,180930,0.0,0.0,15,0,0,9,14,13.4,21,30,12,179.0,3.0,11,1,12,599,1.114879155997187,47.16927272797329
24,12,0,0,0,10.000000000000002,20,10.0,26.718978524569884,0,,26.833453582788234,24,15.583333333333334,43.000000000000014,20,43.0,0,0.398,26569,11,56,1.0,1606.2627973759136,False,0.21718834038989496,0,1.0100000000000002,18522,239,0,0.0,2390.0000000000005,False,-0.12322127356812522,14,1.3120000000000003,27450,97,10,1.0,2860.0754527111612,False,-0.10618557994628511,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,2.2980000000000005,37491,194,0,0.0,5205.689995060918,False,-0.12466498564469346,10,2.0820000000000003,37037,127,0,0.0,3407.848605014106,False,-0.15420215914533547,0.3333333333333333,179781,0.0,0.0,11,0,0,10,13,12.875,22,32,10,150.0,0.0,12,0,10,335,1.3365257630357519,48.505798491009045
25,10,0,0,0,10.000000000000002,20,10.0,25.84336588018589,8,11.0,26.730787678567886,14,25.571428571428573,43.000000000000014,20,43.0,0,0.398,26489,9,66,1.0,1795.6621480922686,False,0.21784200791738415,8,1.09,18266,251,0,0.0,2510.0000000000005,False,-0.13193703308431162,4,1.338,27564,95,10,1.0,2722.427635403338,False,-0.10478741550240885,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,2.388000000000001,37326,194,0,0.0,5185.77280964217,False,-0.12848470865380573,10,2.172,36530,141,0,0.0,3769.0410626780717,False,-0.16132825667323744,0.3333333333333333,178887,0.0,0.0,13,0,0,8,12,11.444444444444445,22,30,9,130.0,0.0,10,0,9,360,1.1052591470070183,49.611057638016064
26,9,0,0,0,10.000000000000002,20,10.0,25.737086299090155,1,12.0,25.928023987646764,37,22.56756756756757,43.000000000000014,20,43.0,0,0.398,26389,9,76,1.0,2046.0185587308517,False,0.21896163640009897,1,1.0920000000000003,18150,261,0,0.0,2610.0000000000005,False,-0.134871931696905,27,1.6040000000000003,26881,86,10,1.0,2472.669661598221,False,-0.12979063381513692,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,7,2.448000000000001,37003,209,0,0.0,5418.957013418174,False,-0.13299103775414625,13,2.2920000000000003,35678,163,0,0.0,4226.267909986423,False,-0.17493812865703412,0.3333333333333333,176813,0.0,0.0,10,0,0,7,13,12.75,20,27,10,113.0,18.0,8,1,10,320,1.0970810080179945,50.70813864603406
27,10,0,0,0,10.000000000000002,20,10.0,24.906686326670002,7,11.0,25.043581831158473,17,16.058823529411764,43.000000000000014,20,43.0,0,0.398,26376,8,79,1.0,2047.6282198069302,False,0.21841933964351945,0,1.0910000000000002,18040,272,0,0.0,2720.0000000000005,False,-0.13731768054073284,7,1.6470000000000005,26804,83,10,1.0,2317.6907834251947,False,-0.13457196027010618,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,2.541000000000001,36563,226,0,0.0,5659.849493841815,False,-0.13996758477598228,10,2.3790000000000004,35516,163,0,0.0,4082.103838478831,False,-0.18004864380317412,0.3333333333333333,176011,0.0,0.0,12,0,0,6,12,11.875,24,30,12,156.0,18.0,9,1,12,430,1.140973514993675,51.84911216102773
28,12,0,0,0,10.000000000000002,20,10.0,24.792271366545272,1,12.0,25.043581831158473,0,,43.000000000000014,20,43.0,0,0.398,26296,6,89,1.0,2266.512151622529,False,0.21972856971768334,1,1.1010000000000002,17904,284,0,0.0,2840.0000000000005,False,-0.1406972607612949,0,1.6400000000000003,26792,74,20,1.0,2335.4997177475198,False,-0.1346677645732488,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,11,2.641000000000001,36365,226,0,0.0,5659.849493841815,False,-0.14429035134658746,9,2.4590000000000005,35381,163,0,0.0,4082.103838478831,False,-0.18299598464676856,0.3333333333333333,175450,0.0,0.0,9,0,0,6,13,13.0,24,30,13,142.0,22.0,10,2,13,200,1.4492927119717933,53.29840487299953
29,13,0,0,0,10.000000000000002,20,10.0,24.792271366545272,0,,25.22501054354541,9,28.666666666666668,43.000000000000014,20,43.0,0,0.398,26136,12,99,1.0,2574.434865287982,False,0.21946004236232625,0,1.1000000000000003,17864,288,0,0.0,2880.0000000000005,False,-0.1415866239772323,0,1.6400000000000006,27050,64,21,1.0,2116.430588873351,False,-0.1300728762824835,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,2.730000000000001,36197,226,0,0.0,5700.852382841263,False,-0.14751056258360343,10,2.5500000000000007,34957,172,0,0.0,4338.70181348981,False,-0.18945177480689668,0.3333333333333333,174916,0.0,0.0,11,0,0,4,11,11.0,27,31,13,154.0,40.0,10,3,13,458,1.153252612974029,54.451657485973556
30,13,0,0,0,10.000000000000002,20,10.0,26.326777259565308,19,34.526315789473685,25.22501054354541,0,,43.000000000000014,20,43.0,0,0.398,26672,14,90,1.0,2509.409953360878,False,0.24184920742975977,0,1.1000000000000003,17784,296,0,0.0,2960.0000000000005,False,-0.14336535040910708,0,1.6400000000000006,26394,73,31,1.0,2703.8300667981753,False,-0.14128578399309563,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,7,2.7900000000000005,36103,226,0,0.0,5700.852382841263,False,-0.14956278509692103,13,2.6700000000000004,34707,172,0,0.0,4338.70181348981,False,-0.19490981340614563,0.3333333333333333,174372,0.0,0.0,13,0,0,7,12,12.0,24,31,12,159.0,39.0,10,3,12,856,1.0392146170488559,55.49087210302241
31,12,0,0,0,10.000000000000002,20,10.0,27.446101767893598,17,34.588235294117645,24.50152442951545,18,18.0,43.00000000000001,20,43.0,0,0.398,27110,19,83,1.0,2468.0264467351685,False,0.2604061376453034,0,1.1,17734,301,0,0.0,3010.0000000000005,False,-0.1444770544290288,0,1.6400000000000003,26130,80,23,1.0,2759.2232033103433,False,-0.1485991890794104,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,11,2.8930000000000007,35588,244,0,0.0,5978.371960801769,False,-0.1577769194742624,9,2.7470000000000008,34576,172,0,0.0,4214.262201876657,False,-0.1991282180390724,0.3333333333333333,173850,0.0,0.0,13,0,0,8,11,11.0,24,32,15,123.0,7.0,10,2,15,1112,2.015954005997628,57.50682610902004
32,15,0,0,0,10.000000000000002,20,10.0,28.473378833833173,19,34.578947368421055,23.754547522070467,21,18.0,43.00000000000001,20,43.0,0,0.398,27687,17,74,1.0,2277.0300337036547,False,0.2818176368219418,0,1.1,17614,313,0,0.0,3130.0000000000005,False,-0.14714514407684098,0,1.6400000000000003,25851,89,12,1.0,2819.185286475998,False,-0.156306129700783,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,2.982000000000001,35043,265,0,0.0,6294.9550933486735,False,-0.16621959770600084,10,2.838,34412,172,0,0.0,4085.7821737961203,False,-0.20411118926517202,0.3333333333333333,173319,0.0,0.0,15,0,0,11,11,11.0,23,34,13,183.0,24.0,12,3,13,1235,1.1356109579792246,58.642437066999264
33,13,0,0,0,10.000000000000002,20,10.0,28.980367916122596,10,35.0,23.235987889425804,14,17.142857142857142,43.00000000000001,20,43.0,0,0.398,27927,18,74,1.0,2324.547225793072,False,0.2935464964824145,0,1.1,17524,322,0,0.0,3220.0000000000005,False,-0.14914621131270012,2,1.6600000000000001,25663,89,10,1.0,2811.612623429169,False,-0.16224176559949915,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,13,3.1020000000000008,34552,279,0,0.0,6482.8406211497995,False,-0.17488821258896828,7,2.898000000000001,34320,172,0,0.0,3996.5899169812383,False,-0.20709337703059522,0.3333333333333333,172698,0.0,0.0,12,0,0,6,11,10.25,19,25,13,102.0,15.0,8,5,13,646,0.9723643729812466,59.61480143998051
34,13,0,0,0,10.000000000000002,20,10.0,29.665293865480777,16,34.625,26.546296757713478,15,62.0,43.0,20,43.0,0,0.398,28351,21,68,1.0,2227.2399828526927,False,0.3102374595974006,0,1.1,17454,329,0,0.0,3290.0000000000005,False,-0.15070259694059054,5,1.7080000000000004,25844,95,10,1.0,3083.6658847978088,False,-0.15243004108820818,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,3.1790000000000007,34411,279,0,0.0,7406.41679540206,False,-0.1678847175421135,11,3.001000000000001,33197,187,0,0.0,4964.157493692421,False,-0.22104884405627875,0.3333333333333333,171969,0.0,0.0,11,0,0,6,12,11.333333333333332,21,27,13,113.0,14.0,8,5,13,754,1.1265713080065325,60.74137274798704
35,13,0,0,0,10.0,20,10.0,30.122700889601493,14,34.0,32.009173955873415,43,52.093023255813954,43.0,20,43.0,0,0.398,28727,21,64,1.0,2137.8528569344953,False,0.3249700475127733,0,1.1000000000000003,17354,339,0,0.0,3390.0,False,-0.15292600498043402,33,2.0330000000000004,25961,99,10,1.0,3302.239127629282,False,-0.14542664839173527,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,3.270000000000001,33329,298,0,0.0,9538.733838850278,False,-0.16823057114170942,10,3.0900000000000007,31712,211,0,0.0,6753.93570468929,False,-0.2339322362163863,0.3333333333333333,169795,0.0,0.0,14,0,0,8,13,12.6,22,30,11,109.0,27.0,9,4,11,876,1.1428519320324995,61.88422468001954
36,11,0,0,0,10.0,20,10.0,30.392790938623897,7,35.0,34.979357809125744,26,55.65384615384615,43.0,20,43.0,0,0.398,28892,19,67,1.0,2226.316992887801,False,0.33427421275542063,0,1.1000000000000003,17234,351,0,0.0,3510.0,False,-0.15559409462824617,16,2.1600000000000006,26509,96,10,1.0,3267.5015081991514,False,-0.12900403100802899,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,3.340000000000001,32444,313,0,0.0,10948.538994256358,False,-0.1721624858717976,12,3.2000000000000006,30809,222,0,0.0,7765.417433625916,False,-0.24260525899893112,0.3333333333333333,168600,0.0,0.0,12,0,0,5,13,12.09090909090909,23,28,12,121.0,24.0,8,3,12,445,0.9765452180290595,62.8607698980486
37,12,0,0,0,10.0,20,10.0,30.23252711065648,1,12.0,34.979357809125744,0,,42.99999999999999,20,43.0,0,0.398,28812,17,77,1.0,2497.904587520549,False,0.33675526030595315,1,1.1100000000000003,17098,363,0,0.0,3630.0,False,-0.15897367484880826,0,2.1440000000000006,26497,87,20,1.0,3329.8170148096287,False,-0.12841111363297908,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,3.432000000000001,32281,313,0,0.0,10948.538994256358,False,-0.17572112703850795,10,3.2880000000000007,30649,222,0,0.0,7765.417433625916,False,-0.24609840370245048,0.3333333333333333,168049,0.0,0.0,11,0,0,5,10,10.0,25,30,13,122.0,10.0,9,3,13,200,1.1592147839837708,64.01998468203237
38,13,0,0,0,10.0,20,10.0,30.56508088602818,10,34.0,36.740037653821766,23,51.0,42.99999999999999,20,43.0,0,0.398,29052,17,77,1.0,2523.51122822417,False,0.3479969590053399,0,1.1090000000000004,16998,373,0,0.0,3730.0,False,-0.16119708288865173,3,2.1740000000000004,27213,87,10,1.0,3026.5624136226693,False,-0.11094422311871083,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,3.5020000000000007,30992,336,0,0.0,12344.652651684113,False,-0.18862268959387704,12,3.398000000000001,30433,222,0,0.0,8156.288359148432,False,-0.24654737185454953,0.3333333333333333,167400,0.0,0.0,11,0,0,6,11,10.130434782608695,24,30,10,130.0,39.0,10,3,10,540,1.1304978349944577,65.15048251702683
39,10,0,0,0,10.0,20,10.0,30.56508088602818,0,,36.740037653821766,0,,43.0,20,43.0,0,0.398,28922,20,87,1.0,2859.1620370844516,False,0.3496789851717461,0,1.1090000000000002,16928,380,0,0.0,3800.0,False,-0.16275346851654215,0,2.1710000000000003,27213,77,20,1.0,3088.311981300605,False,-0.1099886728776484,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,14,3.634000000000001,30700,336,0,0.0,12344.652651684113,False,-0.19499767867779985,6,3.446000000000001,30357,222,0,0.0,8156.288359148432,False,-0.2482066155887212,0.3333333333333333,166832,0.0,0.0,10,0,0,4,10,10.0,23,27,14,98.0,39.0,7,3,14,200,1.0906603129697032,66.24114282999653
40,14,0,0,0,9.999999999999998,20,10.0,30.56508088602818,0,,36.740037653821766,0,,42.99999999999999,20,43.0,0,0.398,28812,21,97,1.0,3174.8128459447335,False,0.35180569294612085,0,1.1090000000000002,16838,389,0,0.0,3889.999999999999,False,-0.1647545357524013,0,2.1710000000000007,27213,67,30,1.0,3150.061548978541,False,-0.10903312263658597,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,15,3.770000000000001,30383,336,0,0.0,12344.652651684113,False,-0.20191847162164756,5,3.4900000000000007,30298,222,0,0.0,8156.288359148432,False,-0.24949471269814397,0.3333333333333333,166256,0.0,0.0,11,0,0,8,10,10.0,22,30,8,147.0,9.0,11,3,8,200,1.3847590180230327,67.62590184801957
41,8,0,0,0,9.999999999999998,20,10.0,30.849996187033298,7,35.0,36.23652118783979,12,28.333333333333332,42.99999999999999,20,43.0,0,0.398,28927,24,100,1.0,3324.99961870333,False,0.360258796218057,0,1.1090000000000002,16768,396,0,0.0,3959.999999999999,False,-0.16631092138029172,0,2.1710000000000007,27308,64,28,1.0,2989.0223492296454,False,-0.10858496565829527,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,9,3.845000000000001,29906,348,0,0.0,12610.309373368247,False,-0.2094324799868107,11,3.5950000000000006,30114,222,0,0.0,8044.507703700434,False,-0.2547320353713602,0.3333333333333333,165735,0.0,0.0,13,0,0,3,10,10.0,23,26,9,80.0,24.0,5,3,9,785,0.6905702449730597,68.31647209299263
42,9,0,0,0,9.999999999999998,20,10.0,31.234027522073845,10,35.0,36.61694452872306,12,42.333333333333336,42.99999999999999,20,43.0,0,0.398,29167,25,100,1.0,3373.4027522073843,False,0.37200735397117085,0,1.1090000000000002,16678,405,0,0.0,4049.999999999999,False,-0.16831198861615085,0,2.1710000000000007,27466,64,26,1.0,2951.0183191595256,False,-0.10428308750642927,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,3.9360000000000013,29755,348,0,0.0,12742.696695995624,False,-0.21128398506685422,10,3.6840000000000006,29443,234,0,0.0,8568.365019721195,False,-0.2636629440690639,0.3333333333333333,165221,0.0,0.0,15,0,0,5,9,9.0,13,18,13,89.0,21.0,7,2,13,1058,0.8225468829623424,69.13901897595497
43,13,0,0,0,9.999999999999998,20,10.0,31.907319555644904,16,36.0,37.8708554156067,8,65.0,42.99999999999999,20,43.0,0,0.398,29633,26,94,1.0,3259.288038230621,False,0.3901922811773083,0,1.1090000000000002,16588,414,0,0.0,4139.999999999999,False,-0.17031305585200995,0,2.1710000000000003,27410,70,28,1.0,3293.896320532131,False,-0.10071034136157757,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.046000000000001,29541,348,0,0.0,13179.05768463113,False,-0.2111927158694532,8,3.7540000000000004,28812,242,0,0.0,9164.74701057682,False,-0.27092888164159445,0.3333333333333333,164696,0.0,0.0,13,0,0,5,9,9.0,15,20,13,142.0,14.0,10,3,13,1296,0.9799197749816813,70.11893875093665
44,13,0,0,0,9.999999999999998,20,10.0,32.26380557108882,48,33.020833333333336,37.90421470172441,15,38.266666666666666,43.0,20,43.0,0,0.398,31136,23,57,1.0,2069.0369175520623,False,0.430563787743509,1,1.1190000000000002,16442,427,0,0.0,4269.999999999999,False,-0.17391497687655638,0,2.1710000000000007,26399,108,23,1.0,4356.287939817254,False,-0.11555990313179333,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,4.134000000000001,29315,352,0,0.0,13342.283575006993,False,-0.2143449963430378,10,3.8460000000000005,28138,253,0,0.0,9589.766319536277,False,-0.28100421011771587,0.3333333333333333,164142,0.0,0.0,17,0,0,6,11,11.0,14,20,12,137.0,27.0,9,4,12,2347,0.9700786189641804,71.08901736990083
45,12,0,0,0,10.0,20,10.0,32.26380557108882,0,,38.365594093913884,3,63.0,43.0,20,43.0,0,0.398,31076,19,67,1.0,2351.6749732629505,False,0.4341798953500301,0,1.1180000000000003,16302,441,0,0.0,4410.0,False,-0.17702774813233724,0,2.1710000000000007,26588,98,30,1.0,4312.82076878412,False,-0.11038313935216923,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,4.224000000000001,29151,352,0,0.0,13504.689121057687,False,-0.21615263818599154,10,3.9360000000000004,27786,256,0,0.0,9821.592088041954,False,-0.28615850047984936,0.3333333333333333,163615,0.0,0.0,11,0,0,4,10,10.0,4,8,14,120.0,27.0,8,4,14,389,0.8839544599759392,71.97297182987677
46,14,0,0,0,10.0,20,10.0,32.41694492448697,8,35.0,35.81620851379825,25,20.84,42.99999999999999,20,43.0,0,0.398,31256,19,69,1.0,2426.769199789601,False,0.4438538153635184,0,1.118,16202,451,0,0.0,4510.0,False,-0.1792511561721807,0,2.1710000000000007,26829,96,15,1.0,3649.2698404577227,False,-0.1131925684680492,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,6,4.274000000000001,28780,370,0,0.0,13251.997150105353,False,-0.2270107725296333,14,4.066000000000001,27268,263,0,0.0,9419.66283912894,False,-0.30185504716696204,0.3333333333333333,163047,0.0,0.0,15,0,0,9,12,12.0,1,10,9,116.0,27.0,10,4,9,1001,1.1848063379875384,73.15777816786431
47,9,0,0,0,10.0,20,10.0,32.399852745769266,8,32.125,38.070173228548356,48,45.333333333333336,42.99999999999999,20,43.0,0,0.398,31411,18,72,1.0,2512.7893976953874,False,0.4526589602831596,1,1.1280000000000003,16076,462,0,0.0,4620.0,False,-0.18240839558875846,33,2.501000000000001,26894,94,10,1.0,3426.2878903877945,False,-0.11463142752641835,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.388000000000001,27333,402,0,0.0,15304.20963787644,False,-0.23619978999785565,8,4.1320000000000014,26188,279,0,0.0,10621.57833076499,False,-0.31231357162294787,0.3333333333333333,160614,0.0,0.0,11,0,0,5,16,15.375,0,5,13,68.0,12.0,5,4,13,695,0.9577272650203668,74.11550543288467
48,13,0,0,0,10.0,20,10.0,32.399852745769266,0,,39.056286175939206,20,48.05,42.99999999999999,20,43.0,0,0.398,31331,16,82,1.0,2816.78792515308,False,0.45586063511991026,0,1.1270000000000004,15956,474,0,0.0,4740.0,False,-0.1850764852365706,10,2.568000000000001,27423,84,10,1.0,3112.1504924040105,False,-0.10312044671467901,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.496000000000001,26660,411,0,0.0,16052.133618311014,False,-0.24272843399800223,8,4.204000000000001,25557,290,0,0.0,11326.322991022369,False,-0.31839661393085356,0.3333333333333333,159639,0.0,0.0,14,0,0,7,13,12.8,1,8,11,124.0,15.0,8,5,11,645,1.0353526239632629,75.15085805684794
49,11,0,0,0,10.0,20,10.0,32.30062949405211,4,29.25,39.056286175939206,0,,43.0,20,43.0,0,0.398,31296,20,89,1.0,3074.756024970638,False,0.4600399329635949,1,1.1370000000000002,15880,480,0,0.0,4800.0,False,-0.1871220206332266,0,2.5580000000000007,27306,78,20,1.0,3300.5748240548487,False,-0.10382571223337488,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.604000000000001,26435,411,0,0.0,16052.133618311014,False,-0.24764066873732632,8,4.276000000000002,25438,290,0,0.0,11326.322991022369,False,-0.3209946403040961,0.3333333333333333,159067,0.0,0.0,10,0,0,7,12,12.0,1,8,14,87.0,24.0,8,3,14,305,0.9039872050052509,76.05484526185319
50,14,0,0,0,10.0,20,10.0,32.12453468616886,1,12.0,40.92144901757666,48,48.0,42.99999999999999,20,43.0,0,0.398,31206,19,99,1.0,3370.328933930717,False,0.4626095903132943,1,1.1460000000000004,15754,491,0,0.0,4910.0,False,-0.19027926004980433,28,2.838,28506,69,10,1.0,2625.8073835214177,False,-0.07712841782177252,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.7120000000000015,23905,459,0,0.0,18782.94509906769,False,-0.2730662704232416,8,4.348000000000001,25326,290,0,0.0,11867.220215097232,False,-0.31753536574210517,0.3333333333333333,157409,0.0,0.0,10,0,0,7,13,12.583333333333334,3,10,12,126.0,42.0,10,4,12,200,1.0348309580003843,77.08967621985357
51,12,0,0,0,10.000000000000002,20,10.0,32.12453468616886,0,,41.5307803786154,9,55.55555555555556,43.0,20,43.0,0,0.398,31096,20,109,1.0,3701.5742807924053,False,0.4650830282993688,0,1.1450000000000002,15664,500,0,0.0,5000.000000000001,False,-0.19228032728566347,0,2.8100000000000005,29006,59,11,1.0,2352.1861306487317,False,-0.06588799277879463,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,12,4.820000000000001,23481,463,0,0.0,19228.75131529893,False,-0.2774566488156173,8,4.420000000000001,24908,295,0,0.0,12251.580211691542,False,-0.32246550288521153,0.3333333333333333,156867,0.0,0.0,11,0,0,4,11,11.0,3,7,15,117.0,45.0,7,5,15,700,0.8957168099586852,77.98539302981226
52,15,0,0,0,10.000000000000002,20,10.0,32.84714818627705,26,35.73076923076923,41.5307803786154,0,,43.00000000000001,20,43.0,0,0.398,31925,20,93,1.0,3254.784781323766,False,0.4920131799476112,0,1.1450000000000002,15564,510,0,0.0,5100.000000000001,False,-0.19450373532550694,0,2.8100000000000005,28077,75,21,1.0,3335.682501921702,False,-0.07942059202869457,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,4.888000000000001,23369,463,0,0.0,19228.75131529893,False,-0.2799018501080809,12,4.532000000000001,24688,295,0,0.0,12251.580211691542,False,-0.3272685768525506,0.3333333333333333,156335,0.0,0.0,13,0,0,7,10,10.0,5,12,12,170.0,25.0,12,3,12,1129,1.1952169489813969,79.18060997879365
53,12,0,0,0,10.000000000000002,20,10.0,32.84714818627705,0,,40.52233114691111,8,16.0,43.00000000000001,20,43.0,0,0.398,31815,21,103,1.0,3593.2562631865367,False,0.49464728440027,0,1.1450000000000002,15474,519,0,0.0,5190.000000000001,False,-0.19650480256136607,0,2.8100000000000005,28205,65,23,1.0,3067.078248486964,False,-0.07961563788668002,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,10,4.980000000000001,23092,471,0,0.0,19086.01797019513,False,-0.28750744509000165,10,4.620000000000001,24523,295,0,0.0,11954.087688338777,False,-0.3341183336789497,0.3333333333333333,155821,0.0,0.0,10,0,0,6,8,8.0,3,9,15,108.0,39.0,9,3,15,328,1.1826409279601648,80.36325090675382
54,15,0,0,0,10.000000000000002,20,10.0,32.85248060693685,11,32.90909090909091,39.491339329403544,8,16.0,43.000000000000014,20,43.0,0,0.398,32055,22,103,1.0,3603.805502514496,False,0.5055541956268788,1,1.1550000000000002,15368,528,0,0.0,5280.000000000001,False,-0.1992173603699751,0,2.8100000000000005,27971,66,25,1.0,3155.5472032929206,False,-0.08548873134082947,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,8,5.050000000000001,22852,479,0,0.0,18916.351538784296,False,-0.294599254008555,12,4.730000000000001,24304,295,0,0.0,11649.945102174046,False,-0.3422196194418168,0.3333333333333333,155262,0.0,0.0,11,0,0,6,10,10.0,3,9,12,116.0,35.0,9,6,12,678,1.208003968000412,81.57125487475423
55,12,0,0,0,10.000000000000002,20,10.0,33.23690793599747,16,36.0,39.491339329403544,0,,43.000000000000014,20,43.0,0,0.398,32551,20,97,1.0,3423.980069791755,False,0.5236121502532851,0,1.1540000000000004,15248,540,0,0.0,5400.000000000001,False,-0.20188545001778727,0,2.8100000000000005,27395,72,35,1.0,3775.254247920942,False,-0.09372575519295373,0,0.2,32712,0,0,0.0,0.0,False,0.012410634149360899,11,5.152,22657,479,0,0.0,18916.351538784296,False,-0.2988565241159692,9,4.808000000000002,24168,295,0,0.0,11649.945102174046,False,-0.34518879243980827,0.3333333333333333,154731,0.0,0.0,9,0,0,4,10,10.0,4,8,12,109.0,27.0,8,4,12,776,0.9454518469865434,82.51670672174077
