index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,23,0,0,0,10.000000000000002,20,10.0,14.56849520907509,7,9.0,19.831585467997485,7,13.0,33.99999999999999,20,34.0,0,0.2,19603,5,57,1.0,880.4042269172801,False,0.021309661832287354,0,0.7850000000000001,17057,114,0,0.0,1140.0000000000002,False,-0.10180891719745223,0,0.2,25561,11,29,1.0,735.369425871753,False,-0.007552449171864207,0,0.2,26508,0,4,0.0,79.32634187198994,False,0.016139599285615615,11,0.8230000000000002,36729,0,0,0.0,0.0,False,-0.018203688853247794,9,0.9740000000000002,35243,58,0,0.0,1150.231957143854,False,-0.042552366250416244,0.3333333333333333,160701,0.0,0.0,12,0,0,14,8,8.0,17,31,22,192.0,88.0,13,10,22,354,1.9823313169181347,17.245414946228266
11,22,0,0,0,10.000000000000002,20,10.0,16.251706572246995,21,22.80952380952381,22.10122754905533,11,37.0,33.99999999999999,20,34.0,0,0.2,19974,1,52,1.0,855.0887417568438,False,0.03956913991737184,6,0.8450000000000002,16827,128,0,0.0,1280.0000000000002,False,-0.10996178343949045,0,0.2,25601,18,28,1.0,911.3650896739953,False,-0.002653198161333676,0,0.2,26396,0,8,0.4,176.80982039244265,False,0.013718323133898138,11,0.9220000000000002,36576,0,0,0.0,0.0,False,-0.022293504410585405,9,1.0550000000000002,34731,69,0,0.0,1524.9847008848178,False,-0.05122982222821685,0.39999999999999997,160105,0.0,0.0,12,0,0,12,10,10.0,16,28,25,186.0,71.0,13,9,25,1038,1.1845747642219067,18.429989710450172
12,25,0,0,0,10.000000000000002,20,10.0,17.73678996589579,13,28.307692307692307,20.079184142688568,18,11.666666666666666,34.0,20,34.0,0,0.2,20212,4,49,1.0,909.1027083288938,False,0.05307268046697818,0,0.839,16757,135,0,0.0,1350.0000000000002,False,-0.1117452229299363,0,0.2,25443,21,20,1.0,774.0562721375829,False,-0.011328632930077649,0,0.2,26396,0,8,0.0,160.63347314150855,False,0.013408739821279794,11,1.0210000000000004,36291,2,10,1.0,380.15836828537715,False,-0.024830815713908293,9,1.1360000000000001,34545,75,0,0.0,1505.9388107016425,False,-0.056456311003720366,0.5,159644,0.0,0.0,13,0,0,14,8,8.0,18,32,28,177.0,62.0,14,11,28,778,1.2205731822177768,19.65056289266795
13,28,0,0,0,10.000000000000002,20,10.0,19.143048712103788,17,27.0,17.68647818265642,35,11.971428571428572,34.0,20,34.0,0,0.2,20581,3,42,1.0,834.0080459083591,False,0.0699619884307863,0,0.8390000000000002,16647,146,0,0.0,1460.0000000000002,False,-0.11454777070063694,15,0.35000000000000003,24904,28,10,1.0,712.8701457654702,False,-0.03313040370195461,0,0.2,26396,0,8,0.0,141.49182546125135,False,0.013042406519582972,0,1.0100000000000002,36631,0,2,0.2,68.0,False,-0.01991446137396418,10,1.227,33996,110,0,0.0,1945.5126000922062,False,-0.06525644747270512,0.3666666666666667,159155,0.0,0.0,16,0,0,13,7,6.777777777777778,17,30,25,192.0,102.0,14,14,25,1215,1.305661341175437,20.956224233843386
14,25,0,0,0,10.000000000000002,20,10.0,19.49567641321272,9,23.444444444444443,17.76227476604322,13,18.384615384615383,34.0,20,34.0,0,0.2,20674,4,45,1.0,917.3054385945725,False,0.07682306849922478,2,0.8590000000000002,16519,155,0,0.0,1550.0000000000002,False,-0.11877707006369427,0,0.3350000000000001,24792,27,11,1.0,721.7682855832188,False,-0.03724702814087083,0,0.2,26536,0,4,0.0,71.04909906417288,False,0.01705291853066237,11,1.1200000000000003,36409,0,4,0.4,136.0,False,-0.024939855653568564,7,1.2870000000000001,33825,119,0,0.0,2113.710697159143,False,-0.0675793812194715,0.39999999999999997,158755,0.0,0.0,13,0,0,5,9,8.666666666666666,22,27,22,147.0,90.0,9,16,22,642,1.2376149538904428,22.19383918773383
15,22,0,0,0,10.000000000000002,20,10.0,20.416682485340214,12,28.0,17.76227476604322,0,,33.99999999999999,20,34.0,0,0.2,20870,8,43,1.0,957.9173468696292,False,0.0878450279457231,0,0.8570000000000002,16459,161,0,0.0,1610.0000000000002,False,-0.12030573248407643,0,0.3350000000000001,24456,29,21,1.0,965.0915621617738,False,-0.04545105331543721,0,0.2,26536,0,4,0.0,71.04909906417288,False,0.01705291853066237,7,1.1790000000000003,36471,0,0,0.0,0.0,False,-0.025100240577385725,9,1.37,33715,119,0,0.0,2113.710697159143,False,-0.07051977148945279,0.3333333333333333,158507,0.0,0.0,13,0,0,13,7,7.0,16,29,22,184.0,70.0,13,9,22,672,1.1354895094409585,23.329328697174788
16,22,0,0,0,10.000000000000002,20,10.0,20.416682485340214,0,,16.72370326788778,22,11.636363636363637,33.99999999999999,20,34.0,0,0.2,20780,7,53,1.0,1152.0841717230314,False,0.0882059661585485,0,0.857,16349,172,0,0.0,1720.0000000000002,False,-0.12310828025477707,1,0.34500000000000003,24683,19,10,1.0,555.1539999003419,False,-0.0446077853498365,0,0.2,26536,0,4,0.0,66.89481307155113,False,0.016973413708021717,10,1.2720000000000002,36350,0,0,0.0,0.0,False,-0.028334669874365143,10,1.461,33330,141,0,0.0,2358.0421607721773,False,-0.07754554716957791,0.3333333333333333,158028,0.0,0.0,11,0,0,6,8,7.142857142857142,25,31,18,181.0,57.0,13,9,18,365,0.9316880293190479,24.261016726493835
17,18,0,0,0,10.000000000000002,20,10.0,21.170053564518728,11,28.0,16.484982035248425,8,13.0,33.99999999999999,20,34.0,0,0.2,20968,9,52,1.0,1190.8427853549738,False,0.09877306459503116,0,0.8570000000000002,16269,180,0,0.0,1800.0000000000002,False,-0.1251464968152866,0,0.3440000000000001,24479,20,12,1.0,621.2208557133556,False,-0.05115170987305067,0,0.2,26536,0,4,0.0,65.9399281409937,False,0.016955139097852585,9,1.352,36138,0,8,0.8,271.99999999999994,False,-0.03036621224271585,11,1.5610000000000002,33190,141,0,0.0,2324.382466970028,False,-0.0817377376774923,0.4666666666666666,157580,0.0,0.0,13,0,0,6,8,8.0,20,26,19,139.0,57.0,9,9,19,612,0.966499169357121,25.227515895850956
18,19,0,0,0,10.000000000000002,20,10.0,22.134571277334185,14,29.0,16.050410080051094,16,13.0,33.99999999999999,20,34.0,0,0.2,21264,10,48,1.0,1162.4594213120408,False,0.11313272410986099,0,0.8570000000000002,16179,189,0,0.0,1890.0000000000002,False,-0.12743949044585987,4,0.384,24165,24,10,1.0,691.7338114565314,False,-0.06182090998513878,0,0.2,26536,0,4,0.0,64.20164032020438,False,0.016921871704819087,2,1.3630000000000002,36395,0,0,0.0,0.0,False,-0.027131782945736434,10,1.6500000000000001,32855,157,0,0.0,2519.9143825680217,False,-0.08807919830836645,0.3333333333333333,157394,0.0,0.0,13,0,0,8,7,6.166666666666666,22,30,15,150.0,39.0,11,8,15,974,0.9612355707213283,26.188751466572285
19,15,0,0,0,10.000000000000002,20,10.0,22.99558834401646,16,28.5,15.882313355721202,5,12.0,33.99999999999999,20,34.0,0,0.2,21640,8,42,1.0,1045.8147104486914,False,0.12932012001143164,0,0.8570000000000002,16059,201,0,0.0,2010.0000000000005,False,-0.1304968152866242,0,0.38000000000000006,23769,30,15,1.0,928.1023506563118,False,-0.07245459789756728,0,0.2,26536,0,4,0.0,63.52925342288481,False,0.016909003548627545,11,1.471,36192,0,5,0.5,169.99999999999997,False,-0.03028601978080727,9,1.7300000000000002,32750,157,0,0.0,2493.5231968482285,False,-0.09123866350109294,0.4166666666666667,156946,0.0,0.0,13,0,0,1,6,6.0,20,21,13,70.0,42.0,5,10,13,716,0.7138636708259583,26.902615137398243
20,13,0,0,0,10.000000000000002,20,10.0,22.086510797812483,9,11.333333333333334,15.707522822339218,7,13.0,33.99999999999999,20,34.0,0,0.2,21597,12,48,1.0,1180.1525182949993,False,0.13055165651707004,5,0.9070000000000003,15889,207,0,0.0,2070.0000000000005,False,-0.13763057324840763,0,0.38000000000000006,23758,29,18,1.0,923.244223938668,False,-0.07296860935583967,0,0.2,26536,0,4,0.0,62.83009128935687,False,0.016895622967338163,8,1.5400000000000003,36270,0,0,0.0,0.0,False,-0.030473135525260625,7,1.7910000000000001,32590,164,0,0.0,2576.0337428636317,False,-0.09441280749981787,0.3333333333333333,156640,0.0,0.0,14,0,0,4,7,6.25,18,22,18,60.0,39.0,5,8,18,456,0.6719891214743257,27.57460425887257
21,18,0,0,0,10.000000000000002,20,10.0,19.961272900553894,30,12.6,15.671739934876898,10,15.3,33.99999999999999,20,34.0,0,0.2,21842,12,46,1.0,1038.218553425479,False,0.13941958097899318,18,1.0820000000000003,15363,217,0,0.0,2170.0000000000005,False,-0.16188535031847134,0,0.38000000000000006,23533,49,18,1.0,1260.193690954925,False,-0.07513217310428451,0,0.2,26536,0,4,0.0,62.68695973950759,False,0.016892883712384316,11,1.6420000000000003,36125,0,0,0.0,0.0,False,-0.03434910451750869,9,1.874,32326,174,0,0.0,2726.8827486685805,False,-0.09945358528911284,0.3333333333333333,155725,0.0,0.0,14,0,0,6,11,11.0,22,28,17,125.0,54.0,10,8,17,698,0.9322527041658759,28.506856963038445
22,17,0,0,0,10.000000000000002,20,10.0,19.48067049011886,4,5.0,16.956211058842925,15,25.733333333333334,33.99999999999999,9,34.0,0,0.2,21752,11,56,1.0,1200.9175474466563,False,0.13897879101774915,4,1.1040000000000003,15181,228,0,0.0,2280.0000000000005,False,-0.16835668789808916,0,0.38000000000000006,23899,43,13,1.0,1058.0995748400692,False,-0.06499082188547678,0,0.2,26536,0,4,0.0,67.8248442353717,False,0.016991212666220862,0,1.6310000000000004,36089,0,1,0.1,33.99999999999999,False,-0.034856990109596364,9,1.9550000000000003,31865,188,0,0.0,3187.76767906247,False,-0.10561657739825624,0.35000000000000003,155322,0.0,0.0,11,0,0,5,5,5.0,19,24,20,114.0,71.0,8,9,20,586,0.8903430141508579,29.397199977189302
23,20,0,0,0,10.000000000000002,20,10.0,19.48067049011886,0,,16.74379510295745,6,13.0,33.99999999999999,13,34.0,0,0.2,21672,9,66,1.0,1375.7242523478449,False,0.1393560319069514,0,1.1,15061,240,0,0.0,2400.0000000000005,False,-0.1714140127388535,0,0.38000000000000006,23977,33,17,1.0,927.506642924199,False,-0.0645045808213236,0,0.2,26536,0,4,0.0,66.9751804118298,False,0.016974951780062537,0,1.6310000000000002,36089,0,1,0.0,33.99999999999999,False,-0.034856990109596364,13,2.0760000000000005,31580,194,0,0.0,3248.296249973745,False,-0.11242587209337412,0.3333333333333333,154915,0.0,0.0,11,0,0,11,6,6.0,17,28,17,187.0,63.0,14,6,17,278,1.0966311460360885,30.49383112322539
24,17,0,0,0,10.000000000000002,20,10.0,20.114928299110712,8,29.0,19.672633483390655,17,37.0,33.99999999999999,8,34.0,0,0.2,21814,8,68,1.0,1447.8151243395284,False,0.14842841081119812,0,1.1,14951,251,0,0.0,2510.0000000000005,False,-0.17421656050955414,0,0.38000000000000006,24374,31,10,1.0,820.2891121063386,False,-0.05136092183827726,0,0.2,26536,0,4,0.0,78.69053393356262,False,0.017199160490192995,0,1.6310000000000002,35460,7,11,1.0,511.7084343837345,False,-0.045285907051807885,8,2.1430000000000007,31494,194,0,0.0,3816.490895777787,False,-0.10713056808637021,0.5,154629,0.0,0.0,10,0,0,9,3,3.0,20,29,15,183.0,42.0,13,4,15,1061,0.9585322793573141,31.452363402582705
25,15,0,0,0,10.000000000000002,20,10.0,21.51761574521474,24,27.833333333333332,20.57809809558615,28,24.0,34.0,10,34.0,0,0.2,22411,5,55,1.0,1233.4688659868107,False,0.17338774180858119,1,1.11,14799,264,0,0.0,2640.0000000000005,False,-0.17864968152866242,18,0.56,23856,45,10,1.0,1174.0736894905249,False,-0.06441717657715441,0,0.2,26536,0,4,0.0,82.3123923823446,False,0.01726847570202756,0,1.6310000000000004,34788,25,21,1.0,1228.452452389654,False,-0.05366944062563948,10,2.2350000000000008,31364,194,0,0.0,3992.151030543713,False,-0.10825780499139653,0.5,153754,0.0,0.0,11,0,0,4,7,6.642857142857142,23,27,14,117.0,46.0,9,6,14,867,0.9566085338592529,32.40897193644196
26,14,0,0,0,10.000000000000002,20,10.0,22.244037450874494,15,28.0,20.57809809558615,0,,34.0,13,34.0,0,0.2,22711,7,50,1.0,1182.2018725437247,False,0.18736820057436238,0,1.1090000000000002,14719,272,0,0.0,2720.0000000000005,False,-0.18068789808917196,0,0.542,23436,50,20,1.0,1523.7638344554475,False,-0.07380073806829499,0,0.2,26536,0,4,0.0,82.3123923823446,False,0.01726847570202756,0,1.6310000000000002,34788,15,31,1.0,1362.6714714337922,False,-0.0518755483636222,13,2.3550000000000004,31167,194,0,0.0,3992.151030543713,False,-0.11352377665672665,0.5,153357,0.0,0.0,13,0,0,7,6,6.0,20,27,18,136.0,39.0,11,3,18,620,0.9988997038453817,33.40787164028734
27,18,0,0,0,10.000000000000002,20,10.0,22.97201503262269,25,26.48,19.83979652076182,13,13.0,34.0,8,34.0,0,0.2,23231,11,37,1.0,959.9645562070395,False,0.20820291862947862,2,1.1290000000000002,14615,278,0,0.0,2780.0000000000005,False,-0.18445859872611464,0,0.542,22943,65,17,1.0,1830.4575179734256,False,-0.08680131826583817,0,0.2,26536,0,4,0.0,79.35918608304728,False,0.017211957170692974,0,1.6310000000000002,34723,10,41,1.0,1592.3979652076182,False,-0.05054266285474976,8,2.4220000000000006,30969,202,0,0.0,4007.6388971938873,False,-0.11860947744996142,0.5,153017,0.0,0.0,14,0,0,11,5,5.0,22,33,17,174.0,39.0,15,3,17,1029,1.0023452276363969,34.41021686792374
28,17,0,0,0,10.000000000000002,20,10.0,22.97201503262269,0,,19.973250997169586,1,36.0,34.0,10,34.0,0,0.2,23141,10,47,1.0,1179.6847065332663,False,0.20921489698173934,0,1.127,14505,289,0,0.0,2890.0000000000005,False,-0.18726114649681527,0,0.542,22979,55,26,1.0,1782.7653527206571,False,-0.08633611435503605,0,0.2,26536,0,4,0.0,79.89300398867834,False,0.017222173390275517,0,1.6310000000000004,34723,0,51,1.0,1734.0,False,-0.048650093557872226,10,2.5140000000000002,30803,203,0,0.0,4054.569952425426,False,-0.1224195408657387,0.5,152687,0.0,0.0,9,0,0,11,5,5.0,17,28,20,142.0,45.0,12,5,20,236,0.9486125111579895,35.358829379081726
29,20,0,0,0,10.000000000000002,20,10.0,23.361717583925685,11,28.0,19.36645245336162,14,14.642857142857142,34.0,13,34.0,0,0.2,23399,5,46,1.0,1124.6390088605815,False,0.2209589556397601,0,1.1270000000000002,14355,304,0,0.0,3040.0000000000005,False,-0.1910828025477707,0,0.542,22876,56,22,1.0,1734.318138673794,False,-0.09120573109787583,0,0.2,26536,0,4,0.0,77.46580981344648,False,0.01717572169129308,0,1.6310000000000002,34622,0,57,0.6,1938.0,False,-0.04862336273723603,13,2.6340000000000003,30501,211,0,0.0,4086.321467659302,False,-0.1300678766685471,0.43333333333333335,152289,0.0,0.0,13,0,0,6,6,6.0,20,26,18,123.0,77.0,8,12,18,713,1.67651052121073,37.035339900292456
30,18,0,0,0,10.000000000000002,20,10.0,23.49511581182167,8,25.625,20.84550686443838,24,27.666666666666668,34.0,15,34.0,0,0.2,23512,4,49,1.0,1191.2606747792618,False,0.22841428470775185,1,1.1370000000000002,14224,315,0,0.0,3150.0000000000005,False,-0.19495541401273886,2,0.562,23277,54,10,1.0,1477.191322482754,False,-0.08077793534251797,0,0.2,26536,0,4,0.0,83.38202745775352,False,0.017288946403156855,0,1.6310000000000004,34622,0,57,0.0,1938.0,False,-0.04862336273723603,15,2.771000000000001,29580,235,0,0.0,4898.694113143019,False,-0.14382926873639373,0.3333333333333333,151751,0.0,0.0,11,0,0,7,8,7.25,21,28,15,137.0,66.0,11,7,15,963,1.0151515807956457,38.0504914810881
31,15,0,0,0,10.000000000000002,20,10.0,23.49511581182167,0,,22.523753930770425,24,31.0,34.0,12,34.0,0,0.2,23412,4,59,1.0,1426.2118328974784,False,0.22930476007382103,0,1.1360000000000001,14124,325,0,0.0,3250.0000000000005,False,-0.1975031847133758,14,0.7000000000000002,23561,44,10,1.0,1259.0226350278579,False,-0.07408285548825191,0,0.2,26536,0,4,0.0,90.0950157230817,False,0.017417419729830123,0,1.6310000000000002,33878,14,67,1.0,2593.332555030786,False,-0.059752304797770744,12,2.876000000000001,29403,235,0,0.0,5293.08217373105,False,-0.1432894657346826,0.5,150914,0.0,0.0,10,0,0,11,7,6.444444444444445,14,25,18,102.0,31.0,9,6,18,200,1.039803828112781,39.09029530920088
32,18,0,0,0,10.000000000000002,20,10.0,23.62706646296319,3,29.0,24.0141618205961,15,37.0,34.00000000000001,11,34.0,0,0.2,23409,3,66,1.0,1589.3863865555704,False,0.2333092073007788,0,1.1360000000000001,14014,336,0,0.0,3360.0000000000005,False,-0.20030573248407643,5,0.736,23884,37,10,1.0,1114.343077335599,False,-0.06448857311996477,0,0.2,26536,0,4,0.0,96.0566472823844,False,0.017531513574262896,0,1.6310000000000002,33878,4,77,1.0,2714.056647282385,False,-0.058138777769548455,11,2.974000000000001,28701,250,0,0.0,6003.540455149026,False,-0.1525589353762493,0.5,150422,0.0,0.0,8,0,0,13,5,4.333333333333333,12,25,20,120.0,39.0,10,8,20,287,1.2692661667242646,40.35956147592515
