index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,25,0,0,0,10.000000000000002,20,10.0,32.85711923186084,8,35.0,29.41421180876922,24,24.916666666666668,50.000000000000014,20,50.0,0,0.4790000000000001,69982,10,44,1.0,1545.7132462018772,False,0.11688802877823097,0,0.227,69672,6,26,1.0,914.2851000283819,False,0.10701093212334953,0,0.2,94025,0,0,0.0,0.0,False,0.0,13,3.3990000000000005,75252.0,324,10,1.0,10939.848749210605,False,-0.14148445227752943,9,2.936000000000001,118389,319,0,0.0,9383.133566997381,False,-0.07250405582810586,0,0.9200000000000002,132881,74,18,1.0,3076.6516738489227,False,0.012941220455791606,0.6666666666666666,560201,0.0,0.0,15,0,0,14,5,4.375,11,25,21,234.0,81.0,13,12,21,1324,2.500659678131342,122.57318963948637
34,21,0,0,0,10.000000000000002,20,10.0,32.85711923186084,0,,28.995374051104466,8,18.0,50.00000000000001,20,50.0,0,0.4790000000000001,69912,7,54,1.0,1844.2844385204855,False,0.11813957725746248,0,0.227,69542,9,36,1.0,1272.8562923469904,False,0.10778892101299911,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,3.386000000000001,75396.0,314,12,1.0,10665.079927417557,False,-0.1414140923827835,9,3.017000000000001,118256,319,0,0.0,9249.524322302324,False,-0.07400971981468887,0,0.9200000000000002,133287,72,17,1.0,2937.6669316795214,False,0.015477034753355377,0.6666666666666666,560418,0.0,0.0,13,0,0,13,2,2.0,12,25,20,168.0,75.0,11,10,20,894,2.2402153853327036,124.81340502481908
35,20,0,0,0,10.0,20,10.0,33.46366288400148,44,35.77272727272727,32.21356284636336,40,48.0,50.00000000000001,20,50.0,0,0.47900000000000004,70162,7,54,1.0,1877.03779573608,False,0.1223444182773171,0,0.227,70666,9,12,1.0,491.56395460801775,False,0.11936514565594333,0,0.2,94025,0,0,0.0,0.0,False,0.0,28,3.6660000000000013,74650.0,348,10,1.0,11967.490312096148,False,-0.14242227964851828,11,3.1180000000000008,116142,359,0,0.0,11564.669061844446,False,-0.08121705376767328,0,0.9200000000000002,133737,62,18,1.0,2897.240896474528,False,0.018715772544778946,0.6666666666666666,559382,0.0,0.0,14,0,0,14,5,4.7,11,25,22,201.0,84.0,12,8,22,2224,2.3648427883163095,127.17824781313539
36,22,0,0,0,10.0,20,10.0,33.05483277898172,15,27.866666666666667,30.600989971252016,23,15.695652173913043,50.000000000000014,20,50.0,0,0.4790000000000001,70436,7,53,1.0,1821.906137286031,False,0.12623446043635395,0,0.227,70610,9,18,1.0,684.986990021671,False,0.12000778997649296,0,0.2,94025,0,0,0.0,0.0,False,0.0,13,3.768000000000001,74036.0,353,10,1.0,11974.365870693067,False,-0.14891589539647404,9,3.1970000000000014,115650,382,0,0.0,11689.57816901827,False,-0.08445397142085928,0,0.9200000000000002,134287,52,17,1.0,2441.2514785051053,False,0.02114230184362364,0.6666666666666666,559044,0.0,0.0,14,0,0,7,5,4.230769230769231,17,24,19,180.0,94.0,10,12,19,1168,2.2073196908459067,129.3855675039813
37,19,0,0,0,10.0,20,10.0,33.03336135804996,59,32.96610169491525,28.653592859536655,32,15.75,50.00000000000001,20,50.0,0,0.4790000000000001,71900,9,15,1.0,585.5004203707495,False,0.13958563867695936,0,0.227,70891,7,17,1.0,631.5671430868493,False,0.12402184011907529,0,0.2,94025,0,0,0.0,0.0,False,0.0,22,3.9750000000000014,71497.0,402,10,1.0,13565.94719453145,False,-0.16745574477781738,8,3.2680000000000016,115024,414,0,0.0,11862.587443848175,False,-0.08851943661795539,0,0.9200000000000002,134887,42,15,1.0,1953.4509001005395,False,0.02382575582922835,0.6666666666666666,558224,0.0,0.0,17,0,0,9,6,5.166666666666667,17,26,19,168.0,70.0,11,8,19,2745,2.1286297775804996,131.5141972815618
38,19,0,0,0,10.0,20,10.0,33.20012754326497,42,34.07142857142857,28.653592859536655,0,,50.0,20,50.0,0,0.4790000000000001,72240,7,13,1.0,501.6016580624446,False,0.14429046296813305,13,0.35700000000000004,71418,9,10,1.0,422.00127543264966,False,0.13068667147144944,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,3.953000000000001,70066.0,434,20,1.0,14981.92721096773,False,-0.17514529534183607,10,3.3600000000000008,114864,414,0,0.0,11862.587443848175,False,-0.08972514565022317,0,0.9200000000000002,135387,32,15,1.0,1666.914971505173,False,0.026513974813888168,0.6666666666666666,558000,0.0,0.0,13,0,0,5,4,3.764705882352941,20,25,20,165.0,71.0,10,9,20,1570,1.874455040320754,133.38865232188255
39,20,0,0,0,10.0,20,10.0,33.2548058700992,28,33.714285714285715,28.653592859536655,0,,50.00000000000001,20,50.0,0,0.47900000000000004,72470,9,13,1.0,522.3124763112896,False,0.14808454993142295,8,0.42400000000000004,71708,7,10,1.0,402.548058700992,False,0.1351108765485476,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,3.953000000000001,69122.0,452,30,1.0,15890.780039070938,False,-0.18035214018042578,10,3.4500000000000006,114695,414,0,0.0,11862.587443848175,False,-0.09099867581555603,0,0.9200000000000002,135887,22,15,1.0,1380.3790429098067,False,0.029202193798547986,0.6666666666666666,557907,0.0,0.0,11,0,0,9,4,3.4444444444444446,16,25,21,183.0,71.0,11,9,21,1050,2.0649495692923665,135.4536018911749
40,21,0,0,0,9.999999999999998,20,10.0,33.2548058700992,0,,28.36445770267939,59,27.28813559322034,50.00000000000001,20,50.0,0,0.4790000000000001,72350,11,23,1.0,874.8605350122815,False,0.14897285347286715,0,0.41600000000000004,71628,5,20,1.0,715.096117401984,False,0.1363148864830465,0,0.2,94025,0,0,0.0,0.0,False,0.0,29,4.243000000000001,69096.0,442,10,1.0,14982.26877161064,False,-0.18545988422435186,10,3.540000000000001,113938,452,0,0.0,12820.734881611084,False,-0.0930930397371137,0,0.9200000000000002,135379,33,15,1.0,1686.0271041884198,False,0.02652570083415622,0.6666666666666666,556416,0.0,0.0,11,0,0,12,6,5.142857142857142,16,28,22,204.0,52.0,13,8,22,868,2.3773847930133343,137.83098668418825
41,22,0,0,0,9.999999999999998,20,10.0,33.4977360047481,29,35.48275862068966,27.92036971580885,8,14.0,50.00000000000001,20,50.0,0,0.4790000000000001,72994,8,13,1.0,515.4705680617252,False,0.15630205657507276,0,0.41600000000000004,71813,8,21,1.0,783.45245609971,False,0.13977468394711687,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,4.214000000000001,68179.0,461,12,1.0,15777.50073477858,False,-0.19098377700197508,10,3.630000000000001,113647,460,0,0.0,12843.37006927207,False,-0.09520063725764473,0,0.9200000000000002,135879,23,15,1.0,1392.1685034636037,False,0.029186329156544805,0.6666666666666666,556537,0.0,0.0,16,0,0,9,4,4.0,16,25,30,198.0,93.0,11,11,30,1841,2.4767175437882543,140.3077042279765
42,30,0,0,0,9.999999999999998,20,10.0,32.62045247283831,29,25.379310344827587,28.436885195494828,68,30.205882352941178,50.00000000000001,20,50.0,0,0.4790000000000001,73184,7,15,1.0,559.3067870925746,False,0.15964725167397464,0,0.41600000000000004,72159,9,10,1.0,416.2045247283831,False,0.1423378415527102,0,0.2,94025,0,0,0.0,0.0,False,0.0,56,4.774000000000002,67313.0,480,10,1.0,15942.186038917336,False,-0.19931834065983867,11,3.730000000000001,113308,470,0,0.0,13365.336041882569,False,-0.09578854862065916,0,0.9200000000000002,134415,71,16,1.0,2819.0188488801327,False,0.023530236352429262,0.6666666666666666,554404,0.0,0.0,17,0,0,12,5,4.9655172413793105,15,27,24,237.0,73.0,14,16,24,1526,2.2226922027766705,142.53039643075317
43,24,0,0,0,9.999999999999998,20,10.0,31.64140698488815,21,20.38095238095238,27.490373738857492,19,14.0,50.00000000000001,20,50.0,0,0.47900000000000004,73444,5,15,1.0,524.6211047733223,False,0.1634776724922913,1,0.42600000000000005,72099,11,10,1.0,426.41406984888147,False,0.1414713028401649,0,0.2,94025,0,0,0.0,0.0,False,0.0,9,4.808000000000002,66800.0,491,10,1.0,15810.834566968657,False,-0.20547282867870956,9,3.8090000000000006,112895,489,0,0.0,13442.792758301313,False,-0.09860894048958829,0,0.9200000000000002,134965,61,15,1.0,2426.912798070307,False,0.0261974680037614,0.6666666666666666,554228,0.0,0.0,13,0,0,12,5,4.166666666666667,14,26,26,171.0,81.0,12,12,26,1270,3.9865970043465495,146.51699343509972
44,26,0,0,0,9.999999999999998,20,10.0,31.81871794993561,27,33.370370370370374,26.99224625384339,10,14.0,50.000000000000014,20,50.0,2,0.4990000000000001,73859,4,10,1.0,358.1871794993561,False,0.16871497379241804,0,0.4250000000000001,72329,12,10,1.0,438.18717949935603,False,0.1451948475098608,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,4.799000000000001,66039.0,508,10,1.0,16433.831181105725,False,-0.2102534901297223,8,3.880000000000001,112632,499,0,0.0,13469.130880667852,False,-0.10049158686128372,0,0.9200000000000002,135565,51,13,1.0,2026.6045589460132,False,0.029210579188505226,0.6666666666666666,554449,0.0,0.0,14,0,0,6,4,3.1176470588235294,20,26,26,183.0,88.0,11,15,26,1280,2.038211105391383,148.5552045404911
45,26,0,0,0,10.0,20,10.0,32.33236393848085,43,35.16279069767442,26.059419929691096,23,16.17391304347826,50.00000000000001,20,50.0,8,0.5770000000000002,74185,1,10,1.0,333.32363938480853,False,0.17366474853500252,15,0.5750000000000001,72671,15,10,1.0,473.32363938480853,False,0.15087074695647057,0,0.2,94025,0,0,0.0,0.0,False,0.0,13,4.929000000000001,64329.0,541,10,1.0,17752.40309001505,False,-0.22142832709377797,10,3.9720000000000013,112364,505,0,0.0,13160.007064494004,False,-0.10367587879423817,0,0.9200000000000002,135777,58,13,1.0,2161.4463559220835,False,0.03131620607045142,0.6666666666666666,553351,0.0,0.0,16,0,0,3,8,7.182352941176471,21,24,33,162.0,111.0,9,17,33,1344,2.1643028631806374,150.71950740367174
46,33,0,0,0,10.0,20,10.0,32.43419964481445,10,35.0,25.00494401934476,29,16.275862068965516,50.00000000000001,20,50.0,0,0.5690000000000002,74445,0,10,1.0,324.34199644814447,False,0.17769804259232946,0,0.5600000000000002,72561,16,20,1.0,808.6839928962889,False,0.15178124698418538,0,0.2,94025,0,0,0.0,0.0,False,0.0,19,5.106000000000002,63557.0,541,10,1.0,17796.951448038064,False,-0.22940201303888288,10,4.062000000000001,111721,534,0,0.0,13352.640106330102,False,-0.10779551134749249,0,0.9200000000000002,136277,48,13,1.0,1850.2373129285484,False,0.03391146068984846,0.6666666666666666,552586,0.0,0.0,11,0,0,12,6,5.833333333333334,16,28,27,207.0,87.0,14,19,27,1162,2.4322117688134313,153.15171917248517
47,27,0,0,0,10.0,20,10.0,32.487485215479246,5,35.0,24.278932992017253,28,18.0,50.00000000000001,20,50.0,0,0.5690000000000001,74295,5,20,1.0,699.7497043095849,False,0.17829320997876555,0,0.5600000000000002,72686,11,25,1.0,922.1871303869812,False,0.15465025359421444,0,0.2,94025,0,0,0.0,0.0,False,0.0,18,5.267000000000001,63024.0,536,10,1.0,17656.081405417048,False,-0.235819827676591,13,4.182,110952,562,0,0.0,13644.760341513696,False,-0.11248978786486376,0,0.9200000000000002,136627,38,16,1.0,1722.5994536966557,False,0.03606803007376163,0.6666666666666666,551609,0.0,0.0,11,0,0,12,7,6.166666666666667,13,25,30,168.0,79.0,11,16,30,725,2.5367506435140967,155.68846981599927
48,30,0,0,0,10.0,20,10.0,32.56169909887494,23,33.26086956521739,24.15631519776596,18,22.5,50.00000000000001,20,50.0,0,0.5690000000000001,74409,4,24,1.0,821.4807783729985,False,0.18105351837705597,0,0.5600000000000002,73137,12,18,1.0,706.1105837797489,False,0.16006401407876678,0,0.2,94025,0,0,0.0,0.0,False,0.0,8,5.329000000000001,62352.0,549,10,1.0,18117.93595726,False,-0.24051084308822127,14,4.309000000000001,110546,568,0,0.0,13720.787032331065,False,-0.11526281807233095,0,0.9200000000000002,136618,40,20,1.0,1966.2526079106385,False,0.03691825521812279,0.6666666666666666,551087,0.0,0.0,15,0,0,8,6,5.888888888888889,19,27,27,186.0,100.0,12,18,27,1508,2.7913796128705144,158.47984942886978
49,27,0,0,0,10.0,20,10.0,33.06719621653476,44,35.54545454545455,27.38086131058509,45,44.22222222222222,50.000000000000014,20,50.0,4,0.6090000000000002,75175,5,10,1.0,380.6719621653476,False,0.18966591919625383,0,0.56,73623,11,12,1.0,506.8063545984171,False,0.1661626389471066,0,0.2,94025,0,0,0.0,0.0,False,0.0,35,5.671000000000001,61413.0,583,10,1.0,19551.984007345618,False,-0.24287166175301447,13,4.425000000000001,108275,613,0,0.0,16784.46798338866,False,-0.12083288879071656,0,0.9200000000000002,136968,30,23,1.0,1971.4258393175528,False,0.03957523563818765,0.6666666666666666,549479,0.0,0.0,13,0,0,8,7,6.097222222222222,16,24,27,150.0,96.0,10,17,27,1536,2.4677519407123327,160.94760136958212
50,27,0,0,0,10.0,20,10.0,33.06719621653476,0,,26.20643239780917,29,16.0,50.00000000000001,20,50.0,0,0.6050000000000001,75085,4,20,1.0,701.3439243306952,False,0.1907761951407316,0,0.5600000000000002,73513,12,22,1.0,847.4783167637647,False,0.16711506169505735,0,0.2,94025,0,0,0.0,0.0,False,0.0,19,5.826000000000001,60956.0,573,10,1.0,19209.567756052507,False,-0.24955294998110872,10,4.512000000000001,107631,642,0,0.0,16824.52959939349,False,-0.1255349218572686,0,0.9200000000000002,137468,20,23,1.0,1674.1286479561836,False,0.0422229078987362,0.6666666666666666,548678,0.0,0.0,11,0,0,8,7,6.230769230769231,18,26,26,183.0,93.0,11,16,26,700,2.5336356461048126,163.48123701568693
51,26,0,0,0,10.000000000000002,20,10.0,33.06719621653476,0,,25.818241965679626,10,16.0,50.00000000000001,20,50.0,0,0.6050000000000001,74995,3,30,1.0,1022.0158864960429,False,0.1918864710852096,0,0.5600000000000002,73403,13,32,1.0,1188.1502789291123,False,0.1680674844430081,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,5.807000000000002,61116.0,563,10,1.0,18875.013889565867,False,-0.24963034358114405,9,4.592000000000001,107485,642,0,0.0,16575.31134196632,False,-0.12757414604916908,0,0.9200000000000002,137858,20,22,1.0,1616.3648393135927,False,0.044944178834206004,0.6666666666666666,548882,0.0,0.0,12,0,0,7,3,3.0,18,25,26,187.0,72.0,11,15,26,910,2.350626734085381,165.8318637497723
52,26,0,0,0,10.000000000000002,20,10.0,33.16299390908328,16,34.5625,25.30693870741569,13,16.0,50.00000000000001,20,50.0,0,0.6050000000000001,74885,4,40,1.0,1366.5197563633315,False,0.19286913777713754,0,0.5600000000000002,73866,12,26,1.0,982.2378416361654,False,0.17375089062064858,0,0.2,94025,0,0,0.0,0.0,False,0.0,3,5.8370000000000015,60654.0,569,10,1.0,19122.812921342545,False,-0.25322620089687553,6,4.643000000000002,107203,655,0,0.0,16576.044853357278,False,-0.12969644446444936,0,0.9200000000000002,138558,10,18,1.0,1153.069387074157,False,0.04847353237733475,0.6666666666666666,549191,0.0,0.0,14,0,0,10,3,2.230769230769231,17,27,22,208.0,69.0,13,13,22,1453,2.2650177534669638,168.09688150323927
53,22,0,0,0,10.000000000000002,20,10.0,33.16299390908328,0,,25.632321349391948,3,50.0,50.00000000000001,20,50.0,0,0.6050000000000001,74825,0,50,1.0,1658.1496954541642,False,0.19422375450240068,0,0.56,73726,16,36,1.0,1353.8677807269983,False,0.17447409455980256,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,5.834000000000002,60804.0,559,17,1.0,18973.86305811722,False,-0.2524229563514107,11,4.747000000000002,106849,658,0,0.0,16866.067447899903,False,-0.1312713167552113,0,0.9200000000000002,139008,0,19,1.0,950.0000000000001,False,0.05109945592379919,0.6666666666666666,549237,0.0,0.0,10,0,0,5,4,4.0,18,23,20,132.0,69.0,9,13,20,800,1.9435666715726256,170.0404481748119
54,20,0,0,0,10.000000000000002,20,10.0,33.1343113946775,48,33.0,25.099415572206222,12,16.0,50.00000000000001,20,50.0,0,0.6050000000000001,74735,0,59,0.9,1954.9243722859726,False,0.1951454173029675,12,0.6800000000000002,74864,17,10,1.0,501.343113946775,False,0.18570910113612302,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,5.834000000000001,59412.0,597,15,1.0,20157.675136205562,False,-0.26093233110233677,13,4.866000000000002,106370,670,0,0.0,16816.60843337817,False,-0.13506726185973775,0,0.9200000000000002,139358,0,12,0.0,600.0000000000001,False,0.05241820017784208,0.48333333333333334,548764,0.0,0.0,13,0,0,5,6,5.75,19,24,24,162.0,78.0,9,11,24,1798,1.7965105324983597,171.83695870731026
55,24,0,0,0,10.000000000000002,20,10.0,33.153203538582076,35,33.285714285714285,23.750754894995453,31,15.258064516129032,50.00000000000001,20,50.0,0,0.6050000000000001,75463,0,43,0.8,1425.5877521590294,False,0.20245925613385174,1,0.6780000000000002,75073,19,10,1.0,521.5320353858208,False,0.18916757723272148,0,0.2,94025,0,0,0.0,0.0,False,0.0,16,5.994000000000002,57984.0,622,10,1.0,20858.800149948005,False,-0.2723913844724913,10,4.953000000000002,105891,693,0,0.0,16459.27314223185,False,-0.14002323573784925,0,0.9200000000000002,139714,0,10,0.8,500.00000000000006,False,0.05472411870205423,0.6,548150,0.0,0.0,15,0,0,10,5,3.9,17,27,18,207.0,60.0,14,10,18,1684,2.262812421657145,174.0997711289674
56,18,0,0,0,10.000000000000002,20,10.0,33.064403786343355,22,32.04545454545455,22.247183344584325,49,16.0,50.00000000000001,20,50.0,0,0.6050000000000001,75353,1,53,1.0,1762.4134006761979,False,0.20338132123659186,12,0.7970000000000002,75312,18,10,1.0,510.6440378634336,False,0.19285433336908794,0,0.2,94025,0,0,0.0,0.0,False,0.0,39,6.368000000000001,55572.0,634,10,1.0,21185.30383398753,False,-0.29630787644781953,9,5.033000000000002,105128,732,0,0.0,16284.938208235726,False,-0.14642982694972298,1,0.9300000000000002,140045,0,10,1.0,500.00000000000006,False,0.05721842926255821,0.6666666666666666,545435,0.0,0.0,11,0,0,9,11,9.16826923076923,18,27,15,186.0,46.0,12,6,15,657,2.106372095644474,176.20614322461188
57,15,0,0,0,10.000000000000002,20,10.0,32.85505011592136,2,7.0,22.102801688309526,8,18.0,50.000000000000014,20,50.0,0,0.6050000000000001,75233,3,63,1.0,2099.8681573030453,False,0.20415049847910852,0,0.7850000000000001,75246,16,18,1.0,751.3909020865844,False,0.19371263537558484,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,6.329000000000002,55702.0,626,12,1.0,20832.494992826483,False,-0.2968014092378278,6,5.084000000000001,105054,732,0,0.0,16179.250835842573,False,-0.14738568056305643,4,0.9690000000000003,140356,0,8,0.8,400.0000000000001,False,0.05918524212144504,0.6333333333333333,545616,0.0,0.0,12,0,0,8,4,3.3333333333333335,15,23,23,129.0,66.0,8,7,23,758,1.7018187567591667,177.90796198137105
58,23,0,0,0,10.000000000000002,20,10.0,33.01362613615922,34,34.05882352941177,21.539399353520626,21,15.857142857142858,50.000000000000014,20,50.0,0,0.6050000000000001,75971,0,49,1.0,1617.6676806718017,False,0.21199422005265814,0,0.7850000000000001,75466,19,18,1.0,784.245270450866,False,0.19744471405249298,0,0.2,94025,0,0,0.0,0.0,False,0.0,9,6.419000000000001,54526.0,650,10,1.0,21674.2509820387,False,-0.30483248613645997,14,5.218000000000002,104414,753,0,0.0,16219.167713201032,False,-0.15205811625596818,0,0.9650000000000001,140656,0,2,0.0,100.00000000000003,False,0.060315594339196095,0.5,545058,0.0,0.0,13,0,0,10,6,5.75,17,27,19,201.0,93.0,12,11,19,1775,1.9138703225180507,179.8218323038891
59,19,0,0,0,10.000000000000002,20,10.0,33.12653914963859,14,35.0,23.05787484049593,32,33.0,50.000000000000014,20,50.0,0,0.6050000000000001,76176,1,50,1.0,1666.3269574819294,False,0.21561426170072567,0,0.7850000000000001,75551,18,23,1.0,941.9104004416876,False,0.20003086346047097,0,0.2,94025,0,0,0.0,0.0,False,0.0,22,6.630000000000002,54234.0,654,10,1.0,21895.335352268594,False,-0.3067623751541154,6,5.264000000000001,104345,753,0,0.0,17362.579754893435,False,-0.14826988381903275,12,1.0850000000000002,139470,22,10,1.0,1007.2732464909107,False,0.05479673722510181,0.6666666666666666,543801,0.0,0.0,10,0,0,8,7,6.354166666666666,17,25,23,150.0,70.0,10,9,23,740,2.083269922994077,181.90510222688317
60,23,0,0,0,10.000000000000002,20,10.0,33.20950775262919,22,34.04545454545455,25.878276045347125,58,36.44827586206897,50.000000000000014,20,50.0,0,0.6050000000000001,76475,2,48,1.0,1614.0563721262013,False,0.21992151832775228,0,0.7850000000000001,75801,17,23,1.0,933.8186783104715,False,0.2039133281634606,0,0.2,94025,0,0,0.0,0.0,False,0.0,48,7.088000000000001,52783.0,666,10,1.0,22376.314923704515,False,-0.3196367193634432,13,5.388000000000002,103919,764,0,0.0,19771.0028986452,False,-0.1424055293113698,0,1.0730000000000004,137849,59,13,1.0,2176.8182866754805,False,0.0469880570250467,0.6666666666666666,540852,0.0,0.0,13,0,0,11,8,7.090909090909091,16,27,26,204.0,74.0,13,10,26,1299,2.0946171479299664,183.99971937481314
61,26,0,0,0,10.000000000000002,20,10.0,33.338199793128425,23,34.56521739130435,25.57386059128581,6,13.0,50.000000000000014,20,50.0,0,0.6050000000000001,76749,3,47,1.0,1596.8953902770359,False,0.2241112501205764,0,0.7850000000000001,76122,16,21,1.0,860.102195655697,False,0.20839859665079474,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,7.040000000000002,52066.0,679,14,1.0,22994.671707812202,False,-0.32397409355058654,11,5.485000000000001,103647,770,0,0.0,19691.872655290073,False,-0.14475338481978395,0,1.0730000000000004,138299,49,14,1.0,1953.119168973005,False,0.04953625103228664,0.6666666666666666,540908,0.0,0.0,14,0,0,6,4,4.0,19,25,23,186.0,102.0,12,14,23,1523,2.011909198947251,186.0116285737604
62,23,0,0,0,10.000000000000002,20,10.0,33.3364036754739,19,33.31578947368421,24.4954512979512,31,16.548387096774192,50.000000000000014,20,50.0,0,0.6050000000000001,77292,2,38,1.0,1286.7833396680082,False,0.23023506976849256,0,0.7850000000000001,76012,17,31,1.0,1203.428513939691,False,0.20937196932864796,0,0.2,94025,0,0,0.0,0.0,False,0.0,17,7.210000000000002,51163.0,688,10,1.0,23180.400241705556,False,-0.3325902672602735,7,5.544000000000001,103036,801,0,0.0,19620.85648965891,False,-0.1496252637878144,0,1.0730000000000004,138949,39,11,1.0,1505.3226006200969,False,0.05274721782874448,0.6666666666666666,540477,0.0,0.0,15,0,0,8,5,4.583333333333334,18,26,15,201.0,62.0,12,11,15,1600,2.1795647144317627,188.19119328819215
63,15,0,0,0,10.0,20,10.0,33.522215814762646,16,36.0,23.48648911093474,30,15.633333333333333,50.000000000000014,20,50.0,0,0.6050000000000001,77202,1,48,1.0,1619.066359108607,False,0.23143698783826838,0,0.7850000000000001,76478,18,25,1.0,1018.0553953690661,False,0.21526484132098714,0,0.2,94025,0,0,0.0,0.0,False,0.0,20,7.393000000000001,50094.0,694,10,1.0,23499.282666554624,False,-0.3422638518130571,13,5.667000000000002,102411,823,0,0.0,19329.38053829929,False,-0.15543329965524522,0,1.0730000000000004,139171,37,14,1.0,1569.0000971045856,False,0.05466006577558959,0.6666666666666666,539381,0.0,0.0,11,0,0,4,8,7.090909090909091,19,23,23,66.0,39.0,7,8,23,1126,2.0538923274725676,190.24508561566472
64,23,0,0,0,10.0,20,10.0,33.66743693627714,30,34.666666666666664,22.785056642478025,17,13.0,50.000000000000014,20,50.0,0,0.6050000000000001,77442,1,48,1.0,1626.0369729413028,False,0.23528048123868434,0,0.7850000000000001,77078,18,15,1.0,685.0115540441572,False,0.2221074313657786,0,0.2,94025,0,0,0.0,0.0,False,0.0,7,7.443000000000001,49002.0,714,10,1.0,24266.400538926657,False,-0.34979845499108403,7,5.724000000000001,102092,840,0,0.0,19139.447579681542,False,-0.15855281917498773,0,1.0730000000000004,139821,27,11,1.0,1165.1965293469068,False,0.058036791191341974,0.6666666666666666,539460,0.0,0.0,15,0,0,13,4,3.7777777777777777,16,29,22,192.0,57.0,14,9,22,1994,2.5379857420921326,192.78307135775685
65,22,0,0,0,10.0,20,10.0,32.89026671650458,24,26.0,22.178472806573403,21,15.571428571428571,50.000000000000014,20,50.0,0,0.6050000000000001,77877,0,43,1.0,1414.281468809697,False,0.24047578112714837,0,0.7850000000000001,77067,19,16,1.0,716.2442674640732,False,0.22218030203207625,0,0.2,94025,0,0,0.0,0.0,False,0.0,11,7.546,48276.0,728,10,1.0,24165.898897681065,False,-0.358054246755219,13,5.847000000000001,101496,861,0,0.0,19095.6650864597,False,-0.16320905078122527,0,1.0730000000000002,140171,17,14,1.0,1077.0340377117482,False,0.06034209747295346,0.6666666666666666,538912,0.0,0.0,14,0,0,5,5,4.916666666666666,20,25,14,169.0,66.0,10,12,14,1309,1.9781997725367546,194.7612711302936
66,14,0,0,0,10.0,20,10.0,33.10744379001238,16,36.0,21.78268853396788,14,15.428571428571429,50.00000000000001,20,50.0,0,0.6050000000000001,77817,0,49,0.6,1622.2647457106068,False,0.2411702032021357,0,0.7850000000000001,77503,23,10,1.0,561.0744379001238,False,0.22783799872060084,0,0.2,94025,0,0,0.0,0.0,False,0.0,4,7.575000000000002,47760.0,734,10,1.0,24518.69062720877,False,-0.36166609610630807,13,5.964000000000001,101004,875,0,0.0,19059.852467221895,False,-0.16705154230071173,0,1.0730000000000004,140521,7,17,1.0,1002.4788197377753,False,0.06269867379443336,0.6,538630,0.0,0.0,12,0,0,4,6,5.666666666666666,16,20,15,81.0,51.0,7,7,15,1246,1.6655492084100842,196.4268203387037
