index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,21,0,0,0,10.0,20,10.0,20.635409881136567,26,26.23076923076923,15.672616307523246,6,10.0,35.000000000000014,0,,0,6.113,14069,686,0,0.0,6860.0,False,-0.3109816120014175,2,1.4440000000000002,34710,0,10,1.0,206.35409881136567,False,0.37075942234932013,0,0.2,35383,138,316,1.0,7800.233316774192,False,0.012973611613901355,5,4.849000000000001,8465,670,0,0.0,13825.7246203615,False,-0.6034589399128223,0,0.37100000000000005,64090,165,171,1.0,8570.981690741339,False,0.17844077841802547,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,214943,0.0,0.0,14,0,0,18,3,2.166666666666667,15,33,22,108.0,51.0,9,12,22,639,1.3572516962885857,97.97595290839672
66,22,0,0,0,10.0,20,10.0,21.15524155938491,68,22.647058823529413,15.672616307523246,0,,35.000000000000014,0,,23,6.343000000000001,13890,697,0,0.0,6970.0,False,-0.31586407843446074,35,1.7920000000000003,34884,0,9,0.9,190.39717403446417,False,0.3772964754505349,0,0.2,34739,164,326,1.0,8578.732531991704,False,0.0064044937079899425,0,4.844000000000001,7569,702,0,0.0,14850.979574688206,False,-0.613344770826609,0,0.37100000000000005,64090,155,181,1.0,8764.255527666106,False,0.18010630043488762,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.48333333333333334,213398,0.0,0.0,11,0,0,20,4,3.375,15,35,22,130.0,48.0,10,12,22,200,1.4150004293769598,99.39095333777368
67,22,0,0,0,10.000000000000002,20,10.0,20.439818441584144,26,13.923076923076923,15.672616307523246,0,,35.000000000000014,0,,22,6.54,13724,707,0,0.0,7070.000000000001,False,-0.32043154703311416,0,1.7570000000000003,34816,0,15,1.0,306.5972766237622,False,0.3769066676501903,0,0.2,34377,180,336,1.0,8945.166398812957,False,0.001794306328171203,0,4.844000000000001,7569,702,0,0.0,14348.752545992069,False,-0.6198201064209377,0,0.37100000000000005,64090,145,191,1.0,8957.529364590873,False,0.18177182245175005,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,212802,0.0,0.0,13,0,0,17,1,1.0,17,34,20,133.0,31.0,11,11,20,232,1.1487222984433174,100.539675636217
68,20,0,0,0,10.0,20,10.0,19.572358582722998,58,16.034482758620687,15.752298352904905,2,18.0,35.000000000000014,0,,41,6.928,13267,720,0,0.0,7200.0,False,-0.3358664409182187,2,1.7770000000000001,35067,0,7,0.7,137.006510079061,False,0.38345092944204173,0,0.2,33805,215,345,1.0,9642.600027037637,False,-0.003963382838607027,1,4.854000000000001,7221,715,0,0.0,13994.236386646944,False,-0.6333646675264706,0,0.37100000000000005,64054,137,201,1.0,9193.064874347974,False,0.18318107678421952,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.45,211640,0.0,0.0,15,0,0,15,5,4.5,14,29,22,102.0,33.0,9,11,22,558,1.240496394224465,101.78017203044146
69,22,0,0,0,10.0,20,10.0,19.91506459313567,10,29.0,14.672653040427946,16,11.125,35.000000000000014,0,,0,6.887,13207,726,0,0.0,7260.0,False,-0.3370476827971808,3,1.8050000000000002,35163,4,10,1.0,239.1506459313567,False,0.3892418523040389,0,0.2,33871,205,353,1.0,9262.034764863878,False,-0.0071681953988670605,14,4.993000000000001,6629,725,0,0.0,14438.421830023362,False,-0.6429032770755111,0,0.37100000000000005,63876,143,211,1.0,9483.189384781199,False,0.1826133999584744,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210972,0.0,0.0,14,0,0,16,3,2.3,15,31,26,75.0,57.0,8,14,26,266,1.3512895489111543,103.13146157935262
70,26,0,0,0,10.0,20,10.0,20.114699299379545,5,30.0,14.601277738120622,4,13.5,35.000000000000014,0,,0,6.887,13117,735,0,0.0,7350.0,False,-0.3388195456156239,0,1.802,35203,5,15,1.0,351.7204894906932,False,0.39303304503466335,0,0.2,33904,195,362,1.0,9208.028904578678,False,-0.007013552029671511,3,5.009000000000001,6422,730,0,0.0,14683.730488547068,False,-0.6450782556917604,0,0.37100000000000005,63822,137,221,1.0,9735.375050122528,False,0.18385590853574962,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210694,0.0,0.0,14,0,0,18,1,1.0,16,34,22,117.0,60.0,11,15,22,383,1.2456081341952085,104.37706971354783
71,22,0,0,0,10.0,20,10.0,20.115852746470836,15,20.133333333333333,14.90717965389857,1,33.0,35.000000000000014,5,35.0,0,6.887000000000002,13027,744,0,0.0,7440.0,False,-0.340591408434067,0,1.8020000000000005,35395,6,10,1.0,261.15852746470836,False,0.39881006669025293,0,0.2,33635,200,371,1.0,9553.734200890536,False,-0.009492854552726408,0,5.006000000000001,6422,730,0,0.0,14684.57250492371,False,-0.6450673993692146,0,0.37100000000000005,63964,128,226,1.0,9818.11899569902,False,0.18701629550600646,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210669,0.0,0.0,16,0,0,17,0,0.0,14,31,17,82.0,60.0,7,15,17,710,1.12291656807065,105.49998628161848
72,17,0,0,0,10.0,20,10.0,20.115852746470836,0,,17.862648499063017,29,23.379310344827587,35.000000000000014,4,35.0,0,6.887000000000002,12917,755,0,0.0,7550.0,False,-0.3427570185454975,0,1.802,35305,5,20,1.0,452.3170549294167,False,0.3990297486894006,0,0.2,34309,190,356,1.0,10181.114887495893,False,0.01597621051438743,4,5.046000000000001,6322,730,0,0.0,14684.57250492371,False,-0.6476460481572498,0,0.37100000000000005,63426,147,232,1.0,10745.809329362266,False,0.18573824867603897,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210505,0.0,0.0,16,0,0,16,1,1.0,13,29,20,74.0,48.0,6,11,20,1014,1.1822980036959052,106.68228428531438
73,20,0,0,0,10.0,20,10.0,20.140904886451303,18,20.444444444444443,18.060700768708546,3,23.0,35.00000000000001,11,35.0,2,6.907000000000001,12787,766,0,0.0,7660.0,False,-0.3457101232429027,0,1.802,35567,4,14,1.0,321.97266841031825,False,0.40677979029826994,0,0.2,34315,184,364,1.0,10280.02157891695,False,0.01740615754147686,1,5.0520000000000005,5991,744,0,0.0,14984.833235519769,False,-0.6523100408004155,0,0.37100000000000005,63742,140,231,1.0,10613.498107619198,False,0.19004427723638626,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210628,0.0,0.0,22,0,0,17,2,2.0,15,32,16,130.0,45.0,10,10,16,1003,1.2226403038948774,107.90492458920926
74,16,0,0,0,10.0,20,10.0,20.140904886451303,0,,18.060700768708546,0,,35.00000000000001,10,35.0,0,6.905000000000001,12677,777,0,0.0,7770.0,False,-0.3478757333543332,0,1.802,35477,3,24,1.0,513.3817172748313,False,0.4070044044035681,0,0.2,34315,174,374,1.0,10259.219537739524,False,0.017137951750122817,0,5.051000000000001,5991,744,0,0.0,14984.833235519769,False,-0.6523100408004155,0,0.37100000000000005,64092,130,231,1.0,10432.891099932112,False,0.1945201053042993,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,210778,0.0,0.0,17,0,0,16,0,0.0,15,31,24,89.0,42.0,7,9,24,550,1.111028148792684,109.01595273800194
75,24,0,0,0,10.0,20,10.0,19.792605677143037,53,18.39622641509434,16.9258474548973,7,5.571428571428571,35.00000000000001,0,,33,7.235,12468,788,0,0.0,7880.0,False,-0.35393944166633856,0,1.8020000000000005,35867,2,14,1.0,297.09647948000253,False,0.4181024624853331,0,0.2,33821,201,383,1.0,10460.913316331418,False,0.006999913825830653,6,5.1110000000000015,5393,760,0,0.0,15042.380314628708,False,-0.6669883920238692,0,0.37100000000000005,64053,127,241,1.0,10584.582626771959,False,0.19515513621360836,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,209828,0.0,0.0,16,0,0,14,2,2.0,20,34,23,114.0,45.0,8,16,23,713,1.1123713022097945,110.12832404021174
76,23,0,0,0,10.0,20,10.0,19.805212966397693,36,19.88888888888889,16.220794891009092,4,4.0,35.00000000000001,11,35.0,0,7.202000000000001,12338,801,0,0.0,8010.0,False,-0.3564987990707564,22,2.0220000000000002,36077,0,9,0.9,178.24691669757925,False,0.424031320957152,0,0.2,33521,211,393,1.0,10553.672328076485,False,0.00045993202780409266,4,5.1450000000000005,4889,776,0,0.0,15368.84526192461,False,-0.6757755897121633,0,0.37100000000000005,64422,121,240,1.0,10362.716181812102,False,0.19960287633838983,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.48333333333333334,209473,0.0,0.0,17,0,0,17,3,2.125,7,24,24,146.0,36.0,11,12,24,585,1.078372459858656,111.2066965000704
77,24,0,0,0,10.0,20,10.0,20.074040123654875,20,23.4,16.02346784645534,1,3.0,35.00000000000001,7,35.0,2,7.2219999999999995,12208,812,0,0.0,8120.0,False,-0.3594519037681616,9,2.0900000000000003,36261,0,9,0.9,180.66636111289387,False,0.43132390363257256,0,0.2,33473,207,403,1.0,10612.783847718061,False,-1.5680148039414087e-05,1,5.151000000000001,4446,790,0,0.0,15858.491697687352,False,-0.6808858729024323,0,0.37100000000000005,64664,112,243,1.0,10299.628398803,False,0.20323005410708872,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.48333333333333334,209278,0.0,0.0,16,0,0,15,4,3.357142857142857,4,19,23,79.0,66.0,7,17,23,445,1.2006668029353023,112.4073633030057
78,23,0,0,0,10.0,20,10.0,19.97454166273355,2,8.0,14.949686641295095,5,2.0,35.00000000000001,7,35.0,2,7.24,12058,825,0,0.0,8250.0,False,-0.36279875575855414,0,2.0810000000000004,36191,0,16,0.7,319.5926666037368,False,0.43130276541724893,0,0.2,33457,199,413,1.0,10149.154373738851,False,-0.006405951859994114,5,5.200000000000002,4326,790,0,0.0,15779.887913559505,False,-0.6849937092114555,0,0.37100000000000005,64899,107,246,1.0,10209.616470618577,False,0.20650457128863692,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.45,209157,0.0,0.0,16,0,0,16,2,2.0,5,21,18,108.0,69.0,10,13,18,445,1.1821385445073247,113.58950184751302
79,18,0,0,0,10.0,20,10.0,19.97454166273355,0,,16.032587135020236,11,21.818181818181817,35.00000000000001,0,,0,7.238000000000001,12008,830,0,0.0,8300.0,False,-0.3637831239910226,0,2.081000000000001,36041,5,26,1.0,569.3380832310723,False,0.43031338510908923,0,0.2,33681,189,416,1.0,10444.74462242506,False,0.0031813386078527565,4,5.235000000000001,4238,790,0,0.0,15779.887913559505,False,-0.6872629201449264,0,0.37100000000000005,64659,108,256,1.0,10691.519410582187,False,0.20652096972339976,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,208853,0.0,0.0,12,0,0,5,1,1.0,3,8,21,105.0,60.0,8,10,21,424,1.2077349787577987,114.79723682627082
80,21,0,0,0,10.0,20,10.0,19.865893673979198,2,8.0,14.379590467496103,10,4.0,35.00000000000001,0,,2,7.258000000000001,11888,840,0,0.0,8400.0,False,-0.3665393550419341,0,2.0810000000000004,35941,5,36,1.0,765.1721722632511,False,0.4302313693007688,0,0.2,33665,181,426,1.0,9721.432294143575,False,-0.006557087491702326,10,5.331000000000001,3994,790,0,0.0,15694.056002443565,False,-0.6946614749556013,0,0.37100000000000005,64619,108,266,1.0,10862.99577048958,False,0.20730926002627964,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,208333,0.0,0.0,12,0,0,7,3,3.0,4,11,25,146.0,89.0,11,10,25,200,1.300627551972866,116.09786437824368
81,25,0,0,0,10.0,20,10.0,20.3058063815349,22,24.272727272727273,14.65954059093866,1,33.0,35.00000000000001,0,,0,7.256,11758,853,0,0.0,8530.0,False,-0.36909871244635195,0,2.0810000000000004,36405,2,24,1.0,507.3393531568376,False,0.44342519496705995,0,0.2,33434,183,435,1.0,10092.862724879204,False,-0.0077248230417843785,0,5.3210000000000015,3724,800,0,0.0,16244.64510522792,False,-0.694524947070295,0,0.37100000000000005,64586,99,276,1.0,11111.29451850293,False,0.20888020508171834,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,208133,0.0,0.0,16,0,0,6,0,0.0,8,14,23,183.0,78.0,14,11,23,767,1.1400320334360003,117.23789641167969
82,23,0,0,0,10.0,20,10.0,20.394826726015737,11,22.0,14.586912676918148,4,13.5,35.00000000000001,11,35.0,0,7.256,11668,862,0,0.0,8620.0,False,-0.37087057526479505,0,2.0810000000000004,36537,3,23,1.0,499.08101469836197,False,0.448460074313863,0,0.2,33225,184,444,1.0,10229.237346138554,False,-0.011355887749631798,3,5.351000000000002,3667,800,0,0.0,16315.861380812588,False,-0.695076568065851,0,0.37100000000000005,64917,93,275,1.0,10981.58287895339,False,0.21346715796554236,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,208240,0.0,0.0,17,0,0,7,1,1.0,4,11,20,135.0,51.0,11,12,20,860,0.9959638668224216,118.2338602785021
83,20,0,0,0,10.0,20,10.0,20.07180283612677,12,15.0,14.901796664886252,1,33.0,35.00000000000001,12,35.0,12,7.376,11502,875,0,0.0,8750.0,False,-0.3748474229239674,0,2.081000000000001,36467,0,33,1.0,662.3694935921834,False,0.4489185630899748,0,0.2,33078,186,453,1.0,10483.869216713052,False,-0.011863470645783261,0,5.348000000000002,3667,800,0,0.0,16057.442268901417,False,-0.6984084287145254,0,0.37100000000000005,65304,84,273,1.0,10806.750919850447,False,0.2186304412106654,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,208244,0.0,0.0,22,0,0,8,1,1.0,4,12,18,145.0,24.0,12,8,18,653,1.041065319441259,119.27492559794337
84,18,0,0,0,10.0,20,10.0,19.541650108955306,51,17.666666666666668,18.102374190141116,25,24.84,35.00000000000001,5,35.0,33,7.694,11030,886,0,0.0,8860.0,False,-0.39126668504154033,0,2.0810000000000004,36853,0,24,0.9,468.9996026149273,False,0.4603102650434093,0,0.2,33266,210,438,1.0,12032.586418162424,False,0.012952377748355082,0,5.348000000000002,3199,817,0,0.0,15965.528139016486,False,-0.7116615763406847,0,0.37100000000000005,64858,99,278,1.0,11522.135044823972,False,0.21710846786412036,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.48333333333333334,207432,0.0,0.0,22,0,0,4,4,4.0,2,6,25,78.0,36.0,6,12,25,1472,0.9475287329405546,120.22245433088392
85,25,0,0,0,10.0,20,10.0,19.062607004055433,28,15.5,17.02435027837809,13,11.23076923076923,35.00000000000001,10,35.0,2,7.681000000000001,10940,893,0,0.0,8930.0,False,-0.39343229515297085,2,2.1010000000000004,37105,3,10,1.0,220.62607004055434,False,0.46534287652164735,0,0.2,32865,228,447,1.0,11956.158971359644,False,0.0016265983929815329,12,5.468000000000001,2978,817,0,0.0,15574.149922313289,False,-0.7224065249830675,0,0.37100000000000005,65062,102,278,1.0,11466.483728394567,False,0.22014480480158002,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,207176,0.0,0.0,20,0,0,3,4,3.2,2,5,24,76.0,65.0,5,20,24,851,1.0278072664514184,121.25026159733534
86,24,0,0,0,10.0,20,10.0,20.07387168053311,27,28.037037037037038,17.441584300639676,2,33.0,35.00000000000001,12,35.0,2,7.699,10840,901,0,0.0,9010.0,False,-0.395794778910895,15,2.2490000000000006,37456,5,10,1.0,250.73871680533108,False,0.4797562451629193,0,0.2,32915,220,455,1.0,12352.172626508338,False,0.008021823446471656,0,5.456,2237,842,0,0.0,16902.199955008877,False,-0.7243914394661052,0,0.37100000000000005,65416,94,276,1.0,11299.508924260132,False,0.22480704667419363,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,207090,0.0,0.0,20,0,0,5,2,1.9375,5,10,19,154.0,42.0,10,14,19,947,1.0758261820301414,122.32608777936548
87,19,0,0,0,10.0,20,10.0,19.962923797511714,2,8.0,22.15531262989943,33,32.0,35.00000000000001,0,,2,7.717000000000002,10700,913,0,0.0,9130.0,False,-0.3989447572547939,0,2.2340000000000004,37376,3,20,1.0,429.25847595023424,False,0.48012085041442365,0,0.2,33953,212,434,1.0,13847.545526448837,False,0.05406840544673596,2,5.476,2187,842,0,0.0,16808.781837504863,False,-0.726885226437534,0,0.37100000000000005,64360,117,286,1.0,12602.171577698235,False,0.21783264604545027,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206802,0.0,0.0,13,0,0,0,2,2.0,3,3,19,34.0,63.0,3,16,19,1254,1.0364492209628224,123.3625370003283
88,19,0,0,0,10.0,20,10.0,19.962923797511714,0,,22.15531262989943,0,,35.00000000000001,10,35.0,0,7.715000000000002,10600,923,0,0.0,9230.0,False,-0.4009134937197307,0,2.2340000000000004,37276,3,30,1.0,628.8877139253514,False,0.4801135510872415,0,0.2,33953,202,444,1.0,13869.469414772713,False,0.054351075487012804,0,5.474000000000001,2187,842,0,0.0,16808.781837504863,False,-0.726885226437534,0,0.37100000000000005,64710,107,286,1.0,12380.618451399241,False,0.22195562417185924,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206952,0.0,0.0,18,0,0,6,0,0.0,2,8,22,97.0,48.0,8,11,22,550,1.228636745363474,124.59117374569178
89,22,0,0,0,10.0,20,10.0,20.374556872043478,17,25.11764705882353,22.15531262989943,0,,35.0,8,35.0,0,7.715000000000002,10520,931,0,0.0,9310.0,False,-0.4024884828916801,0,2.2340000000000004,37583,5,23,1.0,518.614808057,False,0.4900306100731779,0,0.2,33953,192,454,1.0,13970.426853406689,False,0.055652744370896005,0,5.474000000000001,1760,859,0,0.0,17501.74435308535,False,-0.728961522007667,0,0.37100000000000005,64990,97,288,1.0,12229.065325100244,False,0.22547538282979074,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,207032,0.0,0.0,18,0,0,5,0,0.0,3,8,23,95.0,72.0,8,14,23,907,1.2747987052425742,125.86597245093435
90,23,0,0,0,10.0,20,10.0,20.737135826838582,17,24.823529411764707,19.311558936913716,22,7.454545454545454,35.0,9,35.0,0,7.715000000000002,10450,938,0,0.0,9380.0,False,-0.4038665984171359,0,2.2340000000000004,37875,8,16,1.0,411.7941732294173,False,0.4994250142384812,0,0.2,33755,191,464,1.0,12921.356289654133,False,0.03702109708166743,22,5.694000000000001,996,867,0,0.0,17979.096761869052,False,-0.7425077776963763,0,0.37100000000000005,65141,109,289,1.0,12219.959924123596,False,0.22799937889183067,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206443,0.0,0.0,20,0,0,9,2,2.0,3,12,18,134.0,61.0,12,11,18,937,1.3073481786996126,127.17332062963396
91,18,0,0,0,10.0,20,10.0,20.84762454642697,18,22.0,18.4083383159222,6,3.0,34.99999999999999,9,35.0,0,7.714999999999999,10380,945,0,0.0,9450.0,False,-0.40524471394259165,2,2.2540000000000004,38105,11,10,1.0,318.4762454642697,False,0.5066440179049548,0,0.2,33359,199,474,1.0,12874.22964648609,False,0.0262020325746014,6,5.732,858,867,0,0.0,18074.890481752183,False,-0.7448312212254747,0,0.37100000000000005,65438,105,290,1.0,12082.87552317183,False,0.23193681296035834,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206366,0.0,0.0,20,0,0,4,2,1.1111111111111112,6,10,18,115.0,54.0,10,8,18,515,2.457402325235307,129.63072295486927
92,18,0,0,0,10.0,20,10.0,21.410989719226347,26,25.423076923076923,18.4083383159222,0,,34.99999999999999,8,35.0,0,7.715000000000001,10330,950,0,0.0,9500.0,False,-0.40622908217506004,16,2.4120000000000004,38283,16,10,1.0,374.1098971922635,False,0.5147479997084746,0,0.2,32968,206,484,1.0,13320.299627066972,False,0.02187080488740289,0,5.726,588,876,0,0.0,18756.02699404228,False,-0.7430115137436529,0,0.37100000000000005,65718,95,292,1.0,11968.792140012607,False,0.23577946416887222,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206113,0.0,0.0,15,0,0,9,2,1.4117647058823528,3,12,17,146.0,33.0,12,6,17,480,1.1610636189579964,130.79178657382727
93,17,0,0,0,10.0,20,10.0,21.862224091465134,20,26.15,19.232154761330026,33,21.666666666666668,34.99999999999999,9,35.0,0,7.714999999999999,10220,961,0,0.0,9610.0,False,-0.40839469228649056,10,2.4960000000000004,38527,15,10,1.0,368.62224091465134,False,0.5242473961671587,0,0.2,33419,207,472,1.0,13603.057434281054,False,0.03714617630584138,11,5.836,43,885,0,0.0,19348.068320946644,False,-0.7494318163880009,0,0.37100000000000005,65318,118,293,1.0,12524.39426183694,False,0.2336733847664416,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,205753,0.0,0.0,15,0,0,6,3,2.090909090909091,1,7,13,73.0,45.0,7,10,13,1219,0.8575456812977791,131.64933225512505
94,13,0,0,0,10.0,20,10.0,21.862224091465134,0,,19.348370156914967,1,33.0,34.99999999999999,11,35.0,0,7.715000000000001,10070,976,0,0.0,9760.0,False,-0.41134779698389573,0,2.4860000000000007,38477,10,20,1.0,537.2444818293027,False,0.5255983872471021,0,0.2,33452,197,481,1.0,13613.42419149473,False,0.03813079153551746,0,5.825,43,885,0,0.0,19348.068320946644,False,-0.7494318163880009,0,0.37100000000000005,65670,109,292,1.0,12328.972347103729,False,0.23805601622749759,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,205938,0.0,0.0,19,0,0,4,0,0.0,2,6,13,74.0,21.0,6,7,13,618,0.8294861307367682,132.4788183858618
95,13,0,0,0,10.0,20,10.0,21.3829871352126,12,13.833333333333334,21.104356724910257,17,32.11764705882353,34.99999999999999,14,35.0,2,7.735000000000001,9940,987,0,0.0,9870.0,False,-0.41430090168130096,0,2.4860000000000007,38537,9,20,1.0,517.659742704252,False,0.5275752991043088,0,0.2,33832,199,474,1.0,14258.679527514767,False,0.05624909138105673,0,5.825000000000001,43,885,0,0.0,18923.94361466315,False,-0.7549001596871693,0,0.37100000000000005,65614,116,288,1.0,12528.105380089588,False,0.23880687825384833,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206192,0.0,0.0,21,0,0,2,1,1.0,2,4,20,40.0,42.0,4,9,20,1386,0.8520402805879712,133.33085866644979
96,20,0,0,0,10.0,20,10.0,21.523529515812452,3,30.0,24.927797215806258,47,33.97872340425532,34.99999999999999,10,35.0,0,7.733000000000001,9830,998,0,0.0,9980.0,False,-0.4164665117927314,0,2.4860000000000007,38537,8,27,1.0,661.1352969269362,False,0.5303999546585607,0,0.2,35429,189,437,1.0,14961.394461795888,False,0.1064903875940677,0,5.825000000000001,-104,888,0,0.0,19112.894210041457,False,-0.756254587286727,0,0.37100000000000005,64367,153,288,1.0,13893.952974018355,False,0.22908511404310736,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,206285,0.0,0.0,20,0,0,7,1,0.5222222222222223,3,10,19,129.0,60.0,10,10,19,2147,0.9888135129585862,134.31967217940837
97,19,0,0,0,10.0,20,10.0,21.76932971131059,16,24.3125,24.285887225538332,5,6.0,34.99999999999999,7,35.0,0,7.733000000000001,9710,1010,0,0.0,10100.0,False,-0.4188289955506556,0,2.4860000000000007,38846,6,21,1.0,517.1559239375224,False,0.5397321715938402,0,0.2,35429,179,447,1.0,14752.501608140228,False,0.1037970810745259,5,5.875000000000001,-2197,904,0,0.0,19679.474059024775,False,-0.8029206542157713,0,0.37100000000000005,64582,148,291,1.0,13779.311309379671,False,0.2318026895779159,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,204596,0.0,0.0,18,0,0,4,3,10.048242424242424,3,7,22,118.0,81.0,7,12,22,445,1.1205784529447556,135.44025063235313
98,22,0,0,0,10.0,20,10.0,21.910034116827788,11,24.0,24.821048811702884,28,27.357142857142858,34.99999999999999,12,35.0,0,7.733000000000001,9620,1019,0,0.0,10190.0,False,-0.4206008583690987,0,2.4860000000000007,39000,7,20,1.0,508.20068233655576,False,0.5456195747989241,0,0.2,36177,169,435,1.0,14499.951998834651,False,0.11982919028925533,6,5.93,-5938,915,0,0.0,20047.681216897425,False,-0.8946405206691925,0,0.37100000000000005,64236,166,289,1.0,14235.294102742677,False,0.22976882995021444,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,201321,0.0,0.0,19,0,0,7,2,10.984848484848484,5,12,27,149.0,90.0,12,10,27,1368,1.2966775335371494,136.73692816589028
99,27,0,0,0,10.0,20,10.0,22.19938700376975,23,24.17391304347826,24.821048811702884,0,,34.99999999999999,9,35.0,0,7.733000000000001,9520,1029,0,0.0,10290.0,False,-0.4225695948340355,3,2.5160000000000005,39400,7,10,1.0,291.9938700376975,False,0.5571129241650135,0,0.2,35901,171,445,1.0,14841.46189885241,False,0.11711529008319257,0,5.924000000000001,-32316,926,0,0.0,20556.63236549079,False,-1.5682744666646364,0,0.37100000000000005,64551,156,290,1.0,14022.083614625648,False,0.23336048063342912,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,175282,0.0,0.0,16,0,0,6,2,517.4853333333333,10,16,24,231.0,63.0,16,11,24,791,1.282243737950921,138.0191719038412
100,24,0,0,0,10.0,20,10.0,20.926950897626913,40,15.775000000000002,22.584076224604885,18,4.611111111111111,34.99999999999999,10,35.0,23,7.963,9311,1043,0,0.0,10430.0,False,-0.42804268220655983,7,2.5830000000000006,39492,3,10,1.0,239.26950897626912,False,0.559697395538376,0,0.2,35270,201,455,1.0,14482.071812618233,False,0.0962103121791933,18,6.104000000000001,-35361,926,0,0.0,19378.35653120252,False,-1.6619861200205968,0,0.37100000000000005,64818,164,290,1.0,13853.788500835199,False,0.2365119135916996,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,171756,0.0,0.0,17,0,0,7,5,5.0,4,11,25,160.0,69.0,11,13,25,780,1.408984711393714,139.4281566152349
