index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,25,0,0,0,10.000000000000002,20,10.0,19.531069738877846,21,20.38095238095238,15.471785651651752,10,8.7,35.00000000000001,10,35.0,10,3.3240000000000007,19338,335,0,0.0,3350.0000000000005,False,-0.17261881324565895,0,0.7670000000000001,29208,1,19,1.0,381.0903250386791,False,0.1575597575508658,0,0.2,38078,26,128,1.0,2488.1963766222484,False,0.013978808362844855,9,3.188000000000001,20718,387,0,0.0,7558.523988945726,False,-0.36830165047774976,0,0.37100000000000005,62494,168,11,1.0,2984.2599894774944,False,0.10279083786733903,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,227852,0.0,0.0,21,0,0,18,4,4.0,18,36,27,134.0,87.0,10,15,27,865,1.253558561205864,51.848563191480935
31,27,0,0,0,10.000000000000002,20,10.0,19.03616482310191,50,17.42,14.947314733763664,12,9.833333333333334,35.000000000000014,5,35.0,37,3.684000000000001,18992,343,0,0.0,3430.0000000000005,False,-0.18466748041107217,0,0.7670000000000001,29436,3,16,1.0,334.57863716963055,False,0.1656215032714421,0,0.2,37577,53,137,1.0,3056.698854150023,False,0.00838961905814876,11,3.2890000000000006,20148,400,0,0.0,7614.465929240764,False,-0.382278675486839,0,0.37100000000000005,62551,170,16,1.0,3101.043504739823,False,0.10477959657319483,0,0.2,58016,0,6,0.0,210.00000000000009,False,0.0017062493536934267,0.5,226720,0.0,0.0,21,0,0,10,5,5.0,20,30,29,164.0,88.0,11,16,29,756,1.3437008764594793,53.192264067940414
32,29,0,0,0,10.000000000000002,20,10.0,18.62255897539881,44,16.818181818181817,13.256174457913067,17,1.7058823529411764,35.00000000000001,10,35.0,0,3.6470000000000007,18862,356,0,0.0,3560.0000000000005,False,-0.18722683781549002,28,1.0470000000000002,29602,0,10,1.0,186.22558975398812,False,0.16923702779371555,0,0.2,36837,87,147,1.0,3568.820276172917,False,-0.004089475552180003,17,3.4480000000000004,19625,400,0,0.0,7449.023590159524,False,-0.3978980970840701,0,0.37100000000000005,62872,177,16,1.0,2906.3428790506127,False,0.1086341635849386,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,225814,0.0,0.0,19,0,0,10,4,3.8235294117647056,28,38,26,136.0,92.0,11,18,26,780,1.429517112672329,54.62178118061274
33,26,0,0,0,10.000000000000002,20,10.0,18.11448748435578,34,14.941176470588236,12.765130916415034,5,1.0,35.00000000000001,8,35.0,32,3.9670000000000014,18574,364,0,0.0,3640.0000000000005,False,-0.19699177068157656,0,1.0190000000000001,29538,2,18,1.0,346.06077471840405,False,0.1698637786887901,0,0.2,36385,109,157,1.0,3978.6046896719404,False,-0.010461517667974027,5,3.4810000000000003,19444,402,0,0.0,7282.023968711024,False,-0.40471861824766603,0,0.37100000000000005,63147,172,18,1.0,2825.6025176233857,False,0.1126779714386214,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,225104,0.0,0.0,20,0,0,13,3,3.0,22,35,27,147.0,41.0,12,14,27,536,1.3707094499841332,55.992490630596876
34,27,0,0,0,10.000000000000002,20,10.0,18.024067085997373,2,8.0,14.699122148507705,24,23.75,35.00000000000001,9,35.0,2,3.955000000000001,18464,373,0,0.0,3730.0000000000005,False,-0.1995511280859944,0,1.0190000000000001,29428,3,28,1.0,534.6738784079265,False,0.16924585341591386,0,0.2,36937,101,144,1.0,3937.1043650708443,False,0.0032375498333012537,1,3.4860000000000007,19420,402,0,0.0,7245.674968570944,False,-0.40580615048258195,0,0.37100000000000005,62892,186,19,1.0,3399.036719622433,False,0.1132246106616666,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,225157,0.0,0.0,20,0,0,11,2,2.0,21,32,25,127.0,64.0,10,17,25,1083,1.3145108195021749,57.30700145009905
35,25,0,0,0,10.0,20,10.0,17.93562926135075,3,12.0,14.181904508418315,8,6.25,35.00000000000001,9,35.0,3,3.983000000000001,18356,382,0,0.0,3820.0,False,-0.2020317360318148,0,1.0190000000000001,29318,4,38,1.0,721.5539119313286,False,0.16859380855871411,0,0.2,36970,91,153,1.0,3801.9736525709204,False,0.0023462306932815354,7,3.555000000000001,19204,405,0,0.0,7263.929850847055,False,-0.41114066721445264,0,0.37100000000000005,63157,184,20,1.0,3309.47042954897,False,0.11702001335311575,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,225021,0.0,0.0,16,0,0,9,3,3.0,23,32,28,130.0,60.0,10,15,28,548,1.3313424484804273,58.63834389857948
36,28,0,0,0,10.0,20,10.0,17.67609184950167,7,10.857142857142858,12.429151389186787,19,1.5789473684210527,35.0,5,35.0,7,4.050000000000001,18158,396,0,0.0,3960.0,False,-0.207071701382053,0,1.0190000000000001,29258,0,48,1.0,848.4524087760801,False,0.16872962178162934,0,0.2,36954,83,163,1.0,3493.067299946085,False,-0.002049158071865906,19,3.738000000000001,18549,410,0,0.0,7247.197658295685,False,-0.4282465490163011,0,0.37100000000000005,63302,193,25,1.0,3273.82621811305,False,0.11921190426142718,0,0.2,58016,0,6,0.0,210.0,False,0.0017062493536934267,0.5,224237,0.0,0.0,13,0,0,15,5,5.0,17,32,21,123.0,84.0,10,18,21,375,2.252301100641489,60.89064499922097
37,21,0,0,0,10.0,20,10.0,18.16774550326576,21,22.19047619047619,12.487859827720401,18,12.88888888888889,35.0,7,35.0,2,4.063000000000001,18052,406,0,0.0,4060.0,False,-0.20927668622278223,0,1.0190000000000001,29594,0,39,1.0,708.5420746273646,False,0.179205065059404,0,0.2,36948,83,165,1.0,3568.4197483449243,False,-0.0012323395004522396,10,3.8190000000000013,18037,421,0,0.0,7648.620856874885,False,-0.4362735835885136,0,0.37100000000000005,63315,201,28,1.0,3490.059825371801,False,0.12129933323025581,0,0.2,58016,0,6,0.0,210.0,False,0.0017062493536934267,0.5,223962,0.0,0.0,18,0,0,11,3,3.0,22,33,25,103.0,78.0,10,11,25,1095,1.2839229237288237,62.17456792294979
38,25,0,0,0,10.0,20,10.0,19.214060821771085,30,25.266666666666666,12.487859827720401,0,,35.0,12,35.0,2,4.081000000000001,17932,416,0,0.0,4160.0,False,-0.21203291727369375,0,1.0190000000000001,30236,0,21,1.0,403.4952772571928,False,0.19847807373424406,0,0.2,36702,85,175,1.0,3818.5706397016124,False,-0.004350559054904353,0,3.809000000000001,17525,439,0,0.0,8434.972700757506,False,-0.4393376392372679,0,0.37100000000000005,63735,191,26,1.0,3295.1812270945966,False,0.12685861593097958,0,0.2,58016,0,6,0.0,210.0,False,0.0017062493536934267,0.5,224146,0.0,0.0,20,0,0,14,1,1.0,21,35,24,156.0,95.0,13,12,24,1362,1.3344777775928378,63.50904570054263
39,24,0,0,0,10.0,20,10.0,19.696054225352214,24,23.375,12.357760993772704,7,10.0,35.00000000000001,9,35.0,8,4.159000000000001,17816,423,0,0.0,4230.0,False,-0.21522227034689137,0,1.0190000000000001,30554,3,15,1.0,325.4408133802832,False,0.20946255095838653,0,0.2,36702,75,185,1.0,3763.3898507493664,False,-0.005062018427676995,7,3.8790000000000004,16852,463,0,0.0,9119.273106338074,False,-0.4478690935232326,0,0.37100000000000005,63980,188,27,1.0,3268.2590668292687,False,0.13084915262167182,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,223920,0.0,0.0,16,0,0,14,4,4.0,23,37,21,138.0,59.0,13,11,21,963,1.2436265954747796,64.75267229601741
40,21,0,0,0,9.999999999999998,20,10.0,19.057116305742362,55,16.89090909090909,14.292958460689357,20,25.95,35.00000000000001,10,35.0,23,4.381000000000001,17611,431,0,0.0,4309.999999999999,False,-0.2217191006811828,17,1.1890000000000003,30712,5,10,1.0,240.57116305742363,False,0.21401289843401627,0,0.2,36346,116,179,1.0,4769.065055929509,False,-0.0012755923681085262,4,3.912000000000001,16690,467,0,0.0,8899.673314781683,False,-0.45487785824159765,0,0.37100000000000005,63811,198,27,1.0,3775.005775216493,False,0.1323033140465384,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,223186,0.0,0.0,19,0,0,13,5,4.894736842105264,24,37,22,128.0,59.0,11,10,22,1362,1.259560159407556,66.01223245542496
41,22,0,0,0,9.999999999999998,20,10.0,18.91054481643763,24,17.583333333333332,15.409268551198611,29,20.275862068965516,35.00000000000001,10,35.0,11,4.468000000000002,17395,443,0,0.0,4429.999999999999,False,-0.22786155845178566,3,1.2020000000000002,30877,3,10,1.0,219.1054481643763,False,0.22008712541174888,0,0.2,36592,123,171,1.0,4960.981934676791,False,0.007542314784383585,11,4.018000000000001,16292,474,0,0.0,8963.598242991437,False,-0.4643166807247107,0,0.37100000000000005,63573,217,27,1.0,4288.811275610099,False,0.13262909995872332,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222745,0.0,0.0,20,0,0,12,5,4.230769230769231,21,33,22,126.0,60.0,12,10,22,1127,1.189604053273797,67.20183650869876
42,22,0,0,0,9.999999999999998,20,10.0,19.200575066204635,15,23.4,14.463213538504748,18,7.111111111111111,35.00000000000001,11,35.0,4,4.497000000000002,17285,450,0,0.0,4499.999999999999,False,-0.23081466314919086,1,1.2090000000000003,31048,6,10,1.0,252.00575066204635,False,0.2274679243741789,0,0.2,36632,117,173,1.0,4748.603224907263,False,0.005835523786839345,10,4.107,15735,485,0,0.0,9312.278907109248,False,-0.4741841296143728,0,0.37100000000000005,63830,225,26,1.0,4164.223046163568,False,0.13598482511946816,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222546,0.0,0.0,18,0,0,10,5,4.090909090909091,22,32,21,212.0,57.0,13,9,21,657,1.2850823299959302,68.48691883869469
43,21,0,0,0,9.999999999999998,20,10.0,19.16075354238358,2,15.0,14.076709283973141,12,9.5,35.00000000000001,11,35.0,2,4.513000000000002,17199,458,0,0.0,4579.999999999999,False,-0.2326259006969327,0,1.2080000000000002,30928,8,20,1.0,463.21507084767165,False,0.22690111176217012,0,0.2,36704,107,177,1.0,4541.778172298289,False,0.005025505057997562,6,4.157000000000001,15579,487,0,0.0,9331.286975140803,False,-0.4779617460657452,0,0.37100000000000005,64101,227,25,1.0,4070.4130074619034,False,0.13984706669420136,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222527,0.0,0.0,21,0,0,11,3,3.0,21,32,22,97.0,49.0,9,12,22,657,1.217544075101614,69.7044629137963
44,22,0,0,0,9.999999999999998,20,10.0,19.109401238273836,16,18.5,14.85838514654662,17,21.235294117647058,35.00000000000001,11,35.0,0,4.511000000000001,17079,470,0,0.0,4699.999999999999,False,-0.23498838445485687,0,1.2080000000000002,31144,6,14,1.0,327.5316173358337,False,0.2327348036645241,0,0.2,36881,106,177,1.0,4655.530702195779,False,0.011056352529600117,7,4.221000000000001,15273,494,0,0.0,9440.044211707274,False,-0.4844501777758216,0,0.37100000000000005,64125,234,24,1.0,4316.86212429191,False,0.1423844586905994,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222518,0.0,0.0,24,0,0,8,2,2.0,18,26,21,83.0,45.0,7,15,21,1221,1.164313024841249,70.86877593863755
45,21,0,0,0,10.0,20,10.0,19.109401238273836,0,,14.074608571016453,11,4.090909090909091,35.00000000000001,6,35.0,0,4.511000000000001,16989,479,0,0.0,4790.0,False,-0.2367602472733,0,1.2080000000000002,31034,7,24,1.0,528.6256297185721,False,0.23236259459224665,0,0.2,36892,96,186,1.0,4452.379713083348,False,0.008720728636969514,10,4.314000000000001,15017,494,0,0.0,9440.044211707274,False,-0.4910515186731914,0,0.37100000000000005,64290,235,28,1.0,4287.533014188867,False,0.1449754663247464,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222238,0.0,0.0,17,0,0,11,2,2.0,21,32,21,131.0,36.0,9,12,21,421,1.1523371953517199,72.02111313398927
46,21,0,0,0,10.0,20,10.0,19.71526212406761,29,23.586206896551722,14.834283348284341,14,22.214285714285715,35.00000000000001,9,35.0,0,4.511000000000001,16859,492,0,0.0,4920.0,False,-0.23931960467771785,5,1.2580000000000002,31558,4,10,1.0,237.1526212406761,False,0.24725661734143156,0,0.2,37048,96,187,1.0,4666.676150039662,False,0.015506396983492364,5,4.354000000000001,14358,513,0,0.0,10113.929469646684,False,-0.4993562471680417,0,0.37100000000000005,64294,239,29,1.0,4560.3937202399575,False,0.147395761265037,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,222133,0.0,0.0,22,0,0,12,2,1.2777777777777777,23,35,25,89.0,61.0,9,12,25,1001,1.2512754872441292,73.2723886212334
47,25,0,0,0,10.0,20,10.0,19.04522682677323,27,14.25925925925926,14.038577199211101,11,4.2727272727272725,35.00000000000001,11,35.0,21,4.721000000000001,16656,506,0,0.0,5060.0,False,-0.24455644367444973,0,1.2530000000000003,31568,0,14,1.0,266.63317557482526,False,0.24823075905766084,0,0.2,36726,112,196,1.0,4884.626535643978,False,0.010013235374471165,10,4.449000000000002,14054,514,0,0.0,9789.246588961441,False,-0.511381555067542,0,0.37100000000000005,64632,240,28,1.0,4349.258527810664,False,0.15140169700984674,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,221652,0.0,0.0,18,0,0,9,3,3.0,27,36,29,201.0,80.0,12,13,29,688,1.4693873012438416,74.74177592247725
48,29,0,0,0,10.0,20,10.0,19.283837204046446,38,20.526315789473685,13.338021119932396,12,5.666666666666667,35.00000000000001,9,35.0,20,4.900000000000001,16412,513,0,0.0,5130.0,False,-0.25278576209788556,4,1.2930000000000004,31888,3,10,1.0,222.83837204046446,False,0.25996846816632807,0,0.2,36501,122,205,1.0,5086.922468479807,False,0.006819526411549898,11,4.549,13233,532,0,0.0,10259.00139255271,False,-0.5264955983425386,0,0.37100000000000005,64879,242,29,1.0,4242.80111102364,False,0.15474131459639137,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,220929,0.0,0.0,19,0,0,14,9,8.222222222222221,21,35,24,153.0,63.0,13,16,24,548,1.445935171097517,76.18771109357476
49,24,0,0,0,10.0,20,10.0,19.67301288844211,8,30.0,14.414628242192679,17,22.58823529411765,35.000000000000014,6,35.0,0,4.880000000000002,16312,523,0,0.0,5230.0,False,-0.2547544985628224,0,1.2890000000000001,32028,3,12,1.0,266.0761546613053,False,0.2663321682612377,0,0.2,36885,112,198,1.0,5057.473835459667,False,0.016341849348371105,0,4.538000000000001,12993,540,0,0.0,10623.426959758739,False,-0.5279857276977986,0,0.37100000000000005,64705,249,33,1.0,4744.242432305978,False,0.15606358305734003,0,0.2,58016,0,6,0.0,210.00000000000009,False,0.0017062493536934267,0.5,220939,0.0,0.0,17,0,0,13,0,0.0,20,33,21,138.0,57.0,10,14,21,1034,1.1902309255674481,77.37794201914221
50,21,0,0,0,10.0,20,10.0,19.883032121908194,14,22.857142857142858,14.358650905714022,1,7.0,35.00000000000001,14,35.0,0,4.880000000000002,16192,535,0,0.0,5350.0,False,-0.25711698232074653,2,1.3090000000000002,32232,1,10,1.0,208.83032121908195,False,0.27323759344054577,0,0.2,36643,113,208,1.0,5233.382018164142,False,0.012369546392008116,1,4.548000000000001,12896,543,0,0.0,10796.486442196148,False,-0.5282557188989666,0,0.37100000000000005,65188,240,29,1.0,4461.076217371366,False,0.16194784924142014,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,221167,0.0,0.0,24,0,0,15,2,1.1818181818181819,16,31,21,95.0,51.0,9,12,21,768,1.2172954371199012,78.59523745626211
51,21,0,0,0,10.000000000000002,20,10.0,20.16741551186251,10,25.6,14.078538850199486,5,7.4,35.00000000000001,8,35.0,2,4.900000000000001,16082,544,0,0.0,5440.000000000001,False,-0.2596763397251644,0,1.3070000000000002,32362,2,12,1.0,262.0089861423501,False,0.2794032560172923,0,0.2,36660,105,217,1.0,5172.621559238853,False,0.012024517267133149,4,4.5870000000000015,12550,551,0,0.0,11112.245947036245,False,-0.5331066793832356,0,0.37100000000000005,65431,235,31,1.0,4393.4566297968795,False,0.1655532093843446,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,221101,0.0,0.0,18,0,0,9,3,3.0,23,32,18,77.0,39.0,8,13,18,753,1.0037526339292526,79.59899009019136
52,18,0,0,0,10.000000000000002,20,10.0,20.034385424122632,2,8.0,13.736737564473792,3,1.0,35.00000000000001,0,,2,4.918000000000001,15982,552,0,0.0,5520.000000000001,False,-0.26203882348308855,0,1.3070000000000002,32242,4,22,1.0,480.7564793306979,False,0.2789848501659782,0,0.2,36644,97,227,1.0,5061.574813275446,False,0.010180180676578809,3,4.613000000000001,12471,551,0,0.0,11038.94636869157,False,-0.5360888812700932,0,0.37100000000000005,65428,228,41,1.0,4566.976164700025,False,0.16699679573868556,0,0.2,58016,0,6,0.0,210.00000000000006,False,0.0017062493536934267,0.5,220783,0.0,0.0,8,0,0,13,3,3.0,20,33,21,59.0,33.0,6,12,21,200,0.9798420863226056,80.57883217651397
53,21,0,0,0,10.000000000000002,20,10.0,19.88994496072941,2,8.0,13.672001347670824,4,12.0,35.00000000000001,2,35.0,2,4.936000000000002,15852,563,0,0.0,5630.000000000001,False,-0.2649919281804938,0,1.3070000000000002,32152,3,32,1.0,666.4782387433411,False,0.27909749652997096,0,0.2,36676,89,233,1.0,4955.78141551222,False,0.009641328204128646,0,4.610000000000001,12471,551,0,0.0,10959.359673361903,False,-0.537115011947371,0,0.37100000000000005,65380,222,51,1.0,4820.1842991829235,False,0.16835152441473003,0,0.2,58086,0,4,0.0,140.00000000000003,False,0.0023094688221709007,0.5,220617,0.0,0.0,14,0,0,10,1,1.0,19,29,18,89.0,47.0,9,12,18,318,1.0967298606410623,81.67556203715503
54,18,0,0,0,10.000000000000002,20,10.0,19.88994496072941,0,,14.871055419755677,14,23.142857142857142,35.000000000000014,3,35.0,0,4.934000000000001,15742,574,0,0.0,5740.000000000001,False,-0.26715753829192423,0,1.3070000000000002,32062,2,42,1.0,855.3776883506351,False,0.2792727032395684,0,0.2,36996,79,233,1.0,5036.261564700696,False,0.018930654521669543,4,4.650000000000001,12371,551,0,0.0,10959.359673361903,False,-0.539693660735406,0,0.37100000000000005,65056,226,61,1.0,5495.858524864784,False,0.16859000486767753,0,0.2,58191,0,1,0.0,35.000000000000014,False,0.003214298024887112,0.5,220418,0.0,0.0,13,0,0,11,1,1.0,19,30,20,90.0,46.0,7,11,20,625,1.0846257209777832,82.76018775813282
55,20,0,0,0,10.000000000000002,20,10.0,19.858807865751587,59,19.779661016949152,17.11915252597755,19,28.894736842105264,35.000000000000014,0,,29,5.224000000000001,15461,583,0,0.0,5830.000000000001,False,-0.27644997440642594,0,1.3070000000000002,32712,3,22,1.0,466.8937730465349,False,0.2972180527827409,0,0.2,37100,102,227,1.0,5911.646025703566,False,0.032898994658375,3,4.676000000000001,11571,577,0,0.0,11458.532138538665,False,-0.553886898677944,0,0.37100000000000005,64507,235,71,1.0,6508.000843604726,False,0.16785013308404342,0,0.2,58191,0,1,0.0,35.000000000000014,False,0.003214298024887112,0.5,219542,0.0,0.0,17,0,0,13,3,3.0,21,34,23,105.0,58.0,9,11,23,1503,1.2012589564546943,83.96144671458751
56,23,0,0,0,10.000000000000002,20,10.0,19.610757520945633,42,18.5,17.266647826429285,1,33.0,35.000000000000014,0,,24,5.435000000000001,15299,592,0,0.0,5920.000000000001,False,-0.2810568177343781,0,1.3070000000000002,33019,4,14,1.0,314.55060529323885,False,0.30630685918205364,0,0.2,36733,121,236,1.0,6447.830547071733,False,0.030348511437232224,0,4.673000000000001,11194,590,0,0.0,11570.346937357923,False,-0.5621667491315379,0,0.37100000000000005,64474,226,81,1.0,6737.26240877302,False,0.16925702672066636,0,0.2,58191,0,1,0.0,35.000000000000014,False,0.003214298024887112,0.5,218910,0.0,0.0,13,0,0,18,1,1.0,15,33,26,134.0,62.0,12,11,26,650,1.2641065372154117,85.22555325180292
57,26,0,0,0,10.000000000000002,20,10.0,19.26889148596143,55,17.98181818181818,17.427351014807446,1,33.0,35.000000000000014,1,35.0,35,5.761,15084,603,0,0.0,6030.000000000001,False,-0.28735677442217583,6,1.3670000000000002,33277,3,10,1.0,222.6889148596143,False,0.31465702474425344,0,0.2,36209,150,245,1.0,7160.034721522039,False,0.026019013944327474,0,4.673000000000001,10762,606,0,0.0,11676.948240492626,False,-0.5719320752901931,0,0.37100000000000005,64441,217,91,1.0,6966.735170213217,False,0.1706657403244736,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,217999,0.0,0.0,14,0,0,16,3,2.125,19,35,29,163.0,77.0,11,15,29,268,1.2459967751055956,86.47155002690852
58,29,0,0,0,10.000000000000002,20,10.0,19.683332444648446,15,26.2,16.586334772059637,7,6.0,35.000000000000014,0,,2,5.746,14954,614,0,0.0,6140.000000000001,False,-0.29030987911958106,3,1.3910000000000002,33510,2,10,1.0,216.83332444648445,False,0.3237160555271585,0,0.2,36226,142,254,1.0,7007.962239243227,False,0.024496676627684646,6,4.733000000000001,10228,619,0,0.0,12183.982783237389,False,-0.5791647397725969,0,0.37100000000000005,64399,214,101,1.0,7084.4756412207635,False,0.17095649616714995,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,217543,0.0,0.0,12,0,0,17,4,3.230769230769231,19,36,29,135.0,89.0,12,17,29,233,1.3869575867429376,87.85850761365145
59,29,0,0,0,10.000000000000002,20,10.0,20.1261704291953,16,26.375,16.7758655748908,1,33.0,35.000000000000014,0,,2,5.764,14824,625,0,0.0,6250.000000000001,False,-0.29326298381698623,4,1.4280000000000004,33754,1,10,1.0,211.261704291953,False,0.3332137989583801,0,0.2,36243,134,263,1.0,7108.959483708451,False,0.02623722903182644,0,4.727000000000001,9822,633,0,0.0,12739.865881680626,False,-0.5824669174615701,0,0.37100000000000005,64366,205,111,1.0,7324.052442852615,False,0.17245228053886985,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,217235,0.0,0.0,13,0,0,16,2,1.2857142857142856,19,35,26,118.0,53.0,11,18,26,233,1.340859075076878,89.19936668872833
60,26,0,0,0,10.000000000000002,20,10.0,20.015729977977987,2,8.0,16.98184669779234,3,22.333333333333332,35.000000000000014,0,,2,5.782000000000001,14714,634,0,0.0,6340.000000000001,False,-0.2958223412214041,0,1.4240000000000002,33644,2,20,1.0,420.3145995595597,False,0.33299827931565845,0,0.2,36293,126,271,1.0,7124.062432326949,False,0.02772127942659804,1,4.737000000000001,9797,633,0,0.0,12669.957076060065,False,-0.5840129309430111,0,0.37100000000000005,64299,198,121,1.0,7597.405646162884,False,0.17365314575646215,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,216973,0.0,0.0,15,0,0,14,2,2.0,15,29,20,127.0,54.0,8,18,20,266,1.3605440314859152,90.55991072021425
61,20,0,0,0,10.000000000000002,20,10.0,19.777366248656087,4,8.0,17.00905285430221,2,18.0,35.000000000000014,0,,2,5.799999999999999,14584,645,0,0.0,6450.000000000001,False,-0.29877544591880933,0,1.4240000000000002,33570,1,28,1.0,563.7662549623705,False,0.33290873439702257,0,0.2,36294,120,280,1.0,7135.818749043349,False,0.027898642973740954,1,4.746,9774,633,0,0.0,12519.072835399304,False,-0.5865514074858265,0,0.37100000000000005,64263,190,131,1.0,7816.720042317422,False,0.17492261592428224,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,216711,0.0,0.0,14,0,0,16,2,2.0,15,31,21,43.0,57.0,6,14,21,249,1.3459758330136538,91.9058865532279
62,21,0,0,0,10.000000000000002,20,10.0,20.31000639735039,14,27.214285714285715,17.470135910883812,2,33.0,35.000000000000014,0,,0,5.798000000000001,14484,655,0,0.0,6550.000000000001,False,-0.3007441823837461,0,1.4240000000000002,33851,1,24,1.0,497.4401535364093,False,0.3426672471854238,0,0.2,36360,110,288,1.0,7265.499846043081,False,0.03127256119189118,0,4.745000000000001,9393,647,0,0.0,13140.574139085702,False,-0.5883628914506743,0,0.37100000000000005,64197,182,141,1.0,8114.564735780856,False,0.17635176946486547,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,216511,0.0,0.0,15,0,0,18,0,0.0,13,31,18,84.0,57.0,7,14,18,647,2.326111065223813,94.23199761845171
63,18,0,0,0,10.0,20,10.0,20.500398086471453,13,23.076923076923077,17.486584602388916,2,18.0,35.000000000000014,0,,0,5.798000000000001,14404,663,0,0.0,6630.0,False,-0.30231917155569554,0,1.4240000000000002,34031,3,21,1.0,460.5083598159005,False,0.3490276087690652,0,0.2,36151,111,297,1.0,7469.059814507838,False,0.02850773355476844,1,4.755000000000001,9312,649,0,0.0,13304.758358119972,False,-0.5883347297818466,0,0.37100000000000005,64161,174,151,1.0,8327.665720815672,False,0.17756769605335634,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,216285,0.0,0.0,15,0,0,16,1,1.0,16,32,21,82.0,45.0,8,10,21,533,1.1633569626137614,95.39535458106548
64,21,0,0,0,10.0,20,10.0,19.873059237512823,42,17.333333333333332,16.273048882374226,5,2.2,35.000000000000014,0,,35,6.148000000000001,14199,673,0,0.0,6730.0,False,-0.3084222545969996,0,1.4240000000000002,34134,3,24,1.0,506.9534217003078,False,0.3539975867563159,0,0.2,35626,136,307,1.0,7698.562063190631,False,0.017928855894670383,5,4.804000000000001,8982,656,0,0.0,13036.726859808412,False,-0.600300066273744,0,0.37100000000000005,64150,169,161,1.0,8385.145261121248,False,0.17787343818828413,0,0.2,58226,0,0,0.0,0.0,False,0.003515907759125849,0.5,215317,0.0,0.0,14,0,0,19,3,3.0,15,34,21,128.0,45.0,11,10,21,403,1.2233466310426593,96.61870121210814
