index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,7,0,0,0,10.000000000000002,20,10.0,14.492603612623416,66,15.590909090909092,6.760495250898643,4,2.0,31.000000000000004,11,31.0,5,0.9520000000000002,56687,8,10,1.0,224.92603612623418,False,0.061116855067686326,33,3.374000000000001,43622,210,0,0.0,2100.0000000000005,False,-0.16544612165595576,0,1.3880000000000003,79652,295,0,0.0,4275.318065723907,False,-0.03573809513137136,4,1.9410000000000003,72292,329,0,0.0,4768.066588553103,False,-0.11960442232139974,1,0.255,108344,129,10,1.0,1182.103887365925,False,0.039535956405860787,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,465367,0.0,0.0,17,0,0,12,8,6.7631578947368425,11,23,7,65.0,11.0,5,2,7,889,0.95921147800982,42.35594445181778
21,7,0,0,0,10.000000000000002,20,10.0,15.654838457793197,42,23.023809523809526,7.130610225022997,17,9.647058823529411,31.000000000000004,9,31.0,23,1.1770000000000003,56956,9,10,1.0,246.54838457793198,False,0.06634423464894951,9,3.431000000000001,43413,219,0,0.0,2190.0000000000005,False,-0.16850993872365866,9,1.4780000000000004,79158,311,0,0.0,4868.654760373684,False,-0.03806454321233128,8,2.0170000000000003,71471,355,0,0.0,5557.467652516585,False,-0.1246302940750723,0,0.254,108459,136,11,1.0,1310.7629906031275,False,0.04124724688241057,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,464227,0.0,0.0,13,0,0,13,9,8.285714285714285,12,25,6,78.0,21.0,5,2,6,479,0.9733460540301166,43.329290505847894
22,6,0,0,0,10.000000000000002,20,10.0,15.926727219020215,6,28.5,7.171745965494078,18,7.444444444444445,31.000000000000007,9,31.0,0,1.1540000000000004,56996,11,15,1.0,348.9009082853032,False,0.06804757237600229,1,3.432000000000001,43325,227,0,0.0,2270.0000000000005,False,-0.16940666567030338,8,1.5490000000000004,79030,311,0,0.0,4953.212165115287,False,-0.03907515730116784,10,2.1090000000000004,71030,361,0,0.0,5749.548526066297,False,-0.1286972063164411,0,0.254,108604,144,12,1.0,1404.7314190311472,False,0.0430792971745513,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,463755,0.0,0.0,14,0,0,11,4,4.0,14,25,7,96.0,0.0,6,0,7,639,0.9558414460043423,44.285131951852236
23,7,0,0,0,10.000000000000002,20,10.0,16.91344888705004,20,29.5,7.295645681742104,26,7.884615384615385,31.000000000000004,11,31.0,4,1.1940000000000002,57399,12,10,1.0,289.13448887050043,False,0.07501806987810591,1,3.4410000000000003,43217,236,0,0.0,2360.0000000000005,False,-0.17058361978777462,6,1.6010000000000002,78928,312,0,0.0,5276.996052759613,False,-0.038369059237926856,20,2.299000000000001,69871,380,0,0.0,6427.1105770790155,False,-0.1383672051904658,0,0.254,108740,160,11,1.0,1508.3033090787367,False,0.04487128458793961,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,462925,0.0,0.0,17,0,0,13,7,6.2105263157894735,11,24,9,73.0,14.0,6,1,9,541,0.981167635996826,45.26629958784906
24,9,0,0,0,10.000000000000002,20,10.0,16.491774074422022,11,7.0,7.279063650546483,8,7.0,31.000000000000007,8,31.0,0,1.1900000000000002,57394,10,11,1.0,281.40951481864226,False,0.07485250256705506,2,3.460000000000001,43061,248,0,0.0,2480.0000000000005,False,-0.1723770736810641,4,1.6350000000000002,78787,323,0,0.0,5326.843026038313,False,-0.03973754715201237,4,2.3190000000000004,69767,380,0,0.0,6266.874148280368,False,-0.14053787300149514,0,0.254,108932,158,13,1.0,1553.0920567863445,False,0.04691718860593533,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,462711,0.0,0.0,15,0,0,14,3,3.0,12,26,7,106.0,15.0,8,1,7,523,1.0280341579928063,46.29433374584187
25,7,0,0,0,10.000000000000002,20,10.0,16.491774074422022,0,,7.582365153848032,19,9.631578947368421,31.000000000000007,8,31.0,0,1.1900000000000004,57324,7,21,1.0,416.32725556286243,False,0.07480502966263325,0,3.458,42931,261,0,0.0,2610.0000000000005,False,-0.17359139142131222,15,1.7810000000000006,78470,323,0,0.0,5326.843026038313,False,-0.043474829193016366,4,2.3550000000000004,69667,380,0,0.0,6266.874148280368,False,-0.141716826326733,0,0.254,108997,167,15,1.0,1731.2549806926213,False,0.04838754380435821,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,462159,0.0,0.0,14,0,0,13,4,4.0,12,25,10,73.0,14.0,5,2,10,448,0.9490497700171545,47.24338351585902
26,10,0,0,0,10.000000000000002,20,10.0,16.05545718106729,46,13.847826086956522,7.1208778977777625,10,1.0,31.000000000000007,7,31.0,0,1.1900000000000004,57827,4,10,1.0,200.55457181067288,False,0.08218646850069751,25,3.708000000000001,42211,274,0,0.0,2740.0000000000005,False,-0.18582797788073532,0,1.7660000000000002,78181,357,0,0.0,5731.798213641023,False,-0.04449488797797117,10,2.451000000000001,69024,392,0,0.0,6293.739214978377,False,-0.14913913290943054,0,0.254,109204,167,18,1.0,1747.1866089288865,False,0.05043890091289839,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,461217,0.0,0.0,15,0,0,13,6,6.0,14,27,9,111.0,17.0,8,2,9,990,0.9651191729935817,48.208502688852604
27,9,0,0,0,10.000000000000002,20,10.0,16.298877964588744,60,17.316666666666666,7.1208778977777625,0,,31.00000000000001,12,31.0,29,1.4800000000000002,57960,7,10,1.0,232.98877964588746,False,0.0849741142920144,21,3.893000000000001,41660,281,0,0.0,2810.0000000000005,False,-0.19546779255716634,0,1.7660000000000002,77494,404,0,0.0,6584.746697693852,False,-0.047566365064701785,0,2.4410000000000007,68672,405,0,0.0,6601.0455756584415,False,-0.1514775493353153,0,0.254,109576,157,16,1.0,1613.977829951109,False,0.053353203631723294,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,460132,0.0,0.0,15,0,0,11,7,6.090909090909091,12,23,13,89.0,9.0,6,3,13,572,0.9951956769800745,49.20369836583268
28,13,0,0,0,10.000000000000002,20,10.0,15.839954613330631,10,3.0,6.947440883762993,14,5.357142857142857,31.00000000000001,8,31.0,0,1.4510000000000003,57880,5,20,1.0,366.7990922666126,False,0.08472947889204348,10,3.9720000000000013,41380,293,0,0.0,2930.0000000000005,False,-0.19957779106262144,6,1.8260000000000003,77356,414,0,0.0,6557.741209918881,False,-0.04935251170158985,8,2.5210000000000004,68455,405,0,0.0,6415.181618398906,False,-0.15513150270334647,0,0.254,109749,161,18,1.0,1676.537982285842,False,0.05530258980783761,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,459590,0.0,0.0,10,0,0,9,4,4.0,18,27,11,123.0,26.0,8,5,11,448,1.0175269700121135,50.22122533584479
29,11,0,0,0,10.000000000000002,20,10.0,15.787091188734605,1,2.0,7.017275742726717,3,10.0,31.00000000000001,11,31.0,0,1.4510000000000003,57780,5,30,1.0,523.6127356620382,False,0.08432607920772345,1,3.972000000000001,41263,303,0,0.0,3030.0000000000005,False,-0.2008294724256464,3,1.8500000000000005,77300,415,0,0.0,6551.642843324861,False,-0.050048674011595795,0,2.5130000000000003,68455,405,0,0.0,6393.771931437515,False,-0.1552577078115236,0,0.254,110060,154,17,1.0,1607.6604643799146,False,0.05794173440901933,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,459628,0.0,0.0,14,0,0,12,2,2.0,16,28,13,126.0,6.0,9,2,13,541,1.0003533500130288,51.22157868585782
30,13,0,0,0,10.000000000000002,20,10.0,16.063428279772335,14,20.714285714285715,7.629554517015815,25,10.52,31.000000000000007,9,31.0,0,1.4510000000000003,57976,3,28,1.0,479.77599183362537,False,0.0875782393498134,2,3.991000000000001,41119,315,0,0.0,3150.0000000000005,False,-0.2023987445822747,25,2.0970000000000004,76356,427,0,0.0,6859.083875462788,False,-0.05936570026607331,0,2.513000000000001,68441,407,0,0.0,6537.81530986734,False,-0.15457365917716515,0,0.254,110076,169,18,1.0,1847.3947133756728,False,0.05923827540926626,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,458738,0.0,0.0,16,0,0,16,5,5.0,14,30,8,134.0,16.0,11,2,8,755,0.97336466005072,52.19494334590854
31,8,0,0,0,10.000000000000002,20,10.0,15.714331753959025,9,7.0,7.508665008577236,7,5.285714285714286,31.000000000000007,8,31.0,0,1.4510000000000003,57826,8,38,1.0,677.1446066504429,False,0.08661956925955054,9,4.079000000000001,40938,320,0,0.0,3200.0000000000005,False,-0.20531310715887013,0,2.0720000000000005,76340,431,0,0.0,6772.87698595634,False,-0.06006250229332163,7,2.5830000000000006,68223,412,0,0.0,6474.304682631118,False,-0.15751815775202424,0,0.254,110287,166,20,1.0,1866.4383914238215,False,0.06134265206992811,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,458384,0.0,0.0,12,0,0,13,5,5.0,12,25,6,38.0,12.0,4,4,6,448,0.8626078190281987,53.05755116493674
32,6,0,0,0,10.000000000000002,20,10.0,14.544076656353678,59,10.372881355932204,7.536616266054863,16,7.75,31.000000000000007,5,31.0,0,1.4510000000000003,58178,8,23,1.0,414.5137630961346,False,0.09074235692624552,34,4.410000000000001,39981,330,0,0.0,3300.0000000000005,False,-0.22225751008817815,7,2.1420000000000003,75702,474,0,0.0,6893.892335111643,False,-0.06687086726688171,9,2.666000000000001,67925,428,0,0.0,6224.864808919374,False,-0.1625018285040298,0,0.254,110318,172,25,1.0,2071.297997761437,False,0.06261593441179399,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,456874,0.0,0.0,15,0,0,12,9,9.0,11,23,7,67.0,3.0,5,1,7,807,0.9170832699746825,53.97463443491142
33,7,0,0,0,10.000000000000002,20,10.0,15.234160498670708,16,25.6875,7.536616266054863,0,,31.000000000000007,10,31.0,0,1.4510000000000003,58509,6,17,1.0,318.980728477402,False,0.09603367142876064,0,4.376000000000001,39861,342,0,0.0,3420.0000000000005,False,-0.2233784187714841,0,2.1350000000000002,75353,488,0,0.0,7434.270323351306,False,-0.06780001224135936,0,2.6570000000000005,67863,430,0,0.0,6550.689014428404,False,-0.16131212191303798,0,0.254,110628,162,25,1.0,1995.931835100888,False,0.06521457666186779,0,0.2,104770,0,6,0.0,186.00000000000006,False,0.00067753263607909,0.3333333333333333,456984,0.0,0.0,19,0,0,11,0,0.0,13,24,8,96.0,3.0,6,1,8,921,0.9030166189768352,54.87765105388826
34,8,0,0,0,10.000000000000002,20,10.0,15.60281773658715,27,18.77777777777778,7.500377215599296,15,7.2,31.000000000000004,13,31.0,5,1.5010000000000003,58781,8,10,1.0,236.0281773658715,False,0.10034027216938672,5,4.426000000000001,39706,350,0,0.0,3500.0000000000005,False,-0.2255268270811538,10,2.2350000000000008,75051,502,0,0.0,7832.614503766749,False,-0.069012305303128,5,2.7070000000000007,67322,443,0,0.0,6912.048257308107,False,-0.1655601309975825,0,0.254,110923,167,22,1.0,1934.5629950050825,False,0.06773686443146938,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,456553,0.0,0.0,18,0,0,9,5,4.555555555555555,17,26,12,91.0,3.0,7,1,12,1009,0.9774106420227326,55.85506169591099
35,12,0,0,0,10.0,20,10.0,15.65465543591638,9,17.0,6.7243404145672105,17,1.0,31.0,10,31.0,0,1.4960000000000004,58842,6,15,1.0,294.8198315387457,False,0.1020290299613169,4,4.461000000000001,39522,362,0,0.0,3620.0,False,-0.2278433716933194,0,2.2250000000000005,74991,508,0,0.0,7952.5649614455215,False,-0.06901259734354984,17,2.8720000000000008,66674,446,0,0.0,6981.976324418705,False,-0.17278753890888632,0,0.254,111216,174,22,1.0,1852.0352321346945,False,0.07013911000904023,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,456015,0.0,0.0,16,0,0,11,4,4.0,16,27,6,134.0,17.0,9,3,6,651,1.0615195680293255,56.916581263940316
36,6,0,0,0,10.0,20,10.0,16.21708774455597,24,21.333333333333332,7.092183911247153,31,8.612903225806452,31.000000000000004,7,31.0,7,1.5660000000000005,59087,8,10,1.0,242.17087744555968,False,0.10611428483639929,2,4.477000000000001,39406,370,0,0.0,3700.0,False,-0.22926318935884024,23,2.4550000000000005,74100,524,0,0.0,8497.753978147328,False,-0.07630330945080041,8,2.935,66278,454,0,0.0,7362.55783602841,False,-0.17521275488364674,0,0.254,111166,195,25,1.0,2157.975862693195,False,0.07112172619423805,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,454807,0.0,0.0,14,0,0,7,8,7.25,18,25,10,67.0,3.0,5,1,10,591,0.937096630979795,57.85367789492011
37,10,0,0,0,10.0,20,10.0,15.40431266920104,13,1.7692307692307692,6.898359660803699,22,5.636363636363637,31.0,9,31.0,0,1.5590000000000004,58997,7,20,1.0,378.0862533840208,False,0.10570249452047552,13,4.605000000000001,39042,381,0,0.0,3810.0,False,-0.23503586907786578,10,2.5320000000000005,73875,537,0,0.0,8272.115903360958,False,-0.0802860382254339,12,3.047000000000001,65918,454,0,0.0,6993.557951817273,False,-0.18163215505701855,0,0.254,111321,207,26,1.0,2233.9604497863656,False,0.07296339629831648,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,453923,0.0,0.0,12,0,0,11,6,6.0,16,27,5,131.0,3.0,9,1,5,479,1.077423427021131,58.93110132194124
38,5,0,0,0,10.0,20,10.0,15.445444546107572,1,24.0,7.230050438878436,29,8.931034482758621,31.000000000000004,8,31.0,0,1.5590000000000006,58931,6,29,1.0,507.91789183711956,False,0.10568224005975488,0,4.5920000000000005,38932,392,0,0.0,3920.0,False,-0.23606336870422956,19,2.7120000000000006,73428,538,0,0.0,8309.649165805873,False,-0.08533470976641477,10,3.1350000000000007,65668,454,0,0.0,7012.231823932838,False,-0.1844694602519845,0,0.254,111310,226,28,1.0,2501.9913991865265,False,0.07413729769059908,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,453039,0.0,0.0,15,0,0,10,4,4.0,14,24,2,67.0,0.0,5,0,2,472,0.8341132029891014,59.76521452493034
39,2,0,0,0,10.0,20,10.0,15.608048498795785,27,16.74074074074074,7.389393469662041,27,8.333333333333334,31.000000000000004,12,31.0,0,1.5590000000000004,59213,8,21,1.0,407.7690184747115,False,0.11001502968983247,9,4.682000000000001,38711,400,0,0.0,4000.0,False,-0.23944477656553578,10,2.793,72878,557,0,0.0,8693.683013829252,False,-0.08955516314456764,17,3.295000000000001,65165,462,0,0.0,7210.918406443653,False,-0.18922838444227466,0,0.254,111457,243,26,1.0,2601.622613127876,False,0.07601545257809693,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,452194,0.0,0.0,18,0,0,3,7,7.0,17,20,7,30.0,0.0,2,0,7,974,0.9057453359710053,60.67095986090135
40,7,0,0,0,9.999999999999998,20,10.0,15.879177997124533,4,29.0,7.416634554652827,1,12.0,31.000000000000004,11,31.0,0,1.5590000000000004,59219,9,27,1.0,518.7378059223623,False,0.11116366953671308,0,4.673000000000001,38621,409,0,0.0,4089.999999999999,False,-0.24028545807801524,1,2.793,72862,557,0,0.0,8844.702144398365,False,-0.08885357314581085,0,3.278000000000001,65049,466,0,0.0,7399.696946660032,False,-0.1894831648609423,0,0.254,111786,234,25,1.0,2510.4924857887618,False,0.07872019088188395,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,452307,0.0,0.0,15,0,0,4,1,1.0,22,26,8,105.0,0.0,7,0,8,657,1.079196352045983,61.75015621294733
41,8,0,0,0,9.999999999999998,20,10.0,16.928778335479638,37,21.972972972972972,7.523562198496569,9,9.333333333333334,31.0,14,31.0,7,1.6290000000000002,59836,5,10,1.0,219.28778335479637,False,0.11989321274244132,3,4.703,38427,423,0,0.0,4229.999999999999,False,-0.24260200269018084,4,2.832,72101,590,0,0.0,9987.979217932987,False,-0.09108605641331159,5,3.3280000000000007,64829,470,0,0.0,7956.52581767543,False,-0.18879448593110534,0,0.254,112136,233,21,1.0,2403.9899922497007,False,0.08155197912173495,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,452099,0.0,0.0,15,0,0,5,4,3.5384615384615383,20,25,6,88.0,7.0,7,1,6,1145,1.0339267529780045,62.784082965925336
42,6,0,0,0,9.999999999999998,20,10.0,16.655344050718146,12,12.25,7.788949136236513,12,11.0,30.999999999999996,13,31.0,0,1.622,59864,5,16,1.0,316.48550481149033,False,0.12132421821113701,8,4.780000000000002,38188,433,0,0.0,4329.999999999999,False,-0.24613286504259452,12,2.9480000000000004,71883,597,0,0.0,9943.240398278733,False,-0.09391989956332322,0,3.323000000000001,64696,475,0,0.0,7911.288424091119,False,-0.19062915773162822,0,0.254,112407,235,18,1.0,2388.4030470155803,False,0.08406368352076289,0,0.2,104770,0,6,0.0,185.99999999999997,False,0.00067753263607909,0.3333333333333333,451808,0.0,0.0,18,0,0,5,3,3.0,18,23,10,81.0,14.0,5,1,10,731,1.05559478799114,63.839677753916476
43,10,0,0,0,9.999999999999998,20,10.0,17.473341902960428,25,23.52,7.884393014862825,13,8.923076923076923,30.999999999999996,11,31.0,8,1.7020000000000002,60186,5,10,1.0,224.73341902960428,False,0.12648271389767607,1,4.782000000000001,38083,443,0,0.0,4429.999999999999,False,-0.2471603646689583,10,3.0360000000000005,71115,621,0,0.0,10850.945321738425,False,-0.09762355241191198,3,3.353000000000001,64604,476,0,0.0,8317.310745809164,False,-0.18932038795929565,0,0.254,112632,238,17,1.0,2403.4855375373522,False,0.08628275792778717,0,0.2,104770,0,6,0.0,185.99999999999997,False,0.00067753263607909,0.3333333333333333,451390,0.0,0.0,16,0,0,8,5,4.7272727272727275,20,28,13,105.0,20.0,8,2,13,840,1.218410508998204,65.05808826291468
44,13,0,0,0,9.999999999999998,20,10.0,17.694202077245254,35,18.885714285714286,8.176357853156082,25,9.8,31.0,11,31.0,19,1.8840000000000003,60288,7,10,1.0,246.9420207724525,False,0.1285957071137764,6,4.841000000000001,37901,451,0,0.0,4509.999999999999,False,-0.24981318188611568,19,3.216000000000001,70615,637,0,0.0,11271.206723205227,False,-0.10104097615445927,6,3.4100000000000006,63865,495,0,0.0,8758.6300282364,False,-0.19543137885525758,0,0.254,112728,253,16,1.0,2564.618536848489,False,0.08796768139194064,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,450167,0.0,0.0,17,0,0,14,7,7.0,18,32,11,187.0,0.0,13,0,11,601,1.150435618008487,66.20852388092317
45,11,0,0,0,10.0,20,10.0,16.62501572625016,15,2.2666666666666666,7.942019117236759,7,3.0,31.0,11,31.0,0,1.8650000000000002,60148,11,20,1.0,442.5003145250032,False,0.12780694509906038,15,4.985000000000001,37546,457,0,0.0,4570.0,False,-0.25588477058735615,0,3.1970000000000014,70587,651,0,0.0,10822.885237788856,False,-0.10401383361556178,7,3.474000000000001,63684,496,0,0.0,8246.00780022008,False,-0.20058707277549148,0,0.254,113048,250,15,1.0,2450.50477930919,False,0.09047687218160347,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,449783,0.0,0.0,13,0,0,5,4,4.0,21,26,8,139.0,6.0,9,2,8,541,1.0701383670093492,67.27866224793252
46,8,0,0,0,10.0,20,10.0,16.560910834988235,8,15.0,8.068415015305463,6,11.0,30.999999999999996,15,31.0,0,1.8650000000000002,60123,11,25,1.0,524.0227708747059,False,0.12810139339107302,3,5.000000000000001,37434,467,0,0.0,4670.0,False,-0.25704304289343893,6,3.2570000000000006,70485,651,0,0.0,10781.15295357734,False,-0.10546236808350913,0,3.4670000000000014,63564,504,0,0.0,8346.699060834071,False,-0.20140826528316058,0,0.254,113447,246,10,1.0,2294.830093765144,False,0.09354163530500963,0,0.2,104770,0,6,0.0,185.99999999999997,False,0.00067753263607909,0.3333333333333333,449823,0.0,0.0,17,0,0,6,2,2.0,20,26,5,76.0,6.0,6,2,5,740,0.9711623539915308,68.24982460192405
47,5,0,0,0,10.0,20,10.0,16.560910834988235,0,,7.956591158091974,9,6.333333333333333,31.0,8,31.0,0,1.8650000000000002,60043,9,35,1.0,669.6318792245883,False,0.12796696942931352,0,4.997000000000002,37314,479,0,0.0,4790.0,False,-0.2581639515767449,5,3.3010000000000006,70390,651,0,0.0,10781.15295357734,False,-0.1065823737424851,4,3.5070000000000014,63464,504,0,0.0,8346.699060834071,False,-0.20258721860839846,0,0.254,113638,245,12,1.0,2321.3648337325335,False,0.09549090022965753,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,449619,0.0,0.0,13,0,0,4,2,2.0,19,23,8,51.0,3.0,4,1,8,448,0.9211997360107489,69.1710243379348
48,8,0,0,0,10.0,20,10.0,16.677689786971104,32,17.34375,7.933252335110671,1,5.0,31.0,10,31.0,0,1.8650000000000002,60450,9,29,1.0,573.653003822162,False,0.13467393704063452,16,5.157000000000002,36958,489,0,0.0,4890.0,False,-0.2638805858616051,0,3.2960000000000003,70342,667,0,0.0,11124.019087909726,False,-0.10512715549268624,1,3.5130000000000017,62934,520,0,0.0,8672.398689224974,False,-0.20691574793255818,0,0.254,113943,236,12,1.0,2244.2475510861186,False,0.09803347369592204,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,449397,0.0,0.0,15,0,0,6,2,2.0,19,25,11,70.0,22.0,5,3,11,1017,0.9843243460054509,70.15534868394025
49,11,0,0,0,10.0,20,10.0,18.033223625867787,39,24.743589743589745,7.844932708505538,6,6.166666666666667,31.000000000000004,9,31.0,10,1.9650000000000003,61127,8,10,1.0,260.3322362586779,False,0.14439482360875314,0,5.141000000000002,36848,500,0,0.0,5000.0,False,-0.2649080854879689,1,3.3060000000000005,69613,698,0,0.0,12587.190090855716,False,-0.10509667363709618,5,3.562000000000001,62567,528,0,0.0,9521.542074458192,False,-0.206237004548059,0,0.254,114185,232,13,1.0,2223.024388373285,False,0.10024154700918618,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,449110,0.0,0.0,16,0,0,9,4,3.642857142857143,21,30,7,155.0,3.0,10,1,7,1094,1.0227536220336333,71.17810230597388
50,7,0,0,0,10.0,20,10.0,17.00798844246361,16,3.625,7.481151498205094,11,3.909090909090909,31.0,11,31.0,0,1.9550000000000003,61057,5,20,1.0,390.1597688492722,False,0.14429980355000446,16,5.301000000000001,36444,513,0,0.0,5130.0,False,-0.27124121954864744,4,3.3450000000000006,69509,712,0,0.0,12109.68777103409,False,-0.10913754983415618,7,3.6270000000000007,62338,530,0,0.0,9014.233874505713,False,-0.21192727110912565,0,0.254,114483,233,12,1.0,2115.1082990817868,False,0.10257036939404628,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,448601,0.0,0.0,16,0,0,6,5,5.0,18,24,7,94.0,3.0,6,1,7,541,0.9719728989875875,72.15007520496147
51,7,0,0,0,10.000000000000002,20,10.0,17.66533379831848,21,24.0,7.237984768599379,17,5.705882352941177,31.0,7,31.0,0,1.9550000000000003,61435,2,16,1.0,302.64534077309565,False,0.15054406423528904,7,5.355000000000001,36229,526,0,0.0,5260.000000000001,False,-0.2740434912569123,10,3.4410000000000003,69288,714,0,0.0,12613.048331999393,False,-0.10877584364721357,7,3.6900000000000013,61651,549,0,0.0,9698.268255276844,False,-0.215994457414574,0,0.254,114603,240,15,1.0,2202.116344463851,False,0.10413064138705166,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,447976,0.0,0.0,13,0,0,6,5,5.0,22,28,11,89.0,0.0,7,0,11,865,0.9842995710205287,73.134374775982
52,11,0,0,0,10.000000000000002,20,10.0,18.142863601211232,14,25.0,7.82994689335485,36,9.666666666666666,31.000000000000004,11,31.0,0,1.9550000000000003,61685,2,12,1.0,237.71436321453479,False,0.1546080029443892,0,5.348000000000001,36129,536,0,0.0,5360.000000000001,False,-0.27497758182633386,25,3.681000000000001,68234,728,0,0.0,13208.004701681777,False,-0.11769488274317808,11,3.7930000000000015,61376,549,0,0.0,9960.432117064967,False,-0.21769118427591647,0,0.254,114596,266,14,1.0,2516.76587363239,False,0.10556514749996371,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,446790,0.0,0.0,15,0,0,7,8,8.0,21,28,9,133.0,10.0,10,1,9,891,1.0533172570285387,74.18769203301053
53,9,0,0,0,10.000000000000002,20,10.0,16.92625526848139,21,5.714285714285714,8.170516174461945,16,11.0,31.000000000000004,13,31.0,0,1.9550000000000003,61625,2,17,1.0,307.74633956418364,False,0.15414125634774495,16,5.508000000000002,35737,546,0,0.0,5460.000000000001,False,-0.2813667613211777,16,3.8160000000000007,67825,744,0,0.0,12593.133919750155,False,-0.1261413216081503,0,3.7820000000000014,61321,554,0,0.0,9377.14541873869,False,-0.22177794756759125,0,0.254,114823,272,11,1.0,2563.380399453649,False,0.10795375791784514,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,446101,0.0,0.0,16,0,0,7,5,5.0,19,26,10,93.0,20.0,7,2,10,643,0.9851671820506454,75.17285921506118
