index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,10,0,0,0,10.000000000000002,20,10.0,16.61789808362623,30,14.633333333333333,7.576838039084241,27,4.629629629629629,31.000000000000004,7,31.0,6,2.0150000000000006,61808,5,10,1.0,216.1789808362623,False,0.1567047057692821,7,5.562,35536,553,0,0.0,5530.000000000001,False,-0.2844679420116574,11,3.91,67464,764,0,0.0,12696.07413589044,False,-0.1297905345616626,16,3.9420000000000015,60481,564,0,0.0,9372.494519165193,False,-0.2317085714671768,0,0.254,114915,289,14,1.0,2623.7061932953457,False,0.10911952340491324,0,0.2,104770,0,6,0.0,186.00000000000003,False,0.00067753263607909,0.3333333333333333,444974,0.0,0.0,14,0,0,7,10,9.125,19,26,11,101.0,14.0,9,1,11,737,0.9952239349950105,76.16808315005619
55,11,0,0,0,10.000000000000002,20,10.0,16.028730070371953,10,4.2,7.51023157434205,15,6.866666666666666,31.0,7,31.0,0,2.0090000000000003,61708,5,20,1.0,370.57460140743905,False,0.1562787195617942,10,5.655000000000001,35267,563,0,0.0,5630.000000000001,False,-0.28855925870572413,9,3.9890000000000008,67271,771,0,0.0,12358.150884256776,False,-0.13405789318531505,6,3.986000000000001,60286,567,0,0.0,9088.289949900898,False,-0.2356828500613003,0,0.254,115029,294,17,1.0,2735.0080828565624,False,0.11073845371238535,0,0.2,104770,0,6,0.0,186.0,False,0.00067753263607909,0.3333333333333333,444331,0.0,0.0,13,0,0,6,8,8.0,20,26,8,126.0,23.0,8,3,8,417,1.014201953948941,77.18228510400513
56,8,0,0,0,10.000000000000002,20,10.0,16.486381151218474,23,20.26086956521739,7.4314819682711155,17,6.764705882352941,30.999999999999996,9,31.0,0,2.0090000000000003,62088,3,10,1.0,194.86381151218472,False,0.16173650997153066,3,5.675000000000002,35096,575,0,0.0,5750.000000000001,False,-0.29063293976984006,9,4.07,67058,776,0,0.0,12793.431773345535,False,-0.1340031845100533,8,4.0600000000000005,59632,585,0,0.0,9644.532973462807,False,-0.2401142819970125,0,0.254,115193,301,18,1.0,2794.8760724496055,False,0.1125891102013971,0,0.2,104770,0,6,0.0,185.99999999999997,False,0.00067753263607909,0.3333333333333333,443837,0.0,0.0,15,0,0,7,6,6.0,17,24,7,100.0,6.0,6,2,7,939,0.9196768289548345,78.10196193295997
57,7,0,0,0,10.000000000000002,20,10.0,17.09320827479188,9,30.0,7.340943229585162,15,6.466666666666667,30.999999999999996,12,31.0,0,2.0090000000000003,62278,1,11,1.0,198.0252910227107,False,0.1653155852172948,0,5.6720000000000015,34976,587,0,0.0,5870.000000000001,False,-0.291753848453146,5,4.111000000000001,66973,776,0,0.0,13264.3296212385,False,-0.13222946191840176,10,4.152000000000001,59100,594,0,0.0,10153.365715226377,False,-0.2433868634228176,0,0.254,115468,306,16,1.0,2742.3286282530594,False,0.11496263373278993,0,0.2,104770,0,6,0.0,185.99999999999997,False,0.00067753263607909,0.3333333333333333,443565,0.0,0.0,13,0,0,8,3,3.0,19,27,7,102.0,3.0,6,1,7,842,0.928143763972912,79.03010569693288
58,7,0,0,0,10.000000000000002,20,10.0,17.505412000417017,27,20.25925925925926,7.798567670935542,24,10.541666666666666,30.999999999999993,7,31.0,7,2.0790000000000006,62501,3,10,1.0,205.05412000417016,False,0.16954728478557182,9,5.7620000000000005,34766,595,0,0.0,5950.000000000001,False,-0.2949297563891795,18,4.286000000000001,66566,781,0,0.0,13671.72677232569,False,-0.13462629082228636,6,4.202000000000002,58426,616,0,0.0,10783.333792256883,False,-0.24761949403887665,0,0.254,115432,320,19,1.0,3084.5416546993733,False,0.11625191643779757,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,442461,0.0,0.0,13,0,0,7,9,8.153846153846153,17,24,9,77.0,16.0,5,2,9,417,0.9084073110134341,79.93851300794631
59,9,0,0,0,10.000000000000002,20,10.0,17.900680266462544,38,19.842105263157894,7.79254826288377,39,7.769230769230769,30.999999999999993,10,31.0,20,2.2720000000000007,62687,5,10,1.0,229.00680266462544,False,0.1732458414536749,8,5.833000000000001,34566,603,0,0.0,6030.000000000001,False,-0.29791884621132864,20,4.468000000000001,65612,809,0,0.0,14481.650335568198,False,-0.14109919515468924,19,4.386000000000001,57575,626,0,0.0,11205.825846805552,False,-0.25516189477366713,0,0.254,115439,349,19,1.0,3308.599343746436,False,0.11738777456173388,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,440649,0.0,0.0,15,0,0,6,9,8.4,17,23,10,84.0,27.0,6,3,10,663,0.9414995370316319,80.88001254497794
60,10,0,0,0,10.000000000000002,20,10.0,18.51082906233067,13,28.0,7.691878502005389,22,6.909090909090909,30.999999999999993,12,31.0,3,2.2820000000000005,62914,3,10,1.0,215.10829062330671,False,0.17735678794858117,0,5.825000000000001,34446,615,0,0.0,6150.000000000001,False,-0.2990397548946346,12,4.568000000000001,65373,809,0,0.0,14975.260711425513,False,-0.14100717563206336,10,4.467000000000001,56918,639,0,0.0,11828.4197708293,False,-0.2592375722354765,0,0.254,115659,361,17,1.0,3303.7681392239456,False,0.11946412006271445,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,440080,0.0,0.0,14,0,0,7,6,5.230769230769231,17,24,10,129.0,35.0,8,2,10,572,0.9752273389603943,81.85523988393834
61,10,0,0,0,10.000000000000002,20,10.0,18.51082906233067,0,,7.797327661324167,46,8.195652173913043,30.99999999999999,8,31.0,0,2.2790000000000004,62814,3,20,1.0,400.21658124661343,False,0.1772176858956678,0,5.825000000000001,34346,625,0,0.0,6250.000000000001,False,-0.2999738454640562,21,4.766000000000001,64849,809,0,0.0,14975.260711425513,False,-0.14718489105630972,25,4.707000000000002,56072,639,0,0.0,11828.4197708293,False,-0.2692115173669888,0,0.254,115530,397,19,1.0,3684.539081545694,False,0.12004990400768041,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,438381,0.0,0.0,13,0,0,6,12,12.0,18,24,8,104.0,40.0,7,3,8,448,0.9491397109813988,82.80437959491974
62,8,0,0,0,10.000000000000002,20,10.0,18.682621573489683,4,27.0,7.797327661324167,0,,30.99999999999999,5,31.0,0,2.279000000000001,62852,0,26,1.0,485.74816091073177,False,0.17872653714794812,0,5.825000000000001,34216,638,0,0.0,6380.000000000001,False,-0.3011881632043043,0,4.745000000000001,64849,809,0,0.0,15114.240852953153,False,-0.1463656355563294,0,4.682000000000001,55964,643,0,0.0,12012.925671753866,False,-0.2693971677311405,0,0.254,115685,387,24,1.0,3761.565804932452,False,0.12189654651563307,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,438336,0.0,0.0,14,0,0,7,0,0.0,19,26,4,96.0,9.0,7,1,4,463,0.8799384799785912,83.68431807489833
63,4,0,0,0,10.0,20,10.0,19.050504214006786,11,25.0,7.797327661324167,0,,30.99999999999999,10,31.0,0,2.2790000000000004,63027,0,25,1.0,476.2626053501696,False,0.1819072504609753,0,5.825000000000001,34116,648,0,0.0,6480.0,False,-0.3021222537737259,0,4.745000000000001,64574,820,0,0.0,15621.413455485565,False,-0.14661809306960794,0,4.682000000000001,55964,643,0,0.0,12249.474209606364,False,-0.26800276930473377,0,0.254,115995,377,24,1.0,3683.592528319211,False,0.12448274929536234,0,0.2,104770,0,6,0.0,185.99999999999994,False,0.00067753263607909,0.3333333333333333,438446,0.0,0.0,14,0,0,7,0,0.0,13,20,2,29.0,4.0,3,1,2,785,0.7646412460017018,84.44895932090003
64,2,0,0,0,10.0,20,10.0,19.050504214006786,0,,7.654384733450356,5,2.0,30.999999999999986,11,31.0,0,2.2790000000000004,62977,0,30,0.5,571.5151264202036,False,0.18186290470800515,0,5.825000000000001,33966,663,0,0.0,6630.0,False,-0.3035233896278583,0,4.745000000000001,64574,820,0,0.0,15621.413455485565,False,-0.14661809306960794,5,4.732000000000001,55834,643,0,0.0,12249.474209606364,False,-0.26953540862754294,0,0.254,116326,372,23,1.0,3560.431120843532,False,0.12705374036588452,0,0.2,104770,0,6,0.0,185.99999999999991,False,0.00067753263607909,0.25,438447,0.0,0.0,13,0,0,4,1,1.0,14,18,4,33.0,0.0,2,0,4,541,0.7795822719926946,85.22854159289273
65,4,0,0,0,10.0,20,10.0,19.445213111519372,11,25.545454545454547,7.438579520644878,10,3.5,30.999999999999986,0,,0,2.2790000000000004,63178,0,27,0.8,525.0207540110231,False,0.1851836492490942,0,5.825000000000001,33846,675,0,0.0,6750.0,False,-0.30464429831116424,0,4.745000000000001,64324,830,0,0.0,16139.526882561078,False,-0.14651131864419736,10,4.827000000000001,55533,644,0,0.0,12522.717243818475,False,-0.2714733542175966,0,0.254,116291,372,33,1.0,3790.151581679894,False,0.12781582363959038,0,0.2,104770,0,6,0.0,185.99999999999991,False,0.00067753263607909,0.3,437942,0.0,0.0,12,0,0,5,2,2.0,16,21,6,43.0,14.0,3,1,6,481,0.8683758220286109,86.09691741492134
66,6,0,0,0,10.0,20,10.0,19.887277810180763,9,27.88888888888889,7.438579520644878,0,,30.999999999999993,3,31.0,0,2.279000000000001,63359,0,25,0.7,497.18194525451906,False,0.18830501742316655,0,5.825000000000001,33716,688,0,0.0,6880.0,False,-0.30585861605141235,0,4.745000000000001,64252,833,0,0.0,16566.102415880574,False,-0.14484560182100797,0,4.817000000000001,55354,650,0,0.0,12926.730576617496,False,-0.27120211635905317,0,0.254,116291,362,43,1.0,4025.7657864734456,False,0.12894002302882585,0,0.2,104863,0,3,0.0,92.99999999999997,False,0.001121268799144973,0.2833333333333333,437835,0.0,0.0,14,0,0,8,0,0.0,17,25,4,91.0,0.0,6,0,4,544,0.9050410839845426,87.00195849890588
67,4,0,0,0,10.000000000000002,20,10.0,20.392824029803663,30,23.0,7.438579520644878,0,,30.999999999999993,3,31.0,5,2.329,63814,4,10,1.0,243.92824029803663,False,0.19443962263019385,0,5.825000000000001,33656,694,0,0.0,6940.000000000001,False,-0.3064190703930653,0,4.745000000000001,63562,863,0,0.0,17599.00713772056,False,-0.14689164748281344,0,4.817000000000002,55354,650,0,0.0,13255.335619372381,False,-0.2692650663198243,0,0.254,116291,352,53,1.0,4261.3799912669965,False,0.13006422241806145,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,437633,0.0,0.0,11,0,0,5,1,0.3333333333333333,17,22,4,41.0,11.0,3,1,4,638,0.8326187889906578,87.83457728789654
68,4,0,0,0,10.0,20,10.0,21.861489614298588,30,30.0,7.464756127659486,1,12.0,30.999999999999993,0,,20,2.5240000000000005,64194,2,10,1.0,238.61489614298588,False,0.20148907951112488,0,5.825000000000001,33536,706,0,0.0,7060.0,False,-0.30753997907637126,1,4.755000000000001,63546,863,0,0.0,18866.46553713968,False,-0.1396089085418724,0,4.817000000000002,54454,680,0,0.0,14865.81293772304,False,-0.27038225829851664,0,0.254,116279,343,63,1.0,4513.411351787203,False,0.1311522413532866,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,436965,0.0,0.0,8,0,0,7,3,2.333333333333333,16,23,2,62.0,0.0,4,0,2,200,0.9272036309703253,88.76178091886686
69,2,0,0,0,10.0,20,10.0,22.584244950481157,16,30.5625,7.2959136806518465,5,2.0,30.999999999999993,0,,6,2.5640000000000005,64499,0,9,0.9,203.2582045543304,False,0.20685676846280754,0,5.825000000000001,33406,719,0,0.0,7190.0,False,-0.30875429681661937,0,4.7540000000000004,63546,863,0,0.0,19490.203392265237,False,-0.13593211944998734,5,4.867000000000002,53835,696,0,0.0,15718.634485534885,False,-0.2726527953836026,0,0.254,116269,338,73,1.0,4729.018824060324,False,0.13208555435558217,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.31666666666666665,436511,0.0,0.0,12,0,0,8,2,1.8571428571428572,15,23,2,30.0,0.0,2,0,2,479,0.7690579059999436,89.5308388248668
70,2,0,0,0,10.0,20,10.0,22.584244950481157,0,,7.32799128910867,1,12.0,30.999999999999993,0,,0,2.5580000000000003,64369,3,19,1.0,459.10065405914196,False,0.20681793317571315,0,5.825000000000001,33336,726,0,0.0,7260.0,False,-0.30940816021521445,1,4.764000000000001,63530,863,0,0.0,19490.203392265237,False,-0.1361207519820254,0,4.862000000000002,53835,696,0,0.0,15718.634485534885,False,-0.2726527953836026,0,0.254,116257,329,83,1.0,4983.909134116752,False,0.13318721435852332,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,436283,0.0,0.0,10,0,0,8,1,1.0,11,19,4,31.0,0.0,2,0,4,200,0.7636711270315573,90.29450995189836
71,4,0,0,0,10.0,20,10.0,22.584244950481157,0,,7.168782883009922,6,3.6666666666666665,30.999999999999993,0,,0,2.5580000000000003,64249,5,29,1.0,704.9431035639535,False,0.2068725069455608,0,5.825000000000001,33256,734,0,0.0,7340.0,False,-0.31015543267075174,1,4.7730000000000015,63514,863,0,0.0,19490.203392265237,False,-0.13630938451406346,5,4.912000000000001,53705,696,0,0.0,15718.634485534885,False,-0.2741854347064118,0,0.254,116235,325,93,1.0,5212.854436978225,False,0.13406965434851054,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,435915,0.0,0.0,10,0,0,9,2,2.0,10,19,6,38.0,10.0,3,1,6,200,0.8436754250433296,91.13818537694169
72,6,0,0,0,10.0,20,10.0,22.63251238387327,1,31.0,7.168782883009922,0,,30.999999999999993,0,,0,2.5580000000000003,64190,4,38,1.0,900.0354705871842,False,0.20759261947566868,0,5.825000000000001,33146,745,0,0.0,7450.0,False,-0.3111829322971155,0,4.772000000000001,63514,863,0,0.0,19531.858187282633,False,-0.1360638392185742,0,4.907000000000002,53674,697,0,0.0,15774.861131559668,False,-0.27421946728074614,0,0.254,116235,315,103,1.0,5451.166608148124,False,0.13520672669740122,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,435715,0.0,0.0,11,0,0,13,0,0.0,13,26,6,83.0,16.0,5,1,6,231,0.8988676880253479,92.03705306496704
73,6,0,0,0,10.0,20,10.0,23.677418167338697,34,28.5,6.968727969200002,5,2.0,30.999999999999993,0,,0,2.5580000000000003,65079,2,14,1.0,351.4838543427418,False,0.2190767808842358,0,5.825000000000001,33026,757,0,0.0,7570.0,False,-0.31230384098042147,0,4.772000000000001,63089,880,0,0.0,20836.127987258053,False,-0.13338602476239345,5,4.957000000000001,53000,714,0,0.0,16905.67657147983,False,-0.27549971957722835,0,0.254,116225,310,113,1.0,5663.305670452,False,0.13612349067892593,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,435375,0.0,0.0,10,0,0,11,1,1.0,12,23,6,73.0,13.0,5,1,6,1169,0.8432683679857291,92.88032143295277
74,6,0,0,0,10.0,20,10.0,23.962064274764195,24,26.0,6.861674064860141,4,3.75,30.999999999999993,0,,10,2.6580000000000004,65423,1,10,1.0,249.62064274764197,False,0.22455182934863663,0,5.825000000000001,32916,768,0,0.0,7680.0,False,-0.31333134060678525,1,4.782000000000001,62797,892,0,0.0,21374.16133308966,False,-0.13365698746130283,3,4.982000000000001,52571,726,0,0.0,17396.458663478807,False,-0.27766438344585176,0,0.254,116210,304,123,1.0,5898.948915717482,False,0.13710468793284547,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,434873,0.0,0.0,11,0,0,9,3,2.8333333333333335,13,22,8,62.0,30.0,4,2,8,548,0.8428016650141217,93.72312309796689
75,8,0,0,0,10.0,20,10.0,23.872913673812587,18,23.0,7.000244810546572,5,10.0,30.999999999999993,0,,8,2.7280000000000006,65595,0,10,1.0,238.72913673812587,False,0.22766336437694423,0,5.825000000000001,32806,779,0,0.0,7790.0,False,-0.31435884023314903,0,4.7810000000000015,62383,910,0,0.0,21724.351443169453,False,-0.1364735652540676,5,5.029000000000002,52481,726,0,0.0,17331.735327187936,False,-0.2791069704012689,0,0.254,116160,299,133,1.0,6216.073198353424,False,0.13814066531010685,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,434381,0.0,0.0,10,0,0,12,2,1.4444444444444444,14,26,10,87.0,22.0,6,2,10,200,1.5097835949854925,95.23290669295238
76,10,0,0,0,10.0,20,10.0,23.872913673812587,0,,7.000244810546572,0,,30.999999999999993,0,,0,2.72,65485,1,20,1.0,487.45827347625175,False,0.22793172053389116,0,5.825000000000001,32716,788,0,0.0,7880.0,False,-0.31519952174562843,0,4.7810000000000015,62383,910,0,0.0,21724.351443169453,False,-0.1364735652540676,0,5.024000000000002,52481,726,0,0.0,17331.735327187936,False,-0.2791069704012689,0,0.254,116160,289,143,1.0,6456.070750247958,False,0.13928577921142812,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,434181,0.0,0.0,9,0,0,11,0,0.0,17,28,6,109.0,21.0,8,2,6,200,0.9178389050066471,96.15074559795903
77,6,0,0,0,10.0,20,10.0,23.872913673812587,0,,7.048826115174364,1,12.0,30.999999999999993,0,,0,2.7200000000000006,65385,1,30,1.0,726.1874102143776,False,0.22829348574778052,0,5.825000000000001,32616,798,0,0.0,7980.0,False,-0.31613361231505005,1,4.791000000000001,62367,910,0,0.0,21724.351443169453,False,-0.13666219778610567,0,5.024000000000002,52481,726,0,0.0,17331.735327187936,False,-0.2791069704012689,0,0.254,116148,280,153,1.0,6716.671312248821,False,0.14041468486262706,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,433953,0.0,0.0,10,0,0,10,1,1.0,14,24,4,101.0,0.0,6,0,4,200,0.8400626949733123,96.99080829293234
78,4,0,0,0,10.0,20,10.0,23.99885460066167,15,25.466666666666665,6.8102042015125726,10,4.6,30.999999999999993,0,,0,2.7200000000000006,65647,3,25,1.0,629.9713650165418,False,0.23228937532708616,0,5.825000000000001,32536,806,0,0.0,8060.0,False,-0.31688088477058735,1,4.800000000000001,62001,924,0,0.0,22174.941651011384,False,-0.13832104283720198,9,5.114000000000002,52211,727,0,0.0,17447.167294681032,False,-0.28160969986983747,0,0.254,116102,280,163,1.0,6959.857176423519,False,0.1411360465322902,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,433453,0.0,0.0,10,0,0,10,3,3.0,11,21,4,49.0,15.0,3,1,4,582,0.8170589469955303,97.80786723992787
79,4,0,0,0,10.0,20,10.0,24.648449455438442,17,31.176470588235293,6.732283587906658,3,4.333333333333333,30.999999999999993,0,,0,2.72,66037,7,18,1.0,513.672090197892,False,0.238488941210188,0,5.825000000000001,32476,812,0,0.0,8120.0,False,-0.3174413391122403,0,4.799000000000001,61977,925,0,0.0,22799.815746280558,False,-0.13492050467289604,3,5.135000000000002,51632,743,0,0.0,18313.79794539076,False,-0.28332725418592825,0,0.254,116089,273,173,1.0,7200.913419498516,False,0.14216215655535971,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,433167,0.0,0.0,13,0,0,11,2,2.0,10,21,6,43.0,11.0,3,1,6,730,0.8315879660076462,98.63945520593552
80,6,0,0,0,10.0,20,10.0,25.09342181904663,19,29.05263157894737,6.732283587906658,0,,30.999999999999993,0,,1,2.7300000000000004,66430,11,10,1.0,360.93421819046625,False,0.2444041830274853,0,5.825000000000001,32416,818,0,0.0,8180.0,False,-0.3180017934538933,0,4.799000000000001,61953,926,0,0.0,23236.50860443718,False,-0.1326292509847964,0,5.1320000000000014,51104,761,0,0.0,19096.094004294486,False,-0.284940675043359,0,0.254,116089,263,183,1.0,7443.590583619451,False,0.14332005584214186,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,432948,0.0,0.0,13,0,0,11,1,0.5,13,24,4,101.0,0.0,6,0,4,688,0.8993847890524194,99.53883999498794
81,4,0,0,0,10.0,20,10.0,25.115688442554344,2,27.0,6.610612433695205,4,4.0,30.999999999999993,0,,0,2.7290000000000005,66364,13,18,1.0,582.0823919659782,False,0.24523690771153406,0,5.825000000000001,32336,826,0,0.0,8260.0,False,-0.3187490659094306,0,4.799000000000001,61953,926,0,0.0,23257.127497805322,False,-0.1325077074203009,4,5.1720000000000015,50954,763,0,0.0,19163.270281668963,False,-0.2863131165532772,0,0.254,116073,257,193,1.0,7681.927395459666,False,0.14430456234950984,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,432636,0.0,0.0,10,0,0,10,1,1.0,13,23,2,68.0,0.0,4,0,2,254,0.8261566719738767,100.36499666696182
82,2,0,0,0,10.0,20,10.0,25.192082272282946,22,25.727272727272727,6.610612433695205,0,,30.999999999999993,0,,4,2.7690000000000006,66770,11,10,1.0,361.9208227228295,False,0.2507652146794466,0,5.825000000000001,32216,838,0,0.0,8380.0,False,-0.31986997459273653,0,4.799000000000001,61528,943,0,0.0,23756.133582762817,False,-0.1345767346366889,0,5.168000000000001,50813,768,0,0.0,19347.519185113302,False,-0.28688933645492687,0,0.254,116073,247,203,1.0,7925.821271122713,False,0.1454682670009291,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,432356,0.0,0.0,10,0,0,10,2,1.1176470588235294,10,20,4,31.0,0.0,2,0,4,281,0.7738104339805432,101.13880710094236
83,4,0,0,0,10.0,20,10.0,25.649792229141408,13,31.23076923076923,6.610612433695205,0,,30.999999999999993,0,,3,2.795000000000001,67006,12,10,1.0,376.49792229141406,False,0.25531028547948204,0,5.825000000000001,32126,847,0,0.0,8470.0,False,-0.320710656105216,0,4.799000000000001,61528,943,0,0.0,24187.754072080348,False,-0.13203243258108052,0,5.168000000000001,50407,781,0,0.0,20032.48773095944,False,-0.2876381572313493,0,0.254,116073,237,213,1.0,8169.715146785762,False,0.14663197165234834,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,432096,0.0,0.0,11,0,0,10,3,2.1,11,21,2,64.0,0.0,4,0,2,231,0.8046794339898042,101.94348653493216
84,2,0,0,0,10.0,20,10.0,25.83020657745476,5,31.4,6.411957589276559,5,3.2,30.999999999999993,0,,0,2.7920000000000007,67073,11,15,1.0,497.4530986618214,False,0.2576917977382101,0,5.825000000000001,32016,858,0,0.0,8580.0,False,-0.3217381557315797,1,4.809000000000001,61512,943,0,0.0,24357.88480253984,False,-0.13121818416111675,4,5.208000000000002,50142,786,0,0.0,20302.54236987944,False,-0.28917047447047645,0,0.254,116057,232,223,1.0,8400.57416071216,False,0.14758079891934575,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,431756,0.0,0.0,12,0,0,11,2,2.0,10,21,4,30.0,0.0,2,0,4,357,0.7824793790350668,102.72596591396723
85,4,0,0,0,10.0,20,10.0,25.748425006058195,13,24.846153846153847,6.411957589276559,0,,30.999999999999993,0,,0,2.7920000000000007,67276,13,12,1.0,438.9811000726983,False,0.2609380240254886,0,5.825000000000001,31936,866,0,0.0,8660.0,False,-0.322485428187117,0,4.808000000000001,61189,956,0,0.0,24615.494305791635,False,-0.13350765549927715,0,5.2040000000000015,50142,786,0,0.0,20238.26205476174,False,-0.28954939192675316,0,0.254,116057,222,233,1.0,8646.454584819394,False,0.14875398210177962,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,431556,0.0,0.0,12,0,0,10,0,0.0,11,21,6,45.0,14.0,3,1,6,523,0.8892379729659297,103.61520388693316
86,6,0,0,0,10.0,20,10.0,26.03080089034372,8,31.0,6.411957589276559,0,,30.999999999999993,0,,0,2.792000000000001,67444,11,14,1.0,474.43121246481206,False,0.26440770449544926,0,5.825000000000001,31816,878,0,0.0,8780.0,False,-0.32360633687042295,0,4.808000000000002,61189,956,0,0.0,24885.445651168597,False,-0.13191635531785414,0,5.2040000000000015,49894,794,0,0.0,20668.455906932915,False,-0.2899373038107726,0,0.254,116057,212,243,1.0,8892.335008926628,False,0.14992716528421363,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,431356,0.0,0.0,9,0,0,12,0,0.0,11,23,4,73.0,14.0,5,1,4,448,0.9064256330020726,104.52162951993523
87,4,0,0,0,10.0,20,10.0,25.91467684841646,17,25.0,6.386917132850372,5,6.0,30.999999999999993,0,,3,2.8220000000000005,67692,13,10,1.0,389.14676848416457,False,0.26824415977137367,0,5.825000000000001,31736,886,0,0.0,8860.0,False,-0.32435360932596025,0,4.808000000000002,60764,973,0,0.0,25214.980573509216,False,-0.13498437548773765,5,5.254000000000001,49784,794,0,0.0,20576.253417642667,False,-0.29177766462525395,0,0.254,116027,207,253,1.0,9165.091846500025,False,0.15094230402368516,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,430959,0.0,0.0,8,0,0,9,2,1.1764705882352942,14,23,4,46.0,15.0,3,1,4,200,0.8504654049756937,105.37209492491093
88,4,0,0,0,10.0,20,10.0,26.129831702112494,6,31.0,6.1093785460840655,5,2.0,30.999999999999993,0,,0,2.8190000000000004,67828,8,14,1.0,445.81764382957493,False,0.27131424342241034,0,5.825000000000001,31586,901,0,0.0,9010.0,False,-0.3257547451800927,0,4.808000000000002,60764,973,0,0.0,25424.326246155455,False,-0.13375033160328542,5,5.299000000000001,49468,800,0,0.0,20903.865361689994,False,-0.2935719611788944,0,0.254,116017,202,263,1.0,9387.09446630898,False,0.1519061305553333,0,0.2,104956,0,0,0.0,0.0,False,0.0015650049622108557,0.3333333333333333,430619,0.0,0.0,11,0,0,12,1,1.0,13,25,4,63.0,0.0,4,0,4,386,0.8513904799474403,106.22348540485837
