index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,20,0,0,0,10.000000000000002,20,10.0,12.64460876202725,17,2.588235294117647,24.865053113874083,30,20.733333333333334,45.0,8,45.0,0,0.7580000000000002,57096,10,20,1.0,352.892175240545,False,0.06312084362229492,17,3.5470000000000006,38644,200,0,0.0,2000.0000000000005,False,-0.2641075141075141,0,0.758,85896,20,41,1.0,1272.3593529093823,False,0.002260672440027901,23,3.5620000000000007,68320.0,450,0,0.0,5690.073942912262,False,-0.1757295600790375,0,0.2,112255,0,14,0.3,630.0,False,-0.0012066793249693893,8,1.8010000000000006,97115,530,0,0.0,13178.478150353265,False,-0.07986940291398296,0.3833333333333333,459326,0.0,0.0,12,0,0,15,9,9.0,20,35,22,251.0,57.0,16,4,22,424,2.6199783560005017,109.2751578760799
21,22,0,0,0,10.000000000000002,20,10.0,12.595002653505,2,5.5,23.025378459950833,54,16.14814814814815,44.99999999999999,12,45.0,0,0.7580000000000002,57026,7,30,1.0,447.85007960515003,False,0.06270279625413157,2,3.5500000000000007,38468,213,0,0.0,2130.0000000000005,False,-0.26616795366795365,0,0.758,86499,11,13,1.0,437.8749491679158,False,0.004412215789105014,16,3.699000000000001,67794.0,451,0,0.0,5680.346196730755,False,-0.18187830132659946,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,12,1.9130000000000005,96014,584,0,0.0,13446.821020611287,False,-0.08844772673765683,0.3333333333333333,458056,0.0,0.0,14,0,0,14,9,9.0,23,37,13,274.0,45.0,17,5,13,808,2.510520689014811,111.78567856509471
22,13,0,0,0,10.000000000000002,20,10.0,13.093898814987845,39,16.41025641025641,22.566128356833737,19,17.0,45.0,9,45.0,0,0.7580000000000002,57246,10,30,1.0,492.81696444963535,False,0.06720389965519785,29,3.838000000000001,37876,220,0,0.0,2200.0000000000005,False,-0.2765072765072765,0,0.758,86499,1,23,1.0,532.1148510221637,False,0.004957983547159203,19,3.873000000000001,66519.0,490,0,0.0,6416.010419344044,False,-0.19238559123351498,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,9,1.9910000000000003,95548,603,0,0.0,13607.375399170744,False,-0.09187010718519541,0.3333333333333333,455943,0.0,0.0,12,0,0,8,8,8.0,19,27,13,140.0,42.0,9,4,13,550,1.9217778680031188,113.70745643309783
23,13,0,0,0,10.000000000000002,20,10.0,13.011850452513102,2,2.0,22.10363420940936,17,16.0,45.0,5,45.0,0,0.7580000000000002,57136,11,40,1.0,630.4740181005241,False,0.06643965342014885,2,3.8290000000000006,37733,229,0,0.0,2290.0000000000005,False,-0.27832640332640335,0,0.758,86591,0,20,0.3,442.0726841881872,False,0.005502117772149824,11,3.964000000000001,66233.0,490,0,0.0,6375.80672173142,False,-0.19593102191568268,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,5,2.0320000000000005,95215,620,0,0.0,13704.253209833803,False,-0.0943949159324534,0.21666666666666667,455163,0.0,0.0,12,0,0,8,6,6.0,22,30,11,192.0,6.0,11,2,11,296,1.7092019050032832,115.41665833810112
24,11,0,0,0,10.000000000000002,20,10.0,11.884831844388946,119,9.579831932773109,21.83856139305428,15,18.0,45.0,8,45.0,6,0.8180000000000003,57785,9,10,1.0,208.84831844388947,False,0.07457351052906794,73,4.557000000000001,33580,241,0,0.0,2410.0000000000005,False,-0.3543027918027918,0,0.758,86080,6,30,1.0,726.465832857962,False,0.0012304448432188288,15,4.103000000000001,65148.0,593,0,0.0,7047.705283722646,False,-0.2046069165958822,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,8,2.107,94823,635,0,0.0,13867.486484589468,False,-0.09714883642135529,0.3333333333333333,449671,0.0,0.0,13,0,0,7,13,12.206896551724139,21,28,11,135.0,24.0,8,3,11,778,1.5497755309916101,116.96643386909273
25,11,0,0,0,10.000000000000002,20,10.0,12.761896480497247,101,15.594059405940596,21.224201033258858,33,17.333333333333332,44.99999999999999,11,45.0,34,1.1520000000000001,57785,8,10,1.0,207.6189648049725,False,0.07456210057919677,57,5.054000000000001,30390,252,0,0.0,2520.0000000000005,False,-0.4124962874962875,0,0.758,85036,46,34,1.0,1308.6700732336744,False,-0.007490009652676944,27,4.358000000000001,63643.0,644,0,0.0,8218.661333440228,False,-0.2152572979519776,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,11,2.2090000000000005,94055,668,0,0.0,14177.766290216918,False,-0.1025865247182186,0.3333333333333333,443164,0.0,0.0,12,0,0,4,21,20.411764705882355,21,25,14,141.0,39.0,8,3,14,314,1.661874131008517,118.62830800010124
26,14,0,0,0,10.000000000000002,20,10.0,12.196095298506831,23,2.739130434782609,20.89759846324105,28,18.357142857142858,44.99999999999999,11,45.0,0,1.1180000000000003,57675,9,20,1.0,333.92190597013666,False,0.07369247388225927,23,5.227000000000001,29573,261,0,0.0,2610.0000000000005,False,-0.4268265518265518,0,0.758,85370,38,25,1.0,985.8915829242858,False,-0.005490742190924571,9,4.421000000000001,63382.0,665,0,0.0,8110.4033735070425,False,-0.2189072855582945,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,11,2.3080000000000007,93349,696,0,0.0,14544.72853041577,False,-0.10722264772764639,0.3333333333333333,441604,0.0,0.0,11,0,0,12,10,10.0,20,32,17,208.0,36.0,12,2,17,552,1.7757805309956893,120.40408853109693
27,17,0,0,0,10.000000000000002,20,10.0,12.472571704180838,105,13.438095238095238,20.401832985805175,39,17.58974358974359,45.0,11,45.0,16,1.2780000000000002,58335,7,10,1.0,194.7257170418084,False,0.08465182021311443,69,5.894000000000002,25406,273,0,0.0,2730.0000000000005,False,-0.5030628155628155,0,0.758,85479,44,25,1.0,1058.8389796290862,False,-0.0038057902195520335,29,4.702000000000001,60849.0,754,0,0.0,9404.319064952351,False,-0.24075240589230373,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,11,2.407000000000001,92462,735,0,0.0,14995.347244566803,False,-0.1130935919801661,0.3333333333333333,434786,0.0,0.0,10,0,0,12,18,17.88888888888889,20,32,16,231.0,54.0,14,3,16,974,1.7960842230240814,122.20017275412101
28,16,0,0,0,10.000000000000002,20,10.0,12.300597581808743,10,5.0,19.990031535390987,56,18.267857142857146,45.0,11,45.0,0,1.2620000000000002,58235,7,20,1.0,316.0119516361749,False,0.08392125734738058,10,5.925000000000002,25076,283,0,0.0,2830.0000000000005,False,-0.5082603207603208,0,0.758,85848,34,15,1.0,718.070790812362,False,-0.0015053175879844495,36,5.033000000000002,59098.0,764,0,0.0,9397.65655250188,False,-0.2610719821600132,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,11,2.5060000000000007,91238,791,0,0.0,15812.114944494271,False,-0.12033026216663589,0.3333333333333333,431750,0.0,0.0,10,0,0,13,10,10.0,17,30,15,194.0,54.0,13,3,15,569,3.446155676036142,125.64632843015715
29,15,0,0,0,10.000000000000002,20,10.0,12.523217253545303,19,17.105263157894736,19.784997184855566,30,18.0,45.0,8,45.0,0,1.2620000000000002,58430,9,21,1.0,352.98756232445135,False,0.08788412869695245,10,6.0150000000000015,24726,291,0,0.0,2910.0000000000005,False,-0.5140147015147015,0,0.758,86028,24,15,1.0,597.3321718579207,False,-0.00011969276290634376,20,5.197000000000002,58123.0,783,0,0.0,9805.679109525972,False,-0.2700019741853089,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,8,2.575000000000001,90580,821,0,0.0,16243.48268876642,False,-0.12425477486217944,0.3333333333333333,430142,0.0,0.0,10,0,0,14,7,7.0,15,29,13,183.0,54.0,12,3,13,695,2.111163652036339,127.7574920821935
30,13,0,0,0,10.000000000000002,20,10.0,12.136478054459486,20,5.0,19.569401760100554,36,18.0,45.0,13,45.0,0,1.2620000000000002,58310,11,31,1.0,486.2308196882441,False,0.08689329168852314,20,6.205000000000003,24060,299,0,0.0,2990.0000000000005,False,-0.5256348381348381,0,0.758,86152,16,18,1.0,546.4328805531618,False,0.0010217686539557489,29,5.4670000000000005,56839.0,801,0,0.0,9721.318921622049,False,-0.28536248119796814,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,13,2.697000000000001,89665,857,0,0.0,16770.977308406174,False,-0.13003310689579003,0.3333333333333333,427281,0.0,0.0,8,0,0,12,12,12.0,20,32,10,196.0,18.0,12,1,10,326,1.828599372995086,129.58609145518858
31,10,0,0,0,10.000000000000002,20,10.0,12.299142501386607,67,13.149253731343284,19.483573408772155,29,18.689655172413794,44.99999999999999,10,45.0,4,1.3020000000000003,58878,13,10,1.0,252.9914250138661,False,0.0952720469354569,32,6.505000000000002,22748,307,0,0.0,3070.0000000000005,False,-0.5492463617463618,0,0.758,85958,29,19,1.0,726.8630273068826,False,-0.00018032229920610655,20,5.638000000000001,55683.0,845,0,0.0,10392.775413671683,False,-0.294863294916017,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,10,2.7840000000000003,88960,886,0,0.0,17262.44604017213,False,-0.1341080064940104,0.3333333333333333,424482,0.0,0.0,14,0,0,8,11,10.4,21,29,14,139.0,18.0,9,1,14,1052,1.7759887679712847,131.36208022315986
32,14,0,0,0,10.000000000000002,20,10.0,12.299142501386607,0,,19.390046918643325,18,18.0,45.0,12,45.0,0,1.2980000000000003,58788,12,20,1.0,365.9828500277322,False,0.0946501229769429,0,6.473000000000002,22638,318,0,0.0,3180.0000000000005,False,-0.5502673002673003,0,0.758,86120,19,20,1.0,621.484645899212,False,0.0010857722986622803,9,5.708000000000001,55467.0,845,0,0.0,10392.775413671683,False,-0.2973651191628636,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,12,2.894000000000001,88401,904,0,0.0,17528.602414453566,False,-0.137887058300119,0.3333333333333333,423669,0.0,0.0,12,0,0,12,7,7.0,17,29,10,207.0,36.0,12,2,10,362,1.6132218259735964,132.97530204913346
33,10,0,0,0,10.000000000000002,20,10.0,13.139178841480888,26,25.26923076923077,19.260486692848044,28,18.071428571428573,44.99999999999999,12,45.0,0,1.298,59290,13,13,1.0,300.8093249392516,False,0.10336361491070738,9,6.563000000000001,22341,327,0,0.0,3270.0000000000005,False,-0.554945054945055,0,0.758,85508,26,30,1.0,919.4332506639445,False,-0.004277231947693645,28,5.979000000000001,54302.0,854,0,0.0,11220.858730624679,False,-0.3060631089183972,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,12,3.0020000000000007,87673,932,0,0.0,17950.773597734376,False,-0.14247345483943016,0.3333333333333333,421369,0.0,0.0,10,0,0,9,8,8.0,19,28,14,130.0,36.0,8,2,14,812,1.522588014951907,134.49789006408537
34,14,0,0,0,10.000000000000002,20,10.0,14.605056873108262,37,28.91891891891892,19.10091461509929,29,17.689655172413794,44.99999999999999,11,45.0,23,1.5280000000000002,59487,14,10,1.0,286.05056873108265,False,0.10688345122448656,1,6.564000000000001,22228,336,0,0.0,3360.0000000000005,False,-0.5562073062073062,0,0.758,85280,33,21,1.0,883.0860837296577,False,-0.007128542318301168,10,6.051000000000002,53553.0,874,0,0.0,12764.819707096622,False,-0.30579693696157717,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,11,3.1000000000000005,86962,961,0,0.0,18355.978945110415,False,-0.14698428235803596,0.3333333333333333,419765,0.0,0.0,12,0,0,7,9,9.0,21,28,16,188.0,54.0,11,3,16,827,1.501118011015933,135.9990080751013
35,16,0,0,0,10.0,20,10.0,13.96414278062782,35,7.4,19.019313572185048,50,18.6,44.99999999999999,10,45.0,7,1.5750000000000002,59337,18,10,1.0,319.6414278062782,False,0.10441083891266588,18,6.743000000000002,21639,342,0,0.0,3420.0,False,-0.566583754083754,8,0.8380000000000001,85484,24,10,1.0,525.3325624569181,False,-0.006837551904415685,21,6.251,52615.0,908,0,0.0,12679.441644810062,False,-0.31715578694644203,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,10,3.189000000000001,85862,1011,0,0.0,19228.526021479083,False,-0.15287328970294803,0.3333333333333333,417192,0.0,0.0,11,0,0,10,11,10.875,22,32,17,203.0,72.0,12,4,17,679,1.6576173120411113,137.6566253871424
36,17,0,0,0,10.0,20,10.0,13.225823649315588,33,5.303030303030303,18.946966975634343,38,18.42105263157895,45.0,12,45.0,0,1.5680000000000003,59365,16,11,1.0,305.48406014247144,False,0.1047991912323885,24,6.9650000000000025,20683,354,0,0.0,3540.0,False,-0.5832157707157707,1,0.8400000000000001,85589,30,10,1.0,586.244379235811,False,-0.005268631182252048,27,6.500000000000002,51443.0,925,0,0.0,12233.88687561692,False,-0.33331082342670626,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,12,3.2990000000000013,84929,1049,0,0.0,19875.368357440424,False,-0.158281864508365,0.3333333333333333,414264,0.0,0.0,9,0,0,11,15,14.09090909090909,24,35,15,212.0,72.0,13,4,15,308,1.4177763430052437,139.07440173014766
37,15,0,0,0,10.0,20,10.0,12.911303354908917,16,6.0625,18.886919168068296,9,17.0,44.99999999999999,12,45.0,0,1.5680000000000003,59385,12,13,1.0,287.84694361381594,False,0.10500674695216264,8,7.021000000000003,20329,368,0,0.0,3680.0,False,-0.588487525987526,0,0.8390000000000002,85572,28,20,1.0,739.2548772988156,False,-0.00457941046539254,9,6.563,51138.0,933,0,0.0,12046.24603013002,False,-0.33793016881447113,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,12,3.4070000000000014,84549,1058,0,0.0,19982.360479816256,False,-0.16117881710017093,0.3333333333333333,413228,0.0,0.0,10,0,0,14,8,8.0,16,30,9,195.0,39.0,12,3,9,280,1.394513987004757,140.4689157171524
38,9,0,0,0,10.0,20,10.0,13.181067309203653,25,16.72,18.636313875497045,28,16.285714285714285,44.99999999999999,9,45.0,4,1.6080000000000003,59613,9,10,1.0,221.81067309203652,False,0.10862610143573694,8,7.093000000000003,19968,381,0,0.0,3810.0,False,-0.5939820314820314,0,0.8390000000000002,85722,18,20,1.0,609.9854890756067,False,-0.0035906651315450156,18,6.734000000000001,50126.0,958,0,0.0,12627.4624822171,False,-0.3462857032198414,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,9,3.4850000000000008,83953,1086,0,0.0,20239.03686878979,False,-0.16532821292216127,0.3333333333333333,411637,0.0,0.0,11,0,0,8,9,8.8,17,25,10,133.0,3.0,8,1,10,590,1.0519902119995095,141.52090592915192
39,10,0,0,0,10.0,20,10.0,12.94898720317724,25,10.0,20.036986072110157,17,41.588235294117645,44.99999999999999,10,45.0,2,1.624,59663,10,10,1.0,229.4898720317724,False,0.10962550000029489,13,7.215000000000002,19499,390,0,0.0,3900.0,False,-0.6018525393525394,0,0.8390000000000002,86334,8,18,1.0,464.2576469234007,False,0.002653889102721834,5,6.766000000000001,49761.0,983,0,0.0,12728.854420723226,False,-0.3499261358356022,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,10,3.5760000000000005,83072,1103,0,0.0,22100.795637537503,False,-0.16488565099667502,0.3333333333333333,410584,0.0,0.0,11,0,0,7,9,8.5,19,26,15,137.0,6.0,8,2,15,892,1.2702360569965094,142.79114198614843
40,15,0,0,0,9.999999999999998,20,10.0,13.896687566156583,22,27.181818181818183,19.664856397260465,20,15.0,44.99999999999999,10,45.0,7,1.6920000000000004,59978,7,10,1.0,208.96687566156584,False,0.11528221409694807,5,7.2520000000000024,19239,403,0,0.0,4029.999999999999,False,-0.6054722304722304,0,0.8390000000000002,86462,4,18,1.0,409.5541654153147,False,0.0038196495443165754,10,6.8610000000000015,48915.0,999,0,0.0,13882.790878590426,False,-0.3530422016135004,0,0.2,112255,0,14,0.0,629.9999999999999,False,-0.0012066793249693893,10,3.6660000000000013,82604,1123,0,0.0,22083.6337341235,False,-0.16911418321063879,0.3333333333333333,409453,0.0,0.0,9,0,0,9,9,8.375,21,30,12,206.0,6.0,13,2,12,350,1.4776124490308575,144.2687544351793
41,12,0,0,0,9.999999999999998,20,10.0,13.96504913982938,38,14.5,19.252984731021435,33,16.21212121212121,45.0,9,45.0,3,1.7150000000000003,60239,8,10,1.0,219.6504913982938,False,0.12022618884947926,25,7.497000000000002,18291,412,0,0.0,4119.999999999999,False,-0.6222341847341847,0,0.8390000000000002,86729,0,7,0.7,134.77089311715005,False,0.005320840966892242,15,7.001000000000002,47912.0,1034,0,0.0,14439.86081058358,False,-0.36143333211378914,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,9,3.746000000000001,81938,1156,0,0.0,22256.45034906078,False,-0.1742566928599152,0.2833333333333333,407364,0.0,0.0,13,0,0,11,10,9.6,15,26,11,143.0,6.0,10,2,11,750,1.5296966029563919,145.79845103813568
42,11,0,0,0,9.999999999999998,20,10.0,13.94390145642496,11,13.363636363636363,18.996177665788114,16,15.0,45.0,11,45.0,0,1.7120000000000002,60349,1,16,1.0,233.10242330279937,False,0.12239291675919588,7,7.542000000000003,17932,429,0,0.0,4289.999999999999,False,-0.6273203148203148,1,0.8490000000000002,86807,0,0,0.0,0.0,False,0.005443784240823749,8,7.066000000000002,47549.0,1045,0,0.0,14571.377021964083,False,-0.3648761421988019,0,0.2,112255,0,14,0.0,630.0,False,-0.0012066793249693893,11,3.8470000000000013,81516,1172,0,0.0,22263.52022430367,False,-0.17796958358781398,0.16666666666666666,406408,0.0,0.0,10,0,0,9,7,6.125,21,30,14,140.0,3.0,10,1,14,340,1.6689884570077993,147.46743949514348
43,14,0,0,0,9.999999999999998,20,10.0,13.948307920193011,24,14.0,18.78317640907783,24,16.666666666666668,45.00000000000001,12,45.0,0,1.7120000000000004,60559,0,16,0.8,223.17292672308818,False,0.12619888742503604,16,7.695000000000003,17338,442,0,0.0,4419.999999999999,False,-0.6371398871398871,7,0.9180000000000001,86338,0,8,0.8,150.26541127262263,False,0.0008818085599025672,17,7.228000000000001,46954.0,1061,0,0.0,14799.154703324784,False,-0.37044862166090564,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,12,3.9560000000000004,80894,1196,0,0.0,22464.678985257084,False,-0.18259596212598672,0.26666666666666666,404338,0.0,0.0,11,0,0,12,10,10.0,19,31,8,196.0,18.0,13,1,8,480,1.7274292139918543,149.19486870913533
44,8,0,0,0,9.999999999999998,20,10.0,13.695342280408248,8,5.0,18.512245986409848,41,16.951219512195124,45.00000000000001,7,45.0,0,1.7120000000000002,60469,0,25,0.9,342.3835570102062,False,0.12563468552318652,8,7.759000000000002,17044,453,0,0.0,4529.999999999999,False,-0.6415763290763291,13,1.0410000000000001,86007,0,8,0.8,148.09796789127878,False,-0.0029645576757862534,20,7.4110000000000005,46264.0,1061,0,0.0,14530.75815951315,False,-0.3799949143500866,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,7,4.014000000000001,80099,1237,0,0.0,22899.64828518898,False,-0.18772004913141727,0.2833333333333334,402138,0.0,0.0,10,0,0,9,10,9.88888888888889,18,27,7,109.0,18.0,7,1,7,305,1.4349180520512164,150.62978676118655
45,7,0,0,0,10.0,20,10.0,13.30585123732845,17,7.470588235294118,18.53104134902883,10,19.0,45.00000000000001,12,45.0,0,1.7120000000000004,60490,0,24,0.9,319.3404296958828,False,0.12581062917374403,7,7.8210000000000015,16744,464,0,0.0,4640.0,False,-0.6461241461241461,0,1.0280000000000002,85979,0,16,0.8,296.49666158446126,False,-0.002429452832595092,10,7.4910000000000005,45935.0,1070,0,0.0,14237.260823941442,False,-0.3855052826485664,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,12,4.127000000000002,79674,1247,0,0.0,23108.20856223895,False,-0.19056568167515944,0.2833333333333334,401077,0.0,0.0,12,0,0,7,9,9.0,16,23,12,106.0,18.0,6,1,12,311,1.169796434987802,151.79958319617435
46,12,0,0,0,10.0,20,10.0,12.728316406839495,36,8.805555555555555,18.508943983078407,18,18.22222222222222,45.00000000000001,11,45.0,0,1.7120000000000002,60599,0,15,1.0,190.92474610259242,False,0.12664208444184916,17,7.984000000000003,16216,474,0,0.0,4740.0,False,-0.65499702999703,0,1.0280000000000002,85979,0,16,0.0,296.1431037292545,False,-0.002431500377999791,18,7.661000000000002,45058.0,1106,0,0.0,14077.51794596448,False,-0.39658826490401283,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,11,4.2250000000000005,79146,1265,0,0.0,23413.814138594185,False,-0.1938946722508376,0.16666666666666666,399253,0.0,0.0,11,0,0,12,9,9.0,16,28,13,189.0,18.0,11,1,13,409,1.3373789089964703,153.13696210517082
47,13,0,0,0,10.0,20,10.0,12.401587454143693,56,10.928571428571429,18.496074609619463,22,18.363636363636363,45.00000000000001,11,45.0,2,1.7320000000000004,60850,0,8,0.8,99.21269963314954,False,0.1304500733185435,39,8.357000000000001,14910,486,0,0.0,4860.0,False,-0.6781259281259281,0,1.0280000000000002,85783,0,18,0.9,332.9293429731503,False,-0.00448863556196554,15,7.793000000000002,44318.0,1153,0,0.0,14299.030334627678,False,-0.40387649365493544,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,11,4.324000000000002,78543,1287,0,0.0,23804.448022580247,False,-0.1975118981128767,0.2833333333333334,396659,0.0,0.0,12,0,0,13,10,9.222222222222221,19,32,12,173.0,21.0,11,2,12,391,1.5821500670281239,154.71911217219895
48,12,0,0,0,10.0,20,10.0,11.42041145908153,39,4.435897435897436,18.345601063385587,25,17.0,45.00000000000001,12,45.0,2,1.7500000000000002,60764,2,10,1.0,134.2041145908153,False,0.12917846111700712,29,8.608,14039,494,0,0.0,4940.0,False,-0.693551381051381,0,1.0280000000000002,85934,0,11,0.2,201.80161169724147,False,-0.0034990698559294216,16,7.9380000000000015,43635.0,1190,0,0.0,13590.289636307021,False,-0.4158918561201628,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,12,4.433000000000001,77893,1312,0,0.0,24069.42859516189,False,-0.2021035765834921,0.19999999999999998,394520,0.0,0.0,10,0,0,10,10,9.2,20,30,12,170.0,21.0,10,2,12,353,1.4116353320423514,156.1307475042413
49,12,0,0,0,10.0,20,10.0,12.757550996677274,29,25.896551724137932,18.21034028484259,25,17.0,45.000000000000014,6,45.0,19,1.9380000000000004,60765,3,10,1.0,157.57550996677276,False,0.12941393961581873,0,8.579000000000002,13949,503,0,0.0,5030.0,False,-0.6943866943866944,0,1.0280000000000002,85755,0,12,0.9,218.5240834181111,False,-0.005475496696560558,17,8.092000000000002,42646.0,1210,0,0.0,15436.636705979501,False,-0.4166542924471576,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,6,4.481000000000002,77403,1337,0,0.0,24347.224960834545,False,-0.20521877734621696,0.31666666666666665,392773,0.0,0.0,10,0,0,12,7,6.090909090909091,19,31,13,188.0,3.0,11,1,13,336,1.5293643350014463,157.66011183924275
50,13,0,0,0,10.0,20,10.0,14.04176475911787,27,27.48148148148148,18.000300571088815,47,17.0,45.000000000000014,10,45.0,10,2.019,61085,3,10,1.0,170.4176475911787,False,0.1354731367648424,7,8.649000000000001,13695,513,0,0.0,5130.0,False,-0.6981734481734482,5,1.0780000000000003,85442,7,10,1.0,278.2953590247132,False,-0.008754674363107822,30,8.375,41034.0,1220,0,0.0,17130.9530061238,False,-0.42551308821175277,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,10,4.575000000000001,76432,1384,0,0.0,24912.41599038692,False,-0.21132674396045056,0.3333333333333333,389943,0.0,0.0,10,0,0,10,11,10.625,20,30,13,191.0,3.0,12,1,13,703,1.707895045983605,159.36800688522635
51,13,0,0,0,10.000000000000002,20,10.0,13.899988423584496,5,6.0,17.92065293124575,83,17.686746987951807,45.000000000000014,10,45.0,0,2.009000000000001,60995,2,20,1.0,297.9997684716899,False,0.13498663283776074,5,8.692000000000002,13475,524,0,0.0,5240.000000000001,False,-0.7012362637362637,0,1.0730000000000002,85531,2,13,1.0,260.7684649533638,False,-0.007825332910841374,76,9.105,34810.0,1220,0,0.0,16957.985876773084,False,-0.49860438817208685,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,10,4.665000000000002,74797,1467,0,0.0,26289.597850137518,False,-0.21972389291547254,0.3333333333333333,381863,0.0,0.0,11,0,0,9,14,14.0,22,31,14,169.0,21.0,11,2,14,319,1.7128462489927188,161.08085313421907
52,14,0,0,0,10.000000000000002,20,10.0,13.899988423584496,0,,17.8475964406548,69,17.536231884057973,45.000000000000014,8,45.0,0,2.0090000000000003,60905,1,30,1.0,426.9996527075349,False,0.1345132875399794,0,8.687000000000001,13365,535,0,0.0,5350.000000000001,False,-0.7022572022572022,8,1.1530000000000002,85552,0,2,0.2,35.6951928813096,False,-0.008885557797460492,48,9.509,32042.0,1220,0,0.0,16957.985876773084,False,-0.5306648025946403,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,8,4.735000000000001,73467,1536,0,0.0,27413.908132845776,False,-0.22653670553100203,0.19999999999999998,377586,0.0,0.0,11,0,0,12,10,9.666666666666666,20,32,18,178.0,39.0,11,3,18,353,1.7426162170013413,162.8234693512204
53,18,0,0,0,10.000000000000002,20,10.0,14.65777397841142,10,34.0,17.716343757461374,85,17.211764705882352,45.00000000000001,14,45.0,0,2.0090000000000003,61145,1,30,1.0,449.7332193523426,False,0.1391792881214021,0,8.687000000000001,13265,545,0,0.0,5450.000000000001,False,-0.7031853281853282,21,1.3550000000000002,84539,0,10,1.0,177.16343757461374,False,-0.019799370851578076,62,10.081,27666.0,1220,0,0.0,17882.484253661933,False,-0.5759958983190177,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,14,4.867000000000002,71712,1621,0,0.0,28718.19323084489,False,-0.23632196497593344,0.3333333333333333,370582,0.0,0.0,11,0,0,12,14,13.8,22,34,18,212.0,75.0,13,5,18,540,1.7084975789766759,164.5319669301971
