index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,18,0,0,0,10.000000000000002,20,10.0,16.02100346208826,27,28.074074074074073,17.68941601271264,87,17.57471264367816,45.000000000000014,10,45.0,0,2.0090000000000003,61803,0,18,1.0,288.3780623175887,False,0.14989584628673136,5,8.737000000000002,13025,556,0,0.0,5560.000000000001,False,-0.7066193941193941,0,1.3340000000000003,84155,6,20,1.0,449.9143410267824,False,-0.02266748705058798,87,10.889,19181.0,1231,0,0.0,19721.855261830646,False,-0.6636213022120838,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,10,4.953000000000002,70019,1708,0,0.0,30213.52254971319,False,-0.2447095871128724,0.3333333333333333,360438,0.0,0.0,11,0,0,13,16,16.0,19,32,12,208.0,60.0,13,5,12,948,1.499986162991263,166.03195309318835
55,12,0,0,0,10.000000000000002,20,10.0,15.643117157204957,55,14.0,17.459795669607626,73,16.164383561643834,45.000000000000014,12,45.0,2,2.029000000000001,62307,2,10,1.0,176.43117157204958,False,0.15821234752350066,35,9.082,11804,564,0,0.0,5640.000000000001,False,-0.7285417285417285,0,1.334,83814,7,30,1.0,633.2956901886635,False,-0.02555511721400645,73,11.532000000000002,12824.0,1275,0,0.0,19944.97437543632,False,-0.7359592389390626,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,12,5.0630000000000015,68614,1781,0,0.0,31095.896087571182,False,-0.25326115695894097,0.3333333333333333,351618,0.0,0.0,8,0,0,9,18,17.2,18,27,15,147.0,39.0,9,3,15,540,1.2317063100053929,167.26365940319374
56,15,0,0,0,10.000000000000002,20,10.0,14.038463335013109,47,5.0,17.455440213023426,92,17.434782608695652,45.000000000000014,8,45.0,0,2.027,62227,0,20,1.0,280.76926670026216,False,0.1576957349522967,47,9.517000000000001,10603,576,0,0.0,5760.000000000001,False,-0.7497215622215623,0,1.3340000000000003,84176,0,17,0.7,296.74248362139826,False,-0.023311312162679936,72,12.179000000000002,6800.0,1322,0,0.0,18558.84852888733,False,-0.8137597523142609,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,8,5.131000000000001,66894,1873,0,0.0,32694.039518992875,False,-0.2614322240209355,0.2833333333333333,342955,0.0,0.0,12,0,0,13,13,13.0,22,35,14,231.0,18.0,14,1,14,562,2.683925081975758,169.9475844851695
57,14,0,0,0,10.000000000000002,20,10.0,13.425933281412956,56,10.357142857142858,17.456173563146553,65,17.46153846153846,45.000000000000014,11,45.0,0,2.027,62457,2,20,1.0,288.5186656282591,False,0.1620370384024007,46,9.930000000000001,9465,584,0,0.0,5840.000000000001,False,-0.7701032076032076,0,1.3340000000000003,84111,0,12,1.0,209.47408275775865,False,-0.024569569925074138,50,12.607000000000003,3504.0,1368,0,0.0,18366.676728972925,False,-0.8530486539434255,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,11,5.233000000000001,65567,1938,0,0.0,33830.06436537802,False,-0.2681664491447748,0.3333333333333333,337359,0.0,0.0,10,0,0,12,12,12.0,20,32,12,197.0,18.0,13,1,12,835,1.4314956709858961,171.3790801561554
58,12,0,0,0,10.000000000000002,20,10.0,14.508287748523212,18,32.72222222222222,17.462059281045864,115,17.48695652173913,45.00000000000001,14,45.0,0,2.027,62935,3,13,1.0,218.60774073080177,False,0.17026106085471862,1,9.894,9348,593,0,0.0,5930.000000000001,False,-0.7714397089397089,7,1.4040000000000001,83980,0,8,0.8,139.6964742483669,False,-0.02649098026194813,96,13.517000000000003,-6576.0,1378,0,0.0,19992.420517464987,False,-0.9603853474323581,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,14,5.362000000000002,63264,2053,0,0.0,35849.60770398716,False,-0.2796408012706193,0.3,325206,0.0,0.0,12,0,0,11,20,20.0,21,32,14,162.0,18.0,11,1,14,1016,1.3843647409812547,172.76344489713665
59,14,0,0,0,10.000000000000002,20,10.0,15.285844652906702,12,34.0,18.15920753012376,73,23.328767123287673,45.000000000000014,10,45.0,0,2.0270000000000006,63243,3,11,1.0,198.14429118197373,False,0.1757883899909227,0,9.893000000000002,9248,603,0,0.0,6030.000000000001,False,-0.7723678348678349,7,1.4670000000000003,84247,0,6,0.6,108.95524518074255,False,-0.023576477957418292,58,14.001000000000001,-39089.0,1384,0,0.0,21155.608999622877,False,-1.3302314824488755,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,10,5.448,61433,2126,0,0.0,38606.475209043114,False,-0.2836562596088801,0.26666666666666666,291337,0.0,0.0,12,0,0,8,13,237.4764705882353,21,29,16,182.0,36.0,12,2,16,404,1.533030114020221,174.29647501115687
60,16,0,0,1,10.000000000000002,20,10.0,16.33244132437326,17,33.0,18.15920753012376,0,,45.00000000000001,15,45.0,9,2.1170000000000004,63461,0,13,1.0,212.32173721685237,False,0.17996660359014754,0,9.893000000000002,9118,616,0,0.0,6160.000000000001,False,-0.7735743985743986,0,1.4600000000000002,83686,7,16,1.0,404.87440975259295,False,-0.028360526716514317,0,13.943000000000001,-64321.55555555556,1384,0,0.0,22604.098792932593,True,-1.614099472521506,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,15,5.588000000000001,61099,2126,0,0.0,38606.475209043114,False,-0.2866197220687314,0.3333333333333333,329619,0.0,0.125,9,0,0,12,10,412.4100840336135,19,31,12,198.0,54.0,13,3,12,200,1.5425649170065299,175.8390399281634
61,12,0,0,0,10.000000000000002,20,10.0,16.866630930204348,10,30.7,18.17414473210437,10,19.0,45.000000000000014,9,45.0,5,2.1580000000000004,63547,0,17,0.8,286.7327258134739,False,0.1822536078650642,1,9.903000000000002,8971,628,0,0.0,6280.000000000001,False,-0.7751893376893377,0,1.4600000000000002,83569,7,16,1.0,408.85273222510034,False,-0.02969264201776128,0,13.943000000000003,-64321.55555555556,1384,0,0.0,23343.417207402817,True,-1.6098178874857147,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,9,5.663000000000001,60768,2136,0,0.0,38819.97314777494,False,-0.28860942120306404,0.3,329110,0.0,0.125,11,0,0,6,7,217.75671750181556,17,23,6,144.0,36.0,10,2,6,696,1.3091854969970882,177.1482254251605
62,6,0,0,0,10.000000000000002,20,10.0,16.7611943616146,2,4.0,18.190131202850367,10,19.0,45.000000000000014,11,45.0,0,2.1530000000000005,63437,1,27,1.0,462.5522477635942,False,0.18184355739311328,2,9.922000000000002,8833,637,0,0.0,6370.000000000001,False,-0.7769156519156519,0,1.4600000000000002,83751,0,15,0.9,272.8519680427555,False,-0.028372239201948434,0,13.943000000000001,-64321.55555555556,1384,0,0.0,23197.492996474604,True,-1.6106629725067845,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,11,5.764000000000001,60411,2146,0,0.0,39036.021561316884,False,-0.2908184943067943,0.31666666666666665,328687,0.0,0.125,10,0,0,8,5,5.0,16,24,3,108.0,0.0,6,0,3,390,0.9108715259935707,178.05909695115406
63,3,0,0,0,10.0,20,10.0,17.55920715166563,12,32.166666666666664,18.220316602892108,18,19.0,45.00000000000001,10,45.0,0,2.1530000000000005,63693,4,25,1.0,478.9801787916407,False,0.18674803403244392,0,9.920000000000002,8763,644,0,0.0,6440.0,False,-0.7775653400653401,3,1.4900000000000002,83581,2,10,1.0,217.32158033225235,False,-0.030662858448103143,0,13.943000000000001,-64321.55555555556,1384,0,0.0,24301.94269790523,True,-1.604266817315901,0,0.2,112255,0,14,0.0,630.0000000000001,False,-0.0012066793249693893,10,5.853000000000001,59901,2164,0,0.0,39428.765128658524,False,-0.2936012052212902,0.3333333333333333,328193,0.0,0.125,13,0,0,7,6,5.375,13,20,6,54.0,0.0,3,0,6,776,0.976417344994843,179.0355142961489
64,6,0,0,0,10.0,20,10.0,17.532670514492064,1,12.0,18.220316602892108,0,,45.000000000000014,11,45.0,0,2.1530000000000005,63565,8,34,1.0,676.1107974927302,False,0.18620165204088143,0,9.920000000000002,8703,650,0,0.0,6500.0,False,-0.7781222156222156,0,1.4870000000000003,83569,0,13,0.3,236.8641158375974,False,-0.030688672783177648,0,13.943000000000003,-64321.55555555556,1384,0,0.0,24265.215992057016,True,-1.6044795112121926,0,0.2,112255,0,14,0.0,630.0000000000002,False,-0.0012066793249693893,11,5.953000000000001,59713,2164,0,0.0,39428.765128658524,False,-0.29526926193521846,0.21666666666666667,327805,0.0,0.125,10,0,0,4,4,4.0,18,22,4,101.0,0.0,6,0,4,212,0.9318758690496907,179.9673901651986
65,4,0,0,0,10.0,20,10.0,17.503480925138028,1,12.0,18.220316602892108,0,,45.00000000000001,12,45.0,0,2.1530000000000005,63477,8,43,1.0,832.6496797809352,False,0.1860210283614952,0,9.920000000000002,8603,660,0,0.0,6600.0,False,-0.7790503415503416,0,1.487,83557,0,14,0.1,255.0844324404895,False,-0.030722144431469187,0,13.943000000000001,-64321.55555555556,1384,0,0.0,24224.81760039103,True,-1.6047134687950708,0,0.2,112345,0,12,0.0,540.0000000000001,False,-0.0008074104306780473,10,6.042000000000002,59543,2164,0,0.0,39428.765128658524,False,-0.2967776110914302,0.18333333333333335,327525,0.0,0.125,12,0,0,6,5,104.26165980795611,15,21,4,49.0,3.0,3,1,4,302,0.7282334979972802,180.69562366319587
66,4,0,0,0,10.0,20,10.0,17.503480925138028,0,,19.869356002970758,21,54.0,45.000000000000014,13,45.0,0,2.1530000000000005,63347,11,53,1.0,1037.6844890323155,False,0.18551088217471332,0,9.920000000000002,8533,667,0,0.0,6670.0,False,-0.7797000297000297,7,1.5570000000000002,84397,0,0,0.0,0.0,False,-0.022470088142974624,0,13.943000000000001,-64321.55555555556,1384,0,0.0,24224.81760039103,True,-1.6047134687950708,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,10,6.1320000000000014,58238,2185,0,0.0,43414.54286649111,False,-0.29067421935615184,0.16666666666666666,326995,0.0,0.125,11,0,0,6,6,5.333333333333333,8,14,3,72.0,0.0,4,0,3,335,0.7648983169929124,181.4605219801888
67,3,0,0,0,10.000000000000002,20,10.0,19.77198592758342,35,30.82857142857143,19.852720744612053,8,19.0,45.00000000000001,13,45.0,0,2.1530000000000005,64296,13,33,1.0,782.4755356102528,False,0.2007580518229345,5,9.970000000000002,8323,675,0,0.0,6750.000000000001,False,-0.7828556578556578,8,1.6300000000000003,83134,25,10,1.0,692.826855635706,False,-0.033086470136582766,0,13.943000000000001,-64321.55555555556,1384,0,0.0,27364.428523775452,True,-1.5865311661705626,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,13,6.252000000000001,57822,2193,0,0.0,43537.01659293423,False,-0.29382190569741523,0.3333333333333333,326055,0.0,0.125,13,0,0,5,9,192.77587301587303,8,13,6,39.0,0.0,3,0,6,1269,0.9508657130063511,182.41138769319514
68,6,0,0,0,10.0,20,10.0,20.748963597157548,19,30.263157894736842,20.0918816982145,11,28.272727272727273,45.00000000000001,10,45.0,1,2.1630000000000003,64742,13,26,1.0,669.4730535260962,False,0.2079881297661688,1,9.975000000000003,8196,685,0,0.0,6850.0,False,-0.7842849717849718,1,1.6320000000000001,82828,34,10,1.0,906.3835792855017,False,-0.03539395867770773,0,13.943000000000001,-64321.55555555556,1384,0,0.0,28716.565618466047,True,-1.5787005889285304,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,10,6.339000000000001,57335,2204,0,0.0,44282.50726286476,False,-0.2948356464479941,0.3333333333333333,325581,0.0,0.125,14,0,0,7,8,115.46600261878041,7,14,5,84.0,3.0,5,1,5,933,0.964706824044697,183.37609451723984
69,5,0,0,0,10.0,20,10.0,20.748963597157548,0,,20.372712588622907,3,53.0,45.000000000000014,10,45.0,0,2.1620000000000004,64632,14,36,1.0,886.9626894976717,False,0.20796483042673067,0,9.974000000000002,8106,694,0,0.0,6940.0,False,-0.7851202851202851,0,1.6310000000000002,82987,24,17,1.0,844.3112403383706,False,-0.03391181509469653,0,13.943000000000003,-64321.55555555556,1384,0,0.0,28716.565618466047,True,-1.5787005889285304,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,10,6.429000000000001,57002,2207,0,0.0,44962.57668309075,False,-0.2947732299829168,0.3333333333333333,325207,0.0,0.125,11,0,0,4,5,5.0,1,5,3,75.0,0.0,5,0,3,359,0.8725348470034078,184.24862936424324
70,3,0,0,0,10.0,20,10.0,20.748963597157548,0,,22.198487832551745,37,37.810810810810814,45.000000000000014,8,45.0,0,2.1620000000000004,64532,14,46,1.0,1094.4523254692472,False,0.20803434368010512,0,9.974000000000002,8006,704,0,0.0,7040.0,False,-0.786048411048411,20,1.8310000000000002,83313,14,10,1.0,512.4703686857231,False,-0.03205769039527824,0,13.943000000000001,-64321.55555555556,1384,0,0.0,28716.565618466047,True,-1.5787005889285304,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,8,6.499000000000002,55479,2244,0,0.0,49813.406696246115,False,-0.2867664246080682,0.3333333333333333,323810,0.0,0.125,10,0,0,2,7,6.2631578947368425,1,3,7,54.0,0.0,3,0,7,359,0.8064424269832671,185.0550717912265
71,7,0,0,0,10.0,20,10.0,21.554410741910782,11,35.0,22.198487832551745,0,,45.000000000000014,10,45.0,0,2.162000000000001,64777,18,45,1.0,1149.9484833859851,False,0.21309723495866117,0,9.974000000000002,7946,710,0,0.0,7100.0,False,-0.7866052866052866,0,1.8110000000000004,82928,15,20,1.0,767.2859177796967,False,-0.03504125741119281,0,13.943000000000001,-64321.55555555556,1384,0,0.0,29831.304466804522,True,-1.5722448466144678,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,10,6.591000000000002,55307,2244,0,0.0,49813.406696246115,False,-0.2882925190484707,0.3333333333333333,323438,0.0,0.125,8,0,0,3,5,5.0,3,6,7,89.0,3.0,6,1,7,585,1.313017184031196,186.3680889752577
72,7,0,0,0,10.0,20,10.0,22.63269713272586,16,34.4375,24.7399739057888,32,50.0,45.000000000000014,9,45.0,0,2.1620000000000004,65188,22,39,1.0,1102.6751881763084,False,0.2202876743779357,0,9.974,7886,716,0,0.0,7160.0,False,-0.7871621621621622,12,1.9310000000000005,83473,21,10,1.0,722.686378845131,False,-0.028987071714067374,0,13.943000000000003,-64321.55555555556,1384,0,0.0,31323.65283169259,True,-1.563602269475535,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,9,6.671000000000002,53571,2276,0,0.0,56308.18060957531,False,-0.2748825235143857,0.3333333333333333,322598,0.0,0.125,11,0,0,2,5,4.375,3,5,5,87.0,6.0,5,2,5,751,0.9180825490038842,187.2861715242616
73,5,0,0,0,10.0,20,10.0,22.163898738693867,4,2.0,24.7399739057888,0,,45.000000000000014,9,45.0,0,2.1620000000000004,65068,24,49,1.0,1326.0310381959994,False,0.22013319570645234,4,10.014000000000003,7702,724,0,0.0,7240.0,False,-0.7898351648351648,0,1.9190000000000003,83465,15,20,1.0,827.257959196184,False,-0.02847413067864201,0,13.943000000000001,-64321.55555555556,1384,0,0.0,30674.83585435231,True,-1.5673597371738581,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,9,6.752000000000002,53439,2276,0,0.0,56308.18060957531,False,-0.2760537122709736,0.3333333333333333,322154,0.0,0.125,10,0,0,1,4,4.0,3,4,4,50.0,3.0,4,1,4,200,0.90525783598423,188.19142936024582
74,4,0,0,0,10.0,20,10.0,22.997201483502995,11,35.0,24.7399739057888,0,,45.000000000000014,9,45.0,0,2.1620000000000004,65363,23,48,1.0,1333.8656712081438,False,0.22568185394275467,0,10.010000000000002,7592,735,0,0.0,7350.0,False,-0.7908561033561033,0,1.9190000000000003,83080,16,30,1.0,1110.1544409097119,False,-0.03129507371746927,0,13.943000000000001,-64321.55555555556,1384,0,0.0,31828.126853168145,True,-1.5606807293393505,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,9,6.833000000000001,53290,2276,0,0.0,56308.18060957531,False,-0.2773757359431827,0.3333333333333333,321805,0.0,0.125,8,0,0,2,5,5.0,2,4,6,72.0,0.0,4,0,6,585,0.7010736439842731,188.8925030042301
75,6,0,0,0,10.0,20,10.0,24.99782141860754,42,32.26190476190476,24.42974736091921,18,19.0,45.00000000000001,10,45.0,0,2.162000000000001,66635,21,19,1.0,684.9586069535433,False,0.24327070284149027,3,10.040000000000003,7391,747,0,0.0,7470.0,False,-0.7934734184734185,0,1.9190000000000003,82067,48,22,1.0,1737.3498700333844,False,-0.039395914439733906,0,13.943000000000001,-64321.55555555556,1384,0,0.0,34596.98484335284,True,-1.544645553283982,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,10,6.924000000000001,52775,2294,0,0.0,56041.84044594867,False,-0.2831267170960345,0.3333333333333333,321348,0.0,0.125,15,0,0,1,6,6.0,4,5,4,84.0,3.0,5,1,4,1894,0.8432106779655442,189.73571368219564
76,4,0,0,0,10.0,20,10.0,24.23566747932481,6,2.0,24.712863265772054,3,53.0,45.00000000000001,12,45.0,0,2.1620000000000004,66545,20,29,1.0,902.8343569004195,False,0.24362223749721953,6,10.097000000000001,7116,758,0,0.0,7580.0,False,-0.7975571725571725,0,1.9190000000000003,82214,44,29,1.0,1783.0424037976813,False,-0.037428666714168446,0,13.943000000000001,-64321.55555555556,1384,0,0.0,33542.16379138554,True,-1.5507542960707783,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,12,7.034000000000002,52384,2297,0,0.0,56765.446921478404,False,-0.28338576951769023,0.3333333333333333,320739,0.0,0.125,11,0,0,3,8,8.0,1,4,5,57.0,0.0,4,0,5,359,0.8969367910176516,190.6326504732133
77,5,0,0,0,10.0,20,10.0,24.23566747932481,0,,24.664088497996882,17,23.88235294117647,45.0,12,45.0,0,2.1620000000000004,66455,19,39,1.0,1135.1910316936676,False,0.24410817337108012,0,10.091000000000001,7006,769,0,0.0,7690.0,False,-0.798578111078111,0,1.9190000000000003,82620,34,22,1.0,1366.622641252975,False,-0.035137758775189286,0,13.943000000000003,-64321.55555555556,1384,0,0.0,33542.16379138554,True,-1.5507542960707783,0,0.2,112480,0,9,0.0,405.0,False,-0.0002085070892410342,12,7.142000000000002,51750,2314,0,0.0,57072.70078436479,False,-0.28764794782724623,0.3333333333333333,320311,0.0,0.125,13,0,0,3,5,5.0,2,5,4,75.0,0.0,5,0,4,606,1.1879163780249655,191.82056685123825
78,4,0,0,0,10.0,20,10.0,24.23566747932481,0,,26.361522295999617,16,54.0,45.0,8,45.0,0,2.1620000000000004,66365,18,49,1.0,1367.5477064869158,False,0.24459410924494096,0,10.091000000000003,6896,780,0,0.0,7800.0,False,-0.7995990495990496,0,1.9190000000000003,83484,24,16,1.0,1003.4403762397894,False,-0.027233744650382804,0,13.943000000000001,-64321.55555555556,1384,0,0.0,33542.16379138554,True,-1.5507542960707783,0,0.2,112480,0,9,0.0,405.0,False,-0.0002085070892410342,8,7.210000000000003,50772,2330,0,0.0,61422.34694967911,False,-0.27702896496335994,0.3333333333333333,319997,0.0,0.125,11,0,0,2,3,3.0,2,4,4,72.0,0.0,4,0,4,1064,0.8125898470170796,192.63315669825533
79,4,0,0,0,10.0,20,10.0,24.617960329710417,6,35.0,26.361522295999617,0,,45.0,9,45.0,0,2.162000000000001,66455,20,53,1.0,1504.7518974746522,False,0.2475381635866003,0,10.091000000000001,6816,788,0,0.0,7880.0,False,-0.8003415503415503,0,1.9190000000000003,83274,20,26,1.0,1177.7587862901983,False,-0.028656550573391563,0,13.943000000000001,-64321.55555555556,1384,0,0.0,34071.25709631922,True,-1.5476901792672428,0,0.2,112480,0,9,0.0,405.0,False,-0.0002085070892410342,9,7.292000000000001,50624,2330,0,0.0,61422.34694967911,False,-0.2783421159934737,0.3333333333333333,319649,0.0,0.125,10,0,0,1,5,5.0,3,4,5,72.0,0.0,4,0,5,410,0.807675892021507,193.44083259027684
80,5,0,0,0,10.0,20,10.0,24.617960329710417,0,,26.034790527370518,9,17.0,45.00000000000001,8,45.0,0,2.1620000000000004,66345,21,63,1.0,1760.9315007717562,False,0.24787395586549368,0,10.091000000000001,6726,797,0,0.0,7970.0,False,-0.8011768636768637,0,1.9190000000000003,83427,10,27,1.0,949.1189475361082,False,-0.028208537779074425,0,13.943000000000003,-64321.55555555556,1384,0,0.0,34071.25709631922,True,-1.5476901792672428,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,8,7.363000000000001,50347,2339,0,0.0,60895.37504351964,False,-0.2831376544127213,0.3333333333333333,319325,0.0,0.125,8,0,0,2,4,4.0,2,4,4,51.0,3.0,4,1,4,353,0.8607909099664539,194.3016235002433
81,4,0,0,0,10.0,20,10.0,26.278480184867913,27,35.629629629629626,26.034790527370518,0,,45.0,7,45.0,0,2.1620000000000004,67197,22,46,1.0,1428.810088503924,False,0.26060671674064384,0,10.091000000000001,6636,806,0,0.0,8060.0,False,-0.802012177012177,0,1.9190000000000003,82465,27,37,1.0,1672.8062145041429,False,-0.035159860694116384,0,13.943000000000001,-64321.55555555556,1384,0,0.0,36369.41657585719,True,-1.534380940588936,0,0.2,112480,0,9,0.0,405.0,False,-0.0002085070892410342,7,7.425000000000002,50245,2339,0,0.0,60895.37504351964,False,-0.2840426639064484,0.3333333333333333,319023,0.0,0.125,12,0,0,0,4,4.0,3,3,4,50.0,3.0,3,1,4,1162,0.6568357919459231,194.95845929218922
82,4,0,0,0,10.0,20,10.0,26.75288704024399,18,31.0,26.034790527370518,0,,45.00000000000001,8,45.0,0,2.1620000000000004,67651,22,40,1.0,1290.1154816097596,False,0.26774683956053025,2,10.111,6484,816,0,0.0,8160.0,False,-0.803905553905554,0,1.9190000000000003,81907,35,47,1.0,2159.986201194954,False,-0.038801520777911214,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37025.995663697686,True,-1.5305785204918714,0,0.2,112480,0,9,0.0,405.00000000000006,False,-0.0002085070892410342,8,7.498000000000001,50128,2339,0,0.0,60895.37504351964,False,-0.2850807630316059,0.3333333333333333,318650,0.0,0.125,11,0,0,2,4,4.0,2,4,5,72.0,0.0,4,0,5,754,0.7588831040193327,195.71734239620855
83,5,0,0,0,10.0,20,10.0,27.08801007301726,11,32.0,26.034790527370518,0,,45.000000000000014,8,45.0,0,2.162000000000001,67891,23,40,1.0,1313.5204029206902,False,0.27241907115867886,1,10.119000000000002,6368,825,0,0.0,8250.0,False,-0.8052234927234927,0,1.9190000000000003,81555,36,57,1.0,2459.1514226887407,False,-0.041146024168729874,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37489.805941055885,True,-1.5278924746635583,0,0.2,112480,0,9,0.0,405.0000000000001,False,-0.0002085070892410342,8,7.570000000000001,50017,2339,0,0.0,60895.37504351964,False,-0.2860656263041912,0.3333333333333333,318311,0.0,0.125,11,0,0,1,4,4.0,3,4,4,51.0,3.0,4,1,4,550,0.8814686029800214,196.59881099918857
84,4,0,0,0,10.0,20,10.0,27.429871394323857,7,35.0,26.10682601037045,12,27.5,45.000000000000014,12,45.0,0,2.1620000000000004,68046,22,43,1.0,1399.4844699559258,False,0.2760941163308948,0,10.118000000000002,6258,836,0,0.0,8360.0,False,-0.8062444312444312,0,1.9190000000000003,81640,33,55,1.0,2341.0611865830624,False,-0.04084540123826939,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37962.94200974422,True,-1.5251524207545253,0,0.2,112525,0,8,0.0,360.0000000000001,False,-8.872642095363157e-06,11,7.672000000000001,49481,2351,0,0.0,61377.14795038093,False,-0.28868406318039447,0.3333333333333333,317950,0.0,0.125,14,0,0,2,6,6.0,2,4,4,72.0,0.0,4,0,4,820,0.7487767590209842,197.34758775820956
85,4,0,0,0,10.0,20,10.0,27.01665332826961,15,23.0,28.28885957778781,30,44.266666666666666,45.00000000000001,11,45.0,0,2.1620000000000004,68266,24,43,1.0,1401.7160931155931,False,0.28019858268781184,5,10.168000000000001,6043,844,0,0.0,8440.0,False,-0.809492871992872,0,1.9190000000000003,82623,38,35,1.0,2016.7429116968185,False,-0.031337995808883724,0,13.943000000000003,-64321.55555555556,1384,0,0.0,37391.04820632514,True,-1.5284644063656716,0,0.2,112570,0,7,0.0,315.00000000000006,False,0.00019076180505030787,10,7.761000000000002,48003,2381,0,0.0,67355.77465471278,False,-0.2752747207126827,0.3333333333333333,317505,0.0,0.125,15,0,0,4,4,4.0,0,4,7,57.0,0.0,4,0,7,1913,1.021679013967514,198.36926677217707
86,7,0,0,0,10.0,20,10.0,27.01665332826961,0,,30.995289936250735,32,50.0,45.00000000000001,12,45.0,0,2.1620000000000004,68136,27,53,1.0,1701.8826263982892,False,0.2805713786976378,0,10.163000000000004,5973,851,0,0.0,8510.0,False,-0.8101425601425601,0,1.9190000000000003,84223,28,13,1.0,1159.4050623628086,False,-0.017771030598915796,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37391.04820632514,True,-1.5284644063656716,0,0.2,112615,0,6,0.0,270.00000000000006,False,0.00039039625219597894,11,7.8610000000000015,46208,2413,0,0.0,74791.63461617302,False,-0.25821325121922073,0.3333333333333333,317155,0.0,0.125,12,0,0,4,5,5.0,2,6,6,90.0,3.0,6,1,6,1845,1.0395783330313861,199.40884510520846
